sw3162B-ms98-a-0003,36.812500,37.234500,yeah,B,b,u-2-1
sw3162B-ms98-a-0006,68.750125,69.050125,about,I,+,u-10-1
sw3162B-ms98-a-0006,69.050125,69.270125,this,I,+,u-10-1
sw3162B-ms98-a-0006,69.270125,69.480125,but,B,%,u-10-2
sw3162B-ms98-a-0006,69.480125,69.930875,[vocalized-noise],O,,
sw3162B-ms98-a-0007,70.235875,72.877125,[laughter],O,,
sw3162B-ms98-a-0007,72.877125,73.677125,[laughter-yes],O,,
sw3162B-ms98-a-0007,73.677125,74.157125,[laughter-yes],O,,
sw3162B-ms98-a-0007,74.157125,74.347125,some,B,sv^e,u-14-3
sw3162B-ms98-a-0007,74.347125,74.537125,of,I,sv^e,u-14-3
sw3162B-ms98-a-0007,74.537125,74.777125,them_1,I,sv^e,u-14-3
sw3162B-ms98-a-0007,74.777125,74.957125,some,I,sv^e,u-14-3
sw3162B-ms98-a-0007,74.957125,75.137125,of,I,sv^e,u-14-3
sw3162B-ms98-a-0007,75.137125,75.227125,them_1,I,sv^e,u-14-3
sw3162B-ms98-a-0007,75.227125,75.367125,do,I,sv^e,u-14-3
sw3162B-ms98-a-0007,75.367125,75.517125,and,B,sv,u-14-4
sw3162B-ms98-a-0007,75.517125,75.617125,some,I,sv,u-14-4
sw3162B-ms98-a-0007,75.617125,75.697125,of,I,sv,u-14-4
sw3162B-ms98-a-0007,75.697125,75.837125,them_1,I,sv,u-14-4
sw3162B-ms98-a-0007,75.837125,76.147125,don't,I,sv,u-14-4
sw3162B-ms98-a-0007,76.147125,76.615125,but,B,%,u-14-5
sw3162B-ms98-a-0007,76.615125,77.104750,uh,I,%,u-14-5
sw3162B-ms98-a-0007,77.413625,77.687125,this,I,%,u-14-5
sw3162B-ms98-a-0007,77.687125,77.917125,one,I,%,u-14-5
sw3162B-ms98-a-0007,77.917125,78.520375,uh,I,%,u-14-5
sw3162B-ms98-a-0008,79.118250,79.218250,i,B,sd,u-14-6
sw3162B-ms98-a-0008,79.218250,79.368250,was,I,sd,u-14-6
sw3162B-ms98-a-0008,79.368250,79.608250,trying,I,sd,u-14-6
sw3162B-ms98-a-0008,79.608250,79.678250,to,I,sd,u-14-6
sw3162B-ms98-a-0008,79.678250,80.088250,remember,I,sd,u-14-6
sw3162B-ms98-a-0008,80.088250,80.378250,back,I,sd,u-14-6
sw3162B-ms98-a-0008,80.378250,80.518250,it,B,sd,u-14-7
sw3162B-ms98-a-0008,80.518250,80.818250,seems,I,sd,u-14-7
sw3162B-ms98-a-0008,80.818250,80.908250,to,I,sd,u-14-7
sw3162B-ms98-a-0008,80.908250,81.153125,me,I,sd,u-14-7
sw3162B-ms98-a-0008,81.153125,81.439375,that,I,sd,u-14-7
sw3162B-ms98-a-0008,81.439375,81.808250,that,I,sd,u-14-7
sw3162B-ms98-a-0008,81.808250,81.888250,you,I,sd,u-14-7
sw3162B-ms98-a-0008,81.888250,82.068250,know,I,sd,u-14-7
sw3162B-ms98-a-0008,82.068250,82.248250,when,I,sd,u-14-7
sw3162B-ms98-a-0008,82.248250,82.308250,i,I,sd,u-14-7
sw3162B-ms98-a-0008,82.308250,82.758250,studied,I,sd,u-14-7
sw3162B-ms98-a-0008,82.991875,83.438250,civics,I,sd,u-14-7
sw3162B-ms98-a-0008,83.438250,83.896625,in,I,sd,u-14-7
sw3162B-ms98-a-0008,84.371250,84.838250,school,B,+,u-16-1
sw3162B-ms98-a-0008,84.838250,84.948250,or,I,+,u-16-1
sw3162B-ms98-a-0008,84.948250,85.638250,stuff,I,+,u-16-1
sw3162B-ms98-a-0008,85.638250,85.868250,that,I,+,u-16-1
sw3162B-ms98-a-0008,85.868250,86.362750,this,I,+,u-16-1
sw3162B-ms98-a-0009,86.463250,86.923250,the,I,+,u-16-1
sw3162B-ms98-a-0009,86.923250,87.383250,juries,I,+,u-16-1
sw3162B-ms98-a-0009,87.383250,87.573250,being,I,+,u-16-1
sw3162B-ms98-a-0009,87.573250,87.993250,involved,I,+,u-16-1
sw3162B-ms98-a-0009,87.993250,88.083250,in,I,+,u-16-1
sw3162B-ms98-a-0009,88.083250,88.163250,the,I,+,u-16-1
sw3162B-ms98-a-0009,88.163250,88.803250,sentencing,I,+,u-16-1
sw3162B-ms98-a-0009,88.803250,89.323250,wasn't,I,+,u-16-1
sw3162B-ms98-a-0009,89.323250,89.673250,wasn't,I,+,u-16-1
sw3162B-ms98-a-0009,89.673250,89.793250,so,I,+,u-16-1
sw3162B-ms98-a-0009,89.793250,90.053250,much,I,+,u-16-1
sw3162B-ms98-a-0009,90.053250,90.163250,and,B,sd,u-16-2
sw3162B-ms98-a-0009,90.163250,90.360625,i'm,I,sd,u-16-2
sw3162B-ms98-a-0009,90.748500,90.873250,i'm,I,sd,u-16-2
sw3162B-ms98-a-0009,90.873250,91.163250,trying,I,sd,u-16-2
sw3162B-ms98-a-0009,91.163250,91.465000,to,I,sd,u-16-2
sw3162B-ms98-a-0010,91.975250,92.275250,figure,I,sd,u-16-2
sw3162B-ms98-a-0010,92.275250,92.415250,out,I,sd,u-16-2
sw3162B-ms98-a-0010,92.415250,92.655250,whether,I,sd,u-16-2
sw3162B-ms98-a-0010,92.655250,93.110375,that's,I,sd,u-16-2
sw3162B-ms98-a-0010,93.438000,93.835250,i'm,I,sd,u-16-2
sw3162B-ms98-a-0010,93.835250,94.375250,remembering,I,sd,u-16-2
sw3162B-ms98-a-0010,94.375250,94.685250,wrong,I,sd,u-16-2
sw3162B-ms98-a-0010,94.685250,94.795250,or,I,sd,u-16-2
sw3162B-ms98-a-0010,94.795250,95.075250,whether,I,sd,u-16-2
sw3162B-ms98-a-0010,95.075250,95.348750,that's,I,sd,u-16-2
sw3162B-ms98-a-0010,95.348750,95.962750,a,I,sd,u-16-2
sw3162B-ms98-a-0010,95.962750,96.400250,by,B,+,u-18-1
sw3162B-ms98-a-0010,96.400250,96.848375,state,I,+,u-18-1
sw3162B-ms98-a-0011,97.142750,98.036250,[vocalized-noise],O,,
sw3162B-ms98-a-0013,99.736500,100.306375,yeah,B,b,u-20-1
sw3162B-ms98-a-0015,102.530750,103.510000,yeah,B,b,u-22-1
sw3162B-ms98-a-0015,103.510000,104.057875,and,B,%,u-22-2
sw3162B-ms98-a-0016,104.738750,105.362125,uh,I,%,u-22-2
sw3162B-ms98-a-0016,105.362125,105.501500,i,I,%,u-22-2
sw3162B-ms98-a-0016,105.501500,105.621500,gue[ss]-,I,%,u-22-2
sw3162B-ms98-a-0016,105.621500,105.731500,i,I,%,u-22-2
sw3162B-ms98-a-0016,105.731500,106.280125,guess,I,%,u-22-2
sw3162B-ms98-a-0016,106.890250,107.121500,uh,O,,
sw3162B-ms98-a-0016,107.121500,107.251500,and,B,sd,u-22-3
sw3162B-ms98-a-0016,107.251500,107.301500,i,I,sd,u-22-3
sw3162B-ms98-a-0016,107.301500,107.421500,don't,I,sd,u-22-3
sw3162B-ms98-a-0016,107.421500,107.481500,know,I,sd,u-22-3
sw3162B-ms98-a-0016,107.481500,107.651500,whether,I,sd,u-22-3
sw3162B-ms98-a-0016,107.651500,107.771500,it's,I,sd,u-22-3
sw3162B-ms98-a-0016,107.771500,107.921500,by,I,sd,u-22-3
sw3162B-ms98-a-0016,107.921500,108.271500,state,I,sd,u-22-3
sw3162B-ms98-a-0016,108.271500,108.351500,or,I,sd,u-22-3
sw3162B-ms98-a-0016,108.351500,108.591500,whether,I,sd,u-22-3
sw3162B-ms98-a-0016,108.591500,108.791500,there's,I,sd,u-22-3
sw3162B-ms98-a-0016,108.791500,109.031500,been,I,sd,u-22-3
sw3162B-ms98-a-0016,109.031500,109.393250,some,I,sd,u-22-3
sw3162B-ms98-a-0017,111.275000,111.576250,Supreme,B,+,u-24-1
sw3162B-ms98-a-0017,111.576250,111.976250,Supreme,I,+,u-24-1
sw3162B-ms98-a-0017,111.976250,112.206250,Court,I,+,u-24-1
sw3162B-ms98-a-0017,112.206250,112.666250,decision,I,+,u-24-1
sw3162B-ms98-a-0017,112.666250,113.166250,perhaps,I,+,u-24-1
sw3162B-ms98-a-0017,113.166250,113.356250,that,I,+,u-24-1
sw3162B-ms98-a-0017,113.356250,113.596250,said,I,+,u-24-1
sw3162B-ms98-a-0017,113.596250,113.796250,that,I,+,u-24-1
sw3162B-ms98-a-0017,113.796250,114.121625,uh,I,+,u-24-1
sw3162B-ms98-a-0017,114.121625,114.556250,that,I,+,u-24-1
sw3162B-ms98-a-0017,114.556250,114.936250,uh,I,+,u-24-1
sw3162B-ms98-a-0017,114.936250,115.136250,as,I,+,u-24-1
sw3162B-ms98-a-0017,115.136250,115.406250,part,I,+,u-24-1
sw3162B-ms98-a-0017,115.406250,115.506250,of,I,+,u-24-1
sw3162B-ms98-a-0017,115.506250,115.656250,the,I,+,u-24-1
sw3162B-ms98-a-0017,115.656250,116.046250,trial,I,+,u-24-1
sw3162B-ms98-a-0017,116.046250,116.276250,by,I,+,u-24-1
sw3162B-ms98-a-0017,116.276250,116.436250,the,I,+,u-24-1
sw3162B-ms98-a-0017,116.436250,117.076250,peers,I,+,u-24-1
sw3162B-ms98-a-0017,117.076250,117.246250,that,I,+,u-24-1
sw3162B-ms98-a-0017,117.246250,117.276250,i,I,+,u-24-1
sw3162B-ms98-a-0017,117.276250,117.456250,had,I,+,u-24-1
sw3162B-ms98-a-0017,117.456250,117.556250,to,I,+,u-24-1
sw3162B-ms98-a-0017,117.556250,117.936250,include,I,+,u-24-1
sw3162B-ms98-a-0017,117.936250,118.126250,the,I,+,u-24-1
sw3162B-ms98-a-0017,118.126250,118.876250,sentencing,I,+,u-24-1
sw3162B-ms98-a-0017,118.876250,119.128500,or,I,+,u-24-1
sw3162B-ms98-a-0017,119.667000,119.956250,too,B,+,u-26-1
sw3162B-ms98-a-0017,119.956250,120.156250,or,I,+,u-26-1
sw3162B-ms98-a-0017,120.156250,120.546250,whatever,I,+,u-26-1
sw3162B-ms98-a-0017,120.546250,120.813125,i'd,O,,
sw3162B-ms98-a-0017,121.093875,121.346250,yeah,B,b,u-26-3
sw3162B-ms98-a-0017,121.346250,121.536250,but,B,sd,u-26-4
sw3162B-ms98-a-0017,121.536250,121.810125,i,I,sd,u-26-4
sw3162B-ms98-a-0018,121.992500,122.509625,yeah,I,sd,u-26-4
sw3162B-ms98-a-0018,122.509625,122.612500,i-,I,sd,u-26-4
sw3162B-ms98-a-0018,122.612500,122.672500,i,I,sd,u-26-4
sw3162B-ms98-a-0018,122.672500,123.012500,certainly,I,sd,u-26-4
sw3162B-ms98-a-0018,123.012500,123.282500,wouldn't,I,sd,u-26-4
sw3162B-ms98-a-0018,123.282500,123.492500,be,I,sd,u-26-4
sw3162B-ms98-a-0018,123.492500,123.999375,uh,I,sd,u-26-4
sw3162B-ms98-a-0018,123.999375,124.998125,uh,I,sd,u-26-4
sw3162B-ms98-a-0018,125.849000,126.142500,worried,I,sd,u-26-4
sw3162B-ms98-a-0018,126.142500,126.422500,about,I,sd,u-26-4
sw3162B-ms98-a-0018,126.422500,126.842500,that,I,sd,u-26-4
sw3162B-ms98-a-0018,126.842500,126.912500,i,B,sv,u-26-5
sw3162B-ms98-a-0018,126.912500,127.212500,guess,I,sv,u-26-5
sw3162B-ms98-a-0018,127.212500,127.442500,in,I,sv,u-26-5
sw3162B-ms98-a-0018,127.442500,127.802500,terms,I,sv,u-26-5
sw3162B-ms98-a-0018,127.802500,127.992500,of,I,sv,u-26-5
sw3162B-ms98-a-0018,127.992500,128.072500,the,I,sv,u-26-5
sw3162B-ms98-a-0018,128.072500,128.551500,uh,I,sv,u-26-5
sw3162B-ms98-a-0019,129.523875,129.640000,uh,I,sv,u-26-5
sw3162B-ms98-a-0019,129.640000,129.870000,you,I,sv,u-26-5
sw3162B-ms98-a-0019,129.870000,130.020000,know,I,sv,u-26-5
sw3162B-ms98-a-0019,130.020000,130.130000,ha[ving]-,I,sv,u-26-5
sw3162B-ms98-a-0019,130.130000,130.530000,having,I,sv,u-26-5
sw3162B-ms98-a-0019,130.530000,130.610000,a,I,sv,u-26-5
sw3162B-ms98-a-0019,130.610000,130.880000,judge,I,sv,u-26-5
sw3162B-ms98-a-0019,130.880000,130.990000,do,I,sv,u-26-5
sw3162B-ms98-a-0019,130.990000,131.080000,it,I,sv,u-26-5
sw3162B-ms98-a-0019,131.080000,131.210000,would,I,sv,u-26-5
sw3162B-ms98-a-0019,131.210000,131.430000,seem,I,sv,u-26-5
sw3162B-ms98-a-0019,131.430000,131.500000,to,I,sv,u-26-5
sw3162B-ms98-a-0019,131.500000,131.630000,me,I,sv,u-26-5
sw3162B-ms98-a-0019,131.630000,131.720000,to,I,sv,u-26-5
sw3162B-ms98-a-0019,131.720000,131.840000,be,I,sv,u-26-5
sw3162B-ms98-a-0019,131.840000,132.359750,more,I,sv,u-26-5
sw3162B-ms98-a-0019,132.811750,133.160000,more,I,sv,u-26-5
sw3162B-ms98-a-0019,133.160000,133.550000,fair,I,sv,u-26-5
sw3162B-ms98-a-0019,133.550000,133.817625,and,I,sv,u-26-5
sw3162B-ms98-a-0019,134.516875,135.402875,and,B,+,u-28-1
sw3162B-ms98-a-0019,135.993500,136.100000,uh,I,+,u-28-1
sw3162B-ms98-a-0019,136.100000,137.180000,unbiased,B,+,u-30-1
sw3162B-ms98-a-0019,137.180000,137.890250,uh,B,sv,u-30-2
sw3162B-ms98-a-0020,139.130125,139.270125,in,I,sv,u-30-2
sw3162B-ms98-a-0020,139.270125,139.570125,terms,I,sv,u-30-2
sw3162B-ms98-a-0020,139.570125,139.700125,of,I,sv,u-30-2
sw3162B-ms98-a-0020,139.700125,139.980125,doing,I,sv,u-30-2
sw3162B-ms98-a-0020,139.980125,140.230125,away,I,sv,u-30-2
sw3162B-ms98-a-0020,140.230125,140.410125,with,I,sv,u-30-2
sw3162B-ms98-a-0020,140.410125,140.818375,the,I,sv,u-30-2
sw3162B-ms98-a-0020,140.818375,141.150125,with,I,sv,u-30-2
sw3162B-ms98-a-0020,141.150125,141.260125,the,I,sv,u-30-2
sw3162B-ms98-a-0020,141.260125,142.269750,unanimous,I,sv,u-30-2
sw3162B-ms98-a-0020,143.174875,143.590125,jury,I,sv,u-30-2
sw3162B-ms98-a-0020,143.590125,143.680125,i,I,sv,u-30-2
sw3162B-ms98-a-0020,143.680125,144.055750,guess,I,sv,u-30-2
sw3162B-ms98-a-0020,144.055750,144.250125,i,I,sv,u-30-2
sw3162B-ms98-a-0020,144.250125,144.530125,guess,I,sv,u-30-2
sw3162B-ms98-a-0020,144.530125,144.860125,i,I,sv,u-30-2
sw3162B-ms98-a-0020,144.860125,145.187375,uh,I,sv,u-30-2
sw3162B-ms98-a-0021,146.473375,146.593375,would,I,sv,u-30-2
sw3162B-ms98-a-0021,146.593375,146.703375,be,I,sv,u-30-2
sw3162B-ms98-a-0021,146.703375,146.763375,a,I,sv,u-30-2
sw3162B-ms98-a-0021,146.763375,146.923375,little,I,sv,u-30-2
sw3162B-ms98-a-0021,146.923375,147.113375,more,I,sv,u-30-2
sw3162B-ms98-a-0021,147.113375,147.473375,leery,I,sv,u-30-2
sw3162B-ms98-a-0021,147.473375,147.563375,of,I,sv,u-30-2
sw3162B-ms98-a-0021,147.563375,147.733375,that,I,sv,u-30-2
sw3162B-ms98-a-0021,147.733375,147.963375,kind,I,sv,u-30-2
sw3162B-ms98-a-0021,147.963375,148.053375,of,I,sv,u-30-2
sw3162B-ms98-a-0021,148.053375,148.377125,a,I,sv,u-30-2
sw3162B-ms98-a-0021,148.900625,149.383375,change,I,sv,u-30-2
sw3162B-ms98-a-0021,149.383375,149.643375,in,I,sv,u-30-2
sw3162B-ms98-a-0021,149.643375,150.138250,in,I,sv,u-30-2
sw3162B-ms98-a-0021,150.612875,150.643375,a,I,sv,u-30-2
sw3162B-ms98-a-0021,150.643375,150.983375,trial,I,sv,u-30-2
sw3162B-ms98-a-0021,150.983375,151.403375,system,I,sv,u-30-2
sw3162B-ms98-a-0021,151.403375,151.669250,that,B,sv,u-30-3
sw3162B-ms98-a-0021,152.170250,152.433375,that's,I,sv,u-30-3
sw3162B-ms98-a-0021,152.433375,152.673375,just,I,sv,u-30-3
sw3162B-ms98-a-0021,152.673375,152.854250,a,I,sv,u-30-3
sw3162B-ms98-a-0021,153.325000,153.603375,such,I,sv,u-30-3
sw3162B-ms98-a-0021,153.603375,153.683375,a,I,sv,u-30-3
sw3162B-ms98-a-0021,153.683375,154.203375,tradition,I,sv,u-30-3
sw3162B-ms98-a-0021,154.203375,154.323375,that,I,sv,u-30-3
sw3162B-ms98-a-0021,154.323375,154.523375,it's,I,sv,u-30-3
sw3162B-ms98-a-0021,154.523375,154.553375,a,I,sv,u-30-3
sw3162B-ms98-a-0021,154.553375,155.125500,that,I,sv,u-30-3
sw3162B-ms98-a-0021,155.125500,155.543375,it's,I,sv,u-30-3
sw3162B-ms98-a-0021,155.543375,155.693375,got,I,sv,u-30-3
sw3162B-ms98-a-0021,155.693375,155.753375,to,I,sv,u-30-3
sw3162B-ms98-a-0021,155.753375,155.883375,be,I,sv,u-30-3
sw3162B-ms98-a-0021,155.883375,155.913375,a,I,sv,u-30-3
sw3162B-ms98-a-0021,155.913375,156.844625,unanimous,I,sv,u-30-3
sw3162B-ms98-a-0021,157.572375,158.351375,jury,B,+,u-32-1
sw3162B-ms98-a-0021,158.351375,158.763375,that,B,+,u-34-1
sw3162B-ms98-a-0021,158.763375,159.143500,uh,I,+,u-34-1
sw3162B-ms98-a-0022,159.854750,160.035125,i,I,+,u-34-1
sw3162B-ms98-a-0022,160.035125,160.195125,don't,I,+,u-34-1
sw3162B-ms98-a-0022,160.195125,160.285125,know,I,+,u-34-1
sw3162B-ms98-a-0022,160.285125,160.465125,where,I,+,u-34-1
sw3162B-ms98-a-0022,160.465125,160.705750,you'd,I,+,u-34-1
sw3162B-ms98-a-0022,160.705750,160.915125,where,I,+,u-34-1
sw3162B-ms98-a-0022,160.915125,161.075125,you'd,I,+,u-34-1
sw3162B-ms98-a-0022,161.075125,161.305125,draw,I,+,u-34-1
sw3162B-ms98-a-0022,161.305125,161.375125,the,I,+,u-34-1
sw3162B-ms98-a-0022,161.375125,161.735125,line,I,+,u-34-1
sw3162B-ms98-a-0022,161.735125,162.195125,anywhere,I,+,u-34-1
sw3162B-ms98-a-0022,162.195125,162.652000,else,I,+,u-34-1
sw3162B-ms98-a-0022,162.652000,163.045125,uh,I,+,u-34-1
sw3162B-ms98-a-0022,163.045125,163.185125,you,I,+,u-34-1
sw3162B-ms98-a-0022,163.185125,163.455875,know,I,+,u-34-1
sw3162B-ms98-a-0022,163.998250,164.655125,uh,I,+,u-34-1
sw3162B-ms98-a-0022,164.655125,164.865125,two,B,+,u-36-1
sw3162B-ms98-a-0022,164.865125,165.185125,thirds,I,+,u-36-1
sw3162B-ms98-a-0022,165.185125,165.255125,or,I,+,u-36-1
sw3162B-ms98-a-0022,165.255125,165.475125,three,I,+,u-36-1
sw3162B-ms98-a-0022,165.475125,165.825125,fourths,I,+,u-36-1
sw3162B-ms98-a-0022,165.825125,165.925125,or,I,+,u-36-1
sw3162B-ms98-a-0022,165.925125,166.361625,whatever,I,+,u-36-1
sw3162B-ms98-a-0022,166.467125,166.845125,but,B,sv,u-38-1
sw3162B-ms98-a-0022,166.845125,167.227000,uh,I,sv,u-38-1
sw3162B-ms98-a-0023,168.231500,169.029500,and,I,sv,u-38-1
sw3162B-ms98-a-0023,169.029500,169.251500,and,I,sv,u-38-1
sw3162B-ms98-a-0023,169.251500,169.331500,i-,I,sv,u-38-1
sw3162B-ms98-a-0023,169.331500,169.641500,i-,I,sv,u-38-1
sw3162B-ms98-a-0023,169.641500,169.741500,i,I,sv,u-38-1
sw3162B-ms98-a-0023,169.741500,170.071500,certainly,I,sv,u-38-1
sw3162B-ms98-a-0023,170.071500,170.331500,wouldn't,I,sv,u-38-1
sw3162B-ms98-a-0023,170.331500,170.531500,feel,I,sv,u-38-1
sw3162B-ms98-a-0023,170.531500,170.901500,comfortable,I,sv,u-38-1
sw3162B-ms98-a-0023,170.901500,171.031500,with,I,sv,u-38-1
sw3162B-ms98-a-0023,171.031500,171.261500,just,I,sv,u-38-1
sw3162B-ms98-a-0023,171.261500,171.387750,a,I,sv,u-38-1
sw3162B-ms98-a-0023,171.670250,171.971500,just,I,sv,u-38-1
sw3162B-ms98-a-0023,171.971500,172.041500,a,I,sv,u-38-1
sw3162B-ms98-a-0023,172.041500,172.291500,bare,I,sv,u-38-1
sw3162B-ms98-a-0023,172.291500,172.801500,majority,I,sv,u-38-1
sw3162B-ms98-a-0023,172.801500,174.388000,um,B,%,u-40-1
sw3162B-ms98-a-0025,185.123875,185.573750,yeah,B,b,u-42-1
sw3162B-ms98-a-0025,185.573750,186.174625,yeah,B,b,u-44-1
sw3162B-ms98-a-0027,209.348875,209.846125,[laughter],O,,
sw3162B-ms98-a-0027,209.846125,210.306125,whatever,B,^2,u-46-2
sw3162B-ms98-a-0027,210.306125,210.732375,yeah,B,b,u-48-1
sw3162B-ms98-a-0029,219.529125,219.845625,yeah,B,b,u-50-1
sw3162B-ms98-a-0031,249.538250,250.034000,yeah,B,b,u-52-1
sw3162B-ms98-a-0033,263.474375,263.934500,yeah,B,b,u-54-1
sw3162B-ms98-a-0036,271.870000,272.275250,well,B,%,u-56-1
sw3162B-ms98-a-0036,272.707500,272.920000,and,B,%,u-58-1
sw3162B-ms98-a-0036,272.920000,273.120000,and,I,%,u-58-1
sw3162B-ms98-a-0036,273.120000,273.356875,i'm,I,%,u-58-1
sw3162B-ms98-a-0036,273.356875,273.700000,i'd,O,,
sw3162B-ms98-a-0036,273.700000,273.991875,i'd,B,%,u-58-3
sw3162B-ms98-a-0036,274.391125,274.740000,i,B,sd,u-58-4
sw3162B-ms98-a-0036,274.740000,274.930000,know,I,sd,u-58-4
sw3162B-ms98-a-0036,274.930000,275.010000,it,I,sd,u-58-4
sw3162B-ms98-a-0036,275.010000,275.383125,is,I,sd,u-58-4
sw3162B-ms98-a-0036,275.383125,275.510000,i,I,sd,u-58-4
sw3162B-ms98-a-0036,275.510000,275.670000,know,I,sd,u-58-4
sw3162B-ms98-a-0036,275.670000,275.740000,it,I,sd,u-58-4
sw3162B-ms98-a-0036,275.740000,275.950000,is,I,sd,u-58-4
sw3162B-ms98-a-0036,275.950000,276.120000,where,I,sd,u-58-4
sw3162B-ms98-a-0036,276.120000,276.210000,i,I,sd,u-58-4
sw3162B-ms98-a-0036,276.210000,276.440000,where,I,sd,u-58-4
sw3162B-ms98-a-0036,276.440000,276.500000,i,I,sd,u-58-4
sw3162B-ms98-a-0036,276.500000,276.820000,work,I,sd,u-58-4
sw3162B-ms98-a-0036,276.820000,277.017125,but,B,sv,u-60-1
sw3162B-ms98-a-0036,277.341000,277.540000,i'm,I,sv,u-60-1
sw3162B-ms98-a-0036,277.540000,277.790000,not,I,sv,u-60-1
sw3162B-ms98-a-0036,277.790000,278.420000,sure,I,sv,u-60-1
sw3162B-ms98-a-0036,278.420000,278.660000,that,I,sv,u-60-1
sw3162B-ms98-a-0036,278.660000,279.350000,that's,I,sv,u-60-1
sw3162B-ms98-a-0037,279.862500,279.952500,that,I,sv,u-60-1
sw3162B-ms98-a-0037,279.952500,280.222500,that's,I,sv,u-60-1
sw3162B-ms98-a-0037,280.222500,280.822500,necessarily,I,sv,u-60-1
sw3162B-ms98-a-0037,280.822500,281.752250,required,I,sv,u-60-1
sw3162B-ms98-a-0037,282.484875,283.128375,uh,I,sv,u-60-1
