sw3072A-ms98-a-0002,0.695875,1.035875,okay,B,b^m,u-2-1
sw3072A-ms98-a-0008,22.062875,22.628625,tourist,I,qy^d,u-10-2
sw3072A-ms98-a-0008,23.167250,23.622875,spot,I,qy^d,u-10-2
sw3072A-ms98-a-0010,30.687250,31.117250,ooh,B,ba,u-12-1
sw3072A-ms98-a-0010,31.177250,31.267250,that,I,ba,u-12-1
sw3072A-ms98-a-0010,31.267250,31.367250,would,I,ba,u-12-1
sw3072A-ms98-a-0010,31.367250,31.457250,be,I,ba,u-12-1
sw3072A-ms98-a-0010,31.457250,31.907250,nice,I,ba,u-12-1
sw3072A-ms98-a-0011,33.322750,33.412750,did,B,qy,u-14-1
sw3072A-ms98-a-0011,33.412750,33.622750,you,I,qy,u-14-1
sw3072A-ms98-a-0011,33.622750,33.942750,scuba,I,qy,u-14-1
sw3072A-ms98-a-0011,33.942750,34.242750,dive,I,qy,u-14-1
sw3072A-ms98-a-0011,34.242750,34.592750,there,I,qy,u-14-1
sw3072A-ms98-a-0013,41.064125,41.254125,ooh,B,ba,u-16-1
sw3072A-ms98-a-0013,41.254125,41.354125,that,I,ba,u-16-1
sw3072A-ms98-a-0013,41.354125,41.444125,would,I,ba,u-16-1
sw3072A-ms98-a-0013,41.444125,41.524125,be,I,ba,u-16-1
sw3072A-ms98-a-0013,41.524125,41.964500,nice,I,ba,u-16-1
sw3072A-ms98-a-0015,46.122500,46.362500,oh,B,ba,u-18-1
sw3072A-ms98-a-0015,46.362500,46.482500,that,I,ba,u-18-1
sw3072A-ms98-a-0015,46.482500,46.572500,would,I,ba,u-18-1
sw3072A-ms98-a-0015,46.572500,46.692500,be,I,ba,u-18-1
sw3072A-ms98-a-0015,46.692500,47.392500,enjoyable,I,ba,u-18-1
sw3072A-ms98-a-0016,48.139750,48.579750,[laughter-right],O,,
sw3072A-ms98-a-0016,48.579750,48.839750,yeah,B,b,u-20-2
sw3072A-ms98-a-0016,48.839750,49.139750,that's,B,ba,u-20-3
sw3072A-ms98-a-0016,49.139750,49.169750,a,B,+,u-22-1
sw3072A-ms98-a-0016,49.169750,49.399750,nice,I,+,u-22-1
sw3072A-ms98-a-0016,49.399750,49.802000,break,I,+,u-22-1
sw3072A-ms98-a-0016,50.231375,50.340250,i,B,sd,u-22-2
sw3072A-ms98-a-0016,50.340250,50.469750,haven't,I,sd,u-22-2
sw3072A-ms98-a-0016,50.469750,50.559750,been,I,sd,u-22-2
sw3072A-ms98-a-0016,50.559750,50.629750,on,I,sd,u-22-2
sw3072A-ms98-a-0016,50.629750,51.069750,vacation,I,sd,u-22-2
sw3072A-ms98-a-0016,51.069750,51.159750,in,I,sd,u-22-2
sw3072A-ms98-a-0016,51.159750,51.219250,a,I,sd,u-22-2
sw3072A-ms98-a-0016,51.219250,51.619250,while,I,sd,u-22-2
sw3072A-ms98-a-0016,51.619250,52.071250,either,I,sd,u-22-2
sw3072A-ms98-a-0016,52.071250,52.489750,um,B,sd,u-22-3
sw3072A-ms98-a-0016,53.249750,53.489750,usually,I,sd,u-22-3
sw3072A-ms98-a-0016,53.489750,53.639750,when,I,sd,u-22-3
sw3072A-ms98-a-0016,53.639750,53.739750,we,I,sd,u-22-3
sw3072A-ms98-a-0016,53.739750,53.909750,go,I,sd,u-22-3
sw3072A-ms98-a-0016,53.909750,54.019750,we,I,sd,u-22-3
sw3072A-ms98-a-0016,54.019750,54.119750,go,I,sd,u-22-3
sw3072A-ms98-a-0016,54.119750,54.199750,to,I,sd,u-22-3
sw3072A-ms98-a-0016,54.199750,54.799750,Colorado,I,sd,u-22-3
sw3072A-ms98-a-0016,54.799750,54.989750,to,I,sd,u-22-3
sw3072A-ms98-a-0016,54.989750,55.269750,Estes,I,sd,u-22-3
sw3072A-ms98-a-0016,55.269750,55.669750,Park,I,sd,u-22-3
sw3072A-ms98-a-0016,55.859750,56.341250,area,I,sd,u-22-3
sw3072A-ms98-a-0016,56.549750,56.689750,which,B,+,u-24-1
sw3072A-ms98-a-0016,56.689750,56.779750,is,I,+,u-24-1
sw3072A-ms98-a-0016,56.779750,57.029750,up,I,+,u-24-1
sw3072A-ms98-a-0016,57.029750,57.209750,kind,I,+,u-24-1
sw3072A-ms98-a-0016,57.209750,57.349750,of,I,+,u-24-1
sw3072A-ms98-a-0016,57.349750,57.539750,near,I,+,u-24-1
sw3072A-ms98-a-0016,57.539750,58.039750,Denver,I,+,u-24-1
sw3072A-ms98-a-0017,58.840000,59.300000,and,B,+,u-26-1
sw3072A-ms98-a-0017,59.300000,59.570000,uh,I,+,u-26-1
sw3072A-ms98-a-0017,59.570000,59.760000,stay,I,+,u-26-1
sw3072A-ms98-a-0017,59.760000,59.830000,in,I,+,u-26-1
sw3072A-ms98-a-0017,59.830000,59.890000,the,I,+,u-26-1
sw3072A-ms98-a-0017,59.890000,60.290000,mountains,I,+,u-26-1
sw3072A-ms98-a-0017,60.290000,60.430000,up,I,+,u-26-1
sw3072A-ms98-a-0017,60.430000,60.799125,there,I,+,u-26-1
sw3072A-ms98-a-0017,60.980000,61.140000,do,I,+,u-26-1
sw3072A-ms98-a-0017,61.140000,61.170000,a,I,+,u-26-1
sw3072A-ms98-a-0017,61.170000,61.360000,little,I,+,u-26-1
sw3072A-ms98-a-0017,61.360000,61.800000,hiking,I,+,u-26-1
sw3072A-ms98-a-0017,61.800000,62.080000,and,I,+,u-26-1
sw3072A-ms98-a-0017,62.930000,63.460000,resting,I,+,u-26-1
sw3072A-ms98-a-0017,63.590000,63.710000,get,I,+,u-26-1
sw3072A-ms98-a-0017,63.710000,63.870000,away,I,+,u-26-1
sw3072A-ms98-a-0017,63.870000,64.050000,from,I,+,u-26-1
sw3072A-ms98-a-0017,64.050000,64.110000,the,I,+,u-26-1
sw3072A-ms98-a-0017,64.110000,64.550000,Texas,I,+,u-26-1
sw3072A-ms98-a-0017,64.550000,64.993875,heat,I,+,u-26-1
sw3072A-ms98-a-0017,65.370000,65.580000,that,I,+,u-26-1
sw3072A-ms98-a-0017,65.580000,65.730000,kind,I,+,u-26-1
sw3072A-ms98-a-0017,65.730000,65.800000,of,I,+,u-26-1
sw3072A-ms98-a-0017,65.800000,66.150000,thing,I,+,u-26-1
sw3072A-ms98-a-0018,67.443750,67.583750,so,B,sd,u-28-1
sw3072A-ms98-a-0018,67.583750,67.693750,it's,I,sd,u-28-1
sw3072A-ms98-a-0018,67.693750,67.733750,a,I,sd,u-28-1
sw3072A-ms98-a-0018,67.733750,67.853750,lot,I,sd,u-28-1
sw3072A-ms98-a-0018,67.853750,67.913750,of,I,sd,u-28-1
sw3072A-ms98-a-0018,67.913750,68.073750,fun,I,sd,u-28-1
sw3072A-ms98-a-0018,68.073750,68.153750,i,B,sd,u-28-2
sw3072A-ms98-a-0018,68.153750,68.433750,worked,I,sd,u-28-2
sw3072A-ms98-a-0018,68.433750,68.533750,up,I,sd,u-28-2
sw3072A-ms98-a-0018,68.533750,68.683750,there,I,sd,u-28-2
sw3072A-ms98-a-0018,68.683750,68.953750,last,I,sd,u-28-2
sw3072A-ms98-a-0018,68.953750,69.343750,summer,I,sd,u-28-2
sw3072A-ms98-a-0018,69.343750,69.493750,so,B,sd,u-28-3
sw3072A-ms98-a-0018,69.493750,69.583750,i,I,sd,u-28-3
sw3072A-ms98-a-0018,69.583750,69.693750,guess,I,sd,u-28-3
sw3072A-ms98-a-0018,69.693750,69.753750,it,I,sd,u-28-3
sw3072A-ms98-a-0018,69.753750,69.853750,was,I,sd,u-28-3
sw3072A-ms98-a-0018,69.853750,70.033750,kind,I,sd,u-28-3
sw3072A-ms98-a-0018,70.033750,70.093750,of,I,sd,u-28-3
sw3072A-ms98-a-0018,70.093750,70.233750,like,I,sd,u-28-3
sw3072A-ms98-a-0018,70.233750,70.293750,a,I,sd,u-28-3
sw3072A-ms98-a-0018,70.293750,70.954000,vacation,I,sd,u-28-3
sw3072A-ms98-a-0018,71.223750,71.323750,the,I,sd,u-28-3
sw3072A-ms98-a-0018,71.323750,71.523750,whole,B,+,u-30-1
sw3072A-ms98-a-0018,71.523750,71.793750,summer,I,+,u-30-1
sw3072A-ms98-a-0018,71.793750,72.113750,long,I,+,u-30-1
sw3072A-ms98-a-0018,72.113750,72.593625,[laughter],O,,
sw3072A-ms98-a-0019,73.526125,73.746125,worked,B,sd,u-32-1
sw3072A-ms98-a-0019,73.746125,73.816125,at,I,sd,u-32-1
sw3072A-ms98-a-0019,73.816125,73.856125,a,I,sd,u-32-1
sw3072A-ms98-a-0019,73.856125,74.276125,camp,I,sd,u-32-1
sw3072A-ms98-a-0019,74.276125,74.546125,there,I,sd,u-32-1
sw3072A-ms98-a-0019,74.546125,74.746125,and,B,sd,u-32-2
sw3072A-ms98-a-0019,74.746125,74.936125,so,I,sd,u-32-2
sw3072A-ms98-a-0019,74.936125,75.006125,i,I,sd,u-32-2
sw3072A-ms98-a-0019,75.006125,75.196125,got,I,sd,u-32-2
sw3072A-ms98-a-0019,75.196125,75.476125,to,I,sd,u-32-2
sw3072A-ms98-a-0020,76.619875,76.781625,spend,I,sd,u-32-2
sw3072A-ms98-a-0020,76.781625,76.821625,a,I,sd,u-32-2
sw3072A-ms98-a-0020,76.821625,76.981625,lot,I,sd,u-32-2
sw3072A-ms98-a-0020,76.981625,77.051625,of,I,sd,u-32-2
sw3072A-ms98-a-0020,77.051625,77.451625,time,I,sd,u-32-2
sw3072A-ms98-a-0020,77.651625,77.781625,up,I,sd,u-32-2
sw3072A-ms98-a-0020,77.781625,77.851625,in,I,sd,u-32-2
sw3072A-ms98-a-0020,77.851625,77.911625,the,I,sd,u-32-2
sw3072A-ms98-a-0020,77.911625,78.553375,mountains,I,sd,u-32-2
sw3072A-ms98-a-0021,79.320875,79.460875,so,B,sd,u-32-3
sw3072A-ms98-a-0021,79.460875,79.660875,that's,I,sd,u-32-3
sw3072A-ms98-a-0021,79.660875,79.900875,probably,I,sd,u-32-3
sw3072A-ms98-a-0021,79.900875,79.980875,my,I,sd,u-32-3
sw3072A-ms98-a-0021,79.980875,80.320875,favorite,I,sd,u-32-3
sw3072A-ms98-a-0021,80.320875,80.670875,place,I,sd,u-32-3
sw3072A-ms98-a-0021,80.670875,80.760875,when,I,sd,u-32-3
sw3072A-ms98-a-0021,80.760875,80.790875,i,I,sd,u-32-3
sw3072A-ms98-a-0021,80.790875,80.890875,have,I,sd,u-32-3
sw3072A-ms98-a-0021,80.890875,80.980875,to,I,sd,u-32-3
sw3072A-ms98-a-0021,80.980875,81.140875,go,I,sd,u-32-3
sw3072A-ms98-a-0021,81.140875,81.735750,somewhere,I,sd,u-32-3
sw3072A-ms98-a-0022,83.003875,83.213875,on,I,sd,u-32-3
sw3072A-ms98-a-0022,83.213875,83.293875,a,I,sd,u-32-3
sw3072A-ms98-a-0022,83.293875,83.813875,vacation,I,sd,u-32-3
sw3072A-ms98-a-0024,89.040250,89.480250,oh,B,b,u-34-1
sw3072A-ms98-a-0026,98.749125,98.989125,that's,B,ba,u-36-1
sw3072A-ms98-a-0026,98.989125,99.219125,nice,I,ba,u-36-1
sw3072A-ms98-a-0026,99.219125,99.499125,we,B,sd,u-36-2
sw3072A-ms98-a-0026,99.499125,99.759125,um,I,sd,u-36-2
sw3072A-ms98-a-0026,99.989125,100.109125,we,B,+,u-38-1
sw3072A-ms98-a-0026,100.109125,100.519125,canoed,I,+,u-38-1
sw3072A-ms98-a-0026,100.519125,100.669125,up,I,+,u-38-1
sw3072A-ms98-a-0026,100.669125,101.009125,in,I,+,u-38-1
sw3072A-ms98-a-0026,101.009125,101.519125,Arkansas,I,+,u-38-1
sw3072A-ms98-a-0026,101.519125,101.609125,at,I,+,u-38-1
sw3072A-ms98-a-0026,101.609125,101.679125,the,I,+,u-38-1
sw3072A-ms98-a-0026,101.679125,102.119125,Buffalo,I,+,u-38-1
sw3072A-ms98-a-0026,102.119125,102.603000,River,I,+,u-38-1
sw3072A-ms98-a-0027,103.334125,103.424125,and,B,sd,u-40-1
sw3072A-ms98-a-0027,103.424125,103.724125,that's,I,sd,u-40-1
sw3072A-ms98-a-0027,103.724125,103.824125,the,I,sd,u-40-1
sw3072A-ms98-a-0027,103.824125,104.044125,best,I,sd,u-40-1
sw3072A-ms98-a-0027,104.044125,104.254125,place,I,sd,u-40-1
sw3072A-ms98-a-0027,104.254125,104.354125,that,I,sd,u-40-1
sw3072A-ms98-a-0027,104.354125,104.454125,i've,I,sd,u-40-1
sw3072A-ms98-a-0027,104.454125,104.634125,ever,I,sd,u-40-1
sw3072A-ms98-a-0027,104.634125,105.054125,canoed,I,sd,u-40-1
sw3072A-ms98-a-0027,105.054125,105.174125,it,O,,
sw3072A-ms98-a-0027,105.494125,105.704125,was,O,,
sw3072A-ms98-a-0027,106.014125,106.384125,really,B,sv,u-42-1
sw3072A-ms98-a-0028,107.266875,107.446875,really,I,sv,u-42-1
sw3072A-ms98-a-0028,107.446875,107.786875,pretty,I,sv,u-42-1
sw3072A-ms98-a-0028,107.786875,107.826875,i,B,sd,u-42-2
sw3072A-ms98-a-0028,107.826875,107.936875,was,I,sd,u-42-2
sw3072A-ms98-a-0028,107.936875,108.092250,a,I,sd,u-42-2
sw3072A-ms98-a-0028,108.235375,108.436875,little,I,sd,u-42-2
sw3072A-ms98-a-0028,108.436875,108.736875,kid,I,sd,u-42-2
sw3072A-ms98-a-0028,108.736875,109.006875,then,I,sd,u-42-2
sw3072A-ms98-a-0028,109.006875,109.106875,and,B,%,u-42-3
sw3072A-ms98-a-0028,109.106875,109.327750,we,I,%,u-42-3
sw3072A-ms98-a-0028,109.779750,109.916875,to,I,%,u-42-3
sw3072A-ms98-a-0028,109.916875,110.196875,have,I,%,u-42-3
sw3072A-ms98-a-0028,110.196875,110.466875,uh,I,%,u-42-3
sw3072A-ms98-a-0028,110.466875,110.586875,we,B,sd,u-42-4
sw3072A-ms98-a-0028,110.586875,110.836875,stayed,I,sd,u-42-4
sw3072A-ms98-a-0028,110.836875,110.986875,at,I,sd,u-42-4
sw3072A-ms98-a-0028,110.986875,111.216875,some,I,sd,u-42-4
sw3072A-ms98-a-0028,111.216875,111.566875,park,I,sd,u-42-4
sw3072A-ms98-a-0028,111.566875,111.676875,and,B,sd,u-42-5
sw3072A-ms98-a-0028,111.676875,111.766875,they,I,sd,u-42-5
sw3072A-ms98-a-0028,111.766875,112.083250,had,I,sd,u-42-5
sw3072A-ms98-a-0028,112.339375,112.436875,a,I,sd,u-42-5
sw3072A-ms98-a-0028,112.436875,112.626875,little,I,sd,u-42-5
sw3072A-ms98-a-0028,112.916875,113.063000,uh,I,sd,u-42-5
sw3072A-ms98-a-0028,113.405750,113.846875,mountain,I,sd,u-42-5
sw3072A-ms98-a-0028,113.846875,114.176875,man,I,sd,u-42-5
sw3072A-ms98-a-0028,114.176875,114.266875,who,I,sd,u-42-5
sw3072A-ms98-a-0028,114.266875,114.606875,came,I,sd,u-42-5
sw3072A-ms98-a-0028,114.606875,114.896875,down,I,sd,u-42-5
sw3072A-ms98-a-0028,114.896875,115.006875,the,I,sd,u-42-5
sw3072A-ms98-a-0028,115.006875,115.436875,river,I,sd,u-42-5
sw3072A-ms98-a-0028,115.436875,115.686875,every,I,sd,u-42-5
sw3072A-ms98-a-0028,115.686875,115.986875,night,I,sd,u-42-5
sw3072A-ms98-a-0028,115.986875,116.096875,and,B,sd,u-42-6
sw3072A-ms98-a-0028,116.096875,116.196875,he,I,sd,u-42-6
sw3072A-ms98-a-0028,116.196875,116.316875,would,I,sd,u-42-6
sw3072A-ms98-a-0028,116.316875,116.446875,give,I,sd,u-42-6
sw3072A-ms98-a-0028,116.446875,116.518125,a,I,sd,u-42-6
sw3072A-ms98-a-0028,116.518125,116.747875,little,I,sd,u-42-6
sw3072A-ms98-a-0028,116.747875,117.106875,talk,I,sd,u-42-6
sw3072A-ms98-a-0028,117.106875,117.486875,about,I,sd,u-42-6
sw3072A-ms98-a-0029,118.030750,118.242375,[laughter],I,sd,u-42-6
sw3072A-ms98-a-0030,118.451875,118.841875,mountain,I,sd,u-42-6
sw3072A-ms98-a-0030,118.841875,119.161875,things,I,sd,u-42-6
sw3072A-ms98-a-0030,119.161875,119.221875,you,B,sd,u-42-7
sw3072A-ms98-a-0030,119.221875,119.301875,know,I,sd,u-42-7
sw3072A-ms98-a-0030,119.301875,119.361875,i,I,sd,u-42-7
sw3072A-ms98-a-0030,119.361875,119.531875,think,I,sd,u-42-7
sw3072A-ms98-a-0030,119.531875,119.621875,he,I,sd,u-42-7
sw3072A-ms98-a-0030,119.621875,119.911875,wasn't,I,sd,u-42-7
sw3072A-ms98-a-0030,119.911875,119.961875,a,I,sd,u-42-7
sw3072A-ms98-a-0030,119.961875,120.181875,real,I,sd,u-42-7
sw3072A-ms98-a-0030,120.181875,120.471875,mountain,I,sd,u-42-7
sw3072A-ms98-a-0030,120.471875,120.701875,man,I,sd,u-42-7
sw3072A-ms98-a-0030,120.701875,120.801875,but,B,sd,u-42-8
sw3072A-ms98-a-0030,120.801875,120.891875,we,I,sd,u-42-8
sw3072A-ms98-a-0030,120.891875,120.961875,were,I,sd,u-42-8
sw3072A-ms98-a-0030,120.961875,121.171875,pretty,I,sd,u-42-8
sw3072A-ms98-a-0030,121.171875,121.691875,convinced,I,sd,u-42-8
sw3072A-ms98-a-0030,121.691875,121.801875,he,I,sd,u-42-8
sw3072A-ms98-a-0030,121.801875,122.021875,was,I,sd,u-42-8
sw3072A-ms98-a-0030,122.021875,122.091875,a,I,sd,u-42-8
sw3072A-ms98-a-0030,122.091875,122.341875,full,I,sd,u-42-8
sw3072A-ms98-a-0030,122.341875,122.721875,hermit,B,+,u-44-1
sw3072A-ms98-a-0030,122.721875,122.831875,who,I,+,u-44-1
sw3072A-ms98-a-0030,122.831875,123.141875,[laughter-lived],I,+,u-44-1
sw3072A-ms98-a-0030,123.141875,123.371875,[laughter-up],I,+,u-44-1
sw3072A-ms98-a-0030,123.371875,123.691875,in,I,+,u-44-1
sw3072A-ms98-a-0031,124.125250,124.307250,the,B,+,u-46-1
sw3072A-ms98-a-0031,124.307250,124.685250,woods,I,+,u-46-1
sw3072A-ms98-a-0031,124.685250,124.795250,that,I,+,u-46-1
sw3072A-ms98-a-0031,124.795250,124.945250,he'd,I,+,u-46-1
sw3072A-ms98-a-0031,124.945250,125.165250,come,I,+,u-46-1
sw3072A-ms98-a-0031,125.165250,125.243875,in,I,+,u-46-1
sw3072A-ms98-a-0031,125.243875,125.375375,his,I,+,u-46-1
sw3072A-ms98-a-0031,125.375375,125.669500,little,I,+,u-46-1
sw3072A-ms98-a-0031,126.264625,126.725250,log,I,+,u-46-1
sw3072A-ms98-a-0031,127.225250,127.665250,boat,I,+,u-46-1
sw3072A-ms98-a-0031,127.665250,127.925250,down,I,+,u-46-1
sw3072A-ms98-a-0031,127.925250,128.035250,the,I,+,u-46-1
sw3072A-ms98-a-0031,128.035250,128.435250,river,I,+,u-46-1
sw3072A-ms98-a-0031,128.435250,128.725250,and,B,sd,u-46-2
sw3072A-ms98-a-0031,129.245250,129.405250,we,I,sd,u-46-2
sw3072A-ms98-a-0031,129.405250,129.563625,would,I,sd,u-46-2
sw3072A-ms98-a-0031,129.563625,129.721875,have,I,sd,u-46-2
sw3072A-ms98-a-0031,129.721875,129.916000,to,I,sd,u-46-2
sw3072A-ms98-a-0031,130.074125,130.395250,we'd,I,sd,u-46-2
sw3072A-ms98-a-0031,130.395250,130.595250,[vocalized-noise],O,,
sw3072A-ms98-a-0031,130.595250,130.865250,and,B,sd,u-46-3
sw3072A-ms98-a-0031,130.865250,131.035250,he'd,I,sd,u-46-3
sw3072A-ms98-a-0031,131.035250,131.215250,make,I,sd,u-46-3
sw3072A-ms98-a-0031,131.215250,131.905250,sassafras,I,sd,u-46-3
sw3072A-ms98-a-0031,131.905250,132.235250,tea,I,sd,u-46-3
sw3072A-ms98-a-0031,132.235250,132.325250,out,I,sd,u-46-3
sw3072A-ms98-a-0031,132.325250,132.395250,of,I,sd,u-46-3
sw3072A-ms98-a-0031,132.395250,133.085250,sassafras,I,sd,u-46-3
sw3072A-ms98-a-0031,133.085250,133.455250,roots,I,sd,u-46-3
sw3072A-ms98-a-0031,133.455250,133.565250,that,I,sd,u-46-3
sw3072A-ms98-a-0031,133.565250,133.735250,he'd,I,sd,u-46-3
sw3072A-ms98-a-0031,133.735250,134.155250,found,I,sd,u-46-3
sw3072A-ms98-a-0031,134.155250,134.315250,and,B,sv,u-46-4
sw3072A-ms98-a-0032,135.207125,135.346125,that's,B,+,u-48-1
sw3072A-ms98-a-0032,135.346125,135.483500,that's,I,+,u-48-1
sw3072A-ms98-a-0032,135.483500,135.602500,a,I,+,u-48-1
sw3072A-ms98-a-0032,135.602500,135.737125,good,I,+,u-48-1
sw3072A-ms98-a-0032,135.737125,136.087125,family,I,+,u-48-1
sw3072A-ms98-a-0032,136.087125,136.357125,place,I,+,u-48-1
sw3072A-ms98-a-0032,136.357125,136.487125,to,I,+,u-48-1
sw3072A-ms98-a-0032,136.487125,136.840375,go,I,+,u-48-1
sw3072A-ms98-a-0032,137.068000,137.120625,and,B,sv,u-50-1
sw3072A-ms98-a-0032,137.120625,137.227125,then,I,sv,u-50-1
sw3072A-ms98-a-0032,137.227125,137.297125,the,I,sv,u-50-1
sw3072A-ms98-a-0032,137.297125,137.537125,river,I,sv,u-50-1
sw3072A-ms98-a-0032,137.537125,137.737125,was,I,sv,u-50-1
sw3072A-ms98-a-0032,137.737125,137.907125,really,I,sv,u-50-1
sw3072A-ms98-a-0032,137.907125,138.157125,nice,I,sv,u-50-1
sw3072A-ms98-a-0032,138.157125,138.307125,because,I,sv,u-50-1
sw3072A-ms98-a-0032,138.307125,138.377125,it,I,sv,u-50-1
sw3072A-ms98-a-0032,138.377125,138.687125,wasn't,I,sv,u-50-1
sw3072A-ms98-a-0032,138.687125,139.087000,too,I,sv,u-50-1
sw3072A-ms98-a-0033,140.313750,141.073750,frightening,I,sv,u-50-1
sw3072A-ms98-a-0033,141.073750,141.173750,but,B,sv,u-50-2
sw3072A-ms98-a-0033,141.173750,141.283750,it,I,sv,u-50-2
sw3072A-ms98-a-0033,141.283750,141.703750,wasn't,I,sv,u-50-2
sw3072A-ms98-a-0034,142.512500,142.642500,you,B,+,u-52-1
sw3072A-ms98-a-0034,142.642500,142.802500,know,I,+,u-52-1
sw3072A-ms98-a-0035,143.982500,144.182500,too,I,+,u-52-1
sw3072A-ms98-a-0035,144.182500,144.602500,easy,I,+,u-52-1
sw3072A-ms98-a-0035,144.602500,144.872500,either,I,+,u-52-1
sw3072A-ms98-a-0036,145.721625,145.871625,so,O,,
sw3072A-ms98-a-0036,145.871625,145.937750,it,B,sv,u-52-2
sw3072A-ms98-a-0036,145.937750,145.989625,was,I,sv,u-52-2
sw3072A-ms98-a-0036,145.989625,146.141875,like,I,sv,u-52-2
sw3072A-ms98-a-0038,153.186250,153.476250,that's,B,aa,u-54-1
sw3072A-ms98-a-0038,153.476250,153.856250,true,I,aa,u-54-1
sw3072A-ms98-a-0040,160.604375,160.943250,um-hum,B,b,u-56-1
sw3072A-ms98-a-0042,163.348500,163.749000,right,B,b,u-58-1
sw3072A-ms98-a-0044,167.852000,168.362000,yeah,B,b,u-60-1
sw3072A-ms98-a-0046,170.110500,170.200500,well,B,ba,u-62-1
sw3072A-ms98-a-0046,170.200500,170.370500,that's,I,ba,u-62-1
sw3072A-ms98-a-0046,170.370500,170.610500,good,I,ba,u-62-1
sw3072A-ms98-a-0046,170.610500,170.700500,well,B,^h,u-62-2
sw3072A-ms98-a-0046,170.700500,170.880500,we,I,^h,u-62-2
sw3072A-ms98-a-0046,170.880500,171.250500,um,I,^h,u-62-2
sw3072A-ms98-a-0046,171.330500,171.460500,let's,I,^h,u-62-2
sw3072A-ms98-a-0046,171.460500,171.540500,see,I,^h,u-62-2
sw3072A-ms98-a-0046,171.540500,171.630500,the,B,sd,u-62-3
sw3072A-ms98-a-0046,171.630500,171.800500,only,I,sd,u-62-3
sw3072A-ms98-a-0046,171.800500,171.930500,other,I,sd,u-62-3
sw3072A-ms98-a-0046,171.930500,172.170500,place,I,sd,u-62-3
sw3072A-ms98-a-0046,172.170500,172.260500,i've,I,sd,u-62-3
sw3072A-ms98-a-0046,172.260500,172.450500,ever,I,sd,u-62-3
sw3072A-ms98-a-0046,172.450500,173.290500,vacationed,I,sd,u-62-3
sw3072A-ms98-a-0046,173.640500,173.780500,we'd,I,sd,u-62-3
sw3072A-ms98-a-0046,173.970500,174.090500,you,I,sd,u-62-3
sw3072A-ms98-a-0046,174.090500,174.160500,know,I,sd,u-62-3
sw3072A-ms98-a-0046,174.160500,174.270500,go,I,sd,u-62-3
sw3072A-ms98-a-0046,174.270500,174.350500,on,I,sd,u-62-3
sw3072A-ms98-a-0046,174.350500,174.670500,camping,I,sd,u-62-3
sw3072A-ms98-a-0046,174.670500,174.920500,trips,I,sd,u-62-3
sw3072A-ms98-a-0046,174.920500,175.040500,up,I,sd,u-62-3
sw3072A-ms98-a-0046,175.040500,175.150500,to,I,sd,u-62-3
sw3072A-ms98-a-0046,175.150500,175.710500,Texoma,I,sd,u-62-3
sw3072A-ms98-a-0046,175.710500,175.830500,and,I,sd,u-62-3
sw3072A-ms98-a-0046,175.830500,175.970500,things,I,sd,u-62-3
sw3072A-ms98-a-0046,175.970500,176.190500,like,I,sd,u-62-3
sw3072A-ms98-a-0046,176.190500,176.560500,that,I,sd,u-62-3
sw3072A-ms98-a-0047,177.354875,177.784875,and,B,sd,u-64-1
