sw4771B-ms98-a-0003,27.344750,27.624750,right,B,b,u-2-1
sw4771B-ms98-a-0005,39.141250,39.390625,th[e]-,I,sv,u-4-3
sw4771B-ms98-a-0005,39.390625,39.601250,either,I,sv,u-4-3
sw4771B-ms98-a-0005,39.601250,39.841250,side,I,sv,u-4-3
sw4771B-ms98-a-0005,39.841250,39.931250,of,I,sv,u-4-3
sw4771B-ms98-a-0005,39.931250,40.183250,us,I,sv,u-4-3
sw4771B-ms98-a-0006,41.520250,41.860250,uh,B,sd,u-4-4
sw4771B-ms98-a-0006,41.860250,42.290250,which,I,sd,u-4-4
sw4771B-ms98-a-0006,42.290250,42.510250,helps,I,sd,u-4-4
sw4771B-ms98-a-0006,42.510250,42.610250,out,I,sd,u-4-4
sw4771B-ms98-a-0006,42.610250,42.640250,a,I,sd,u-4-4
sw4771B-ms98-a-0006,42.640250,42.810250,lot,I,sd,u-4-4
sw4771B-ms98-a-0006,42.810250,42.960250,as,I,sd,u-4-4
sw4771B-ms98-a-0006,42.960250,43.110250,far,I,sd,u-4-4
sw4771B-ms98-a-0006,43.110250,43.270250,as,I,sd,u-4-4
sw4771B-ms98-a-0006,43.270250,43.510250,that,I,sd,u-4-4
sw4771B-ms98-a-0006,43.510250,43.894750,goes,I,sd,u-4-4
sw4771B-ms98-a-0007,44.564000,44.834000,i,B,sd,u-4-5
sw4771B-ms98-a-0007,44.834000,45.084000,wouldn't,I,sd,u-4-5
sw4771B-ms98-a-0007,45.084000,45.294000,even,I,sd,u-4-5
sw4771B-ms98-a-0007,45.294000,45.834000,necessarily,I,sd,u-4-5
sw4771B-ms98-a-0007,45.834000,46.024000,thought,I,sd,u-4-5
sw4771B-ms98-a-0007,46.024000,46.084000,of,I,sd,u-4-5
sw4771B-ms98-a-0007,46.084000,46.174000,that,I,sd,u-4-5
sw4771B-ms98-a-0007,46.174000,46.444000,except,I,sd,u-4-5
sw4771B-ms98-a-0007,46.444000,46.534000,when,I,sd,u-4-5
sw4771B-ms98-a-0007,46.534000,46.564000,i,I,sd,u-4-5
sw4771B-ms98-a-0007,46.564000,46.744000,lived,I,sd,u-4-5
sw4771B-ms98-a-0007,46.744000,46.854000,up,I,sd,u-4-5
sw4771B-ms98-a-0007,46.854000,46.974000,in,I,sd,u-4-5
sw4771B-ms98-a-0007,46.974000,47.454000,Boston,I,sd,u-4-5
sw4771B-ms98-a-0007,47.454000,48.384000,and,I,sd,u-4-5
sw4771B-ms98-a-0007,48.384000,48.534000,up,I,sd,u-4-5
sw4771B-ms98-a-0007,48.534000,48.664000,in,I,sd,u-4-5
sw4771B-ms98-a-0007,48.664000,48.984000,uh,I,sd,u-4-5
sw4771B-ms98-a-0007,48.984000,49.164000,you,I,sd,u-4-5
sw4771B-ms98-a-0007,49.164000,49.367875,know,I,sd,u-4-5
sw4771B-ms98-a-0007,49.657875,49.984000,debates,B,sd,u-4-6
sw4771B-ms98-a-0007,49.984000,50.074000,would,I,sd,u-4-6
sw4771B-ms98-a-0007,50.074000,50.224000,come,I,sd,u-4-6
sw4771B-ms98-a-0007,50.224000,50.394000,up,I,sd,u-4-6
sw4771B-ms98-a-0007,50.394000,50.554000,up,I,sd,u-4-6
sw4771B-ms98-a-0007,50.554000,50.684000,there,I,sd,u-4-6
sw4771B-ms98-a-0007,50.684000,50.864000,in,I,sd,u-4-6
sw4771B-ms98-a-0007,50.864000,51.604000,Massachusetts,I,sd,u-4-6
sw4771B-ms98-a-0007,51.604000,51.774000,and,I,sd,u-4-6
sw4771B-ms98-a-0008,52.285875,52.405875,you,I,sd,u-4-6
sw4771B-ms98-a-0008,52.405875,52.665875,know,I,sd,u-4-6
sw4771B-ms98-a-0008,52.665875,52.755875,in,I,sd,u-4-6
sw4771B-ms98-a-0008,52.755875,52.895875,that,I,sd,u-4-6
sw4771B-ms98-a-0008,52.895875,53.239250,area,I,sd,u-4-6
sw4771B-ms98-a-0008,53.744000,54.175875,over,I,sd,u-4-6
sw4771B-ms98-a-0008,54.175875,54.285875,uh,I,sd,u-4-6
sw4771B-ms98-a-0008,54.285875,54.465875,air,I,sd,u-4-6
sw4771B-ms98-a-0008,54.465875,54.925875,pollution,I,sd,u-4-6
sw4771B-ms98-a-0008,54.925875,55.175875,and,B,sd(^q),u-4-7
sw4771B-ms98-a-0008,55.175875,55.305875,their,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,55.305875,55.615875,attitude's,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,55.615875,55.985875,basically,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,55.985875,56.095875,well,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,56.095875,56.525875,prevailing,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,56.525875,56.939125,[ins/winds],I,sd(^q),u-4-7
sw4771B-ms98-a-0008,56.939125,57.245875,winds,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,57.245875,57.305875,are,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,57.305875,57.465875,to,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,57.465875,57.525875,the,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,57.525875,57.835875,east,I,sd(^q),u-4-7
sw4771B-ms98-a-0008,57.835875,58.094500,so,B,^q,u-4-8
sw4771B-ms98-a-0008,58.452375,58.585875,why,I,^q,u-4-8
sw4771B-ms98-a-0008,58.585875,58.735875,should,I,^q,u-4-8
sw4771B-ms98-a-0008,58.735875,58.805875,we,I,^q,u-4-8
sw4771B-ms98-a-0008,58.805875,58.895875,have,I,^q,u-4-8
sw4771B-ms98-a-0008,58.895875,58.995875,to,I,^q,u-4-8
sw4771B-ms98-a-0008,58.995875,59.312375,worry,I,^q,u-4-8
sw4771B-ms98-a-0010,73.124750,73.294750,oh,B,b,u-6-1
sw4771B-ms98-a-0010,73.294750,73.734750,yes,I,b,u-6-1
sw4771B-ms98-a-0010,73.734750,74.160125,nothing,B,%,u-6-2
sw4771B-ms98-a-0012,109.732125,110.048375,right,B,b,u-8-1
sw4771B-ms98-a-0014,131.151375,131.258750,oh,B,aa,u-10-1
sw4771B-ms98-a-0014,131.258750,131.738750,absolutely,I,aa,u-10-1
sw4771B-ms98-a-0014,131.738750,131.818750,yeah,B,aa,u-10-2
sw4771B-ms98-a-0014,131.818750,131.938750,just,B,sv,u-10-3
sw4771B-ms98-a-0014,131.938750,132.258750,muggy,I,sv,u-10-3
sw4771B-ms98-a-0015,132.897375,132.997375,so,B,aa,u-10-4
sw4771B-ms98-a-0015,132.997375,133.247375,yes,I,aa,u-10-4
sw4771B-ms98-a-0015,133.247375,133.287375,i,B,%,u-10-5
sw4771B-ms98-a-0015,133.287375,133.427375,think,I,%,u-10-5
sw4771B-ms98-a-0015,133.427375,133.507375,y[ou're]-,O,,
sw4771B-ms98-a-0015,133.507375,133.677375,yeah,B,aa,u-10-6
sw4771B-ms98-a-0015,133.677375,133.767375,i,B,sv,u-10-7
sw4771B-ms98-a-0015,133.767375,133.977375,think,I,sv,u-10-7
sw4771B-ms98-a-0015,133.977375,134.087375,you're,I,sv,u-10-7
sw4771B-ms98-a-0015,134.087375,134.277375,right,I,sv,u-10-7
sw4771B-ms98-a-0015,134.277375,134.417625,our,B,sv,u-10-8
sw4771B-ms98-a-0015,134.666125,134.927375,most,I,sv,u-10-8
sw4771B-ms98-a-0015,134.927375,135.359250,pollute,I,sv,u-10-8
sw4771B-ms98-a-0015,135.359250,135.987375,substance,I,sv,u-10-8
sw4771B-ms98-a-0015,135.987375,136.137375,down,I,sv,u-10-8
sw4771B-ms98-a-0015,136.137375,136.307375,here,I,sv,u-10-8
sw4771B-ms98-a-0015,136.307375,136.387375,is,I,sv,u-10-8
sw4771B-ms98-a-0015,136.387375,136.547375,just,I,sv,u-10-8
sw4771B-ms98-a-0015,136.547375,136.867375,water,I,sv,u-10-8
sw4771B-ms98-a-0016,137.522875,137.752875,but,B,sv,u-10-9
sw4771B-ms98-a-0016,137.752875,138.534000,[laughter-uh],O,,
sw4771B-ms98-a-0017,139.477625,139.710625,hey,O,,
sw4771B-ms98-a-0018,140.952125,141.065875,i-,O,,
sw4771B-ms98-a-0018,141.065875,141.185875,i-,O,,
sw4771B-ms98-a-0018,141.185875,141.305875,i,B,+,u-12-1
sw4771B-ms98-a-0018,141.305875,141.585875,think,I,+,u-12-1
sw4771B-ms98-a-0018,141.585875,141.685875,you,I,+,u-12-1
sw4771B-ms98-a-0018,141.685875,141.815875,know,I,+,u-12-1
sw4771B-ms98-a-0018,141.815875,141.915875,the,I,+,u-12-1
sw4771B-ms98-a-0018,141.915875,142.215875,biggest,I,+,u-12-1
sw4771B-ms98-a-0018,142.215875,142.655875,causes,I,+,u-12-1
sw4771B-ms98-a-0018,142.655875,142.765875,though,I,+,u-12-1
sw4771B-ms98-a-0018,142.765875,143.035875,even,I,+,u-12-1
sw4771B-ms98-a-0018,143.035875,143.285875,then,I,+,u-12-1
sw4771B-ms98-a-0018,143.535875,143.605875,a,I,+,u-12-1
sw4771B-ms98-a-0018,143.605875,143.755875,lot,I,+,u-12-1
sw4771B-ms98-a-0018,143.755875,143.825875,of,I,+,u-12-1
sw4771B-ms98-a-0018,143.825875,144.185875,times,I,+,u-12-1
sw4771B-ms98-a-0018,144.185875,144.455875,are,I,+,u-12-1
sw4771B-ms98-a-0018,144.455875,144.701500,uh,I,+,u-12-1
sw4771B-ms98-a-0018,145.360625,145.645875,uh,I,+,u-12-1
sw4771B-ms98-a-0018,145.645875,145.755875,like,I,+,u-12-1
sw4771B-ms98-a-0018,145.755875,145.845875,when,I,+,u-12-1
sw4771B-ms98-a-0018,145.845875,145.875875,i,I,+,u-12-1
sw4771B-ms98-a-0018,145.875875,145.965875,was,I,+,u-12-1
sw4771B-ms98-a-0018,145.965875,146.075875,up,I,+,u-12-1
sw4771B-ms98-a-0018,146.075875,146.195875,in,I,+,u-12-1
sw4771B-ms98-a-0018,146.195875,146.605875,Boston,I,+,u-12-1
sw4771B-ms98-a-0018,146.605875,146.795875,just,I,+,u-12-1
sw4771B-ms98-a-0018,146.795875,146.945875,all,I,+,u-12-1
sw4771B-ms98-a-0018,146.945875,147.025875,the,I,+,u-12-1
sw4771B-ms98-a-0018,147.025875,147.586125,cars,I,+,u-12-1
sw4771B-ms98-a-0019,148.131625,148.211625,you,I,+,u-12-1
sw4771B-ms98-a-0019,148.211625,148.281625,know,I,+,u-12-1
sw4771B-ms98-a-0019,148.281625,148.451625,all,I,+,u-12-1
sw4771B-ms98-a-0019,148.451625,148.561625,over,I,+,u-12-1
sw4771B-ms98-a-0019,148.561625,148.621625,the,I,+,u-12-1
sw4771B-ms98-a-0019,148.621625,148.961625,place,I,+,u-12-1
sw4771B-ms98-a-0019,148.961625,149.031625,you,B,sv,u-12-2
sw4771B-ms98-a-0019,149.031625,149.221625,just,I,sv,u-12-2
sw4771B-ms98-a-0019,149.221625,149.371625,got,I,sv,u-12-2
sw4771B-ms98-a-0019,149.371625,149.401625,a,I,sv,u-12-2
sw4771B-ms98-a-0019,149.401625,149.771625,lot,I,sv,u-12-2
sw4771B-ms98-a-0019,149.771625,149.985125,of,I,sv,u-12-2
sw4771B-ms98-a-0020,151.510375,151.590375,you,I,sv,u-12-2
sw4771B-ms98-a-0020,151.590375,151.890375,know,I,sv,u-12-2
sw4771B-ms98-a-0020,151.890375,151.950375,a,I,sv,u-12-2
sw4771B-ms98-a-0020,151.950375,152.010375,a,I,sv,u-12-2
sw4771B-ms98-a-0020,152.010375,152.250375,lot,I,sv,u-12-2
sw4771B-ms98-a-0020,152.250375,152.370375,of,I,sv,u-12-2
sw4771B-ms98-a-0020,152.370375,152.810375,pollution,I,sv,u-12-2
sw4771B-ms98-a-0020,152.810375,152.970375,from,I,sv,u-12-2
sw4771B-ms98-a-0020,152.970375,154.140375,those,I,sv,u-12-2
sw4771B-ms98-a-0020,154.140375,154.650375,and,B,sd,u-12-3
sw4771B-ms98-a-0020,154.650375,154.960375,uh,I,sd,u-12-3
sw4771B-ms98-a-0020,154.960375,155.450375,you,I,sd,u-12-3
sw4771B-ms98-a-0020,155.450375,155.530375,know,I,sd,u-12-3
sw4771B-ms98-a-0020,155.530375,155.650375,if,I,sd,u-12-3
sw4771B-ms98-a-0020,155.650375,155.720375,you,I,sd,u-12-3
sw4771B-ms98-a-0020,155.720375,155.870375,don't,I,sd,u-12-3
sw4771B-ms98-a-0020,155.870375,155.970375,have,I,sd,u-12-3
sw4771B-ms98-a-0020,155.970375,156.010375,a,I,sd,u-12-3
sw4771B-ms98-a-0020,156.010375,156.431625,wind,I,sd,u-12-3
sw4771B-ms98-a-0020,156.623750,156.740375,it,I,sd,u-12-3
sw4771B-ms98-a-0020,156.740375,156.990375,sticks,I,sd,u-12-3
sw4771B-ms98-a-0020,156.990375,157.408875,around,I,sd,u-12-3
sw4771B-ms98-a-0022,169.776125,170.465750,absolutely,B,aa,u-14-1
sw4771B-ms98-a-0024,185.163875,185.549250,right,B,b,u-16-1
sw4771B-ms98-a-0026,200.940125,201.190125,that's,B,aa,u-18-1
sw4771B-ms98-a-0026,201.190125,201.410125,that's,I,aa,u-18-1
sw4771B-ms98-a-0026,201.410125,201.600125,very,I,aa,u-18-1
sw4771B-ms98-a-0026,201.600125,201.960125,true,I,aa,u-18-1
sw4771B-ms98-a-0027,202.774750,203.191875,uh,B,sv,u-20-1
sw4771B-ms98-a-0027,203.730500,203.809625,you,I,sv,u-20-1
sw4771B-ms98-a-0027,203.809625,203.872625,know,I,sv,u-20-1
sw4771B-ms98-a-0027,203.872625,204.012625,of,I,sv,u-20-1
sw4771B-ms98-a-0027,204.012625,204.262625,course,I,sv,u-20-1
sw4771B-ms98-a-0027,204.262625,204.602625,then,I,sv,u-20-1
sw4771B-ms98-a-0027,204.602625,204.762625,when,I,sv,u-20-1
sw4771B-ms98-a-0027,204.762625,204.862625,when,I,sv,u-20-1
sw4771B-ms98-a-0027,204.862625,204.962625,you're,I,sv,u-20-1
sw4771B-ms98-a-0027,204.962625,205.102625,not,I,sv,u-20-1
sw4771B-ms98-a-0027,205.102625,205.672625,recycling,I,sv,u-20-1
sw4771B-ms98-a-0027,205.672625,205.762625,you've,I,sv,u-20-1
sw4771B-ms98-a-0027,205.762625,205.892625,got,I,sv,u-20-1
sw4771B-ms98-a-0027,205.892625,206.062625,these,I,sv,u-20-1
sw4771B-ms98-a-0027,206.062625,206.562625,incendiary,I,sv,u-20-1
sw4771B-ms98-a-0027,206.562625,206.852625,plants,I,sv,u-20-1
sw4771B-ms98-a-0027,206.852625,206.952625,and,I,sv,u-20-1
sw4771B-ms98-a-0027,206.952625,207.142625,stuff,I,sv,u-20-1
sw4771B-ms98-a-0027,207.142625,207.332625,that,I,sv,u-20-1
sw4771B-ms98-a-0027,207.332625,207.442625,can,I,sv,u-20-1
sw4771B-ms98-a-0027,207.442625,207.622625,be,I,sv,u-20-1
sw4771B-ms98-a-0027,207.622625,207.812625,some,I,sv,u-20-1
sw4771B-ms98-a-0027,207.812625,208.032625,pretty,I,sv,u-20-1
sw4771B-ms98-a-0027,208.032625,208.482625,disgusting,I,sv,u-20-1
sw4771B-ms98-a-0027,208.482625,208.897375,stuff,I,sv,u-20-1
sw4771B-ms98-a-0028,209.863500,210.043500,going,I,sv,u-20-1
sw4771B-ms98-a-0028,210.043500,210.183500,up,I,sv,u-20-1
sw4771B-ms98-a-0028,210.183500,210.353500,in,I,sv,u-20-1
sw4771B-ms98-a-0028,210.353500,210.423500,the,I,sv,u-20-1
sw4771B-ms98-a-0028,210.423500,210.999250,atmosphere,I,sv,u-20-1
sw4771B-ms98-a-0029,212.012875,212.172875,but,B,sd,u-20-2
sw4771B-ms98-a-0029,212.172875,212.324625,i,I,sd,u-20-2
sw4771B-ms98-a-0029,212.324625,212.592875,you,I,sd,u-20-2
sw4771B-ms98-a-0029,212.592875,212.942875,know,I,sd,u-20-2
sw4771B-ms98-a-0029,212.942875,213.162875,you['ve]-,I,sd,u-20-2
sw4771B-ms98-a-0029,213.162875,213.322875,you've,I,sd,u-20-2
sw4771B-ms98-a-0029,213.322875,213.562875,got,I,sd,u-20-2
sw4771B-ms98-a-0029,213.562875,213.692875,you've,I,sd,u-20-2
sw4771B-ms98-a-0029,213.692875,213.822875,got,I,sd,u-20-2
sw4771B-ms98-a-0029,213.822875,213.922875,the,I,sd,u-20-2
sw4771B-ms98-a-0029,213.922875,214.402875,industry,I,sd,u-20-2
sw4771B-ms98-a-0029,214.402875,214.562875,you've,B,sd,u-20-3
sw4771B-ms98-a-0029,214.562875,214.762875,got,I,sd,u-20-3
sw4771B-ms98-a-0029,214.762875,215.392875,that,I,sd,u-20-3
sw4771B-ms98-a-0029,215.392875,215.502875,and,B,sd,u-20-4
sw4771B-ms98-a-0029,215.502875,215.562875,you,I,sd,u-20-4
sw4771B-ms98-a-0029,215.562875,215.672875,got,I,sd,u-20-4
sw4771B-ms98-a-0029,215.672875,215.732875,the,I,sd,u-20-4
sw4771B-ms98-a-0029,215.732875,216.052875,cars,I,sd,u-20-4
sw4771B-ms98-a-0029,216.052875,216.142875,and,O,,
sw4771B-ms98-a-0029,216.142875,216.182875,i,B,sv,u-20-5
sw4771B-ms98-a-0029,216.182875,216.322875,think,I,sv,u-20-5
sw4771B-ms98-a-0029,216.322875,216.382875,the,I,sv,u-20-5
sw4771B-ms98-a-0029,216.382875,216.762875,cars,I,sv,u-20-5
sw4771B-ms98-a-0029,216.762875,216.822875,are,I,sv,u-20-5
sw4771B-ms98-a-0029,216.822875,217.152875,where,I,sv,u-20-5
sw4771B-ms98-a-0029,217.152875,217.312875,where,I,sv,u-20-5
sw4771B-ms98-a-0029,217.312875,217.442875,it's,I,sv,u-20-5
sw4771B-ms98-a-0029,217.442875,217.612875,at,I,sv,u-20-5
sw4771B-ms98-a-0029,217.612875,217.752875,right,I,sv,u-20-5
sw4771B-ms98-a-0029,217.752875,217.973250,now,I,sv,u-20-5
sw4771B-ms98-a-0029,218.323625,218.467625,as,I,sv,u-20-5
sw4771B-ms98-a-0029,218.467625,218.552875,far,I,sv,u-20-5
sw4771B-ms98-a-0029,218.552875,218.632875,as,I,sv,u-20-5
sw4771B-ms98-a-0029,218.632875,219.032875,pollution,I,sv,u-20-5
sw4771B-ms98-a-0029,219.032875,219.272875,goes,I,sv,u-20-5
sw4771B-ms98-a-0030,220.595000,220.765000,a[ir]-,I,sv,u-20-5
sw4771B-ms98-a-0030,220.765000,220.925000,air,I,sv,u-20-5
sw4771B-ms98-a-0030,220.925000,221.255000,pollution,I,sv,u-20-5
sw4771B-ms98-a-0030,221.255000,221.327750,i,I,sv,u-20-5
sw4771B-ms98-a-0030,221.327750,221.524750,mean,I,sv,u-20-5
sw4771B-ms98-a-0032,236.939375,237.263875,right,B,b,u-22-1
sw4771B-ms98-a-0034,246.174000,246.414000,i,B,aa,u-24-1
sw4771B-ms98-a-0034,246.414000,246.534000,i,I,aa,u-24-1
sw4771B-ms98-a-0034,246.534000,246.814000,guess,I,aa,u-24-1
sw4771B-ms98-a-0034,246.814000,247.214000,so,I,aa,u-24-1
sw4771B-ms98-a-0036,264.231625,264.626750,right,B,b,u-26-1
sw4771B-ms98-a-0036,264.984500,265.580500,i,B,sd,u-26-2
sw4771B-ms98-a-0036,265.580500,265.720500,you,I,sd,u-26-2
sw4771B-ms98-a-0036,265.720500,265.810500,know,I,sd,u-26-2
sw4771B-ms98-a-0036,265.810500,265.950500,i,I,sd,u-26-2
sw4771B-ms98-a-0036,265.950500,265.990500,i,I,sd,u-26-2
sw4771B-ms98-a-0036,265.990500,266.160500,don't,I,sd,u-26-2
sw4771B-ms98-a-0036,266.160500,266.280500,know,I,sd,u-26-2
sw4771B-ms98-a-0036,266.280500,266.350500,in,I,sd,u-26-2
sw4771B-ms98-a-0036,266.350500,266.410500,the,I,sd,u-26-2
sw4771B-ms98-a-0036,266.410500,266.560500,air,I,sd,u-26-2
sw4771B-ms98-a-0036,266.560500,266.730500,down,I,sd,u-26-2
sw4771B-ms98-a-0036,266.730500,266.860500,here,I,sd,u-26-2
sw4771B-ms98-a-0036,266.860500,267.020500,what,I,sd,u-26-2
sw4771B-ms98-a-0036,267.020500,267.163500,they,I,sd,u-26-2
sw4771B-ms98-a-0036,267.163500,267.472375,do,I,sd,u-26-2
sw4771B-ms98-a-0036,267.472375,267.897500,uh,B,sd,u-26-3
sw4771B-ms98-a-0037,269.274250,269.613375,i,I,sd,u-26-3
sw4771B-ms98-a-0037,269.613375,269.813375,i,I,sd,u-26-3
sw4771B-ms98-a-0037,269.813375,270.023375,haven't,I,sd,u-26-3
sw4771B-ms98-a-0037,270.023375,270.143375,run,I,sd,u-26-3
sw4771B-ms98-a-0037,270.143375,270.573375,across,I,sd,u-26-3
sw4771B-ms98-a-0037,270.573375,270.833375,any,I,sd,u-26-3
sw4771B-ms98-a-0037,271.403375,271.733375,major,I,sd,u-26-3
sw4771B-ms98-a-0037,271.733375,272.153375,pollutants,I,sd,u-26-3
sw4771B-ms98-a-0037,272.153375,272.323375,down,I,sd,u-26-3
sw4771B-ms98-a-0037,272.323375,272.463375,there,I,sd,u-26-3
sw4771B-ms98-a-0037,272.463375,272.553375,that,I,sd,u-26-3
sw4771B-ms98-a-0037,272.553375,272.673375,i,I,sd,u-26-3
sw4771B-ms98-a-0037,272.673375,272.883375,i,I,sd,u-26-3
sw4771B-ms98-a-0037,272.883375,273.073375,i've,I,sd,u-26-3
sw4771B-ms98-a-0037,273.073375,273.253375,really,I,sd,u-26-3
sw4771B-ms98-a-0037,273.253375,273.453375,seen,I,sd,u-26-3
sw4771B-ms98-a-0037,273.453375,273.483375,a,I,sd,u-26-3
sw4771B-ms98-a-0037,273.483375,273.663500,lot,I,sd,u-26-3
sw4771B-ms98-a-0037,273.663500,273.886000,of,I,sd,u-26-3
sw4771B-ms98-a-0038,274.692875,274.772875,you,I,sd,u-26-3
sw4771B-ms98-a-0038,274.772875,274.832875,know,I,sd,u-26-3
sw4771B-ms98-a-0038,274.832875,275.382875,{upsettedness},I,sd,u-26-3
sw4771B-ms98-a-0038,275.382875,275.732875,about,I,sd,u-26-3
sw4771B-ms98-a-0039,276.584250,276.984250,uh,B,%,u-26-4
sw4771B-ms98-a-0040,277.700750,277.911125,i,I,%,u-26-4
sw4771B-ms98-a-0040,277.911125,278.148125,i,I,%,u-26-4
sw4771B-ms98-a-0040,278.148125,278.266250,i,I,%,u-26-4
sw4771B-ms98-a-0040,278.266250,278.382625,know,I,%,u-26-4
sw4771B-ms98-a-0040,278.382625,278.482625,i've,I,%,u-26-4
sw4771B-ms98-a-0040,278.482625,278.722625,seen,I,%,u-26-4
sw4771B-ms98-a-0040,278.722625,278.972625,like,I,%,u-26-4
sw4771B-ms98-a-0040,278.972625,279.112625,uh,I,%,u-26-4
sw4771B-ms98-a-0040,279.112625,279.692625,my,B,sd,u-26-5
sw4771B-ms98-a-0040,279.692625,280.142625,grandparents,I,sd,u-26-5
sw4771B-ms98-a-0040,280.142625,280.252625,live,I,sd,u-26-5
sw4771B-ms98-a-0040,280.252625,280.362625,in,I,sd,u-26-5
sw4771B-ms98-a-0040,280.362625,280.712625,Corpus,I,sd,u-26-5
sw4771B-ms98-a-0040,280.712625,281.012625,Christi,I,sd,u-26-5
sw4771B-ms98-a-0040,281.012625,281.492625,Texas,I,sd,u-26-5
sw4771B-ms98-a-0040,281.492625,281.592625,and,B,sd,u-26-6
sw4771B-ms98-a-0040,281.592625,281.632625,i,I,sd,u-26-6
sw4771B-ms98-a-0040,281.632625,281.752625,know,I,sd,u-26-6
sw4771B-ms98-a-0040,281.752625,282.084375,they've,I,sd,u-26-6
sw4771B-ms98-a-0040,282.672000,282.832625,there's,I,sd,u-26-6
sw4771B-ms98-a-0040,282.832625,282.872625,a,I,sd,u-26-6
sw4771B-ms98-a-0040,282.872625,283.032625,lot,I,sd,u-26-6
sw4771B-ms98-a-0040,283.032625,283.132625,of,I,sd,u-26-6
sw4771B-ms98-a-0040,283.132625,283.712625,refineries,I,sd,u-26-6
sw4771B-ms98-a-0040,283.712625,283.892625,down,I,sd,u-26-6
sw4771B-ms98-a-0040,283.892625,284.133875,there,I,sd,u-26-6
sw4771B-ms98-a-0041,285.030375,285.100375,a[nd]-,O,,
sw4771B-ms98-a-0041,285.100375,285.260375,a[nd]-,O,,
sw4771B-ms98-a-0041,285.260375,285.420375,tha[t's]-,O,,
sw4771B-ms98-a-0041,285.420375,285.720375,that's,B,sv,u-26-7
sw4771B-ms98-a-0041,285.720375,285.820375,some,I,sv,u-26-7
sw4771B-ms98-a-0041,285.820375,286.080375,pretty,I,sv,u-26-7
sw4771B-ms98-a-0041,286.080375,286.380375,potent,I,sv,u-26-7
sw4771B-ms98-a-0041,286.380375,286.620375,stuff,I,sv,u-26-7
sw4771B-ms98-a-0041,286.620375,286.760375,they,I,sv,u-26-7
sw4771B-ms98-a-0041,286.760375,286.850375,can,I,sv,u-26-7
sw4771B-ms98-a-0041,286.850375,286.990375,put,I,sv,u-26-7
sw4771B-ms98-a-0041,286.990375,287.110375,up,I,sv,u-26-7
sw4771B-ms98-a-0041,287.110375,287.190375,in,I,sv,u-26-7
sw4771B-ms98-a-0041,287.190375,287.250375,the,I,sv,u-26-7
sw4771B-ms98-a-0041,287.250375,287.538375,air,I,sv,u-26-7
sw4771B-ms98-a-0042,288.205500,288.444375,i,B,sd,u-26-8
sw4771B-ms98-a-0042,288.587750,288.685500,but,I,sd,u-26-8
sw4771B-ms98-a-0042,288.685500,288.735500,i,I,sd,u-26-8
sw4771B-ms98-a-0042,288.735500,288.935500,don't,I,sd,u-26-8
