sw2035B-ms98-a-0002,2.136375,2.619375,hi,B,fp^m,u-2-1
sw2035B-ms98-a-0007,23.494625,23.654625,the,I,sd,u-8-2
sw2035B-ms98-a-0007,23.654625,23.894625,zoo,I,sd,u-8-2
sw2035B-ms98-a-0007,23.894625,24.044625,or,B,sd,u-8-3
sw2035B-ms98-a-0007,24.044625,24.220375,we,I,sd,u-8-3
sw2035B-ms98-a-0007,24.747625,24.854625,you,I,sd,u-8-3
sw2035B-ms98-a-0007,24.854625,25.144375,know,I,sd,u-8-3
sw2035B-ms98-a-0007,25.144375,25.259250,we,I,sd,u-8-3
sw2035B-ms98-a-0007,25.402375,25.586250,we,I,sd,u-8-3
sw2035B-ms98-a-0007,25.586250,25.755750,do,I,sd,u-8-3
sw2035B-ms98-a-0007,25.755750,26.264625,everything,I,sd,u-8-3
sw2035B-ms98-a-0007,26.264625,26.344625,we,I,sd,u-8-3
sw2035B-ms98-a-0007,26.344625,26.754625,can,I,sd,u-8-3
sw2035B-ms98-a-0007,26.754625,27.234625,possibly,I,sd,u-8-3
sw2035B-ms98-a-0007,27.234625,27.354625,as,I,sd,u-8-3
sw2035B-ms98-a-0007,27.354625,27.424625,a,I,sd,u-8-3
sw2035B-ms98-a-0007,27.424625,28.094625,family,I,sd,u-8-3
sw2035B-ms98-a-0009,30.104125,30.219250,no,B,nn,u-10-1
sw2035B-ms98-a-0009,30.219250,30.366875,i,B,sd^e,u-10-2
sw2035B-ms98-a-0009,30.366875,30.637875,don't,I,sd^e,u-10-2
sw2035B-ms98-a-0011,33.397875,33.949250,yeah,B,aa,u-12-1
sw2035B-ms98-a-0011,34.212875,34.377875,it,B,aa,u-12-2
sw2035B-ms98-a-0011,34.377875,34.887375,does,I,aa,u-12-2
sw2035B-ms98-a-0011,34.887375,35.107875,an[d]-,O,,
sw2035B-ms98-a-0011,35.267875,35.457875,an[d]-,O,,
sw2035B-ms98-a-0011,35.457875,35.697875,then,B,sd,u-12-3
sw2035B-ms98-a-0011,35.697875,36.137125,uh,I,sd,u-12-3
sw2035B-ms98-a-0011,36.382000,36.507875,you,I,sd,u-12-3
sw2035B-ms98-a-0011,36.507875,36.697875,know,I,sd,u-12-3
sw2035B-ms98-a-0011,36.697875,36.857875,my,I,sd,u-12-3
sw2035B-ms98-a-0011,36.857875,37.227875,husband,I,sd,u-12-3
sw2035B-ms98-a-0011,37.227875,37.587875,enjoys,I,sd,u-12-3
sw2035B-ms98-a-0011,37.587875,37.867875,spending,I,sd,u-12-3
sw2035B-ms98-a-0011,37.867875,38.117875,time,I,sd,u-12-3
sw2035B-ms98-a-0011,38.117875,38.237875,with,I,sd,u-12-3
sw2035B-ms98-a-0011,38.237875,38.297875,the,I,sd,u-12-3
sw2035B-ms98-a-0011,38.297875,38.677875,kids,I,sd,u-12-3
sw2035B-ms98-a-0011,38.677875,38.797875,you,I,sd,u-12-3
sw2035B-ms98-a-0011,38.797875,38.897875,know,I,sd,u-12-3
sw2035B-ms98-a-0011,38.897875,39.205750,he'll,B,sd,u-12-4
sw2035B-ms98-a-0011,39.925125,40.087875,he'll,I,sd,u-12-4
sw2035B-ms98-a-0011,40.087875,40.347875,take,I,sd,u-12-4
sw2035B-ms98-a-0011,40.347875,40.547875,them,I,sd,u-12-4
sw2035B-ms98-a-0011,40.547875,40.837875,out,I,sd,u-12-4
sw2035B-ms98-a-0011,40.837875,41.281125,just,I,sd,u-12-4
sw2035B-ms98-a-0011,41.789625,41.937875,to,I,sd,u-12-4
sw2035B-ms98-a-0011,41.937875,42.107875,be,I,sd,u-12-4
sw2035B-ms98-a-0011,42.107875,42.317875,with,I,sd,u-12-4
sw2035B-ms98-a-0011,42.317875,42.857875,them,I,sd,u-12-4
sw2035B-ms98-a-0011,43.497875,43.577875,so,B,sd,u-14-1
sw2035B-ms98-a-0011,43.577875,43.687875,h[e]-,I,sd,u-14-1
sw2035B-ms98-a-0011,43.687875,43.827875,they,I,sd,u-14-1
sw2035B-ms98-a-0011,43.827875,43.967875,can,I,sd,u-14-1
sw2035B-ms98-a-0011,43.967875,44.147875,have,I,sd,u-14-1
sw2035B-ms98-a-0011,44.147875,44.377875,time,I,sd,u-14-1
sw2035B-ms98-a-0011,44.377875,44.517875,with,I,sd,u-14-1
sw2035B-ms98-a-0011,44.517875,44.897875,him,I,sd,u-14-1
sw2035B-ms98-a-0011,44.897875,45.037875,an[d]-,O,,
sw2035B-ms98-a-0012,46.519125,47.193500,right,B,na,u-16-1
sw2035B-ms98-a-0012,47.193500,47.541375,so,B,sd,u-16-2
sw2035B-ms98-a-0012,48.371875,48.564125,and,I,sd,u-16-2
sw2035B-ms98-a-0012,48.564125,48.786375,we,I,sd,u-16-2
sw2035B-ms98-a-0012,48.786375,49.029125,uh,I,sd,u-16-2
sw2035B-ms98-a-0013,50.235375,50.313250,we,I,sd,u-16-2
sw2035B-ms98-a-0013,50.313250,50.473250,try,I,sd,u-16-2
sw2035B-ms98-a-0013,50.473250,50.573250,to,I,sd,u-16-2
sw2035B-ms98-a-0013,50.573250,50.803250,teach,I,sd,u-16-2
sw2035B-ms98-a-0013,50.803250,50.873250,our,I,sd,u-16-2
sw2035B-ms98-a-0013,50.873250,51.113250,kids,I,sd,u-16-2
sw2035B-ms98-a-0013,51.113250,51.233250,as,I,sd,u-16-2
sw2035B-ms98-a-0013,51.233250,51.433250,much,I,sd,u-16-2
sw2035B-ms98-a-0013,51.433250,51.493250,as,I,sd,u-16-2
sw2035B-ms98-a-0013,51.493250,51.553250,we,I,sd,u-16-2
sw2035B-ms98-a-0013,51.553250,51.903250,can,I,sd,u-16-2
sw2035B-ms98-a-0013,51.903250,51.973250,at,I,sd,u-16-2
sw2035B-ms98-a-0013,51.973250,52.353250,home,I,sd,u-16-2
sw2035B-ms98-a-0013,52.353250,52.423250,you,I,sd,u-16-2
sw2035B-ms98-a-0013,52.423250,52.603250,know,I,sd,u-16-2
sw2035B-ms98-a-0013,52.603250,52.723250,we,I,sd,u-16-2
sw2035B-ms98-a-0013,52.723250,52.933250,have,I,sd,u-16-2
sw2035B-ms98-a-0013,53.553250,53.638625,we,I,sd,u-16-2
sw2035B-ms98-a-0013,53.638625,53.808125,try,I,sd,u-16-2
sw2035B-ms98-a-0013,53.808125,53.873250,to,I,sd,u-16-2
sw2035B-ms98-a-0013,53.873250,54.143250,spend,I,sd,u-16-2
sw2035B-ms98-a-0013,54.143250,54.313250,like,I,sd,u-16-2
sw2035B-ms98-a-0013,54.313250,54.673250,Monday,I,sd,u-16-2
sw2035B-ms98-a-0013,54.673250,55.173250,nights,I,sd,u-16-2
sw2035B-ms98-a-0013,55.333250,55.411000,we,I,sd,u-16-2
sw2035B-ms98-a-0013,55.411000,55.606875,call,I,sd,u-16-2
sw2035B-ms98-a-0013,55.606875,55.633250,it,I,sd,u-16-2
sw2035B-ms98-a-0013,55.633250,55.907125,family,I,sd,u-16-2
sw2035B-ms98-a-0013,55.907125,56.112500,home,I,sd,u-16-2
sw2035B-ms98-a-0013,56.112500,56.529000,evening,I,sd,u-16-2
sw2035B-ms98-a-0013,56.529000,56.693250,and,B,+,u-18-1
sw2035B-ms98-a-0014,57.631750,57.821750,have,I,+,u-18-1
sw2035B-ms98-a-0014,57.821750,57.964500,our,I,+,u-18-1
sw2035B-ms98-a-0014,57.964500,58.332625,kids,I,+,u-18-1
sw2035B-ms98-a-0014,58.332625,58.634625,um,I,+,u-18-1
sw2035B-ms98-a-0015,59.579000,59.666500,you,I,+,u-18-1
sw2035B-ms98-a-0015,59.666500,59.776500,know,I,+,u-18-1
sw2035B-ms98-a-0015,59.776500,59.996500,have,I,+,u-18-1
sw2035B-ms98-a-0015,59.996500,60.176500,little,I,+,u-18-1
sw2035B-ms98-a-0015,60.176500,60.636500,lessons,I,+,u-18-1
sw2035B-ms98-a-0015,60.636500,60.856500,with,I,+,u-18-1
sw2035B-ms98-a-0015,60.856500,61.076500,them_1,I,+,u-18-1
sw2035B-ms98-a-0015,61.076500,61.265875,and,I,+,u-18-1
sw2035B-ms98-a-0015,61.770625,61.866500,you,I,+,u-18-1
sw2035B-ms98-a-0015,61.866500,62.036500,know,I,+,u-18-1
sw2035B-ms98-a-0015,62.036500,62.366500,just,I,+,u-18-1
sw2035B-ms98-a-0015,62.366500,62.556500,see,I,+,u-18-1
sw2035B-ms98-a-0015,62.556500,62.996500,count,I,+,u-18-1
sw2035B-ms98-a-0015,62.996500,63.276500,see,I,+,u-18-1
sw2035B-ms98-a-0015,63.276500,63.449375,how,I,+,u-18-1
sw2035B-ms98-a-0015,63.449375,63.630125,things,I,+,u-18-1
sw2035B-ms98-a-0015,63.630125,63.716500,are,I,+,u-18-1
sw2035B-ms98-a-0015,63.716500,63.986500,going,I,+,u-18-1
sw2035B-ms98-a-0015,63.986500,64.076500,in,I,+,u-18-1
sw2035B-ms98-a-0015,64.076500,64.166500,our,I,+,u-18-1
sw2035B-ms98-a-0015,64.166500,64.596500,family,I,+,u-18-1
sw2035B-ms98-a-0015,64.596500,64.778250,and,I,+,u-18-1
sw2035B-ms98-a-0016,65.625500,65.706250,you,I,+,u-18-1
sw2035B-ms98-a-0016,65.706250,66.180250,know,I,+,u-18-1
sw2035B-ms98-a-0016,66.334750,66.604250,teach,I,+,u-18-1
sw2035B-ms98-a-0016,66.604250,66.675750,them_1,I,+,u-18-1
sw2035B-ms98-a-0016,66.675750,66.936250,about,I,+,u-18-1
sw2035B-ms98-a-0016,66.936250,67.056250,their,I,+,u-18-1
sw2035B-ms98-a-0016,67.056250,67.936250,grandparents,I,+,u-18-1
sw2035B-ms98-a-0016,67.936250,68.006250,or,I,+,u-18-1
sw2035B-ms98-a-0016,68.006250,68.366250,something,I,+,u-18-1
sw2035B-ms98-a-0016,68.366250,68.566250,like,I,+,u-18-1
sw2035B-ms98-a-0016,68.566250,68.906250,that,I,+,u-18-1
sw2035B-ms98-a-0016,68.906250,69.106250,bring,I,+,u-18-1
sw2035B-ms98-a-0016,69.106250,69.246250,out,I,+,u-18-1
sw2035B-ms98-a-0016,69.246250,69.716250,pictures,I,+,u-18-1
sw2035B-ms98-a-0016,69.716250,69.846250,of,I,+,u-18-1
sw2035B-ms98-a-0016,69.846250,70.026250,them,I,+,u-18-1
sw2035B-ms98-a-0016,70.026250,70.146250,so,I,+,u-18-1
sw2035B-ms98-a-0016,70.146250,70.256250,they,I,+,u-18-1
sw2035B-ms98-a-0016,70.256250,70.436250,get,I,+,u-18-1
sw2035B-ms98-a-0016,70.436250,70.546250,to,I,+,u-18-1
sw2035B-ms98-a-0016,70.546250,70.796250,know,I,+,u-18-1
sw2035B-ms98-a-0016,70.796250,70.936250,them_1,O,,
sw2035B-ms98-a-0016,70.936250,71.082875,and,B,sd,u-18-2
sw2035B-ms98-a-0017,71.809500,71.923125,we,I,sd,u-18-2
sw2035B-ms98-a-0017,71.923125,72.161875,just,I,sd,u-18-2
sw2035B-ms98-a-0017,72.161875,72.331500,do,I,sd,u-18-2
sw2035B-ms98-a-0017,72.331500,72.523125,all,I,sd,u-18-2
sw2035B-ms98-a-0017,72.523125,72.803125,kinds,I,sd,u-18-2
sw2035B-ms98-a-0017,72.803125,72.863125,of,I,sd,u-18-2
sw2035B-ms98-a-0017,72.863125,73.073125,fun,I,sd,u-18-2
sw2035B-ms98-a-0017,73.073125,73.303125,things,I,sd,u-18-2
sw2035B-ms98-a-0017,73.303125,73.443125,like,I,sd,u-18-2
sw2035B-ms98-a-0017,73.443125,73.793125,that,I,sd,u-18-2
sw2035B-ms98-a-0017,73.793125,74.013125,an[d]-,O,,
sw2035B-ms98-a-0019,77.436875,77.764875,yeah,B,aa,u-20-1
sw2035B-ms98-a-0019,77.764875,77.859500,we,B,sd,u-20-2
sw2035B-ms98-a-0019,77.859500,78.241750,do,I,sd,u-20-2
sw2035B-ms98-a-0019,78.241750,78.481750,so,B,sd,u-20-3
sw2035B-ms98-a-0019,78.481750,78.684625,they,I,sd,u-20-3
sw2035B-ms98-a-0019,78.827750,78.951750,you,B,+,u-22-1
sw2035B-ms98-a-0019,78.951750,79.081750,know,I,+,u-22-1
sw2035B-ms98-a-0019,79.081750,79.181750,the,I,+,u-22-1
sw2035B-ms98-a-0019,79.181750,79.321750,only,I,+,u-22-1
sw2035B-ms98-a-0019,79.321750,79.471750,way,I,+,u-22-1
sw2035B-ms98-a-0019,79.471750,79.571750,they,I,+,u-22-1
sw2035B-ms98-a-0019,79.571750,79.741750,know,I,+,u-22-1
sw2035B-ms98-a-0019,79.741750,79.861750,their,I,+,u-22-1
sw2035B-ms98-a-0019,79.861750,80.379375,grandparents,I,+,u-22-1
sw2035B-ms98-a-0019,80.379375,80.556375,is,I,+,u-22-1
sw2035B-ms98-a-0019,80.556375,80.737625,by,I,+,u-22-1
sw2035B-ms98-a-0019,80.737625,81.246125,pictures,I,+,u-22-1
sw2035B-ms98-a-0019,81.246125,81.525250,so,O,,
sw2035B-ms98-a-0020,82.687875,82.990500,and,B,%,u-22-2
sw2035B-ms98-a-0020,82.990500,83.411500,um,I,%,u-22-2
sw2035B-ms98-a-0021,84.196875,84.750250,yeah,B,aa,u-24-1
sw2035B-ms98-a-0021,85.356750,85.843875,right,B,aa,u-24-2
sw2035B-ms98-a-0021,85.843875,86.112375,and,B,sd,u-24-3
sw2035B-ms98-a-0021,86.112375,86.355125,uh,I,sd,u-24-3
sw2035B-ms98-a-0022,87.500875,87.608625,you,I,sd,u-24-3
sw2035B-ms98-a-0022,87.608625,87.766750,know,I,sd,u-24-3
sw2035B-ms98-a-0022,87.766750,87.980375,they,I,sd,u-24-3
sw2035B-ms98-a-0022,88.727625,89.051500,we,I,sd,u-24-3
sw2035B-ms98-a-0022,89.051500,89.198125,you,I,sd,u-24-3
sw2035B-ms98-a-0022,89.198125,89.398125,know,I,sd,u-24-3
sw2035B-ms98-a-0022,89.398125,89.548125,we,I,sd,u-24-3
sw2035B-ms98-a-0022,89.548125,89.838125,go,I,sd,u-24-3
sw2035B-ms98-a-0022,89.838125,89.938125,to,I,sd,u-24-3
sw2035B-ms98-a-0022,89.938125,89.956250,the,I,sd,u-24-3
sw2035B-ms98-a-0022,89.956250,90.464750,park,I,sd,u-24-3
sw2035B-ms98-a-0022,90.464750,90.548125,or,B,sd,u-24-4
sw2035B-ms98-a-0022,90.548125,90.648125,we,I,sd,u-24-4
sw2035B-ms98-a-0022,90.648125,90.778125,go,I,sd,u-24-4
sw2035B-ms98-a-0022,90.778125,90.858125,in,I,sd,u-24-4
sw2035B-ms98-a-0022,90.858125,90.928125,the,I,sd,u-24-4
sw2035B-ms98-a-0022,90.928125,91.716375,backyard,I,sd,u-24-4
sw2035B-ms98-a-0022,91.716375,91.911500,an[d]-,I,sd,u-24-4
sw2035B-ms98-a-0023,93.266625,93.394500,sit,I,sd,u-24-4
sw2035B-ms98-a-0023,93.394500,93.704500,down,I,sd,u-24-4
sw2035B-ms98-a-0023,93.704500,93.834500,an[d]-,O,,
sw2035B-ms98-a-0025,96.441875,96.858625,yeah,B,b,u-26-1
sw2035B-ms98-a-0027,100.020500,100.501000,right,B,b,u-28-1
sw2035B-ms98-a-0028,102.395000,102.845000,uh-huh,B,b,u-30-1
sw2035B-ms98-a-0028,103.215000,103.790750,yeah,B,b,u-32-1
sw2035B-ms98-a-0029,105.259125,105.606500,and,B,sd,u-32-2
sw2035B-ms98-a-0029,105.907875,106.116875,with,I,sd,u-32-2
sw2035B-ms98-a-0029,106.116875,106.266875,you,I,sd,u-32-2
sw2035B-ms98-a-0029,106.266875,106.406875,know,I,sd,u-32-2
sw2035B-ms98-a-0029,106.406875,106.576875,me,I,sd,u-32-2
sw2035B-ms98-a-0029,106.576875,106.796875,being,I,sd,u-32-2
sw2035B-ms98-a-0029,106.796875,106.896875,at,I,sd,u-32-2
sw2035B-ms98-a-0029,106.896875,107.326875,home,I,sd,u-32-2
sw2035B-ms98-a-0029,107.326875,107.501750,and,I,sd,u-32-2
sw2035B-ms98-a-0029,107.976375,108.126875,just,I,sd,u-32-2
sw2035B-ms98-a-0029,108.126875,108.436875,having,I,sd,u-32-2
sw2035B-ms98-a-0029,108.436875,108.526875,the,I,sd,u-32-2
sw2035B-ms98-a-0029,108.526875,108.726875,one,I,sd,u-32-2
sw2035B-ms98-a-0029,108.726875,109.371375,income,I,sd,u-32-2
sw2035B-ms98-a-0029,109.891125,110.006875,you,I,sd,u-32-2
sw2035B-ms98-a-0029,110.006875,110.086875,know,I,sd,u-32-2
sw2035B-ms98-a-0029,110.086875,110.196875,you,I,sd,u-32-2
sw2035B-ms98-a-0029,110.196875,110.366875,don't,I,sd,u-32-2
sw2035B-ms98-a-0029,110.366875,110.546875,have,I,sd,u-32-2
sw2035B-ms98-a-0029,110.546875,110.666875,this,I,sd,u-32-2
sw2035B-ms98-a-0029,110.666875,110.806875,lot,I,sd,u-32-2
sw2035B-ms98-a-0029,110.806875,110.896875,of,I,sd,u-32-2
sw2035B-ms98-a-0029,110.896875,111.229375,extra,I,sd,u-32-2
sw2035B-ms98-a-0029,111.229375,111.564500,money,I,sd,u-32-2
sw2035B-ms98-a-0029,111.564500,111.733500,to,I,sd,u-32-2
sw2035B-ms98-a-0029,111.899250,112.016875,to,I,sd,u-32-2
sw2035B-ms98-a-0029,112.016875,112.276875,do,I,sd,u-32-2
sw2035B-ms98-a-0029,112.276875,112.316875,a,I,sd,u-32-2
sw2035B-ms98-a-0029,112.316875,112.506875,lot,I,sd,u-32-2
sw2035B-ms98-a-0029,112.506875,112.686875,of,I,sd,u-32-2
sw2035B-ms98-a-0030,113.623125,113.687500,you,I,sd,u-32-2
sw2035B-ms98-a-0030,113.687500,113.911000,know,I,sd,u-32-2
sw2035B-ms98-a-0030,113.911000,114.206125,extra,I,sd,u-32-2
sw2035B-ms98-a-0030,114.206125,114.536125,things,I,sd,u-32-2
sw2035B-ms98-a-0030,114.536125,114.826125,so,B,sv,u-34-1
sw2035B-ms98-a-0030,114.826125,115.101625,you,I,sv,u-34-1
sw2035B-ms98-a-0030,115.504625,115.626125,you,I,sv,u-34-1
sw2035B-ms98-a-0030,115.626125,115.976125,make,I,sv,u-34-1
sw2035B-ms98-a-0030,115.976125,116.226125,more,I,sv,u-34-1
sw2035B-ms98-a-0030,116.226125,116.636125,fun,I,sv,u-34-1
sw2035B-ms98-a-0030,116.636125,116.906125,than,I,sv,u-34-1
sw2035B-ms98-a-0030,116.906125,117.076125,you,I,sv,u-34-1
sw2035B-ms98-a-0030,117.076125,117.415000,know,I,sv,u-34-1
sw2035B-ms98-a-0030,118.179625,118.286125,you,B,sd,u-34-2
sw2035B-ms98-a-0030,118.286125,118.406125,know,I,sd,u-34-2
sw2035B-ms98-a-0030,118.406125,118.486125,the,I,sd,u-34-2
sw2035B-ms98-a-0030,118.486125,118.826125,kids,I,sd,u-34-2
sw2035B-ms98-a-0030,118.826125,118.986125,just,I,sd,u-34-2
sw2035B-ms98-a-0030,118.986125,119.246125,think,I,sd,u-34-2
sw2035B-ms98-a-0030,119.246125,119.416125,it's,I,sd,u-34-2
sw2035B-ms98-a-0030,119.416125,119.856125,wonderful,I,sd,u-34-2
sw2035B-ms98-a-0030,119.856125,120.136125,just,I,sd,u-34-2
sw2035B-ms98-a-0030,120.136125,120.386125,maybe,I,sd,u-34-2
sw2035B-ms98-a-0030,120.386125,120.526125,to,I,sd,u-34-2
sw2035B-ms98-a-0030,120.526125,120.696125,go,I,sd,u-34-2
sw2035B-ms98-a-0030,120.696125,120.926125,get,I,sd,u-34-2
sw2035B-ms98-a-0030,121.616125,121.726125,an,I,sd,u-34-2
sw2035B-ms98-a-0030,121.726125,121.956125,ice,I,sd,u-34-2
sw2035B-ms98-a-0030,121.956125,122.244500,cream,I,sd,u-34-2
sw2035B-ms98-a-0030,122.244500,122.647625,cone,I,sd,u-34-2
sw2035B-ms98-a-0030,122.647625,122.996125,or,I,sd,u-34-2
sw2035B-ms98-a-0031,124.494000,124.994875,yeah,B,+,u-36-1
sw2035B-ms98-a-0031,124.994875,125.260250,or,I,+,u-36-1
sw2035B-ms98-a-0031,125.260250,125.690250,um,I,+,u-36-1
sw2035B-ms98-a-0031,125.690250,125.790250,you,I,+,u-36-1
sw2035B-ms98-a-0031,125.790250,126.196625,know,I,+,u-36-1
sw2035B-ms98-a-0031,126.445250,126.590250,go,I,+,u-36-1
sw2035B-ms98-a-0031,126.590250,126.780250,get,I,+,u-36-1
sw2035B-ms98-a-0031,126.780250,126.864125,a,I,+,u-36-1
sw2035B-ms98-a-0031,126.864125,127.078750,bag,I,+,u-36-1
sw2035B-ms98-a-0031,127.078750,127.210250,of,I,+,u-36-1
sw2035B-ms98-a-0031,127.210250,127.360250,M,I,+,u-36-1
sw2035B-ms98-a-0031,127.360250,127.510250,and,I,+,u-36-1
sw2035B-ms98-a-0031,127.510250,127.720250,M's,I,+,u-36-1
sw2035B-ms98-a-0031,127.720250,127.800250,or,I,+,u-36-1
sw2035B-ms98-a-0031,127.800250,128.230250,something,I,+,u-36-1
sw2035B-ms98-a-0031,128.230250,128.440250,like,I,+,u-36-1
sw2035B-ms98-a-0031,128.440250,128.760250,that,I,+,u-36-1
sw2035B-ms98-a-0031,128.760250,128.991625,they,B,sd,u-36-2
sw2035B-ms98-a-0031,129.605500,129.700250,they,I,sd,u-36-2
sw2035B-ms98-a-0031,129.700250,129.940250,think,I,sd,u-36-2
sw2035B-ms98-a-0031,129.940250,130.170250,that's,I,sd,u-36-2
sw2035B-ms98-a-0031,130.170250,130.230250,a,I,sd,u-36-2
sw2035B-ms98-a-0031,130.230250,130.390250,lot,I,sd,u-36-2
sw2035B-ms98-a-0031,130.390250,130.500250,of,I,sd,u-36-2
sw2035B-ms98-a-0031,130.500250,130.810250,fun,I,sd,u-36-2
sw2035B-ms98-a-0031,130.810250,130.970250,so,B,sd,u-36-3
sw2035B-ms98-a-0031,130.970250,131.100250,we,I,sd,u-36-3
sw2035B-ms98-a-0031,131.100250,131.340250,just,I,sd,u-36-3
sw2035B-ms98-a-0031,131.340250,131.430250,we,I,sd,u-36-3
sw2035B-ms98-a-0031,131.430250,131.620250,try,I,sd,u-36-3
sw2035B-ms98-a-0031,131.620250,131.730250,to,I,sd,u-36-3
sw2035B-ms98-a-0031,131.730250,131.990250,spend,I,sd,u-36-3
sw2035B-ms98-a-0031,131.990250,132.090250,as,I,sd,u-36-3
sw2035B-ms98-a-0031,132.090250,132.320250,much,I,sd,u-36-3
sw2035B-ms98-a-0031,132.320250,132.580250,time,I,sd,u-36-3
sw2035B-ms98-a-0031,132.580250,132.680250,as,I,sd,u-36-3
sw2035B-ms98-a-0031,132.680250,132.790250,we,I,sd,u-36-3
sw2035B-ms98-a-0031,132.790250,133.390250,can,I,sd,u-36-3
sw2035B-ms98-a-0031,133.390250,133.560250,we,B,%,u-36-4
sw2035B-ms98-a-0032,134.742750,134.852750,you,I,%,u-36-4
sw2035B-ms98-a-0032,134.852750,134.942750,know,I,%,u-36-4
sw2035B-ms98-a-0032,134.942750,135.042750,our,B,sd,u-36-5
sw2035B-ms98-a-0032,135.042750,135.132750,wh[ole]-,I,sd,u-36-5
sw2035B-ms98-a-0032,135.132750,135.402750,our,I,sd,u-36-5
sw2035B-ms98-a-0032,135.402750,135.592750,whole,I,sd,u-36-5
sw2035B-ms98-a-0032,135.592750,136.042750,weekends,I,sd,u-36-5
sw2035B-ms98-a-0032,136.042750,136.150000,are,I,sd,u-36-5
sw2035B-ms98-a-0032,136.150000,136.496500,divi[ded]-,I,sd,u-36-5
sw2035B-ms98-a-0032,136.496500,136.742750,are,I,sd,u-36-5
sw2035B-ms98-a-0032,136.742750,137.222750,devoted,I,sd,u-36-5
sw2035B-ms98-a-0032,137.222750,137.352750,to,I,sd,u-36-5
sw2035B-ms98-a-0032,137.352750,137.472750,our,I,sd,u-36-5
sw2035B-ms98-a-0032,137.472750,137.936000,children,I,sd,u-36-5
sw2035B-ms98-a-0032,137.936000,138.263750,except,I,sd,u-36-5
sw2035B-ms98-a-0032,138.263750,138.399875,for,I,sd,u-36-5
