sw3584B-ms98-a-0002,1.601250,2.201250,okay,B,aa,u-2-1
sw3584B-ms98-a-0034,118.879750,119.388125,hm,B,b,u-44-1
sw3584B-ms98-a-0036,121.263375,121.606375,yeah,B,b,u-46-1
sw3584B-ms98-a-0036,122.453750,122.873625,yeah,B,b,u-48-1
sw3584B-ms98-a-0038,124.502250,124.874625,hm,O,,
sw3584B-ms98-a-0040,129.203500,131.394000,[vocalized-noise],O,,
sw3584B-ms98-a-0040,131.394000,131.734000,[laughter-that's],O,,
sw3584B-ms98-a-0040,131.734000,132.477875,[laughter-right],O,,
sw3584B-ms98-a-0041,134.026125,134.396625,yeah,B,aa,u-54-1
sw3584B-ms98-a-0041,134.554750,134.966125,that's,B,aa,u-54-2
sw3584B-ms98-a-0041,134.966125,135.293375,true,I,aa,u-54-2
sw3584B-ms98-a-0043,140.561625,140.914125,um-hum,B,b,u-56-1
sw3584B-ms98-a-0043,141.043000,141.281625,that's,B,ba,u-56-2
sw3584B-ms98-a-0043,141.281625,141.572625,good,I,ba,u-56-2
sw3584B-ms98-a-0045,148.190875,148.606750,yeah,B,b,u-58-1
sw3584B-ms98-a-0046,149.481625,149.709250,y[eah]-,O,,
sw3584B-ms98-a-0046,149.709250,149.859250,how,B,qw,u-60-1
sw3584B-ms98-a-0046,149.859250,150.049250,big,I,qw,u-60-1
sw3584B-ms98-a-0046,150.049250,150.109250,a,I,qw,u-60-1
sw3584B-ms98-a-0046,150.109250,150.389250,lot,I,qw,u-60-1
sw3584B-ms98-a-0046,150.389250,150.489250,do,I,qw,u-60-1
sw3584B-ms98-a-0046,150.489250,150.599250,you,I,qw,u-60-1
sw3584B-ms98-a-0046,150.599250,150.819250,got,I,qw,u-60-1
sw3584B-ms98-a-0046,150.819250,150.969250,it,I,qw,u-60-1
sw3584B-ms98-a-0046,150.969250,151.159625,on,I,qw,u-60-1
sw3584B-ms98-a-0047,152.259500,152.529500,wow,B,ba,u-62-1
sw3584B-ms98-a-0047,152.529500,152.769500,that's,B,ba,u-62-2
sw3584B-ms98-a-0047,152.769500,153.269500,nice,I,ba,u-62-2
sw3584B-ms98-a-0047,153.269500,153.489500,that's,B,ba^r,u-62-3
sw3584B-ms98-a-0047,153.489500,153.659500,real,I,ba^r,u-62-3
sw3584B-ms98-a-0047,153.659500,154.059500,nice,I,ba^r,u-62-3
sw3584B-ms98-a-0049,159.643125,160.393125,oh,B,b,u-64-1
sw3584B-ms98-a-0051,163.680750,164.557500,[laughter],O,,
sw3584B-ms98-a-0052,165.959625,166.309625,Go[d]-,O,,
sw3584B-ms98-a-0052,166.309625,166.579625,that's,B,ba,u-68-2
sw3584B-ms98-a-0052,166.579625,166.809625,pretty,I,ba,u-68-2
sw3584B-ms98-a-0052,166.809625,167.179625,good,I,ba,u-68-2
sw3584B-ms98-a-0054,170.960625,171.510625,um-hum,B,b,u-70-1
sw3584B-ms98-a-0056,174.038625,174.418625,yeah,B,b,u-72-1
sw3584B-ms98-a-0058,180.036375,180.426375,yeah,B,b,u-74-1
sw3584B-ms98-a-0059,181.242875,181.373750,oh,B,ba,u-76-1
sw3584B-ms98-a-0059,181.373750,181.523250,that's,I,ba,u-76-1
sw3584B-ms98-a-0059,181.523250,181.773250,pretty,I,ba,u-76-1
sw3584B-ms98-a-0059,181.773250,182.297750,good,I,ba,u-76-1
sw3584B-ms98-a-0059,182.737500,183.004250,uh,B,b,u-78-1
sw3584B-ms98-a-0062,186.275250,186.665375,uh-huh,O,,
sw3584B-ms98-a-0064,190.186625,190.382500,oh,B,qy,u-80-1
sw3584B-ms98-a-0064,190.382500,190.571750,you,I,qy,u-80-1
sw3584B-ms98-a-0064,190.571750,190.836625,you,I,qy,u-80-1
sw3584B-ms98-a-0064,190.836625,190.926625,you,I,qy,u-80-1
sw3584B-ms98-a-0064,190.926625,191.096625,don't,I,qy,u-80-1
sw3584B-ms98-a-0064,191.096625,191.266625,plan,I,qy,u-80-1
sw3584B-ms98-a-0064,191.266625,191.366625,on,I,qy,u-80-1
sw3584B-ms98-a-0064,191.366625,191.636625,putting,I,qy,u-80-1
sw3584B-ms98-a-0064,191.636625,191.846625,any,I,qy,u-80-1
sw3584B-ms98-a-0064,191.846625,192.056625,any,I,qy,u-80-1
sw3584B-ms98-a-0064,192.056625,192.186625,of,I,qy,u-80-1
sw3584B-ms98-a-0064,192.186625,192.326625,that,I,qy,u-80-1
sw3584B-ms98-a-0064,192.326625,192.606625,in,I,qy,u-80-1
sw3584B-ms98-a-0066,196.681875,197.041875,uh-huh,B,b,u-82-1
sw3584B-ms98-a-0068,200.624125,201.014125,yeah,B,b,u-84-1
sw3584B-ms98-a-0070,207.970000,208.430000,um-hum,B,b,u-86-1
sw3584B-ms98-a-0072,210.708500,211.358500,wow,B,ba,u-88-1
sw3584B-ms98-a-0073,212.931625,213.361625,yeah,B,b,u-90-1
sw3584B-ms98-a-0073,213.361625,213.571625,that's,B,ba,u-90-2
sw3584B-ms98-a-0073,213.571625,213.811625,pretty,I,ba,u-90-2
sw3584B-ms98-a-0073,213.811625,214.301625,good,I,ba,u-90-2
sw3584B-ms98-a-0075,220.503375,220.873375,yeah,B,b,u-92-1
sw3584B-ms98-a-0077,231.520125,232.315625,wow,B,ba,u-94-1
sw3584B-ms98-a-0078,233.108375,233.218375,my,B,sd,u-96-1
sw3584B-ms98-a-0078,233.218375,233.518375,wife,I,sd,u-96-1
sw3584B-ms98-a-0078,233.518375,233.668375,would,I,sd,u-96-1
sw3584B-ms98-a-0078,233.668375,233.868375,love,I,sd,u-96-1
sw3584B-ms98-a-0078,233.868375,234.238375,that,I,sd,u-96-1
sw3584B-ms98-a-0078,234.238375,234.786875,[laughter],O,,
sw3584B-ms98-a-0079,235.308000,235.591250,she,B,sd,u-98-1
sw3584B-ms98-a-0079,235.591250,235.921250,loves,I,sd,u-98-1
sw3584B-ms98-a-0079,235.921250,236.211250,lots,I,sd,u-98-1
sw3584B-ms98-a-0079,236.211250,236.281250,of,I,sd,u-98-1
sw3584B-ms98-a-0079,236.281250,236.701250,windows,I,sd,u-98-1
sw3584B-ms98-a-0081,240.220625,241.564750,[laughter],O,,
sw3584B-ms98-a-0081,241.564750,241.784750,that's,B,ba,u-100-1
sw3584B-ms98-a-0081,241.784750,242.546500,great,I,ba,u-100-1
sw3584B-ms98-a-0083,244.222750,244.282750,is,B,qy,u-102-1
sw3584B-ms98-a-0083,244.282750,244.382750,it,I,qy,u-102-1
sw3584B-ms98-a-0083,244.382750,244.422750,a,I,qy,u-102-1
sw3584B-ms98-a-0083,244.422750,244.722750,single,I,qy,u-102-1
sw3584B-ms98-a-0083,244.722750,245.135625,story,I,qy,u-102-1
sw3584B-ms98-a-0085,249.844250,250.214250,oh,B,bk,u-104-1
sw3584B-ms98-a-0085,250.214250,250.341500,i,I,bk,u-104-1
sw3584B-ms98-a-0085,250.341500,250.720250,see,I,bk,u-104-1
sw3584B-ms98-a-0087,255.843625,256.193625,um-hum,B,b,u-106-1
sw3584B-ms98-a-0089,259.467625,259.937000,um,B,bk,u-108-1
sw3584B-ms98-a-0089,259.937000,260.047000,i,I,bk,u-108-1
sw3584B-ms98-a-0089,260.047000,260.447000,see,I,bk,u-108-1
sw3584B-ms98-a-0091,264.833500,265.423500,oh,B,bk,u-110-1
sw3584B-ms98-a-0093,267.269250,267.840500,yeah,B,b,u-112-1
sw3584B-ms98-a-0095,274.215625,274.605625,um-hum,B,b,u-114-1
sw3584B-ms98-a-0097,277.973375,278.123375,yeah,B,b,u-116-1
sw3584B-ms98-a-0097,278.123375,278.303375,that's,B,qy,u-116-2
sw3584B-ms98-a-0097,278.303375,278.473375,kind,I,qy,u-116-2
sw3584B-ms98-a-0097,278.473375,278.533375,of,I,qy,u-116-2
sw3584B-ms98-a-0097,278.533375,278.763375,like,I,qy,u-116-2
sw3584B-ms98-a-0097,278.763375,278.923375,uh,I,qy,u-116-2
sw3584B-ms98-a-0097,278.923375,279.083375,like,I,qy,u-116-2
sw3584B-ms98-a-0097,279.083375,279.133375,a,I,qy,u-116-2
sw3584B-ms98-a-0097,279.133375,279.643375,Victorian,I,qy,u-116-2
sw3584B-ms98-a-0097,279.643375,280.013250,style,I,qy,u-116-2
sw3584B-ms98-a-0097,280.013250,280.308250,[vocalized-noise],O,,
sw3584B-ms98-a-0098,280.991250,281.475125,yeah,B,b,u-118-1
sw3584B-ms98-a-0098,281.770875,281.947875,i,B,sd,u-118-2
sw3584B-ms98-a-0098,281.947875,282.201250,i've,I,sd,u-118-2
sw3584B-ms98-a-0098,282.201250,282.511250,always,I,sd,u-118-2
sw3584B-ms98-a-0098,282.511250,282.751250,liked,I,sd,u-118-2
sw3584B-ms98-a-0098,282.751250,283.091250,that,I,sd,u-118-2
sw3584B-ms98-a-0098,283.091250,283.201250,the,B,%,u-118-3
sw3584B-ms98-a-0098,283.201250,283.351250,you,B,sd,u-118-4
sw3584B-ms98-a-0098,283.351250,283.571250,know,I,sd,u-118-4
sw3584B-ms98-a-0098,283.571250,283.751250,i,I,sd,u-118-4
sw3584B-ms98-a-0098,283.751250,283.901250,we,I,sd,u-118-4
sw3584B-ms98-a-0098,283.901250,284.051250,don't,I,sd,u-118-4
sw3584B-ms98-a-0098,284.051250,284.281250,have,I,sd,u-118-4
sw3584B-ms98-a-0098,284.281250,284.581250,much,I,sd,u-118-4
sw3584B-ms98-a-0098,284.581250,284.911250,yard,I,sd,u-118-4
sw3584B-ms98-a-0098,284.911250,285.021250,but,B,sd,u-118-5
sw3584B-ms98-a-0098,285.021250,285.111250,i,I,sd,u-118-5
sw3584B-ms98-a-0098,285.111250,285.405500,built,I,sd,u-118-5
sw3584B-ms98-a-0098,285.405500,285.473250,a,I,sd,u-118-5
sw3584B-ms98-a-0098,285.473250,285.761250,small,I,sd,u-118-5
sw3584B-ms98-a-0098,285.761250,286.041250,deck,I,sd,u-118-5
sw3584B-ms98-a-0098,286.041250,286.131250,in,I,sd,u-118-5
sw3584B-ms98-a-0098,286.131250,286.201250,the,I,sd,u-118-5
sw3584B-ms98-a-0098,286.201250,286.765000,back,I,sd,u-118-5
sw3584B-ms98-a-0098,287.232000,287.451250,but,B,sd,u-120-1
sw3584B-ms98-a-0098,287.451250,287.591250,you,I,sd,u-120-1
sw3584B-ms98-a-0098,287.591250,287.771250,know,I,sd,u-120-1
sw3584B-ms98-a-0098,287.771250,288.001250,i-,I,sd,u-120-1
sw3584B-ms98-a-0098,288.001250,288.111250,i,I,sd,u-120-1
sw3584B-ms98-a-0098,288.111250,288.301250,see,I,sd,u-120-1
sw3584B-ms98-a-0098,288.301250,288.491250,these,I,sd,u-120-1
sw3584B-ms98-a-0098,288.491250,289.201250,magazines,I,sd,u-120-1
sw3584B-ms98-a-0098,289.201250,289.341250,where,I,sd,u-120-1
sw3584B-ms98-a-0098,289.341250,289.451250,you,I,sd,u-120-1
sw3584B-ms98-a-0098,289.451250,289.693875,know,I,sd,u-120-1
sw3584B-ms98-a-0098,289.965000,290.111250,do,I,sd,u-120-1
sw3584B-ms98-a-0098,290.111250,290.361250,your,I,sd,u-120-1
sw3584B-ms98-a-0098,290.361250,290.411250,s[elf]-,I,sd,u-120-1
sw3584B-ms98-a-0098,290.411250,290.651250,your,I,sd,u-120-1
sw3584B-ms98-a-0098,290.651250,290.831250,own,I,sd,u-120-1
sw3584B-ms98-a-0098,290.831250,291.340375,decks,O,,
sw3584B-ms98-a-0099,291.756750,291.916750,i-,O,,
sw3584B-ms98-a-0099,291.916750,292.036750,i,B,sd,u-122-1
sw3584B-ms98-a-0099,292.036750,292.246750,kind,I,sd,u-122-1
sw3584B-ms98-a-0099,292.246750,292.346750,of,I,sd,u-122-1
sw3584B-ms98-a-0099,292.346750,292.526750,wish,I,sd,u-122-1
sw3584B-ms98-a-0099,292.526750,292.606750,i,I,sd,u-122-1
sw3584B-ms98-a-0099,292.606750,292.816750,had,I,sd,u-122-1
sw3584B-ms98-a-0099,292.816750,293.026750,them,I,sd,u-122-1
sw3584B-ms98-a-0099,293.026750,293.186750,the,I,sd,u-122-1
