sw2675A-ms98-a-0002,1.237750,1.789625,um-hum,B,b,u-2-1
sw2675A-ms98-a-0019,93.062125,93.472125,uh-huh,B,+@,u-20-1
sw2675A-ms98-a-0019,93.472125,93.702125,my,B,sd,u-20-2
sw2675A-ms98-a-0019,93.702125,94.159500,husband,I,sd,u-20-2
sw2675A-ms98-a-0019,94.159500,94.460750,works,I,sd,u-20-2
sw2675A-ms98-a-0019,94.460750,94.662125,as,I,sd,u-20-2
sw2675A-ms98-a-0019,94.662125,94.732125,a,I,sd,u-20-2
sw2675A-ms98-a-0019,94.732125,95.312125,policeman,O,,
sw2675A-ms98-a-0019,95.312125,95.502125,so,B,sd,u-20-3
sw2675A-ms98-a-0019,95.502125,95.722125,i,I,sd,u-20-3
sw2675A-ms98-a-0019,95.722125,96.052125,always,I,sd,u-20-3
sw2675A-ms98-a-0019,96.052125,96.632125,assumed,I,sd,u-20-3
sw2675A-ms98-a-0019,96.752125,96.892125,that,I,sd,u-20-3
sw2675A-ms98-a-0019,96.892125,97.082125,that,I,sd,u-20-3
sw2675A-ms98-a-0019,97.082125,97.232125,was,I,sd,u-20-3
sw2675A-ms98-a-0019,97.232125,97.382125,why,I,sd,u-20-3
sw2675A-ms98-a-0019,97.382125,97.641250,i,I,sd,u-20-3
sw2675A-ms98-a-0019,97.641250,97.760500,was,I,sd,u-20-3
sw2675A-ms98-a-0019,97.866000,98.315000,never,I,sd,u-20-3
sw2675A-ms98-a-0019,99.004250,99.686750,called,I,sd,u-20-3
sw2675A-ms98-a-0019,100.061625,100.458625,uh-huh,B,b,u-22-1
sw2675A-ms98-a-0021,104.202250,104.557875,uh-huh,B,b,u-24-1
sw2675A-ms98-a-0022,105.570125,105.964375,uh-huh,B,b,u-26-1
sw2675A-ms98-a-0022,106.406375,106.565000,uh,B,qy,u-26-2
sw2675A-ms98-a-0022,106.565000,106.752750,do,I,qy,u-26-2
sw2675A-ms98-a-0022,106.752750,106.975000,they,I,qy,u-26-2
sw2675A-ms98-a-0022,106.975000,107.255000,have,I,qy,u-26-2
sw2675A-ms98-a-0022,107.255000,107.441500,such,I,qy,u-26-2
sw2675A-ms98-a-0022,107.441500,107.599625,a,I,qy,u-26-2
sw2675A-ms98-a-0022,107.599625,107.835000,thing,I,qy,u-26-2
sw2675A-ms98-a-0022,107.835000,108.125000,now,I,qy,u-26-2
sw2675A-ms98-a-0022,108.125000,108.285000,as,I,qy,u-26-2
sw2675A-ms98-a-0022,108.285000,108.386625,a,I,qy,u-26-2
sw2675A-ms98-a-0022,108.495875,108.798250,six,I,qy,u-26-2
sw2675A-ms98-a-0022,108.798250,109.155000,man,I,qy,u-26-2
sw2675A-ms98-a-0022,109.155000,109.755000,jury,I,qy,u-26-2
sw2675A-ms98-a-0023,111.220250,111.780250,somebody,B,sd,u-28-1
sw2675A-ms98-a-0023,111.780250,112.060250,told,I,sd,u-28-1
sw2675A-ms98-a-0023,112.060250,112.213125,me,I,sd,u-28-1
sw2675A-ms98-a-0023,112.213125,112.318625,the,I,sd,u-28-1
sw2675A-ms98-a-0023,112.318625,112.560250,other,I,sd,u-28-1
sw2675A-ms98-a-0023,112.560250,112.920250,day,I,sd,u-28-1
sw2675A-ms98-a-0023,112.920250,113.170250,that,I,sd,u-28-1
sw2675A-ms98-a-0023,113.170250,113.360250,there,I,sd,u-28-1
sw2675A-ms98-a-0023,113.360250,113.710250,is,I,sd,u-28-1
sw2675A-ms98-a-0023,113.790250,114.059500,wha[t]-,I,sd,u-28-1
sw2675A-ms98-a-0023,114.059500,114.284500,what,I,sd,u-28-1
sw2675A-ms98-a-0023,114.284500,114.446375,they,I,sd,u-28-1
sw2675A-ms98-a-0023,114.446375,114.690250,call,I,sd,u-28-1
sw2675A-ms98-a-0023,114.690250,114.770250,a,I,sd,u-28-1
sw2675A-ms98-a-0023,114.770250,115.100250,six,I,sd,u-28-1
sw2675A-ms98-a-0023,115.100250,115.360250,man,I,sd,u-28-1
sw2675A-ms98-a-0023,115.360250,115.610250,jury,I,sd,u-28-1
sw2675A-ms98-a-0023,115.610250,115.720250,and,B,sd,u-28-2
sw2675A-ms98-a-0023,115.720250,115.770250,i,I,sd,u-28-2
sw2675A-ms98-a-0023,115.770250,115.900250,had,I,sd,u-28-2
sw2675A-ms98-a-0023,115.900250,116.150250,never,I,sd,u-28-2
sw2675A-ms98-a-0023,116.150250,116.370250,heard,I,sd,u-28-2
sw2675A-ms98-a-0023,116.370250,116.440250,of,I,sd,u-28-2
sw2675A-ms98-a-0023,116.440250,116.760250,such,I,sd,u-28-2
sw2675A-ms98-a-0023,116.760250,116.930250,thing,I,sd,u-28-2
sw2675A-ms98-a-0023,116.930250,117.040250,and,B,sd,u-28-3
sw2675A-ms98-a-0023,117.040250,117.110250,i,I,sd,u-28-3
sw2675A-ms98-a-0023,117.110250,117.450250,wondered,I,sd,u-28-3
sw2675A-ms98-a-0023,117.450250,117.610250,if,I,sd,u-28-3
sw2675A-ms98-a-0023,117.610250,117.680250,it,I,sd,u-28-3
sw2675A-ms98-a-0023,117.680250,117.890250,was,I,sd,u-28-3
sw2675A-ms98-a-0023,117.890250,118.370250,true,I,sd,u-28-3
sw2675A-ms98-a-0025,121.693375,121.883750,i,B,sd,u-30-1
sw2675A-ms98-a-0025,121.883750,122.159000,never,I,sd,u-30-1
sw2675A-ms98-a-0025,122.159000,122.433500,had,I,sd,u-30-1
sw2675A-ms98-a-0025,122.433500,122.934500,either,I,sd,u-30-1
sw2675A-ms98-a-0025,122.934500,123.080500,but,B,sd,u-30-2
sw2675A-ms98-a-0025,123.080500,123.246250,i,I,sd,u-30-2
sw2675A-ms98-a-0025,123.246250,123.529000,just,I,sd,u-30-2
sw2675A-ms98-a-0025,123.529000,123.939625,wondered,I,sd,u-30-2
sw2675A-ms98-a-0025,124.436750,124.915250,uh,I,sd,u-30-2
sw2675A-ms98-a-0025,125.838000,126.129000,another,B,sd^t,u-30-3
sw2675A-ms98-a-0025,126.129000,126.549000,question,I,sd^t,u-30-3
sw2675A-ms98-a-0025,126.549000,126.810500,was,I,sd^t,u-30-3
sw2675A-ms98-a-0025,126.897125,127.111500,uh,I,sd^t,u-30-3
sw2675A-ms98-a-0025,127.337500,127.669000,should,I,sd^t,u-30-3
sw2675A-ms98-a-0025,127.669000,127.729000,a,I,sd^t,u-30-3
sw2675A-ms98-a-0025,127.729000,128.356000,criminal,I,sd^t,u-30-3
sw2675A-ms98-a-0025,128.894625,129.219000,case,I,sd^t,u-30-3
sw2675A-ms98-a-0025,129.479000,129.826750,uh,I,sd^t,u-30-3
sw2675A-ms98-a-0025,129.826750,130.030000,should,I,sd^t,u-30-3
sw2675A-ms98-a-0025,130.030000,130.169375,the,I,sd^t,u-30-3
sw2675A-ms98-a-0025,130.169375,130.459000,jury,I,sd^t,u-30-3
sw2675A-ms98-a-0025,130.459000,130.639000,be,I,sd^t,u-30-3
sw2675A-ms98-a-0025,130.639000,131.319000,unanimous,I,sd^t,u-30-3
sw2675A-ms98-a-0025,131.379000,131.519000,on,I,sd^t,u-30-3
sw2675A-ms98-a-0025,131.519000,131.659000,their,I,sd^t,u-30-3
sw2675A-ms98-a-0025,131.659000,132.309000,decision,I,sd^t,u-30-3
sw2675A-ms98-a-0026,133.911375,134.051375,and,B,sd,u-30-4
sw2675A-ms98-a-0026,134.051375,134.351375,that,I,sd,u-30-4
sw2675A-ms98-a-0026,134.351375,134.491375,i,I,sd,u-30-4
sw2675A-ms98-a-0026,134.491375,134.881375,wasn't,I,sd,u-30-4
sw2675A-ms98-a-0026,134.881375,135.231375,sure,I,sd,u-30-4
sw2675A-ms98-a-0026,135.231375,135.541375,on,I,sd,u-30-4
sw2675A-ms98-a-0026,135.541375,135.851375,either,I,sd,u-30-4
sw2675A-ms98-a-0026,135.981375,136.281375,whether,I,sd,u-30-4
sw2675A-ms98-a-0026,136.281375,136.441375,it,I,sd,u-30-4
sw2675A-ms98-a-0026,136.441375,136.641375,should,I,sd,u-30-4
sw2675A-ms98-a-0026,136.641375,136.771375,be,I,sd,u-30-4
sw2675A-ms98-a-0026,136.771375,137.451375,unanimous,I,sd,u-30-4
sw2675A-ms98-a-0026,137.451375,137.541375,or,I,sd,u-30-4
sw2675A-ms98-a-0026,137.541375,137.921375,not,I,sd,u-30-4
sw2675A-ms98-a-0028,149.620000,149.840000,that,B,qy^d,u-32-1
sw2675A-ms98-a-0028,149.840000,149.980000,would,I,qy^d,u-32-1
sw2675A-ms98-a-0028,149.980000,150.220000,mean,I,qy^d,u-32-1
sw2675A-ms98-a-0028,150.220000,150.451250,they,I,qy^d,u-32-1
sw2675A-ms98-a-0028,150.451250,151.080000,all,I,qy^d,u-32-1
sw2675A-ms98-a-0028,151.210000,151.400000,would,I,qy^d,u-32-1
sw2675A-ms98-a-0028,151.400000,151.690000,have,I,qy^d,u-32-1
sw2675A-ms98-a-0028,151.690000,151.850000,to,I,qy^d,u-32-1
sw2675A-ms98-a-0028,151.850000,152.630000,decide,I,qy^d,u-32-1
sw2675A-ms98-a-0029,154.028875,154.268875,one,B,+,u-34-1
sw2675A-ms98-a-0029,154.268875,154.439750,way,I,+,u-34-1
sw2675A-ms98-a-0029,154.439750,154.559125,or,I,+,u-34-1
sw2675A-ms98-a-0029,154.559125,154.687625,the,I,+,u-34-1
sw2675A-ms98-a-0029,154.687625,155.048875,other,I,+,u-34-1
sw2675A-ms98-a-0030,156.137250,156.507250,uh-huh,B,b,u-36-1
sw2675A-ms98-a-0032,160.896500,161.376500,um-hum,O,,
sw2675A-ms98-a-0034,163.213125,163.668875,yeah,B,b,u-38-1
sw2675A-ms98-a-0034,164.221875,164.594875,yeah,B,b^r,u-38-2
sw2675A-ms98-a-0036,171.637125,172.189625,um-hum,B,b,u-40-1
sw2675A-ms98-a-0036,172.528625,173.104125,um-hum,B,b,u-42-1
sw2675A-ms98-a-0036,173.919500,174.326250,um-hum,B,b^r,u-42-2
sw2675A-ms98-a-0038,181.524125,181.814125,bring,B,^2,u-44-1
sw2675A-ms98-a-0038,181.814125,182.024125,some,I,^2,u-44-1
sw2675A-ms98-a-0038,182.024125,182.094125,of,I,^2,u-44-1
sw2675A-ms98-a-0038,182.094125,182.294125,these,I,^2,u-44-1
sw2675A-ms98-a-0038,182.294125,182.634125,things,I,^2,u-44-1
sw2675A-ms98-a-0038,182.634125,183.025750,out,I,^2,u-44-1
sw2675A-ms98-a-0038,183.646125,184.143875,um-hum,B,b,u-46-1
sw2675A-ms98-a-0040,190.014125,190.237375,uh,O,,
sw2675A-ms98-a-0040,190.237375,191.089000,apparently,B,sv,u-48-1
sw2675A-ms98-a-0040,191.089000,191.329000,there,I,sv,u-48-1
sw2675A-ms98-a-0040,191.329000,191.689000,are,I,sv,u-48-1
sw2675A-ms98-a-0040,191.689000,191.944500,i,B,%,u-48-2
sw2675A-ms98-a-0040,192.095125,192.323625,i,I,%,u-48-2
sw2675A-ms98-a-0040,192.530750,192.931375,i,I,%,u-48-2
sw2675A-ms98-a-0040,193.074500,193.232875,since,B,sv,u-48-3
sw2675A-ms98-a-0040,193.232875,193.413750,my,I,sv,u-48-3
sw2675A-ms98-a-0040,193.413750,193.939000,husband,I,sv,u-48-3
sw2675A-ms98-a-0040,193.939000,194.119000,worked,I,sv,u-48-3
sw2675A-ms98-a-0040,194.119000,194.239000,as,I,sv,u-48-3
sw2675A-ms98-a-0040,194.239000,194.319000,a,I,sv,u-48-3
sw2675A-ms98-a-0040,194.319000,194.994625,policeman,I,sv,u-48-3
sw2675A-ms98-a-0040,195.552000,195.827000,i,I,sv,u-48-3
sw2675A-ms98-a-0040,195.827000,196.159000,can't,I,sv,u-48-3
sw2675A-ms98-a-0040,196.159000,196.623125,believe,I,sv,u-48-3
sw2675A-ms98-a-0040,196.743625,196.869000,there,I,sv,u-48-3
sw2675A-ms98-a-0040,196.869000,196.999000,are,I,sv,u-48-3
sw2675A-ms98-a-0040,196.999000,197.299000,very,I,sv,u-48-3
sw2675A-ms98-a-0040,197.299000,197.789000,many,I,sv,u-48-3
sw2675A-ms98-a-0041,199.144750,199.574750,people,I,sv,u-48-3
sw2675A-ms98-a-0041,199.574750,199.714750,that,I,sv,u-48-3
sw2675A-ms98-a-0041,199.714750,199.944750,come,I,sv,u-48-3
sw2675A-ms98-a-0041,199.944750,200.054750,to,I,sv,u-48-3
sw2675A-ms98-a-0041,200.054750,200.554750,trial,I,sv,u-48-3
sw2675A-ms98-a-0041,200.554750,200.704750,that,I,sv,u-48-3
sw2675A-ms98-a-0041,200.704750,200.884750,have,I,sv,u-48-3
sw2675A-ms98-a-0041,201.064750,201.154750,are,I,sv,u-48-3
sw2675A-ms98-a-0041,201.154750,201.384750,not,I,sv,u-48-3
sw2675A-ms98-a-0041,201.384750,201.654750,guilty,I,sv,u-48-3
sw2675A-ms98-a-0041,201.654750,201.734750,of,I,sv,u-48-3
sw2675A-ms98-a-0041,201.734750,202.264750,something,I,sv,u-48-3
sw2675A-ms98-a-0041,202.384750,202.594750,some,B,+,u-50-1
sw2675A-ms98-a-0041,202.594750,203.003750,part,I,+,u-50-1
sw2675A-ms98-a-0041,203.003750,203.139250,of,I,+,u-50-1
sw2675A-ms98-a-0041,203.139250,203.554750,whatever,I,+,u-50-1
sw2675A-ms98-a-0041,203.554750,203.694750,they're,I,+,u-50-1
sw2675A-ms98-a-0041,203.694750,204.244750,accused,I,+,u-50-1
sw2675A-ms98-a-0041,204.244750,204.527250,of,I,+,u-50-1
sw2675A-ms98-a-0041,205.114750,205.318625,i,B,sd,u-52-1
sw2675A-ms98-a-0041,205.318625,205.681250,have,I,sd,u-52-1
sw2675A-ms98-a-0041,205.681250,205.929875,i,I,sd,u-52-1
sw2675A-ms98-a-0041,205.929875,206.104750,still,I,sd,u-52-1
sw2675A-ms98-a-0041,206.104750,206.294750,have,I,sd,u-52-1
sw2675A-ms98-a-0041,206.294750,206.344750,a,I,sd,u-52-1
sw2675A-ms98-a-0041,206.344750,206.504750,little,I,sd,u-52-1
sw2675A-ms98-a-0041,206.504750,206.604750,bit,I,sd,u-52-1
sw2675A-ms98-a-0041,206.604750,206.684750,of,I,sd,u-52-1
sw2675A-ms98-a-0041,206.684750,206.764750,a,I,sd,u-52-1
sw2675A-ms98-a-0041,206.764750,207.274750,problem,I,sd,u-52-1
sw2675A-ms98-a-0041,207.274750,207.454750,with,I,sd,u-52-1
sw2675A-ms98-a-0041,207.454750,207.854750,that,I,sd,u-52-1
sw2675A-ms98-a-0042,208.533000,209.056500,uh,B,sv,u-52-2
sw2675A-ms98-a-0042,209.685500,209.867875,but,I,sv,u-52-2
sw2675A-ms98-a-0042,209.867875,210.185750,i,I,sv,u-52-2
sw2675A-ms98-a-0042,210.185750,210.397875,would,I,sv,u-52-2
sw2675A-ms98-a-0042,210.397875,210.964250,suppose,I,sv,u-52-2
sw2675A-ms98-a-0042,210.964250,211.103625,there,I,sv,u-52-2
sw2675A-ms98-a-0042,211.103625,211.359625,are,I,sv,u-52-2
sw2675A-ms98-a-0042,211.453750,212.387875,circumstances,I,sv,u-52-2
sw2675A-ms98-a-0042,213.017875,213.197875,you're,I,sv,u-52-2
sw2675A-ms98-a-0042,213.197875,213.277875,in,I,sv,u-52-2
sw2675A-ms98-a-0042,213.277875,213.357875,the,I,sv,u-52-2
sw2675A-ms98-a-0042,213.357875,213.647875,wrong,I,sv,u-52-2
sw2675A-ms98-a-0042,213.647875,213.987875,place,I,sv,u-52-2
sw2675A-ms98-a-0042,213.987875,214.067875,at,I,sv,u-52-2
sw2675A-ms98-a-0042,214.067875,214.147875,the,I,sv,u-52-2
sw2675A-ms98-a-0042,214.147875,214.437875,right,I,sv,u-52-2
sw2675A-ms98-a-0042,214.437875,214.877875,time,I,sv,u-52-2
sw2675A-ms98-a-0042,214.877875,215.187875,or,I,sv,u-52-2
sw2675A-ms98-a-0042,215.187875,215.427875,know,I,sv,u-52-2
sw2675A-ms98-a-0042,215.427875,215.507875,the,I,sv,u-52-2
sw2675A-ms98-a-0042,215.507875,215.677875,per[son]-,I,sv,u-52-2
sw2675A-ms98-a-0042,215.677875,216.027875,wrong,I,sv,u-52-2
sw2675A-ms98-a-0042,216.027875,216.423750,person,I,sv,u-52-2
sw2675A-ms98-a-0042,216.423750,216.481125,at,I,sv,u-52-2
sw2675A-ms98-a-0042,216.481125,216.579000,the,I,sv,u-52-2
sw2675A-ms98-a-0042,216.579000,216.897875,right,I,sv,u-52-2
sw2675A-ms98-a-0042,216.897875,217.317875,time,I,sv,u-52-2
sw2675A-ms98-a-0043,219.237750,219.684375,um-hum,B,b,u-54-1
sw2675A-ms98-a-0045,235.006125,235.616125,um-hum,B,b,u-56-1
sw2675A-ms98-a-0047,240.135375,240.745750,ah,O,,
sw2675A-ms98-a-0047,240.745750,241.239500,um-hum,B,+,u-60-1
sw2675A-ms98-a-0049,246.499375,247.033750,um-hum,B,b^r,u-60-2
sw2675A-ms98-a-0049,247.263500,247.764000,um-hum,O,,
sw2675A-ms98-a-0051,259.229625,259.482250,they,B,qy^d,u-62-1
sw2675A-ms98-a-0051,259.482250,259.862250,still,I,qy^d,u-62-1
sw2675A-ms98-a-0051,259.862250,260.212250,found,I,qy^d,u-62-1
sw2675A-ms98-a-0051,260.212250,260.432250,him,I,qy^d,u-62-1
sw2675A-ms98-a-0051,260.432250,261.042250,guilty,I,qy^d,u-62-1
sw2675A-ms98-a-0052,262.125875,262.355875,when,B,qy^d,u-64-1
sw2675A-ms98-a-0052,262.355875,262.745875,people,I,qy^d,u-64-1
sw2675A-ms98-a-0052,262.745875,262.965875,said,I,qy^d,u-64-1
sw2675A-ms98-a-0052,262.965875,263.145875,he,I,qy^d,u-64-1
sw2675A-ms98-a-0052,263.145875,263.355875,was,I,qy^d,u-64-1
sw2675A-ms98-a-0052,263.355875,263.505875,at,I,qy^d,u-64-1
sw2675A-ms98-a-0052,263.505875,264.165875,work,I,qy^d,u-64-1
sw2675A-ms98-a-0054,267.115750,267.515750,uh-huh,B,b,u-66-1
sw2675A-ms98-a-0055,268.711500,269.063375,well,O,,
sw2675A-ms98-a-0057,271.090625,271.410625,uh-huh,B,b,u-68-1
sw2675A-ms98-a-0058,272.682500,273.112500,yeah,B,b,u-70-1
sw2675A-ms98-a-0060,277.161625,277.571625,uh-huh,O,,
sw2675A-ms98-a-0062,284.832875,285.043500,oh,B,ba,u-72-1
sw2675A-ms98-a-0062,285.043500,285.252375,for,I,ba,u-72-1
sw2675A-ms98-a-0062,285.252375,285.612375,heaven's,I,ba,u-72-1
sw2675A-ms98-a-0062,285.612375,285.852375,sake,I,ba,u-72-1
sw2675A-ms98-a-0062,286.112375,286.242375,so,B,sd,u-72-2
sw2675A-ms98-a-0062,286.242375,286.482375,there's,I,sd,u-72-2
sw2675A-ms98-a-0062,286.482375,286.792375,nine,I,sd,u-72-2
sw2675A-ms98-a-0062,286.792375,287.052375,years,I,sd,u-72-2
sw2675A-ms98-a-0062,287.052375,287.112375,of,I,sd,u-72-2
sw2675A-ms98-a-0062,287.112375,287.272375,that,I,sd,u-72-2
sw2675A-ms98-a-0062,287.272375,287.592375,man's,I,sd,u-72-2
sw2675A-ms98-a-0062,287.592375,287.912375,life,I,sd,u-72-2
sw2675A-ms98-a-0062,287.912375,288.288000,gone,I,sd,u-72-2
sw2675A-ms98-a-0062,288.976125,289.335750,um-hum,B,b,u-74-1
sw2675A-ms98-a-0063,290.820750,291.370000,no,B,aa,u-76-1
sw2675A-ms98-a-0063,291.370000,291.831125,huh-uh,O,,
sw2675A-ms98-a-0063,292.737750,292.936625,yeah,B,b,u-78-1
sw2675A-ms98-a-0063,292.936625,293.016625,i,B,sv,u-78-2
sw2675A-ms98-a-0063,293.016625,293.256625,guess,I,sv,u-78-2
sw2675A-ms98-a-0063,293.256625,293.496625,that's,I,sv,u-78-2
sw2675A-ms98-a-0063,293.496625,293.666625,where,I,sv,u-78-2
sw2675A-ms98-a-0063,293.666625,293.716625,a,I,sv,u-78-2
sw2675A-ms98-a-0063,293.716625,293.846625,lot,I,sv,u-78-2
sw2675A-ms98-a-0063,293.846625,293.906625,of,I,sv,u-78-2
sw2675A-ms98-a-0063,293.906625,293.966625,the,I,sv,u-78-2
sw2675A-ms98-a-0063,293.966625,294.486625,problem,I,sv,u-78-2
sw2675A-ms98-a-0063,294.486625,294.786625,lies,I,sv,u-78-2
sw2675A-ms98-a-0063,294.866625,295.106625,we're,B,sv,u-78-3
sw2675A-ms98-a-0063,295.106625,295.296625,we,I,sv,u-78-3
sw2675A-ms98-a-0063,295.296625,295.496625,tr[y]-,I,sv,u-78-3
sw2675A-ms98-a-0063,295.496625,295.766625,bend,I,sv,u-78-3
sw2675A-ms98-a-0063,295.766625,295.986625,over,I,sv,u-78-3
sw2675A-ms98-a-0063,295.986625,296.736625,backwards,I,sv,u-78-3
sw2675A-ms98-a-0063,296.736625,297.526625,protecting,I,sv,u-78-3
sw2675A-ms98-a-0063,298.084125,298.233000,the,I,sv,u-78-3
sw2675A-ms98-a-0063,298.233000,298.736625,guilty,I,sv,u-78-3
sw2675A-ms98-a-0063,298.736625,299.209625,people,I,sv,u-78-3
sw2675A-ms98-a-0063,299.209625,299.292375,the,I,sv,u-78-3
sw2675A-ms98-a-0063,299.292375,299.476625,one's,I,sv,u-78-3
sw2675A-ms98-a-0063,299.476625,299.566625,that,I,sv,u-78-3
sw2675A-ms98-a-0063,299.566625,299.656625,are,I,sv,u-78-3
sw2675A-ms98-a-0063,299.656625,299.816625,on,I,sv,u-78-3
sw2675A-ms98-a-0063,299.816625,300.436625,trial,I,sv,u-78-3
sw2675A-ms98-a-0064,301.447500,302.017500,and,B,sv,u-80-1
