sw3862A-ms98-a-0002,0.231125,0.680250,hello,B,fp,u-1-1
sw3862A-ms98-a-0017,56.040875,56.250875,that,I,sd,u-15-2
sw3862A-ms98-a-0017,56.250875,56.390875,i'll,I,sd,u-15-2
sw3862A-ms98-a-0017,56.390875,56.540875,be,I,sd,u-15-2
sw3862A-ms98-a-0017,56.540875,56.820875,able,I,sd,u-15-2
sw3862A-ms98-a-0017,56.820875,57.060875,to,I,sd,u-15-2
sw3862A-ms98-a-0018,57.912125,58.150125,just,I,sd,u-15-2
sw3862A-ms98-a-0018,58.150125,58.360875,bring,I,sd,u-15-2
sw3862A-ms98-a-0018,58.360875,58.470875,her,I,sd,u-15-2
sw3862A-ms98-a-0018,58.470875,58.660875,into,I,sd,u-15-2
sw3862A-ms98-a-0018,58.660875,58.900875,my,I,sd,u-15-2
sw3862A-ms98-a-0018,58.900875,59.438250,home,I,sd,u-15-2
sw3862A-ms98-a-0019,60.365000,60.505000,and,B,+,u-17-1
sw3862A-ms98-a-0019,60.505000,60.625000,my,I,+,u-17-1
sw3862A-ms98-a-0019,60.625000,61.045000,father,I,+,u-17-1
sw3862A-ms98-a-0019,61.045000,61.679000,also,I,+,u-17-1
sw3862A-ms98-a-0019,61.920000,62.225000,and,I,+,u-17-1
sw3862A-ms98-a-0019,62.225000,62.512750,um,I,+,u-17-1
sw3862A-ms98-a-0021,64.815875,65.013750,or,I,+,u-17-1
sw3862A-ms98-a-0021,65.013750,65.263750,have,I,+,u-17-1
sw3862A-ms98-a-0021,65.263750,65.733750,someone,I,+,u-17-1
sw3862A-ms98-a-0021,65.733750,65.913750,go,I,+,u-17-1
sw3862A-ms98-a-0021,65.913750,66.113750,into,I,+,u-17-1
sw3862A-ms98-a-0021,66.113750,66.353750,their,I,+,u-17-1
sw3862A-ms98-a-0021,66.353750,66.733750,home,I,+,u-17-1
sw3862A-ms98-a-0021,66.733750,66.833750,you,I,+,u-17-1
sw3862A-ms98-a-0021,66.833750,67.083750,know,I,+,u-17-1
sw3862A-ms98-a-0021,67.083750,67.413750,and,I,+,u-17-1
sw3862A-ms98-a-0021,67.413750,67.683750,um,I,+,u-17-1
sw3862A-ms98-a-0021,68.213750,68.353750,and,I,+,u-17-1
sw3862A-ms98-a-0021,68.353750,68.533750,look,I,+,u-17-1
sw3862A-ms98-a-0021,68.533750,68.903750,after,I,+,u-17-1
sw3862A-ms98-a-0021,68.903750,69.222000,them,I,+,u-17-1
sw3862A-ms98-a-0022,70.416250,70.645875,that,B,sd,u-17-2
sw3862A-ms98-a-0022,70.645875,71.032250,way,I,sd,u-17-2
sw3862A-ms98-a-0024,80.006000,80.401000,um-hum,B,b,u-19-1
sw3862A-ms98-a-0026,85.184000,85.257875,you,O,,
sw3862A-ms98-a-0026,85.257875,85.667875,right,B,aa,u-21-1
sw3862A-ms98-a-0026,85.667875,85.857875,it's,B,sv,u-21-2
sw3862A-ms98-a-0026,85.857875,86.057875,it's,I,sv,u-21-2
sw3862A-ms98-a-0026,86.057875,86.737875,basically,I,sv,u-21-2
sw3862A-ms98-a-0026,86.737875,86.887875,it's,I,sv,u-21-2
sw3862A-ms98-a-0026,86.887875,87.107875,more,I,sv,u-21-2
sw3862A-ms98-a-0026,87.107875,87.287875,how,I,sv,u-21-2
sw3862A-ms98-a-0026,87.287875,87.517875,they,I,sv,u-21-2
sw3862A-ms98-a-0026,87.517875,87.877875,feel,I,sv,u-21-2
sw3862A-ms98-a-0026,87.877875,88.237875,about,I,sv,u-21-2
sw3862A-ms98-a-0026,88.237875,88.427875,it,I,sv,u-21-2
sw3862A-ms98-a-0026,89.122250,89.208875,because_1,O,,
sw3862A-ms98-a-0026,89.208875,89.330875,it's,O,,
sw3862A-ms98-a-0026,89.330875,89.507875,like,O,,
sw3862A-ms98-a-0026,89.507875,89.597875,they,O,,
sw3862A-ms98-a-0026,89.597875,89.697875,have,O,,
sw3862A-ms98-a-0026,89.697875,89.977875,[feelt/feel],O,,
sw3862A-ms98-a-0026,89.977875,90.147875,they,B,sd,u-23-1
sw3862A-ms98-a-0026,90.147875,90.417875,feel,I,sd,u-23-1
sw3862A-ms98-a-0026,90.417875,90.637875,like,I,sd,u-23-1
sw3862A-ms98-a-0026,90.637875,90.867875,they're,I,sd,u-23-1
sw3862A-ms98-a-0026,90.867875,91.217875,they're,I,sd,u-23-1
sw3862A-ms98-a-0026,91.217875,91.537625,um,I,sd,u-23-1
sw3862A-ms98-a-0027,93.189000,93.379125,m[y]-,I,sd,u-23-1
sw3862A-ms98-a-0027,93.379125,93.449125,the,I,sd,u-23-1
sw3862A-ms98-a-0027,93.449125,93.559125,way,I,sd,u-23-1
sw3862A-ms98-a-0027,93.559125,93.669125,my,I,sd,u-23-1
sw3862A-ms98-a-0027,93.669125,93.929125,mother,I,sd,u-23-1
sw3862A-ms98-a-0027,93.929125,94.069125,would,I,sd,u-23-1
sw3862A-ms98-a-0027,94.069125,94.279125,put,I,sd,u-23-1
sw3862A-ms98-a-0027,94.279125,94.379125,it,I,sd,u-23-1
sw3862A-ms98-a-0027,94.379125,94.559125,like,I,sd,u-23-1
sw3862A-ms98-a-0027,94.559125,95.091875,somebody,I,sd,u-23-1
sw3862A-ms98-a-0027,95.238750,95.449125,had,I,sd,u-23-1
sw3862A-ms98-a-0027,95.449125,95.739125,{throwed},O,,
sw3862A-ms98-a-0027,95.739125,95.849125,them_1,O,,
sw3862A-ms98-a-0027,95.849125,96.744000,[laughter-away],O,,
sw3862A-ms98-a-0027,97.323125,97.480625,you,B,+,u-25-1
sw3862A-ms98-a-0027,97.480625,97.652000,know,I,+,u-25-1
sw3862A-ms98-a-0029,107.962625,108.483125,right,B,b,u-27-1
sw3862A-ms98-a-0031,115.904750,116.324125,um-hum,B,b,u-29-1
sw3862A-ms98-a-0033,127.911750,128.333875,um-hum,B,b,u-31-1
sw3862A-ms98-a-0035,145.733250,146.205125,um-hum,B,b,u-33-1
sw3862A-ms98-a-0035,147.117875,147.311625,and,B,sv,u-33-2
sw3862A-ms98-a-0035,147.311625,147.533875,a[nother]-,I,sv,u-33-2
sw3862A-ms98-a-0035,147.533875,147.993250,another,I,sv,u-33-2
sw3862A-ms98-a-0035,147.993250,148.293250,thing,I,sv,u-33-2
sw3862A-ms98-a-0035,148.293250,148.393250,to,I,sv,u-33-2
sw3862A-ms98-a-0035,148.393250,148.643250,think,I,sv,u-33-2
sw3862A-ms98-a-0035,148.643250,149.093250,about,I,sv,u-33-2
sw3862A-ms98-a-0035,149.253250,149.692125,um,I,sv,u-33-2
sw3862A-ms98-a-0035,149.921875,150.083250,on,I,sv,u-33-2
sw3862A-ms98-a-0035,150.083250,150.163250,the,I,sv,u-33-2
sw3862A-ms98-a-0035,150.163250,150.843250,positive,I,sv,u-33-2
sw3862A-ms98-a-0035,150.843250,151.183250,side,I,sv,u-33-2
sw3862A-ms98-a-0035,151.183250,151.313250,of,I,sv,u-33-2
sw3862A-ms98-a-0035,151.313250,151.393250,the,I,sv,u-33-2
sw3862A-ms98-a-0035,151.393250,151.823250,nursing,I,sv,u-33-2
sw3862A-ms98-a-0035,151.823250,152.223500,homes,I,sv,u-33-2
sw3862A-ms98-a-0035,152.223500,152.473250,there,O,,
sw3862A-ms98-a-0036,153.443000,153.523000,i,B,sd,u-33-3
sw3862A-ms98-a-0036,153.523000,153.823000,used,I,sd,u-33-3
sw3862A-ms98-a-0036,153.823000,154.010250,to,I,sd,u-33-3
sw3862A-ms98-a-0036,154.010250,154.417000,work,I,sd,u-33-3
sw3862A-ms98-a-0036,154.417000,154.827375,uh,I,sd,u-33-3
sw3862A-ms98-a-0036,155.497750,155.693000,in,I,sd,u-33-3
sw3862A-ms98-a-0036,155.693000,155.813000,one,I,sd,u-33-3
sw3862A-ms98-a-0036,155.813000,155.893000,of,I,sd,u-33-3
sw3862A-ms98-a-0036,155.893000,155.993000,the,I,sd,u-33-3
sw3862A-ms98-a-0036,155.993000,156.673000,offices,I,sd,u-33-3
sw3862A-ms98-a-0036,156.673000,156.843000,in,I,sd,u-33-3
sw3862A-ms98-a-0036,156.843000,156.913000,a,I,sd,u-33-3
sw3862A-ms98-a-0036,156.913000,157.373000,nursing,I,sd,u-33-3
sw3862A-ms98-a-0036,157.373000,157.763000,home,I,sd,u-33-3
sw3862A-ms98-a-0036,157.763000,157.933000,and,B,sd,u-35-1
sw3862A-ms98-a-0036,157.933000,158.003000,i,I,sd,u-35-1
sw3862A-ms98-a-0036,158.003000,158.263000,got,I,sd,u-35-1
sw3862A-ms98-a-0036,158.263000,158.383000,to,I,sd,u-35-1
sw3862A-ms98-a-0036,158.383000,158.603000,see,I,sd,u-35-1
sw3862A-ms98-a-0036,158.603000,158.673000,a,I,sd,u-35-1
sw3862A-ms98-a-0036,158.673000,158.853000,lot,I,sd,u-35-1
sw3862A-ms98-a-0036,158.853000,158.963000,of,I,sd,u-35-1
sw3862A-ms98-a-0036,158.963000,159.033000,the,I,sd,u-35-1
sw3862A-ms98-a-0036,159.033000,159.413000,things,I,sd,u-35-1
sw3862A-ms98-a-0036,159.413000,159.573250,that,I,sd,u-35-1
sw3862A-ms98-a-0036,159.769125,159.923000,that,I,sd,u-35-1
sw3862A-ms98-a-0036,159.923000,160.063000,they,I,sd,u-35-1
sw3862A-ms98-a-0036,160.063000,160.506500,did,I,sd,u-35-1
sw3862A-ms98-a-0037,161.809375,162.171500,they,B,sd,u-37-1
sw3862A-ms98-a-0037,162.171500,162.527625,um,I,sd,u-37-1
sw3862A-ms98-a-0037,163.329875,163.439375,they,I,sd,u-37-1
sw3862A-ms98-a-0037,163.439375,163.629375,had,I,sd,u-37-1
sw3862A-ms98-a-0037,163.629375,163.689375,a,I,sd,u-37-1
sw3862A-ms98-a-0037,163.689375,163.889375,lot,I,sd,u-37-1
sw3862A-ms98-a-0037,163.889375,164.009375,of,I,sd,u-37-1
sw3862A-ms98-a-0037,164.009375,164.975625,crafts,I,sd,u-37-1
sw3862A-ms98-a-0038,165.746875,166.032000,and,B,sd,u-39-2
sw3862A-ms98-a-0038,166.032000,166.132000,they,I,sd,u-39-2
sw3862A-ms98-a-0038,166.132000,166.352000,had,I,sd,u-39-2
sw3862A-ms98-a-0038,166.352000,166.392000,a,I,sd,u-39-2
sw3862A-ms98-a-0038,166.392000,166.602000,lot,I,sd,u-39-2
sw3862A-ms98-a-0038,166.602000,166.752000,of,I,sd,u-39-2
sw3862A-ms98-a-0038,166.752000,167.686125,games,I,sd,u-39-2
sw3862A-ms98-a-0039,168.864375,169.398125,and,B,sd,u-39-3
sw3862A-ms98-a-0039,169.398125,169.770500,uh,I,sd,u-39-3
sw3862A-ms98-a-0039,170.214875,170.348125,they,I,sd,u-39-3
sw3862A-ms98-a-0039,170.348125,170.608125,get,I,sd,u-39-3
sw3862A-ms98-a-0039,170.608125,171.158125,together,I,sd,u-39-3
sw3862A-ms98-a-0039,171.158125,171.278125,and,I,sd,u-39-3
sw3862A-ms98-a-0039,171.278125,171.358125,they,I,sd,u-39-3
sw3862A-ms98-a-0039,171.358125,171.608125,just,I,sd,u-39-3
sw3862A-ms98-a-0039,171.608125,171.911125,do,I,sd,u-39-3
sw3862A-ms98-a-0039,172.287750,172.737625,[vocalized-noise],I,sd,u-39-3
sw3862A-ms98-a-0039,172.737625,172.998125,they,I,sd,u-39-3
sw3862A-ms98-a-0039,172.998125,173.228125,they,I,sd,u-39-3
sw3862A-ms98-a-0039,173.228125,173.458125,do,I,sd,u-39-3
sw3862A-ms98-a-0039,173.458125,173.658125,all,I,sd,u-39-3
sw3862A-ms98-a-0039,173.658125,174.028125,sorts,I,sd,u-39-3
sw3862A-ms98-a-0039,174.028125,174.118125,of,I,sd,u-39-3
sw3862A-ms98-a-0039,174.118125,174.528125,things,I,sd,u-39-3
sw3862A-ms98-a-0039,174.528125,174.618125,and,B,%,u-39-4
sw3862A-ms98-a-0039,174.618125,174.748125,then,I,%,u-39-4
sw3862A-ms98-a-0039,174.748125,174.938125,there's,O,,
sw3862A-ms98-a-0039,174.938125,175.158125,some,B,sd,u-39-5
sw3862A-ms98-a-0039,175.158125,175.238125,o[f]-,I,sd,u-39-5
sw3862A-ms98-a-0039,175.238125,175.471875,some,I,sd,u-39-5
sw3862A-ms98-a-0039,175.471875,175.692750,of,I,sd,u-39-5
sw3862A-ms98-a-0039,175.692750,175.930625,the,I,sd,u-39-5
sw3862A-ms98-a-0039,175.930625,176.182375,uh,I,sd,u-39-5
sw3862A-ms98-a-0040,177.372500,177.421875,the,I,sd,u-39-5
sw3862A-ms98-a-0040,177.421875,177.861875,people,I,sd,u-39-5
sw3862A-ms98-a-0040,177.861875,178.091875,that,I,sd,u-39-5
sw3862A-ms98-a-0040,178.091875,178.293500,are,I,sd,u-39-5
sw3862A-ms98-a-0040,178.455500,178.661875,that,I,sd,u-39-5
sw3862A-ms98-a-0040,178.661875,178.841875,are,I,sd,u-39-5
sw3862A-ms98-a-0040,178.841875,179.231875,in,I,sd,u-39-5
sw3862A-ms98-a-0040,179.231875,179.680000,there,I,sd,u-39-5
sw3862A-ms98-a-0041,180.949250,181.177875,are,I,sd,u-39-5
sw3862A-ms98-a-0041,181.177875,181.377875,real,I,sd,u-39-5
sw3862A-ms98-a-0041,181.377875,181.487875,n[ice]-,I,sd,u-39-5
sw3862A-ms98-a-0041,181.617875,181.727875,you,I,sd,u-39-5
sw3862A-ms98-a-0041,181.727875,181.847875,know,I,sd,u-39-5
sw3862A-ms98-a-0041,181.847875,182.257875,very,I,sd,u-39-5
sw3862A-ms98-a-0041,182.257875,182.507875,very,I,sd,u-39-5
sw3862A-ms98-a-0041,182.507875,182.837875,nice,I,sd,u-39-5
sw3862A-ms98-a-0041,182.837875,182.967875,and,I,sd,u-39-5
sw3862A-ms98-a-0041,182.967875,183.347875,friendly,I,sd,u-39-5
sw3862A-ms98-a-0041,183.347875,183.467875,to,I,sd,u-39-5
sw3862A-ms98-a-0041,183.467875,184.087875,everybody,I,sd,u-39-5
sw3862A-ms98-a-0042,185.734000,186.184000,and,B,sd,u-41-1
sw3862A-ms98-a-0042,186.184000,186.374000,uh,I,sd,u-41-1
sw3862A-ms98-a-0042,186.374000,186.594000,then,I,sd,u-41-1
sw3862A-ms98-a-0042,186.594000,186.774000,there,I,sd,u-41-1
sw3862A-ms98-a-0042,186.774000,186.834000,are,I,sd,u-41-1
sw3862A-ms98-a-0042,186.834000,187.214000,others,I,sd,u-41-1
sw3862A-ms98-a-0042,187.214000,187.374000,that,I,sd,u-41-1
sw3862A-ms98-a-0042,187.374000,187.511500,are,I,sd,u-41-1
sw3862A-ms98-a-0042,187.820375,188.034000,it's,O,,
sw3862A-ms98-a-0042,188.034000,188.094000,a,O,,
sw3862A-ms98-a-0042,188.094000,188.424000,just,O,,
sw3862A-ms98-a-0042,188.424000,188.704000,just,B,sd,u-41-2
sw3862A-ms98-a-0042,188.704000,188.794000,a,I,sd,u-41-2
sw3862A-ms98-a-0042,188.794000,189.234000,job,I,sd,u-41-2
sw3862A-ms98-a-0042,189.234000,189.384000,and,B,sd,u-41-3
sw3862A-ms98-a-0042,189.384000,189.484000,they,I,sd,u-41-3
sw3862A-ms98-a-0042,189.484000,189.748000,just,I,sd,u-41-3
sw3862A-ms98-a-0042,190.418375,190.534000,you,I,sd,u-41-3
sw3862A-ms98-a-0042,190.534000,190.674000,know,I,sd,u-41-3
sw3862A-ms98-a-0042,190.674000,191.012500,wanna,O,,
sw3862A-ms98-a-0042,191.460750,191.724000,go,B,+,u-43-1
sw3862A-ms98-a-0042,191.724000,191.864000,in,I,+,u-43-1
sw3862A-ms98-a-0042,191.864000,192.004000,and,I,+,u-43-1
sw3862A-ms98-a-0042,192.004000,192.124000,do,I,+,u-43-1
sw3862A-ms98-a-0042,192.124000,192.274000,what,I,+,u-43-1
sw3862A-ms98-a-0042,192.274000,192.374000,they,I,+,u-43-1
sw3862A-ms98-a-0042,192.374000,192.514000,have,I,+,u-43-1
sw3862A-ms98-a-0042,192.514000,192.624000,to,I,+,u-43-1
sw3862A-ms98-a-0042,192.624000,192.764000,[laughter-do],I,+,u-43-1
sw3862A-ms98-a-0042,192.764000,192.894000,and,I,+,u-43-1
sw3862A-ms98-a-0042,192.894000,193.054000,get,I,+,u-43-1
sw3862A-ms98-a-0042,193.054000,193.234000,out,I,+,u-43-1
sw3862A-ms98-a-0042,193.234000,193.324000,and,I,+,u-43-1
sw3862A-ms98-a-0042,193.324000,193.474000,go,I,+,u-43-1
sw3862A-ms98-a-0042,193.474000,193.897750,home,I,+,u-43-1
sw3862A-ms98-a-0042,194.681375,195.165125,um,B,sv,u-45-1
sw3862A-ms98-a-0044,196.720250,197.142125,[vocalized-noise],I,sv,u-45-1
sw3862A-ms98-a-0044,197.142125,197.340500,the,I,sv,u-45-1
sw3862A-ms98-a-0044,197.340500,197.461750,the,I,sv,u-45-1
sw3862A-ms98-a-0044,197.461750,197.928625,attitude,I,sv,u-45-1
sw3862A-ms98-a-0044,197.928625,198.028625,of,I,sv,u-45-1
sw3862A-ms98-a-0044,198.028625,198.098625,the,I,sv,u-45-1
sw3862A-ms98-a-0044,198.098625,198.658625,staff,I,sv,u-45-1
sw3862A-ms98-a-0044,198.658625,198.918625,as,I,sv,u-45-1
sw3862A-ms98-a-0044,198.918625,199.038625,you,I,sv,u-45-1
sw3862A-ms98-a-0044,199.038625,199.348625,said,I,sv,u-45-1
sw3862A-ms98-a-0044,199.348625,199.476750,i[s]-,I,sv,u-45-1
sw3862A-ms98-a-0044,199.476750,199.657500,is,I,sv,u-45-1
sw3862A-ms98-a-0044,199.794500,200.038625,is,I,sv,u-45-1
sw3862A-ms98-a-0044,200.038625,200.450625,really,I,sv,u-45-1
sw3862A-ms98-a-0044,200.970500,201.118625,uh,O,,
sw3862A-ms98-a-0044,201.118625,201.428625,very,B,+,u-47-1
sw3862A-ms98-a-0044,201.428625,201.758625,very,I,+,u-47-1
sw3862A-ms98-a-0044,201.758625,202.328625,important,I,+,u-47-1
sw3862A-ms98-a-0046,215.588750,215.978375,right,B,b,u-49-1
sw3862A-ms98-a-0048,229.602000,230.024500,right,B,b,u-51-1
sw3862A-ms98-a-0050,236.378625,236.829125,yeah,B,b,u-53-1
sw3862A-ms98-a-0052,245.849625,246.190375,um,O,,
sw3862A-ms98-a-0052,246.372625,246.749625,yeah,B,b,u-55-1
sw3862A-ms98-a-0054,248.922000,249.443250,well,B,sd,u-57-1
sw3862A-ms98-a-0054,249.586375,249.882875,it's,I,sd,u-57-1
sw3862A-ms98-a-0054,249.882875,250.173500,like,I,sd,u-57-1
sw3862A-ms98-a-0054,250.689500,250.892875,[vocalized-noise],I,sd,u-57-1
sw3862A-ms98-a-0054,250.892875,251.377625,we[ll]-,I,sd,u-57-1
sw3862A-ms98-a-0054,251.377625,251.565875,the,I,sd,u-57-1
sw3862A-ms98-a-0054,251.565875,251.732875,one,I,sd,u-57-1
sw3862A-ms98-a-0054,251.732875,251.882875,that,I,sd,u-57-1
sw3862A-ms98-a-0054,251.882875,252.012875,i,I,sd,u-57-1
sw3862A-ms98-a-0054,252.012875,252.402875,worked,I,sd,u-57-1
sw3862A-ms98-a-0054,252.402875,252.771875,in,I,sd,u-57-1
sw3862A-ms98-a-0054,252.967750,253.332875,um,I,sd,u-57-1
sw3862A-ms98-a-0054,253.782875,253.902875,you,I,sd,u-57-1
sw3862A-ms98-a-0054,253.902875,254.052875,would,I,sd,u-57-1
sw3862A-ms98-a-0054,254.052875,254.322875,see,I,sd,u-57-1
sw3862A-ms98-a-0054,254.322875,254.612875,some,I,sd,u-57-1
sw3862A-ms98-a-0054,254.612875,254.782875,of,I,sd,u-57-1
sw3862A-ms98-a-0054,254.782875,255.092875,them_1,I,sd,u-57-1
sw3862A-ms98-a-0054,255.542875,255.872875,uh,I,sd,u-57-1
sw3862A-ms98-a-0054,255.872875,256.058750,just,I,sd,u-57-1
sw3862A-ms98-a-0056,258.222625,258.482625,like,I,sd,u-57-1
sw3862A-ms98-a-0056,258.482625,258.632625,in,I,sd,u-57-1
sw3862A-ms98-a-0056,258.632625,259.262625,wheelchairs,I,sd,u-57-1
sw3862A-ms98-a-0056,259.262625,259.472625,all,I,sd,u-57-1
sw3862A-ms98-a-0056,259.472625,259.722625,day,I,sd,u-57-1
sw3862A-ms98-a-0056,259.722625,259.932625,they'd,O,,
sw3862A-ms98-a-0056,259.932625,260.342625,just,B,sd,u-57-2
sw3862A-ms98-a-0056,260.342625,260.582625,ro[ll]-,I,sd,u-57-2
sw3862A-ms98-a-0056,260.582625,261.072625,roll,I,sd,u-57-2
sw3862A-ms98-a-0056,261.072625,261.572625,themselves,I,sd,u-57-2
sw3862A-ms98-a-0056,261.572625,261.972625,around,I,sd,u-57-2
sw3862A-ms98-a-0056,261.972625,262.122625,all,I,sd,u-57-2
sw3862A-ms98-a-0056,262.122625,262.312625,over,I,sd,u-57-2
sw3862A-ms98-a-0056,262.312625,262.392625,the,I,sd,u-57-2
sw3862A-ms98-a-0056,262.392625,262.852625,place,I,sd,u-57-2
sw3862A-ms98-a-0056,262.852625,263.071000,and,B,sd,u-57-3
sw3862A-ms98-a-0057,263.790375,263.966500,and,B,+,u-59-1
sw3862A-ms98-a-0057,263.966500,264.106500,they,I,+,u-59-1
sw3862A-ms98-a-0057,264.106500,264.256500,would,I,+,u-59-1
sw3862A-ms98-a-0057,264.256500,264.586500,[emjoy/enjoy],I,+,u-59-1
sw3862A-ms98-a-0057,264.586500,265.046500,enjoy,I,+,u-59-1
sw3862A-ms98-a-0057,265.046500,265.496500,themselves,I,+,u-59-1
sw3862A-ms98-a-0057,265.496500,265.686500,with,I,+,u-59-1
sw3862A-ms98-a-0057,265.686500,266.396500,activities,I,+,u-59-1
sw3862A-ms98-a-0057,266.396500,266.496500,and,B,sd,u-59-2
sw3862A-ms98-a-0057,266.496500,266.666500,then,I,sd,u-59-2
sw3862A-ms98-a-0057,266.666500,266.756500,you,I,sd,u-59-2
sw3862A-ms98-a-0057,266.756500,266.906500,would,I,sd,u-59-2
sw3862A-ms98-a-0057,266.906500,267.236500,see,I,sd,u-59-2
sw3862A-ms98-a-0057,267.486500,267.706500,see,I,sd,u-59-2
