sw2303A-ms98-a-0002,3.422250,4.102000,yes,B,aa,u-2-1
sw2303A-ms98-a-0010,40.443625,40.843625,candidate,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,40.843625,40.903625,i,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,40.903625,41.143625,still,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.143625,41.363625,think,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.363625,41.453625,they're,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.453625,41.553625,not,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.553625,41.673625,going,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.673625,41.743625,to,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.743625,41.983625,win,I,sd(^q),u-8-3
sw2303A-ms98-a-0010,41.983625,42.133625,so,B,qh,u-8-4
sw2303A-ms98-a-0010,42.133625,42.253625,some,I,qh,u-8-4
sw2303A-ms98-a-0010,42.253625,42.393625,are,I,qh,u-8-4
sw2303A-ms98-a-0010,42.393625,42.553625,saying,I,qh,u-8-4
sw2303A-ms98-a-0010,42.553625,43.083625,Dukakis,I,qh,u-8-4
sw2303A-ms98-a-0010,43.083625,43.163625,is,I,qh,u-8-4
sw2303A-ms98-a-0010,43.163625,43.423625,certainly,I,qh,u-8-4
sw2303A-ms98-a-0010,43.423625,43.553625,not,I,qh,u-8-4
sw2303A-ms98-a-0010,43.553625,43.673625,going,I,qh,u-8-4
sw2303A-ms98-a-0010,43.673625,43.733625,to,I,qh,u-8-4
sw2303A-ms98-a-0010,43.733625,44.053875,win,I,qh,u-8-4
sw2303A-ms98-a-0010,44.321250,44.483625,why,I,qh,u-8-4
sw2303A-ms98-a-0010,44.483625,44.693625,bother,I,qh,u-8-4
sw2303A-ms98-a-0010,44.693625,44.933625,voting,I,qh,u-8-4
sw2303A-ms98-a-0010,44.933625,45.103625,for,I,qh,u-8-4
sw2303A-ms98-a-0010,45.103625,45.313625,him,I,qh,u-8-4
sw2303A-ms98-a-0010,46.066625,46.531625,so,B,sv,u-8-5
sw2303A-ms98-a-0011,47.698875,47.778875,i,I,sv,u-8-5
sw2303A-ms98-a-0011,47.778875,47.968000,thi[nk]-,I,sv,u-8-5
sw2303A-ms98-a-0011,47.968000,48.183250,i,I,sv,u-8-5
sw2303A-ms98-a-0011,48.183250,48.334625,i,I,sv,u-8-5
sw2303A-ms98-a-0011,48.334625,48.498875,think,I,sv,u-8-5
sw2303A-ms98-a-0011,48.498875,48.728875,that's,I,sv,u-8-5
sw2303A-ms98-a-0011,48.728875,48.788875,a,I,sv,u-8-5
sw2303A-ms98-a-0011,48.788875,49.088875,big,I,sv,u-8-5
sw2303A-ms98-a-0011,49.088875,49.338875,uh,I,sv,u-8-5
sw2303A-ms98-a-0011,49.528875,49.568875,a,I,sv,u-8-5
sw2303A-ms98-a-0011,49.568875,49.858875,big,I,sv,u-8-5
sw2303A-ms98-a-0011,50.308875,50.348875,a,I,sv,u-8-5
sw2303A-ms98-a-0011,50.348875,50.518875,big,I,sv,u-8-5
sw2303A-ms98-a-0011,50.518875,50.758875,reason,I,sv,u-8-5
sw2303A-ms98-a-0011,50.758875,50.978875,for,I,sv,u-8-5
sw2303A-ms98-a-0011,50.978875,51.058875,it,I,sv,u-8-5
sw2303A-ms98-a-0011,51.198875,51.278875,how,B,qo,u-8-6
sw2303A-ms98-a-0011,51.278875,51.448875,about_1,O,,
sw2303A-ms98-a-0013,64.018125,64.345375,um,B,aa,u-10-1
sw2303A-ms98-a-0013,64.345375,64.560375,that's,I,aa,u-10-1
sw2303A-ms98-a-0013,64.560375,64.858000,true,I,aa,u-10-1
sw2303A-ms98-a-0013,64.858000,65.145375,actually,B,sd,u-10-2
sw2303A-ms98-a-0013,65.145375,65.175375,i,I,sd,u-10-2
sw2303A-ms98-a-0013,65.175375,65.375375,never,I,sd,u-10-2
sw2303A-ms98-a-0013,65.375375,65.535375,thought,I,sd,u-10-2
sw2303A-ms98-a-0013,65.535375,65.775375,about,I,sd,u-10-2
sw2303A-ms98-a-0013,65.775375,65.965375,that,I,sd,u-10-2
sw2303A-ms98-a-0013,65.965375,66.175375,that,B,aa,u-10-3
sw2303A-ms98-a-0013,66.175375,66.435375,that's,I,aa,u-10-3
sw2303A-ms98-a-0013,66.435375,66.465375,a,I,aa,u-10-3
sw2303A-ms98-a-0013,66.465375,66.565375,good,I,aa,u-10-3
sw2303A-ms98-a-0013,66.565375,66.732000,rea[son]-,O,,
sw2303A-ms98-a-0015,77.159375,77.409375,that's,B,aa,u-12-1
sw2303A-ms98-a-0015,77.409375,77.695625,true,I,aa,u-12-1
sw2303A-ms98-a-0015,77.990250,78.291125,that's,B,aa^r,u-12-2
sw2303A-ms98-a-0015,78.291125,78.685875,true,I,aa^r,u-12-2
sw2303A-ms98-a-0017,83.168375,83.498375,um-hum,B,b,u-14-1
sw2303A-ms98-a-0017,83.498375,83.777375,that,O,,
sw2303A-ms98-a-0019,85.391875,85.506250,i,B,sv,u-16-1
sw2303A-ms98-a-0019,85.506250,85.652875,think,I,sv,u-16-1
sw2303A-ms98-a-0019,85.652875,85.761875,on,I,sv,u-16-1
sw2303A-ms98-a-0019,85.761875,85.831875,the,I,sv,u-16-1
sw2303A-ms98-a-0019,85.831875,86.131875,local,I,sv,u-16-1
sw2303A-ms98-a-0019,86.131875,86.561875,elections,I,sv,u-16-1
sw2303A-ms98-a-0019,86.561875,86.661875,it's,I,sv,u-16-1
sw2303A-ms98-a-0019,86.661875,87.201875,actually,I,sv,u-16-1
sw2303A-ms98-a-0019,87.201875,87.581875,um,I,sv,u-16-1
sw2303A-ms98-a-0019,88.011875,88.051875,i,B,sv,u-16-2
sw2303A-ms98-a-0019,88.051875,88.261125,think,I,sv,u-16-2
sw2303A-ms98-a-0019,88.845000,89.341875,um,I,sv,u-16-2
sw2303A-ms98-a-0019,89.471875,89.501875,i,I,sv,u-16-2
sw2303A-ms98-a-0019,89.501875,89.721875,think,I,sv,u-16-2
sw2303A-ms98-a-0019,89.721875,90.101875,people,I,sv,u-16-2
sw2303A-ms98-a-0019,90.101875,90.541875,vote,I,sv,u-16-2
sw2303A-ms98-a-0019,90.541875,90.691875,in,I,sv,u-16-2
sw2303A-ms98-a-0019,90.691875,90.761875,the,I,sv,u-16-2
sw2303A-ms98-a-0019,90.761875,91.291875,larger,I,sv,u-16-2
sw2303A-ms98-a-0019,91.291875,92.071875,elections,I,sv,u-16-2
sw2303A-ms98-a-0019,92.071875,92.711875,because,I,sv,u-16-2
sw2303A-ms98-a-0020,93.167375,93.287375,they,I,sv,u-16-2
sw2303A-ms98-a-0020,93.287375,93.517375,feel,I,sv,u-16-2
sw2303A-ms98-a-0020,93.517375,93.757375,like,I,sv,u-16-2
sw2303A-ms98-a-0020,93.757375,93.947375,well,I,sv,u-16-2
sw2303A-ms98-a-0020,93.947375,94.017375,you,I,sv,u-16-2
sw2303A-ms98-a-0020,94.017375,94.117375,know,I,sv,u-16-2
sw2303A-ms98-a-0020,94.117375,94.177375,the,I,sv,u-16-2
sw2303A-ms98-a-0020,94.177375,94.587375,country's,I,sv,u-16-2
sw2303A-ms98-a-0020,94.587375,94.757375,real,I,sv,u-16-2
sw2303A-ms98-a-0020,94.757375,95.247375,important,I,sv,u-16-2
sw2303A-ms98-a-0020,95.247375,95.377375,and,B,sv,u-16-3
sw2303A-ms98-a-0020,95.377375,95.437375,you,I,sv,u-16-3
sw2303A-ms98-a-0020,95.437375,95.597375,know,I,sv,u-16-3
sw2303A-ms98-a-0020,95.597375,95.717375,if,I,sv,u-16-3
sw2303A-ms98-a-0020,95.717375,95.787375,i,I,sv,u-16-3
sw2303A-ms98-a-0020,95.787375,95.917375,el[ect]-,I,sv,u-16-3
sw2303A-ms98-a-0020,95.917375,96.127375,if,I,sv,u-16-3
sw2303A-ms98-a-0020,96.127375,96.197375,we,I,sv,u-16-3
sw2303A-ms98-a-0020,96.197375,96.377375,help,I,sv,u-16-3
sw2303A-ms98-a-0020,96.377375,96.617375,elect,I,sv,u-16-3
sw2303A-ms98-a-0020,96.617375,96.657375,a,I,sv,u-16-3
sw2303A-ms98-a-0020,96.657375,97.037375,president,I,sv,u-16-3
sw2303A-ms98-a-0020,97.037375,97.127375,who's,I,sv,u-16-3
sw2303A-ms98-a-0020,97.127375,97.277375,going,I,sv,u-16-3
sw2303A-ms98-a-0020,97.277375,97.347375,to,I,sv,u-16-3
sw2303A-ms98-a-0020,97.347375,97.597375,save,I,sv,u-16-3
sw2303A-ms98-a-0020,97.597375,97.837375,us,I,sv,u-16-3
sw2303A-ms98-a-0020,97.837375,97.947375,then,I,sv,u-16-3
sw2303A-ms98-a-0020,97.947375,98.097375,the,I,sv,u-16-3
sw2303A-ms98-a-0020,98.097375,98.227375,then,I,sv,u-16-3
sw2303A-ms98-a-0020,98.227375,98.287375,the,I,sv,u-16-3
sw2303A-ms98-a-0020,98.287375,98.437375,whole,I,sv,u-16-3
sw2303A-ms98-a-0020,98.437375,98.687375,country,I,sv,u-16-3
sw2303A-ms98-a-0020,98.687375,98.777375,will,I,sv,u-16-3
sw2303A-ms98-a-0020,98.777375,98.877375,be,I,sv,u-16-3
sw2303A-ms98-a-0020,98.877375,99.217375,saved,I,sv,u-16-3
sw2303A-ms98-a-0020,99.617375,99.737375,but,B,sv,u-16-4
sw2303A-ms98-a-0020,99.737375,99.807375,they,I,sv,u-16-4
sw2303A-ms98-a-0020,99.807375,100.107375,figure,I,sv,u-16-4
sw2303A-ms98-a-0020,100.107375,100.407375,local,I,sv,u-16-4
sw2303A-ms98-a-0020,100.407375,100.857375,elections,I,sv,u-16-4
sw2303A-ms98-a-0020,100.857375,101.037375,don't,I,sv,u-16-4
sw2303A-ms98-a-0020,101.037375,101.357375,mean,I,sv,u-16-4
sw2303A-ms98-a-0020,101.357375,101.587375,that,I,sv,u-16-4
sw2303A-ms98-a-0020,101.587375,101.897375,much,I,sv,u-16-4
sw2303A-ms98-a-0020,101.897375,101.967375,i,I,sv,u-16-4
sw2303A-ms98-a-0020,101.967375,102.487375,suspect,I,sv,u-16-4
sw2303A-ms98-a-0020,102.487375,102.607375,so,B,sv,u-16-5
sw2303A-ms98-a-0020,102.607375,102.907375,people,I,sv,u-16-5
sw2303A-ms98-a-0020,102.907375,103.137375,don't,I,sv,u-16-5
sw2303A-ms98-a-0020,103.137375,103.307375,really,I,sv,u-16-5
sw2303A-ms98-a-0020,103.307375,103.617375,worry,I,sv,u-16-5
sw2303A-ms98-a-0020,103.617375,103.887375,about,I,sv,u-16-5
sw2303A-ms98-a-0020,103.887375,103.987375,their,I,sv,u-16-5
sw2303A-ms98-a-0020,103.987375,104.464125,local,I,sv,u-16-5
sw2303A-ms98-a-0020,105.063000,105.347375,mayor,I,sv,u-16-5
sw2303A-ms98-a-0020,105.347375,105.557375,or,I,sv,u-16-5
sw2303A-ms98-a-0020,105.557375,105.917375,something,I,sv,u-16-5
sw2303A-ms98-a-0020,105.917375,106.417375,figuring,I,sv,u-16-5
sw2303A-ms98-a-0020,106.417375,106.607375,that,I,sv,u-16-5
sw2303A-ms98-a-0020,106.607375,106.717375,you,I,sv,u-16-5
sw2303A-ms98-a-0020,106.717375,106.993625,know,I,sv,u-16-5
sw2303A-ms98-a-0021,107.664000,107.854000,um,I,sv,u-16-5
sw2303A-ms98-a-0021,107.924000,108.014000,and,I,sv,u-16-5
sw2303A-ms98-a-0021,108.014000,108.086875,i,I,sv,u-16-5
sw2303A-ms98-a-0021,108.086875,108.268250,think,I,sv,u-16-5
sw2303A-ms98-a-0021,108.268250,108.834000,wrongly,I,sv,u-16-5
sw2303A-ms98-a-0021,108.834000,109.424000,figuring,I,sv,u-16-5
sw2303A-ms98-a-0021,109.424000,109.694000,that,I,sv,u-16-5
sw2303A-ms98-a-0021,110.134000,110.364000,that,I,sv,u-16-5
sw2303A-ms98-a-0021,110.364000,110.724000,well,I,sv,u-16-5
sw2303A-ms98-a-0021,110.724000,110.914000,what,I,sv,u-16-5
sw2303A-ms98-a-0021,110.914000,111.044000,good,I,sv,u-16-5
sw2303A-ms98-a-0021,111.044000,111.164000,is,I,sv,u-16-5
sw2303A-ms98-a-0021,111.164000,111.394000,another,I,sv,u-16-5
sw2303A-ms98-a-0021,111.394000,111.624000,mayor,I,sv,u-16-5
sw2303A-ms98-a-0021,111.624000,111.744000,going,I,sv,u-16-5
sw2303A-ms98-a-0021,111.744000,111.804000,to,I,sv,u-16-5
sw2303A-ms98-a-0021,111.804000,111.904000,do,I,sv,u-16-5
sw2303A-ms98-a-0021,111.904000,112.174000,anyway,I,sv,u-16-5
sw2303A-ms98-a-0021,112.174000,112.464000,because,I,sv,u-16-5
sw2303A-ms98-a-0021,112.464000,112.574000,our,I,sv,u-16-5
sw2303A-ms98-a-0021,112.574000,112.894000,federal,I,sv,u-16-5
sw2303A-ms98-a-0021,112.894000,113.304000,taxes,I,sv,u-16-5
sw2303A-ms98-a-0021,113.304000,113.414000,are,I,sv,u-16-5
sw2303A-ms98-a-0021,113.414000,113.594000,more,I,sv,u-16-5
sw2303A-ms98-a-0021,113.594000,114.024000,important,I,sv,u-16-5
sw2303A-ms98-a-0021,114.024000,114.194000,right,I,sv,u-16-5
sw2303A-ms98-a-0021,114.194000,114.544000,now,I,sv,u-16-5
sw2303A-ms98-a-0021,114.544000,114.714000,and,I,sv,u-16-5
sw2303A-ms98-a-0021,114.714000,114.774000,you,I,sv,u-16-5
sw2303A-ms98-a-0021,114.774000,115.074000,know,I,sv,u-16-5
sw2303A-ms98-a-0021,115.074000,115.194000,and,I,sv,u-16-5
sw2303A-ms98-a-0021,115.194000,115.424000,stuff,I,sv,u-16-5
sw2303A-ms98-a-0021,115.424000,115.584000,like,I,sv,u-16-5
sw2303A-ms98-a-0021,115.584000,115.854000,that,I,sv,u-16-5
sw2303A-ms98-a-0021,116.334000,116.394000,so,B,sv,u-16-6
sw2303A-ms98-a-0021,116.394000,116.624000,people,I,sv,u-16-6
sw2303A-ms98-a-0021,116.624000,116.884000,think,I,sv,u-16-6
sw2303A-ms98-a-0021,116.884000,117.094000,that,I,sv,u-16-6
sw2303A-ms98-a-0021,117.094000,117.374000,that,I,sv,u-16-6
sw2303A-ms98-a-0021,117.374000,117.514000,that,I,sv,u-16-6
sw2303A-ms98-a-0021,117.514000,117.594000,they,I,sv,u-16-6
sw2303A-ms98-a-0021,117.594000,117.794000,don't,I,sv,u-16-6
sw2303A-ms98-a-0021,117.794000,118.265625,have,I,sv,u-16-6
sw2303A-ms98-a-0022,119.036875,119.436875,um,I,sv,u-16-6
sw2303A-ms98-a-0022,120.056875,120.236875,that,I,sv,u-16-6
sw2303A-ms98-a-0022,120.236875,120.396875,that,I,sv,u-16-6
sw2303A-ms98-a-0022,120.396875,120.456875,it,I,sv,u-16-6
sw2303A-ms98-a-0022,120.456875,120.676875,does[n't]-,I,sv,u-16-6
sw2303A-ms98-a-0022,120.676875,120.896875,doesn't,I,sv,u-16-6
sw2303A-ms98-a-0022,120.896875,121.136875,matter,I,sv,u-16-6
sw2303A-ms98-a-0022,121.136875,121.256875,as,I,sv,u-16-6
sw2303A-ms98-a-0022,121.256875,121.586875,much,I,sv,u-16-6
sw2303A-ms98-a-0022,121.586875,121.796875,whereas,I,sv,u-16-6
sw2303A-ms98-a-0022,121.796875,121.856875,i,I,sv,u-16-6
sw2303A-ms98-a-0022,121.856875,122.026875,think,I,sv,u-16-6
sw2303A-ms98-a-0022,122.026875,122.116875,it's,I,sv,u-16-6
sw2303A-ms98-a-0022,122.116875,122.522125,probably,I,sv,u-16-6
sw2303A-ms98-a-0022,122.522125,122.676500,just,I,sv,u-16-6
sw2303A-ms98-a-0022,122.676500,122.836875,the,I,sv,u-16-6
sw2303A-ms98-a-0022,122.836875,123.176875,opposite,I,sv,u-16-6
sw2303A-ms98-a-0022,123.176875,123.306875,is,I,sv,u-16-6
sw2303A-ms98-a-0022,123.306875,123.639625,true,I,sv,u-16-6
sw2303A-ms98-a-0023,124.478875,124.528875,i,B,sv,u-16-7
sw2303A-ms98-a-0023,124.528875,124.658875,think,I,sv,u-16-7
sw2303A-ms98-a-0023,124.658875,124.748875,it's,I,sv,u-16-7
sw2303A-ms98-a-0023,124.748875,125.058875,probably,I,sv,u-16-7
sw2303A-ms98-a-0023,125.058875,125.118875,the,I,sv,u-16-7
sw2303A-ms98-a-0023,125.118875,125.398875,case,I,sv,u-16-7
sw2303A-ms98-a-0023,125.398875,125.488875,that,I,sv,u-16-7
sw2303A-ms98-a-0023,125.488875,125.698875,people,I,sv,u-16-7
sw2303A-ms98-a-0023,125.698875,125.808875,could,I,sv,u-16-7
sw2303A-ms98-a-0023,125.808875,125.958875,have,I,sv,u-16-7
sw2303A-ms98-a-0023,125.958875,126.128875,more,I,sv,u-16-7
sw2303A-ms98-a-0023,126.128875,126.438875,effect,I,sv,u-16-7
sw2303A-ms98-a-0023,126.438875,126.508875,on,I,sv,u-16-7
sw2303A-ms98-a-0023,126.508875,126.558875,a,I,sv,u-16-7
sw2303A-ms98-a-0023,126.558875,126.858875,local,I,sv,u-16-7
sw2303A-ms98-a-0023,126.858875,127.238875,level,I,sv,u-16-7
sw2303A-ms98-a-0025,140.132000,140.428375,uh,B,b,u-18-1
sw2303A-ms98-a-0027,149.422000,149.799125,right,B,b,u-20-1
sw2303A-ms98-a-0029,153.401625,153.633625,um,B,b,u-22-1
sw2303A-ms98-a-0031,166.282250,166.572250,right,B,b,u-24-1
sw2303A-ms98-a-0031,166.572250,166.942250,but,B,%,u-24-2
sw2303A-ms98-a-0033,170.251625,170.351625,yeah,B,b,u-26-1
sw2303A-ms98-a-0033,170.351625,170.581625,that,O,,
sw2303A-ms98-a-0033,170.771625,171.001625,that's,B,sd,u-26-2
sw2303A-ms98-a-0033,171.001625,171.521625,possible,I,sd,u-26-2
sw2303A-ms98-a-0033,171.521625,171.660750,i,B,sv,u-26-3
sw2303A-ms98-a-0033,171.660750,171.831625,still,I,sv,u-26-3
sw2303A-ms98-a-0033,171.831625,172.081625,think,I,sv,u-26-3
sw2303A-ms98-a-0033,172.081625,172.301625,that,I,sv,u-26-3
sw2303A-ms98-a-0033,172.301625,172.391625,that,I,sv,u-26-3
sw2303A-ms98-a-0033,172.391625,172.451625,a,I,sv,u-26-3
sw2303A-ms98-a-0033,172.451625,172.611625,lot,I,sv,u-26-3
sw2303A-ms98-a-0033,172.611625,172.701625,of,I,sv,u-26-3
sw2303A-ms98-a-0033,172.701625,172.911625,those,I,sv,u-26-3
sw2303A-ms98-a-0033,172.911625,173.211625,people,I,sv,u-26-3
sw2303A-ms98-a-0033,173.211625,173.271625,are,I,sv,u-26-3
sw2303A-ms98-a-0033,173.271625,173.361625,the,I,sv,u-26-3
sw2303A-ms98-a-0033,173.361625,173.611625,ones,I,sv,u-26-3
sw2303A-ms98-a-0033,173.611625,173.751625,who,I,sv,u-26-3
sw2303A-ms98-a-0033,173.751625,174.021625,really,I,sv,u-26-3
sw2303A-ms98-a-0033,174.021625,174.301625,think,I,sv,u-26-3
sw2303A-ms98-a-0033,174.301625,174.441625,that,I,sv,u-26-3
sw2303A-ms98-a-0033,174.441625,174.561625,their,I,sv,u-26-3
sw2303A-ms98-a-0033,174.561625,174.851625,votes,I,sv,u-26-3
sw2303A-ms98-a-0033,174.851625,175.041625,don't,I,sv,u-26-3
sw2303A-ms98-a-0033,175.041625,175.161625,make,I,sv,u-26-3
sw2303A-ms98-a-0033,175.161625,175.211625,a,I,sv,u-26-3
sw2303A-ms98-a-0033,175.211625,175.561625,difference,I,sv,u-26-3
sw2303A-ms98-a-0033,175.561625,175.661625,though,I,sv,u-26-3
sw2303A-ms98-a-0033,175.661625,175.771625,as,I,sv,u-26-3
sw2303A-ms98-a-0033,175.771625,176.071625,well,I,sv,u-26-3
sw2303A-ms98-a-0034,176.534125,176.604125,i,B,sv(^q),u-26-4
sw2303A-ms98-a-0034,176.604125,176.724125,think,I,sv(^q),u-26-4
sw2303A-ms98-a-0034,176.724125,176.824125,it's,I,sv(^q),u-26-4
sw2303A-ms98-a-0034,176.824125,176.964125,those,I,sv(^q),u-26-4
sw2303A-ms98-a-0034,176.964125,177.154125,same,I,sv(^q),u-26-4
sw2303A-ms98-a-0034,177.154125,177.494125,people,I,sv(^q),u-26-4
sw2303A-ms98-a-0034,177.494125,177.574125,who,I,sv(^q),u-26-4
sw2303A-ms98-a-0034,177.574125,177.774125,don't,I,sv(^q),u-26-4
