sw2917B-ms98-a-0002,2.970250,3.490250,oh,B,b,u-2-1
sw2917B-ms98-a-0005,27.475750,27.885750,{maxed},I,sd,u-10-1
sw2917B-ms98-a-0005,27.885750,28.185750,out,I,sd,u-10-1
sw2917B-ms98-a-0007,35.136625,35.616625,yeah,B,aa,u-12-1
sw2917B-ms98-a-0007,35.616625,35.786625,we,B,sd,u-12-2
sw2917B-ms98-a-0007,35.786625,36.106625,had,I,sd,u-12-2
sw2917B-ms98-a-0007,36.106625,36.365875,cre[dit]-,I,sd,u-12-2
sw2917B-ms98-a-0007,36.365875,36.606625,i,I,sd,u-12-2
sw2917B-ms98-a-0007,36.606625,36.886625,had,I,sd,u-12-2
sw2917B-ms98-a-0007,36.886625,37.740125,probably,I,sd,u-12-2
sw2917B-ms98-a-0007,38.217250,38.526625,twenty,I,sd,u-12-2
sw2917B-ms98-a-0007,38.526625,38.856625,credit,I,sd,u-12-2
sw2917B-ms98-a-0007,38.856625,39.441250,cards,I,sd,u-12-2
sw2917B-ms98-a-0008,40.210000,40.620000,um,O,,
sw2917B-ms98-a-0008,40.620000,41.248500,for,B,+,u-14-1
sw2917B-ms98-a-0008,41.591250,41.750000,i,B,sd,u-14-2
sw2917B-ms98-a-0008,41.750000,42.192000,had,I,sd,u-14-2
sw2917B-ms98-a-0008,42.192000,42.310000,i,I,sd,u-14-2
sw2917B-ms98-a-0008,42.310000,42.550000,had,I,sd,u-14-2
sw2917B-ms98-a-0008,42.550000,42.620000,an,I,sd,u-14-2
sw2917B-ms98-a-0008,42.620000,42.940000,American,I,sd,u-14-2
sw2917B-ms98-a-0008,42.940000,43.640000,Express,I,sd,u-14-2
sw2917B-ms98-a-0008,43.640000,44.320000,American,I,sd,u-14-2
sw2917B-ms98-a-0008,44.320000,44.950000,Express,I,sd,u-14-2
sw2917B-ms98-a-0008,44.950000,45.469750,Gold,I,sd,u-14-2
sw2917B-ms98-a-0008,45.854000,45.960000,an,I,sd,u-14-2
sw2917B-ms98-a-0008,45.960000,46.728500,Optima,I,sd,u-14-2
sw2917B-ms98-a-0008,47.195500,47.410000,all,I,sd,u-14-2
sw2917B-ms98-a-0008,47.410000,47.490000,the,I,sd,u-14-2
sw2917B-ms98-a-0008,47.490000,47.830000,different,I,sd,u-14-2
sw2917B-ms98-a-0008,47.830000,48.350000,department,I,sd,u-14-2
sw2917B-ms98-a-0008,48.350000,49.002250,stores,I,sd,u-14-2
sw2917B-ms98-a-0008,49.382625,50.036000,um,I,sd,u-14-2
sw2917B-ms98-a-0009,51.007125,51.254500,two,I,sd,u-14-2
sw2917B-ms98-a-0009,51.254500,51.924500,Visas,I,sd,u-14-2
sw2917B-ms98-a-0009,51.924500,52.114500,two,I,sd,u-14-2
sw2917B-ms98-a-0009,52.114500,53.104500,MasterCards,I,sd,u-14-2
sw2917B-ms98-a-0009,53.104500,53.769125,[laughter],O,,
sw2917B-ms98-a-0010,54.715625,54.795625,i,B,sd,u-16-1
sw2917B-ms98-a-0010,54.795625,54.985625,mean,I,sd,u-16-1
sw2917B-ms98-a-0010,54.985625,55.085625,i,I,sd,u-16-1
sw2917B-ms98-a-0010,55.085625,55.713250,had,I,sd,u-16-1
sw2917B-ms98-a-0010,56.044750,56.245625,any,B,sd,u-16-2
sw2917B-ms98-a-0010,56.245625,56.485625,time,I,sd,u-16-2
sw2917B-ms98-a-0010,56.485625,57.015625,anybody,I,sd,u-16-2
sw2917B-ms98-a-0010,57.015625,57.506500,would,I,sd,u-16-2
sw2917B-ms98-a-0011,58.171250,58.291250,you,I,sd,u-16-2
sw2917B-ms98-a-0011,58.291250,58.481250,know,I,sd,u-16-2
sw2917B-ms98-a-0011,58.481250,58.751250,send,I,sd,u-16-2
sw2917B-ms98-a-0011,58.751250,58.821250,me,I,sd,u-16-2
sw2917B-ms98-a-0011,58.821250,58.881250,an,I,sd,u-16-2
sw2917B-ms98-a-0011,58.881250,59.841250,application,I,sd,u-16-2
sw2917B-ms98-a-0011,59.841250,59.941250,you,I,sd,u-16-2
sw2917B-ms98-a-0011,59.941250,60.171250,know,I,sd,u-16-2
sw2917B-ms98-a-0011,60.171250,60.831250,preapproved,I,sd,u-16-2
sw2917B-ms98-a-0011,60.831250,60.931250,or,I,sd,u-16-2
sw2917B-ms98-a-0011,60.931250,61.471250,whatever,I,sd,u-16-2
sw2917B-ms98-a-0011,61.471250,61.611250,i,I,sd,u-16-2
sw2917B-ms98-a-0011,61.611250,61.851250,went,I,sd,u-16-2
sw2917B-ms98-a-0011,61.851250,61.951250,i,I,sd,u-16-2
sw2917B-ms98-a-0011,61.951250,62.241250,took,I,sd,u-16-2
sw2917B-ms98-a-0011,62.241250,62.507500,it,I,sd,u-16-2
sw2917B-ms98-a-0011,62.812625,63.001250,and,B,sd,u-16-3
sw2917B-ms98-a-0011,63.001250,63.141250,it,I,sd,u-16-3
sw2917B-ms98-a-0011,63.141250,63.441250,really,I,sd,u-16-3
sw2917B-ms98-a-0011,63.441250,64.116875,ended,I,sd,u-16-3
sw2917B-ms98-a-0011,64.320250,64.601250,up,I,sd,u-16-3
sw2917B-ms98-a-0011,64.601250,64.931250,getting,I,sd,u-16-3
sw2917B-ms98-a-0011,64.931250,65.071250,us,I,sd,u-16-3
sw2917B-ms98-a-0011,65.071250,65.161250,in,I,sd,u-16-3
sw2917B-ms98-a-0011,65.161250,65.341250,some,I,sd,u-16-3
sw2917B-ms98-a-0011,65.341250,65.481250,real,I,sd,u-16-3
sw2917B-ms98-a-0011,65.481250,65.871250,serious,I,sd,u-16-3
sw2917B-ms98-a-0011,65.871250,66.461250,trouble,I,sd,u-16-3
sw2917B-ms98-a-0012,67.171500,67.751500,um,B,sv,u-18-1
sw2917B-ms98-a-0013,68.440125,68.947750,because,I,sv,u-18-1
sw2917B-ms98-a-0013,68.947750,69.330125,see,I,sv,u-18-1
sw2917B-ms98-a-0013,69.330125,69.450125,the,I,sv,u-18-1
sw2917B-ms98-a-0013,69.450125,69.842000,more,I,sv,u-18-1
sw2917B-ms98-a-0013,69.842000,70.010125,the,I,sv,u-18-1
sw2917B-ms98-a-0013,70.010125,70.200125,more,I,sv,u-18-1
sw2917B-ms98-a-0013,70.200125,70.470125,credit,I,sv,u-18-1
sw2917B-ms98-a-0013,70.470125,70.730125,cards,I,sv,u-18-1
sw2917B-ms98-a-0013,70.730125,70.870125,you,I,sv,u-18-1
sw2917B-ms98-a-0013,70.870125,71.405625,have,I,sv,u-18-1
sw2917B-ms98-a-0013,71.405625,71.630125,the,I,sv,u-18-1
sw2917B-ms98-a-0013,71.630125,71.870125,more,I,sv,u-18-1
sw2917B-ms98-a-0013,71.870125,72.290125,people,I,sv,u-18-1
sw2917B-ms98-a-0013,72.290125,72.590125,offer,I,sv,u-18-1
sw2917B-ms98-a-0013,72.590125,72.730125,them,I,sv,u-18-1
sw2917B-ms98-a-0013,72.730125,72.870125,to,I,sv,u-18-1
sw2917B-ms98-a-0013,72.870125,73.520625,you,I,sv,u-18-1
sw2917B-ms98-a-0014,74.447125,74.757125,um,O,,
sw2917B-ms98-a-0014,74.757125,74.907125,and,B,sv,u-20-1
sw2917B-ms98-a-0014,74.907125,74.967125,the,I,sv,u-20-1
sw2917B-ms98-a-0014,74.967125,75.167125,more,I,sv,u-20-1
sw2917B-ms98-a-0014,75.167125,75.247125,you,I,sv,u-20-1
sw2917B-ms98-a-0014,75.247125,75.577125,use,I,sv,u-20-1
sw2917B-ms98-a-0014,75.577125,75.857125,them,I,sv,u-20-1
sw2917B-ms98-a-0014,75.857125,75.927125,the,I,sv,u-20-1
sw2917B-ms98-a-0014,75.927125,76.280250,more,I,sv,u-20-1
sw2917B-ms98-a-0014,76.280250,76.457125,the,I,sv,u-20-1
sw2917B-ms98-a-0014,76.457125,76.707125,more,I,sv,u-20-1
sw2917B-ms98-a-0014,76.707125,76.817125,they,I,sv,u-20-1
sw2917B-ms98-a-0014,76.817125,77.057125,send,I,sv,u-20-1
sw2917B-ms98-a-0014,77.057125,77.177125,them,I,sv,u-20-1
sw2917B-ms98-a-0014,77.177125,77.287125,to,I,sv,u-20-1
sw2917B-ms98-a-0014,77.287125,77.813000,you,I,sv,u-20-1
sw2917B-ms98-a-0016,80.867250,81.697250,exactly,B,na,u-22-1
sw2917B-ms98-a-0016,81.697250,81.947875,and,O,,
sw2917B-ms98-a-0016,81.947875,82.087250,the,B,sd,u-22-2
sw2917B-ms98-a-0016,82.087250,82.417250,American,I,sd,u-22-2
sw2917B-ms98-a-0016,82.417250,82.827250,Express,I,sd,u-22-2
sw2917B-ms98-a-0016,82.827250,82.937250,was,I,sd,u-22-2
sw2917B-ms98-a-0016,82.937250,83.287250,probably,I,sd,u-22-2
sw2917B-ms98-a-0016,83.287250,83.407250,the,I,sd,u-22-2
sw2917B-ms98-a-0016,83.407250,83.527250,wo[rst]-,I,sd,u-22-2
sw2917B-ms98-a-0016,83.527250,83.787250,the,I,sd,u-22-2
sw2917B-ms98-a-0016,83.787250,84.605750,worst,I,sd,u-22-2
sw2917B-ms98-a-0017,85.111125,85.492000,um,I,sd,u-22-2
sw2917B-ms98-a-0017,85.492000,85.996000,because,I,sd,u-22-2
sw2917B-ms98-a-0017,85.996000,86.282000,the,I,sd,u-22-2
sw2917B-ms98-a-0017,86.282000,86.482000,with,I,sd,u-22-2
sw2917B-ms98-a-0017,86.482000,86.542000,the,I,sd,u-22-2
sw2917B-ms98-a-0017,86.542000,86.932000,Gold,I,sd,u-22-2
sw2917B-ms98-a-0017,86.932000,87.602000,card,I,sd,u-22-2
sw2917B-ms98-a-0017,87.602000,87.632000,i,B,sd,u-22-3
sw2917B-ms98-a-0017,87.632000,87.812000,can't,I,sd,u-22-3
sw2917B-ms98-a-0017,87.812000,88.082000,remember,I,sd,u-22-3
sw2917B-ms98-a-0017,88.082000,88.232000,how,I,sd,u-22-3
sw2917B-ms98-a-0017,88.232000,88.462000,much,I,sd,u-22-3
sw2917B-ms98-a-0017,88.462000,88.582000,it,I,sd,u-22-3
sw2917B-ms98-a-0017,88.582000,88.872000,was,I,sd,u-22-3
sw2917B-ms98-a-0017,88.872000,89.032000,because,I,sd,u-22-3
sw2917B-ms98-a-0017,89.032000,89.072000,i,I,sd,u-22-3
sw2917B-ms98-a-0017,89.072000,89.282000,didn't,I,sd,u-22-3
sw2917B-ms98-a-0017,89.282000,89.432000,even,I,sd,u-22-3
sw2917B-ms98-a-0017,89.432000,89.672000,have,I,sd,u-22-3
sw2917B-ms98-a-0017,89.672000,89.772000,it,I,sd,u-22-3
sw2917B-ms98-a-0017,89.772000,89.962000,very,I,sd,u-22-3
sw2917B-ms98-a-0017,89.962000,90.272000,long,I,sd,u-22-3
sw2917B-ms98-a-0017,90.272000,90.542000,before,I,sd,u-22-3
sw2917B-ms98-a-0017,90.542000,90.862250,i,I,sd,u-22-3
sw2917B-ms98-a-0017,90.862250,91.412000,gave,I,sd,u-22-3
sw2917B-ms98-a-0017,91.412000,91.482000,it,I,sd,u-22-3
sw2917B-ms98-a-0017,91.482000,91.752000,up,I,sd,u-22-3
sw2917B-ms98-a-0018,92.429250,92.690000,but,B,sd,u-24-1
sw2917B-ms98-a-0018,92.690000,92.839250,i,I,sd,u-24-1
sw2917B-ms98-a-0018,92.839250,93.039250,know,I,sd,u-24-1
sw2917B-ms98-a-0018,93.039250,93.399750,the,I,sd,u-24-1
sw2917B-ms98-a-0018,93.399750,93.849250,Green,I,sd,u-24-1
sw2917B-ms98-a-0018,93.849250,94.149250,card,I,sd,u-24-1
sw2917B-ms98-a-0018,94.149250,94.369250,was,I,sd,u-24-1
sw2917B-ms98-a-0018,94.369250,94.649250,like,I,sd,u-24-1
sw2917B-ms98-a-0018,94.649250,94.929250,thirty,I,sd,u-24-1
sw2917B-ms98-a-0018,94.929250,95.489250,five,I,sd,u-24-1
sw2917B-ms98-a-0018,95.489250,95.789250,forty,I,sd,u-24-1
sw2917B-ms98-a-0018,95.789250,95.969250,five,I,sd,u-24-1
sw2917B-ms98-a-0018,95.969250,96.259250,dollars,I,sd,u-24-1
sw2917B-ms98-a-0018,96.259250,96.299250,a,I,sd,u-24-1
sw2917B-ms98-a-0018,96.299250,96.802625,year,I,sd,u-24-1
sw2917B-ms98-a-0020,98.666250,99.258375,um,O,,
sw2917B-ms98-a-0022,101.145375,101.335375,which,B,sv,u-26-1
sw2917B-ms98-a-0022,101.335375,101.555375,was,I,sv,u-26-1
sw2917B-ms98-a-0022,101.555375,101.625375,a,I,sv,u-26-1
sw2917B-ms98-a-0022,101.625375,102.085375,lot,I,sv,u-26-1
sw2917B-ms98-a-0022,102.085375,102.667375,because,B,sd,u-26-2
sw2917B-ms98-a-0022,102.667375,102.755375,i,I,sd,u-26-2
sw2917B-ms98-a-0022,102.755375,102.935375,mean,I,sd,u-26-2
sw2917B-ms98-a-0022,102.935375,103.045375,you,I,sd,u-26-2
sw2917B-ms98-a-0022,103.045375,103.225375,had,I,sd,u-26-2
sw2917B-ms98-a-0022,103.225375,103.315375,to,I,sd,u-26-2
sw2917B-ms98-a-0022,103.315375,103.545375,pay,I,sd,u-26-2
sw2917B-ms98-a-0022,103.545375,103.675375,it,I,sd,u-26-2
sw2917B-ms98-a-0022,103.675375,103.755375,in,I,sd,u-26-2
sw2917B-ms98-a-0022,103.755375,103.995375,full,I,sd,u-26-2
sw2917B-ms98-a-0022,103.995375,104.185375,every,I,sd,u-26-2
sw2917B-ms98-a-0022,104.185375,104.834375,month,I,sd,u-26-2
sw2917B-ms98-a-0024,114.356500,114.815750,uh-huh,B,b,u-28-1
sw2917B-ms98-a-0026,132.634875,133.224625,um-hum,B,b,u-30-1
sw2917B-ms98-a-0026,133.590000,133.898125,yeah,B,b,u-30-2
sw2917B-ms98-a-0026,133.898125,133.998125,i,B,sd,u-30-3
sw2917B-ms98-a-0026,133.998125,134.298125,had,I,sd,u-30-3
sw2917B-ms98-a-0026,134.298125,134.388125,a,I,sd,u-30-3
sw2917B-ms98-a-0026,134.388125,135.164625,Discover,I,sd,u-30-3
sw2917B-ms98-a-0026,135.383125,135.778125,and,B,sd,u-30-4
sw2917B-ms98-a-0026,135.778125,135.928125,that,I,sd,u-30-4
sw2917B-ms98-a-0026,135.928125,136.138125,was,I,sd,u-30-4
sw2917B-ms98-a-0026,136.138125,136.388125,one,I,sd,u-30-4
sw2917B-ms98-a-0026,136.388125,136.448125,of,I,sd,u-30-4
sw2917B-ms98-a-0026,136.448125,136.528125,the,I,sd,u-30-4
sw2917B-ms98-a-0026,136.528125,136.838125,ones,I,sd,u-30-4
sw2917B-ms98-a-0026,136.838125,136.938125,in,I,sd,u-30-4
sw2917B-ms98-a-0026,136.938125,137.028125,the,I,sd,u-30-4
sw2917B-ms98-a-0026,137.028125,137.338125,group,I,sd,u-30-4
sw2917B-ms98-a-0026,137.338125,137.468125,that,I,sd,u-30-4
sw2917B-ms98-a-0026,137.468125,137.887750,i,I,sd,u-30-4
sw2917B-ms98-a-0026,137.887750,138.248125,ended,I,sd,u-30-4
sw2917B-ms98-a-0026,138.248125,138.538000,up,I,sd,u-30-4
sw2917B-ms98-a-0026,138.805500,139.428125,um,I,sd,u-30-4
sw2917B-ms98-a-0026,139.428125,140.038125,closing,I,sd,u-30-4
sw2917B-ms98-a-0028,142.159625,142.766500,um,B,sd,u-30-5
sw2917B-ms98-a-0029,143.753375,143.983375,it,I,sd,u-30-5
sw2917B-ms98-a-0029,143.983375,144.233375,really,I,sd,u-30-5
sw2917B-ms98-a-0029,144.233375,144.583375,wasn't,I,sd,u-30-5
sw2917B-ms98-a-0029,144.583375,144.723375,my,I,sd,u-30-5
sw2917B-ms98-a-0029,144.723375,145.163375,choice,I,sd,u-30-5
sw2917B-ms98-a-0029,145.163375,145.333375,though,I,sd,u-30-5
sw2917B-ms98-a-0029,145.333375,145.363375,i,B,sd,u-30-6
sw2917B-ms98-a-0029,145.363375,145.543375,mean,I,sd,u-30-6
sw2917B-ms98-a-0029,145.543375,145.857750,i,I,sd,u-30-6
sw2917B-ms98-a-0029,145.857750,146.353375,ended,I,sd,u-30-6
sw2917B-ms98-a-0029,146.353375,146.598750,up,I,sd,u-30-6
sw2917B-ms98-a-0029,146.598750,147.153375,having,I,sd,u-30-6
sw2917B-ms98-a-0029,147.153375,147.303375,i,I,sd,u-30-6
sw2917B-ms98-a-0029,147.303375,147.493375,ended,I,sd,u-30-6
sw2917B-ms98-a-0029,147.493375,147.593375,up,I,sd,u-30-6
sw2917B-ms98-a-0029,147.593375,147.863375,actually,I,sd,u-30-6
sw2917B-ms98-a-0029,147.863375,148.223375,losing,I,sd,u-30-6
sw2917B-ms98-a-0029,148.223375,148.313375,my,I,sd,u-30-6
sw2917B-ms98-a-0029,148.313375,148.623375,credit,I,sd,u-30-6
sw2917B-ms98-a-0029,148.623375,149.104125,cards,I,sd,u-30-6
sw2917B-ms98-a-0029,149.608875,150.103375,um,B,sd,u-32-1
sw2917B-ms98-a-0029,150.103375,150.203375,i,I,sd,u-32-1
sw2917B-ms98-a-0029,150.203375,150.443375,ended,I,sd,u-32-1
sw2917B-ms98-a-0029,150.443375,150.573375,up,I,sd,u-32-1
sw2917B-ms98-a-0029,150.573375,150.893375,going,I,sd,u-32-1
sw2917B-ms98-a-0029,150.893375,151.372875,through,I,sd,u-32-1
sw2917B-ms98-a-0029,151.372875,151.533375,a,I,sd,u-32-1
sw2917B-ms98-a-0029,151.533375,151.853375,credit,I,sd,u-32-1
sw2917B-ms98-a-0029,151.853375,152.323375,counseling,I,sd,u-32-1
sw2917B-ms98-a-0029,152.323375,152.948500,service,I,sd,u-32-1
sw2917B-ms98-a-0030,153.571125,154.140000,um,B,+,u-34-1
sw2917B-ms98-a-0030,154.140000,154.559875,because,I,+,u-34-1
sw2917B-ms98-a-0030,154.559875,154.669875,my,I,+,u-34-1
sw2917B-ms98-a-0030,154.669875,155.019875,husband,I,+,u-34-1
sw2917B-ms98-a-0030,155.019875,155.119875,and,I,+,u-34-1
sw2917B-ms98-a-0030,155.119875,155.269875,i,I,+,u-34-1
sw2917B-ms98-a-0030,155.269875,155.581125,just,I,+,u-34-1
sw2917B-ms98-a-0030,155.750625,156.049875,don't,I,+,u-34-1
sw2917B-ms98-a-0030,156.049875,156.289875,handle,I,+,u-34-1
sw2917B-ms98-a-0030,156.289875,156.649875,credit,I,+,u-34-1
sw2917B-ms98-a-0030,156.649875,156.819875,very,I,+,u-34-1
sw2917B-ms98-a-0030,156.819875,157.393125,well,I,+,u-34-1
sw2917B-ms98-a-0031,157.991125,158.621500,and,B,sd,u-36-1
sw2917B-ms98-a-0031,158.621500,159.095250,um,I,sd,u-36-1
sw2917B-ms98-a-0031,159.309875,159.733375,when,I,sd,u-36-1
sw2917B-ms98-a-0031,159.733375,160.140625,when,I,sd,u-36-1
sw2917B-ms98-a-0031,160.140625,160.471500,you,I,sd,u-36-1
sw2917B-ms98-a-0031,160.471500,160.691500,do,I,sd,u-36-1
sw2917B-ms98-a-0031,160.691500,161.086875,that,I,sd,u-36-1
sw2917B-ms98-a-0031,161.086875,161.481500,they,I,sd,u-36-1
sw2917B-ms98-a-0031,161.481500,162.291500,automatically,I,sd,u-36-1
sw2917B-ms98-a-0031,162.291500,162.491500,once,I,sd,u-36-1
sw2917B-ms98-a-0031,162.491500,162.551500,you,I,sd,u-36-1
sw2917B-ms98-a-0031,162.551500,162.791500,start,I,sd,u-36-1
sw2917B-ms98-a-0031,162.791500,162.881500,with,I,sd,u-36-1
sw2917B-ms98-a-0031,162.881500,163.061500,their,I,sd,u-36-1
sw2917B-ms98-a-0031,163.061500,163.391500,service,I,sd,u-36-1
sw2917B-ms98-a-0031,163.391500,163.491500,they,I,sd,u-36-1
sw2917B-ms98-a-0031,163.491500,163.761500,close,I,sd,u-36-1
sw2917B-ms98-a-0031,163.761500,163.911500,your,I,sd,u-36-1
sw2917B-ms98-a-0031,163.911500,164.301500,accounts,I,sd,u-36-1
sw2917B-ms98-a-0031,164.301500,164.775500,out,I,sd,u-36-1
sw2917B-ms98-a-0032,165.848750,166.158750,so,B,sd,u-38-1
sw2917B-ms98-a-0032,166.158750,166.328750,i'm,I,sd,u-38-1
sw2917B-ms98-a-0032,166.328750,166.545625,still,I,sd,u-38-1
sw2917B-ms98-a-0032,166.545625,166.928750,paying,I,sd,u-38-1
sw2917B-ms98-a-0032,166.928750,166.988750,on,I,sd,u-38-1
sw2917B-ms98-a-0032,166.988750,167.068750,all,I,sd,u-38-1
sw2917B-ms98-a-0032,167.068750,167.258750,these,I,sd,u-38-1
sw2917B-ms98-a-0032,167.258750,167.678750,accounts,I,sd,u-38-1
sw2917B-ms98-a-0032,167.678750,167.958750,but,B,sd,u-38-2
sw2917B-ms98-a-0032,167.958750,168.228750,[laughter],I,sd,u-38-2
sw2917B-ms98-a-0032,168.228750,168.418750,my,I,sd,u-38-2
sw2917B-ms98-a-0032,168.418750,168.818750,accounts,I,sd,u-38-2
sw2917B-ms98-a-0032,168.818750,168.878750,are,I,sd,u-38-2
sw2917B-ms98-a-0032,168.878750,169.575125,closed,I,sd,u-38-2
sw2917B-ms98-a-0033,170.392500,170.632625,so,B,sd,u-40-1
sw2917B-ms98-a-0033,170.632625,170.782625,and,I,sd,u-40-1
sw2917B-ms98-a-0033,170.782625,170.992625,i,I,sd,u-40-1
sw2917B-ms98-a-0033,170.992625,171.112625,would,I,sd,u-40-1
sw2917B-ms98-a-0033,171.112625,171.392625,prefer,I,sd,u-40-1
sw2917B-ms98-a-0033,171.392625,171.462625,to,I,sd,u-40-1
sw2917B-ms98-a-0033,171.462625,171.682625,keep,I,sd,u-40-1
sw2917B-ms98-a-0033,171.682625,171.792625,it,I,sd,u-40-1
sw2917B-ms98-a-0033,171.792625,171.992625,that,I,sd,u-40-1
sw2917B-ms98-a-0033,171.992625,172.122625,way,I,sd,u-40-1
sw2917B-ms98-a-0033,172.122625,172.402625,once,B,sd,u-40-2
sw2917B-ms98-a-0033,172.402625,172.600750,we,I,sd,u-40-2
sw2917B-ms98-a-0033,172.600750,172.922625,once,I,sd,u-40-2
sw2917B-ms98-a-0033,172.922625,173.022625,we're,I,sd,u-40-2
sw2917B-ms98-a-0033,173.022625,173.342625,paid,I,sd,u-40-2
