sw2339A-ms98-a-0002,6.741375,7.153250,um-hum,B,b,u-2-1
sw2339A-ms98-a-0025,86.802750,87.202750,fun,I,ba,u-34-2
sw2339A-ms98-a-0027,92.896750,93.705000,[laughter],O,,
sw2339A-ms98-a-0029,99.124625,99.654625,right,B,b,u-38-1
sw2339A-ms98-a-0029,99.654625,100.954625,[laughter],O,,
sw2339A-ms98-a-0030,101.349125,101.939125,yeah,B,b,u-40-1
sw2339A-ms98-a-0032,104.590750,105.330750,yeah,B,b,u-42-1
sw2339A-ms98-a-0034,110.643500,111.058875,yeah,B,b,u-44-1
sw2339A-ms98-a-0034,111.058875,111.138875,do,B,qy,u-44-2
sw2339A-ms98-a-0034,111.138875,111.228875,you,I,qy,u-44-2
sw2339A-ms98-a-0034,111.228875,111.388875,go,I,qy,u-44-2
sw2339A-ms98-a-0034,111.388875,111.548875,on,I,qy,u-44-2
sw2339A-ms98-a-0034,111.548875,111.868875,long,I,qy,u-44-2
sw2339A-ms98-a-0034,111.868875,112.068875,like,B,qr,u-44-3
sw2339A-ms98-a-0034,112.068875,112.128875,a,I,qr,u-44-3
sw2339A-ms98-a-0034,112.128875,112.338875,week,I,qr,u-44-3
sw2339A-ms98-a-0034,112.338875,112.428875,at,I,qr,u-44-3
sw2339A-ms98-a-0034,112.428875,112.468875,a,I,qr,u-44-3
sw2339A-ms98-a-0034,112.468875,112.808875,time,I,qr,u-44-3
sw2339A-ms98-a-0034,112.808875,112.878875,or,I,qr,u-44-3
sw2339A-ms98-a-0034,112.878875,113.108875,just,I,qr,u-44-3
sw2339A-ms98-a-0034,113.108875,113.778875,weekends,I,qr,u-44-3
sw2339A-ms98-a-0036,116.606750,117.106750,uh-huh,B,b,u-46-1
sw2339A-ms98-a-0038,119.657625,120.147625,oh,B,b,u-48-1
sw2339A-ms98-a-0040,122.789875,123.509875,yeah,B,ny,u-50-1
sw2339A-ms98-a-0042,127.206875,127.716875,uh-huh,B,b,u-52-1
sw2339A-ms98-a-0044,129.839875,130.359875,yeah,B,aa,u-54-1
sw2339A-ms98-a-0044,130.359875,131.069875,[laughter],O,,
sw2339A-ms98-a-0045,131.788875,131.922875,i,B,sd,u-54-2
sw2339A-ms98-a-0045,131.922875,132.088875,like,I,sd,u-54-2
sw2339A-ms98-a-0045,132.088875,132.189625,the,I,sd,u-54-2
sw2339A-ms98-a-0045,132.189625,132.768875,campgrounds,I,sd,u-54-2
sw2339A-ms98-a-0045,132.768875,132.858875,that,I,sd,u-54-2
sw2339A-ms98-a-0045,132.858875,133.018875,have,I,sd,u-54-2
sw2339A-ms98-a-0045,133.018875,133.078875,a,I,sd,u-54-2
sw2339A-ms98-a-0045,133.078875,133.388875,nice,I,sd,u-54-2
sw2339A-ms98-a-0045,133.578875,134.078875,shower,I,sd,u-54-2
sw2339A-ms98-a-0045,134.078875,134.691250,[laughter],O,,
sw2339A-ms98-a-0047,136.832500,137.532500,uh-huh,B,aa,u-56-1
sw2339A-ms98-a-0047,137.612500,138.188500,yeah,B,aa,u-58-1
sw2339A-ms98-a-0047,138.696875,138.962750,we've,B,sd,u-58-2
sw2339A-ms98-a-0047,139.064375,139.402500,uh,I,sd,u-58-2
sw2339A-ms98-a-0047,139.402500,139.562500,we,B,+,u-60-1
sw2339A-ms98-a-0047,139.562500,139.852500,camped,I,+,u-60-1
sw2339A-ms98-a-0047,139.852500,139.972500,at,I,+,u-60-1
sw2339A-ms98-a-0047,139.972500,140.082500,the,I,+,u-60-1
sw2339A-ms98-a-0047,140.082500,140.452500,DeGray,I,+,u-60-1
sw2339A-ms98-a-0047,140.452500,140.732500,State,I,+,u-60-1
sw2339A-ms98-a-0047,140.732500,140.992500,Park,I,+,u-60-1
sw2339A-ms98-a-0047,140.992500,141.102500,in,I,+,u-60-1
sw2339A-ms98-a-0047,141.102500,141.960250,Arkansas,I,+,u-60-1
sw2339A-ms98-a-0048,142.477750,142.597750,in,B,+,u-62-1
sw2339A-ms98-a-0048,142.597750,142.667750,the,I,+,u-62-1
sw2339A-ms98-a-0048,142.667750,143.087750,fall,I,+,u-62-1
sw2339A-ms98-a-0048,143.087750,143.197750,and,B,sd,u-62-2
sw2339A-ms98-a-0048,143.197750,143.287750,there,I,sd,u-62-2
sw2339A-ms98-a-0048,143.287750,143.457750,was,I,sd,u-62-2
sw2339A-ms98-a-0048,143.457750,143.877750,nobody,I,sd,u-62-2
sw2339A-ms98-a-0048,143.877750,144.087750,else,I,sd,u-62-2
sw2339A-ms98-a-0048,144.087750,144.417750,hardly,B,+,u-64-1
sw2339A-ms98-a-0048,144.417750,144.827750,around,B,+,u-66-1
sw2339A-ms98-a-0048,144.827750,144.937750,and,B,sd,u-66-2
sw2339A-ms98-a-0048,144.937750,145.007750,it,I,sd,u-66-2
sw2339A-ms98-a-0048,145.007750,145.177750,was,I,sd,u-66-2
sw2339A-ms98-a-0048,145.177750,145.467750,just,I,sd,u-66-2
sw2339A-ms98-a-0048,145.467750,145.767750,really,I,sd,u-66-2
sw2339A-ms98-a-0048,145.767750,146.287750,nice,I,sd,u-66-2
sw2339A-ms98-a-0049,146.712625,146.912625,that,I,sd,u-66-2
sw2339A-ms98-a-0049,146.912625,147.102625,time,I,sd,u-66-2
sw2339A-ms98-a-0049,147.102625,147.162625,of,I,sd,u-66-2
sw2339A-ms98-a-0049,147.162625,147.402625,year,I,sd,u-66-2
sw2339A-ms98-a-0049,147.402625,147.512625,we,B,sd,u-66-3
sw2339A-ms98-a-0049,147.512625,147.655000,had,I,sd,u-66-3
sw2339A-ms98-a-0049,147.655000,147.945000,taken,I,sd,u-66-3
sw2339A-ms98-a-0049,147.945000,148.132625,our,I,sd,u-66-3
sw2339A-ms98-a-0049,148.132625,148.482625,electric,I,sd,u-66-3
sw2339A-ms98-a-0049,148.482625,148.842625,blanket,B,+,u-68-1
sw2339A-ms98-a-0049,148.842625,148.952625,too,I,+,u-68-1
sw2339A-ms98-a-0049,148.952625,149.162625,just,I,+,u-68-1
sw2339A-ms98-a-0049,149.162625,149.252625,in,I,+,u-68-1
sw2339A-ms98-a-0049,149.252625,149.492625,case,I,+,u-68-1
sw2339A-ms98-a-0049,149.492625,149.552625,it,I,+,u-68-1
sw2339A-ms98-a-0049,149.552625,149.692625,was,I,+,u-68-1
sw2339A-ms98-a-0049,149.692625,150.312625,unbearable,I,+,u-68-1
sw2339A-ms98-a-0049,150.312625,150.472625,but,B,sd,u-68-2
sw2339A-ms98-a-0049,150.472625,150.572625,we,I,sd,u-68-2
sw2339A-ms98-a-0049,150.572625,150.792625,didn't,I,sd,u-68-2
sw2339A-ms98-a-0049,150.792625,151.042625,need,I,sd,u-68-2
sw2339A-ms98-a-0049,151.042625,151.342625,it,I,sd,u-68-2
sw2339A-ms98-a-0051,156.581000,156.797375,oh,B,bh,u-70-1
sw2339A-ms98-a-0051,156.797375,157.221500,really,I,bh,u-70-1
sw2339A-ms98-a-0053,159.352875,159.992875,yeah,B,b,u-72-1
sw2339A-ms98-a-0055,162.058250,162.796500,[laughter],O,,
sw2339A-ms98-a-0056,164.378375,164.656625,oh,B,b,u-76-1
sw2339A-ms98-a-0056,164.656625,165.088375,yeah,I,b,u-76-1
sw2339A-ms98-a-0056,165.088375,165.608375,[laughter],O,,
sw2339A-ms98-a-0058,167.128875,167.658875,uh-huh,B,b,u-78-1
sw2339A-ms98-a-0060,169.845750,170.065750,that,B,ba,u-80-1
sw2339A-ms98-a-0060,170.065750,170.345750,sounds,I,ba,u-80-1
sw2339A-ms98-a-0060,170.345750,170.595750,nice,I,ba,u-80-1
sw2339A-ms98-a-0062,186.025000,186.765000,yeah,B,b,u-84-1
sw2339A-ms98-a-0063,188.425125,188.744500,[laughter],O,,
sw2339A-ms98-a-0064,189.025625,189.145625,yeah,B,b,u-86-1
sw2339A-ms98-a-0064,189.145625,189.255625,it's,B,sv,u-86-2
sw2339A-ms98-a-0064,189.255625,189.315625,a,I,sv,u-86-2
sw2339A-ms98-a-0064,189.315625,189.495625,lot,I,sv,u-86-2
sw2339A-ms98-a-0064,189.495625,189.595625,of,I,sv,u-86-2
sw2339A-ms98-a-0064,189.595625,189.805625,work,I,sv,u-86-2
sw2339A-ms98-a-0064,189.805625,189.935625,to,I,sv,u-86-2
sw2339A-ms98-a-0064,189.935625,190.085625,set,I,sv,u-86-2
sw2339A-ms98-a-0064,190.085625,190.225625,up,I,sv,u-86-2
sw2339A-ms98-a-0064,190.225625,190.415625,just,I,sv,u-86-2
sw2339A-ms98-a-0064,190.415625,190.555625,for,I,sv,u-86-2
sw2339A-ms98-a-0064,190.555625,190.805625,one,I,sv,u-86-2
sw2339A-ms98-a-0064,190.805625,191.345625,night,I,sv,u-86-2
sw2339A-ms98-a-0066,194.758875,195.506250,right,B,aa,u-88-1
sw2339A-ms98-a-0067,195.968625,197.266875,[laughter],O,,
sw2339A-ms98-a-0068,206.148250,206.488250,yeah,B,aa,u-90-1
sw2339A-ms98-a-0068,206.488250,206.728250,those,B,ba,u-90-2
sw2339A-ms98-a-0068,206.728250,206.798250,are,I,ba,u-90-2
sw2339A-ms98-a-0068,206.798250,207.158250,nice,I,ba,u-90-2
sw2339A-ms98-a-0068,207.158250,207.248250,we,B,sd,u-90-3
sw2339A-ms98-a-0068,207.248250,207.408250,have,I,sd,u-90-3
sw2339A-ms98-a-0068,207.408250,207.595625,one,I,sd,u-90-3
sw2339A-ms98-a-0068,207.595625,207.791000,of,I,sd,u-90-3
sw2339A-ms98-a-0068,207.791000,207.924500,those,I,sd,u-90-3
sw2339A-ms98-a-0068,207.924500,208.306375,too,I,sd,u-90-3
sw2339A-ms98-a-0068,209.187750,209.698375,uh-huh,B,ny,u-92-1
sw2339A-ms98-a-0070,212.408875,212.648875,yeah,B,b,u-94-1
sw2339A-ms98-a-0070,212.648875,212.778875,how,B,qw,u-94-2
sw2339A-ms98-a-0070,212.778875,212.888875,do,I,qw,u-94-2
sw2339A-ms98-a-0070,212.888875,212.968875,you,I,qw,u-94-2
sw2339A-ms98-a-0070,212.968875,213.148875,blow,I,qw,u-94-2
sw2339A-ms98-a-0070,213.148875,213.478875,yours,I,qw,u-94-2
sw2339A-ms98-a-0070,213.478875,213.968875,up,I,qw,u-94-2
sw2339A-ms98-a-0072,216.764500,217.298375,oh,B,bk,u-96-1
sw2339A-ms98-a-0072,217.629875,217.838500,w[e]-,O,,
sw2339A-ms98-a-0072,217.838500,217.898500,we,B,sd,u-96-2
sw2339A-ms98-a-0072,217.898500,217.978500,were,I,sd,u-96-2
sw2339A-ms98-a-0072,217.978500,218.208500,looking,I,sd,u-96-2
sw2339A-ms98-a-0072,218.208500,218.338500,at,I,sd,u-96-2
sw2339A-ms98-a-0072,218.338500,218.548500,those,I,sd,u-96-2
sw2339A-ms98-a-0072,218.548500,218.628500,in,I,sd,u-96-2
sw2339A-ms98-a-0072,218.628500,218.678500,a,I,sd,u-96-2
sw2339A-ms98-a-0072,218.678500,219.158500,magazine,I,sd,u-96-2
sw2339A-ms98-a-0072,219.158500,219.488500,last,B,sd,u-96-3
sw2339A-ms98-a-0072,219.488500,219.698500,time,I,sd,u-96-3
sw2339A-ms98-a-0072,219.698500,219.778500,we,I,sd,u-96-3
sw2339A-ms98-a-0072,219.778500,219.998500,went,I,sd,u-96-3
sw2339A-ms98-a-0072,219.998500,220.088500,we,I,sd,u-96-3
sw2339A-ms98-a-0072,220.088500,220.318500,took,I,sd,u-96-3
sw2339A-ms98-a-0072,220.318500,220.438500,our,I,sd,u-96-3
sw2339A-ms98-a-0072,220.438500,220.998500,vacuum,I,sd,u-96-3
sw2339A-ms98-a-0072,220.998500,221.388500,cleaner,I,sd,u-96-3
sw2339A-ms98-a-0072,221.388500,221.628500,with,I,sd,u-96-3
sw2339A-ms98-a-0072,221.628500,221.908500,us,I,sd,u-96-3
sw2339A-ms98-a-0072,221.908500,222.352375,[laughter],O,,
sw2339A-ms98-a-0074,223.650000,223.940000,and,B,sd,u-98-1
sw2339A-ms98-a-0074,224.030000,224.230000,yeah,I,sd,u-98-1
sw2339A-ms98-a-0074,224.230000,224.420000,you,I,sd,u-98-1
sw2339A-ms98-a-0074,224.420000,224.707750,can,I,sd,u-98-1
sw2339A-ms98-a-0074,224.937500,225.030000,if,I,sd,u-98-1
sw2339A-ms98-a-0074,225.030000,225.120000,you,I,sd,u-98-1
sw2339A-ms98-a-0074,225.120000,225.240000,can,I,sd,u-98-1
sw2339A-ms98-a-0074,225.240000,225.660000,reverse,I,sd,u-98-1
sw2339A-ms98-a-0074,225.660000,225.740000,the,I,sd,u-98-1
sw2339A-ms98-a-0074,225.740000,226.170000,nozzle,B,+,u-100-1
sw2339A-ms98-a-0074,226.170000,226.290000,on,I,+,u-100-1
sw2339A-ms98-a-0074,226.290000,226.390000,your,I,+,u-100-1
sw2339A-ms98-a-0074,226.390000,226.770000,vacuum,I,+,u-100-1
sw2339A-ms98-a-0074,226.770000,227.170000,cleaner,I,+,u-100-1
sw2339A-ms98-a-0074,227.170000,227.460000,and,B,sd,u-102-1
sw2339A-ms98-a-0074,227.670000,227.809750,it,I,sd,u-102-1
sw2339A-ms98-a-0074,227.809750,228.035750,blows,I,sd,u-102-1
sw2339A-ms98-a-0074,228.035750,228.207375,air,I,sd,u-102-1
sw2339A-ms98-a-0074,228.207375,228.480000,out,I,sd,u-102-1
sw2339A-ms98-a-0074,228.480000,228.800000,instead,I,sd,u-102-1
sw2339A-ms98-a-0074,228.800000,228.920000,of,I,sd,u-102-1
sw2339A-ms98-a-0074,229.290000,229.600000,sucking,I,sd,u-102-1
sw2339A-ms98-a-0074,229.600000,229.710000,it,I,sd,u-102-1
sw2339A-ms98-a-0074,229.710000,230.010000,in,I,sd,u-102-1
sw2339A-ms98-a-0074,230.010000,230.140000,and,B,sd,u-102-2
sw2339A-ms98-a-0074,230.140000,230.240000,you,I,sd,u-102-2
sw2339A-ms98-a-0074,230.240000,230.480000,can,I,sd,u-102-2
sw2339A-ms98-a-0075,231.349250,231.529250,fill,I,sd,u-102-2
sw2339A-ms98-a-0075,231.529250,231.659250,them,I,sd,u-102-2
sw2339A-ms98-a-0075,231.659250,231.839250,up,I,sd,u-102-2
sw2339A-ms98-a-0075,231.839250,232.069250,that,I,sd,u-102-2
sw2339A-ms98-a-0075,232.069250,232.279250,way,I,sd,u-102-2
sw2339A-ms98-a-0075,232.279250,232.409250,but,B,sd,u-102-3
sw2339A-ms98-a-0075,232.409250,232.559250,it,I,sd,u-102-3
sw2339A-ms98-a-0075,233.049250,233.409250,something,I,sd,u-102-3
sw2339A-ms98-a-0075,233.409250,233.539250,that's,I,sd,u-102-3
sw2339A-ms98-a-0075,233.539250,233.919250,smaller,I,sd,u-102-3
sw2339A-ms98-a-0075,233.919250,234.079250,would,I,sd,u-102-3
sw2339A-ms98-a-0075,234.079250,234.189250,be,I,sd,u-102-3
sw2339A-ms98-a-0075,234.189250,234.229250,a,I,sd,u-102-3
sw2339A-ms98-a-0075,234.229250,234.409250,lot,I,sd,u-102-3
sw2339A-ms98-a-0075,234.409250,234.569250,more,I,sd,u-102-3
sw2339A-ms98-a-0075,234.569250,235.269250,convenient,I,sd,u-102-3
sw2339A-ms98-a-0077,238.342250,238.882250,no,B,nn,u-106-1
sw2339A-ms98-a-0077,238.882250,239.292250,uh-huh,B,%,u-106-2
sw2339A-ms98-a-0077,239.292250,239.471250,we,B,sd^e,u-106-3
sw2339A-ms98-a-0077,239.471250,239.606875,have,I,sd^e,u-106-3
sw2339A-ms98-a-0077,239.606875,239.762250,a,I,sd^e,u-106-3
sw2339A-ms98-a-0077,239.762250,240.252250,[vocalized-noise],O,,
sw2339A-ms98-a-0077,240.252250,240.422250,my,B,+,u-108-1
sw2339A-ms98-a-0077,240.422250,240.802250,husband,I,+,u-108-1
sw2339A-ms98-a-0077,240.802250,240.932250,and,I,+,u-108-1
sw2339A-ms98-a-0077,240.932250,241.092250,i,I,+,u-108-1
sw2339A-ms98-a-0077,241.092250,241.212250,we,I,+,u-108-1
sw2339A-ms98-a-0077,241.212250,241.342250,have,I,+,u-108-1
sw2339A-ms98-a-0077,241.342250,241.426375,a,I,+,u-108-1
sw2339A-ms98-a-0077,241.626000,241.942250,pickup,I,+,u-108-1
sw2339A-ms98-a-0077,241.942250,242.262250,truck,I,+,u-108-1
sw2339A-ms98-a-0077,242.262250,242.402250,so,B,sd,u-108-2
sw2339A-ms98-a-0077,242.402250,242.582250,there's,I,sd,u-108-2
sw2339A-ms98-a-0077,242.582250,242.852250,plenty,I,sd,u-108-2
sw2339A-ms98-a-0077,242.852250,242.942250,of,I,sd,u-108-2
sw2339A-ms98-a-0077,242.942250,243.142250,room,I,sd,u-108-2
sw2339A-ms98-a-0077,243.142250,243.222250,to,I,sd,u-108-2
sw2339A-ms98-a-0077,243.222250,243.462250,hold,I,sd,u-108-2
sw2339A-ms98-a-0077,243.492250,243.912250,things,I,sd,u-108-2
sw2339A-ms98-a-0079,245.963750,246.443750,uh-huh,B,b,u-110-1
sw2339A-ms98-a-0081,248.417625,248.610250,oh,B,ba,u-112-1
sw2339A-ms98-a-0081,248.610250,249.080250,no,I,ba,u-112-1
sw2339A-ms98-a-0081,249.080250,249.757875,[laughter],O,,
sw2339A-ms98-a-0082,250.614125,251.333000,yeah,B,b,u-114-1
sw2339A-ms98-a-0084,253.422625,253.782625,oh,B,b,u-116-1
sw2339A-ms98-a-0086,256.136000,256.296000,we,B,sd,u-118-1
sw2339A-ms98-a-0086,256.296000,256.496000,take,I,sd,u-118-1
sw2339A-ms98-a-0086,256.496000,256.666000,we,I,sd,u-118-1
sw2339A-ms98-a-0086,256.666000,256.876000,take,I,sd,u-118-1
sw2339A-ms98-a-0086,256.876000,256.946000,our,I,sd,u-118-1
sw2339A-ms98-a-0086,256.946000,257.226000,dog,I,sd,u-118-1
sw2339A-ms98-a-0086,257.226000,257.646000,camping,I,sd,u-118-1
sw2339A-ms98-a-0086,257.646000,257.836000,she,B,sd,u-118-2
sw2339A-ms98-a-0086,257.836000,258.189875,likes,I,sd,u-118-2
sw2339A-ms98-a-0087,258.728750,258.818750,to,I,sd,u-118-2
sw2339A-ms98-a-0087,258.818750,258.988750,go,I,sd,u-118-2
sw2339A-ms98-a-0087,258.988750,259.068750,out,I,sd,u-118-2
sw2339A-ms98-a-0087,259.068750,259.258750,and,I,sd,u-118-2
sw2339A-ms98-a-0087,259.258750,259.468750,stay,I,sd,u-118-2
sw2339A-ms98-a-0087,259.468750,259.548750,in,I,sd,u-118-2
sw2339A-ms98-a-0087,259.548750,259.928750,the,I,sd,u-118-2
sw2339A-ms98-a-0087,259.928750,260.078750,woods,I,sd,u-118-2
sw2339A-ms98-a-0087,260.078750,260.568750,sleep,O,,
sw2339A-ms98-a-0087,260.568750,260.708750,she,B,sd,u-120-1
sw2339A-ms98-a-0087,260.708750,260.968750,sleeps,I,sd,u-120-1
sw2339A-ms98-a-0087,260.968750,261.028750,in,I,sd,u-120-1
sw2339A-ms98-a-0087,261.028750,261.088750,the,I,sd,u-120-1
sw2339A-ms98-a-0087,261.088750,261.368750,tent,I,sd,u-120-1
sw2339A-ms98-a-0087,261.368750,261.558750,with,I,sd,u-120-1
sw2339A-ms98-a-0087,261.558750,261.738750,us,I,sd,u-120-1
sw2339A-ms98-a-0088,263.134500,263.354500,it's,B,sd,u-122-1
sw2339A-ms98-a-0088,263.354500,263.694500,fun,I,sd,u-122-1
sw2339A-ms98-a-0090,265.771750,266.091750,oh,B,sd,u-124-1
sw2339A-ms98-a-0090,266.091750,266.431750,me,I,sd,u-124-1
sw2339A-ms98-a-0090,266.431750,266.811750,either,I,sd,u-124-1
sw2339A-ms98-a-0092,279.116375,279.579875,oh,B,ba,u-126-1
sw2339A-ms98-a-0092,279.579875,280.226375,no,I,ba,u-126-1
sw2339A-ms98-a-0094,285.403375,286.043375,uh-huh,B,b,u-128-1
sw2339A-ms98-a-0096,288.778125,289.175875,oh,B,ba,u-130-1
sw2339A-ms98-a-0096,289.175875,290.243250,[laughter-boy],O,,
sw2339A-ms98-a-0097,290.755625,290.875625,that,B,ba,u-132-1
sw2339A-ms98-a-0097,290.875625,291.035625,was,I,ba,u-132-1
sw2339A-ms98-a-0097,291.035625,291.655625,lucky,I,ba,u-132-1
sw2339A-ms98-a-0098,292.606500,292.834375,we've,B,sd,u-134-1
sw2339A-ms98-a-0098,292.834375,292.964375,been,I,sd,u-134-1
sw2339A-ms98-a-0098,292.964375,293.244375,lucky,I,sd,u-134-1
sw2339A-ms98-a-0098,293.244375,293.404375,we've,B,sd,u-134-2
sw2339A-ms98-a-0098,293.404375,293.664375,never,I,sd,u-134-2
sw2339A-ms98-a-0098,293.664375,293.944375,really,I,sd,u-134-2
sw2339A-ms98-a-0098,293.944375,294.154375,been,I,sd,u-134-2
sw2339A-ms98-a-0098,294.154375,294.474375,rained,I,sd,u-134-2
sw2339A-ms98-a-0098,294.474375,294.819250,on,I,sd,u-134-2
sw2339A-ms98-a-0098,295.139375,295.304375,the,I,sd,u-134-2
sw2339A-ms98-a-0098,295.304375,295.454375,few,I,sd,u-134-2
sw2339A-ms98-a-0098,295.454375,295.774375,times,I,sd,u-134-2
sw2339A-ms98-a-0098,295.774375,295.914375,we've,I,sd,u-134-2
sw2339A-ms98-a-0098,295.914375,296.414375,gone,I,sd,u-134-2
sw2339A-ms98-a-0100,297.787625,298.054375,oh,B,ba,u-136-1
sw2339A-ms98-a-0100,298.054375,298.204375,i,I,ba,u-136-1
sw2339A-ms98-a-0100,298.204375,298.384375,bet,I,ba,u-136-1
sw2339A-ms98-a-0100,298.384375,298.504375,it,I,ba,u-136-1
sw2339A-ms98-a-0100,298.504375,298.837000,when,B,sd,u-136-2
sw2339A-ms98-a-0100,299.070500,299.264375,we,I,sd,u-136-2
sw2339A-ms98-a-0100,299.264375,299.374375,were,I,sd,u-136-2
