sw2996A-ms98-a-0003,6.848750,7.219625,yeah,B,ny,u-2-1
sw2996A-ms98-a-0006,47.633875,47.823875,for,I,sd,u-6-1
sw2996A-ms98-a-0006,47.823875,48.071875,the,I,sd,u-6-1
sw2996A-ms98-a-0006,48.798750,49.003875,for,I,sd,u-6-1
sw2996A-ms98-a-0006,49.003875,49.093875,the,I,sd,u-6-1
sw2996A-ms98-a-0006,49.093875,49.713875,state,I,sd,u-6-1
sw2996A-ms98-a-0007,50.623375,50.996875,uh,B,%,u-8-1
sw2996A-ms98-a-0007,51.505375,51.976875,although,I,%,u-8-1
sw2996A-ms98-a-0007,51.976875,52.160750,we,I,%,u-8-1
sw2996A-ms98-a-0007,52.379250,52.526875,in,B,sd,u-8-2
sw2996A-ms98-a-0007,52.526875,52.666875,New,I,sd,u-8-2
sw2996A-ms98-a-0007,52.666875,52.926875,York,I,sd,u-8-2
sw2996A-ms98-a-0007,52.926875,53.056875,we,I,sd,u-8-2
sw2996A-ms98-a-0007,53.056875,53.236875,had,I,sd,u-8-2
sw2996A-ms98-a-0007,53.236875,53.326875,to,I,sd,u-8-2
sw2996A-ms98-a-0007,53.326875,53.576875,pay,I,sd,u-8-2
sw2996A-ms98-a-0007,53.576875,53.656875,a,I,sd,u-8-2
sw2996A-ms98-a-0007,53.656875,53.996875,state,I,sd,u-8-2
sw2996A-ms98-a-0007,53.996875,54.296875,and,I,sd,u-8-2
sw2996A-ms98-a-0007,54.296875,54.386875,a,I,sd,u-8-2
sw2996A-ms98-a-0007,54.386875,54.912625,city,I,sd,u-8-2
sw2996A-ms98-a-0007,55.394750,55.706875,uh,I,sd,u-8-2
sw2996A-ms98-a-0007,55.976875,56.496875,tax,I,sd,u-8-2
sw2996A-ms98-a-0007,57.416875,57.506875,and,B,sd,u-8-3
sw2996A-ms98-a-0007,57.506875,57.566875,it,I,sd,u-8-3
sw2996A-ms98-a-0007,57.566875,57.716875,was,I,sd,u-8-3
sw2996A-ms98-a-0007,57.716875,57.926875,really,I,sd,u-8-3
sw2996A-ms98-a-0007,57.926875,57.986875,a,I,sd,u-8-3
sw2996A-ms98-a-0007,57.986875,58.256875,great,I,sd,u-8-3
sw2996A-ms98-a-0007,58.256875,58.756875,relief,I,sd,u-8-3
sw2996A-ms98-a-0007,58.756875,58.916875,when,I,sd,u-8-3
sw2996A-ms98-a-0007,58.916875,59.006875,i,I,sd,u-8-3
sw2996A-ms98-a-0007,59.006875,59.206875,got,I,sd,u-8-3
sw2996A-ms98-a-0007,59.206875,59.346875,to,I,sd,u-8-3
sw2996A-ms98-a-0007,59.346875,59.816875,Texas,I,sd,u-8-3
sw2996A-ms98-a-0007,59.816875,59.926875,that,I,sd,u-8-3
sw2996A-ms98-a-0007,59.926875,59.956875,i,I,sd,u-8-3
sw2996A-ms98-a-0007,59.956875,60.166875,didn't,I,sd,u-8-3
sw2996A-ms98-a-0007,60.166875,60.296875,have,I,sd,u-8-3
sw2996A-ms98-a-0007,60.296875,60.356875,to,I,sd,u-8-3
sw2996A-ms98-a-0007,60.356875,60.526875,pay,I,sd,u-8-3
sw2996A-ms98-a-0007,60.526875,60.706875,that,I,sd,u-8-3
sw2996A-ms98-a-0007,60.706875,61.006875,city,I,sd,u-8-3
sw2996A-ms98-a-0007,61.006875,61.366875,income,I,sd,u-8-3
sw2996A-ms98-a-0007,61.366875,61.746875,tax,I,sd,u-8-3
sw2996A-ms98-a-0007,61.746875,61.966875,though,I,sd,u-8-3
sw2996A-ms98-a-0009,67.051000,67.501000,right,B,b,u-10-1
sw2996A-ms98-a-0011,75.250750,75.550750,it,B,aa^m,u-12-1
sw2996A-ms98-a-0011,75.550750,75.790750,sure,I,aa^m,u-12-1
sw2996A-ms98-a-0011,75.790750,76.090750,does,I,aa^m,u-12-1
sw2996A-ms98-a-0011,76.090750,76.310750,ma[ke]-,I,aa^m,u-12-1
sw2996A-ms98-a-0011,76.310750,76.600750,make,I,aa^m,u-12-1
sw2996A-ms98-a-0011,76.600750,76.650750,a,I,aa^m,u-12-1
sw2996A-ms98-a-0011,76.650750,77.260750,difference,I,aa^m,u-12-1
sw2996A-ms98-a-0013,78.807250,79.107250,uh-huh,B,b,u-14-1
sw2996A-ms98-a-0013,79.107250,79.227250,do,B,qy,u-14-2
sw2996A-ms98-a-0013,79.227250,79.307250,you,I,qy,u-14-2
sw2996A-ms98-a-0013,79.307250,79.447250,live,I,qy,u-14-2
sw2996A-ms98-a-0013,79.447250,79.587250,in,I,qy,u-14-2
sw2996A-ms98-a-0013,79.587250,80.247250,Dallas,I,qy,u-14-2
sw2996A-ms98-a-0015,81.757000,81.987000,oh,B,bh,u-16-1
sw2996A-ms98-a-0015,81.987000,82.097000,you,I,bh,u-16-1
sw2996A-ms98-a-0015,82.097000,82.497875,do,I,bh,u-16-1
sw2996A-ms98-a-0015,83.029750,83.277500,oh,B,sd,u-18-1
sw2996A-ms98-a-0017,86.246875,86.436875,oh,I,sd,u-18-1
sw2996A-ms98-a-0017,86.436875,86.555750,i,I,sd,u-18-1
sw2996A-ms98-a-0017,86.555750,86.666875,do,I,sd,u-18-1
sw2996A-ms98-a-0017,86.666875,87.166875,[laughter-too],O,,
sw2996A-ms98-a-0018,87.956125,88.379750,okay,B,b,u-20-1
sw2996A-ms98-a-0019,88.842250,89.222250,and,B,sd,u-20-2
sw2996A-ms98-a-0019,89.222250,89.372250,then,I,sd,u-20-2
sw2996A-ms98-a-0019,89.372250,89.482250,you,I,sd,u-20-2
sw2996A-ms98-a-0019,89.482250,89.642250,know,I,sd,u-20-2
sw2996A-ms98-a-0019,89.642250,89.902250,too,I,sd,u-20-2
sw2996A-ms98-a-0019,89.902250,90.132250,that,I,sd,u-20-2
sw2996A-ms98-a-0019,90.132250,90.402250,uh,I,sd,u-20-2
sw2996A-ms98-a-0019,90.982250,91.502250,taxes,I,sd,u-20-2
sw2996A-ms98-a-0019,91.502250,91.748750,are,I,sd,u-20-2
sw2996A-ms98-a-0019,91.929500,92.280875,are,I,sd,u-20-2
sw2996A-ms98-a-0019,92.597250,93.162250,less,I,sd,u-20-2
sw2996A-ms98-a-0019,93.162250,93.462250,like,I,sd,u-20-2
sw2996A-ms98-a-0019,93.462250,93.622250,if,I,sd,u-20-2
sw2996A-ms98-a-0019,93.622250,93.933000,you,I,sd,u-20-2
sw2996A-ms98-a-0019,94.494125,94.692250,live,I,sd,u-20-2
sw2996A-ms98-a-0019,94.692250,94.812250,in,I,sd,u-20-2
sw2996A-ms98-a-0019,94.812250,95.632250,Mesquite,I,sd,u-20-2
sw2996A-ms98-a-0020,96.920625,97.006375,you,B,sd,u-22-1
sw2996A-ms98-a-0020,97.006375,97.127625,know,I,sd,u-22-1
sw2996A-ms98-a-0020,97.127625,97.337625,some,I,sd,u-22-1
sw2996A-ms98-a-0020,97.337625,97.677625,people,I,sd,u-22-1
sw2996A-ms98-a-0020,97.677625,97.777625,will,I,sd,u-22-1
sw2996A-ms98-a-0020,97.777625,97.957625,go,I,sd,u-22-1
sw2996A-ms98-a-0020,97.957625,98.537625,shopping,I,sd,u-22-1
sw2996A-ms98-a-0020,98.537625,98.637625,in,I,sd,u-22-1
sw2996A-ms98-a-0020,98.637625,99.337625,Mesquite,I,sd,u-22-1
sw2996A-ms98-a-0020,99.587625,99.707625,at,I,sd,u-22-1
sw2996A-ms98-a-0020,99.707625,99.767625,the,I,sd,u-22-1
sw2996A-ms98-a-0020,99.767625,100.137625,malls,I,sd,u-22-1
sw2996A-ms98-a-0020,100.137625,100.367625,out,I,sd,u-22-1
sw2996A-ms98-a-0020,100.367625,100.701000,there,I,sd,u-22-1
sw2996A-ms98-a-0020,101.509000,101.783875,uh,I,sd,u-22-1
sw2996A-ms98-a-0022,105.363250,105.713250,uh-huh,B,aa,u-24-1
sw2996A-ms98-a-0024,107.918500,108.108500,eight,B,bf,u-26-1
sw2996A-ms98-a-0024,108.108500,108.428500,point,I,bf,u-26-1
sw2996A-ms98-a-0024,108.428500,108.937500,five,I,bf,u-26-1
sw2996A-ms98-a-0026,110.160250,110.655000,um-hum,B,b,u-28-1
sw2996A-ms98-a-0028,113.816500,113.996500,is,B,qy,u-30-1
sw2996A-ms98-a-0028,113.996500,114.106500,it,I,qy,u-30-1
sw2996A-ms98-a-0028,114.106500,114.206500,the,I,qy,u-30-1
sw2996A-ms98-a-0028,114.206500,114.346500,s[ame]-,O,,
sw2996A-ms98-a-0028,114.496500,114.656500,is,B,qy,u-30-2
sw2996A-ms98-a-0028,114.656500,114.876500,it,I,qy,u-30-2
sw2996A-ms98-a-0028,114.876500,115.096500,uh,I,qy,u-30-2
sw2996A-ms98-a-0028,115.096500,115.456500,less,I,qy,u-30-2
sw2996A-ms98-a-0028,115.456500,115.566500,in,I,qy,u-30-2
sw2996A-ms98-a-0028,115.566500,115.906500,Collin,I,qy,u-30-2
sw2996A-ms98-a-0028,115.906500,116.343125,County,I,qy,u-30-2
sw2996A-ms98-a-0028,117.073750,117.226500,than,I,qy,u-30-2
sw2996A-ms98-a-0028,117.226500,117.306500,it,I,qy,u-30-2
sw2996A-ms98-a-0028,117.306500,117.446500,is,I,qy,u-30-2
sw2996A-ms98-a-0028,117.446500,117.546500,in,I,qy,u-30-2
sw2996A-ms98-a-0028,117.546500,117.896500,Dallas,I,qy,u-30-2
sw2996A-ms98-a-0028,117.896500,118.246500,County,I,qy,u-30-2
sw2996A-ms98-a-0030,126.394125,126.704125,yeah,O,,
sw2996A-ms98-a-0032,133.017875,133.517875,um-hum,B,b,u-32-1
sw2996A-ms98-a-0034,136.411625,136.904250,um-hum,B,b,u-34-1
sw2996A-ms98-a-0036,142.222250,142.442250,yeah,B,aa,u-36-1
sw2996A-ms98-a-0036,142.442250,142.552250,it,B,sd,u-36-2
sw2996A-ms98-a-0036,142.552250,142.742250,sure,I,sd,u-36-2
sw2996A-ms98-a-0036,142.742250,142.902250,did,I,sd,u-36-2
sw2996A-ms98-a-0036,142.902250,143.122250,and,B,sd,u-36-3
sw2996A-ms98-a-0036,143.122250,143.302250,then,I,sd,u-36-3
sw2996A-ms98-a-0036,143.302250,143.552250,once,I,sd,u-36-3
sw2996A-ms98-a-0036,143.552250,143.642250,you,I,sd,u-36-3
sw2996A-ms98-a-0036,143.642250,143.932250,could,I,sd,u-36-3
sw2996A-ms98-a-0036,144.192250,144.642250,deduct,I,sd,u-36-3
sw2996A-ms98-a-0036,144.822250,145.002250,at,I,sd,u-36-3
sw2996A-ms98-a-0036,145.002250,145.212250,least,I,sd,u-36-3
sw2996A-ms98-a-0036,145.212250,145.422250,some,I,sd,u-36-3
sw2996A-ms98-a-0036,145.422250,145.542250,of,I,sd,u-36-3
sw2996A-ms98-a-0036,145.542250,146.100500,that,I,sd,u-36-3
sw2996A-ms98-a-0036,147.207000,147.782250,um,I,sd,u-36-3
sw2996A-ms98-a-0036,147.782250,148.082250,off,I,sd,u-36-3
sw2996A-ms98-a-0036,148.082250,148.312250,off,I,sd,u-36-3
sw2996A-ms98-a-0036,148.312250,148.472250,your,I,sd,u-36-3
sw2996A-ms98-a-0036,148.472250,148.862250,income,I,sd,u-36-3
sw2996A-ms98-a-0036,148.862250,149.192250,tax,I,sd,u-36-3
sw2996A-ms98-a-0036,149.192250,149.282250,and,B,sd,u-36-4
sw2996A-ms98-a-0036,149.282250,149.352250,you,I,sd,u-36-4
sw2996A-ms98-a-0036,149.352250,149.642250,can't,I,sd,u-36-4
sw2996A-ms98-a-0036,149.642250,149.762250,do,I,sd,u-36-4
sw2996A-ms98-a-0036,149.762250,149.982250,that,I,sd,u-36-4
sw2996A-ms98-a-0036,149.982250,150.522250,anymore,I,sd,u-36-4
sw2996A-ms98-a-0037,152.010000,152.080000,it,B,sd,u-38-1
sw2996A-ms98-a-0037,152.080000,152.310000,really,I,sd,u-38-1
sw2996A-ms98-a-0037,152.310000,152.480000,hit,I,sd,u-38-1
sw2996A-ms98-a-0037,152.480000,152.640000,me,I,sd,u-38-1
sw2996A-ms98-a-0037,152.640000,153.120000,yesterday,I,sd,u-38-1
sw2996A-ms98-a-0037,153.120000,153.222625,i,I,sd,u-38-1
sw2996A-ms98-a-0037,153.222625,153.530000,had,I,sd,u-38-1
sw2996A-ms98-a-0037,153.530000,153.775500,uh,I,sd,u-38-1
sw2996A-ms98-a-0037,153.865875,154.030000,air,I,sd,u-38-1
sw2996A-ms98-a-0037,154.030000,154.620000,conditioning,I,sd,u-38-1
sw2996A-ms98-a-0037,154.620000,155.140000,service,I,sd,u-38-1
sw2996A-ms98-a-0037,155.140000,155.270000,for,I,sd,u-38-1
sw2996A-ms98-a-0037,155.270000,155.430000,my,I,sd,u-38-1
sw2996A-ms98-a-0037,155.430000,155.740000,car,I,sd,u-38-1
sw2996A-ms98-a-0037,155.740000,156.110000,done,I,sd,u-38-1
sw2996A-ms98-a-0037,156.110000,156.250000,and,B,sd,u-38-2
sw2996A-ms98-a-0037,156.250000,156.290000,i,I,sd,u-38-2
sw2996A-ms98-a-0037,156.290000,156.440000,had,I,sd,u-38-2
sw2996A-ms98-a-0037,156.440000,156.510000,a,I,sd,u-38-2
sw2996A-ms98-a-0037,156.510000,156.760000,little,I,sd,u-38-2
sw2996A-ms98-a-0037,156.960000,157.214875,little,I,sd,u-38-2
sw2996A-ms98-a-0037,157.403250,157.658875,uh,I,sd,u-38-2
sw2996A-ms98-a-0037,157.873625,158.310000,coupon,I,sd,u-38-2
sw2996A-ms98-a-0037,158.310000,158.860000,special,I,sd,u-38-2
sw2996A-ms98-a-0037,159.760000,159.910000,that,I,sd,u-38-2
sw2996A-ms98-a-0037,159.910000,160.100000,was,I,sd,u-38-2
sw2996A-ms98-a-0037,160.100000,160.450000,twenty,I,sd,u-38-2
sw2996A-ms98-a-0037,160.450000,160.690000,two,I,sd,u-38-2
sw2996A-ms98-a-0037,160.690000,161.220000,dollars,I,sd,u-38-2
sw2996A-ms98-a-0037,161.711875,161.983750,for,B,+,u-40-1
sw2996A-ms98-a-0037,161.983750,162.270000,um,I,+,u-40-1
sw2996A-ms98-a-0037,162.270000,162.470000,air,I,+,u-40-1
sw2996A-ms98-a-0037,162.470000,162.960000,conditioning,I,+,u-40-1
sw2996A-ms98-a-0037,162.960000,163.440000,service,I,+,u-40-1
sw2996A-ms98-a-0037,163.440000,163.580000,where,I,+,u-40-1
sw2996A-ms98-a-0037,163.580000,163.840000,they,I,+,u-40-1
sw2996A-ms98-a-0038,165.207750,165.867750,uh,I,+,u-40-1
sw2996A-ms98-a-0038,165.867750,166.197750,checked,I,+,u-40-1
sw2996A-ms98-a-0038,166.197750,166.337750,it,I,+,u-40-1
sw2996A-ms98-a-0038,166.337750,166.567750,and,I,+,u-40-1
sw2996A-ms98-a-0038,166.567750,166.777750,ch[arged]-,I,+,u-40-1
sw2996A-ms98-a-0038,166.777750,167.507750,recharged,I,+,u-40-1
sw2996A-ms98-a-0038,167.507750,167.667750,it,I,+,u-40-1
sw2996A-ms98-a-0038,167.667750,167.977750,and,I,+,u-40-1
sw2996A-ms98-a-0038,168.067750,168.267750,put,I,+,u-40-1
sw2996A-ms98-a-0038,168.267750,168.607750,one,I,+,u-40-1
sw2996A-ms98-a-0038,168.707750,168.877750,one,I,+,u-40-1
sw2996A-ms98-a-0038,168.877750,169.227750,pound,I,+,u-40-1
sw2996A-ms98-a-0038,169.227750,169.317750,of,I,+,u-40-1
sw2996A-ms98-a-0038,169.317750,169.837750,freon,I,+,u-40-1
sw2996A-ms98-a-0038,169.837750,170.057750,in,I,+,u-40-1
sw2996A-ms98-a-0038,170.057750,170.287750,and,B,sd,u-40-2
sw2996A-ms98-a-0038,170.287750,170.397750,if,I,sd,u-40-2
sw2996A-ms98-a-0038,170.397750,170.457750,you,I,sd,u-40-2
sw2996A-ms98-a-0038,170.457750,170.717750,needed,I,sd,u-40-2
sw2996A-ms98-a-0038,170.717750,171.067750,another,I,sd,u-40-2
sw2996A-ms98-a-0038,171.067750,171.407750,pound,I,sd,u-40-2
sw2996A-ms98-a-0038,171.407750,171.557750,of,I,sd,u-40-2
sw2996A-ms98-a-0038,171.557750,171.997750,freon,I,sd,u-40-2
sw2996A-ms98-a-0038,171.997750,172.137750,they,I,sd,u-40-2
sw2996A-ms98-a-0038,172.137750,172.247750,ga[ve]-,O,,
sw2996A-ms98-a-0038,172.247750,172.307750,it,B,sd,u-40-3
sw2996A-ms98-a-0038,172.737750,172.847750,it,I,sd,u-40-3
sw2996A-ms98-a-0038,172.847750,173.047750,was,I,sd,u-40-3
sw2996A-ms98-a-0038,173.047750,173.277750,like,I,sd,u-40-3
sw2996A-ms98-a-0038,173.277750,173.577750,seven,I,sd,u-40-3
sw2996A-ms98-a-0038,173.577750,173.907750,dollars,I,sd,u-40-3
sw2996A-ms98-a-0038,173.907750,174.007750,and,I,sd,u-40-3
sw2996A-ms98-a-0038,174.007750,174.417750,something,I,sd,u-40-3
sw2996A-ms98-a-0039,175.656125,175.746125,and,B,sd,u-40-4
sw2996A-ms98-a-0039,175.746125,175.856125,then,I,sd,u-40-4
sw2996A-ms98-a-0039,175.856125,176.006125,with,I,sd,u-40-4
sw2996A-ms98-a-0039,176.006125,176.086125,the,I,sd,u-40-4
sw2996A-ms98-a-0039,176.206125,176.411375,with,I,sd,u-40-4
sw2996A-ms98-a-0039,176.411375,176.513125,the,I,sd,u-40-4
sw2996A-ms98-a-0039,176.513125,176.816125,twenty,I,sd,u-40-4
sw2996A-ms98-a-0039,176.816125,177.006125,two,I,sd,u-40-4
sw2996A-ms98-a-0039,177.006125,177.326125,dollars,I,sd,u-40-4
sw2996A-ms98-a-0039,177.326125,177.446125,and,I,sd,u-40-4
sw2996A-ms98-a-0039,177.446125,177.526125,the,I,sd,u-40-4
sw2996A-ms98-a-0039,177.526125,177.936125,seven,I,sd,u-40-4
sw2996A-ms98-a-0039,177.936125,178.386125,something,I,sd,u-40-4
sw2996A-ms98-a-0039,178.386125,178.486125,it,I,sd,u-40-4
sw2996A-ms98-a-0039,178.486125,178.636125,all,I,sd,u-40-4
sw2996A-ms98-a-0039,178.636125,178.916125,came,I,sd,u-40-4
sw2996A-ms98-a-0039,178.916125,179.126125,out,I,sd,u-40-4
sw2996A-ms98-a-0039,179.126125,179.255125,to,I,sd,u-40-4
sw2996A-ms98-a-0039,179.435875,179.656125,i,I,sd,u-40-4
sw2996A-ms98-a-0039,179.656125,179.805125,i,I,sd,u-40-4
sw2996A-ms98-a-0039,179.805125,180.006125,ended,I,sd,u-40-4
sw2996A-ms98-a-0039,180.006125,180.126125,up,I,sd,u-40-4
sw2996A-ms98-a-0039,180.126125,180.366125,paying,I,sd,u-40-4
sw2996A-ms98-a-0039,180.366125,180.602750,like,I,sd,u-40-4
sw2996A-ms98-a-0039,180.772250,181.156125,thirty,I,sd,u-40-4
sw2996A-ms98-a-0039,181.156125,181.506125,four,I,sd,u-40-4
sw2996A-ms98-a-0039,181.506125,181.996125,dollars,I,sd,u-40-4
sw2996A-ms98-a-0039,181.996125,182.176125,and,B,"sd,o@",u-42-1
sw2996A-ms98-a-0039,182.176125,182.276125,i,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,182.276125,182.656125,couldn't,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,182.656125,183.136125,believe,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,183.136125,183.556125,it,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,183.556125,183.896125,and,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,183.896125,184.016125,i[t]-,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,184.016125,184.076125,the,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,184.076125,184.496125,tax,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,184.636125,184.756125,you,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,184.756125,184.936125,know,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,185.426125,185.656125,really,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,185.656125,186.006125,hits,I,"sd,o@",u-42-1
sw2996A-ms98-a-0039,186.006125,186.216125,you,I,"sd,o@",u-42-1
sw2996A-ms98-a-0041,188.843000,189.370250,um-hum,B,+@,u-44-1
sw2996A-ms98-a-0041,189.697000,189.804500,and,B,o@,u-44-2
sw2996A-ms98-a-0041,189.804500,189.968000,then,I,o@,u-44-2
sw2996A-ms98-a-0043,196.222750,196.382750,oh,B,+@,u-46-1
sw2996A-ms98-a-0043,196.382750,196.632750,it's,I,+@,u-46-1
sw2996A-ms98-a-0043,196.632750,196.752750,been,I,+@,u-46-1
sw2996A-ms98-a-0043,196.752750,196.922750,i've,I,+@,u-46-1
sw2996A-ms98-a-0043,196.922750,197.072750,been,I,+@,u-46-1
sw2996A-ms98-a-0043,197.072750,197.222750,here,I,+@,u-46-1
sw2996A-ms98-a-0043,197.272750,197.372750,for,I,+@,u-46-1
sw2996A-ms98-a-0043,197.372750,197.742750,nine,I,+@,u-46-1
sw2996A-ms98-a-0043,197.742750,198.062750,years,I,+@,u-46-1
sw2996A-ms98-a-0045,200.934000,201.194000,really,B,qw,u-48-1
sw2996A-ms98-a-0045,201.194000,201.384000,where'd,I,qw,u-48-1
sw2996A-ms98-a-0045,201.384000,201.484000,you,I,qw,u-48-1
sw2996A-ms98-a-0045,201.484000,201.694000,come,I,qw,u-48-1
sw2996A-ms98-a-0045,201.764000,202.064875,from,I,qw,u-48-1
sw2996A-ms98-a-0047,206.791875,207.081875,oh,B,bk,u-50-1
sw2996A-ms98-a-0047,208.243250,208.623500,uh-huh,I,bk,u-50-1
sw2996A-ms98-a-0049,211.447375,211.944375,um-hum,B,b,u-52-1
sw2996A-ms98-a-0051,213.767875,214.227875,um-hum,O,,
sw2996A-ms98-a-0053,215.190000,215.320000,well,B,sd,u-52-2
sw2996A-ms98-a-0053,215.320000,215.380000,uh,I,sd,u-52-2
sw2996A-ms98-a-0053,215.380000,215.610000,i,I,sd,u-52-2
sw2996A-ms98-a-0053,215.610000,215.810000,did,I,sd,u-52-2
sw2996A-ms98-a-0053,215.810000,216.230000,visit,I,sd,u-52-2
sw2996A-ms98-a-0053,216.230000,216.410000,uh,I,sd,u-52-2
sw2996A-ms98-a-0053,216.410000,216.888875,Michigan,I,sd,u-52-2
sw2996A-ms98-a-0053,216.888875,217.047125,i,I,sd,u-52-2
sw2996A-ms98-a-0053,217.047125,217.530000,visited,I,sd,u-52-2
sw2996A-ms98-a-0053,217.530000,218.210000,Kalamazoo,I,sd,u-52-2
sw2996A-ms98-a-0053,218.210000,218.590000,once,I,sd,u-52-2
sw2996A-ms98-a-0053,218.590000,218.690000,my,B,sd,u-52-3
sw2996A-ms98-a-0053,218.690000,219.060000,sister,I,sd,u-52-3
sw2996A-ms98-a-0053,219.060000,219.290000,used,I,sd,u-52-3
sw2996A-ms98-a-0053,219.290000,219.370000,to,I,sd,u-52-3
sw2996A-ms98-a-0053,219.370000,219.610000,live,I,sd,u-52-3
sw2996A-ms98-a-0053,219.610000,219.780000,there,I,sd,u-52-3
