sw2340B-ms98-a-0002,0.697750,0.987750,hello,B,fp,u-1-1
sw2340B-ms98-a-0039,126.576250,126.866250,decide,I,qw,u-47-1
sw2340B-ms98-a-0039,126.866250,126.946250,to,I,qw,u-47-1
sw2340B-ms98-a-0039,126.946250,127.136250,put,I,qw,u-47-1
sw2340B-ms98-a-0039,127.136250,127.358125,her,I,qw,u-47-1
sw2340B-ms98-a-0039,127.727250,127.872625,or,I,qw,u-47-1
sw2340B-ms98-a-0039,127.872625,128.136250,h[ad]-,I,qw,u-47-1
sw2340B-ms98-a-0039,128.136250,128.406250,what,I,qw,u-47-1
sw2340B-ms98-a-0039,128.406250,128.606250,made,I,qw,u-47-1
sw2340B-ms98-a-0039,128.606250,128.736250,her,I,qw,u-47-1
sw2340B-ms98-a-0039,128.736250,129.046250,decide,I,qw,u-47-1
sw2340B-ms98-a-0039,129.046250,129.116250,to,I,qw,u-47-1
sw2340B-ms98-a-0039,129.116250,129.526250,go,I,qw,u-47-1
sw2340B-ms98-a-0041,135.261500,135.771500,right,B,b,u-49-1
sw2340B-ms98-a-0041,135.771500,135.841500,by,O,,
sw2340B-ms98-a-0041,135.841500,136.295375,herself,O,,
sw2340B-ms98-a-0043,138.284750,139.150000,ah,O,,
sw2340B-ms98-a-0045,141.476500,141.956375,[laughter],O,,
sw2340B-ms98-a-0046,143.161750,143.261750,well,B,ba,u-53-1
sw2340B-ms98-a-0046,143.261750,143.581750,that's,I,ba,u-53-1
sw2340B-ms98-a-0046,143.581750,144.181750,good,I,ba,u-53-1
sw2340B-ms98-a-0048,147.467375,147.717375,that's,B,ba,u-55-1
sw2340B-ms98-a-0048,147.717375,148.637375,great,I,ba,u-55-1
sw2340B-ms98-a-0050,156.494875,156.791500,um-hum,B,b,u-57-1
sw2340B-ms98-a-0054,162.866750,163.496750,right,B,b,u-59-1
sw2340B-ms98-a-0054,163.496750,164.396750,shut-ins,O,,
sw2340B-ms98-a-0054,164.396750,164.646750,and,B,%,u-61-1
sw2340B-ms98-a-0055,165.881125,166.011125,yeah,B,aa,u-63-1
sw2340B-ms98-a-0055,166.011125,166.141125,it,B,aa,u-63-2
sw2340B-ms98-a-0055,166.141125,166.401125,really,I,aa,u-63-2
sw2340B-ms98-a-0055,166.401125,166.551125,is,I,aa,u-63-2
sw2340B-ms98-a-0055,166.551125,166.651125,i,B,sd,u-63-3
sw2340B-ms98-a-0055,166.651125,166.951125,worked,I,sd,u-63-3
sw2340B-ms98-a-0055,166.951125,167.061125,at,I,sd,u-63-3
sw2340B-ms98-a-0055,167.061125,167.251125,one,I,sd,u-63-3
sw2340B-ms98-a-0055,167.251125,167.415125,as,I,sd,u-63-3
sw2340B-ms98-a-0055,167.415125,167.505500,a,I,sd,u-63-3
sw2340B-ms98-a-0055,167.505500,168.001125,teenager,I,sd,u-63-3
sw2340B-ms98-a-0055,168.001125,168.041125,i,B,sd,u-63-4
sw2340B-ms98-a-0055,168.041125,168.811125,volunteered,I,sd,u-63-4
sw2340B-ms98-a-0055,168.811125,169.190250,at,O,,
sw2340B-ms98-a-0055,169.435125,169.746375,at,O,,
sw2340B-ms98-a-0056,171.135125,171.835125,well,B,sd,u-65-1
sw2340B-ms98-a-0056,171.835125,172.215125,[laughter],I,sd,u-65-1
sw2340B-ms98-a-0056,172.215125,172.385125,it,I,sd,u-65-1
sw2340B-ms98-a-0056,172.385125,172.625125,was,I,sd,u-65-1
sw2340B-ms98-a-0056,172.625125,173.014250,really,I,sd,u-65-1
sw2340B-ms98-a-0056,173.270375,173.379375,it,I,sd,u-65-1
sw2340B-ms98-a-0056,173.379375,173.515125,was,I,sd,u-65-1
sw2340B-ms98-a-0056,173.515125,173.775125,really,I,sd,u-65-1
sw2340B-ms98-a-0056,173.775125,174.325375,sad,I,sd,u-65-1
sw2340B-ms98-a-0056,174.453500,175.145125,heartbreaking,I,sd,u-65-1
sw2340B-ms98-a-0056,175.145125,175.245125,i,I,sd,u-65-1
sw2340B-ms98-a-0056,175.245125,175.775375,guess,I,sd,u-65-1
sw2340B-ms98-a-0057,176.579375,177.069375,and,B,sd,u-67-1
sw2340B-ms98-a-0057,177.069375,177.189375,uh,I,sd,u-67-1
sw2340B-ms98-a-0057,177.189375,177.409375,i,I,sd,u-67-1
sw2340B-ms98-a-0057,177.409375,177.754125,just,I,sd,u-67-1
sw2340B-ms98-a-0057,177.987750,178.259375,oh,I,sd,u-67-1
sw2340B-ms98-a-0057,178.259375,178.329375,i,I,sd,u-67-1
sw2340B-ms98-a-0057,178.329375,178.659375,just,I,sd,u-67-1
sw2340B-ms98-a-0057,178.659375,178.859375,felt,I,sd,u-67-1
sw2340B-ms98-a-0057,178.859375,178.969375,for,I,sd,u-67-1
sw2340B-ms98-a-0057,178.969375,179.179375,those,I,sd,u-67-1
sw2340B-ms98-a-0057,179.179375,179.839375,people,I,sd,u-67-1
sw2340B-ms98-a-0057,179.839375,179.953375,th[at]-,I,sd,u-67-1
sw2340B-ms98-a-0057,180.115375,180.599375,especially,I,sd,u-67-1
sw2340B-ms98-a-0057,180.599375,180.679375,the,I,sd,u-67-1
sw2340B-ms98-a-0057,180.679375,180.879375,ones,I,sd,u-67-1
sw2340B-ms98-a-0057,180.879375,181.069375,that,I,sd,u-67-1
sw2340B-ms98-a-0057,181.069375,181.539375,never,I,sd,u-67-1
sw2340B-ms98-a-0057,181.539375,181.819375,got,I,sd,u-67-1
sw2340B-ms98-a-0057,181.819375,182.319375,visited,I,sd,u-67-1
sw2340B-ms98-a-0058,183.004750,183.194750,that,B,sd,u-69-1
sw2340B-ms98-a-0058,183.194750,183.404750,just,I,sd,u-69-1
sw2340B-ms98-a-0058,183.404750,183.754750,bothered,I,sd,u-69-1
sw2340B-ms98-a-0058,183.754750,184.064750,me,I,sd,u-69-1
sw2340B-ms98-a-0059,185.416250,185.645875,that,B,sd,u-71-1
sw2340B-ms98-a-0059,185.645875,185.935875,just,I,sd,u-71-1
sw2340B-ms98-a-0059,185.935875,186.395875,bothered,I,sd,u-71-1
sw2340B-ms98-a-0059,186.485875,186.745875,me,I,sd,u-71-1
sw2340B-ms98-a-0059,186.745875,187.065875,so,I,sd,u-71-1
sw2340B-ms98-a-0059,187.065875,187.375875,much,I,sd,u-71-1
sw2340B-ms98-a-0059,187.375875,187.995875,especially,I,sd,u-71-1
sw2340B-ms98-a-0059,187.995875,188.155875,you,I,sd,u-71-1
sw2340B-ms98-a-0059,188.155875,188.395875,know,I,sd,u-71-1
sw2340B-ms98-a-0059,188.395875,188.545875,at,I,sd,u-71-1
sw2340B-ms98-a-0059,188.545875,188.745875,my,I,sd,u-71-1
sw2340B-ms98-a-0059,188.745875,188.915875,age,I,sd,u-71-1
sw2340B-ms98-a-0059,188.915875,188.975875,i,B,sd,u-71-2
sw2340B-ms98-a-0059,188.975875,189.065875,was,I,sd,u-71-2
sw2340B-ms98-a-0059,189.065875,189.375875,probably,I,sd,u-71-2
sw2340B-ms98-a-0059,189.375875,189.585875,about,I,sd,u-71-2
sw2340B-ms98-a-0059,189.585875,190.435875,fourteen,I,sd,u-71-2
sw2340B-ms98-a-0060,191.310125,191.420125,and,B,sd,u-73-1
sw2340B-ms98-a-0060,191.420125,191.580125,that,I,sd,u-73-1
sw2340B-ms98-a-0060,191.580125,191.750125,really,I,sd,u-73-1
sw2340B-ms98-a-0060,191.750125,191.930125,made,I,sd,u-73-1
sw2340B-ms98-a-0060,191.930125,191.960125,a,I,sd,u-73-1
sw2340B-ms98-a-0060,191.960125,192.220125,bad,I,sd,u-73-1
sw2340B-ms98-a-0060,192.220125,192.790125,impression,I,sd,u-73-1
sw2340B-ms98-a-0060,192.790125,192.960125,on,I,sd,u-73-1
sw2340B-ms98-a-0060,192.960125,193.180125,me,I,sd,u-73-1
sw2340B-ms98-a-0060,193.180125,193.400125,[laughter-so],O,,
sw2340B-ms98-a-0060,193.400125,193.660125,[laughter-i've],O,,
sw2340B-ms98-a-0060,193.660125,194.020125,[laughter-always],O,,
sw2340B-ms98-a-0060,194.020125,194.320125,[laughter-thought],O,,
sw2340B-ms98-a-0061,195.142375,195.282375,not,O,,
sw2340B-ms98-a-0061,195.282375,195.502375,not,B,sd,u-73-2
sw2340B-ms98-a-0061,195.502375,195.992375,really,I,sd,u-73-2
sw2340B-ms98-a-0061,195.992375,196.352375,bad,I,sd,u-73-2
sw2340B-ms98-a-0061,196.352375,196.522375,of,I,sd,u-73-2
sw2340B-ms98-a-0061,196.522375,196.672375,them_1,I,sd,u-73-2
sw2340B-ms98-a-0061,196.672375,196.752375,i,I,sd,u-73-2
sw2340B-ms98-a-0061,196.752375,197.042375,mean,I,sd,u-73-2
sw2340B-ms98-a-0061,197.042375,197.212375,because_1,I,sd,u-73-2
sw2340B-ms98-a-0061,197.212375,197.397375,they,I,sd,u-73-2
sw2340B-ms98-a-0061,197.397375,197.615875,are,I,sd,u-73-2
sw2340B-ms98-a-0061,197.615875,198.002375,most,I,sd,u-73-2
sw2340B-ms98-a-0061,198.002375,198.112375,of,I,sd,u-73-2
sw2340B-ms98-a-0061,198.112375,198.192375,them_1,I,sd,u-73-2
sw2340B-ms98-a-0061,198.192375,198.335250,i-,I,sd,u-73-2
sw2340B-ms98-a-0061,198.474625,198.602375,i,I,sd,u-73-2
sw2340B-ms98-a-0061,198.602375,198.942375,believe,I,sd,u-73-2
sw2340B-ms98-a-0061,198.942375,199.012375,are,I,sd,u-73-2
sw2340B-ms98-a-0061,199.012375,199.302375,probably,I,sd,u-73-2
sw2340B-ms98-a-0061,199.302375,199.542375,pretty,I,sd,u-73-2
sw2340B-ms98-a-0061,199.542375,199.742375,good,I,sd,u-73-2
sw2340B-ms98-a-0061,199.742375,199.882375,for,I,sd,u-73-2
sw2340B-ms98-a-0061,199.882375,199.952375,the,I,sd,u-73-2
sw2340B-ms98-a-0061,199.952375,200.342375,people,I,sd,u-73-2
sw2340B-ms98-a-0061,200.342375,200.577250,but,B,h,u-73-3
sw2340B-ms98-a-0062,201.330750,201.380750,i,I,h,u-73-3
sw2340B-ms98-a-0062,201.380750,201.530750,don't,I,h,u-73-3
sw2340B-ms98-a-0062,201.530750,201.710750,know,I,h,u-73-3
sw2340B-ms98-a-0062,201.710750,201.880750,it's,B,sv,u-73-4
sw2340B-ms98-a-0062,201.880750,202.070750,just,I,sv,u-73-4
sw2340B-ms98-a-0062,202.070750,202.360750,a,I,sv,u-73-4
sw2340B-ms98-a-0063,203.312000,203.412000,that,I,sv,u-73-4
sw2340B-ms98-a-0063,203.412000,203.522000,would,I,sv,u-73-4
sw2340B-ms98-a-0063,203.522000,203.642000,be,I,sv,u-73-4
sw2340B-ms98-a-0063,203.642000,203.832000,a,I,sv,u-73-4
sw2340B-ms98-a-0063,203.832000,204.332000,tough,I,sv,u-73-4
sw2340B-ms98-a-0063,204.332000,204.662000,tough,I,sv,u-73-4
sw2340B-ms98-a-0063,204.662000,205.272000,decision,I,sv,u-73-4
sw2340B-ms98-a-0065,210.967000,211.557000,right,B,b,u-75-1
sw2340B-ms98-a-0067,224.200000,224.880000,helps,B,aa,u-77-1
sw2340B-ms98-a-0067,225.020000,225.650000,yeah,B,aa,u-77-2
sw2340B-ms98-a-0069,228.899250,229.189250,um-hum,B,aa,u-79-1
sw2340B-ms98-a-0070,230.227000,230.582375,um-hum,B,aa^r,u-79-2
sw2340B-ms98-a-0072,234.230500,234.694125,right,B,b,u-81-1
sw2340B-ms98-a-0073,235.390875,235.789000,right,B,b,u-83-1
sw2340B-ms98-a-0075,239.203625,239.742375,right,B,b,u-85-1
sw2340B-ms98-a-0077,242.357625,242.607625,yeah,B,aa,u-87-1
sw2340B-ms98-a-0077,242.607625,242.707625,and,B,sv,u-87-2
sw2340B-ms98-a-0077,242.707625,242.817625,get,I,sv,u-87-2
sw2340B-ms98-a-0077,242.817625,242.947625,that,I,sv,u-87-2
sw2340B-ms98-a-0077,242.947625,243.357625,youth,I,sv,u-87-2
sw2340B-ms98-a-0077,243.357625,243.687625,back,I,sv,u-87-2
sw2340B-ms98-a-0078,244.323500,244.403500,you,B,sv,u-89-1
sw2340B-ms98-a-0078,244.403500,244.553500,know,I,sv,u-89-1
sw2340B-ms98-a-0078,244.553500,245.013500,sometimes,I,sv,u-89-1
sw2340B-ms98-a-0078,245.013500,245.203500,that,I,sv,u-89-1
sw2340B-ms98-a-0078,245.203500,245.433500,even,I,sv,u-89-1
sw2340B-ms98-a-0078,245.433500,245.763500,helps,I,sv,u-89-1
sw2340B-ms98-a-0078,245.763500,245.943500,them,I,sv,u-89-1
sw2340B-ms98-a-0078,245.943500,246.053500,you,I,sv,u-89-1
sw2340B-ms98-a-0078,246.053500,246.203500,know,I,sv,u-89-1
sw2340B-ms98-a-0078,246.203500,246.483500,just,I,sv,u-89-1
sw2340B-ms98-a-0078,246.483500,246.643500,being,I,sv,u-89-1
sw2340B-ms98-a-0078,246.643500,246.883500,around,I,sv,u-89-1
sw2340B-ms98-a-0078,246.883500,247.083500,young,I,sv,u-89-1
sw2340B-ms98-a-0078,247.083500,247.523500,people,I,sv,u-89-1
sw2340B-ms98-a-0078,247.523500,247.759500,the,I,sv,u-89-1
sw2340B-ms98-a-0078,248.271750,248.403500,because_1,I,sv,u-89-1
sw2340B-ms98-a-0078,248.403500,248.623500,some,I,sv,u-89-1
sw2340B-ms98-a-0078,248.623500,248.783500,of,I,sv,u-89-1
sw2340B-ms98-a-0078,248.783500,248.843500,them_1,I,sv,u-89-1
sw2340B-ms98-a-0078,248.843500,248.943500,are,I,sv,u-89-1
sw2340B-ms98-a-0078,248.943500,249.633625,so,I,sv,u-89-1
sw2340B-ms98-a-0079,250.608250,251.228250,um,I,sv,u-89-1
sw2340B-ms98-a-0079,251.928250,252.038250,you,I,sv,u-89-1
sw2340B-ms98-a-0079,252.038250,252.148250,know,I,sv,u-89-1
sw2340B-ms98-a-0079,252.248250,252.488250,just,I,sv,u-89-1
sw2340B-ms98-a-0079,252.488250,253.368250,stationary,I,sv,u-89-1
sw2340B-ms98-a-0079,253.368250,253.418250,i,B,sv,u-91-1
sw2340B-ms98-a-0079,253.418250,253.598250,mean,I,sv,u-91-1
sw2340B-ms98-a-0079,253.598250,253.698250,they'll,I,sv,u-91-1
sw2340B-ms98-a-0079,253.698250,253.888250,get,I,sv,u-91-1
sw2340B-ms98-a-0079,253.888250,253.948250,in,I,sv,u-91-1
sw2340B-ms98-a-0079,253.948250,254.038250,a,I,sv,u-91-1
sw2340B-ms98-a-0079,254.038250,254.698250,wheelchair,I,sv,u-91-1
sw2340B-ms98-a-0079,254.698250,254.888250,or,B,sv,u-91-2
sw2340B-ms98-a-0079,254.888250,255.028250,they'll,I,sv,u-91-2
sw2340B-ms98-a-0079,255.028250,255.218250,just,I,sv,u-91-2
sw2340B-ms98-a-0079,255.218250,255.368250,sit,I,sv,u-91-2
sw2340B-ms98-a-0079,255.368250,255.428250,in,I,sv,u-91-2
sw2340B-ms98-a-0079,255.428250,255.568250,a,I,sv,u-91-2
sw2340B-ms98-a-0079,255.568250,255.988250,chair,I,sv,u-91-2
sw2340B-ms98-a-0079,255.988250,256.264000,and,B,sv,u-91-3
sw2340B-ms98-a-0079,256.716000,256.918250,and,I,sv,u-91-3
sw2340B-ms98-a-0079,256.918250,257.028250,till,I,sv,u-91-3
sw2340B-ms98-a-0079,257.028250,257.138250,you,I,sv,u-91-3
sw2340B-ms98-a-0079,257.138250,257.348250,come,I,sv,u-91-3
sw2340B-ms98-a-0079,257.348250,257.588250,along,I,sv,u-91-3
sw2340B-ms98-a-0079,257.588250,257.678250,and,I,sv,u-91-3
sw2340B-ms98-a-0079,257.678250,257.948250,really,I,sv,u-91-3
sw2340B-ms98-a-0079,257.948250,258.138250,try,I,sv,u-91-3
sw2340B-ms98-a-0079,258.138250,258.268250,and,I,sv,u-91-3
sw2340B-ms98-a-0079,258.268250,258.598250,pump,I,sv,u-91-3
sw2340B-ms98-a-0079,258.598250,258.708250,them_1,I,sv,u-91-3
sw2340B-ms98-a-0079,258.708250,259.088250,up,I,sv,u-91-3
sw2340B-ms98-a-0079,259.088250,259.258250,they're,I,sv,u-91-3
sw2340B-ms98-a-0079,259.258250,259.618250,just,I,sv,u-91-3
sw2340B-ms98-a-0080,260.052250,260.622250,stationary,I,sv,u-91-3
sw2340B-ms98-a-0080,260.622250,260.742250,and,B,sd(^q),u-91-4
sw2340B-ms98-a-0080,260.742250,260.772250,i,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,260.772250,260.942250,feel,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,260.942250,261.152250,like,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,261.152250,261.402250,gosh,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,261.402250,261.652250,that's,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,261.722250,262.012250,all,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,262.012250,262.202250,they,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,262.202250,262.480125,do,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,262.593125,263.072250,all,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,263.072250,263.482250,day,I,sd(^q),u-91-4
sw2340B-ms98-a-0080,263.482250,264.172250,long,I,sd(^q),u-91-4
sw2340B-ms98-a-0081,264.732500,265.162500,so,B,sd,u-91-5
sw2340B-ms98-a-0082,266.002500,266.142500,um,I,sd,u-91-5
sw2340B-ms98-a-0082,266.142500,266.262500,so,I,sd,u-91-5
sw2340B-ms98-a-0082,266.262500,266.475000,i,I,sd,u-91-5
sw2340B-ms98-a-0082,266.475000,266.806375,do,I,sd,u-91-5
sw2340B-ms98-a-0082,266.806375,267.102500,love,I,sd,u-91-5
sw2340B-ms98-a-0082,267.102500,267.162500,to,I,sd,u-91-5
sw2340B-ms98-a-0082,267.162500,267.312500,see,I,sd,u-91-5
sw2340B-ms98-a-0082,267.312500,267.632500,young,I,sd,u-91-5
sw2340B-ms98-a-0082,267.632500,267.972500,kids,I,sd,u-91-5
sw2340B-ms98-a-0082,267.972500,268.352500,go,I,sd,u-91-5
sw2340B-ms98-a-0082,268.352500,268.772500,and,I,sd,u-91-5
sw2340B-ms98-a-0082,268.772500,269.212500,and,I,sd,u-91-5
sw2340B-ms98-a-0082,269.212500,269.412500,men,I,sd,u-91-5
sw2340B-ms98-a-0082,269.412500,269.632500,take,I,sd,u-91-5
sw2340B-ms98-a-0082,269.632500,269.702500,the,I,sd,u-91-5
sw2340B-ms98-a-0082,269.702500,269.962500,pets,I,sd,u-91-5
sw2340B-ms98-a-0082,269.962500,270.052500,and,I,sd,u-91-5
sw2340B-ms98-a-0082,270.052500,270.322500,everything,I,sd,u-91-5
sw2340B-ms98-a-0082,270.322500,270.362500,i,B,sv,u-91-6
