sw2418B-ms98-a-0002,0.827750,1.297750,okay,B,aa,u-2-1
sw2418B-ms98-a-0009,33.328875,33.568875,no,I,nn,u-12-1
sw2418B-ms98-a-0009,33.568875,33.678875,no,B,nn^r,u-12-2
sw2418B-ms98-a-0009,33.678875,33.875375,no,B,nn^r,u-12-3
sw2418B-ms98-a-0009,33.875375,34.030000,no,B,nn^r,u-12-4
sw2418B-ms98-a-0009,34.030000,35.158875,[laughter],O,,
sw2418B-ms98-a-0009,35.158875,35.558875,actually,B,sd^e,u-14-1
sw2418B-ms98-a-0009,35.558875,35.668875,i,I,sd^e,u-14-1
sw2418B-ms98-a-0009,35.668875,35.938875,left,I,sd^e,u-14-1
sw2418B-ms98-a-0009,35.938875,36.372375,TI,I,sd^e,u-14-1
sw2418B-ms98-a-0009,36.767875,37.368875,um,I,sd^e,u-14-1
sw2418B-ms98-a-0009,37.538875,37.568875,i,I,sd^e,u-14-1
sw2418B-ms98-a-0009,37.568875,37.898875,had,I,sd^e,u-14-1
sw2418B-ms98-a-0009,37.898875,38.448875,basically,I,sd^e,u-14-1
sw2418B-ms98-a-0009,38.448875,38.668875,set,I,sd^e,u-14-1
sw2418B-ms98-a-0009,38.668875,38.818875,my,I,sd^e,u-14-1
sw2418B-ms98-a-0009,38.818875,39.198875,sights,I,sd^e,u-14-1
sw2418B-ms98-a-0009,39.198875,39.368875,to,I,sd^e,u-14-1
sw2418B-ms98-a-0009,39.368875,39.598875,leave,I,sd^e,u-14-1
sw2418B-ms98-a-0009,39.598875,39.978875,TI,I,sd^e,u-14-1
sw2418B-ms98-a-0009,39.978875,40.158875,when,I,sd^e,u-14-1
sw2418B-ms98-a-0009,40.158875,40.308875,they,I,sd^e,u-14-1
sw2418B-ms98-a-0009,40.308875,40.658875,announced,I,sd^e,u-14-1
sw2418B-ms98-a-0009,40.658875,40.748875,there,I,sd^e,u-14-1
sw2418B-ms98-a-0009,40.748875,40.838875,would,I,sd^e,u-14-1
sw2418B-ms98-a-0009,40.838875,40.998875,be,I,sd^e,u-14-1
sw2418B-ms98-a-0009,40.998875,41.248875,no,I,sd^e,u-14-1
sw2418B-ms98-a-0009,41.248875,41.738875,salary,I,sd^e,u-14-1
sw2418B-ms98-a-0009,41.738875,42.278875,increases,I,sd^e,u-14-1
sw2418B-ms98-a-0009,42.278875,42.398875,in,I,sd^e,u-14-1
sw2418B-ms98-a-0009,42.398875,42.758875,ninety,I,sd^e,u-14-1
sw2418B-ms98-a-0009,42.758875,43.218875,one,I,sd^e,u-14-1
sw2418B-ms98-a-0010,43.854875,44.204875,because,I,sd^e,u-14-1
sw2418B-ms98-a-0010,44.204875,44.364875,i,I,sd^e,u-14-1
sw2418B-ms98-a-0010,44.364875,44.550625,i,I,sd^e,u-14-1
sw2418B-ms98-a-0010,44.550625,45.100500,def[initely]-,I,sd^e,u-14-1
sw2418B-ms98-a-0010,45.100500,45.654875,definitely,I,sd^e,u-14-1
sw2418B-ms98-a-0010,45.654875,45.874875,need,I,sd^e,u-14-1
sw2418B-ms98-a-0010,45.874875,45.994875,to,I,sd^e,u-14-1
sw2418B-ms98-a-0010,45.994875,46.264875,make,I,sd^e,u-14-1
sw2418B-ms98-a-0010,46.264875,46.304875,a,I,sd^e,u-14-1
sw2418B-ms98-a-0010,46.304875,46.524875,little,I,sd^e,u-14-1
sw2418B-ms98-a-0010,46.524875,46.791625,more,I,sd^e,u-14-1
sw2418B-ms98-a-0010,46.791625,47.360375,money,I,sd^e,u-14-1
sw2418B-ms98-a-0010,47.360375,47.904875,and,B,sd,u-16-1
sw2418B-ms98-a-0010,47.904875,48.209375,uh,I,sd,u-16-1
sw2418B-ms98-a-0010,48.729125,48.884875,i,I,sd,u-16-1
sw2418B-ms98-a-0010,48.884875,49.274875,haven't,I,sd,u-16-1
sw2418B-ms98-a-0010,49.274875,49.584875,really,I,sd,u-16-1
sw2418B-ms98-a-0010,49.584875,50.174875,accomplished,I,sd,u-16-1
sw2418B-ms98-a-0010,50.174875,50.389500,that,I,sd,u-16-1
sw2418B-ms98-a-0010,50.389500,50.747375,yet,I,sd,u-16-1
sw2418B-ms98-a-0010,50.747375,51.004875,but,B,sd,u-16-2
sw2418B-ms98-a-0010,51.004875,51.164875,i'm,I,sd,u-16-2
sw2418B-ms98-a-0010,51.164875,51.814875,trying,I,sd,u-16-2
sw2418B-ms98-a-0012,71.552125,71.672125,i,B,ng,u-18-1
sw2418B-ms98-a-0012,71.672125,71.982125,wish,I,ng,u-18-1
sw2418B-ms98-a-0012,71.982125,72.082125,i,I,ng,u-18-1
sw2418B-ms98-a-0012,72.082125,72.362125,did,I,ng,u-18-1
sw2418B-ms98-a-0012,72.362125,72.452125,i,B,qy^d,u-18-2
sw2418B-ms98-a-0012,72.452125,72.652125,i,I,qy^d,u-18-2
sw2418B-ms98-a-0012,72.652125,72.973875,hope,I,qy^d,u-18-2
sw2418B-ms98-a-0012,72.973875,73.154750,you're,I,qy^d,u-18-2
sw2418B-ms98-a-0012,73.154750,73.522125,you're,I,qy^d,u-18-2
sw2418B-ms98-a-0012,73.522125,73.552125,a,I,qy^d,u-18-2
sw2418B-ms98-a-0012,73.552125,73.992125,person,I,qy^d,u-18-2
sw2418B-ms98-a-0012,73.992125,74.162125,who,I,qy^d,u-18-2
sw2418B-ms98-a-0012,74.162125,74.382125,does,I,qy^d,u-18-2
sw2418B-ms98-a-0012,74.382125,74.672125,things,I,qy^d,u-18-2
sw2418B-ms98-a-0012,74.672125,74.912125,better,I,qy^d,u-18-2
sw2418B-ms98-a-0012,74.912125,75.064500,than,I,qy^d,u-18-2
sw2418B-ms98-a-0012,75.377125,75.603875,i-,O,,
sw2418B-ms98-a-0012,75.897625,76.161000,i,B,sd,u-18-3
sw2418B-ms98-a-0012,76.161000,76.412125,don't,I,sd,u-18-3
sw2418B-ms98-a-0012,76.412125,76.572125,have,I,sd,u-18-3
sw2418B-ms98-a-0012,76.572125,76.652125,a,I,sd,u-18-3
sw2418B-ms98-a-0012,76.652125,76.962125,budget,I,sd,u-18-3
sw2418B-ms98-a-0012,76.962125,77.192125,that's,B,sd,u-18-4
sw2418B-ms98-a-0012,77.192125,77.352125,one,I,sd,u-18-4
sw2418B-ms98-a-0012,77.352125,77.412125,of,I,sd,u-18-4
sw2418B-ms98-a-0012,77.412125,77.562125,my,I,sd,u-18-4
sw2418B-ms98-a-0012,77.562125,77.932125,goals,I,sd,u-18-4
sw2418B-ms98-a-0012,77.932125,78.142125,for,I,sd,u-18-4
sw2418B-ms98-a-0012,78.142125,78.362125,this,I,sd,u-18-4
sw2418B-ms98-a-0012,78.362125,78.642125,year,I,sd,u-18-4
sw2418B-ms98-a-0012,78.642125,78.802125,is,I,sd,u-18-4
sw2418B-ms98-a-0012,78.802125,78.932125,to,I,sd,u-18-4
sw2418B-ms98-a-0012,78.932125,79.252125,try,I,sd,u-18-4
sw2418B-ms98-a-0012,79.252125,79.352125,to,I,sd,u-18-4
sw2418B-ms98-a-0012,79.352125,79.562125,get,I,sd,u-18-4
sw2418B-ms98-a-0012,79.562125,80.002125,myself,I,sd,u-18-4
sw2418B-ms98-a-0012,80.002125,80.082125,in,I,sd,u-18-4
sw2418B-ms98-a-0012,80.082125,80.152125,a,I,sd,u-18-4
sw2418B-ms98-a-0012,80.152125,80.440500,good,I,sd,u-18-4
sw2418B-ms98-a-0013,81.074500,81.244500,oh,I,sd,u-18-4
sw2418B-ms98-a-0013,81.244500,81.804500,long,I,sd,u-18-4
sw2418B-ms98-a-0013,81.804500,82.294500,range,I,sd,u-18-4
sw2418B-ms98-a-0013,82.294500,83.122500,planning,I,sd,u-18-4
sw2418B-ms98-a-0013,83.288250,83.744500,budget,I,sd,u-18-4
sw2418B-ms98-a-0013,83.744500,84.467750,mode,I,sd,u-18-4
sw2418B-ms98-a-0013,84.467750,84.914500,um,B,sd,u-18-5
sw2418B-ms98-a-0013,85.484500,85.614500,i'm,I,sd,u-18-5
sw2418B-ms98-a-0013,85.614500,85.714500,a,I,sd,u-18-5
sw2418B-ms98-a-0013,85.714500,86.074500,single,I,sd,u-18-5
sw2418B-ms98-a-0013,86.074500,86.464500,mom,I,sd,u-18-5
sw2418B-ms98-a-0013,86.464500,86.584500,and,B,sd,u-18-6
sw2418B-ms98-a-0013,86.584500,86.804500,i've,I,sd,u-18-6
sw2418B-ms98-a-0013,86.804500,87.034500,been,I,sd,u-18-6
sw2418B-ms98-a-0013,87.034500,87.514500,just,I,sd,u-18-6
sw2418B-ms98-a-0013,87.654500,88.060250,uh,I,sd,u-18-6
sw2418B-ms98-a-0013,88.659125,88.974500,trying,I,sd,u-18-6
sw2418B-ms98-a-0013,88.974500,89.074500,to,I,sd,u-18-6
sw2418B-ms98-a-0013,89.074500,89.364500,get,I,sd,u-18-6
sw2418B-ms98-a-0015,91.154875,92.542250,[laughter],O,,
sw2418B-ms98-a-0015,92.542250,92.882250,thank,B,ft,u-20-1
sw2418B-ms98-a-0015,92.882250,93.002250,you,I,ft,u-20-1
sw2418B-ms98-a-0015,93.002250,93.192250,it's,B,sv,u-20-2
sw2418B-ms98-a-0015,93.192250,93.352250,nice,I,sv,u-20-2
sw2418B-ms98-a-0015,93.352250,93.452250,to,I,sv,u-20-2
sw2418B-ms98-a-0015,93.452250,93.582250,have,I,sv,u-20-2
sw2418B-ms98-a-0015,93.582250,93.862250,someone,I,sv,u-20-2
sw2418B-ms98-a-0015,93.862250,94.542250,understand,I,sv,u-20-2
sw2418B-ms98-a-0015,94.542250,94.917500,that,I,sv,u-20-2
sw2418B-ms98-a-0016,95.533875,95.685375,h[ow]-,O,,
sw2418B-ms98-a-0016,95.914750,96.188875,how,B,qo,u-22-1
sw2418B-ms98-a-0016,96.188875,96.468875,about,I,qo,u-22-1
sw2418B-ms98-a-0016,96.468875,96.998875,yourself,I,qo,u-22-1
sw2418B-ms98-a-0016,96.998875,97.088875,do,B,qy,u-22-2
sw2418B-ms98-a-0016,97.088875,97.228875,you,I,qy,u-22-2
sw2418B-ms98-a-0016,97.228875,97.478875,have,I,qy,u-22-2
sw2418B-ms98-a-0016,97.478875,97.518875,a,I,qy,u-22-2
sw2418B-ms98-a-0016,97.518875,97.878875,budget,I,qy,u-22-2
sw2418B-ms98-a-0016,97.878875,98.048875,you,I,qy,u-22-2
sw2418B-ms98-a-0016,98.048875,98.198875,live,I,qy,u-22-2
sw2418B-ms98-a-0016,98.288875,98.693000,by,I,qy,u-22-2
sw2418B-ms98-a-0018,117.672125,118.514000,um-hum,B,b,u-24-1
sw2418B-ms98-a-0020,133.071375,133.761750,right,B,b,u-26-1
sw2418B-ms98-a-0022,140.072000,140.202000,well,B,ba,u-28-1
sw2418B-ms98-a-0022,140.202000,140.492000,that's,I,ba,u-28-1
sw2418B-ms98-a-0022,140.492000,140.772000,great,I,ba,u-28-1
sw2418B-ms98-a-0022,140.772000,140.912000,how,B,qo,u-28-2
sw2418B-ms98-a-0022,140.912000,141.162000,about,I,qo,u-28-2
sw2418B-ms98-a-0022,141.162000,141.612000,your,I,qo,u-28-2
sw2418B-ms98-a-0024,147.329125,147.791875,[vocalized-noise],O,,
sw2418B-ms98-a-0025,148.710250,151.544750,[laughter],O,,
sw2418B-ms98-a-0026,152.946875,153.106875,it,B,aa,u-36-1
sw2418B-ms98-a-0026,153.106875,153.656875,really,I,aa,u-36-1
sw2418B-ms98-a-0026,153.656875,153.956875,is,I,aa,u-36-1
sw2418B-ms98-a-0026,154.081750,154.273875,it,B,aa^r,u-36-2
sw2418B-ms98-a-0026,154.273875,154.636875,it,I,aa^r,u-36-2
sw2418B-ms98-a-0026,154.636875,154.936875,really,I,aa^r,u-36-2
sw2418B-ms98-a-0026,154.936875,155.136875,is,I,aa^r,u-36-2
sw2418B-ms98-a-0026,155.136875,155.236875,you,B,sd,u-36-3
sw2418B-ms98-a-0026,155.236875,155.542875,know,I,sd,u-36-3
sw2418B-ms98-a-0026,155.848000,156.066875,uh,I,sd,u-36-3
sw2418B-ms98-a-0026,156.066875,156.266875,that,I,sd,u-36-3
sw2418B-ms98-a-0026,156.266875,156.396875,was,I,sd,u-36-3
sw2418B-ms98-a-0026,156.396875,156.776875,always,I,sd,u-36-3
sw2418B-ms98-a-0026,156.776875,156.977375,a,I,sd,u-36-3
sw2418B-ms98-a-0026,156.977375,157.188250,a,I,sd,u-36-3
sw2418B-ms98-a-0026,157.188250,157.806875,major,I,sd,u-36-3
sw2418B-ms98-a-0026,158.356875,158.776875,problem,I,sd,u-36-3
sw2418B-ms98-a-0026,158.776875,158.926875,in,I,sd,u-36-3
sw2418B-ms98-a-0026,158.926875,159.036875,our,I,sd,u-36-3
sw2418B-ms98-a-0026,159.036875,159.366875,marriage,I,sd,u-36-3
sw2418B-ms98-a-0026,159.546875,159.686875,what,B,sd,u-36-4
sw2418B-ms98-a-0026,159.686875,160.060750,i,I,sd,u-36-4
sw2418B-ms98-a-0026,160.279250,160.566875,have,I,sd,u-36-4
sw2418B-ms98-a-0026,160.566875,160.936875,always,I,sd,u-36-4
sw2418B-ms98-a-0026,160.936875,161.667625,identified,I,sd,u-36-4
sw2418B-ms98-a-0026,161.667625,161.936875,is,I,sd,u-36-4
sw2418B-ms98-a-0026,161.936875,162.126875,i,I,sd,u-36-4
sw2418B-ms98-a-0026,162.126875,162.316875,am,I,sd,u-36-4
sw2418B-ms98-a-0027,162.872000,163.722000,basically,I,sd,u-36-4
sw2418B-ms98-a-0027,163.822000,164.182000,good,I,sd,u-36-4
sw2418B-ms98-a-0027,164.182000,164.312000,with,I,sd,u-36-4
sw2418B-ms98-a-0027,164.412000,164.850875,money,I,sd,u-36-4
sw2418B-ms98-a-0027,165.043000,165.392000,it,B,sd,u-36-5
sw2418B-ms98-a-0027,165.392000,165.432000,i,I,sd,u-36-5
sw2418B-ms98-a-0027,165.432000,165.822000,don't,I,sd,u-36-5
sw2418B-ms98-a-0027,165.822000,166.052000,really,I,sd,u-36-5
sw2418B-ms98-a-0027,166.052000,166.292000,need,I,sd,u-36-5
sw2418B-ms98-a-0027,166.292000,166.352000,a,I,sd,u-36-5
sw2418B-ms98-a-0027,166.352000,166.752000,budget,I,sd,u-36-5
sw2418B-ms98-a-0027,166.752000,166.862000,to,I,sd,u-36-5
sw2418B-ms98-a-0027,166.862000,167.102000,tell,I,sd,u-36-5
sw2418B-ms98-a-0027,167.102000,167.202000,me,I,sd,u-36-5
sw2418B-ms98-a-0027,167.202000,167.442000,not,I,sd,u-36-5
sw2418B-ms98-a-0027,167.442000,167.532000,to,I,sd,u-36-5
sw2418B-ms98-a-0027,167.532000,167.882000,spend,I,sd,u-36-5
sw2418B-ms98-a-0027,167.882000,167.972000,it,I,sd,u-36-5
sw2418B-ms98-a-0027,167.972000,168.042000,i,B,sv,u-36-6
sw2418B-ms98-a-0027,168.042000,168.312000,think,B,+,u-38-1
sw2418B-ms98-a-0027,168.312000,168.472000,that,I,+,u-38-1
sw2418B-ms98-a-0027,168.472000,168.792000,comes,I,+,u-38-1
sw2418B-ms98-a-0027,168.792000,169.322000,from,I,+,u-38-1
sw2418B-ms98-a-0027,169.322000,169.582000,never,I,+,u-38-1
sw2418B-ms98-a-0027,169.582000,170.012000,having,I,+,u-38-1
sw2418B-ms98-a-0027,170.012000,170.576500,enough,I,+,u-38-1
sw2418B-ms98-a-0027,170.810000,170.942000,you,B,sd,u-38-2
sw2418B-ms98-a-0027,170.942000,171.032000,know,I,sd,u-38-2
sw2418B-ms98-a-0027,171.032000,171.142000,i'm,I,sd,u-38-2
sw2418B-ms98-a-0027,171.142000,171.492000,always,I,sd,u-38-2
sw2418B-ms98-a-0027,171.492000,172.052000,afraid,I,sd,u-38-2
sw2418B-ms98-a-0027,172.052000,172.442000,of,I,sd,u-38-2
sw2418B-ms98-a-0027,172.442000,173.762000,[laughter],I,sd,u-38-2
sw2418B-ms98-a-0027,173.762000,173.932000,i'm,I,sd,u-38-2
sw2418B-ms98-a-0027,173.932000,174.052000,going,I,sd,u-38-2
sw2418B-ms98-a-0027,174.052000,174.132000,to,I,sd,u-38-2
sw2418B-ms98-a-0027,174.132000,174.402000,need,I,sd,u-38-2
sw2418B-ms98-a-0027,174.402000,174.602000,some,I,sd,u-38-2
sw2418B-ms98-a-0027,174.602000,174.782000,and,I,sd,u-38-2
sw2418B-ms98-a-0027,174.782000,174.952000,where,I,sd,u-38-2
sw2418B-ms98-a-0027,174.952000,175.122000,will,I,sd,u-38-2
sw2418B-ms98-a-0027,175.122000,175.252000,it,I,sd,u-38-2
sw2418B-ms98-a-0027,175.252000,175.542000,be,I,sd,u-38-2
sw2418B-ms98-a-0028,176.607000,177.297000,so,B,nn,u-40-1
sw2418B-ms98-a-0028,177.297000,177.773250,um,I,nn,u-40-1
sw2418B-ms98-a-0028,178.052000,178.317000,no,I,nn,u-40-1
sw2418B-ms98-a-0028,178.317000,178.457000,i,B,sd^e,u-40-2
sw2418B-ms98-a-0028,178.607000,178.817000,i've,I,sd^e,u-40-2
sw2418B-ms98-a-0029,179.670375,179.820375,i've,I,sd^e,u-40-2
sw2418B-ms98-a-0029,179.820375,180.130375,finally,I,sd^e,u-40-2
sw2418B-ms98-a-0029,180.130375,180.390375,worked,I,sd^e,u-40-2
sw2418B-ms98-a-0029,180.390375,180.850375,myself,I,sd^e,u-40-2
sw2418B-ms98-a-0029,180.850375,181.150375,into,I,sd^e,u-40-2
sw2418B-ms98-a-0029,181.150375,181.200375,a,I,sd^e,u-40-2
sw2418B-ms98-a-0029,181.200375,181.490375,spot,I,sd^e,u-40-2
sw2418B-ms98-a-0029,181.490375,181.650375,where,I,sd^e,u-40-2
sw2418B-ms98-a-0029,181.650375,181.720375,i,I,sd^e,u-40-2
sw2418B-ms98-a-0029,181.720375,182.120375,can,I,sd^e,u-40-2
sw2418B-ms98-a-0029,182.120375,182.420375,budget,I,sd^e,u-40-2
sw2418B-ms98-a-0029,182.420375,182.590375,when,B,sd,u-40-3
sw2418B-ms98-a-0029,182.590375,182.777750,i,I,sd,u-40-3
sw2418B-ms98-a-0029,183.173125,183.310375,when,I,sd,u-40-3
sw2418B-ms98-a-0029,183.310375,183.380375,i,I,sd,u-40-3
sw2418B-ms98-a-0029,183.380375,183.520375,was,I,sd,u-40-3
sw2418B-ms98-a-0029,183.520375,183.840375,first,I,sd,u-40-3
sw2418B-ms98-a-0029,183.840375,184.400375,divorced,I,sd,u-40-3
sw2418B-ms98-a-0029,184.400375,184.460375,i,I,sd,u-40-3
sw2418B-ms98-a-0029,184.460375,184.890375,had,I,sd,u-40-3
sw2418B-ms98-a-0029,185.010375,185.290375,um,I,sd,u-40-3
sw2418B-ms98-a-0029,185.940375,185.970375,i,I,sd,u-40-3
sw2418B-ms98-a-0029,185.970375,186.220375,sat,I,sd,u-40-3
sw2418B-ms98-a-0029,186.220375,186.430375,down,I,sd,u-40-3
sw2418B-ms98-a-0029,186.430375,186.580375,and,I,sd,u-40-3
sw2418B-ms98-a-0029,186.580375,187.230375,budgeted,I,sd,u-40-3
sw2418B-ms98-a-0029,187.580375,187.920375,and,B,sd,u-40-4
sw2418B-ms98-a-0029,188.090375,188.150375,i,I,sd,u-40-4
sw2418B-ms98-a-0029,188.150375,188.430375,had,I,sd,u-40-4
sw2418B-ms98-a-0029,188.560375,188.960375,outgo,I,sd,u-40-4
sw2418B-ms98-a-0029,188.960375,189.160375,that,I,sd,u-40-4
sw2418B-ms98-a-0029,189.160375,189.290375,was,I,sd,u-40-4
sw2418B-ms98-a-0029,189.360375,189.430375,wha[t]-,I,sd,u-40-4
sw2418B-ms98-a-0029,189.730375,190.080375,much,I,sd,u-40-4
sw2418B-ms98-a-0029,190.280375,190.640375,higher,I,sd,u-40-4
sw2418B-ms98-a-0029,190.660375,190.830375,than,I,sd,u-40-4
sw2418B-ms98-a-0029,190.830375,190.970375,what,I,sd,u-40-4
sw2418B-ms98-a-0029,190.970375,191.010375,i,I,sd,u-40-4
sw2418B-ms98-a-0029,191.010375,191.250375,had,I,sd,u-40-4
sw2418B-ms98-a-0029,191.280375,191.690375,coming,I,sd,u-40-4
sw2418B-ms98-a-0029,191.690375,191.930375,in,I,sd,u-40-4
sw2418B-ms98-a-0031,196.764250,196.864250,i,B,sd,u-42-1
sw2418B-ms98-a-0031,196.864250,197.144250,tried,I,sd,u-42-1
sw2418B-ms98-a-0031,197.144250,197.224250,to,I,sd,u-42-1
sw2418B-ms98-a-0031,197.224250,197.424250,hang,I,sd,u-42-1
sw2418B-ms98-a-0031,197.424250,197.704250,onto,I,sd,u-42-1
sw2418B-ms98-a-0031,197.704250,197.804250,a,I,sd,u-42-1
sw2418B-ms98-a-0031,197.804250,198.124250,house,I,sd,u-42-1
sw2418B-ms98-a-0031,198.124250,198.314250,that,I,sd,u-42-1
sw2418B-ms98-a-0031,198.314250,198.534250,was,I,sd,u-42-1
sw2418B-ms98-a-0031,198.700000,199.014250,way,I,sd,u-42-1
sw2418B-ms98-a-0031,199.014250,199.204250,too,I,sd,u-42-1
sw2418B-ms98-a-0031,199.204250,199.844250,expensive,I,sd,u-42-1
sw2418B-ms98-a-0031,199.844250,200.086375,for,I,sd,u-42-1
sw2418B-ms98-a-0031,200.086375,200.478125,me,I,sd,u-42-1
sw2418B-ms98-a-0031,200.478125,200.961750,and,B,sd,u-42-2
sw2418B-ms98-a-0032,201.646125,201.906125,and,B,+,u-44-1
sw2418B-ms98-a-0032,201.906125,202.066125,so,I,+,u-44-1
sw2418B-ms98-a-0032,202.066125,202.446125,now,I,+,u-44-1
sw2418B-ms98-a-0032,202.446125,202.646125,that,I,+,u-44-1
sw2418B-ms98-a-0032,202.646125,202.816125,i've,I,+,u-44-1
sw2418B-ms98-a-0032,202.816125,203.486125,gotten,I,+,u-44-1
sw2418B-ms98-a-0032,203.746125,203.866125,you,I,+,u-44-1
sw2418B-ms98-a-0032,203.866125,203.926125,know,I,+,u-44-1
sw2418B-ms98-a-0032,203.926125,203.976125,i,I,+,u-44-1
sw2418B-ms98-a-0032,203.976125,204.336125,lost,I,+,u-44-1
sw2418B-ms98-a-0032,204.336125,204.446125,the,I,+,u-44-1
sw2418B-ms98-a-0032,204.446125,204.776125,house,I,+,u-44-1
sw2418B-ms98-a-0032,204.776125,204.956125,now,I,+,u-44-1
sw2418B-ms98-a-0032,204.956125,205.066125,that,I,+,u-44-1
sw2418B-ms98-a-0032,205.066125,205.186125,i've,I,+,u-44-1
sw2418B-ms98-a-0032,205.186125,205.426125,gotten,I,+,u-44-1
sw2418B-ms98-a-0032,205.426125,205.776125,past,I,+,u-44-1
sw2418B-ms98-a-0032,205.776125,206.188250,that,I,+,u-44-1
sw2418B-ms98-a-0032,206.568625,206.752625,i,I,+,u-44-1
sw2418B-ms98-a-0032,206.752625,206.946125,can,I,+,u-44-1
sw2418B-ms98-a-0032,206.946125,207.116125,sit,I,+,u-44-1
sw2418B-ms98-a-0032,207.116125,207.346125,down,I,+,u-44-1
sw2418B-ms98-a-0032,207.346125,207.516125,and,I,+,u-44-1
sw2418B-ms98-a-0032,207.516125,207.656125,say,I,+,u-44-1
sw2418B-ms98-a-0032,207.656125,207.996125,okay,I,+,u-44-1
sw2418B-ms98-a-0032,207.996125,208.276125,this,B,^q,u-44-2
sw2418B-ms98-a-0032,208.276125,208.486125,is,I,^q,u-44-2
sw2418B-ms98-a-0032,208.486125,208.596125,the,I,^q,u-44-2
sw2418B-ms98-a-0032,208.596125,209.286125,reality,I,^q,u-44-2
sw2418B-ms98-a-0032,209.286125,209.536125,this,B,^q,u-44-3
sw2418B-ms98-a-0032,209.536125,209.656125,is,I,^q,u-44-3
sw2418B-ms98-a-0032,209.656125,209.796125,how,I,^q,u-44-3
sw2418B-ms98-a-0032,209.796125,210.086125,much,I,^q,u-44-3
sw2418B-ms98-a-0032,210.086125,210.386125,money,I,^q,u-44-3
sw2418B-ms98-a-0032,210.386125,210.459625,i,I,^q,u-44-3
sw2418B-ms98-a-0032,210.459625,210.779875,have,I,^q,u-44-3
sw2418B-ms98-a-0032,210.779875,211.126125,each,I,^q,u-44-3
sw2418B-ms98-a-0032,211.126125,211.426125,month,I,^q,u-44-3
sw2418B-ms98-a-0033,211.994125,212.174125,the,B,sd,u-44-4
sw2418B-ms98-a-0033,212.174125,212.554125,scary,I,sd,u-44-4
sw2418B-ms98-a-0033,212.554125,212.904125,thing,I,sd,u-44-4
sw2418B-ms98-a-0033,212.904125,213.174125,is,I,sd,u-44-4
sw2418B-ms98-a-0033,213.174125,213.294125,as,I,sd,u-44-4
sw2418B-ms98-a-0033,213.294125,213.574125,far,I,sd,u-44-4
sw2418B-ms98-a-0033,213.574125,213.694125,as,I,sd,u-44-4
sw2418B-ms98-a-0033,213.694125,214.055000,long,I,sd,u-44-4
sw2418B-ms98-a-0033,214.055000,214.461750,term,I,sd,u-44-4
sw2418B-ms98-a-0033,214.461750,214.674125,i,I,sd,u-44-4
sw2418B-ms98-a-0033,214.674125,214.974125,don't,I,sd,u-44-4
sw2418B-ms98-a-0033,214.974125,215.354625,have,I,sd,u-44-4
sw2418B-ms98-a-0033,215.354625,216.044125,anything,I,sd,u-44-4
sw2418B-ms98-a-0033,216.044125,216.154125,i,B,qy^d,u-44-5
sw2418B-ms98-a-0033,216.154125,216.294125,don't,I,qy^d,u-44-5
sw2418B-ms98-a-0033,216.294125,216.384125,know,I,qy^d,u-44-5
sw2418B-ms98-a-0033,216.384125,216.484125,if,I,qy^d,u-44-5
sw2418B-ms98-a-0033,216.484125,216.634125,you,I,qy^d,u-44-5
sw2418B-ms98-a-0033,216.634125,216.804125,have,I,qy^d,u-44-5
