sw3194A-ms98-a-0001,1.256000,1.679875,um-hum,B,b,u-2-1
sw3194A-ms98-a-0014,60.165500,60.525500,will,I,sd,u-12-6
sw3194A-ms98-a-0014,60.525500,61.045500,actually,I,sd,u-12-6
sw3194A-ms98-a-0014,61.045500,61.335500,help,I,sd,u-12-6
sw3194A-ms98-a-0014,61.335500,61.465500,the,I,sd,u-12-6
sw3194A-ms98-a-0014,61.465500,62.313875,community,I,sd,u-12-6
sw3194A-ms98-a-0014,62.917000,63.239750,not,I,sd,u-12-6
sw3194A-ms98-a-0014,63.239750,63.375500,pay,I,sd,u-12-6
sw3194A-ms98-a-0014,63.375500,63.595500,you,I,sd,u-12-6
sw3194A-ms98-a-0014,63.595500,63.755500,the,I,sd,u-12-6
sw3194A-ms98-a-0014,63.755500,64.035500,money,I,sd,u-12-6
sw3194A-ms98-a-0014,64.035500,64.335500,back,I,sd,u-12-6
sw3194A-ms98-a-0014,64.335500,64.485500,but,I,sd,u-12-6
sw3194A-ms98-a-0014,64.485500,64.695500,will,I,sd,u-12-6
sw3194A-ms98-a-0014,64.695500,65.057125,pay,I,sd,u-12-6
sw3194A-ms98-a-0014,65.459000,65.895500,the,I,sd,u-12-6
sw3194A-ms98-a-0015,66.364125,66.727125,the,I,sd,u-12-6
sw3194A-ms98-a-0015,66.727125,66.952250,uh,I,sd,u-12-6
sw3194A-ms98-a-0015,66.952250,67.574125,community,I,sd,u-12-6
sw3194A-ms98-a-0015,67.574125,67.814125,like,I,sd,u-12-6
sw3194A-ms98-a-0015,67.814125,67.984125,through,I,sd,u-12-6
sw3194A-ms98-a-0015,67.984125,68.094125,the,I,sd,u-12-6
sw3194A-ms98-a-0015,68.094125,68.971125,schools,I,sd,u-12-6
sw3194A-ms98-a-0015,68.971125,69.124125,or,B,+,u-14-1
sw3194A-ms98-a-0015,69.124125,69.464125,things,I,+,u-14-1
sw3194A-ms98-a-0015,69.464125,69.674125,like,I,+,u-14-1
sw3194A-ms98-a-0015,69.674125,70.094500,that,I,+,u-14-1
sw3194A-ms98-a-0016,70.960375,71.568750,so,B,sv,u-16-1
sw3194A-ms98-a-0016,71.568750,72.013125,um,I,sv,u-16-1
sw3194A-ms98-a-0016,72.182625,72.510375,that's,I,sv,u-16-1
sw3194A-ms98-a-0016,72.510375,72.810375,always,I,sv,u-16-1
sw3194A-ms98-a-0016,72.810375,73.454375,helpful,I,sv,u-16-1
sw3194A-ms98-a-0016,74.022625,74.639375,and,B,sd,u-16-2
sw3194A-ms98-a-0016,74.639375,74.786250,i,I,sd,u-16-2
sw3194A-ms98-a-0016,74.786250,74.950375,know,I,sd,u-16-2
sw3194A-ms98-a-0016,74.950375,75.098875,that,I,sd,u-16-2
sw3194A-ms98-a-0016,75.098875,75.208125,we,I,sd,u-16-2
sw3194A-ms98-a-0016,75.208125,75.500375,ha[ve]-,I,sd,u-16-2
sw3194A-ms98-a-0016,75.500375,75.620375,we,I,sd,u-16-2
sw3194A-ms98-a-0016,75.620375,75.940375,have,I,sd,u-16-2
sw3194A-ms98-a-0016,75.940375,76.235375,the,I,sd,u-16-2
sw3194A-ms98-a-0016,76.514125,76.841125,the,I,sd,u-16-2
sw3194A-ms98-a-0016,76.841125,77.426750,can,I,sd,u-16-2
sw3194A-ms98-a-0017,78.453500,78.641625,the,I,sd,u-16-2
sw3194A-ms98-a-0017,78.641625,78.941000,can,I,sd,u-16-2
sw3194A-ms98-a-0017,78.941000,79.323500,different,I,sd,u-16-2
sw3194A-ms98-a-0017,79.323500,79.693500,can,I,sd,u-16-2
sw3194A-ms98-a-0017,79.693500,80.303500,banks,I,sd,u-16-2
sw3194A-ms98-a-0017,80.303500,80.673500,around,I,sd,u-16-2
sw3194A-ms98-a-0017,80.673500,80.743500,the,I,sd,u-16-2
sw3194A-ms98-a-0017,80.743500,81.263500,city,I,sd,u-16-2
sw3194A-ms98-a-0018,82.273250,82.483250,that,B,+,u-18-1
sw3194A-ms98-a-0018,82.483250,82.593250,you,I,+,u-18-1
sw3194A-ms98-a-0018,82.593250,82.823250,can,I,+,u-18-1
sw3194A-ms98-a-0018,82.823250,83.063625,go,I,+,u-18-1
sw3194A-ms98-a-0018,83.063625,83.380000,to,I,+,u-18-1
sw3194A-ms98-a-0018,83.380000,83.593250,and,I,+,u-18-1
sw3194A-ms98-a-0018,83.593250,83.753250,do,I,+,u-18-1
sw3194A-ms98-a-0018,83.753250,84.333250,that,I,+,u-18-1
sw3194A-ms98-a-0019,85.040875,85.510375,um,B,%,u-18-2
sw3194A-ms98-a-0019,86.000000,86.235000,one,I,%,u-18-2
sw3194A-ms98-a-0019,86.235000,86.330875,of,I,%,u-18-2
sw3194A-ms98-a-0019,86.330875,86.430875,the,I,%,u-18-2
sw3194A-ms98-a-0019,86.430875,86.795125,ways,I,%,u-18-2
sw3194A-ms98-a-0019,87.435500,87.622375,i,B,h,u-18-3
sw3194A-ms98-a-0019,87.622375,87.830875,don't,I,h,u-18-3
sw3194A-ms98-a-0019,87.830875,88.291625,know,I,h,u-18-3
sw3194A-ms98-a-0019,88.291625,88.700875,uh,I,h,u-18-3
sw3194A-ms98-a-0019,88.700875,88.950875,if,I,h,u-18-3
sw3194A-ms98-a-0019,88.950875,89.200875,this,I,h,u-18-3
sw3194A-ms98-a-0019,89.200875,89.340875,would,I,h,u-18-3
sw3194A-ms98-a-0019,89.340875,89.470875,be,I,h,u-18-3
sw3194A-ms98-a-0019,89.470875,89.890875,helpful,I,h,u-18-3
sw3194A-ms98-a-0019,89.890875,90.020875,it,B,sd(^q),u-18-4
sw3194A-ms98-a-0019,90.020875,90.290875,said,I,sd(^q),u-18-4
sw3194A-ms98-a-0019,90.290875,90.460875,on,I,sd(^q),u-18-4
sw3194A-ms98-a-0019,90.460875,90.779875,the,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,91.554000,91.826125,the,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,91.826125,92.504000,computer,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,92.504000,92.709250,what,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,92.905125,93.034000,do,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,93.034000,93.186750,i,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,93.186750,93.394000,think,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,93.394000,93.544000,would,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,93.544000,93.794000,be,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,93.794000,94.318625,helpful,I,sd(^q),u-18-4
sw3194A-ms98-a-0020,94.766750,94.894375,and,B,h,u-18-5
sw3194A-ms98-a-0020,94.894375,94.988500,i,I,h,u-18-5
sw3194A-ms98-a-0020,94.988500,95.184000,don't,I,h,u-18-5
sw3194A-ms98-a-0020,95.184000,95.354000,know,I,h,u-18-5
sw3194A-ms98-a-0020,95.354000,95.454000,if,I,h,u-18-5
sw3194A-ms98-a-0020,95.454000,95.514000,it,I,h,u-18-5
sw3194A-ms98-a-0020,95.514000,95.634000,would,I,h,u-18-5
sw3194A-ms98-a-0020,95.634000,95.774000,be,I,h,u-18-5
sw3194A-ms98-a-0020,95.774000,96.144000,helpful,I,h,u-18-5
sw3194A-ms98-a-0020,96.144000,96.274000,or,I,h,u-18-5
sw3194A-ms98-a-0020,96.274000,96.494000,not,I,h,u-18-5
sw3194A-ms98-a-0020,96.494000,96.694000,but,B,sd,u-18-6
sw3194A-ms98-a-0020,96.694000,96.784000,i,I,sd,u-18-6
sw3194A-ms98-a-0020,96.784000,96.974000,know,I,sd,u-18-6
sw3194A-ms98-a-0020,96.974000,97.114000,on,I,sd,u-18-6
sw3194A-ms98-a-0020,97.114000,97.694000,Monday,I,sd,u-18-6
sw3194A-ms98-a-0020,97.944000,98.400000,the,I,sd,u-18-6
sw3194A-ms98-a-0020,98.772875,99.082625,the,I,sd,u-18-6
sw3194A-ms98-a-0020,99.082625,99.466875,garbage,I,sd,u-18-6
sw3194A-ms98-a-0020,99.466875,99.677750,men,I,sd,u-18-6
sw3194A-ms98-a-0020,99.677750,99.974000,pick,I,sd,u-18-6
sw3194A-ms98-a-0020,99.974000,100.324000,up,I,sd,u-18-6
sw3194A-ms98-a-0020,100.324000,100.621125,like,I,sd,u-18-6
sw3194A-ms98-a-0020,100.752000,101.064000,just,I,sd,u-18-6
sw3194A-ms98-a-0021,101.876125,102.621875,um,I,sd,u-18-6
sw3194A-ms98-a-0022,103.367500,103.673500,uh,I,sd,u-18-6
sw3194A-ms98-a-0022,103.673500,103.943500,any,I,sd,u-18-6
sw3194A-ms98-a-0022,103.943500,104.543500,limbs,I,sd,u-18-6
sw3194A-ms98-a-0022,104.543500,104.673500,or,I,sd,u-18-6
sw3194A-ms98-a-0022,104.673500,104.911375,any,I,sd,u-18-6
sw3194A-ms98-a-0022,105.035625,105.463500,extra,I,sd,u-18-6
sw3194A-ms98-a-0022,105.463500,105.913500,trash,I,sd,u-18-6
sw3194A-ms98-a-0022,105.913500,106.043500,that,I,sd,u-18-6
sw3194A-ms98-a-0022,106.043500,106.153500,you,I,sd,u-18-6
sw3194A-ms98-a-0022,106.153500,106.413500,might,I,sd,u-18-6
sw3194A-ms98-a-0022,106.413500,106.853500,have,I,sd,u-18-6
sw3194A-ms98-a-0023,107.436750,107.546750,and,B,sv,u-20-1
sw3194A-ms98-a-0023,107.546750,107.676750,that,I,sv,u-20-1
sw3194A-ms98-a-0023,107.676750,107.876750,might,I,sv,u-20-1
sw3194A-ms98-a-0023,107.876750,108.016750,be,I,sv,u-20-1
sw3194A-ms98-a-0023,108.016750,108.146750,an,I,sv,u-20-1
sw3194A-ms98-a-0023,108.146750,108.546750,extra,I,sv,u-20-1
sw3194A-ms98-a-0023,108.546750,108.816750,day,I,sv,u-20-1
sw3194A-ms98-a-0023,108.816750,108.996750,to,I,sv,u-20-1
sw3194A-ms98-a-0023,108.996750,109.236750,put,I,sv,u-20-1
sw3194A-ms98-a-0023,109.236750,109.670125,out,I,sv,u-20-1
sw3194A-ms98-a-0023,109.776750,109.875875,uh,I,sv,u-20-1
sw3194A-ms98-a-0023,109.875875,110.396750,things,I,sv,u-20-1
sw3194A-ms98-a-0023,110.396750,110.656750,that,I,sv,u-20-1
sw3194A-ms98-a-0023,110.656750,110.896750,might,I,sv,u-20-1
sw3194A-ms98-a-0023,110.896750,111.036750,be,I,sv,u-20-1
sw3194A-ms98-a-0023,111.036750,111.756750,recycled,I,sv,u-20-1
sw3194A-ms98-a-0023,111.756750,111.916750,if,I,sv,u-20-1
sw3194A-ms98-a-0023,111.916750,112.011000,we,I,sv,u-20-1
sw3194A-ms98-a-0023,112.011000,112.346750,had,I,sv,u-20-1
sw3194A-ms98-a-0023,112.346750,112.599500,a,I,sv,u-20-1
sw3194A-ms98-a-0023,112.743250,112.878750,a,I,sv,u-20-1
sw3194A-ms98-a-0023,112.878750,113.496750,certain,I,sv,u-20-1
sw3194A-ms98-a-0024,114.085250,114.563250,colored,I,sv,u-20-1
sw3194A-ms98-a-0024,114.763625,115.145250,can,I,sv,u-20-1
sw3194A-ms98-a-0024,115.145250,115.235250,to,I,sv,u-20-1
sw3194A-ms98-a-0024,115.235250,115.445250,put,I,sv,u-20-1
sw3194A-ms98-a-0024,115.445250,115.575250,them_1,I,sv,u-20-1
sw3194A-ms98-a-0024,115.575250,115.775250,in,I,sv,u-20-1
sw3194A-ms98-a-0024,115.775250,116.075250,or,I,sv,u-20-1
sw3194A-ms98-a-0024,116.075250,116.255250,or,I,sv,u-20-1
sw3194A-ms98-a-0024,116.255250,116.705250,something,I,sv,u-20-1
sw3194A-ms98-a-0024,116.705250,116.835250,in,I,sv,u-20-1
sw3194A-ms98-a-0024,116.835250,116.935250,the,I,sv,u-20-1
sw3194A-ms98-a-0024,116.935250,117.321000,city,I,sv,u-20-1
sw3194A-ms98-a-0024,117.825750,118.025250,to,I,sv,u-20-1
sw3194A-ms98-a-0024,118.025250,118.385250,put,I,sv,u-20-1
sw3194A-ms98-a-0024,118.755250,119.013375,like,I,sv,u-20-1
sw3194A-ms98-a-0024,119.013375,119.345625,either,I,sv,u-20-1
sw3194A-ms98-a-0024,119.500000,120.065250,glass,I,sv,u-20-1
sw3194A-ms98-a-0024,120.065250,120.452875,or,I,sv,u-20-1
sw3194A-ms98-a-0024,120.671375,121.425250,newspapers,I,sv,u-20-1
sw3194A-ms98-a-0024,121.425250,121.865250,or,I,sv,u-20-1
sw3194A-ms98-a-0024,121.865250,122.457625,whatever,I,sv,u-20-1
sw3194A-ms98-a-0026,129.874000,130.352250,yeah,B,b,u-22-1
sw3194A-ms98-a-0027,131.413000,131.773000,yeah,B,b,u-24-1
sw3194A-ms98-a-0029,142.948000,143.378000,yeah,B,b,u-26-1
sw3194A-ms98-a-0030,144.434000,144.661375,uh,B,sd,u-26-2
sw3194A-ms98-a-0030,144.661375,144.806750,i,I,sd,u-26-2
sw3194A-ms98-a-0030,144.806750,145.145500,know,I,sd,u-26-2
sw3194A-ms98-a-0030,146.291375,146.681375,getting,I,sd,u-26-2
sw3194A-ms98-a-0030,146.681375,146.751375,a,I,sd,u-26-2
sw3194A-ms98-a-0030,146.751375,147.321375,newspaper,I,sd,u-26-2
sw3194A-ms98-a-0030,147.321375,147.953875,everyday,I,sd,u-26-2
sw3194A-ms98-a-0030,148.300375,148.477875,i,I,sd,u-26-2
sw3194A-ms98-a-0030,148.477875,148.751375,know,I,sd,u-26-2
sw3194A-ms98-a-0030,148.751375,148.881375,i,I,sd,u-26-2
sw3194A-ms98-a-0030,148.881375,149.091375,could,I,sd,u-26-2
sw3194A-ms98-a-0030,149.091375,149.711375,just,I,sd,u-26-2
sw3194A-ms98-a-0030,149.711375,149.811375,you,I,sd,u-26-2
sw3194A-ms98-a-0030,149.811375,150.131375,know,I,sd,u-26-2
sw3194A-ms98-a-0031,151.056625,151.407875,do,I,sd,u-26-2
sw3194A-ms98-a-0031,151.407875,151.792375,that,I,sd,u-26-2
sw3194A-ms98-a-0032,152.460000,152.873375,because,B,+,u-28-1
sw3194A-ms98-a-0032,152.873375,152.995625,i,I,+,u-28-1
sw3194A-ms98-a-0032,152.995625,153.166250,have,I,+,u-28-1
sw3194A-ms98-a-0032,153.166250,153.286250,to,I,+,u-28-1
sw3194A-ms98-a-0032,153.286250,153.536250,pick,I,+,u-28-1
sw3194A-ms98-a-0032,153.536250,153.646250,it,I,+,u-28-1
sw3194A-ms98-a-0032,153.646250,153.866250,up,I,+,u-28-1
sw3194A-ms98-a-0032,153.866250,153.996250,and,B,sd,u-28-2
sw3194A-ms98-a-0032,153.996250,154.106250,it,I,sd,u-28-2
sw3194A-ms98-a-0032,154.106250,154.296250,just,I,sd,u-28-2
sw3194A-ms98-a-0032,154.296250,154.496250,goes,I,sd,u-28-2
sw3194A-ms98-a-0032,154.496250,154.646250,out,I,sd,u-28-2
sw3194A-ms98-a-0032,154.646250,154.816250,with,I,sd,u-28-2
sw3194A-ms98-a-0032,154.816250,154.937375,our,I,sd,u-28-2
sw3194A-ms98-a-0032,154.937375,155.370625,trash,I,sd,u-28-2
sw3194A-ms98-a-0032,155.969500,156.326250,and,B,sv,u-28-3
sw3194A-ms98-a-0032,156.326250,156.406250,i,I,sv,u-28-3
sw3194A-ms98-a-0032,156.406250,156.676250,guess,I,sv,u-28-3
sw3194A-ms98-a-0032,156.676250,156.786250,i'm,I,sv,u-28-3
sw3194A-ms98-a-0032,156.786250,156.986250,not,I,sv,u-28-3
sw3194A-ms98-a-0032,156.986250,157.175500,as,I,sv,u-28-3
sw3194A-ms98-a-0032,157.785625,158.436250,um,I,sv,u-28-3
sw3194A-ms98-a-0033,159.575500,160.235500,recycling,I,sv,u-28-3
sw3194A-ms98-a-0033,160.235500,160.625500,minded,I,sv,u-28-3
sw3194A-ms98-a-0033,160.625500,160.793375,as,I,sv,u-28-3
sw3194A-ms98-a-0033,160.793375,160.917750,i,I,sv,u-28-3
sw3194A-ms98-a-0033,160.917750,161.215500,should,I,sv,u-28-3
sw3194A-ms98-a-0033,161.215500,161.585750,be,I,sv,u-28-3
sw3194A-ms98-a-0033,161.883250,162.215500,but,B,sd,u-30-1
sw3194A-ms98-a-0033,162.215500,162.465500,uh,I,sd,u-30-1
sw3194A-ms98-a-0033,162.465500,162.815500,that,I,sd,u-30-1
sw3194A-ms98-a-0033,162.815500,163.025500,goes,I,sd,u-30-1
sw3194A-ms98-a-0033,163.025500,163.185500,out,I,sd,u-30-1
sw3194A-ms98-a-0033,163.185500,163.315500,with,I,sd,u-30-1
sw3194A-ms98-a-0033,163.315500,163.415500,the,I,sd,u-30-1
sw3194A-ms98-a-0033,163.415500,164.145500,trash,I,sd,u-30-1
sw3194A-ms98-a-0033,164.145500,164.300750,and,B,sv,u-30-2
sw3194A-ms98-a-0033,164.300750,164.443875,it,I,sv,u-30-2
sw3194A-ms98-a-0033,164.443875,164.705500,really,I,sv,u-30-2
sw3194A-ms98-a-0033,164.705500,164.975500,could,I,sv,u-30-2
sw3194A-ms98-a-0033,164.975500,165.115500,be,I,sv,u-30-2
sw3194A-ms98-a-0033,165.115500,165.945500,recycled,I,sv,u-30-2
sw3194A-ms98-a-0034,167.142750,167.569375,so,O,,
sw3194A-ms98-a-0035,168.887125,169.110625,did,B,qy^d,u-32-1
sw3194A-ms98-a-0035,169.110625,169.355750,you,I,qy^d,u-32-1
sw3194A-ms98-a-0036,170.093750,170.313750,tell,B,ad,u-34-1
sw3194A-ms98-a-0036,170.313750,170.553750,me,I,ad,u-34-1
sw3194A-ms98-a-0038,191.134750,191.667250,um-hum,O,,
sw3194A-ms98-a-0039,192.746875,192.856875,now,O,,
sw3194A-ms98-a-0039,192.856875,192.956875,do,O,,
sw3194A-ms98-a-0039,192.956875,193.016875,you,B,qy,u-36-1
sw3194A-ms98-a-0039,193.016875,193.106875,have,I,qy,u-36-1
sw3194A-ms98-a-0039,193.106875,193.226875,to,I,qy,u-36-1
sw3194A-ms98-a-0039,193.226875,193.573125,take,I,qy,u-36-1
sw3194A-ms98-a-0039,193.573125,193.829250,like,I,qy,u-36-1
sw3194A-ms98-a-0039,193.829250,194.296875,labels,I,qy,u-36-1
sw3194A-ms98-a-0039,194.296875,194.536875,off,I,qy,u-36-1
sw3194A-ms98-a-0039,194.536875,194.686875,of,I,qy,u-36-1
sw3194A-ms98-a-0039,194.686875,194.996000,those,I,qy,u-36-1
sw3194A-ms98-a-0039,195.255375,195.596875,jars,I,qy,u-36-1
sw3194A-ms98-a-0041,198.987750,199.417750,uh-huh,O,,
sw3194A-ms98-a-0042,200.848125,201.228125,yeah,B,b,u-38-1
sw3194A-ms98-a-0044,203.367750,203.627750,take,B,sd^m,u-40-1
sw3194A-ms98-a-0044,203.627750,203.697750,them_1,I,sd^m,u-40-1
sw3194A-ms98-a-0044,203.697750,204.057750,off,I,sd^m,u-40-1
sw3194A-ms98-a-0044,204.057750,204.227750,yeah,B,%,u-40-2
sw3194A-ms98-a-0046,211.749375,212.325750,soda,B,^2,u-42-1
sw3194A-ms98-a-0046,212.484000,212.919375,both,B,^2,u-42-2
sw3194A-ms98-a-0046,212.919375,213.189375,liter,I,^2,u-42-2
sw3194A-ms98-a-0046,213.189375,213.709375,sodas,I,^2,u-42-2
sw3194A-ms98-a-0046,214.169375,214.349375,can,B,qy,u-44-1
sw3194A-ms98-a-0046,214.349375,214.439375,you,I,qy,u-44-1
sw3194A-ms98-a-0046,214.439375,214.569375,do,I,qy,u-44-1
