sw3129A-ms98-a-0002,17.324125,17.564125,yeah,B,b,u-2-1
sw3129A-ms98-a-0015,111.524500,111.654500,you,I,qy,u-14-3
sw3129A-ms98-a-0015,111.654500,111.824500,have,I,qy,u-14-3
sw3129A-ms98-a-0015,111.824500,111.884500,a,I,qy,u-14-3
sw3129A-ms98-a-0015,111.884500,112.314500,separate,I,qy,u-14-3
sw3129A-ms98-a-0015,112.314500,112.804500,fuse,I,qy,u-14-3
sw3129A-ms98-a-0015,112.804500,112.994500,for,I,qy,u-14-3
sw3129A-ms98-a-0015,112.994500,113.164500,your,I,qy,u-14-3
sw3129A-ms98-a-0015,113.164500,113.404500,high,I,qy,u-14-3
sw3129A-ms98-a-0015,113.404500,113.827375,beam,I,qy,u-14-3
sw3129A-ms98-a-0015,113.978000,114.144500,as,B,+,u-16-1
sw3129A-ms98-a-0015,114.144500,114.434500,opposed,I,+,u-16-1
sw3129A-ms98-a-0015,114.434500,114.494500,to,I,+,u-16-1
sw3129A-ms98-a-0015,114.494500,114.614500,your,I,+,u-16-1
sw3129A-ms98-a-0015,114.614500,114.794500,low,I,+,u-16-1
sw3129A-ms98-a-0015,114.794500,115.124500,beam,I,+,u-16-1
sw3129A-ms98-a-0017,121.790500,122.340500,diagram,B,^2,u-18-1
sw3129A-ms98-a-0018,123.732000,123.792000,yeah,B,b,u-20-1
sw3129A-ms98-a-0018,123.792000,123.962000,i,B,sd,u-20-2
sw3129A-ms98-a-0018,123.962000,124.182000,don't,I,sd,u-20-2
sw3129A-ms98-a-0018,124.182000,124.342000,even,I,sd,u-20-2
sw3129A-ms98-a-0018,124.342000,124.542000,know,I,sd,u-20-2
sw3129A-ms98-a-0018,124.542000,124.682000,if,I,sd,u-20-2
sw3129A-ms98-a-0018,124.682000,125.166875,my,I,sd,u-20-2
sw3129A-ms98-a-0018,125.520000,125.844500,uh,I,sd,u-20-2
sw3129A-ms98-a-0018,125.844500,126.202000,current,I,sd,u-20-2
sw3129A-ms98-a-0018,126.202000,126.762000,cars,I,sd,u-20-2
sw3129A-ms98-a-0018,126.902000,127.192000,have,I,sd,u-20-2
sw3129A-ms98-a-0018,127.192000,127.262000,a,I,sd,u-20-2
sw3129A-ms98-a-0018,127.262000,127.792000,separate,I,sd,u-20-2
sw3129A-ms98-a-0018,127.792000,128.242000,fuse,I,sd,u-20-2
sw3129A-ms98-a-0018,128.242000,128.312000,i,B,sd,u-20-3
sw3129A-ms98-a-0018,128.312000,128.482000,know,I,sd,u-20-3
sw3129A-ms98-a-0018,128.482000,129.072000,sometimes,I,sd,u-20-3
sw3129A-ms98-a-0018,129.072000,129.202000,when,I,sd,u-20-3
sw3129A-ms98-a-0018,129.202000,129.322000,you,I,sd,u-20-3
sw3129A-ms98-a-0018,129.322000,129.602000,think,I,sd,u-20-3
sw3129A-ms98-a-0018,129.602000,129.862000,there,I,sd,u-20-3
sw3129A-ms98-a-0018,129.862000,130.037875,are,I,sd,u-20-3
sw3129A-ms98-a-0018,130.606500,131.141750,uh,I,sd,u-20-3
sw3129A-ms98-a-0020,132.793250,133.167125,things,I,sd,u-20-3
sw3129A-ms98-a-0020,133.167125,133.674375,running,I,sd,u-20-3
sw3129A-ms98-a-0020,133.674375,133.999500,uh,I,sd,u-20-3
sw3129A-ms98-a-0020,133.999500,134.203250,while,I,sd,u-20-3
sw3129A-ms98-a-0020,134.203250,134.333250,they're,I,sd,u-20-3
sw3129A-ms98-a-0020,134.333250,134.413250,at,I,sd,u-20-3
sw3129A-ms98-a-0020,134.413250,134.513250,the,I,sd,u-20-3
sw3129A-ms98-a-0020,134.513250,134.853250,same,I,sd,u-20-3
sw3129A-ms98-a-0020,134.853250,135.243250,unit,I,sd,u-20-3
sw3129A-ms98-a-0020,135.243250,135.413250,like,I,sd,u-20-3
sw3129A-ms98-a-0020,135.413250,135.544125,the,I,sd,u-20-3
sw3129A-ms98-a-0020,135.544125,135.963250,li[ttle]-,I,sd,u-20-3
sw3129A-ms98-a-0020,135.963250,136.083250,the,I,sd,u-20-3
sw3129A-ms98-a-0020,136.083250,136.683250,headlamp,I,sd,u-20-3
sw3129A-ms98-a-0021,137.099500,137.809500,you,B,sd(^q),u-22-1
sw3129A-ms98-a-0021,137.809500,138.099500,tend,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,138.099500,138.179500,to,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,138.179500,138.419500,think,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,138.419500,138.619500,well,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,138.619500,138.769500,there's,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,138.769500,138.999500,one,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,138.999500,139.329500,fuse,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,139.329500,139.799500,operating,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,139.799500,139.879500,the,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,139.879500,140.129500,whole,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,140.129500,140.429500,thing,I,sd(^q),u-22-1
sw3129A-ms98-a-0021,140.429500,140.549500,but,B,sd,u-22-2
sw3129A-ms98-a-0021,140.549500,141.109500,sometimes,I,sd,u-22-2
sw3129A-ms98-a-0021,141.109500,141.256750,the,I,sd,u-22-2
sw3129A-ms98-a-0021,141.256750,141.723750,extra,I,sd,u-22-2
sw3129A-ms98-a-0021,141.723750,142.299500,amperage,I,sd,u-22-2
sw3129A-ms98-a-0021,142.299500,142.529500,that,I,sd,u-22-2
sw3129A-ms98-a-0021,142.529500,142.637500,a,I,sd,u-22-2
sw3129A-ms98-a-0021,143.210000,143.529500,high,I,sd,u-22-2
sw3129A-ms98-a-0021,143.529500,143.839500,beam,I,sd,u-22-2
sw3129A-ms98-a-0021,143.839500,144.269500,drives,I,sd,u-22-2
sw3129A-ms98-a-0021,144.269500,144.439500,as,I,sd,u-22-2
sw3129A-ms98-a-0021,144.439500,144.859500,opposed,I,sd,u-22-2
sw3129A-ms98-a-0021,144.859500,144.939500,to,I,sd,u-22-2
sw3129A-ms98-a-0021,144.939500,144.979500,a,I,sd,u-22-2
sw3129A-ms98-a-0021,144.979500,145.329500,low,I,sd,u-22-2
sw3129A-ms98-a-0021,145.329500,145.803250,beam,I,sd,u-22-2
sw3129A-ms98-a-0021,146.346250,146.805875,uh,I,sd,u-22-2
sw3129A-ms98-a-0021,146.805875,147.489500,requires,I,sd,u-22-2
sw3129A-ms98-a-0021,147.489500,147.519500,uh,I,sd,u-22-2
sw3129A-ms98-a-0021,147.519500,147.589500,the,I,sd,u-22-2
sw3129A-ms98-a-0021,147.589500,147.959500,use,I,sd,u-22-2
sw3129A-ms98-a-0021,147.959500,148.179500,of,I,sd,u-22-2
sw3129A-ms98-a-0021,148.179500,148.468500,a,I,sd,u-22-2
sw3129A-ms98-a-0021,148.675625,148.969500,of,I,sd,u-22-2
sw3129A-ms98-a-0021,148.969500,149.099500,a,I,sd,u-22-2
sw3129A-ms98-a-0021,149.099500,149.409500,maybe,I,sd,u-22-2
sw3129A-ms98-a-0021,149.409500,149.459500,a,I,sd,u-22-2
sw3129A-ms98-a-0021,149.459500,149.749500,higher,I,sd,u-22-2
sw3129A-ms98-a-0021,149.749500,150.279500,fuse,I,sd,u-22-2
sw3129A-ms98-a-0022,151.400625,151.600625,so,B,sv,u-24-1
sw3129A-ms98-a-0022,151.600625,151.810625,that's,I,sv,u-24-1
sw3129A-ms98-a-0022,151.810625,151.850625,a,I,sv,u-24-1
sw3129A-ms98-a-0022,151.850625,152.660625,possibility,I,sv,u-24-1
sw3129A-ms98-a-0024,165.403250,165.533250,is,B,qy,u-26-1
sw3129A-ms98-a-0024,165.533250,165.716875,this,I,qy,u-26-1
sw3129A-ms98-a-0024,165.716875,166.006875,a,I,qy,u-26-1
sw3129A-ms98-a-0024,166.006875,166.113250,a,I,qy,u-26-1
sw3129A-ms98-a-0024,166.113250,166.483250,mail,I,qy,u-26-1
sw3129A-ms98-a-0024,166.483250,166.723250,order,I,qy,u-26-1
sw3129A-ms98-a-0024,166.723250,167.113250,parts,I,qy,u-26-1
sw3129A-ms98-a-0024,167.113250,167.553250,house,I,qy,u-26-1
sw3129A-ms98-a-0024,167.553250,167.793250,that,I,qy,u-26-1
sw3129A-ms98-a-0024,167.793250,168.643250,specializes,I,qy,u-26-1
sw3129A-ms98-a-0024,168.643250,168.963250,in,I,qy,u-26-1
sw3129A-ms98-a-0024,168.963250,169.173250,in,I,qy,u-26-1
sw3129A-ms98-a-0024,169.173250,169.573250,parts,I,qy,u-26-1
sw3129A-ms98-a-0024,169.573250,169.943250,for,I,qy,u-26-1
sw3129A-ms98-a-0024,169.943250,170.203250,uh,I,qy,u-26-1
sw3129A-ms98-a-0024,170.203250,170.473250,old,I,qy,u-26-1
sw3129A-ms98-a-0024,170.473250,170.993250,imports,I,qy,u-26-1
sw3129A-ms98-a-0026,172.797625,172.998750,wh[o]-,O,,
sw3129A-ms98-a-0028,174.725500,174.945500,um,B,b,u-30-1
sw3129A-ms98-a-0028,175.145500,175.489750,so,B,qy^d,u-32-1
sw3129A-ms98-a-0028,175.489750,175.760875,it's,I,qy^d,u-32-1
sw3129A-ms98-a-0028,175.760875,176.225500,not,I,qy^d,u-32-1
sw3129A-ms98-a-0028,176.225500,176.395500,J,I,qy^d,u-32-1
sw3129A-ms98-a-0028,176.395500,176.595500,C,I,qy^d,u-32-1
sw3129A-ms98-a-0028,176.595500,177.025500,Whitney,I,qy^d,u-32-1
sw3129A-ms98-a-0028,177.025500,177.125500,or,I,qy^d,u-32-1
sw3129A-ms98-a-0028,177.125500,177.455500,somebody,I,qy^d,u-32-1
sw3129A-ms98-a-0028,177.455500,177.655500,like,I,qy^d,u-32-1
sw3129A-ms98-a-0028,177.655500,177.895500,that,I,qy^d,u-32-1
sw3129A-ms98-a-0030,194.014250,194.316625,yeah,B,b,u-34-1
sw3129A-ms98-a-0030,194.464125,194.684250,have,B,qy,u-34-2
sw3129A-ms98-a-0030,194.684250,194.794250,you,I,qy,u-34-2
sw3129A-ms98-a-0030,194.794250,195.164250,found,I,qy,u-34-2
sw3129A-ms98-a-0030,195.164250,195.534250,any,I,qy,u-34-2
sw3129A-ms98-a-0030,195.534250,195.837250,uh,I,qy,u-34-2
sw3129A-ms98-a-0030,196.447500,196.774250,uh,I,qy,u-34-2
sw3129A-ms98-a-0030,196.774250,197.650750,reliable,I,qy,u-34-2
sw3129A-ms98-a-0030,198.555625,199.004250,import,I,qy,u-34-2
sw3129A-ms98-a-0030,199.004250,199.434250,service,I,qy,u-34-2
sw3129A-ms98-a-0030,199.434250,199.844250,people,I,qy,u-34-2
sw3129A-ms98-a-0030,199.844250,199.964250,in,I,qy,u-34-2
sw3129A-ms98-a-0030,199.964250,200.252000,the,I,qy,u-34-2
sw3129A-ms98-a-0030,200.514250,201.204250,metroplex,I,qy,u-34-2
sw3129A-ms98-a-0032,213.804500,214.054125,oh,B,b,u-36-1
sw3129A-ms98-a-0032,214.157250,214.464500,yeah,I,b,u-36-1
sw3129A-ms98-a-0033,215.375875,215.655875,uh-huh,B,b,u-38-1
sw3129A-ms98-a-0035,233.456375,233.687375,i'll,B,ba,u-40-1
sw3129A-ms98-a-0035,233.687375,233.811750,be,I,ba,u-40-1
sw3129A-ms98-a-0035,233.811750,234.306375,[laughter-darned],O,,
sw3129A-ms98-a-0037,272.460500,272.780500,uh-huh,B,b,u-42-1
sw3129A-ms98-a-0039,301.750500,301.900500,oh,B,ba,u-44-1
sw3129A-ms98-a-0039,301.900500,302.080500,my,I,ba,u-44-1
sw3129A-ms98-a-0039,302.080500,302.480500,goodness,I,ba,u-44-1
sw3129A-ms98-a-0041,314.049375,314.278125,oh,B,ba,u-48-1
sw3129A-ms98-a-0041,314.278125,314.769125,no,I,ba,u-48-1
sw3129A-ms98-a-0043,326.355750,326.505750,well,B,sd,u-50-1
sw3129A-ms98-a-0043,326.505750,326.835750,ours,I,sd,u-50-1
sw3129A-ms98-a-0043,326.835750,327.245750,wasn't,I,sd,u-50-1
sw3129A-ms98-a-0043,327.245750,327.575750,within,I,sd,u-50-1
sw3129A-ms98-a-0043,327.575750,327.665750,the,I,sd,u-50-1
sw3129A-ms98-a-0043,327.665750,328.095750,last,I,sd,u-50-1
sw3129A-ms98-a-0043,328.095750,328.265750,year,I,sd,u-50-1
sw3129A-ms98-a-0043,328.265750,328.325750,i,B,sd,u-50-2
sw3129A-ms98-a-0043,328.325750,328.535750,guess,I,sd,u-50-2
sw3129A-ms98-a-0043,328.535750,328.645750,it's,I,sd,u-50-2
sw3129A-ms98-a-0043,328.645750,328.825750,been,I,sd,u-50-2
sw3129A-ms98-a-0043,328.825750,329.065750,within,I,sd,u-50-2
sw3129A-ms98-a-0043,329.065750,329.155750,the,I,sd,u-50-2
sw3129A-ms98-a-0043,329.155750,329.475750,last,I,sd,u-50-2
sw3129A-ms98-a-0043,329.475750,329.695750,two,I,sd,u-50-2
sw3129A-ms98-a-0043,329.695750,330.145750,years,I,sd,u-50-2
sw3129A-ms98-a-0043,330.378375,330.952875,uh,I,sd,u-50-2
sw3129A-ms98-a-0044,331.431500,331.771500,Judy,B,sd,u-50-3
sw3129A-ms98-a-0044,331.771500,331.951500,has,I,sd,u-50-3
sw3129A-ms98-a-0044,331.951500,332.051500,an,I,sd,u-50-3
sw3129A-ms98-a-0044,332.051500,332.810500,Oldsmobile,I,sd,u-50-3
sw3129A-ms98-a-0044,332.995000,333.181500,that,I,sd,u-50-3
sw3129A-ms98-a-0044,333.181500,333.311500,we,I,sd,u-50-3
sw3129A-ms98-a-0044,333.311500,333.591500,bought,I,sd,u-50-3
sw3129A-ms98-a-0044,333.591500,333.983125,new,I,sd,u-50-3
sw3129A-ms98-a-0044,334.691250,334.881500,and,B,sd,u-50-4
sw3129A-ms98-a-0044,334.881500,335.051500,it's,I,sd,u-50-4
sw3129A-ms98-a-0044,335.051500,335.333875,one,I,sd,u-50-4
sw3129A-ms98-a-0044,335.333875,335.587125,with,I,sd,u-50-4
sw3129A-ms98-a-0044,335.587125,335.852625,the,I,sd,u-50-4
sw3129A-ms98-a-0044,335.852625,336.153125,uh,I,sd,u-50-4
sw3129A-ms98-a-0044,336.928875,337.641500,electronic,I,sd,u-50-4
sw3129A-ms98-a-0044,337.641500,338.201500,ignition,I,sd,u-50-4
sw3129A-ms98-a-0044,338.201500,338.381500,and,I,sd,u-50-4
sw3129A-ms98-a-0044,338.381500,338.671500,the,I,sd,u-50-4
sw3129A-ms98-a-0044,338.671500,339.181500,computer,I,sd,u-50-4
sw3129A-ms98-a-0044,339.181500,339.948375,controlled,I,sd,u-50-4
sw3129A-ms98-a-0044,340.611500,341.291500,mixer,I,sd,u-50-4
sw3129A-ms98-a-0044,341.291500,341.625375,and,I,sd,u-50-4
sw3129A-ms98-a-0044,341.802375,342.271500,uh,I,sd,u-50-4
sw3129A-ms98-a-0045,343.791000,343.951000,i,B,sd,u-50-5
sw3129A-ms98-a-0045,343.951000,344.101000,don't,I,sd,u-50-5
sw3129A-ms98-a-0045,344.101000,344.211000,know,I,sd,u-50-5
sw3129A-ms98-a-0045,344.211000,344.391000,what,I,sd,u-50-5
sw3129A-ms98-a-0045,344.391000,344.631000,else,I,sd,u-50-5
sw3129A-ms98-a-0045,344.631000,344.741000,it,I,sd,u-50-5
sw3129A-ms98-a-0045,344.741000,344.961000,all,I,sd,u-50-5
sw3129A-ms98-a-0045,344.961000,345.591000,controls,I,sd,u-50-5
sw3129A-ms98-a-0045,345.591000,345.761000,but,I,sd,u-50-5
sw3129A-ms98-a-0045,345.761000,345.981000,the,I,sd,u-50-5
sw3129A-ms98-a-0045,345.981000,346.351000,fuel,I,sd,u-50-5
sw3129A-ms98-a-0045,346.351000,346.931000,mixture,I,sd,u-50-5
sw3129A-ms98-a-0045,346.931000,347.291000,and,I,sd,u-50-5
sw3129A-ms98-a-0045,347.291000,347.661000,cruise,I,sd,u-50-5
sw3129A-ms98-a-0045,347.661000,348.161000,control,I,sd,u-50-5
sw3129A-ms98-a-0045,348.161000,348.281000,and,I,sd,u-50-5
sw3129A-ms98-a-0045,348.281000,348.541000,things,I,sd,u-50-5
sw3129A-ms98-a-0045,348.541000,348.631000,of,I,sd,u-50-5
sw3129A-ms98-a-0045,348.631000,348.811000,that,I,sd,u-50-5
sw3129A-ms98-a-0045,348.811000,349.158625,sort,I,sd,u-50-5
sw3129A-ms98-a-0046,349.947875,350.077875,and,B,sd,u-50-6
sw3129A-ms98-a-0046,350.077875,350.217875,we,I,sd,u-50-6
sw3129A-ms98-a-0046,350.217875,350.637375,found,I,sd,u-50-6
sw3129A-ms98-a-0046,350.637375,350.898750,that,I,sd,u-50-6
sw3129A-ms98-a-0046,350.898750,351.138375,the,I,sd,u-50-6
sw3129A-ms98-a-0046,351.138375,351.540125,uh,I,sd,u-50-6
sw3129A-ms98-a-0046,352.313000,352.750250,uh,I,sd,u-50-6
sw3129A-ms98-a-0046,352.893375,353.067000,we,I,sd,u-50-6
sw3129A-ms98-a-0046,353.067000,353.157875,were,I,sd,u-50-6
sw3129A-ms98-a-0046,353.157875,353.427875,having,I,sd,u-50-6
sw3129A-ms98-a-0046,353.427875,353.617875,two,I,sd,u-50-6
sw3129A-ms98-a-0046,353.617875,354.187875,problems,I,sd,u-50-6
sw3129A-ms98-a-0046,354.187875,354.307875,it,B,sd,u-50-7
sw3129A-ms98-a-0046,354.307875,354.657875,was,I,sd,u-50-7
sw3129A-ms98-a-0047,355.522750,356.032750,idling,I,sd,u-50-7
sw3129A-ms98-a-0047,356.032750,356.781500,fast,I,sd,u-50-7
sw3129A-ms98-a-0047,357.052750,357.242750,when,I,sd,u-50-7
sw3129A-ms98-a-0047,357.242750,357.342750,you,I,sd,u-50-7
sw3129A-ms98-a-0047,357.342750,357.672750,first,I,sd,u-50-7
sw3129A-ms98-a-0047,357.672750,358.062750,started,I,sd,u-50-7
sw3129A-ms98-a-0047,358.062750,358.142750,the,I,sd,u-50-7
sw3129A-ms98-a-0047,358.142750,358.762750,engine,I,sd,u-50-7
sw3129A-ms98-a-0047,358.762750,358.902750,to,I,sd,u-50-7
sw3129A-ms98-a-0047,358.902750,358.992750,the,I,sd,u-50-7
sw3129A-ms98-a-0047,358.992750,359.412750,point,I,sd,u-50-7
sw3129A-ms98-a-0047,359.412750,359.729375,that,I,sd,u-50-7
sw3129A-ms98-a-0047,360.365000,360.728125,uh,I,sd,u-50-7
sw3129A-ms98-a-0047,360.728125,360.949125,we,I,sd,u-50-7
sw3129A-ms98-a-0047,360.949125,361.294000,park,I,sd,u-50-7
sw3129A-ms98-a-0047,361.294000,361.434250,on,I,sd,u-50-7
sw3129A-ms98-a-0047,361.434250,361.680625,a,I,sd,u-50-7
sw3129A-ms98-a-0047,362.342500,362.550375,on,I,sd,u-50-7
sw3129A-ms98-a-0047,362.550375,362.637250,a,I,sd,u-50-7
sw3129A-ms98-a-0047,362.637250,363.043250,hill,I,sd,u-50-7
sw3129A-ms98-a-0047,363.043250,363.349375,under,I,sd,u-50-7
sw3129A-ms98-a-0047,363.349375,363.588625,our,I,sd,u-50-7
sw3129A-ms98-a-0047,363.588625,363.834000,car,I,sd,u-50-7
sw3129A-ms98-a-0047,363.834000,364.266625,port,I,sd,u-50-7
sw3129A-ms98-a-0047,364.652750,365.543875,and,B,sd,u-50-8
sw3129A-ms98-a-0048,365.685125,366.005125,when,I,sd,u-50-8
sw3129A-ms98-a-0048,366.005125,366.105125,you,I,sd,u-50-8
sw3129A-ms98-a-0048,366.105125,366.435125,first,I,sd,u-50-8
sw3129A-ms98-a-0048,366.435125,366.735125,dropped,I,sd,u-50-8
sw3129A-ms98-a-0048,366.735125,366.855125,it,I,sd,u-50-8
sw3129A-ms98-a-0048,366.855125,367.105125,into,I,sd,u-50-8
sw3129A-ms98-a-0048,367.105125,367.515125,geared,I,sd,u-50-8
sw3129A-ms98-a-0048,367.515125,367.595125,it,I,sd,u-50-8
sw3129A-ms98-a-0048,367.595125,367.765125,would,I,sd,u-50-8
sw3129A-ms98-a-0048,367.765125,368.305125,immediately,I,sd,u-50-8
sw3129A-ms98-a-0048,368.305125,368.495125,want,I,sd,u-50-8
sw3129A-ms98-a-0048,368.495125,368.555125,to,I,sd,u-50-8
sw3129A-ms98-a-0048,368.555125,368.875125,back,I,sd,u-50-8
sw3129A-ms98-a-0048,368.875125,369.075125,up,I,sd,u-50-8
sw3129A-ms98-a-0048,369.075125,369.285125,into,I,sd,u-50-8
sw3129A-ms98-a-0048,369.285125,369.365125,the,I,sd,u-50-8
sw3129A-ms98-a-0048,369.365125,369.839375,alley,I,sd,u-50-8
sw3129A-ms98-a-0048,370.445750,371.245125,and,B,sd,u-50-9
sw3129A-ms98-a-0048,371.245125,371.675125,knowing,I,sd,u-50-9
sw3129A-ms98-a-0048,371.675125,371.895125,that,I,sd,u-50-9
sw3129A-ms98-a-0048,371.895125,372.115125,you,I,sd,u-50-9
sw3129A-ms98-a-0048,372.115125,372.385125,always,I,sd,u-50-9
sw3129A-ms98-a-0048,372.385125,372.535125,had,I,sd,u-50-9
sw3129A-ms98-a-0048,372.535125,372.595125,to,I,sd,u-50-9
sw3129A-ms98-a-0048,372.595125,372.845125,keep,I,sd,u-50-9
sw3129A-ms98-a-0048,372.845125,372.935125,your,I,sd,u-50-9
sw3129A-ms98-a-0048,372.935125,373.145125,foot,I,sd,u-50-9
sw3129A-ms98-a-0048,373.145125,373.285125,on,I,sd,u-50-9
sw3129A-ms98-a-0048,373.285125,373.345125,the,I,sd,u-50-9
sw3129A-ms98-a-0048,373.345125,373.862500,brake,I,sd,u-50-9
sw3129A-ms98-a-0048,374.305125,374.929000,hard,I,sd,u-50-9
sw3129A-ms98-a-0048,375.255125,375.665125,otherwise,B,sd,u-50-10
sw3129A-ms98-a-0048,375.665125,375.775125,it,I,sd,u-50-10
sw3129A-ms98-a-0048,375.775125,375.895125,would,I,sd,u-50-10
sw3129A-ms98-a-0048,375.895125,376.145125,just,I,sd,u-50-10
sw3129A-ms98-a-0048,376.145125,376.365125,wrench,I,sd,u-50-10
sw3129A-ms98-a-0048,376.365125,376.865125,control,I,sd,u-50-10
sw3129A-ms98-a-0048,376.865125,377.055125,away,I,sd,u-50-10
sw3129A-ms98-a-0048,377.055125,377.305125,from,I,sd,u-50-10
sw3129A-ms98-a-0048,377.305125,377.455125,you,I,sd,u-50-10
sw3129A-ms98-a-0049,378.220250,378.450250,and,B,sd,u-52-1
sw3129A-ms98-a-0049,378.450250,378.580250,the,I,sd,u-52-1
sw3129A-ms98-a-0049,378.580250,378.730250,other,I,sd,u-52-1
sw3129A-ms98-a-0049,378.730250,379.140250,problem,I,sd,u-52-1
sw3129A-ms98-a-0049,379.140250,379.420250,Judy,I,sd,u-52-1
sw3129A-ms98-a-0049,379.420250,379.570250,would,I,sd,u-52-1
sw3129A-ms98-a-0049,379.570250,379.860250,have,I,sd,u-52-1
sw3129A-ms98-a-0049,379.860250,379.950250,is,I,sd,u-52-1
sw3129A-ms98-a-0049,379.950250,380.580250,occasionally,I,sd,u-52-1
sw3129A-ms98-a-0049,380.580250,380.820250,she,I,sd,u-52-1
sw3129A-ms98-a-0049,380.820250,381.190250,would,I,sd,u-52-1
sw3129A-ms98-a-0049,381.190250,381.350250,uh,I,sd,u-52-1
sw3129A-ms98-a-0049,381.350250,381.480250,be,I,sd,u-52-1
sw3129A-ms98-a-0049,381.480250,381.960250,driving,I,sd,u-52-1
sw3129A-ms98-a-0049,381.960250,382.496000,along,I,sd,u-52-1
sw3129A-ms98-a-0049,383.015750,383.622875,uh,I,sd,u-52-1
sw3129A-ms98-a-0049,383.832375,384.930250,decelerating,I,sd,u-52-1
sw3129A-ms98-a-0049,384.930250,385.080250,like,I,sd,u-52-1
sw3129A-ms98-a-0049,385.080250,385.390250,coming,I,sd,u-52-1
sw3129A-ms98-a-0049,385.390250,385.540250,to,I,sd,u-52-1
