sw3221A-ms98-a-0003,5.279250,5.699250,yes,B,aa,u-2-1
sw3221A-ms98-a-0007,27.392125,28.012125,1200,I,sd,u-8-2
sw3221A-ms98-a-0007,28.012125,28.062125,i,I,sd,u-8-2
sw3221A-ms98-a-0007,28.062125,28.292125,believe,I,sd,u-8-2
sw3221A-ms98-a-0007,28.292125,28.392125,it,I,sd,u-8-2
sw3221A-ms98-a-0007,28.392125,28.727250,is,I,sd,u-8-2
sw3221A-ms98-a-0009,31.289500,31.681125,well,B,sd,u-10-1
sw3221A-ms98-a-0009,31.707500,32.319500,actually,I,sd,u-10-1
sw3221A-ms98-a-0009,32.319500,32.499500,on,I,sd,u-10-1
sw3221A-ms98-a-0009,32.499500,32.681125,my,I,sd,u-10-1
sw3221A-ms98-a-0009,32.681125,33.277125,Commodore,I,sd,u-10-1
sw3221A-ms98-a-0009,33.277125,33.633000,i,I,sd,u-10-1
sw3221A-ms98-a-0009,33.633000,34.076125,[vocalized-noise],I,sd,u-10-1
sw3221A-ms98-a-0009,34.076125,34.723500,mainly,I,sd,u-10-1
sw3221A-ms98-a-0009,34.723500,35.083750,study,I,sd,u-10-1
sw3221A-ms98-a-0009,35.083750,35.592250,lottery,I,sd,u-10-1
sw3221A-ms98-a-0009,35.592250,36.039500,numbers,I,sd,u-10-1
sw3221A-ms98-a-0009,36.039500,36.189500,would,I,sd,u-10-1
sw3221A-ms98-a-0009,36.189500,36.308125,you,I,sd,u-10-1
sw3221A-ms98-a-0009,36.308125,36.688500,believe,I,sd,u-10-1
sw3221A-ms98-a-0009,37.125375,37.339500,i,B,sd,u-10-2
sw3221A-ms98-a-0009,37.339500,37.459500,have,I,sd,u-10-2
sw3221A-ms98-a-0009,37.459500,37.669500,written,I,sd,u-10-2
sw3221A-ms98-a-0009,37.669500,38.049500,some,I,sd,u-10-2
sw3221A-ms98-a-0009,38.049500,38.241000,uh,I,sd,u-10-2
sw3221A-ms98-a-0009,38.241000,38.958875,programs,I,sd,u-10-2
sw3221A-ms98-a-0009,39.139625,39.383250,in,I,sd,u-10-2
sw3221A-ms98-a-0009,39.383250,39.829500,basic,I,sd,u-10-2
sw3221A-ms98-a-0010,40.595375,41.035375,whereby,B,+,u-12-1
sw3221A-ms98-a-0010,41.035375,41.215375,i,I,+,u-12-1
sw3221A-ms98-a-0010,41.215375,41.475375,can,I,+,u-12-1
sw3221A-ms98-a-0010,41.475375,42.055375,select,I,+,u-12-1
sw3221A-ms98-a-0010,42.055375,42.235375,any,I,+,u-12-1
sw3221A-ms98-a-0010,42.235375,42.615375,number,I,+,u-12-1
sw3221A-ms98-a-0010,42.615375,42.855375,of,I,+,u-12-1
sw3221A-ms98-a-0010,42.855375,43.229250,uh,I,+,u-12-1
sw3221A-ms98-a-0010,43.496625,44.251375,drawings,I,+,u-12-1
sw3221A-ms98-a-0010,44.688250,44.935375,and,B,+,u-14-1
sw3221A-ms98-a-0010,44.935375,45.155375,from,I,+,u-14-1
sw3221A-ms98-a-0010,45.155375,45.455375,that,I,+,u-14-1
sw3221A-ms98-a-0010,45.455375,46.085375,extract,I,+,u-14-1
sw3221A-ms98-a-0010,46.085375,46.511500,the,I,+,u-14-1
sw3221A-ms98-a-0010,46.511500,46.915375,numbers,I,+,u-14-1
sw3221A-ms98-a-0010,46.915375,47.035375,that,I,+,u-14-1
sw3221A-ms98-a-0010,47.035375,47.155375,have,I,+,u-14-1
sw3221A-ms98-a-0010,47.155375,47.789750,appeared,I,+,u-14-1
sw3221A-ms98-a-0010,47.789750,48.015375,the,I,+,u-14-1
sw3221A-ms98-a-0010,48.015375,48.615375,most,I,+,u-14-1
sw3221A-ms98-a-0011,49.487000,49.627000,i,B,sd,u-16-1
sw3221A-ms98-a-0011,49.627000,49.827000,have,I,sd,u-16-1
sw3221A-ms98-a-0011,49.827000,50.127000,another,I,sd,u-16-1
sw3221A-ms98-a-0011,50.127000,50.677000,program,I,sd,u-16-1
sw3221A-ms98-a-0011,50.677000,50.777000,in,I,sd,u-16-1
sw3221A-ms98-a-0011,50.777000,50.987000,which,I,sd,u-16-1
sw3221A-ms98-a-0011,50.987000,51.137000,i,I,sd,u-16-1
sw3221A-ms98-a-0011,51.137000,51.487000,can,I,sd,u-16-1
sw3221A-ms98-a-0011,51.487000,51.647000,look,I,sd,u-16-1
sw3221A-ms98-a-0011,51.647000,51.727000,at,I,sd,u-16-1
sw3221A-ms98-a-0011,51.727000,51.857000,the,I,sd,u-16-1
sw3221A-ms98-a-0011,51.857000,52.477000,cyclical,I,sd,u-16-1
sw3221A-ms98-a-0011,52.477000,52.614500,uh,I,sd,u-16-1
sw3221A-ms98-a-0011,53.339000,54.647000,appearance,I,sd,u-16-1
sw3221A-ms98-a-0011,54.647000,54.727000,of,I,sd,u-16-1
sw3221A-ms98-a-0011,54.727000,54.937000,these,I,sd,u-16-1
sw3221A-ms98-a-0011,54.937000,55.437000,numbers,I,sd,u-16-1
sw3221A-ms98-a-0012,56.156500,56.316500,to,B,+,u-18-1
sw3221A-ms98-a-0012,56.316500,56.556500,see,I,+,u-18-1
sw3221A-ms98-a-0012,56.556500,56.666500,if,I,+,u-18-1
sw3221A-ms98-a-0012,56.666500,56.886500,there's,I,+,u-18-1
sw3221A-ms98-a-0012,56.886500,57.266500,anything,I,+,u-18-1
sw3221A-ms98-a-0012,57.266500,57.436500,that's,I,+,u-18-1
sw3221A-ms98-a-0012,57.436500,57.986500,consistent,I,+,u-18-1
sw3221A-ms98-a-0012,57.986500,58.146500,on,I,+,u-18-1
sw3221A-ms98-a-0012,58.146500,58.516500,that,I,+,u-18-1
sw3221A-ms98-a-0013,59.292375,59.392375,i,B,sd,u-18-2
sw3221A-ms98-a-0013,59.392375,59.562375,have,I,sd,u-18-2
sw3221A-ms98-a-0013,59.562375,59.842375,another,I,sd,u-18-2
sw3221A-ms98-a-0013,59.842375,60.162375,number,I,sd,u-18-2
sw3221A-ms98-a-0013,60.162375,60.362375,that,I,sd,u-18-2
sw3221A-ms98-a-0013,60.362375,60.752375,allows,I,sd,u-18-2
sw3221A-ms98-a-0013,60.752375,61.172375,me,I,sd,u-18-2
sw3221A-ms98-a-0013,61.172375,61.392375,another,I,sd,u-18-2
sw3221A-ms98-a-0013,61.392375,61.872375,program,I,sd,u-18-2
sw3221A-ms98-a-0013,61.872375,61.992375,that,I,sd,u-18-2
sw3221A-ms98-a-0013,61.992375,62.332375,allows,I,sd,u-18-2
sw3221A-ms98-a-0013,62.332375,62.482375,me,I,sd,u-18-2
sw3221A-ms98-a-0013,62.482375,62.890750,to,I,sd,u-18-2
sw3221A-ms98-a-0014,63.442250,63.702250,add,I,sd,u-18-2
sw3221A-ms98-a-0014,63.702250,63.882250,all,I,sd,u-18-2
sw3221A-ms98-a-0014,63.882250,63.972250,the,I,sd,u-18-2
sw3221A-ms98-a-0014,63.972250,64.312250,numbers,I,sd,u-18-2
sw3221A-ms98-a-0014,64.312250,64.372250,i,I,sd,u-18-2
sw3221A-ms98-a-0014,64.372250,64.742250,want,I,sd,u-18-2
sw3221A-ms98-a-0014,64.742250,64.902250,and,B,sd,u-18-3
sw3221A-ms98-a-0014,64.902250,65.052250,then,I,sd,u-18-3
sw3221A-ms98-a-0014,65.052250,65.202250,it,I,sd,u-18-3
sw3221A-ms98-a-0014,65.202250,65.912000,generates,I,sd,u-18-3
sw3221A-ms98-a-0014,66.337625,66.452250,a,I,sd,u-18-3
sw3221A-ms98-a-0014,66.452250,66.902250,complete,I,sd,u-18-3
sw3221A-ms98-a-0014,66.902250,67.162250,set,I,sd,u-18-3
sw3221A-ms98-a-0014,67.162250,67.302250,of,I,sd,u-18-3
sw3221A-ms98-a-0014,67.302250,67.592250,numbers,I,sd,u-18-3
sw3221A-ms98-a-0014,67.592250,67.752250,so,I,sd,u-18-3
sw3221A-ms98-a-0014,67.752250,67.942250,that,I,sd,u-18-3
sw3221A-ms98-a-0014,67.942250,68.202250,all,I,sd,u-18-3
sw3221A-ms98-a-0014,68.202250,69.332250,combinations,I,sd,u-18-3
sw3221A-ms98-a-0014,69.332250,69.462250,are,I,sd,u-18-3
sw3221A-ms98-a-0014,69.462250,70.010750,covered,I,sd,u-18-3
sw3221A-ms98-a-0015,71.195250,71.671250,so,B,sd,u-20-1
sw3221A-ms98-a-0015,72.346625,72.586125,this,I,sd,u-20-1
sw3221A-ms98-a-0015,72.586125,72.706125,is,I,sd,u-20-1
sw3221A-ms98-a-0015,72.706125,72.896125,what,I,sd,u-20-1
sw3221A-ms98-a-0015,72.896125,72.976125,i,I,sd,u-20-1
sw3221A-ms98-a-0015,72.976125,73.186125,do,I,sd,u-20-1
sw3221A-ms98-a-0015,73.186125,73.536125,most,I,sd,u-20-1
sw3221A-ms98-a-0015,73.536125,73.636125,of,I,sd,u-20-1
sw3221A-ms98-a-0015,73.636125,73.706125,the,I,sd,u-20-1
sw3221A-ms98-a-0015,73.706125,74.096125,time,I,sd,u-20-1
sw3221A-ms98-a-0015,74.096125,74.522500,uh,I,sd,u-20-1
sw3221A-ms98-a-0017,76.211375,76.321125,on,B,na,u-22-1
sw3221A-ms98-a-0017,76.321125,76.491875,my,I,na,u-22-1
sw3221A-ms98-a-0017,76.491875,77.173125,Commodore,I,na,u-22-1
sw3221A-ms98-a-0017,77.808500,77.969375,on,B,na^r,u-24-1
sw3221A-ms98-a-0017,77.969375,78.120375,my,I,na^r,u-24-1
sw3221A-ms98-a-0017,78.120375,78.557250,Commodore,I,na^r,u-24-1
sw3221A-ms98-a-0017,78.557250,78.997500,um-hum,B,%,u-24-2
sw3221A-ms98-a-0017,79.707500,79.807500,and,B,sd,u-24-3
sw3221A-ms98-a-0017,79.807500,79.927500,of,I,sd,u-24-3
sw3221A-ms98-a-0017,79.927500,80.197500,course,I,sd,u-24-3
sw3221A-ms98-a-0017,80.197500,80.317500,i,I,sd,u-24-3
sw3221A-ms98-a-0017,80.317500,80.617500,have,I,sd,u-24-3
sw3221A-ms98-a-0017,80.617500,81.121625,uh,I,sd,u-24-3
sw3221A-ms98-a-0018,81.805750,82.105750,word,I,sd,u-24-3
sw3221A-ms98-a-0018,82.105750,82.805750,processors,I,sd,u-24-3
sw3221A-ms98-a-0018,82.805750,82.905750,and,B,sd,u-24-4
sw3221A-ms98-a-0018,82.905750,82.955750,i,I,sd,u-24-4
sw3221A-ms98-a-0018,82.955750,83.205750,write,I,sd,u-24-4
sw3221A-ms98-a-0018,83.205750,83.375750,all,I,sd,u-24-4
sw3221A-ms98-a-0018,83.375750,83.495750,my,I,sd,u-24-4
sw3221A-ms98-a-0018,83.495750,83.875750,letters,I,sd,u-24-4
sw3221A-ms98-a-0018,83.875750,84.035750,is,O,,
sw3221A-ms98-a-0018,84.035750,84.230500,is,O,,
sw3221A-ms98-a-0018,84.535625,85.175750,wonderful,B,sd,u-26-1
sw3221A-ms98-a-0018,85.175750,85.384250,uh,I,sd,u-26-1
sw3221A-ms98-a-0018,85.761000,86.155750,my,B,sd,u-26-2
sw3221A-ms98-a-0018,86.155750,86.265750,uh,I,sd,u-26-2
sw3221A-ms98-a-0018,86.265750,86.665750,thoughts,I,sd,u-26-2
sw3221A-ms98-a-0018,86.665750,86.785750,in,I,sd,u-26-2
sw3221A-ms98-a-0018,86.785750,86.945750,my,I,sd,u-26-2
sw3221A-ms98-a-0018,86.945750,87.339250,head,I,sd,u-26-2
sw3221A-ms98-a-0018,87.731000,87.975750,come,B,+,u-28-1
sw3221A-ms98-a-0018,87.975750,88.155750,in,I,+,u-28-1
sw3221A-ms98-a-0018,88.155750,88.515750,bursts,I,+,u-28-1
sw3221A-ms98-a-0018,88.515750,88.645750,of,I,+,u-28-1
sw3221A-ms98-a-0018,88.645750,88.935750,about,I,+,u-28-1
sw3221A-ms98-a-0018,88.935750,88.985750,a,I,+,u-28-1
sw3221A-ms98-a-0018,88.985750,89.615750,paragraph,I,+,u-28-1
sw3221A-ms98-a-0018,89.615750,89.715750,at,I,+,u-28-1
sw3221A-ms98-a-0018,89.715750,89.765750,a,I,+,u-28-1
sw3221A-ms98-a-0018,89.765750,90.135750,time,I,+,u-28-1
sw3221A-ms98-a-0018,90.135750,90.225750,and,B,sd,u-28-2
sw3221A-ms98-a-0018,90.225750,90.285750,i,I,sd,u-28-2
sw3221A-ms98-a-0018,90.285750,90.445750,get,I,sd,u-28-2
sw3221A-ms98-a-0018,90.445750,90.545750,them_1,O,,
sw3221A-ms98-a-0018,90.545750,90.705750,all,B,+,u-30-1
sw3221A-ms98-a-0018,90.705750,91.005750,down,I,+,u-30-1
sw3221A-ms98-a-0018,91.005750,91.175750,and,B,sv,u-30-2
sw3221A-ms98-a-0019,91.646000,92.156000,naturally,I,sv,u-30-2
sw3221A-ms98-a-0019,92.156000,92.286000,on,I,sv,u-30-2
sw3221A-ms98-a-0019,92.286000,92.336000,a,I,sv,u-30-2
sw3221A-ms98-a-0019,92.336000,92.776000,computer,I,sv,u-30-2
sw3221A-ms98-a-0019,92.776000,92.876000,if,I,sv,u-30-2
sw3221A-ms98-a-0019,92.876000,92.966000,you,I,sv,u-30-2
sw3221A-ms98-a-0019,92.966000,93.166000,make,I,sv,u-30-2
sw3221A-ms98-a-0019,93.166000,93.246000,a,I,sv,u-30-2
sw3221A-ms98-a-0019,93.246000,93.736000,mistake,I,sv,u-30-2
sw3221A-ms98-a-0019,94.256000,94.356000,who,I,sv,u-30-2
sw3221A-ms98-a-0019,94.356000,94.746000,cares,I,sv,u-30-2
sw3221A-ms98-a-0019,94.746000,94.886000,you,B,sv,u-30-3
sw3221A-ms98-a-0019,94.886000,95.076000,can,I,sv,u-30-3
sw3221A-ms98-a-0019,95.076000,95.186000,go,I,sv,u-30-3
sw3221A-ms98-a-0019,95.186000,95.496000,back,I,sv,u-30-3
sw3221A-ms98-a-0019,95.496000,95.716000,and,I,sv,u-30-3
sw3221A-ms98-a-0019,95.716000,95.896250,uh,I,sv,u-30-3
sw3221A-ms98-a-0019,96.178750,96.606000,[laughter-correct],I,sv,u-30-3
sw3221A-ms98-a-0019,96.606000,96.736000,[laughter-it],I,sv,u-30-3
sw3221A-ms98-a-0019,96.736000,97.183625,very,I,sv,u-30-3
sw3221A-ms98-a-0019,97.183625,97.532500,easily,I,sv,u-30-3
sw3221A-ms98-a-0020,98.113500,98.323500,so,B,sv,u-32-1
sw3221A-ms98-a-0020,98.323500,98.513500,that,I,sv,u-32-1
sw3221A-ms98-a-0020,98.513500,98.693500,makes,I,sv,u-32-1
sw3221A-ms98-a-0020,98.693500,98.793500,it,I,sv,u-32-1
sw3221A-ms98-a-0020,98.793500,99.053500,very,I,sv,u-32-1
sw3221A-ms98-a-0020,99.053500,99.263500,very,I,sv,u-32-1
sw3221A-ms98-a-0020,99.263500,99.583500,nice,I,sv,u-32-1
sw3221A-ms98-a-0020,99.583500,99.643500,i,B,sd,u-32-2
sw3221A-ms98-a-0020,99.643500,99.833500,get,I,sd,u-32-2
sw3221A-ms98-a-0020,99.833500,99.983500,all,I,sd,u-32-2
sw3221A-ms98-a-0020,99.983500,100.123500,my,I,sd,u-32-2
sw3221A-ms98-a-0020,100.123500,100.463500,thoughts,I,sd,u-32-2
sw3221A-ms98-a-0020,100.463500,100.753500,down,I,sd,u-32-2
sw3221A-ms98-a-0020,100.753500,100.883500,and,I,sd,u-32-2
sw3221A-ms98-a-0020,100.883500,100.983500,go,I,sd,u-32-2
sw3221A-ms98-a-0020,100.983500,101.263500,back,I,sd,u-32-2
sw3221A-ms98-a-0020,101.263500,101.353500,and,I,sd,u-32-2
sw3221A-ms98-a-0020,101.353500,101.673500,[laughter-clean],I,sd,u-32-2
sw3221A-ms98-a-0020,101.673500,101.773500,[laughter-it],I,sd,u-32-2
sw3221A-ms98-a-0020,101.773500,101.953500,[laughter-up],I,sd,u-32-2
sw3221A-ms98-a-0020,101.953500,102.267375,very,I,sd,u-32-2
sw3221A-ms98-a-0020,102.591250,102.803500,very,I,sd,u-32-2
sw3221A-ms98-a-0020,102.803500,103.193500,readily,I,sd,u-32-2
sw3221A-ms98-a-0021,103.861250,104.011250,so,B,qo,u-32-3
sw3221A-ms98-a-0021,104.011250,104.111250,how,I,qo,u-32-3
sw3221A-ms98-a-0021,104.111250,104.301250,about,I,qo,u-32-3
sw3221A-ms98-a-0021,104.301250,104.461250,you,I,qo,u-32-3
sw3221A-ms98-a-0021,104.461250,104.926875,Charles,I,qo,u-32-3
sw3221A-ms98-a-0023,116.834375,117.220625,um-hum,B,b,u-34-1
sw3221A-ms98-a-0025,123.119125,123.546500,uh-huh,B,b,u-36-1
sw3221A-ms98-a-0027,133.745375,134.218250,yeah,B,b,u-38-1
sw3221A-ms98-a-0029,135.958000,136.384625,so,B,qw,u-40-1
sw3221A-ms98-a-0029,136.384625,136.414625,wh[ere]-,I,qw,u-40-1
sw3221A-ms98-a-0029,136.414625,136.634625,where,I,qw,u-40-1
sw3221A-ms98-a-0029,136.634625,136.764625,may,I,qw,u-40-1
sw3221A-ms98-a-0029,136.764625,136.884625,i,I,qw,u-40-1
sw3221A-ms98-a-0029,136.884625,137.064625,ask,I,qw,u-40-1
sw3221A-ms98-a-0029,137.064625,137.184625,where,I,qw,u-40-1
sw3221A-ms98-a-0029,137.184625,137.314625,you,I,qw,u-40-1
sw3221A-ms98-a-0029,137.314625,137.514625,work,I,qw,u-40-1
sw3221A-ms98-a-0029,137.514625,137.754625,sir,I,qw,u-40-1
sw3221A-ms98-a-0031,139.613500,139.753500,i,B,sd,u-42-1
sw3221A-ms98-a-0031,139.753500,139.863500,know,I,sd,u-42-1
sw3221A-ms98-a-0031,139.863500,139.953500,you,I,sd,u-42-1
sw3221A-ms98-a-0031,139.953500,140.103500,work,I,sd,u-42-1
sw3221A-ms98-a-0031,140.103500,140.173500,for,I,sd,u-42-1
sw3221A-ms98-a-0031,140.173500,140.233500,the,I,sd,u-42-1
sw3221A-ms98-a-0031,140.233500,140.603500,government,I,sd,u-42-1
sw3221A-ms98-a-0031,140.603500,140.653500,i,B,qy,u-42-2
sw3221A-ms98-a-0031,140.653500,140.873500,just,I,qy,u-42-2
sw3221A-ms98-a-0031,140.873500,141.163500,wondering,I,qy,u-42-2
sw3221A-ms98-a-0031,141.163500,141.263500,are,I,qy,u-42-2
sw3221A-ms98-a-0031,141.263500,141.393500,you,I,qy,u-42-2
sw3221A-ms98-a-0031,141.393500,141.433500,a,O,,
sw3221A-ms98-a-0031,141.433500,142.043500,NAVC,O,,
sw3221A-ms98-a-0031,142.043500,142.133500,or,B,qrr^d,u-42-3
sw3221A-ms98-a-0031,142.133500,142.303500,what,I,qrr^d,u-42-3
sw3221A-ms98-a-0032,143.047500,143.247500,what,I,qrr^d,u-42-3
sw3221A-ms98-a-0032,143.247500,143.467500,what,I,qrr^d,u-42-3
sw3221A-ms98-a-0032,143.467500,143.877500,section,I,qrr^d,u-42-3
sw3221A-ms98-a-0032,143.877500,144.007500,of,I,qrr^d,u-42-3
sw3221A-ms98-a-0032,144.007500,144.110250,it,I,qrr^d,u-42-3
sw3221A-ms98-a-0032,144.110250,144.555875,roughly,O,,
sw3221A-ms98-a-0034,147.817250,148.299250,oh,B,b,u-44-1
sw3221A-ms98-a-0034,148.299250,148.660125,uh-huh,I,b,u-44-1
sw3221A-ms98-a-0034,149.195000,149.419250,because_1,O,,
sw3221A-ms98-a-0034,149.419250,149.559250,see,B,sd,u-44-2
sw3221A-ms98-a-0034,149.559250,149.779250,that's,I,sd,u-44-2
sw3221A-ms98-a-0034,149.779250,149.919250,my,I,sd,u-44-2
sw3221A-ms98-a-0034,149.919250,150.169250,type,I,sd,u-44-2
sw3221A-ms98-a-0034,150.169250,150.259250,of,I,sd,u-44-2
sw3221A-ms98-a-0034,150.259250,150.439250,work,I,sd,u-44-2
sw3221A-ms98-a-0034,150.439250,150.679250,too,I,sd,u-44-2
sw3221A-ms98-a-0034,150.679250,150.749250,i,B,sd,u-44-3
sw3221A-ms98-a-0034,150.749250,150.989250,work,I,sd,u-44-3
sw3221A-ms98-a-0034,150.989250,151.109250,at,I,sd,u-44-3
sw3221A-ms98-a-0034,151.109250,151.169250,the,I,sd,u-44-3
sw3221A-ms98-a-0034,151.169250,151.489250,Applied,I,sd,u-44-3
sw3221A-ms98-a-0034,151.489250,151.859250,Research,I,sd,u-44-3
sw3221A-ms98-a-0034,151.859250,152.233750,Lab,I,sd,u-44-3
sw3221A-ms98-a-0034,152.926750,153.099250,here,B,+,u-46-1
sw3221A-ms98-a-0034,153.099250,153.329250,here,I,+,u-46-1
sw3221A-ms98-a-0034,153.329250,153.419250,on,I,+,u-46-1
sw3221A-ms98-a-0034,153.419250,153.859250,campus,I,+,u-46-1
sw3221A-ms98-a-0034,153.859250,154.149250,and,B,sd,u-46-2
sw3221A-ms98-a-0035,155.281625,155.531625,my,I,sd,u-46-2
sw3221A-ms98-a-0035,155.531625,155.671625,my,I,sd,u-46-2
sw3221A-ms98-a-0035,155.671625,155.991625,field,I,sd,u-46-2
sw3221A-ms98-a-0035,155.991625,156.101625,is,I,sd,u-46-2
sw3221A-ms98-a-0035,156.101625,156.501625,underwater,I,sd,u-46-2
sw3221A-ms98-a-0035,156.501625,157.123375,acoustics,I,sd,u-46-2
sw3221A-ms98-a-0035,157.793375,157.981625,and,B,sd,u-48-1
sw3221A-ms98-a-0035,157.981625,158.161625,there's,I,sd,u-48-1
sw3221A-ms98-a-0035,158.161625,158.211625,a,I,sd,u-48-1
sw3221A-ms98-a-0035,158.211625,158.501625,lot,I,sd,u-48-1
sw3221A-ms98-a-0035,158.501625,158.561625,of,I,sd,u-48-1
sw3221A-ms98-a-0035,158.561625,158.891625,things,I,sd,u-48-1
sw3221A-ms98-a-0035,158.891625,159.001625,we,I,sd,u-48-1
sw3221A-ms98-a-0035,159.001625,159.151625,can,I,sd,u-48-1
sw3221A-ms98-a-0035,159.151625,159.331625,do,I,sd,u-48-1
sw3221A-ms98-a-0035,159.331625,159.491625,with,I,sd,u-48-1
sw3221A-ms98-a-0035,159.491625,160.140875,computers,I,sd,u-48-1
sw3221A-ms98-a-0035,160.140875,160.541625,into,I,sd,u-48-1
sw3221A-ms98-a-0035,160.541625,160.974250,uh,I,sd,u-48-1
sw3221A-ms98-a-0035,161.219125,161.771625,studying,I,sd,u-48-1
sw3221A-ms98-a-0036,162.620500,163.025750,how,I,sd,u-48-1
sw3221A-ms98-a-0037,163.839125,164.259125,uh,I,sd,u-48-1
sw3221A-ms98-a-0037,164.259125,164.659125,things,I,sd,u-48-1
sw3221A-ms98-a-0037,164.659125,165.129125,vary,I,sd,u-48-1
sw3221A-ms98-a-0037,165.129125,165.229125,in,I,sd,u-48-1
sw3221A-ms98-a-0037,165.229125,165.289125,the,I,sd,u-48-1
sw3221A-ms98-a-0037,165.289125,165.649125,water,I,sd,u-48-1
sw3221A-ms98-a-0037,165.649125,165.749125,you,I,sd,u-48-1
sw3221A-ms98-a-0037,165.749125,166.037125,know,I,sd,u-48-1
sw3221A-ms98-a-0037,166.037125,166.489125,and,B,+,u-50-1
sw3221A-ms98-a-0037,166.489125,166.689125,uh,I,+,u-50-1
sw3221A-ms98-a-0037,166.689125,166.999125,taking,I,+,u-50-1
sw3221A-ms98-a-0037,166.999125,167.419125,advantage,I,+,u-50-1
sw3221A-ms98-a-0037,167.419125,167.559125,of,I,+,u-50-1
sw3221A-ms98-a-0037,167.559125,167.619125,them_1,I,+,u-50-1
sw3221A-ms98-a-0037,167.619125,167.709125,and,I,+,u-50-1
sw3221A-ms98-a-0037,167.709125,167.879125,so,I,+,u-50-1
sw3221A-ms98-a-0037,167.879125,168.169125,forth,I,+,u-50-1
sw3221A-ms98-a-0037,168.169125,168.319125,so,B,sd,u-50-2
sw3221A-ms98-a-0037,168.319125,168.459125,it's,I,sd,u-50-2
sw3221A-ms98-a-0037,168.459125,168.549125,a,I,sd,u-50-2
sw3221A-ms98-a-0037,168.549125,168.739125,very,I,sd,u-50-2
sw3221A-ms98-a-0037,168.739125,169.201125,nice,I,sd,u-50-2
