sw3061A-ms98-a-0003,0.801500,1.490250,yes,B,o,u-2-1
sw3061A-ms98-a-0016,54.525875,54.595875,of,I,+,u-38-1
sw3061A-ms98-a-0016,54.595875,54.965875,follows,B,+,u-40-1
sw3061A-ms98-a-0016,54.965875,55.065875,me,I,+,u-40-1
sw3061A-ms98-a-0016,55.065875,55.375875,around,I,+,u-40-1
sw3061A-ms98-a-0016,55.375875,55.525875,all,I,+,u-40-1
sw3061A-ms98-a-0016,55.525875,55.585875,the,I,+,u-40-1
sw3061A-ms98-a-0016,55.585875,55.895875,time,I,+,u-40-1
sw3061A-ms98-a-0016,55.895875,56.055875,and,B,sd,u-42-1
sw3061A-ms98-a-0017,56.545375,56.855375,and,I,sd,u-42-1
sw3061A-ms98-a-0017,56.855375,57.215375,um,I,sd,u-42-1
sw3061A-ms98-a-0017,57.495375,57.765375,she's,I,sd,u-42-1
sw3061A-ms98-a-0017,57.765375,58.125375,slowing,I,sd,u-42-1
sw3061A-ms98-a-0017,58.125375,58.465375,down,I,sd,u-42-1
sw3061A-ms98-a-0017,58.465375,59.005375,considerably,I,sd,u-42-1
sw3061A-ms98-a-0017,59.005375,59.135375,she,B,sd,u-42-2
sw3061A-ms98-a-0017,59.135375,59.405375,doesn't,I,sd,u-42-2
sw3061A-ms98-a-0017,59.405375,59.755875,hear,I,sd,u-42-2
sw3061A-ms98-a-0017,59.883875,60.095375,very,I,sd,u-42-2
sw3061A-ms98-a-0017,60.095375,60.425375,well,I,sd,u-42-2
sw3061A-ms98-a-0017,60.425375,60.525375,and,B,%,u-42-3
sw3061A-ms98-a-0017,60.525375,60.635375,she,B,sd,u-44-1
sw3061A-ms98-a-0017,60.635375,60.965375,doesn't,I,sd,u-44-1
sw3061A-ms98-a-0017,60.965375,61.135375,see,I,sd,u-44-1
sw3061A-ms98-a-0017,61.135375,61.405375,very,I,sd,u-44-1
sw3061A-ms98-a-0017,61.405375,61.665375,well,I,sd,u-44-1
sw3061A-ms98-a-0017,61.665375,62.005375,but,B,%,u-44-2
sw3061A-ms98-a-0017,62.005375,62.506000,she's,I,%,u-44-2
sw3061A-ms98-a-0017,63.278125,63.683375,yeah,B,b,u-46-1
sw3061A-ms98-a-0017,63.781250,63.885375,at,B,sd,u-48-1
sw3061A-ms98-a-0017,63.885375,64.095375,this,I,sd,u-48-1
sw3061A-ms98-a-0017,64.095375,64.445375,age,I,sd,u-48-1
sw3061A-ms98-a-0017,64.445375,64.545375,i,I,sd,u-48-1
sw3061A-ms98-a-0017,64.545375,64.785375,guess,I,sd,u-48-1
sw3061A-ms98-a-0017,64.785375,65.025375,so,I,sd,u-48-1
sw3061A-ms98-a-0018,65.538625,65.778625,but,B,sd,u-50-1
sw3061A-ms98-a-0018,65.778625,66.008625,um,I,sd,u-50-1
sw3061A-ms98-a-0018,66.008625,66.248625,she's,I,sd,u-50-1
sw3061A-ms98-a-0018,66.248625,66.398625,been,I,sd,u-50-1
sw3061A-ms98-a-0018,66.398625,66.458625,a,I,sd,u-50-1
sw3061A-ms98-a-0018,66.458625,66.618625,good,I,sd,u-50-1
sw3061A-ms98-a-0018,66.618625,66.858625,dog,I,sd,u-50-1
sw3061A-ms98-a-0018,66.858625,66.968625,to,I,sd,u-50-1
sw3061A-ms98-a-0018,66.968625,67.268625,have,I,sd,u-50-1
sw3061A-ms98-a-0018,67.268625,67.518000,and,B,sd,u-50-2
sw3061A-ms98-a-0018,67.917250,67.968625,i,I,sd,u-50-2
sw3061A-ms98-a-0018,67.968625,68.118625,don't,I,sd,u-50-2
sw3061A-ms98-a-0018,68.118625,68.468625,know,I,sd,u-50-2
sw3061A-ms98-a-0018,68.468625,68.728625,once,B,sd,u-50-3
sw3061A-ms98-a-0018,68.728625,68.918625,she's,I,sd,u-50-3
sw3061A-ms98-a-0018,68.918625,69.148625,gone,I,sd,u-50-3
sw3061A-ms98-a-0018,69.148625,69.288625,i'm,I,sd,u-50-3
sw3061A-ms98-a-0018,69.288625,69.468625,not,I,sd,u-50-3
sw3061A-ms98-a-0018,69.468625,69.588625,sure,I,sd,u-50-3
sw3061A-ms98-a-0018,69.588625,69.688625,if,I,sd,u-50-3
sw3061A-ms98-a-0018,69.688625,69.808625,i'll,I,sd,u-50-3
sw3061A-ms98-a-0018,69.808625,69.958625,get,I,sd,u-50-3
sw3061A-ms98-a-0018,69.958625,70.248625,another,I,sd,u-50-3
sw3061A-ms98-a-0018,70.248625,70.568625,animal,I,sd,u-50-3
sw3061A-ms98-a-0018,70.568625,70.688625,or,I,sd,u-50-3
sw3061A-ms98-a-0018,70.688625,71.098625,not,I,sd,u-50-3
sw3061A-ms98-a-0018,71.098625,72.446125,[laughter],O,,
sw3061A-ms98-a-0019,73.401750,73.901750,yeah,B,b,u-52-1
sw3061A-ms98-a-0019,74.091750,74.551750,yeah,B,b^r,u-52-2
sw3061A-ms98-a-0021,77.257125,77.447125,i,B,aa,u-54-1
sw3061A-ms98-a-0021,77.447125,77.979750,agree,I,aa,u-54-1
sw3061A-ms98-a-0021,78.236750,78.639875,yes,B,aa,u-54-2
sw3061A-ms98-a-0021,78.639875,79.017125,um,B,qy,u-54-3
sw3061A-ms98-a-0021,79.607125,79.797125,did,I,qy,u-54-3
sw3061A-ms98-a-0021,79.797125,79.927125,you,I,qy,u-54-3
sw3061A-ms98-a-0021,79.927125,80.157125,get,I,qy,u-54-3
sw3061A-ms98-a-0021,80.157125,80.457125,yours,I,qy,u-54-3
sw3061A-ms98-a-0021,80.457125,80.657125,as,I,qy,u-54-3
sw3061A-ms98-a-0021,80.657125,80.747125,a,I,qy,u-54-3
sw3061A-ms98-a-0021,80.747125,81.027125,pet,I,qy,u-54-3
sw3061A-ms98-a-0021,81.027125,81.127125,for,I,qy,u-54-3
sw3061A-ms98-a-0021,81.127125,81.337125,your,I,qy,u-54-3
sw3061A-ms98-a-0021,81.337125,81.617125,child[ren]-,O,,
sw3061A-ms98-a-0021,81.617125,81.747125,do,B,qy,u-54-4
sw3061A-ms98-a-0021,81.747125,81.897125,you,I,qy,u-54-4
sw3061A-ms98-a-0021,81.897125,82.074250,have,I,qy,u-54-4
sw3061A-ms98-a-0021,82.074250,82.563750,children,I,qy,u-54-4
sw3061A-ms98-a-0021,83.089625,83.349000,uh-huh,B,b,u-56-1
sw3061A-ms98-a-0022,83.849250,84.472625,uh-huh,B,b,u-58-1
sw3061A-ms98-a-0022,84.472625,84.892625,oh,B,qy^d,u-58-2
sw3061A-ms98-a-0022,84.892625,85.092625,well,I,qy^d,u-58-2
sw3061A-ms98-a-0022,85.092625,85.132625,i,I,qy^d,u-58-2
sw3061A-ms98-a-0022,85.132625,85.302625,was,I,qy^d,u-58-2
sw3061A-ms98-a-0022,85.302625,85.572625,wondering,I,qy^d,u-58-2
sw3061A-ms98-a-0022,85.572625,85.702625,if,I,qy^d,u-58-2
sw3061A-ms98-a-0022,85.702625,85.772625,you,I,qy^d,u-58-2
sw3061A-ms98-a-0022,85.772625,86.112625,got,I,qy^d,u-58-2
sw3061A-ms98-a-0022,86.112625,86.342625,your,I,qy^d,u-58-2
sw3061A-ms98-a-0022,86.342625,86.612625,dog,I,qy^d,u-58-2
sw3061A-ms98-a-0022,86.612625,87.032625,originally,I,qy^d,u-58-2
sw3061A-ms98-a-0022,87.032625,87.212625,as,I,qy^d,u-58-2
sw3061A-ms98-a-0022,87.212625,87.292625,a,I,qy^d,u-58-2
sw3061A-ms98-a-0022,87.292625,87.512625,pet,I,qy^d,u-58-2
sw3061A-ms98-a-0022,87.512625,87.632625,for,I,qy^d,u-58-2
sw3061A-ms98-a-0022,87.632625,87.872625,them,I,qy^d,u-58-2
sw3061A-ms98-a-0022,87.872625,88.132625,or,I,qy^d,u-58-2
sw3061A-ms98-a-0022,88.132625,88.392625,just,I,qy^d,u-58-2
sw3061A-ms98-a-0022,88.392625,88.692625,because,I,qy^d,u-58-2
sw3061A-ms98-a-0022,88.692625,88.962625,you'd,I,qy^d,u-58-2
sw3061A-ms98-a-0022,88.962625,89.242625,had,I,qy^d,u-58-2
sw3061A-ms98-a-0022,89.242625,89.522625,dogs,I,qy^d,u-58-2
sw3061A-ms98-a-0022,89.522625,89.952625,before,I,qy^d,u-58-2
sw3061A-ms98-a-0022,89.952625,90.344375,or,B,%,u-58-3
sw3061A-ms98-a-0024,94.461000,94.671000,my,B,ba,u-60-1
sw3061A-ms98-a-0024,94.671000,95.541000,goodness,I,ba,u-60-1
sw3061A-ms98-a-0026,98.293500,98.388750,uh,B,%,u-62-1
sw3061A-ms98-a-0028,105.544500,105.824125,uh-huh,B,b,u-64-1
sw3061A-ms98-a-0030,107.881000,108.470000,yeah,B,b,u-66-1
sw3061A-ms98-a-0030,109.037750,109.445250,uh-huh,B,b,u-68-1
sw3061A-ms98-a-0032,113.144000,113.845875,oh,B,b,u-70-1
sw3061A-ms98-a-0032,113.845875,114.354625,yeah,I,b,u-70-1
sw3061A-ms98-a-0034,116.177875,116.607875,isn't,B,b,u-72-1
sw3061A-ms98-a-0034,116.607875,116.807875,that,I,b,u-72-1
sw3061A-ms98-a-0035,117.286000,117.916000,yes,B,b,u-74-1
sw3061A-ms98-a-0035,117.916000,118.066000,so,B,sv,u-74-2
sw3061A-ms98-a-0035,118.066000,118.216000,that,I,sv,u-74-2
sw3061A-ms98-a-0035,118.216000,118.496000,often,I,sv,u-74-2
sw3061A-ms98-a-0035,118.496000,118.946000,happens,I,sv,u-74-2
sw3061A-ms98-a-0035,118.946000,119.186000,that,I,sv,u-74-2
sw3061A-ms98-a-0035,119.186000,119.586000,way,I,sv,u-74-2
sw3061A-ms98-a-0035,119.586000,119.776000,well,B,sd,u-74-3
sw3061A-ms98-a-0035,120.146000,120.286000,we,I,sd,u-74-3
sw3061A-ms98-a-0035,120.286000,120.596000,had,I,sd,u-74-3
sw3061A-ms98-a-0035,120.596000,121.026000,um,I,sd,u-74-3
sw3061A-ms98-a-0035,121.026000,121.873750,intentionally,I,sd,u-74-3
sw3061A-ms98-a-0035,122.031875,122.518625,um,I,sd,u-74-3
sw3061A-ms98-a-0035,122.816125,123.066000,planned,I,sd,u-74-3
sw3061A-ms98-a-0035,123.066000,123.126000,to,I,sd,u-74-3
sw3061A-ms98-a-0035,123.126000,123.336000,get,I,sd,u-74-3
sw3061A-ms98-a-0035,123.336000,123.396000,a,I,sd,u-74-3
sw3061A-ms98-a-0035,123.396000,123.676000,dog,I,sd,u-74-3
sw3061A-ms98-a-0035,123.676000,123.806000,we,B,sd,u-74-4
sw3061A-ms98-a-0035,123.806000,123.946000,had,I,sd,u-74-4
sw3061A-ms98-a-0035,123.946000,124.146000,just,I,sd,u-74-4
sw3061A-ms98-a-0035,124.146000,124.406000,moved,I,sd,u-74-4
sw3061A-ms98-a-0035,124.406000,124.586000,into,I,sd,u-74-4
sw3061A-ms98-a-0035,124.586000,124.776000,this,I,sd,u-74-4
sw3061A-ms98-a-0035,124.776000,125.156000,house,I,sd,u-74-4
sw3061A-ms98-a-0035,125.156000,125.706000,and,I,sd,u-74-4
sw3061A-ms98-a-0035,125.706000,126.045875,um,I,sd,u-74-4
sw3061A-ms98-a-0035,126.430000,126.786000,decided,I,sd,u-74-4
sw3061A-ms98-a-0035,126.786000,126.886000,to,I,sd,u-74-4
sw3061A-ms98-a-0035,126.886000,127.146000,wait,I,sd,u-74-4
sw3061A-ms98-a-0035,127.146000,127.176000,a,I,sd,u-74-4
sw3061A-ms98-a-0035,127.176000,127.376000,about,I,sd,u-74-4
sw3061A-ms98-a-0035,127.376000,127.406000,a,I,sd,u-74-4
sw3061A-ms98-a-0035,127.406000,127.746000,year,I,sd,u-74-4
sw3061A-ms98-a-0035,127.746000,127.886000,and,I,sd,u-74-4
sw3061A-ms98-a-0035,127.886000,128.126000,then,I,sd,u-74-4
sw3061A-ms98-a-0035,128.126000,128.386000,went,I,sd,u-74-4
sw3061A-ms98-a-0035,128.386000,128.556000,then,B,+,u-76-1
sw3061A-ms98-a-0035,128.556000,128.646000,we,I,+,u-76-1
sw3061A-ms98-a-0035,128.646000,128.806000,went,I,+,u-76-1
sw3061A-ms98-a-0035,128.806000,129.016125,out,I,+,u-76-1
sw3061A-ms98-a-0035,129.016125,129.215750,then,I,+,u-76-1
sw3061A-ms98-a-0035,129.215750,129.446000,and,I,+,u-76-1
sw3061A-ms98-a-0035,129.446000,129.706000,found,I,+,u-76-1
sw3061A-ms98-a-0035,129.706000,129.866000,one,I,+,u-76-1
sw3061A-ms98-a-0035,129.866000,130.006000,she,B,sd,u-76-2
sw3061A-ms98-a-0035,130.006000,130.156000,was,I,sd,u-76-2
sw3061A-ms98-a-0035,130.156000,130.246000,in,I,sd,u-76-2
sw3061A-ms98-a-0035,130.246000,130.346000,the,I,sd,u-76-2
sw3061A-ms98-a-0035,130.346000,130.664500,litter,I,sd,u-76-2
sw3061A-ms98-a-0035,130.664500,131.011375,and,B,sd,u-78-1
sw3061A-ms98-a-0035,131.011375,131.336000,um,I,sd,u-78-1
sw3061A-ms98-a-0036,131.838625,132.008625,she,I,sd,u-78-1
sw3061A-ms98-a-0036,132.008625,132.138625,was,I,sd,u-78-1
sw3061A-ms98-a-0036,132.138625,132.278625,so,I,sd,u-78-1
sw3061A-ms98-a-0036,132.278625,132.548625,cute,I,sd,u-78-1
sw3061A-ms98-a-0036,132.548625,132.879750,because,I,sd,u-78-1
sw3061A-ms98-a-0036,132.879750,133.722875,[laughter],I,sd,u-78-1
sw3061A-ms98-a-0036,133.722875,134.056375,all,I,sd,u-78-1
sw3061A-ms98-a-0036,134.056375,134.158625,the,I,sd,u-78-1
sw3061A-ms98-a-0036,134.158625,134.288625,other,I,sd,u-78-1
sw3061A-ms98-a-0036,134.288625,134.468625,little,I,sd,u-78-1
sw3061A-ms98-a-0036,134.468625,134.788625,puppies,I,sd,u-78-1
sw3061A-ms98-a-0036,134.788625,134.878625,in,I,sd,u-78-1
sw3061A-ms98-a-0036,134.878625,135.058625,that,I,sd,u-78-1
sw3061A-ms98-a-0036,135.058625,135.298625,litter,I,sd,u-78-1
sw3061A-ms98-a-0036,135.298625,135.518625,were,I,sd,u-78-1
sw3061A-ms98-a-0036,135.518625,135.898625,just,I,sd,u-78-1
sw3061A-ms98-a-0036,135.898625,136.298625,crazy,I,sd,u-78-1
sw3061A-ms98-a-0036,136.298625,136.328625,i,B,sd,u-78-2
sw3061A-ms98-a-0036,136.328625,136.438625,mean,I,sd,u-78-2
sw3061A-ms98-a-0036,136.438625,136.568625,they,I,sd,u-78-2
sw3061A-ms98-a-0036,136.568625,136.648625,were,I,sd,u-78-2
sw3061A-ms98-a-0036,136.648625,136.818625,all,I,sd,u-78-2
sw3061A-ms98-a-0036,136.818625,136.978625,over,I,sd,u-78-2
sw3061A-ms98-a-0036,136.978625,137.077375,the,I,sd,u-78-2
sw3061A-ms98-a-0036,137.077375,137.363625,place,I,sd,u-78-2
sw3061A-ms98-a-0036,137.363625,137.568625,and,B,sd,u-80-1
sw3061A-ms98-a-0036,137.568625,137.778625,she,I,sd,u-80-1
sw3061A-ms98-a-0036,137.778625,137.978625,was,I,sd,u-80-1
sw3061A-ms98-a-0036,137.978625,138.158625,real,I,sd,u-80-1
sw3061A-ms98-a-0036,138.158625,138.708625,docile,I,sd,u-80-1
sw3061A-ms98-a-0036,138.708625,138.798625,and,I,sd,u-80-1
sw3061A-ms98-a-0036,138.798625,138.968625,came,B,+,u-82-1
sw3061A-ms98-a-0036,138.968625,139.128625,over,I,+,u-82-1
sw3061A-ms98-a-0036,139.128625,139.218625,and,I,+,u-82-1
sw3061A-ms98-a-0036,139.218625,139.428625,just,I,+,u-82-1
sw3061A-ms98-a-0036,139.428625,139.598625,kind,I,+,u-82-1
sw3061A-ms98-a-0036,139.598625,139.718625,of,I,+,u-82-1
sw3061A-ms98-a-0036,139.718625,139.958625,sat,I,+,u-82-1
sw3061A-ms98-a-0036,139.958625,140.228625,next,I,+,u-82-1
sw3061A-ms98-a-0036,140.228625,140.328625,to,I,+,u-82-1
sw3061A-ms98-a-0036,140.328625,140.468625,us,I,+,u-82-1
sw3061A-ms98-a-0036,140.468625,140.558625,and,B,sd,u-82-2
sw3061A-ms98-a-0036,140.558625,140.608625,i,I,sd,u-82-2
sw3061A-ms98-a-0036,140.608625,140.828625,thought,I,sd,u-82-2
sw3061A-ms98-a-0036,140.828625,141.088625,that's,B,+,u-84-1
sw3061A-ms98-a-0036,141.088625,141.158625,the,I,+,u-84-1
sw3061A-ms98-a-0036,141.158625,141.508625,dog,I,+,u-84-1
sw3061A-ms98-a-0036,141.508625,141.728625,for,I,+,u-84-1
sw3061A-ms98-a-0036,141.728625,142.937375,[laughter-me],O,,
sw3061A-ms98-a-0037,143.062750,143.513875,[laughter],O,,
sw3061A-ms98-a-0037,143.513875,144.073625,yeah,B,b,u-86-1
sw3061A-ms98-a-0037,144.299625,144.621375,so,B,%,u-86-2
sw3061A-ms98-a-0037,144.915250,145.192000,she,I,%,u-86-2
sw3061A-ms98-a-0037,145.192000,145.402000,and,B,%,u-86-3
sw3061A-ms98-a-0037,145.402000,145.742000,it,I,%,u-86-3
sw3061A-ms98-a-0037,145.742000,145.892000,what,B,sd,u-86-4
sw3061A-ms98-a-0037,145.892000,146.052000,was,I,sd,u-86-4
sw3061A-ms98-a-0037,146.052000,146.332000,funny,I,sd,u-86-4
sw3061A-ms98-a-0037,146.332000,146.552000,was,I,sd,u-86-4
sw3061A-ms98-a-0037,146.552000,146.822000,that,I,sd,u-86-4
sw3061A-ms98-a-0037,146.822000,147.134875,um,I,sd,u-86-4
sw3061A-ms98-a-0037,147.756375,148.012000,our,I,sd,u-86-4
sw3061A-ms98-a-0037,148.012000,148.812000,daughter,I,sd,u-86-4
sw3061A-ms98-a-0037,148.812000,149.082000,must,I,sd,u-86-4
sw3061A-ms98-a-0037,149.082000,149.192000,have,I,sd,u-86-4
sw3061A-ms98-a-0037,149.192000,149.412000,been,I,sd,u-86-4
sw3061A-ms98-a-0037,149.412000,149.602000,let's,B,^h,u-86-5
sw3061A-ms98-a-0037,149.602000,149.672000,see,I,^h,u-86-5
sw3061A-ms98-a-0037,149.672000,149.762000,she,B,sd,u-86-6
sw3061A-ms98-a-0037,149.762000,149.892000,must,I,sd,u-86-6
sw3061A-ms98-a-0037,149.892000,149.982000,have,I,sd,u-86-6
sw3061A-ms98-a-0037,149.982000,150.112000,been,I,sd,u-86-6
sw3061A-ms98-a-0037,150.112000,150.352000,about,I,sd,u-86-6
sw3061A-ms98-a-0037,150.352000,150.592000,eight,I,sd,u-86-6
sw3061A-ms98-a-0037,150.592000,150.702000,at,I,sd,u-86-6
sw3061A-ms98-a-0037,150.702000,150.772000,the,I,sd,u-86-6
sw3061A-ms98-a-0037,150.772000,151.132000,time,I,sd,u-86-6
sw3061A-ms98-a-0037,151.132000,151.276875,i,I,sd,u-86-6
sw3061A-ms98-a-0037,151.276875,151.612125,guess,I,sd,u-86-6
sw3061A-ms98-a-0037,151.612125,152.102000,and,B,sd,u-88-1
