sw3014B-ms98-a-0002,1.903125,2.475750,yes,B,ny,u-2-1
sw3014B-ms98-a-0008,29.632750,30.012750,somebody,I,sd,u-10-3
sw3014B-ms98-a-0008,30.012750,30.312750,else,I,sd,u-10-3
sw3014B-ms98-a-0008,30.312750,30.547375,pay,I,sd,u-10-3
sw3014B-ms98-a-0008,30.547375,30.803500,for,I,sd,u-10-3
sw3014B-ms98-a-0008,30.803500,31.442750,[laughter-that],O,,
sw3014B-ms98-a-0008,31.442750,32.522750,[laughter],O,,
sw3014B-ms98-a-0009,33.170875,33.791250,but,B,sd,u-12-1
sw3014B-ms98-a-0009,33.791250,33.949500,uh,I,sd,u-12-1
sw3014B-ms98-a-0009,34.443000,34.831250,mine,B,+,u-14-1
sw3014B-ms98-a-0009,34.831250,35.031250,was,I,+,u-14-1
sw3014B-ms98-a-0009,35.031250,35.061250,a,I,+,u-14-1
sw3014B-ms98-a-0009,35.061250,35.401250,year,I,+,u-14-1
sw3014B-ms98-a-0009,35.401250,35.771250,old,I,+,u-14-1
sw3014B-ms98-a-0009,35.771250,35.991250,and,B,sd,u-16-1
sw3014B-ms98-a-0009,35.991250,36.141250,we,I,sd,u-16-1
sw3014B-ms98-a-0009,36.141250,36.431250,bought,I,sd,u-16-1
sw3014B-ms98-a-0009,36.431250,36.551250,it,I,sd,u-16-1
sw3014B-ms98-a-0009,36.551250,36.691250,for,I,sd,u-16-1
sw3014B-ms98-a-0009,36.691250,36.921250,very,I,sd,u-16-1
sw3014B-ms98-a-0009,36.921250,37.431250,functional,I,sd,u-16-1
sw3014B-ms98-a-0009,37.431250,38.121250,purposes,I,sd,u-16-1
sw3014B-ms98-a-0009,38.121250,38.241250,and,B,sd,u-18-1
sw3014B-ms98-a-0009,38.241250,38.411250,that,I,sd,u-18-1
sw3014B-ms98-a-0009,38.481250,38.871250,was,I,sd,u-18-1
sw3014B-ms98-a-0009,38.871250,39.011250,we,I,sd,u-18-1
sw3014B-ms98-a-0009,39.011250,39.281250,bought,I,sd,u-18-1
sw3014B-ms98-a-0009,39.281250,39.341250,a,I,sd,u-18-1
sw3014B-ms98-a-0009,39.341250,39.771250,station,I,sd,u-18-1
sw3014B-ms98-a-0009,39.771250,40.151250,wagon,I,sd,u-18-1
sw3014B-ms98-a-0009,40.401250,40.481250,we,B,sd,u-18-2
sw3014B-ms98-a-0009,40.481250,40.781250,wanted,I,sd,u-18-2
sw3014B-ms98-a-0009,40.781250,40.941250,an,I,sd,u-18-2
sw3014B-ms98-a-0009,40.941250,41.551250,economical,I,sd,u-18-2
sw3014B-ms98-a-0009,41.551250,41.984875,car,I,sd,u-18-2
sw3014B-ms98-a-0010,42.815625,42.975625,to,B,+,u-20-1
sw3014B-ms98-a-0010,42.975625,43.565625,operate,I,+,u-20-1
sw3014B-ms98-a-0010,43.565625,43.765625,but,B,sd,u-20-2
sw3014B-ms98-a-0010,43.765625,43.855625,we,I,sd,u-20-2
sw3014B-ms98-a-0010,43.855625,44.195625,wanted,I,sd,u-20-2
sw3014B-ms98-a-0010,44.195625,44.435625,one,I,sd,u-20-2
sw3014B-ms98-a-0010,44.435625,44.585625,that,I,sd,u-20-2
sw3014B-ms98-a-0010,44.585625,44.755625,could,I,sd,u-20-2
sw3014B-ms98-a-0010,44.755625,45.065625,carry,I,sd,u-20-2
sw3014B-ms98-a-0010,45.065625,45.125625,a,I,sd,u-20-2
sw3014B-ms98-a-0010,45.125625,45.295625,lot,I,sd,u-20-2
sw3014B-ms98-a-0010,45.295625,45.385625,of,I,sd,u-20-2
sw3014B-ms98-a-0010,45.385625,45.925625,equipment,I,sd,u-20-2
sw3014B-ms98-a-0011,46.149750,47.298625,[vocalized-noise],O,,
sw3014B-ms98-a-0011,47.298625,47.778625,so,B,sd,u-20-3
sw3014B-ms98-a-0011,47.778625,47.988625,we,I,sd,u-20-3
sw3014B-ms98-a-0011,47.988625,48.688625,chose,I,sd,u-20-3
sw3014B-ms98-a-0011,48.688625,48.968625,a,I,sd,u-20-3
sw3014B-ms98-a-0011,48.968625,49.518625,Nissan,I,sd,u-20-3
sw3014B-ms98-a-0011,49.518625,50.068625,Stanza,I,sd,u-20-3
sw3014B-ms98-a-0011,50.068625,50.668625,wagon,I,sd,u-20-3
sw3014B-ms98-a-0011,50.888625,51.028625,and,B,sd,u-22-1
sw3014B-ms98-a-0011,51.028625,51.218625,i've,I,sd,u-22-1
sw3014B-ms98-a-0011,51.218625,51.588625,never,I,sd,u-22-1
sw3014B-ms98-a-0011,51.588625,51.788625,been,I,sd,u-22-1
sw3014B-ms98-a-0011,51.788625,52.327625,sorry,I,sd,u-22-1
sw3014B-ms98-a-0011,52.508375,53.140875,however,B,sd,u-24-1
sw3014B-ms98-a-0011,53.554625,53.957625,the,I,sd,u-24-1
sw3014B-ms98-a-0011,53.957625,54.448625,need,I,sd,u-24-1
sw3014B-ms98-a-0011,54.448625,54.618625,for,I,sd,u-24-1
sw3014B-ms98-a-0011,54.618625,55.068625,that,I,sd,u-24-1
sw3014B-ms98-a-0012,55.773875,56.263875,kind,B,+,u-26-1
sw3014B-ms98-a-0012,56.263875,56.404000,of,I,+,u-26-1
sw3014B-ms98-a-0012,56.404000,56.923875,car,I,+,u-26-1
sw3014B-ms98-a-0013,57.562000,57.952000,has,I,+,u-26-1
sw3014B-ms98-a-0013,57.952000,58.642000,changed,I,+,u-26-1
sw3014B-ms98-a-0013,58.642000,59.063375,now,I,+,u-26-1
sw3014B-ms98-a-0014,59.714000,60.484000,and,B,sd,u-28-1
sw3014B-ms98-a-0014,60.484000,60.714000,uh,I,sd,u-28-1
sw3014B-ms98-a-0014,60.714000,61.044000,while,I,sd,u-28-1
sw3014B-ms98-a-0014,61.044000,61.174000,it,I,sd,u-28-1
sw3014B-ms98-a-0014,61.174000,61.274000,is,I,sd,u-28-1
sw3014B-ms98-a-0014,61.274000,61.644000,still,I,sd,u-28-1
sw3014B-ms98-a-0014,61.644000,62.024000,good,I,sd,u-28-1
sw3014B-ms98-a-0014,62.024000,62.134000,and,B,+,u-30-1
sw3014B-ms98-a-0014,62.134000,62.257750,it's,I,+,u-30-1
sw3014B-ms98-a-0014,62.257750,62.498750,quite,I,+,u-30-1
sw3014B-ms98-a-0014,62.498750,63.254000,serviceable,I,+,u-30-1
sw3014B-ms98-a-0014,63.254000,63.364000,and,B,+,u-32-1
sw3014B-ms98-a-0014,63.364000,63.764000,i'll,I,+,u-32-1
sw3014B-ms98-a-0014,63.764000,64.156500,drive,I,+,u-32-1
sw3014B-ms98-a-0014,64.156500,64.287250,it,I,+,u-32-1
sw3014B-ms98-a-0014,64.287250,64.878625,until,I,+,u-32-1
sw3014B-ms98-a-0014,64.878625,65.044000,it,I,+,u-32-1
sw3014B-ms98-a-0014,65.144000,65.302500,no,I,+,u-32-1
sw3014B-ms98-a-0014,65.302500,65.739375,longer,I,+,u-32-1
sw3014B-ms98-a-0014,65.739375,66.014000,is,I,+,u-32-1
sw3014B-ms98-a-0014,66.014000,66.715750,reliable,I,+,u-32-1
sw3014B-ms98-a-0014,67.872125,68.275125,and,B,sd,u-34-1
sw3014B-ms98-a-0014,68.275125,68.804000,probably,I,sd,u-34-1
sw3014B-ms98-a-0014,68.804000,69.084000,then,I,sd,u-34-1
sw3014B-ms98-a-0014,69.084000,69.564000,[laughter-some],O,,
sw3014B-ms98-a-0014,69.564000,70.544000,[laughter],O,,
sw3014B-ms98-a-0014,70.544000,70.624000,i,O,,
sw3014B-ms98-a-0014,70.624000,70.874000,spend,B,sd,u-36-1
sw3014B-ms98-a-0014,70.874000,70.904000,a,I,sd,u-36-1
sw3014B-ms98-a-0014,70.904000,71.014000,lot,I,sd,u-36-1
sw3014B-ms98-a-0014,71.014000,71.074000,of,I,sd,u-36-1
sw3014B-ms98-a-0014,71.074000,71.304000,time,I,sd,u-36-1
sw3014B-ms98-a-0014,71.304000,71.714000,praying,I,sd,u-36-1
sw3014B-ms98-a-0014,71.714000,71.934000,over,I,sd,u-36-1
sw3014B-ms98-a-0014,71.934000,72.004000,it,I,sd,u-36-1
sw3014B-ms98-a-0014,72.004000,72.274000,before,I,sd,u-36-1
sw3014B-ms98-a-0014,72.274000,72.344000,i,I,sd,u-36-1
sw3014B-ms98-a-0014,72.344000,72.524000,give,I,sd,u-36-1
sw3014B-ms98-a-0014,72.524000,72.614000,it,I,sd,u-36-1
sw3014B-ms98-a-0014,72.614000,72.894000,up,I,sd,u-36-1
sw3014B-ms98-a-0015,73.540000,73.796625,i,B,sd,u-38-1
sw3014B-ms98-a-0015,73.796625,74.257875,think,I,sd,u-38-1
sw3014B-ms98-a-0015,74.370875,74.600000,that,I,sd,u-38-1
sw3014B-ms98-a-0015,74.600000,74.770000,i,I,sd,u-38-1
sw3014B-ms98-a-0015,74.770000,74.960000,would,I,sd,u-38-1
sw3014B-ms98-a-0015,74.960000,75.330000,like,I,sd,u-38-1
sw3014B-ms98-a-0015,75.330000,75.734875,to,I,sd,u-38-1
sw3014B-ms98-a-0015,76.062625,76.270000,if,B,sd,u-38-2
sw3014B-ms98-a-0015,76.270000,76.320000,i,I,sd,u-38-2
sw3014B-ms98-a-0015,76.320000,76.500000,you,I,sd,u-38-2
sw3014B-ms98-a-0015,76.500000,76.746750,know,I,sd,u-38-2
sw3014B-ms98-a-0015,76.969000,77.160000,we,I,sd,u-38-2
sw3014B-ms98-a-0015,77.160000,77.358875,all,I,sd,u-38-2
sw3014B-ms98-a-0015,77.358875,77.588625,say,I,sd,u-38-2
sw3014B-ms98-a-0015,77.588625,77.700000,if,I,sd,u-38-2
sw3014B-ms98-a-0015,77.700000,77.800000,i,I,sd,u-38-2
sw3014B-ms98-a-0015,77.800000,77.920000,could,I,sd,u-38-2
sw3014B-ms98-a-0015,77.920000,78.110000,have,I,sd,u-38-2
sw3014B-ms98-a-0015,78.110000,78.190000,the,I,sd,u-38-2
sw3014B-ms98-a-0015,78.190000,78.480000,car,I,sd,u-38-2
sw3014B-ms98-a-0015,78.480000,78.530000,i,I,sd,u-38-2
sw3014B-ms98-a-0015,78.530000,79.010000,always,I,sd,u-38-2
sw3014B-ms98-a-0015,79.010000,79.440000,wanted,I,sd,u-38-2
sw3014B-ms98-a-0016,80.377375,80.553750,i,B,+,u-40-1
sw3014B-ms98-a-0016,80.553750,80.741375,would,I,+,u-40-1
sw3014B-ms98-a-0016,80.741375,81.137375,either,I,+,u-40-1
sw3014B-ms98-a-0016,81.270625,81.722625,buy,I,+,u-40-1
sw3014B-ms98-a-0016,81.722625,81.827375,a,I,+,u-40-1
sw3014B-ms98-a-0016,81.827375,82.437375,Nissan,I,+,u-40-1
sw3014B-ms98-a-0016,82.437375,83.106750,Maxima,I,+,u-40-1
sw3014B-ms98-a-0017,84.063375,84.363375,uh,I,+,u-40-1
sw3014B-ms98-a-0017,84.363375,84.533375,i'm,B,sd,u-40-2
sw3014B-ms98-a-0017,84.533375,84.863375,sold,I,sd,u-40-2
sw3014B-ms98-a-0017,84.863375,84.953375,on,I,sd,u-40-2
sw3014B-ms98-a-0017,84.953375,85.617125,Nissans,I,sd,u-40-2
sw3014B-ms98-a-0017,85.941000,86.189125,i,B,sd,u-42-1
sw3014B-ms98-a-0017,86.189125,86.413375,o[r]-,I,sd,u-42-1
sw3014B-ms98-a-0017,86.413375,86.773375,or,I,sd,u-42-1
sw3014B-ms98-a-0017,86.893375,86.993375,or,I,sd,u-42-1
sw3014B-ms98-a-0017,86.993375,87.353375,foreign,I,sd,u-42-1
sw3014B-ms98-a-0017,87.353375,87.713375,cars,I,sd,u-42-1
sw3014B-ms98-a-0017,87.713375,88.196250,actually,I,sd,u-42-1
sw3014B-ms98-a-0017,88.836500,89.331125,uh,B,%,u-42-2
sw3014B-ms98-a-0020,94.252875,94.977125,uh,B,^h,u-44-1
sw3014B-ms98-a-0021,95.841000,96.014875,[vocalized-noise],O,,
sw3014B-ms98-a-0021,96.394500,96.698625,its,B,qy^h,u-46-1
sw3014B-ms98-a-0021,96.698625,97.887750,reliability,I,qy^h,u-46-1
sw3014B-ms98-a-0021,98.243125,98.468625,it's,O,,
sw3014B-ms98-a-0021,98.468625,99.519125,reliability,B,sd^r,u-48-1
sw3014B-ms98-a-0022,100.659750,101.311750,and,B,sd,u-48-2
sw3014B-ms98-a-0022,101.311750,101.477500,uh,I,sd,u-48-2
sw3014B-ms98-a-0022,101.477500,101.714250,i,I,sd,u-48-2
sw3014B-ms98-a-0022,101.838500,101.975000,you,I,sd,u-48-2
sw3014B-ms98-a-0022,101.975000,102.045000,know,I,sd,u-48-2
sw3014B-ms98-a-0022,102.045000,102.175000,i've,I,sd,u-48-2
sw3014B-ms98-a-0022,102.735000,102.895000,read,I,sd,u-48-2
sw3014B-ms98-a-0022,102.895000,103.095000,all,I,sd,u-48-2
sw3014B-ms98-a-0022,103.095000,103.155000,the,I,sd,u-48-2
sw3014B-ms98-a-0022,103.155000,103.695000,Consumer,I,sd,u-48-2
sw3014B-ms98-a-0022,103.695000,104.125000,Reports,I,sd,u-48-2
sw3014B-ms98-a-0022,104.125000,104.265000,and,I,sd,u-48-2
sw3014B-ms98-a-0022,104.265000,104.465000,things,I,sd,u-48-2
sw3014B-ms98-a-0022,104.465000,104.615000,and,B,sd,u-48-3
sw3014B-ms98-a-0022,104.615000,104.765000,they,I,sd,u-48-3
sw3014B-ms98-a-0022,104.765000,105.065000,just,I,sd,u-48-3
sw3014B-ms98-a-0022,105.065000,105.385000,run,I,sd,u-48-3
sw3014B-ms98-a-0022,105.385000,105.605000,head,I,sd,u-48-3
sw3014B-ms98-a-0022,105.605000,105.705000,and,I,sd,u-48-3
sw3014B-ms98-a-0022,105.705000,106.165000,shoulders,I,sd,u-48-3
sw3014B-ms98-a-0022,106.165000,106.475000,above,I,sd,u-48-3
sw3014B-ms98-a-0022,106.475000,106.555000,the,I,sd,u-48-3
sw3014B-ms98-a-0022,106.555000,106.955000,American,I,sd,u-48-3
sw3014B-ms98-a-0022,106.955000,107.165000,made,I,sd,u-48-3
sw3014B-ms98-a-0022,107.165000,107.605000,cars,I,sd,u-48-3
sw3014B-ms98-a-0022,107.605000,107.735000,if,B,sd,u-48-4
sw3014B-ms98-a-0022,107.735000,108.235000,Ford,I,sd,u-48-4
sw3014B-ms98-a-0022,108.235000,108.405000,was,I,sd,u-48-4
sw3014B-ms98-a-0022,108.405000,108.465000,a,I,sd,u-48-4
sw3014B-ms98-a-0022,108.465000,108.768000,head,I,sd,u-48-4
sw3014B-ms98-a-0022,108.885000,108.985000,and,I,sd,u-48-4
sw3014B-ms98-a-0022,108.985000,109.045000,the,I,sd,u-48-4
sw3014B-ms98-a-0022,109.045000,109.515000,shoulders,I,sd,u-48-4
sw3014B-ms98-a-0022,109.515000,109.815125,above,I,sd,u-48-4
sw3014B-ms98-a-0022,109.815125,110.011000,it,I,sd,u-48-4
sw3014B-ms98-a-0022,110.011000,110.155000,i'd,I,sd,u-48-4
sw3014B-ms98-a-0022,110.155000,110.305000,buy,I,sd,u-48-4
sw3014B-ms98-a-0022,110.305000,110.355000,a,I,sd,u-48-4
sw3014B-ms98-a-0022,110.355000,110.901125,Ford,I,sd,u-48-4
sw3014B-ms98-a-0023,111.931000,112.102250,but,B,sd,u-50-1
sw3014B-ms98-a-0023,112.102250,112.212250,i,I,sd,u-50-1
sw3014B-ms98-a-0023,112.212250,112.562250,had,I,sd,u-50-1
sw3014B-ms98-a-0023,112.562250,112.960000,uh,I,sd,u-50-1
sw3014B-ms98-a-0023,113.178375,113.372250,had,I,sd,u-50-1
sw3014B-ms98-a-0023,113.372250,113.402250,a,I,sd,u-50-1
sw3014B-ms98-a-0023,113.402250,113.692250,Ford,I,sd,u-50-1
sw3014B-ms98-a-0023,113.692250,114.392250,Escort,I,sd,u-50-1
sw3014B-ms98-a-0023,114.392250,114.492250,that,I,sd,u-50-1
sw3014B-ms98-a-0023,114.492250,115.212250,absolutely,I,sd,u-50-1
sw3014B-ms98-a-0023,115.212250,115.552250,needed,I,sd,u-50-1
sw3014B-ms98-a-0023,115.552250,116.002250,taps,I,sd,u-50-1
sw3014B-ms98-a-0023,116.002250,116.172250,the,I,sd,u-50-1
sw3014B-ms98-a-0023,116.172250,116.362250,day,I,sd,u-50-1
sw3014B-ms98-a-0023,116.362250,116.502250,we,I,sd,u-50-1
sw3014B-ms98-a-0023,116.502250,116.812250,got,I,sd,u-50-1
sw3014B-ms98-a-0023,116.812250,117.078125,it,I,sd,u-50-1
sw3014B-ms98-a-0024,118.505625,119.039750,uh,B,sd,u-52-1
sw3014B-ms98-a-0024,119.239375,119.375625,you,I,sd,u-52-1
sw3014B-ms98-a-0024,119.375625,119.585625,know,I,sd,u-52-1
sw3014B-ms98-a-0024,119.585625,119.805625,i,I,sd,u-52-1
sw3014B-ms98-a-0024,119.805625,119.975625,mean,I,sd,u-52-1
sw3014B-ms98-a-0024,119.975625,120.095625,it,I,sd,u-52-1
sw3014B-ms98-a-0024,120.095625,120.225625,was,I,sd,u-52-1
sw3014B-ms98-a-0024,120.225625,120.475625,ready,I,sd,u-52-1
sw3014B-ms98-a-0024,120.475625,120.565625,for,I,sd,u-52-1
sw3014B-ms98-a-0024,120.565625,120.625625,the,I,sd,u-52-1
sw3014B-ms98-a-0024,120.625625,121.383125,graveyard,I,sd,u-52-1
sw3014B-ms98-a-0024,121.737125,121.905625,and,B,sd,u-54-1
sw3014B-ms98-a-0024,121.905625,122.015625,i,I,sd,u-54-1
sw3014B-ms98-a-0024,122.015625,122.375625,spent,I,sd,u-54-1
sw3014B-ms98-a-0024,122.375625,122.585625,as,I,sd,u-54-1
sw3014B-ms98-a-0024,122.585625,122.875625,much,I,sd,u-54-1
sw3014B-ms98-a-0024,122.875625,123.035625,on,I,sd,u-54-1
sw3014B-ms98-a-0024,123.035625,123.215625,that,I,sd,u-54-1
sw3014B-ms98-a-0024,123.215625,123.545625,car,I,sd,u-54-1
sw3014B-ms98-a-0024,123.545625,123.685625,in,I,sd,u-54-1
sw3014B-ms98-a-0024,123.685625,124.125625,twelve,I,sd,u-54-1
sw3014B-ms98-a-0024,124.125625,124.415625,months,I,sd,u-54-1
sw3014B-ms98-a-0024,124.415625,124.525625,as,I,sd,u-54-1
sw3014B-ms98-a-0024,124.525625,124.655625,i,I,sd,u-54-1
sw3014B-ms98-a-0024,124.655625,124.925625,spent,I,sd,u-54-1
sw3014B-ms98-a-0024,124.925625,125.195625,for,I,sd,u-54-1
sw3014B-ms98-a-0024,125.195625,125.255625,the,I,sd,u-54-1
sw3014B-ms98-a-0024,125.255625,125.692875,car,I,sd,u-54-1
sw3014B-ms98-a-0025,127.353000,127.999375,so,B,%,u-56-1
sw3014B-ms98-a-0025,127.999375,128.205375,and,B,sd,u-58-1
sw3014B-ms98-a-0025,128.205375,128.345375,that,I,sd,u-58-1
sw3014B-ms98-a-0025,128.345375,128.435375,was,I,sd,u-58-1
sw3014B-ms98-a-0025,128.435375,128.595375,just,I,sd,u-58-1
sw3014B-ms98-a-0025,128.595375,128.795375,trying,I,sd,u-58-1
sw3014B-ms98-a-0025,128.795375,128.858000,to,I,sd,u-58-1
sw3014B-ms98-a-0025,128.858000,129.057625,hold,I,sd,u-58-1
sw3014B-ms98-a-0025,129.057625,129.135375,us,I,sd,u-58-1
sw3014B-ms98-a-0025,129.135375,129.335375,getting,B,sd,u-58-2
sw3014B-ms98-a-0025,129.335375,129.405375,out,I,sd,u-58-2
sw3014B-ms98-a-0025,129.405375,129.465375,of,I,sd,u-58-2
sw3014B-ms98-a-0025,129.465375,129.575375,that,I,sd,u-58-2
sw3014B-ms98-a-0025,129.575375,129.695375,was,I,sd,u-58-2
sw3014B-ms98-a-0025,129.695375,129.735375,a,I,sd,u-58-2
sw3014B-ms98-a-0025,129.735375,130.085375,used,I,sd,u-58-2
sw3014B-ms98-a-0025,130.085375,130.495250,car,I,sd,u-58-2
sw3014B-ms98-a-0025,130.925375,131.015375,and,B,sd,u-60-1
sw3014B-ms98-a-0025,131.015375,131.095375,it,I,sd,u-60-1
sw3014B-ms98-a-0025,131.095375,131.265375,was,I,sd,u-60-1
sw3014B-ms98-a-0025,131.265375,131.375375,an,I,sd,u-60-1
sw3014B-ms98-a-0025,131.375375,131.655375,older,I,sd,u-60-1
sw3014B-ms98-a-0025,131.655375,132.155375,car,I,sd,u-60-1
sw3014B-ms98-a-0025,132.285375,132.605375,but,B,sv,u-62-1
sw3014B-ms98-a-0025,133.155375,133.300625,you,I,sv,u-62-1
sw3014B-ms98-a-0025,133.300625,133.455000,know,I,sv,u-62-1
sw3014B-ms98-a-0025,133.455000,133.925375,Escort,I,sv,u-62-1
sw3014B-ms98-a-0025,133.925375,134.005375,is,I,sv,u-62-1
sw3014B-ms98-a-0025,134.005375,134.355375,supposed,I,sv,u-62-1
sw3014B-ms98-a-0025,134.355375,134.435375,to,I,sv,u-62-1
sw3014B-ms98-a-0025,134.435375,134.585375,have,I,sv,u-62-1
sw3014B-ms98-a-0025,134.585375,134.645375,a,I,sv,u-62-1
sw3014B-ms98-a-0025,134.645375,134.965375,great,I,sv,u-62-1
sw3014B-ms98-a-0025,134.965375,135.325375,track,I,sv,u-62-1
sw3014B-ms98-a-0025,135.325375,135.850000,record,I,sv,u-62-1
sw3014B-ms98-a-0026,136.519000,136.619000,as,B,+,u-64-1
sw3014B-ms98-a-0026,136.619000,136.959000,far,I,+,u-64-1
sw3014B-ms98-a-0026,136.959000,137.059000,as,I,+,u-64-1
sw3014B-ms98-a-0026,137.059000,137.955375,sales,I,+,u-64-1
sw3014B-ms98-a-0027,139.117000,139.507000,but,B,sd,u-66-1
sw3014B-ms98-a-0028,140.328875,140.588875,it's,I,sd,u-66-1
sw3014B-ms98-a-0028,140.588875,141.078875,just,I,sd,u-66-1
sw3014B-ms98-a-0028,141.078875,141.258875,it,I,sd,u-66-1
sw3014B-ms98-a-0028,141.258875,141.498875,just,I,sd,u-66-1
sw3014B-ms98-a-0028,141.498875,141.630875,was,I,sd,u-66-1
sw3014B-ms98-a-0028,141.630875,141.834250,not,I,sd,u-66-1
sw3014B-ms98-a-0028,141.834250,142.168875,[vocalized-noise],O,,
sw3014B-ms98-a-0028,142.168875,142.318875,and,B,sv,u-66-2
sw3014B-ms98-a-0028,142.318875,142.398875,you,I,sv,u-66-2
sw3014B-ms98-a-0028,142.398875,142.568875,get,I,sv,u-66-2
sw3014B-ms98-a-0028,142.568875,143.008875,stung,I,sv,u-66-2
sw3014B-ms98-a-0028,143.008875,143.108875,a,I,sv,u-66-2
sw3014B-ms98-a-0028,143.108875,143.398875,time,I,sv,u-66-2
sw3014B-ms98-a-0028,143.398875,143.478875,or,I,sv,u-66-2
sw3014B-ms98-a-0028,143.478875,143.728875,two,I,sv,u-66-2
sw3014B-ms98-a-0028,143.728875,143.888875,and,B,sv(^q),u-68-1
sw3014B-ms98-a-0028,143.888875,143.978875,you,I,sv(^q),u-68-1
sw3014B-ms98-a-0028,143.978875,144.288875,say,I,sv(^q),u-68-1
sw3014B-ms98-a-0028,144.288875,144.588875,no,I,sv(^q),u-68-1
sw3014B-ms98-a-0028,144.588875,145.348875,thanks,I,sv(^q),u-68-1
sw3014B-ms98-a-0028,145.348875,145.755875,so,B,sd,u-70-1
sw3014B-ms98-a-0028,146.264375,146.438875,i,I,sd,u-70-1
sw3014B-ms98-a-0028,146.438875,146.698875,just,I,sd,u-70-1
sw3014B-ms98-a-0028,146.698875,147.118875,trusted,I,sd,u-70-1
sw3014B-ms98-a-0028,147.118875,147.178875,the,I,sd,u-70-1
sw3014B-ms98-a-0028,147.178875,147.728875,Consumer,I,sd,u-70-1
sw3014B-ms98-a-0028,147.728875,148.458875,Reports,I,sd,u-70-1
sw3014B-ms98-a-0028,148.458875,148.648875,and,I,sd,u-70-1
sw3014B-ms98-a-0028,148.648875,148.948875,the,I,sd,u-70-1
sw3014B-ms98-a-0028,148.948875,149.454000,auto,I,sd,u-70-1
sw3014B-ms98-a-0029,149.918250,150.508250,uh,B,+,u-72-1
sw3014B-ms98-a-0029,150.508250,151.241125,reports,I,+,u-72-1
sw3014B-ms98-a-0029,151.576375,151.987375,in[stead]-,O,,
sw3014B-ms98-a-0029,152.213375,152.512125,had,B,sd,u-72-2
sw3014B-ms98-a-0029,152.512125,152.681625,my,I,sd,u-72-2
sw3014B-ms98-a-0029,152.681625,153.048250,son,I,sd,u-72-2
sw3014B-ms98-a-0029,153.048250,153.168250,who,I,sd,u-72-2
sw3014B-ms98-a-0029,153.168250,153.448250,knows,I,sd,u-72-2
sw3014B-ms98-a-0029,153.448250,153.498250,a,I,sd,u-72-2
sw3014B-ms98-a-0029,153.498250,153.678250,lot,I,sd,u-72-2
