sw4103B-ms98-a-0003,13.922750,14.114250,yeah,B,ny,u-2-1
sw4103B-ms98-a-0010,61.411750,61.551750,we'll,I,sd,u-8-5
sw4103B-ms98-a-0010,61.551750,61.671750,get,I,sd,u-8-5
sw4103B-ms98-a-0010,61.671750,62.031750,behind,I,sd,u-8-5
sw4103B-ms98-a-0010,62.031750,62.171750,like,I,sd,u-8-5
sw4103B-ms98-a-0010,62.171750,62.251750,you,I,sd,u-8-5
sw4103B-ms98-a-0010,62.251750,62.561750,say,I,sd,u-8-5
sw4103B-ms98-a-0010,62.561750,62.901750,but,B,sd,u-8-6
sw4103B-ms98-a-0010,62.901750,63.102500,uh,I,sd,u-8-6
sw4103B-ms98-a-0012,65.330750,65.427625,it,I,sd,u-8-6
sw4103B-ms98-a-0012,65.427625,65.837625,doesn't,I,sd,u-8-6
sw4103B-ms98-a-0012,65.837625,66.067625,really,I,sd,u-8-6
sw4103B-ms98-a-0012,66.067625,66.267625,seem,I,sd,u-8-6
sw4103B-ms98-a-0012,66.267625,66.397625,to,I,sd,u-8-6
sw4103B-ms98-a-0012,66.397625,66.656125,be,I,sd,u-8-6
sw4103B-ms98-a-0012,67.123125,67.504000,too,I,sd,u-8-6
sw4103B-ms98-a-0012,67.865625,68.037625,too,I,sd,u-8-6
sw4103B-ms98-a-0012,68.037625,68.469625,tight,I,sd,u-8-6
sw4103B-ms98-a-0012,68.910375,69.127625,if,I,sd,u-8-6
sw4103B-ms98-a-0012,69.127625,69.287625,we,I,sd,u-8-6
sw4103B-ms98-a-0012,69.287625,69.406625,r[emember]-,I,sd,u-8-6
sw4103B-ms98-a-0012,69.647625,69.997625,just,I,sd,u-8-6
sw4103B-ms98-a-0012,69.997625,70.307625,remember,I,sd,u-8-6
sw4103B-ms98-a-0012,70.307625,70.377625,to,I,sd,u-8-6
sw4103B-ms98-a-0012,70.377625,70.647625,keep,I,sd,u-8-6
sw4103B-ms98-a-0012,70.647625,71.037625,everything,I,sd,u-8-6
sw4103B-ms98-a-0012,71.037625,71.206625,up,I,sd,u-8-6
sw4103B-ms98-a-0012,71.425000,71.607625,up,I,sd,u-8-6
sw4103B-ms98-a-0012,71.607625,71.697625,to,I,sd,u-8-6
sw4103B-ms98-a-0012,71.697625,71.897625,date,I,sd,u-8-6
sw4103B-ms98-a-0012,71.897625,72.017625,and,I,sd,u-8-6
sw4103B-ms98-a-0012,72.017625,72.510375,balanced,I,sd,u-8-6
sw4103B-ms98-a-0014,74.600625,74.696500,well,B,qo,u-10-1
sw4103B-ms98-a-0014,74.696500,74.766500,how,I,qo,u-10-1
sw4103B-ms98-a-0014,74.766500,74.846500,do,I,qo,u-10-1
sw4103B-ms98-a-0014,74.846500,75.036500,you,I,qo,u-10-1
sw4103B-ms98-a-0014,75.036500,75.346500,handle,I,qo,u-10-1
sw4103B-ms98-a-0014,75.346500,75.546500,the,I,qo,u-10-1
sw4103B-ms98-a-0014,75.546500,75.686500,the,I,qo,u-10-1
sw4103B-ms98-a-0014,75.686500,76.006500,long,I,qo,u-10-1
sw4103B-ms98-a-0014,76.006500,76.406500,range,I,qo,u-10-1
sw4103B-ms98-a-0014,76.406500,76.631000,or,I,qo,u-10-1
sw4103B-ms98-a-0014,77.135625,77.606500,medium,I,qo,u-10-1
sw4103B-ms98-a-0014,77.606500,78.096500,range,I,qo,u-10-1
sw4103B-ms98-a-0014,78.096500,78.686500,planning,I,qo,u-10-1
sw4103B-ms98-a-0014,78.686500,78.806500,on,I,qo,u-10-1
sw4103B-ms98-a-0014,78.806500,79.506750,finances,I,qo,u-10-1
sw4103B-ms98-a-0016,89.328125,89.581125,um-hum,B,b,u-12-1
sw4103B-ms98-a-0018,100.024875,100.141750,yeah,B,b,u-14-1
sw4103B-ms98-a-0018,100.141750,100.321750,well,B,sv,u-14-2
sw4103B-ms98-a-0018,100.321750,100.511750,that's,I,sv,u-14-2
sw4103B-ms98-a-0018,100.511750,100.721750,pretty,I,sv,u-14-2
sw4103B-ms98-a-0018,100.721750,100.881750,good,I,sv,u-14-2
sw4103B-ms98-a-0018,100.881750,100.971750,if,I,sv,u-14-2
sw4103B-ms98-a-0018,100.971750,101.071750,you,I,sv,u-14-2
sw4103B-ms98-a-0018,101.071750,101.201750,can,I,sv,u-14-2
sw4103B-ms98-a-0018,101.201750,101.351750,do,I,sv,u-14-2
sw4103B-ms98-a-0018,101.351750,101.551750,that,I,sv,u-14-2
sw4103B-ms98-a-0018,101.551750,101.617375,i,B,sd,u-14-3
sw4103B-ms98-a-0018,101.617375,101.811750,know,I,sd,u-14-3
sw4103B-ms98-a-0019,102.836875,102.906875,i,B,sd,u-14-4
sw4103B-ms98-a-0019,102.906875,103.006875,have,I,sd,u-14-4
sw4103B-ms98-a-0019,103.006875,103.056875,a,I,sd,u-14-4
sw4103B-ms98-a-0019,103.056875,103.326875,daughter,I,sd,u-14-4
sw4103B-ms98-a-0019,103.326875,103.516875,who's,I,sd,u-14-4
sw4103B-ms98-a-0019,103.516875,103.866875,ten,I,sd,u-14-4
sw4103B-ms98-a-0019,103.866875,103.966875,and,B,sd,u-14-5
sw4103B-ms98-a-0019,103.966875,104.056875,we,I,sd,u-14-5
sw4103B-ms98-a-0019,104.056875,104.266875,haven't,I,sd,u-14-5
sw4103B-ms98-a-0019,104.266875,104.486875,really,I,sd,u-14-5
sw4103B-ms98-a-0019,104.486875,104.796875,put,I,sd,u-14-5
sw4103B-ms98-a-0019,105.336875,105.856000,much,I,sd,u-14-5
sw4103B-ms98-a-0019,106.021625,106.316875,away,I,sd,u-14-5
sw4103B-ms98-a-0019,106.316875,106.496875,for,I,sd,u-14-5
sw4103B-ms98-a-0019,106.496875,106.646875,her,I,sd,u-14-5
sw4103B-ms98-a-0019,106.646875,107.417250,college,I,sd,u-14-5
sw4103B-ms98-a-0019,107.954875,108.116875,up,I,sd,u-14-5
sw4103B-ms98-a-0019,108.116875,108.226875,to,I,sd,u-14-5
sw4103B-ms98-a-0019,108.226875,108.426875,this,I,sd,u-14-5
sw4103B-ms98-a-0019,108.426875,108.856875,point,I,sd,u-14-5
sw4103B-ms98-a-0019,108.856875,109.196875,but,B,sd,u-14-6
sw4103B-ms98-a-0019,109.196875,109.563125,um,I,sd,u-14-6
sw4103B-ms98-a-0020,110.484875,110.748125,we're,I,sd,u-14-6
sw4103B-ms98-a-0020,111.168250,111.254500,to,I,sd,u-14-6
sw4103B-ms98-a-0020,111.254500,111.314500,the,I,sd,u-14-6
sw4103B-ms98-a-0020,111.314500,111.554500,point,I,sd,u-14-6
sw4103B-ms98-a-0020,111.554500,111.724500,now,I,sd,u-14-6
sw4103B-ms98-a-0020,111.724500,111.894500,where,I,sd,u-14-6
sw4103B-ms98-a-0020,111.894500,111.984500,our,I,sd,u-14-6
sw4103B-ms98-a-0020,111.984500,112.715875,financial,I,sd,u-14-6
sw4103B-ms98-a-0020,113.438125,113.936375,income,I,sd,u-14-6
sw4103B-ms98-a-0020,113.936375,114.049375,is,I,sd,u-14-6
sw4103B-ms98-a-0020,114.049375,114.384500,enough,I,sd,u-14-6
sw4103B-ms98-a-0020,114.384500,114.514500,that,I,sd,u-14-6
sw4103B-ms98-a-0020,114.514500,114.654500,we,I,sd,u-14-6
sw4103B-ms98-a-0020,114.654500,114.978375,can,I,sd,u-14-6
sw4103B-ms98-a-0020,115.211875,115.767750,consider,I,sd,u-14-6
sw4103B-ms98-a-0020,116.351625,116.604500,putting,I,sd,u-14-6
sw4103B-ms98-a-0020,116.604500,116.874500,some,I,sd,u-14-6
sw4103B-ms98-a-0020,116.874500,117.362500,away,I,sd,u-14-6
sw4103B-ms98-a-0020,118.123375,118.284500,for,B,+,u-16-1
sw4103B-ms98-a-0020,118.284500,118.774500,college,I,+,u-16-1
sw4103B-ms98-a-0020,118.774500,119.132625,so,B,sd,u-16-2
sw4103B-ms98-a-0021,120.208125,120.318000,we're,I,sd,u-16-2
sw4103B-ms98-a-0021,120.318000,120.508000,gonna,I,sd,u-16-2
sw4103B-ms98-a-0021,120.508000,120.708000,be,I,sd,u-16-2
sw4103B-ms98-a-0021,120.708000,121.088000,starting,I,sd,u-16-2
sw4103B-ms98-a-0021,121.088000,121.148000,a,I,sd,u-16-2
sw4103B-ms98-a-0021,121.148000,121.488000,regular,I,sd,u-16-2
sw4103B-ms98-a-0021,121.488000,121.958000,payroll,I,sd,u-16-2
sw4103B-ms98-a-0021,121.958000,122.687375,deduction,I,sd,u-16-2
sw4103B-ms98-a-0021,123.381750,123.518000,in,B,+,u-18-1
sw4103B-ms98-a-0021,123.518000,123.588000,the,I,+,u-18-1
sw4103B-ms98-a-0021,123.588000,124.174500,fall,I,+,u-18-1
sw4103B-ms98-a-0021,124.378000,124.518000,and,B,sd,u-18-2
sw4103B-ms98-a-0021,124.518000,124.859750,then,I,sd,u-18-2
sw4103B-ms98-a-0021,125.518875,125.568000,the,I,sd,u-18-2
sw4103B-ms98-a-0021,125.568000,125.858000,money,I,sd,u-18-2
sw4103B-ms98-a-0021,125.858000,125.998000,that,I,sd,u-18-2
sw4103B-ms98-a-0021,125.998000,126.148000,i'll,I,sd,u-18-2
sw4103B-ms98-a-0021,126.148000,126.268000,be,I,sd,u-18-2
sw4103B-ms98-a-0021,126.268000,126.658000,making,I,sd,u-18-2
sw4103B-ms98-a-0021,126.658000,126.908000,this,I,sd,u-18-2
sw4103B-ms98-a-0021,126.908000,127.188000,summer,I,sd,u-18-2
sw4103B-ms98-a-0021,127.188000,127.358000,we'll,I,sd,u-18-2
sw4103B-ms98-a-0021,127.358000,127.594375,be,I,sd,u-18-2
sw4103B-ms98-a-0022,128.879750,129.081750,putting,I,sd,u-18-2
sw4103B-ms98-a-0022,129.081750,129.351750,away,I,sd,u-18-2
sw4103B-ms98-a-0022,129.351750,129.541750,for,I,sd,u-18-2
sw4103B-ms98-a-0022,129.541750,129.631750,her,I,sd,u-18-2
sw4103B-ms98-a-0022,129.631750,130.091750,college,I,sd,u-18-2
sw4103B-ms98-a-0022,130.091750,130.491750,fund,I,sd,u-18-2
sw4103B-ms98-a-0024,142.390250,142.664500,um-hum,B,b,u-20-1
sw4103B-ms98-a-0026,152.337000,152.635000,um-hum,B,b,u-22-1
sw4103B-ms98-a-0028,156.517250,156.608500,well,B,sd,u-24-1
sw4103B-ms98-a-0028,156.608500,156.748500,our,I,sd,u-24-1
sw4103B-ms98-a-0028,156.748500,157.208500,situation,I,sd,u-24-1
sw4103B-ms98-a-0028,157.208500,157.368500,is,I,sd,u-24-1
sw4103B-ms98-a-0028,157.368500,157.578500,just,I,sd,u-24-1
sw4103B-ms98-a-0028,157.578500,157.648500,a,I,sd,u-24-1
sw4103B-ms98-a-0028,157.648500,157.848500,little,I,sd,u-24-1
sw4103B-ms98-a-0028,157.848500,157.998500,bit,I,sd,u-24-1
sw4103B-ms98-a-0028,158.368500,158.528500,kind,I,sd,u-24-1
sw4103B-ms98-a-0028,158.528500,158.588500,of,I,sd,u-24-1
sw4103B-ms98-a-0028,158.588500,158.668500,the,I,sd,u-24-1
sw4103B-ms98-a-0028,158.668500,159.008500,opposite,I,sd,u-24-1
sw4103B-ms98-a-0028,159.008500,159.078500,of,I,sd,u-24-1
sw4103B-ms98-a-0028,159.078500,159.338500,that,I,sd,u-24-1
sw4103B-ms98-a-0028,159.338500,159.548500,cause,I,sd,u-24-1
sw4103B-ms98-a-0028,159.548500,159.698500,my,I,sd,u-24-1
sw4103B-ms98-a-0028,159.698500,160.018500,wife,I,sd,u-24-1
sw4103B-ms98-a-0028,160.018500,160.168500,was,I,sd,u-24-1
sw4103B-ms98-a-0028,160.168500,160.468500,not,I,sd,u-24-1
sw4103B-ms98-a-0028,160.468500,160.898500,working,I,sd,u-24-1
sw4103B-ms98-a-0028,161.458500,161.558500,for,I,sd,u-24-1
sw4103B-ms98-a-0028,161.558500,161.778500,some,I,sd,u-24-1
sw4103B-ms98-a-0028,161.778500,162.088500,time,I,sd,u-24-1
sw4103B-ms98-a-0028,162.088500,162.178500,and,I,sd,u-24-1
sw4103B-ms98-a-0028,162.178500,162.318500,was,I,sd,u-24-1
sw4103B-ms98-a-0028,162.318500,162.598500,going,I,sd,u-24-1
sw4103B-ms98-a-0028,162.598500,162.678500,to,I,sd,u-24-1
sw4103B-ms98-a-0028,162.678500,163.238500,school,I,sd,u-24-1
sw4103B-ms98-a-0028,163.238500,163.358500,and,I,sd,u-24-1
sw4103B-ms98-a-0028,164.198500,164.478500,just,I,sd,u-24-1
sw4103B-ms98-a-0028,164.478500,165.131875,recently,I,sd,u-24-1
sw4103B-ms98-a-0029,165.981625,166.416750,uh,I,sd,u-24-1
sw4103B-ms98-a-0030,167.754000,167.910125,took,I,sd,u-24-1
sw4103B-ms98-a-0030,167.910125,168.110125,on,I,sd,u-24-1
sw4103B-ms98-a-0030,168.110125,168.160125,a,I,sd,u-24-1
sw4103B-ms98-a-0030,168.160125,168.370125,full,I,sd,u-24-1
sw4103B-ms98-a-0030,168.370125,168.670125,time,I,sd,u-24-1
sw4103B-ms98-a-0030,168.670125,169.055125,job,I,sd,u-24-1
sw4103B-ms98-a-0030,169.318750,169.420125,well,I,sd,u-24-1
sw4103B-ms98-a-0030,169.420125,169.750125,almost,I,sd,u-24-1
sw4103B-ms98-a-0030,169.750125,169.870125,full,I,sd,u-24-1
sw4103B-ms98-a-0030,169.870125,170.230125,time,I,sd,u-24-1
sw4103B-ms98-a-0031,171.350500,171.480000,so,B,sd,u-26-1
sw4103B-ms98-a-0031,171.480000,171.610000,it's,I,sd,u-26-1
sw4103B-ms98-a-0031,171.610000,171.800000,only,I,sd,u-26-1
sw4103B-ms98-a-0031,171.800000,172.340250,recently,I,sd,u-26-1
sw4103B-ms98-a-0031,172.615125,172.750000,that,I,sd,u-26-1
sw4103B-ms98-a-0031,172.750000,172.930000,we've,I,sd,u-26-1
sw4103B-ms98-a-0031,172.930000,173.130000,had,I,sd,u-26-1
sw4103B-ms98-a-0031,173.130000,173.190000,the,I,sd,u-26-1
sw4103B-ms98-a-0031,173.190000,173.694000,money,I,sd,u-26-1
sw4103B-ms98-a-0031,174.002750,174.120000,where,I,sd,u-26-1
sw4103B-ms98-a-0031,174.120000,174.210000,we,I,sd,u-26-1
sw4103B-ms98-a-0031,174.210000,174.330000,could,I,sd,u-26-1
sw4103B-ms98-a-0031,174.330000,174.654625,start,I,sd,u-26-1
sw4103B-ms98-a-0031,174.654625,174.860000,putting,I,sd,u-26-1
sw4103B-ms98-a-0031,174.860000,175.404500,away,I,sd,u-26-1
sw4103B-ms98-a-0031,176.026000,176.300000,large,I,sd,u-26-1
sw4103B-ms98-a-0031,176.300000,176.630000,sums,I,sd,u-26-1
sw4103B-ms98-a-0031,176.630000,176.740000,of,I,sd,u-26-1
sw4103B-ms98-a-0031,176.740000,176.890000,it,I,sd,u-26-1
sw4103B-ms98-a-0031,176.890000,177.220000,for,I,sd,u-26-1
sw4103B-ms98-a-0031,177.220000,177.431625,uh,I,sd,u-26-1
sw4103B-ms98-a-0031,178.098375,178.360000,long,I,sd,u-26-1
sw4103B-ms98-a-0031,178.360000,178.620000,range,I,sd,u-26-1
sw4103B-ms98-a-0031,178.620000,178.960000,goals,I,sd,u-26-1
sw4103B-ms98-a-0031,178.960000,179.100000,like,I,sd,u-26-1
sw4103B-ms98-a-0031,179.100000,179.620000,college,I,sd,u-26-1
sw4103B-ms98-a-0031,179.620000,179.873500,and,I,sd,u-26-1
sw4103B-ms98-a-0032,181.189750,181.799750,significant,O,,
sw4103B-ms98-a-0032,181.799750,182.219750,travel,B,+,u-28-1
sw4103B-ms98-a-0032,182.219750,182.319750,and,I,+,u-28-1
sw4103B-ms98-a-0032,182.319750,182.449750,that,I,+,u-28-1
sw4103B-ms98-a-0032,182.449750,182.619750,kind,I,+,u-28-1
sw4103B-ms98-a-0032,182.619750,182.719750,of,I,+,u-28-1
sw4103B-ms98-a-0032,182.719750,182.999750,thing,I,+,u-28-1
sw4103B-ms98-a-0034,190.747750,190.877750,ah,O,,
sw4103B-ms98-a-0034,190.877750,191.707750,Wisconsin,O,,
sw4103B-ms98-a-0035,192.623500,192.733625,how,B,qo,u-32-1
sw4103B-ms98-a-0035,192.733625,192.913625,about_1,I,qo,u-32-1
sw4103B-ms98-a-0035,192.913625,193.124125,you,I,qo,u-32-1
sw4103B-ms98-a-0037,204.731625,205.004125,um-hum,B,b,u-34-1
sw4103B-ms98-a-0039,220.247500,220.488000,uh,B,sd,u-36-1
sw4103B-ms98-a-0039,220.640625,220.767500,a,I,sd,u-36-1
sw4103B-ms98-a-0039,220.767500,221.237500,colleague,I,sd,u-36-1
sw4103B-ms98-a-0039,221.237500,221.347500,of,I,sd,u-36-1
sw4103B-ms98-a-0039,221.347500,221.617500,mine,I,sd,u-36-1
sw4103B-ms98-a-0039,221.617500,221.847500,at,I,sd,u-36-1
sw4103B-ms98-a-0039,221.847500,222.182750,uh,I,sd,u-36-1
sw4103B-ms98-a-0039,222.465125,222.627500,at,I,sd,u-36-1
sw4103B-ms98-a-0039,222.627500,223.064250,work,I,sd,u-36-1
sw4103B-ms98-a-0039,223.504875,223.667500,got,I,sd,u-36-1
sw4103B-ms98-a-0039,223.667500,223.847500,some,I,sd,u-36-1
sw4103B-ms98-a-0039,223.847500,224.477500,information,I,sd,u-36-1
sw4103B-ms98-a-0039,224.477500,224.920750,over,I,sd,u-36-1
sw4103B-ms98-a-0040,225.913000,226.397125,um,I,sd,u-36-1
sw4103B-ms98-a-0041,227.440000,227.660000,the,I,sd,u-36-1
sw4103B-ms98-a-0041,227.660000,228.140000,computer,I,sd,u-36-1
sw4103B-ms98-a-0041,228.140000,228.530000,network,I,sd,u-36-1
sw4103B-ms98-a-0041,228.530000,228.800000,called,I,sd,u-36-1
sw4103B-ms98-a-0041,228.800000,229.310000,internet,I,sd,u-36-1
sw4103B-ms98-a-0043,233.862750,233.992750,and,B,sd,u-38-1
sw4103B-ms98-a-0043,233.992750,234.082750,he,I,sd,u-38-1
sw4103B-ms98-a-0043,234.082750,234.332750,just,I,sd,u-38-1
sw4103B-ms98-a-0043,234.332750,234.732750,forwarded,I,sd,u-38-1
sw4103B-ms98-a-0043,234.732750,234.942750,that,I,sd,u-38-1
sw4103B-ms98-a-0043,234.942750,235.142750,on,I,sd,u-38-1
sw4103B-ms98-a-0043,235.142750,235.282750,to,I,sd,u-38-1
sw4103B-ms98-a-0043,235.282750,235.392750,me,I,sd,u-38-1
sw4103B-ms98-a-0043,235.392750,235.724625,and,B,sv,u-38-2
sw4103B-ms98-a-0044,236.727625,237.131875,um,I,sv,u-38-2
sw4103B-ms98-a-0045,238.147250,238.207250,it,I,sv,u-38-2
sw4103B-ms98-a-0045,238.207250,238.517250,sounded,I,sv,u-38-2
sw4103B-ms98-a-0045,238.517250,238.697250,like,I,sv,u-38-2
sw4103B-ms98-a-0045,238.697250,238.877250,it'd,I,sv,u-38-2
sw4103B-ms98-a-0045,238.877250,239.098750,be,I,sv,u-38-2
sw4103B-ms98-a-0045,239.098750,239.215625,an,I,sv,u-38-2
sw4103B-ms98-a-0045,239.215625,239.777250,interesting,I,sv,u-38-2
sw4103B-ms98-a-0045,239.777250,240.207250,project,I,sv,u-38-2
sw4103B-ms98-a-0045,240.207250,240.277250,to,B,+,u-40-1
sw4103B-ms98-a-0045,240.277250,240.907250,participate,I,+,u-40-1
sw4103B-ms98-a-0045,240.907250,241.097250,in,I,+,u-40-1
sw4103B-ms98-a-0045,241.097250,241.357250,so,B,sd,u-40-2
sw4103B-ms98-a-0045,241.357250,241.511875,i,I,sd,u-40-2
sw4103B-ms98-a-0046,242.737375,242.961625,sent,B,+,u-42-1
sw4103B-ms98-a-0047,244.046750,244.295625,sent,I,+,u-42-1
sw4103B-ms98-a-0047,244.295625,244.515625,back,I,+,u-42-1
sw4103B-ms98-a-0047,244.515625,244.705625,some,O,,
sw4103B-ms98-a-0047,244.705625,245.128625,E-mail,O,,
sw4103B-ms98-a-0049,251.145625,251.425375,um-hum,B,b,u-44-1
sw4103B-ms98-a-0051,261.653625,261.915250,um-hum,B,b,u-46-1
sw4103B-ms98-a-0053,265.866125,266.002125,what,B,qo,u-48-1
sw4103B-ms98-a-0053,266.002125,266.272125,other,I,qo,u-48-1
sw4103B-ms98-a-0053,266.272125,266.492125,long,I,qo,u-48-1
sw4103B-ms98-a-0053,266.492125,266.702125,range,I,qo,u-48-1
sw4103B-ms98-a-0053,266.702125,266.962125,goals,I,qo,u-48-1
sw4103B-ms98-a-0053,266.962125,267.032125,do,I,qo,u-48-1
sw4103B-ms98-a-0053,267.032125,267.092125,you,I,qo,u-48-1
sw4103B-ms98-a-0053,267.092125,267.302125,have,I,qo,u-48-1
