sw3903B-ms98-a-0002,0.704500,0.989875,yeah,B,ny,u-2-1
sw3903B-ms98-a-0024,136.919125,137.089125,be,I,sd,u-38-2
sw3903B-ms98-a-0024,137.089125,137.479125,taken,I,sd,u-38-2
sw3903B-ms98-a-0024,137.479125,137.696250,p[laces]-,I,sd,u-38-2
sw3903B-ms98-a-0024,137.767875,138.169125,places,I,sd,u-38-2
sw3903B-ms98-a-0024,138.169125,138.239125,i,B,sd,u-38-3
sw3903B-ms98-a-0024,138.239125,138.579125,couldn't,I,sd,u-38-3
sw3903B-ms98-a-0024,138.579125,138.749125,go,I,sd,u-38-3
sw3903B-ms98-a-0024,138.749125,138.889125,by,I,sd,u-38-3
sw3903B-ms98-a-0024,138.889125,139.509125,myself,I,sd,u-38-3
sw3903B-ms98-a-0024,139.509125,139.683750,but,O,,
sw3903B-ms98-a-0025,140.506375,140.951500,and,B,sd,u-40-1
sw3903B-ms98-a-0025,140.951500,141.071500,then,I,sd,u-40-1
sw3903B-ms98-a-0025,141.071500,141.131500,of,I,sd,u-40-1
sw3903B-ms98-a-0025,141.131500,141.470625,course,I,sd,u-40-1
sw3903B-ms98-a-0025,141.538500,141.691500,then,I,sd,u-40-1
sw3903B-ms98-a-0025,141.691500,141.894500,once,I,sd,u-40-1
sw3903B-ms98-a-0025,141.894500,141.996125,i,I,sd,u-40-1
sw3903B-ms98-a-0025,141.996125,142.180875,got,I,sd,u-40-1
sw3903B-ms98-a-0025,142.180875,142.297625,to,I,sd,u-40-1
sw3903B-ms98-a-0025,142.297625,142.431500,the,I,sd,u-40-1
sw3903B-ms98-a-0025,142.431500,142.611500,age,I,sd,u-40-1
sw3903B-ms98-a-0025,142.611500,142.701500,where,I,sd,u-40-1
sw3903B-ms98-a-0025,142.701500,142.800375,i,I,sd,u-40-1
sw3903B-ms98-a-0025,142.800375,143.154500,could've,I,sd,u-40-1
sw3903B-ms98-a-0025,143.373000,143.551500,done,I,sd,u-40-1
sw3903B-ms98-a-0025,143.551500,143.641500,it,I,sd,u-40-1
sw3903B-ms98-a-0025,143.641500,144.201500,myself,I,sd,u-40-1
sw3903B-ms98-a-0025,144.201500,144.311500,i,I,sd,u-40-1
sw3903B-ms98-a-0025,144.311500,144.521500,had,I,sd,u-40-1
sw3903B-ms98-a-0025,144.521500,144.741500,other,I,sd,u-40-1
sw3903B-ms98-a-0025,144.741500,145.241500,interests,I,sd,u-40-1
sw3903B-ms98-a-0025,145.241500,145.344625,i,I,sd,u-40-1
sw3903B-ms98-a-0025,145.382250,145.755375,guess,I,sd,u-40-1
sw3903B-ms98-a-0025,145.755375,146.097500,[laughter-so],O,,
sw3903B-ms98-a-0027,152.414250,152.697375,oh,B,b,u-42-1
sw3903B-ms98-a-0027,152.697375,153.002375,yeah,I,b,u-42-1
sw3903B-ms98-a-0029,164.850000,165.378875,um-hum,B,b,u-44-1
sw3903B-ms98-a-0029,165.574625,165.953000,um-hum,O,,
sw3903B-ms98-a-0031,182.328000,182.561000,that's,B,aa,u-46-1
sw3903B-ms98-a-0031,182.561000,182.887375,right,I,aa,u-46-1
sw3903B-ms98-a-0033,192.995125,193.425875,um-hum,B,b,u-48-1
sw3903B-ms98-a-0033,193.624000,193.964000,um-hum,B,b^r,u-48-2
sw3903B-ms98-a-0034,194.683750,194.940750,yeah,B,b,u-50-1
sw3903B-ms98-a-0034,194.940750,195.081000,i,B,sd,u-50-2
sw3903B-ms98-a-0034,195.175375,195.282750,i,I,sd,u-50-2
sw3903B-ms98-a-0034,195.392375,195.600750,find,I,sd,u-50-2
sw3903B-ms98-a-0034,195.600750,195.730750,that,I,sd,u-50-2
sw3903B-ms98-a-0034,195.730750,195.850750,if,I,sd,u-50-2
sw3903B-ms98-a-0034,195.850750,196.122000,i,I,sd,u-50-2
sw3903B-ms98-a-0034,196.122000,196.254375,i-,I,sd,u-50-2
sw3903B-ms98-a-0034,196.450125,196.780750,make,I,sd,u-50-2
sw3903B-ms98-a-0034,196.780750,196.870750,i,I,sd,u-50-2
sw3903B-ms98-a-0034,196.870750,197.020750,have,I,sd,u-50-2
sw3903B-ms98-a-0034,197.020750,197.160750,to,I,sd,u-50-2
sw3903B-ms98-a-0034,197.160750,197.370750,make,I,sd,u-50-2
sw3903B-ms98-a-0034,197.370750,197.748500,myself,I,sd,u-50-2
sw3903B-ms98-a-0034,197.748500,197.910750,t[o]-,I,sd,u-50-2
sw3903B-ms98-a-0034,197.910750,198.470750,realize,I,sd,u-50-2
sw3903B-ms98-a-0034,198.470750,198.590750,that,I,sd,u-50-2
sw3903B-ms98-a-0034,198.590750,198.770750,it's,I,sd,u-50-2
sw3903B-ms98-a-0034,198.770750,199.100750,important,I,sd,u-50-2
sw3903B-ms98-a-0034,199.100750,199.160750,to,I,sd,u-50-2
sw3903B-ms98-a-0034,199.160750,199.320750,get,I,sd,u-50-2
sw3903B-ms98-a-0034,199.320750,199.580750,out,I,sd,u-50-2
sw3903B-ms98-a-0034,199.580750,199.740750,there,I,sd,u-50-2
sw3903B-ms98-a-0034,199.740750,199.830750,and,I,sd,u-50-2
sw3903B-ms98-a-0034,199.830750,200.038500,not,I,sd,u-50-2
sw3903B-ms98-a-0034,200.208000,200.330750,you,I,sd,u-50-2
sw3903B-ms98-a-0034,200.330750,200.442500,know,I,sd,u-50-2
sw3903B-ms98-a-0034,200.491500,200.720750,just,I,sd,u-50-2
sw3903B-ms98-a-0034,200.720750,200.920750,even,I,sd,u-50-2
sw3903B-ms98-a-0034,200.920750,201.000750,to,I,sd,u-50-2
sw3903B-ms98-a-0034,201.000750,201.170750,go,I,sd,u-50-2
sw3903B-ms98-a-0034,201.170750,201.380750,for,I,sd,u-50-2
sw3903B-ms98-a-0034,201.380750,201.488375,a,I,sd,u-50-2
sw3903B-ms98-a-0034,201.488375,201.962875,walk,I,sd,u-50-2
sw3903B-ms98-a-0034,201.962875,202.140750,is,I,sd,u-50-2
sw3903B-ms98-a-0034,202.140750,202.350750,good,I,sd,u-50-2
sw3903B-ms98-a-0034,202.350750,203.000750,recreation,I,sd,u-50-2
sw3903B-ms98-a-0034,203.080750,203.270750,for,I,sd,u-50-2
sw3903B-ms98-a-0034,203.270750,203.520750,me,I,sd,u-50-2
sw3903B-ms98-a-0034,203.520750,205.063625,[laughter],O,,
sw3903B-ms98-a-0034,205.063625,205.445250,[vocalized-noise],O,,
sw3903B-ms98-a-0035,206.008625,206.322000,yeah,B,b,u-52-1
sw3903B-ms98-a-0035,206.607375,206.749625,and,B,sd,u-52-2
sw3903B-ms98-a-0035,206.749625,206.889625,my,I,sd,u-52-2
sw3903B-ms98-a-0035,206.889625,207.379625,youngest,I,sd,u-52-2
sw3903B-ms98-a-0035,207.379625,207.639625,daughter,I,sd,u-52-2
sw3903B-ms98-a-0035,207.639625,207.789625,is,I,sd,u-52-2
sw3903B-ms98-a-0035,207.789625,208.039625,gonna,I,sd,u-52-2
sw3903B-ms98-a-0035,208.039625,208.100000,to,I,sd,u-52-2
sw3903B-ms98-a-0035,208.100000,208.216750,be,I,sd,u-52-2
sw3903B-ms98-a-0035,208.216750,208.655875,starting,I,sd,u-52-2
sw3903B-ms98-a-0035,208.655875,208.830125,up,I,sd,u-52-2
sw3903B-ms98-a-0035,208.830125,209.496875,soccer,I,sd,u-52-2
sw3903B-ms98-a-0035,209.496875,209.719625,so,B,sd,u-52-3
sw3903B-ms98-a-0035,209.719625,210.264500,she's,I,sd,u-52-3
sw3903B-ms98-a-0035,210.420750,210.649625,real,I,sd,u-52-3
sw3903B-ms98-a-0035,210.649625,211.119625,excited,I,sd,u-52-3
sw3903B-ms98-a-0035,211.119625,211.369625,about,I,sd,u-52-3
sw3903B-ms98-a-0035,211.369625,211.639625,doing,I,sd,u-52-3
sw3903B-ms98-a-0035,211.639625,211.922750,that,I,sd,u-52-3
sw3903B-ms98-a-0035,212.003750,212.203375,so,O,,
sw3903B-ms98-a-0035,212.203375,212.338625,we'll,O,,
sw3903B-ms98-a-0035,212.514250,212.687125,we'll,O,,
sw3903B-ms98-a-0035,212.687125,212.855250,be,B,sd,u-54-1
sw3903B-ms98-a-0035,213.051125,213.329625,busy,I,sd,u-54-1
sw3903B-ms98-a-0035,213.329625,213.539625,with,I,sd,u-54-1
sw3903B-ms98-a-0035,213.539625,213.759625,that,I,sd,u-54-1
sw3903B-ms98-a-0035,213.759625,214.116000,again,I,sd,u-54-1
sw3903B-ms98-a-0037,217.937250,218.132000,pardon,B,br,u-56-1
sw3903B-ms98-a-0037,218.132000,218.326875,me,I,br,u-56-1
sw3903B-ms98-a-0038,220.174250,220.456625,well,B,na,u-58-1
sw3903B-ms98-a-0038,220.456625,220.526625,i,I,na,u-58-1
sw3903B-ms98-a-0038,220.526625,220.786625,did,I,na,u-58-1
sw3903B-ms98-a-0038,220.786625,220.956625,with,I,na,u-58-1
sw3903B-ms98-a-0038,220.956625,221.156625,my,I,na,u-58-1
sw3903B-ms98-a-0038,221.156625,221.496625,older,I,na,u-58-1
sw3903B-ms98-a-0038,221.496625,222.004375,daughter,I,na,u-58-1
sw3903B-ms98-a-0038,222.151250,222.366625,and,B,sd,u-60-1
sw3903B-ms98-a-0038,222.366625,222.596625,she,I,sd,u-60-1
sw3903B-ms98-a-0038,222.596625,222.786625,was,I,sd,u-60-1
sw3903B-ms98-a-0038,222.786625,222.906625,in,I,sd,u-60-1
sw3903B-ms98-a-0038,222.906625,222.986625,it,I,sd,u-60-1
sw3903B-ms98-a-0038,222.986625,223.146625,for,I,sd,u-60-1
sw3903B-ms98-a-0038,223.146625,223.196625,a,I,sd,u-60-1
sw3903B-ms98-a-0038,223.196625,223.446625,few,I,sd,u-60-1
sw3903B-ms98-a-0038,223.446625,223.753125,years,I,sd,u-60-1
sw3903B-ms98-a-0038,223.753125,223.900125,but,B,sd,u-60-2
sw3903B-ms98-a-0038,223.900125,224.216625,she's,I,sd,u-60-2
sw3903B-ms98-a-0038,224.216625,224.506625,got,I,sd,u-60-2
sw3903B-ms98-a-0038,224.506625,224.666625,so,I,sd,u-60-2
sw3903B-ms98-a-0038,224.666625,224.966625,many,I,sd,u-60-2
sw3903B-ms98-a-0038,224.966625,225.436625,interests,I,sd,u-60-2
sw3903B-ms98-a-0038,225.436625,226.026625,herself,I,sd,u-60-2
sw3903B-ms98-a-0038,226.026625,226.186625,that,I,sd,u-60-2
sw3903B-ms98-a-0038,226.186625,226.296625,we,B,+,u-62-1
sw3903B-ms98-a-0038,226.296625,226.496625,had,I,+,u-62-1
sw3903B-ms98-a-0038,226.496625,226.673750,to,I,+,u-62-1
sw3903B-ms98-a-0038,226.673750,227.118250,start,I,+,u-62-1
sw3903B-ms98-a-0038,227.118250,227.856625,eliminating,I,+,u-62-1
sw3903B-ms98-a-0038,227.856625,228.032500,and,B,sd,u-62-2
sw3903B-ms98-a-0038,228.416750,228.566250,that,I,sd,u-62-2
sw3903B-ms98-a-0038,228.566250,228.815750,was,I,sd,u-62-2
sw3903B-ms98-a-0038,228.906125,229.176625,first,I,sd,u-62-2
sw3903B-ms98-a-0038,229.176625,229.296625,one,I,sd,u-62-2
sw3903B-ms98-a-0038,229.296625,229.376625,to,I,sd,u-62-2
sw3903B-ms98-a-0038,229.376625,229.640625,go,I,sd,u-62-2
sw3903B-ms98-a-0038,229.697125,229.946625,she,B,sd,u-62-3
sw3903B-ms98-a-0038,229.946625,230.166625,still,I,sd,u-62-3
sw3903B-ms98-a-0038,230.166625,230.416625,likes,I,sd,u-62-3
sw3903B-ms98-a-0038,230.416625,230.496625,her,I,sd,u-62-3
sw3903B-ms98-a-0038,230.496625,231.283750,piano,I,sd,u-62-3
sw3903B-ms98-a-0039,231.756875,231.875625,and,B,sd,u-64-1
sw3903B-ms98-a-0039,231.875625,232.075625,she's,I,sd,u-64-1
sw3903B-ms98-a-0039,232.075625,232.215625,in,I,sd,u-64-1
sw3903B-ms98-a-0039,232.215625,232.605625,band,I,sd,u-64-1
sw3903B-ms98-a-0039,232.605625,232.912750,so,B,sd,u-64-2
sw3903B-ms98-a-0040,233.562375,233.696125,so,I,sd,u-64-2
sw3903B-ms98-a-0040,233.696125,233.996125,she's,I,sd,u-64-2
sw3903B-ms98-a-0040,233.996125,234.216125,got,I,sd,u-64-2
sw3903B-ms98-a-0040,234.216125,234.496125,lots,I,sd,u-64-2
sw3903B-ms98-a-0040,234.496125,234.586125,of,I,sd,u-64-2
sw3903B-ms98-a-0040,234.586125,235.056125,hobbies,I,sd,u-64-2
sw3903B-ms98-a-0040,235.056125,235.316125,or,I,sd,u-64-2
sw3903B-ms98-a-0040,235.316125,235.426125,uh,I,sd,u-64-2
sw3903B-ms98-a-0040,235.426125,236.236125,activities,I,sd,u-64-2
sw3903B-ms98-a-0040,236.236125,236.586125,going,I,sd,u-64-2
sw3903B-ms98-a-0040,236.586125,236.886500,on,I,sd,u-64-2
sw3903B-ms98-a-0041,238.349375,238.824500,yeah,B,aa,u-66-1
sw3903B-ms98-a-0043,241.588000,241.864625,very,B,aa,u-68-1
sw3903B-ms98-a-0043,241.864625,242.224625,much,I,aa,u-68-1
sw3903B-ms98-a-0043,242.224625,242.421125,keep,O,,
sw3903B-ms98-a-0043,243.026750,243.346875,that's,B,aa,u-70-1
sw3903B-ms98-a-0043,243.346875,243.789250,[laughter-right],O,,
sw3903B-ms98-a-0043,244.470500,244.721375,that's,B,aa^r,u-70-2
sw3903B-ms98-a-0043,244.721375,244.997000,right,I,aa^r,u-70-2
sw3903B-ms98-a-0045,250.274000,250.788250,um,B,fc,u-72-1
sw3903B-ms98-a-0045,251.198875,251.645000,no,B,fc,u-74-1
sw3903B-ms98-a-0045,251.645000,251.821625,i,B,fc,u-74-2
sw3903B-ms98-a-0045,251.927125,252.195000,think,I,fc,u-74-2
sw3903B-ms98-a-0045,252.195000,252.285000,we,I,fc,u-74-2
sw3903B-ms98-a-0045,252.285000,252.715000,covered,I,fc,u-74-2
sw3903B-ms98-a-0045,252.715000,252.845000,it,I,fc,u-74-2
sw3903B-ms98-a-0045,252.845000,253.085000,pretty,I,fc,u-74-2
sw3903B-ms98-a-0045,253.085000,253.475000,good,I,fc,u-74-2
sw3903B-ms98-a-0045,254.235000,254.525000,thank,B,fc,u-76-1
sw3903B-ms98-a-0045,254.525000,254.635000,you,I,fc,u-76-1
sw3903B-ms98-a-0045,254.635000,254.765000,for,I,fc,u-76-1
sw3903B-ms98-a-0045,254.765000,255.276375,calling,I,fc,u-76-1
sw3903B-ms98-a-0046,256.709750,256.821875,you,B,fc,u-78-1
sw3903B-ms98-a-0046,256.821875,257.071875,too,I,fc,u-78-1
sw3903B-ms98-a-0046,257.071875,257.519875,bye-bye,O,,
