sw3965A-ms98-a-0002,0.906375,1.512625,okay,B,b^m,u-2-1
sw3965A-ms98-a-0023,100.835250,101.015250,and,B,sd,u-44-2
sw3965A-ms98-a-0023,101.015250,101.295250,then,I,sd,u-44-2
sw3965A-ms98-a-0023,101.295250,101.647625,uh,I,sd,u-44-2
sw3965A-ms98-a-0024,102.466750,102.681750,but,I,sd,u-44-2
sw3965A-ms98-a-0024,102.681750,102.821750,as,I,sd,u-44-2
sw3965A-ms98-a-0024,102.821750,103.041750,far,I,sd,u-44-2
sw3965A-ms98-a-0024,103.041750,103.141750,as,I,sd,u-44-2
sw3965A-ms98-a-0024,103.141750,103.371750,wood,I,sd,u-44-2
sw3965A-ms98-a-0024,103.371750,103.591750,work,I,sd,u-44-2
sw3965A-ms98-a-0024,103.591750,103.831750,that's,I,sd,u-44-2
sw3965A-ms98-a-0024,103.831750,104.001750,all,I,sd,u-44-2
sw3965A-ms98-a-0024,104.001750,104.151750,we've,I,sd,u-44-2
sw3965A-ms98-a-0024,104.151750,104.341750,been,I,sd,u-44-2
sw3965A-ms98-a-0024,104.341750,104.611750,doing,I,sd,u-44-2
sw3965A-ms98-a-0024,104.611750,104.831750,right,I,sd,u-44-2
sw3965A-ms98-a-0024,104.831750,105.282125,now,I,sd,u-44-2
sw3965A-ms98-a-0026,113.969125,114.357000,um-hum,B,b,u-46-1
sw3965A-ms98-a-0028,121.652125,122.200375,um-hum,B,b,u-48-1
sw3965A-ms98-a-0030,125.453250,125.613250,what,B,qo,u-50-1
sw3965A-ms98-a-0030,125.613250,125.703250,do,I,qo,u-50-1
sw3965A-ms98-a-0030,125.703250,125.773250,you,I,qo,u-50-1
sw3965A-ms98-a-0030,125.773250,125.973250,do,I,qo,u-50-1
sw3965A-ms98-a-0030,125.973250,126.093250,i,B,qw^d,u-50-2
sw3965A-ms98-a-0030,126.093250,126.495250,wonder,I,qw^d,u-50-2
sw3965A-ms98-a-0030,126.495250,126.713250,how,I,qw^d,u-50-2
sw3965A-ms98-a-0030,126.713250,126.995875,you,I,qw^d,u-50-2
sw3965A-ms98-a-0030,126.995875,127.213250,you,B,qy^d,u-50-3
sw3965A-ms98-a-0030,127.213250,127.529000,just,I,qy^d,u-50-3
sw3965A-ms98-a-0030,127.962125,128.193250,they,I,qy^d,u-50-3
sw3965A-ms98-a-0030,128.193250,128.473250,buy,I,qy^d,u-50-3
sw3965A-ms98-a-0030,128.473250,128.633250,them_1,I,qy^d,u-50-3
sw3965A-ms98-a-0030,128.633250,128.853250,from,I,qy^d,u-50-3
sw3965A-ms98-a-0030,128.853250,129.053250,you,I,qy^d,u-50-3
sw3965A-ms98-a-0030,129.053250,129.223250,or,B,qrr,u-50-4
sw3965A-ms98-a-0030,129.223250,129.363250,you,I,qrr,u-50-4
sw3965A-ms98-a-0030,129.363250,129.618000,just,I,qrr,u-50-4
sw3965A-ms98-a-0030,129.904250,130.123250,give,I,qrr,u-50-4
sw3965A-ms98-a-0030,130.123250,130.193250,them_1,I,qrr,u-50-4
sw3965A-ms98-a-0030,130.193250,130.333250,to,I,qrr,u-50-4
sw3965A-ms98-a-0030,130.333250,130.533250,them,I,qrr,u-50-4
sw3965A-ms98-a-0030,130.533250,130.673250,on,I,qrr,u-50-4
sw3965A-ms98-a-0030,130.673250,131.433250,consignment,I,qrr,u-50-4
sw3965A-ms98-a-0030,131.433250,131.543250,or,I,qrr,u-50-4
sw3965A-ms98-a-0030,131.543250,132.014375,something,I,qrr,u-50-4
sw3965A-ms98-a-0032,142.629375,143.204000,um-hum,B,b,u-52-1
sw3965A-ms98-a-0033,144.482625,145.079625,um-hum,B,b,u-54-1
sw3965A-ms98-a-0033,145.079625,145.554250,um-hum,B,b^r,u-54-2
sw3965A-ms98-a-0035,149.018500,149.522000,um,B,bk,u-56-1
sw3965A-ms98-a-0035,149.522000,149.622000,i,I,bk,u-56-1
sw3965A-ms98-a-0035,149.622000,150.070250,see,I,bk,u-56-1
sw3965A-ms98-a-0036,150.959875,151.479250,um-hum,B,b,u-58-1
sw3965A-ms98-a-0036,151.479250,151.896500,um-hum,B,b^r,u-58-2
sw3965A-ms98-a-0038,158.503750,159.048000,um-hum,B,b,u-60-1
sw3965A-ms98-a-0038,159.048000,159.521875,um-hum,B,b^r,u-60-2
sw3965A-ms98-a-0040,163.206375,163.707750,um-hum,B,b,u-62-1
sw3965A-ms98-a-0042,169.605125,170.075125,um-hum,B,b,u-64-1
sw3965A-ms98-a-0044,173.689250,173.899250,yeah,O,,
sw3965A-ms98-a-0044,173.899250,174.139250,these,B,sv,u-66-1
sw3965A-ms98-a-0044,174.139250,174.349250,little,I,sv,u-66-1
sw3965A-ms98-a-0044,174.349250,174.669250,things,I,sv,u-66-1
sw3965A-ms98-a-0044,174.669250,174.789250,are,I,sv,u-66-1
sw3965A-ms98-a-0044,174.789250,175.199250,so,I,sv,u-66-1
sw3965A-ms98-a-0044,175.199250,175.689250,cute,I,sv,u-66-1
sw3965A-ms98-a-0044,175.689250,175.929250,though,I,sv,u-66-1
sw3965A-ms98-a-0044,175.929250,176.109250,you,I,sv,u-66-1
sw3965A-ms98-a-0044,176.109250,176.439625,know,I,sv,u-66-1
sw3965A-ms98-a-0045,177.217125,177.367125,i,B,%,u-68-1
sw3965A-ms98-a-0045,177.467125,177.987125,[vocalized-noise],O,,
sw3965A-ms98-a-0047,179.831125,180.016375,i,B,sd,u-70-1
sw3965A-ms98-a-0047,180.016375,180.216375,went,I,sd,u-70-1
sw3965A-ms98-a-0047,180.216375,180.386375,through,I,sd,u-70-1
sw3965A-ms98-a-0047,180.386375,180.566375,some,I,sd,u-70-1
sw3965A-ms98-a-0047,180.566375,180.676375,of,I,sd,u-70-1
sw3965A-ms98-a-0047,180.676375,180.756375,the,I,sd,u-70-1
sw3965A-ms98-a-0047,180.756375,181.096375,books,I,sd,u-70-1
sw3965A-ms98-a-0047,181.096375,181.406375,down,I,sd,u-70-1
sw3965A-ms98-a-0047,181.406375,181.636375,here,I,sd,u-70-1
sw3965A-ms98-a-0047,181.636375,181.756375,at,I,sd,u-70-1
sw3965A-ms98-a-0047,181.756375,182.200375,the,I,sd,u-70-1
sw3965A-ms98-a-0047,182.516750,182.856375,craft,I,sd,u-70-1
sw3965A-ms98-a-0047,182.856375,183.256375,shop,I,sd,u-70-1
sw3965A-ms98-a-0047,183.256375,183.356375,you,I,sd,u-70-1
sw3965A-ms98-a-0047,183.356375,183.696750,know,I,sd,u-70-1
sw3965A-ms98-a-0047,184.307000,184.826375,and,B,sd,u-72-1
sw3965A-ms98-a-0047,184.826375,184.986375,uh,I,sd,u-72-1
sw3965A-ms98-a-0047,184.986375,185.316375,there's,I,sd,u-72-1
sw3965A-ms98-a-0047,185.316375,185.386375,a,I,sd,u-72-1
sw3965A-ms98-a-0047,185.386375,185.716375,lots,I,sd,u-72-1
sw3965A-ms98-a-0047,185.716375,185.796375,of,I,sd,u-72-1
sw3965A-ms98-a-0047,185.796375,186.002000,little,I,sd,u-72-1
sw3965A-ms98-a-0047,186.002000,186.276375,things,I,sd,u-72-1
sw3965A-ms98-a-0047,186.276375,186.396375,you,I,sd,u-72-1
sw3965A-ms98-a-0047,186.396375,186.566375,can,I,sd,u-72-1
sw3965A-ms98-a-0047,186.566375,186.756375,get,I,sd,u-72-1
sw3965A-ms98-a-0047,186.756375,186.826375,to,I,sd,u-72-1
sw3965A-ms98-a-0047,186.826375,187.076375,cut,I,sd,u-72-1
sw3965A-ms98-a-0047,187.076375,187.360625,out,I,sd,u-72-1
sw3965A-ms98-a-0047,187.360625,187.676375,in,B,sd,u-72-2
sw3965A-ms98-a-0047,187.676375,188.016375,fact,I,sd,u-72-2
sw3965A-ms98-a-0047,188.016375,188.106375,i,I,sd,u-72-2
sw3965A-ms98-a-0047,188.106375,188.346375,just,I,sd,u-72-2
sw3965A-ms98-a-0047,188.346375,188.636375,sent,I,sd,u-72-2
sw3965A-ms98-a-0047,188.636375,188.886375,to,I,sd,u-72-2
sw3965A-ms98-a-0047,188.886375,189.266375,Shop,I,sd,u-72-2
sw3965A-ms98-a-0047,189.266375,189.746375,Smith,I,sd,u-72-2
sw3965A-ms98-a-0048,190.465250,190.705250,back,B,+,u-74-1
sw3965A-ms98-a-0048,190.705250,190.835250,in,I,+,u-74-1
sw3965A-ms98-a-0048,190.835250,191.385250,Ohio,I,+,u-74-1
sw3965A-ms98-a-0048,191.385250,191.815875,for,I,+,u-74-1
sw3965A-ms98-a-0048,191.815875,191.975250,a,I,+,u-74-1
sw3965A-ms98-a-0048,191.975250,192.425250,rocking,I,+,u-74-1
sw3965A-ms98-a-0048,192.425250,192.765250,horse,I,+,u-74-1
sw3965A-ms98-a-0048,192.765250,193.436125,pattern,I,+,u-74-1
sw3965A-ms98-a-0050,197.156375,197.537375,[laughter],O,,
sw3965A-ms98-a-0050,197.537375,197.847375,yeah,B,b,u-76-1
sw3965A-ms98-a-0050,197.847375,198.026500,we,B,sd,u-76-2
sw3965A-ms98-a-0050,198.026500,198.470750,well,I,sd,u-76-2
sw3965A-ms98-a-0050,198.888875,199.217375,Gene's,B,+,u-78-1
sw3965A-ms98-a-0050,199.217375,199.447375,got,I,+,u-78-1
sw3965A-ms98-a-0050,199.447375,199.557375,one,I,+,u-78-1
sw3965A-ms98-a-0050,199.557375,199.667375,of,I,+,u-78-1
sw3965A-ms98-a-0050,199.667375,199.987375,those,I,+,u-78-1
sw3965A-ms98-a-0050,199.987375,200.247375,too,I,+,u-78-1
sw3965A-ms98-a-0050,200.247375,202.154875,[laughter],O,,
sw3965A-ms98-a-0051,202.841250,204.205625,[laughter],O,,
sw3965A-ms98-a-0051,204.205625,204.545625,yeah,B,ny,u-80-1
sw3965A-ms98-a-0051,204.545625,204.905625,so,B,%,u-80-2
sw3965A-ms98-a-0051,204.905625,205.547875,anyhow,I,%,u-80-2
sw3965A-ms98-a-0052,206.293375,206.593375,yeah,B,aa,u-82-1
sw3965A-ms98-a-0052,206.593375,207.010125,well,B,sd,u-82-2
sw3965A-ms98-a-0052,207.650375,207.833375,uh,I,sd,u-82-2
sw3965A-ms98-a-0052,207.833375,208.133375,he's,I,sd,u-82-2
sw3965A-ms98-a-0052,208.133375,208.833375,retired,I,sd,u-82-2
sw3965A-ms98-a-0052,208.833375,209.361750,now,I,sd,u-82-2
sw3965A-ms98-a-0052,209.892875,210.333375,and,B,sd,u-84-1
sw3965A-ms98-a-0052,210.333375,210.837250,um,I,sd,u-84-1
sw3965A-ms98-a-0053,211.605250,211.884625,i'm,I,sd,u-84-1
sw3965A-ms98-a-0053,211.884625,212.084625,kind,I,sd,u-84-1
sw3965A-ms98-a-0053,212.084625,212.164625,of,I,sd,u-84-1
sw3965A-ms98-a-0053,212.164625,212.624625,semi,I,sd,u-84-1
sw3965A-ms98-a-0053,212.624625,213.204625,retired,I,sd,u-84-1
sw3965A-ms98-a-0053,213.204625,213.354625,my,B,sd,u-84-2
sw3965A-ms98-a-0053,213.354625,213.764625,company,I,sd,u-84-2
sw3965A-ms98-a-0053,213.764625,213.994625,went,I,sd,u-84-2
