sw3136A-ms98-a-0002,16.103250,16.534375,yeah,B,ny,u-2-1
sw3136A-ms98-a-0016,100.970625,101.100625,what,I,sd,u-24-1
sw3136A-ms98-a-0016,101.100625,101.190625,the,I,sd,u-24-1
sw3136A-ms98-a-0016,101.190625,101.400625,name,I,sd,u-24-1
sw3136A-ms98-a-0016,101.400625,101.500625,of,I,sd,u-24-1
sw3136A-ms98-a-0016,101.500625,101.718250,them,I,sd,u-24-1
sw3136A-ms98-a-0016,101.718250,101.955500,i[s]-,I,sd,u-24-1
sw3136A-ms98-a-0016,102.072000,102.130625,a[re]-,I,sd,u-24-1
sw3136A-ms98-a-0016,102.130625,102.331625,are,I,sd,u-24-1
sw3136A-ms98-a-0016,102.331625,102.708750,either,I,sd,u-24-1
sw3136A-ms98-a-0018,109.808125,110.296125,oh,B,b,u-26-1
sw3136A-ms98-a-0020,135.233500,136.074875,[vocalized-noise],O,,
sw3136A-ms98-a-0020,136.074875,136.317500,down,B,br^m,u-30-1
sw3136A-ms98-a-0020,136.317500,136.547500,here,I,br^m,u-30-1
sw3136A-ms98-a-0020,136.547500,136.657500,the,I,br^m,u-30-1
sw3136A-ms98-a-0020,136.657500,137.051875,grass,I,br^m,u-30-1
sw3136A-ms98-a-0021,137.764125,138.022500,well,B,%,u-32-1
sw3136A-ms98-a-0021,138.022500,138.267125,i'm,I,%,u-32-1
sw3136A-ms98-a-0021,138.655000,138.792500,uh,O,,
sw3136A-ms98-a-0021,138.792500,139.002500,we've,B,sd,u-32-2
sw3136A-ms98-a-0021,139.002500,139.242500,had,I,sd,u-32-2
sw3136A-ms98-a-0021,139.242500,139.702500,problems,I,sd,u-32-2
sw3136A-ms98-a-0021,139.702500,139.842500,with,I,sd,u-32-2
sw3136A-ms98-a-0021,139.842500,140.012500,our,I,sd,u-32-2
sw3136A-ms98-a-0021,140.012500,140.449750,yard,I,sd,u-32-2
sw3136A-ms98-a-0021,140.856500,141.157125,we,B,%,u-32-3
sw3136A-ms98-a-0021,141.484750,141.634125,it,B,sd,u-32-4
sw3136A-ms98-a-0021,141.634125,141.792500,was,I,sd,u-32-4
sw3136A-ms98-a-0021,141.792500,142.022500,one,I,sd,u-32-4
sw3136A-ms98-a-0021,142.022500,142.242500,big,I,sd,u-32-4
sw3136A-ms98-a-0021,142.242500,142.612500,weed,I,sd,u-32-4
sw3136A-ms98-a-0021,142.612500,142.742500,is,I,sd,u-32-4
sw3136A-ms98-a-0021,142.742500,142.882500,what,I,sd,u-32-4
sw3136A-ms98-a-0021,142.882500,142.992500,it,I,sd,u-32-4
sw3136A-ms98-a-0021,142.992500,143.531250,was,I,sd,u-32-4
sw3136A-ms98-a-0021,143.840125,143.962500,it,B,sd,u-34-1
sw3136A-ms98-a-0021,143.962500,144.112500,was,I,sd,u-34-1
sw3136A-ms98-a-0021,144.112500,144.315875,just,I,sd,u-34-1
sw3136A-ms98-a-0021,144.315875,144.726375,horrible,I,sd,u-34-1
sw3136A-ms98-a-0021,144.726375,145.152500,and,B,sd,u-34-2
sw3136A-ms98-a-0021,145.152500,145.272500,my,I,sd,u-34-2
sw3136A-ms98-a-0021,145.272500,145.675250,neighbors,I,sd,u-34-2
sw3136A-ms98-a-0021,145.675250,145.822125,on,I,sd,u-34-2
sw3136A-ms98-a-0021,145.822125,146.032500,either,I,sd,u-34-2
sw3136A-ms98-a-0021,146.032500,146.362500,side,I,sd,u-34-2
sw3136A-ms98-a-0021,146.362500,146.432500,of,I,sd,u-34-2
sw3136A-ms98-a-0021,146.432500,146.572500,me,I,sd,u-34-2
sw3136A-ms98-a-0021,146.572500,146.741750,have,I,sd,u-34-2
sw3136A-ms98-a-0021,146.851000,147.302500,beautiful,I,sd,u-34-2
sw3136A-ms98-a-0021,147.302500,147.682500,lawns,I,sd,u-34-2
sw3136A-ms98-a-0021,147.682500,147.941500,and,B,sd,u-34-3
sw3136A-ms98-a-0021,148.099625,148.242500,we,I,sd,u-34-3
sw3136A-ms98-a-0021,148.242500,148.442500,have,I,sd,u-34-3
sw3136A-ms98-a-0021,148.725000,148.946625,this,I,sd,u-34-3
sw3136A-ms98-a-0021,149.150000,149.369750,God,I,sd,u-34-3
sw3136A-ms98-a-0021,149.369750,149.772750,awful,I,sd,u-34-3
sw3136A-ms98-a-0021,149.772750,150.226750,ugly,I,sd,u-34-3
sw3136A-ms98-a-0021,150.542375,150.772500,thing,I,sd,u-34-3
sw3136A-ms98-a-0021,150.772500,150.968125,and,B,sd,u-34-4
sw3136A-ms98-a-0022,151.576375,151.759750,and,B,+,u-36-1
sw3136A-ms98-a-0022,151.759750,151.849750,i,I,+,u-36-1
sw3136A-ms98-a-0022,151.849750,152.179750,know,I,+,u-36-1
sw3136A-ms98-a-0022,152.179750,152.309750,they,I,+,u-36-1
sw3136A-ms98-a-0022,152.309750,152.609750,must,I,+,u-36-1
sw3136A-ms98-a-0022,152.869750,153.238000,think,I,+,u-36-1
sw3136A-ms98-a-0022,153.833125,153.962000,you,I,+,u-36-1
sw3136A-ms98-a-0022,153.962000,154.331125,know,I,+,u-36-1
sw3136A-ms98-a-0022,154.331125,154.429750,i,I,+,u-36-1
sw3136A-ms98-a-0022,154.429750,154.619750,wish,I,+,u-36-1
sw3136A-ms98-a-0022,154.619750,154.809750,those,I,+,u-36-1
sw3136A-ms98-a-0022,154.809750,155.039750,people,I,+,u-36-1
sw3136A-ms98-a-0022,155.039750,155.129750,would,I,+,u-36-1
sw3136A-ms98-a-0022,155.129750,155.199750,do,I,+,u-36-1
sw3136A-ms98-a-0022,155.199750,155.379750,something,I,+,u-36-1
sw3136A-ms98-a-0022,155.379750,155.539750,about,I,+,u-36-1
sw3136A-ms98-a-0022,155.539750,155.639750,their,I,+,u-36-1
sw3136A-ms98-a-0022,155.639750,155.892250,yard,I,+,u-36-1
sw3136A-ms98-a-0022,156.227500,156.309750,but,B,sd,u-36-2
sw3136A-ms98-a-0022,156.309750,156.459750,my,I,sd,u-36-2
sw3136A-ms98-a-0022,156.459750,156.809750,husband,I,sd,u-36-2
sw3136A-ms98-a-0022,156.809750,156.979750,got,I,sd,u-36-2
sw3136A-ms98-a-0022,156.979750,157.129750,some,I,sd,u-36-2
sw3136A-ms98-a-0022,157.129750,157.309750,new,I,sd,u-36-2
sw3136A-ms98-a-0022,157.309750,157.929750,fertilizer,I,sd,u-36-2
sw3136A-ms98-a-0022,157.929750,158.049750,and,I,sd,u-36-2
sw3136A-ms98-a-0022,158.049750,158.419750,stuff,I,sd,u-36-2
sw3136A-ms98-a-0022,158.419750,158.556500,that,I,sd,u-36-2
sw3136A-ms98-a-0023,159.436625,159.751250,that,I,sd,u-36-2
sw3136A-ms98-a-0023,159.751250,160.029875,seems,I,sd,u-36-2
sw3136A-ms98-a-0023,160.029875,160.109875,to,I,sd,u-36-2
sw3136A-ms98-a-0023,160.109875,160.219875,be,I,sd,u-36-2
sw3136A-ms98-a-0023,160.219875,160.529875,helping,I,sd,u-36-2
sw3136A-ms98-a-0023,160.529875,160.619875,and,B,sd,u-36-3
sw3136A-ms98-a-0023,160.619875,160.679875,he,I,sd,u-36-3
sw3136A-ms98-a-0023,160.679875,160.829875,put,I,sd,u-36-3
sw3136A-ms98-a-0023,160.829875,160.889875,it,I,sd,u-36-3
sw3136A-ms98-a-0023,160.889875,160.999875,on,I,sd,u-36-3
sw3136A-ms98-a-0023,160.999875,161.059875,the,I,sd,u-36-3
sw3136A-ms98-a-0023,161.059875,161.359875,front,I,sd,u-36-3
sw3136A-ms98-a-0023,161.359875,161.871000,yard,I,sd,u-36-3
sw3136A-ms98-a-0023,162.338125,162.439875,to,B,+,u-38-1
sw3136A-ms98-a-0023,162.439875,162.649875,see,I,+,u-38-1
sw3136A-ms98-a-0023,162.649875,162.999875,how,I,+,u-38-1
sw3136A-ms98-a-0023,162.999875,163.109875,you,I,+,u-38-1
sw3136A-ms98-a-0023,163.109875,163.349250,know,I,+,u-38-1
sw3136A-ms98-a-0023,163.349250,163.473625,it,I,+,u-38-1
sw3136A-ms98-a-0023,163.473625,163.639875,would,I,+,u-38-1
sw3136A-ms98-a-0023,163.639875,163.799875,do,I,+,u-38-1
sw3136A-ms98-a-0023,163.799875,163.939875,and,I,+,u-38-1
sw3136A-ms98-a-0023,163.939875,164.179875,stuff,I,+,u-38-1
sw3136A-ms98-a-0023,164.179875,164.439875,before,I,+,u-38-1
sw3136A-ms98-a-0023,164.439875,164.499875,he,I,+,u-38-1
sw3136A-ms98-a-0023,164.499875,164.669875,put,I,+,u-38-1
sw3136A-ms98-a-0023,164.669875,164.729875,it,I,+,u-38-1
sw3136A-ms98-a-0023,164.729875,164.819875,on,I,+,u-38-1
sw3136A-ms98-a-0023,164.819875,164.889875,the,I,+,u-38-1
sw3136A-ms98-a-0023,164.889875,165.309875,backyard,I,+,u-38-1
sw3136A-ms98-a-0023,165.309875,165.479875,but,B,sd,u-38-2
sw3136A-ms98-a-0023,165.479875,165.649875,we've,I,sd,u-38-2
sw3136A-ms98-a-0023,165.649875,165.819875,got,I,sd,u-38-2
sw3136A-ms98-a-0023,165.819875,165.899875,a,I,sd,u-38-2
sw3136A-ms98-a-0023,165.899875,166.209875,Great,I,sd,u-38-2
sw3136A-ms98-a-0023,166.209875,166.649875,Dane,I,sd,u-38-2
sw3136A-ms98-a-0023,166.649875,166.739875,in,I,sd,u-38-2
sw3136A-ms98-a-0023,166.739875,166.809875,the,I,sd,u-38-2
sw3136A-ms98-a-0023,166.809875,167.309250,back,I,sd,u-38-2
sw3136A-ms98-a-0023,167.667125,168.075250,and,B,sd,u-40-1
sw3136A-ms98-a-0023,168.527250,168.859875,she,I,sd,u-40-1
sw3136A-ms98-a-0023,168.859875,169.109875,has,I,sd,u-40-1
sw3136A-ms98-a-0023,169.109875,169.399875,eaten,I,sd,u-40-1
sw3136A-ms98-a-0023,169.399875,169.899875,everything,I,sd,u-40-1
sw3136A-ms98-a-0023,169.899875,169.929875,i,I,sd,u-40-1
sw3136A-ms98-a-0023,169.929875,170.019875,have,I,sd,u-40-1
sw3136A-ms98-a-0023,170.019875,170.199875,put,I,sd,u-40-1
sw3136A-ms98-a-0023,170.199875,170.409875,out,I,sd,u-40-1
sw3136A-ms98-a-0023,170.409875,170.579875,there,I,sd,u-40-1
sw3136A-ms98-a-0023,170.579875,170.809875,she's,B,sd,u-40-2
sw3136A-ms98-a-0023,170.809875,171.069875,eaten,I,sd,u-40-2
sw3136A-ms98-a-0023,171.069875,171.386750,my,I,sd,u-40-2
sw3136A-ms98-a-0023,171.522375,171.719875,crepe,I,sd,u-40-2
sw3136A-ms98-a-0023,171.719875,171.979875,myrtle,I,sd,u-40-2
sw3136A-ms98-a-0023,171.979875,172.527125,trees,I,sd,u-40-2
sw3136A-ms98-a-0024,173.837250,174.017250,i,B,ba,u-42-1
sw3136A-ms98-a-0024,174.017250,174.337250,know,I,ba,u-42-1
sw3136A-ms98-a-0024,174.337250,174.587250,and,B,sd,u-42-2
sw3136A-ms98-a-0024,174.587250,174.827250,she's,I,sd,u-42-2
sw3136A-ms98-a-0024,174.827250,174.987250,eaten,I,sd,u-42-2
sw3136A-ms98-a-0024,174.987250,175.071750,the,I,sd,u-42-2
sw3136A-ms98-a-0024,175.071750,175.569000,bushes,I,sd,u-42-2
sw3136A-ms98-a-0024,175.569000,175.774625,i've,B,sd,u-42-3
sw3136A-ms98-a-0024,175.774625,175.989125,tried,I,sd,u-42-3
sw3136A-ms98-a-0024,175.989125,176.068125,to,I,sd,u-42-3
sw3136A-ms98-a-0024,176.257250,176.377250,i,I,sd,u-42-3
sw3136A-ms98-a-0024,176.377250,176.830750,spent,I,sd,u-42-3
sw3136A-ms98-a-0024,176.830750,177.183750,like,I,sd,u-42-3
sw3136A-ms98-a-0024,177.183750,177.364500,eight,I,sd,u-42-3
sw3136A-ms98-a-0024,177.364500,177.857250,hours,I,sd,u-42-3
sw3136A-ms98-a-0024,177.857250,178.277250,planting,I,sd,u-42-3
sw3136A-ms98-a-0024,178.277250,178.457250,this,I,sd,u-42-3
sw3136A-ms98-a-0024,178.457250,178.757250,nice,I,sd,u-42-3
sw3136A-ms98-a-0024,178.757250,179.304625,garden,I,sd,u-42-3
sw3136A-ms98-a-0024,179.677500,179.954625,out,I,sd,u-42-3
sw3136A-ms98-a-0024,179.954625,180.240875,there,I,sd,u-42-3
sw3136A-ms98-a-0024,180.240875,180.821000,and,B,sd,u-44-1
sw3136A-ms98-a-0024,181.114750,181.227250,i,I,sd,u-44-1
sw3136A-ms98-a-0024,181.227250,181.877250,barricaded,I,sd,u-44-1
sw3136A-ms98-a-0024,181.877250,181.997250,it,I,sd,u-44-1
sw3136A-ms98-a-0024,181.997250,182.167250,up,I,sd,u-44-1
sw3136A-ms98-a-0024,182.167250,182.317250,so,B,+,u-46-1
sw3136A-ms98-a-0024,182.317250,182.517250,she,I,+,u-46-1
sw3136A-ms98-a-0024,182.517250,182.737250,couldn't,I,+,u-46-1
sw3136A-ms98-a-0024,182.737250,182.867250,get,I,+,u-46-1
sw3136A-ms98-a-0024,182.867250,183.287250,into,I,+,u-46-1
sw3136A-ms98-a-0024,183.287250,183.331250,it,I,+,u-46-1
sw3136A-ms98-a-0025,184.252500,184.372500,and,B,sd,u-48-1
sw3136A-ms98-a-0025,184.372500,184.422500,i,I,sd,u-48-1
sw3136A-ms98-a-0025,184.422500,184.622500,went,I,sd,u-48-1
sw3136A-ms98-a-0025,184.622500,184.712500,and,I,sd,u-48-1
sw3136A-ms98-a-0025,184.712500,184.862500,took,I,sd,u-48-1
sw3136A-ms98-a-0025,184.862500,184.902500,a,I,sd,u-48-1
sw3136A-ms98-a-0025,184.902500,185.356500,shower,I,sd,u-48-1
sw3136A-ms98-a-0025,185.356500,185.661500,and,I,sd,u-48-1
sw3136A-ms98-a-0025,185.781875,186.022500,looked,I,sd,u-48-1
sw3136A-ms98-a-0025,186.022500,186.282500,back,I,sd,u-48-1
sw3136A-ms98-a-0025,186.282500,186.492500,out,I,sd,u-48-1
sw3136A-ms98-a-0025,186.492500,186.632500,there,I,sd,u-48-1
sw3136A-ms98-a-0025,186.632500,186.832500,and,B,sd,u-48-2
sw3136A-ms98-a-0025,186.832500,187.030125,she,I,sd,u-48-2
sw3136A-ms98-a-0025,187.030125,187.274875,was,I,sd,u-48-2
sw3136A-ms98-a-0025,187.274875,187.642500,already,I,sd,u-48-2
sw3136A-ms98-a-0025,187.642500,187.772500,in,I,sd,u-48-2
sw3136A-ms98-a-0025,187.772500,188.072500,it,I,sd,u-48-2
sw3136A-ms98-a-0025,188.072500,188.362500,and,B,sd,u-48-3
sw3136A-ms98-a-0025,188.362500,188.559000,i,I,sd,u-48-3
sw3136A-ms98-a-0025,188.559000,188.758625,was,I,sd,u-48-3
sw3136A-ms98-a-0025,188.758625,189.336375,so,I,sd,u-48-3
sw3136A-ms98-a-0025,189.689000,190.212500,mad,I,sd,u-48-3
sw3136A-ms98-a-0026,190.282375,190.432375,so,B,sd,u-50-1
sw3136A-ms98-a-0026,190.432375,190.512375,i,I,sd,u-50-1
sw3136A-ms98-a-0026,190.512375,190.872375,can't,I,sd,u-50-1
sw3136A-ms98-a-0026,190.872375,191.012375,do,I,sd,u-50-1
sw3136A-ms98-a-0026,191.012375,191.412375,anything,I,sd,u-50-1
sw3136A-ms98-a-0026,191.412375,191.662375,back,I,sd,u-50-1
sw3136A-ms98-a-0026,191.662375,192.174250,there,B,+@,u-52-1
sw3136A-ms98-a-0026,192.825875,192.942375,because_1,O,,
sw3136A-ms98-a-0026,192.942375,193.172375,she,B,+@,u-54-1
sw3136A-ms98-a-0026,193.172375,193.502375,just,I,+@,u-54-1
sw3136A-ms98-a-0026,193.502375,193.822500,she,I,+@,u-54-1
sw3136A-ms98-a-0026,194.097500,194.712375,destroys,I,+@,u-54-1
sw3136A-ms98-a-0026,194.712375,195.000250,it,I,+@,u-54-1
sw3136A-ms98-a-0027,195.199125,195.263750,but,B,sd,u-54-2
sw3136A-ms98-a-0027,195.263750,195.425250,i've,I,sd,u-54-2
sw3136A-ms98-a-0027,195.425250,195.750000,tried,I,sd,u-54-2
sw3136A-ms98-a-0027,195.750000,195.870000,out,I,sd,u-54-2
sw3136A-ms98-a-0027,195.870000,195.930000,in,I,sd,u-54-2
sw3136A-ms98-a-0027,195.930000,195.990000,the,I,sd,u-54-2
sw3136A-ms98-a-0027,195.990000,196.390000,front,I,sd,u-54-2
sw3136A-ms98-a-0027,196.390000,196.540000,but,B,sd(^q),u-54-3
sw3136A-ms98-a-0027,196.540000,196.770000,like,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,196.770000,196.870000,you,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,196.870000,197.170000,said,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,197.170000,197.397625,that,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,197.646125,197.820000,that,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,197.820000,198.130000,freeze,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,198.130000,198.280000,that,I,sd(^q),u-54-3
sw3136A-ms98-a-0027,198.280000,198.678375,came,I,sd(^q),u-54-3
sw3136A-ms98-a-0028,199.493875,199.653875,i,B,sd,u-56-1
sw3136A-ms98-a-0028,199.653875,199.903875,had,I,sd,u-56-1
sw3136A-ms98-a-0028,199.903875,200.143875,some,I,sd,u-56-1
sw3136A-ms98-a-0028,200.143875,200.593875,bushes,I,sd,u-56-1
sw3136A-ms98-a-0028,200.593875,200.884250,that,I,sd,u-56-1
sw3136A-ms98-a-0028,201.268500,201.592125,uh,I,sd,u-56-1
sw3136A-ms98-a-0028,201.592125,201.806875,some,I,sd,u-56-1
sw3136A-ms98-a-0028,201.806875,202.233875,shrubs,I,sd,u-56-1
sw3136A-ms98-a-0028,202.233875,202.414125,i,I,sd,u-56-1
sw3136A-ms98-a-0028,202.414125,202.738000,pu[t]-,I,sd,u-56-1
sw3136A-ms98-a-0028,202.738000,202.913875,put,I,sd,u-56-1
sw3136A-ms98-a-0028,202.913875,203.113875,out,I,sd,u-56-1
sw3136A-ms98-a-0028,203.113875,203.534000,front,I,sd,u-56-1
sw3136A-ms98-a-0028,203.944500,204.113875,and,B,sd,u-56-2
sw3136A-ms98-a-0028,204.113875,204.243875,it,I,sd,u-56-2
sw3136A-ms98-a-0028,204.243875,204.563875,killed,I,sd,u-56-2
sw3136A-ms98-a-0028,204.563875,204.853875,those,I,sd,u-56-2
sw3136A-ms98-a-0028,204.853875,205.362250,too,I,sd,u-56-2
sw3136A-ms98-a-0028,205.765250,206.150250,so,B,sd,u-56-3
sw3136A-ms98-a-0028,206.150250,206.470375,uh,I,sd,u-56-3
sw3136A-ms98-a-0028,206.470375,206.757625,i'm,I,sd,u-56-3
sw3136A-ms98-a-0028,206.957250,207.133875,i'm,I,sd,u-56-3
sw3136A-ms98-a-0028,207.133875,207.333875,just,I,sd,u-56-3
sw3136A-ms98-a-0028,207.333875,207.453875,real,I,sd,u-56-3
sw3136A-ms98-a-0028,207.453875,208.083875,discouraged,I,sd,u-56-3
sw3136A-ms98-a-0028,208.083875,208.193875,with,I,sd,u-56-3
sw3136A-ms98-a-0028,208.193875,208.273875,the,I,sd,u-56-3
sw3136A-ms98-a-0028,208.273875,208.413875,whole,I,sd,u-56-3
sw3136A-ms98-a-0028,208.413875,208.683875,thing,I,sd,u-56-3
sw3136A-ms98-a-0028,208.683875,208.773875,i,B,sd,u-56-4
sw3136A-ms98-a-0028,208.773875,208.933875,just,I,sd,u-56-4
sw3136A-ms98-a-0028,208.933875,209.123875,don't,I,sd,u-56-4
sw3136A-ms98-a-0028,209.123875,209.253875,even,I,sd,u-56-4
sw3136A-ms98-a-0028,209.253875,209.373875,want,I,sd,u-56-4
sw3136A-ms98-a-0028,209.373875,209.433875,to,I,sd,u-56-4
sw3136A-ms98-a-0028,209.433875,209.553875,do,I,sd,u-56-4
sw3136A-ms98-a-0028,209.553875,209.921625,anything,I,sd,u-56-4
sw3136A-ms98-a-0030,219.777875,220.154750,[laughter],O,,
sw3136A-ms98-a-0032,221.930625,222.066875,i,O,,
sw3136A-ms98-a-0032,222.166500,222.415625,yeah,B,b,u-58-1
sw3136A-ms98-a-0032,222.415625,222.585625,that,B,sd,u-58-2
sw3136A-ms98-a-0032,222.685625,222.845625,that,I,sd,u-58-2
sw3136A-ms98-a-0032,222.845625,223.135625,happened,I,sd,u-58-2
sw3136A-ms98-a-0032,223.135625,223.195625,to,I,sd,u-58-2
sw3136A-ms98-a-0032,223.195625,223.325625,us,I,sd,u-58-2
sw3136A-ms98-a-0032,223.325625,223.395625,we,B,sd,u-58-3
sw3136A-ms98-a-0032,223.395625,223.515625,have,I,sd,u-58-3
sw3136A-ms98-a-0032,223.515625,223.839875,these,I,sd,u-58-3
sw3136A-ms98-a-0034,226.317250,226.461875,i,B,ba,u-60-1
sw3136A-ms98-a-0034,226.461875,226.891250,know,I,ba,u-60-1
sw3136A-ms98-a-0036,228.926000,229.217500,[laughter],O,,
sw3136A-ms98-a-0038,238.188625,238.278625,oh,B,ba,u-62-1
sw3136A-ms98-a-0038,238.278625,238.368625,i,I,ba,u-62-1
sw3136A-ms98-a-0038,238.368625,238.568625,know,I,ba,u-62-1
sw3136A-ms98-a-0038,238.568625,238.948625,ours,B,sd,u-62-2
sw3136A-ms98-a-0038,238.948625,239.411125,don't,I,sd,u-62-2
sw3136A-ms98-a-0040,241.519500,241.635125,i,B,ba,u-64-1
sw3136A-ms98-a-0040,241.635125,241.796625,know,I,ba,u-64-1
sw3136A-ms98-a-0040,241.796625,241.899500,we,B,sd,u-64-2
sw3136A-ms98-a-0040,241.899500,242.189500,can't,I,sd,u-64-2
sw3136A-ms98-a-0040,242.189500,242.419500,either,I,sd,u-64-2
sw3136A-ms98-a-0040,242.419500,242.591750,but,B,sd,u-64-3
sw3136A-ms98-a-0040,242.930750,243.169500,i've,I,sd,u-64-3
sw3136A-ms98-a-0040,243.169500,243.469500,got,I,sd,u-64-3
sw3136A-ms98-a-0040,243.469500,243.659500,pre[tty]-,I,sd,u-64-3
sw3136A-ms98-a-0040,243.659500,244.009500,two,I,sd,u-64-3
sw3136A-ms98-a-0040,244.009500,244.249500,good,I,sd,u-64-3
sw3136A-ms98-a-0040,244.249500,244.739500,size,I,sd,u-64-3
sw3136A-ms98-a-0040,244.739500,245.419500,cottonwood,I,sd,u-64-3
sw3136A-ms98-a-0040,245.419500,245.789500,trees,I,sd,u-64-3
sw3136A-ms98-a-0040,245.789500,245.929500,out,I,sd,u-64-3
sw3136A-ms98-a-0040,245.929500,246.009500,in,I,sd,u-64-3
