sw2602B-ms98-a-0003,2.514875,2.964875,okay,B,aa,u-2-1
sw2602B-ms98-a-0006,24.996500,25.076500,in,I,sd,u-2-4
sw2602B-ms98-a-0006,25.076500,25.146500,the,I,sd,u-2-4
sw2602B-ms98-a-0006,25.146500,25.366500,Fifth,I,sd,u-2-4
sw2602B-ms98-a-0006,25.366500,25.686500,Special,I,sd,u-2-4
sw2602B-ms98-a-0006,25.686500,26.206500,Forces,I,sd,u-2-4
sw2602B-ms98-a-0006,26.206500,26.576500,Group,I,sd,u-2-4
sw2602B-ms98-a-0008,38.094000,38.194000,well,B,sv,u-4-1
sw2602B-ms98-a-0008,38.194000,38.394000,that's,I,sv,u-4-1
sw2602B-ms98-a-0008,38.394000,38.494000,what,I,sv,u-4-1
sw2602B-ms98-a-0008,38.494000,38.784000,makes,I,sv,u-4-1
sw2602B-ms98-a-0008,38.784000,38.854000,it,I,sv,u-4-1
sw2602B-ms98-a-0008,38.854000,38.914000,a,I,sv,u-4-1
sw2602B-ms98-a-0008,38.914000,39.434000,powder,I,sv,u-4-1
sw2602B-ms98-a-0008,39.434000,39.784000,keg,I,sv,u-4-1
sw2602B-ms98-a-0009,41.124750,41.580125,the,B,%,u-4-2
sw2602B-ms98-a-0009,41.580125,41.820125,um,I,%,u-4-2
sw2602B-ms98-a-0011,44.316625,44.396625,i'll,B,sd,u-4-3
sw2602B-ms98-a-0011,44.396625,44.516625,go,I,sd,u-4-3
sw2602B-ms98-a-0011,44.516625,44.766625,back,I,sd,u-4-3
sw2602B-ms98-a-0011,44.766625,44.866625,in,I,sd,u-4-3
sw2602B-ms98-a-0011,44.866625,45.266625,time,I,sd,u-4-3
sw2602B-ms98-a-0011,45.266625,45.326625,a,I,sd,u-4-3
sw2602B-ms98-a-0011,45.326625,45.566625,little,I,sd,u-4-3
sw2602B-ms98-a-0011,45.566625,45.756625,bit,I,sd,u-4-3
sw2602B-ms98-a-0011,45.756625,45.876625,to,I,sd,u-4-3
sw2602B-ms98-a-0011,45.876625,46.176625,about,I,sd,u-4-3
sw2602B-ms98-a-0011,46.176625,46.406625,eighty,I,sd,u-4-3
sw2602B-ms98-a-0011,46.406625,46.946625,one,I,sd,u-4-3
sw2602B-ms98-a-0012,48.066125,48.216125,when,B,+,u-6-1
sw2602B-ms98-a-0012,48.216125,48.356125,my,I,+,u-6-1
sw2602B-ms98-a-0012,48.356125,48.636125,first,I,+,u-6-1
sw2602B-ms98-a-0012,48.636125,48.826125,real,I,+,u-6-1
sw2602B-ms98-a-0012,48.826125,49.286125,involvement,I,+,u-6-1
sw2602B-ms98-a-0012,49.286125,49.396125,with,I,+,u-6-1
sw2602B-ms98-a-0012,49.396125,49.456125,the,I,+,u-6-1
sw2602B-ms98-a-0012,49.456125,49.946125,military,I,+,u-6-1
sw2602B-ms98-a-0012,49.946125,50.586125,started,I,+,u-6-1
sw2602B-ms98-a-0013,51.842375,52.302375,um,B,sd,u-6-2
sw2602B-ms98-a-0015,56.751750,57.231750,naturally,I,sd,u-6-2
sw2602B-ms98-a-0015,57.231750,57.381750,we,I,sd,u-6-2
sw2602B-ms98-a-0015,57.381750,57.623875,were,I,sd,u-6-2
sw2602B-ms98-a-0015,58.072125,58.271750,at,I,sd,u-6-2
sw2602B-ms98-a-0015,58.271750,58.466250,the,I,sd,u-6-2
sw2602B-ms98-a-0015,58.466250,58.871750,time,I,sd,u-6-2
sw2602B-ms98-a-0015,58.871750,59.091750,the,B,sd,u-6-3
sw2602B-ms98-a-0015,59.311750,59.701750,Soviet,I,sd,u-6-3
sw2602B-ms98-a-0015,59.701750,60.251750,Union,I,sd,u-6-3
sw2602B-ms98-a-0015,60.251750,60.481750,was,I,sd,u-6-3
sw2602B-ms98-a-0015,60.481750,60.921750,considered,I,sd,u-6-3
sw2602B-ms98-a-0015,60.921750,61.011750,to,I,sd,u-6-3
sw2602B-ms98-a-0015,61.011750,61.101750,be,I,sd,u-6-3
sw2602B-ms98-a-0015,61.101750,61.191750,the,I,sd,u-6-3
sw2602B-ms98-a-0015,61.191750,61.491750,big,I,sd,u-6-3
sw2602B-ms98-a-0015,61.491750,61.951750,military,I,sd,u-6-3
sw2602B-ms98-a-0015,61.951750,62.261750,power,I,sd,u-6-3
sw2602B-ms98-a-0015,62.261750,62.351750,and,I,sd,u-6-3
sw2602B-ms98-a-0015,62.351750,62.441750,the,I,sd,u-6-3
sw2602B-ms98-a-0015,62.441750,62.711750,big,I,sd,u-6-3
sw2602B-ms98-a-0015,62.711750,63.001750,threat,I,sd,u-6-3
sw2602B-ms98-a-0015,63.001750,63.101750,so,B,sd,u-6-4
sw2602B-ms98-a-0015,63.101750,63.171750,we,I,sd,u-6-4
sw2602B-ms98-a-0015,63.171750,63.361750,got,I,sd,u-6-4
sw2602B-ms98-a-0015,63.361750,63.731750,lots,I,sd,u-6-4
sw2602B-ms98-a-0015,63.731750,63.951750,quite,I,sd,u-6-4
sw2602B-ms98-a-0015,63.951750,64.001750,a,I,sd,u-6-4
sw2602B-ms98-a-0015,64.001750,64.141750,bit,I,sd,u-6-4
sw2602B-ms98-a-0015,64.141750,64.251750,of,I,sd,u-6-4
sw2602B-ms98-a-0016,65.330750,65.980750,information,I,sd,u-6-4
sw2602B-ms98-a-0016,65.980750,66.110750,as,I,sd,u-6-4
sw2602B-ms98-a-0016,66.110750,66.300750,well,I,sd,u-6-4
sw2602B-ms98-a-0016,66.300750,66.400750,as,I,sd,u-6-4
sw2602B-ms98-a-0016,66.400750,67.390750,indoctrination,I,sd,u-6-4
sw2602B-ms98-a-0016,67.390750,67.520750,on,I,sd,u-6-4
sw2602B-ms98-a-0016,67.520750,67.930750,Soviet,I,sd,u-6-4
sw2602B-ms98-a-0016,67.930750,68.350750,tactics,I,sd,u-6-4
sw2602B-ms98-a-0016,68.350750,68.450750,and,I,sd,u-6-4
sw2602B-ms98-a-0016,68.450750,69.030750,weapons,I,sd,u-6-4
sw2602B-ms98-a-0018,70.786750,70.816750,i,B,sd,u-8-1
sw2602B-ms98-a-0018,70.816750,70.936750,went,I,sd,u-8-1
sw2602B-ms98-a-0018,70.936750,71.036750,to,I,sd,u-8-1
sw2602B-ms98-a-0018,71.036750,71.526750,Lebanon,I,sd,u-8-1
sw2602B-ms98-a-0018,71.526750,71.626750,in,I,sd,u-8-1
sw2602B-ms98-a-0018,71.626750,71.846750,eighty,I,sd,u-8-1
sw2602B-ms98-a-0018,71.846750,72.276750,three,I,sd,u-8-1
sw2602B-ms98-a-0018,72.276750,72.576750,before,I,sd,u-8-1
sw2602B-ms98-a-0018,72.576750,72.646750,the,I,sd,u-8-1
sw2602B-ms98-a-0018,72.646750,73.066750,marines,I,sd,u-8-1
sw2602B-ms98-a-0018,73.066750,73.266750,ever,I,sd,u-8-1
sw2602B-ms98-a-0018,73.266750,73.566750,got,I,sd,u-8-1
sw2602B-ms98-a-0018,73.566750,73.876750,there,I,sd,u-8-1
sw2602B-ms98-a-0018,74.026750,74.186750,with,I,sd,u-8-1
sw2602B-ms98-a-0018,74.186750,74.246750,the,I,sd,u-8-1
sw2602B-ms98-a-0018,74.246750,74.466750,UN,I,sd,u-8-1
sw2602B-ms98-a-0018,74.466750,74.746750,Peace,I,sd,u-8-1
sw2602B-ms98-a-0018,74.746750,75.096750,Keeping,I,sd,u-8-1
sw2602B-ms98-a-0018,75.096750,75.466750,Force,I,sd,u-8-1
sw2602B-ms98-a-0020,79.272250,79.482250,and,I,sd,u-8-1
sw2602B-ms98-a-0020,79.482250,79.692250,with,I,sd,u-8-1
sw2602B-ms98-a-0020,79.692250,79.752250,the,I,sd,u-8-1
sw2602B-ms98-a-0020,79.752250,80.012250,training,I,sd,u-8-1
sw2602B-ms98-a-0020,80.012250,80.052250,i,I,sd,u-8-1
sw2602B-ms98-a-0020,80.052250,80.642250,received,I,sd,u-8-1
sw2602B-ms98-a-0020,80.642250,81.186750,prior,I,sd,u-8-1
sw2602B-ms98-a-0020,81.186750,81.302250,to,I,sd,u-8-1
sw2602B-ms98-a-0020,81.302250,81.702250,going,I,sd,u-8-1
sw2602B-ms98-a-0020,81.702250,81.952250,there,I,sd,u-8-1
sw2602B-ms98-a-0020,81.952250,82.132250,with,I,sd,u-8-1
sw2602B-ms98-a-0020,82.132250,82.622250,captured,I,sd,u-8-1
sw2602B-ms98-a-0020,82.622250,83.042250,weapons,I,sd,u-8-1
sw2602B-ms98-a-0020,83.042250,83.142250,we,I,sd,u-8-1
sw2602B-ms98-a-0020,83.142250,83.392250,kept,I,sd,u-8-1
sw2602B-ms98-a-0020,83.392250,83.682250,running,I,sd,u-8-1
sw2602B-ms98-a-0020,83.682250,83.822250,up,I,sd,u-8-1
sw2602B-ms98-a-0020,83.822250,84.492250,against,I,sd,u-8-1
sw2602B-ms98-a-0021,85.250875,85.480875,these,B,sd,u-8-2
sw2602B-ms98-a-0021,85.480875,85.740875,weren't,I,sd,u-8-2
sw2602B-ms98-a-0021,85.740875,85.950875,these,I,sd,u-8-2
sw2602B-ms98-a-0021,85.950875,86.250875,weren't,I,sd,u-8-2
sw2602B-ms98-a-0021,86.250875,86.740875,Chinese,I,sd,u-8-2
sw2602B-ms98-a-0021,86.740875,87.000875,made,I,sd,u-8-2
sw2602B-ms98-a-0021,87.000875,87.600875,copies,I,sd,u-8-2
sw2602B-ms98-a-0021,87.880875,88.080875,these,B,sd,u-8-3
sw2602B-ms98-a-0021,88.080875,88.260875,were,I,sd,u-8-3
sw2602B-ms98-a-0021,88.330875,88.870875,Soviet,I,sd,u-8-3
sw2602B-ms98-a-0021,88.870875,89.160875,made,I,sd,u-8-3
sw2602B-ms98-a-0021,89.160875,89.320875,top,I,sd,u-8-3
sw2602B-ms98-a-0021,89.320875,89.400875,of,I,sd,u-8-3
sw2602B-ms98-a-0021,89.400875,89.460875,the,I,sd,u-8-3
sw2602B-ms98-a-0021,89.460875,89.790875,line,I,sd,u-8-3
sw2602B-ms98-a-0021,89.790875,90.130875,fresh,I,sd,u-8-3
sw2602B-ms98-a-0021,90.130875,90.190875,out,I,sd,u-8-3
sw2602B-ms98-a-0021,90.190875,90.250875,of,I,sd,u-8-3
sw2602B-ms98-a-0021,90.250875,90.310875,the,I,sd,u-8-3
sw2602B-ms98-a-0021,90.310875,90.660875,box,I,sd,u-8-3
sw2602B-ms98-a-0021,90.660875,91.660875,AK-47s,O,,
sw2602B-ms98-a-0022,93.191375,93.331375,as,B,+,u-10-1
sw2602B-ms98-a-0022,93.331375,93.501375,well,I,+,u-10-1
sw2602B-ms98-a-0022,93.501375,93.581375,as,I,+,u-10-1
sw2602B-ms98-a-0022,93.581375,93.651375,a,I,+,u-10-1
sw2602B-ms98-a-0022,93.651375,93.801375,lot,I,+,u-10-1
sw2602B-ms98-a-0022,93.801375,93.871375,of,I,+,u-10-1
sw2602B-ms98-a-0022,93.871375,93.941375,the,I,+,u-10-1
sw2602B-ms98-a-0022,93.941375,94.571375,explosives,I,+,u-10-1
sw2602B-ms98-a-0022,94.571375,94.721375,we,I,+,u-10-1
sw2602B-ms98-a-0022,94.721375,94.781375,were,I,+,u-10-1
sw2602B-ms98-a-0022,94.781375,95.061375,running,I,+,u-10-1
sw2602B-ms98-a-0022,95.061375,95.451375,into,I,+,u-10-1
sw2602B-ms98-a-0024,97.987375,98.137375,in,B,sd,u-10-2
sw2602B-ms98-a-0024,98.137375,98.677375,Granada,I,sd,u-10-2
sw2602B-ms98-a-0024,98.957375,99.157375,in,I,sd,u-10-2
sw2602B-ms98-a-0024,99.157375,99.537375,October,I,sd,u-10-2
sw2602B-ms98-a-0024,99.537375,99.797375,twenty,I,sd,u-10-2
sw2602B-ms98-a-0024,99.797375,100.027375,fifth,I,sd,u-10-2
sw2602B-ms98-a-0024,100.027375,100.267375,eighty,I,sd,u-10-2
sw2602B-ms98-a-0024,100.267375,100.537375,three,I,sd,u-10-2
sw2602B-ms98-a-0024,100.537375,100.667375,we,I,sd,u-10-2
sw2602B-ms98-a-0024,100.667375,101.097375,invaded,I,sd,u-10-2
sw2602B-ms98-a-0024,101.097375,101.157375,the,I,sd,u-10-2
sw2602B-ms98-a-0024,101.157375,101.667375,place,I,sd,u-10-2
sw2602B-ms98-a-0025,102.820375,103.050375,sure,B,sd,u-10-3
sw2602B-ms98-a-0025,103.050375,103.160375,there,I,sd,u-10-3
sw2602B-ms98-a-0025,103.160375,103.230375,were,I,sd,u-10-3
sw2602B-ms98-a-0025,103.230375,103.590375,Cuban,I,sd,u-10-3
sw2602B-ms98-a-0025,103.590375,103.940375,soldiers,I,sd,u-10-3
sw2602B-ms98-a-0025,103.940375,104.120375,there,I,sd,u-10-3
sw2602B-ms98-a-0025,104.120375,104.220375,but,B,sd,u-10-4
sw2602B-ms98-a-0025,104.220375,104.330375,there,I,sd,u-10-4
sw2602B-ms98-a-0025,104.330375,104.440375,was,I,sd,u-10-4
sw2602B-ms98-a-0025,104.440375,104.770375,also,I,sd,u-10-4
sw2602B-ms98-a-0025,104.770375,104.830375,a,I,sd,u-10-4
sw2602B-ms98-a-0025,104.830375,105.110375,bunch,I,sd,u-10-4
sw2602B-ms98-a-0025,105.110375,105.200375,of,I,sd,u-10-4
sw2602B-ms98-a-0025,105.200375,105.490375,Russian,I,sd,u-10-4
sw2602B-ms98-a-0025,105.490375,105.930375,advisors,I,sd,u-10-4
sw2602B-ms98-a-0025,105.930375,106.070375,that,I,sd,u-10-4
sw2602B-ms98-a-0025,106.070375,106.160375,were,I,sd,u-10-4
sw2602B-ms98-a-0025,106.160375,106.470375,damn,I,sd,u-10-4
sw2602B-ms98-a-0025,106.470375,106.620375,good,I,sd,u-10-4
sw2602B-ms98-a-0025,106.620375,107.190375,shots,I,sd,u-10-4
sw2602B-ms98-a-0027,109.249000,109.319000,the,B,sd,u-10-5
sw2602B-ms98-a-0027,109.319000,109.599000,team,I,sd,u-10-5
sw2602B-ms98-a-0027,109.599000,109.659000,i,I,sd,u-10-5
sw2602B-ms98-a-0027,109.659000,109.849000,was,I,sd,u-10-5
sw2602B-ms98-a-0027,109.849000,110.109000,with,I,sd,u-10-5
sw2602B-ms98-a-0027,110.109000,110.199000,we,I,sd,u-10-5
sw2602B-ms98-a-0027,110.199000,110.519000,jumped,I,sd,u-10-5
sw2602B-ms98-a-0027,110.519000,110.629000,in,I,sd,u-10-5
sw2602B-ms98-a-0027,110.629000,110.729000,on,I,sd,u-10-5
sw2602B-ms98-a-0027,110.729000,110.789000,the,I,sd,u-10-5
sw2602B-ms98-a-0027,110.789000,111.239000,western,I,sd,u-10-5
sw2602B-ms98-a-0027,111.239000,111.549000,tip,I,sd,u-10-5
sw2602B-ms98-a-0027,111.549000,111.679000,of,I,sd,u-10-5
sw2602B-ms98-a-0027,111.779000,111.939000,of,I,sd,u-10-5
sw2602B-ms98-a-0027,111.939000,112.069000,the,I,sd,u-10-5
sw2602B-ms98-a-0027,112.069000,112.369000,island,I,sd,u-10-5
sw2602B-ms98-a-0027,112.369000,112.539000,down,I,sd,u-10-5
sw2602B-ms98-a-0027,112.539000,112.619000,on,I,sd,u-10-5
sw2602B-ms98-a-0027,112.619000,112.889000,Point,I,sd,u-10-5
sw2602B-ms98-a-0027,112.889000,113.629000,Salinas,I,sd,u-10-5
sw2602B-ms98-a-0029,116.110125,116.300125,and,B,sd,u-10-6
sw2602B-ms98-a-0029,116.300125,116.400125,for,I,sd,u-10-6
sw2602B-ms98-a-0029,116.400125,116.590125,every,I,sd,u-10-6
sw2602B-ms98-a-0029,116.590125,117.030125,Cuban,I,sd,u-10-6
sw2602B-ms98-a-0029,117.030125,117.140125,there,I,sd,u-10-6
sw2602B-ms98-a-0029,117.140125,117.250125,was,I,sd,u-10-6
sw2602B-ms98-a-0029,117.250125,117.360125,at,I,sd,u-10-6
sw2602B-ms98-a-0029,117.360125,117.650125,least,I,sd,u-10-6
sw2602B-ms98-a-0029,117.990125,118.370125,five,I,sd,u-10-6
sw2602B-ms98-a-0029,118.590125,118.900125,Russian,I,sd,u-10-6
sw2602B-ms98-a-0029,118.900125,119.630125,advisors,I,sd,u-10-6
sw2602B-ms98-a-0030,120.870625,120.960625,and,B,sd,u-12-1
sw2602B-ms98-a-0030,120.960625,121.050625,they,I,sd,u-12-1
sw2602B-ms98-a-0030,121.050625,121.140625,were,I,sd,u-12-1
sw2602B-ms98-a-0030,121.140625,121.400625,all,I,sd,u-12-1
sw2602B-ms98-a-0030,121.400625,121.900625,shooting,I,sd,u-12-1
sw2602B-ms98-a-0030,121.900625,122.250625,state,I,sd,u-12-1
sw2602B-ms98-a-0030,122.250625,122.370625,of,I,sd,u-12-1
sw2602B-ms98-a-0030,122.370625,122.500625,the,I,sd,u-12-1
sw2602B-ms98-a-0030,122.500625,122.790625,art,I,sd,u-12-1
sw2602B-ms98-a-0030,123.440625,123.840625,Soviet,I,sd,u-12-1
sw2602B-ms98-a-0030,123.840625,124.270625,weapons,I,sd,u-12-1
sw2602B-ms98-a-0032,127.092375,127.172375,in,B,sd,u-12-2
sw2602B-ms98-a-0032,127.172375,127.342375,eighty,I,sd,u-12-2
sw2602B-ms98-a-0032,127.342375,127.832375,four,I,sd,u-12-2
sw2602B-ms98-a-0033,128.806500,128.876500,i,I,sd,u-12-2
sw2602B-ms98-a-0033,128.876500,129.016500,was,I,sd,u-12-2
sw2602B-ms98-a-0033,129.016500,129.236500,down,I,sd,u-12-2
sw2602B-ms98-a-0033,129.236500,129.306500,in,I,sd,u-12-2
sw2602B-ms98-a-0033,129.306500,129.716500,Central,I,sd,u-12-2
sw2602B-ms98-a-0033,129.716500,130.086500,America,I,sd,u-12-2
sw2602B-ms98-a-0033,130.086500,130.176500,as,I,sd,u-12-2
sw2602B-ms98-a-0033,130.176500,130.256500,an,I,sd,u-12-2
sw2602B-ms98-a-0033,130.256500,130.746500,advisor,I,sd,u-12-2
sw2602B-ms98-a-0033,130.746500,130.856500,to,I,sd,u-12-2
sw2602B-ms98-a-0033,130.856500,130.936500,the,I,sd,u-12-2
sw2602B-ms98-a-0033,130.936500,131.326500,Honduran,I,sd,u-12-2
sw2602B-ms98-a-0033,131.326500,131.686500,army,I,sd,u-12-2
sw2602B-ms98-a-0034,133.361250,133.681250,again,B,sd,u-12-3
sw2602B-ms98-a-0034,133.681250,133.771250,we,I,sd,u-12-3
sw2602B-ms98-a-0034,133.771250,133.831250,were,I,sd,u-12-3
sw2602B-ms98-a-0034,133.831250,134.121250,running,I,sd,u-12-3
sw2602B-ms98-a-0034,134.121250,134.231250,up,I,sd,u-12-3
sw2602B-ms98-a-0034,134.231250,134.541250,against,I,sd,u-12-3
sw2602B-ms98-a-0034,134.541250,134.941250,Cubans,I,sd,u-12-3
sw2602B-ms98-a-0034,134.941250,135.201250,quite,I,sd,u-12-3
sw2602B-ms98-a-0034,135.201250,135.261250,a,I,sd,u-12-3
sw2602B-ms98-a-0034,135.261250,135.591250,bit,I,sd,u-12-3
sw2602B-ms98-a-0034,136.241250,136.541250,plus,I,sd,u-12-3
sw2602B-ms98-a-0034,136.541250,136.851250,Soviet,I,sd,u-12-3
sw2602B-ms98-a-0034,136.851250,137.611250,advisors,I,sd,u-12-3
sw2602B-ms98-a-0035,138.616250,138.716250,and,B,sd,u-12-4
sw2602B-ms98-a-0035,138.716250,138.776250,the,I,sd,u-12-4
sw2602B-ms98-a-0035,138.776250,139.166250,equipment,I,sd,u-12-4
sw2602B-ms98-a-0035,139.166250,139.326250,we,I,sd,u-12-4
sw2602B-ms98-a-0035,139.326250,139.396250,were,I,sd,u-12-4
sw2602B-ms98-a-0035,139.396250,139.996250,capturing,I,sd,u-12-4
sw2602B-ms98-a-0035,139.996250,140.096250,and,I,sd,u-12-4
sw2602B-ms98-a-0035,140.096250,140.476250,taking,I,sd,u-12-4
sw2602B-ms98-a-0035,140.476250,140.816250,from,I,sd,u-12-4
sw2602B-ms98-a-0035,140.816250,140.876250,the,I,sd,u-12-4
sw2602B-ms98-a-0035,140.876250,141.844750,Nicaraguans,I,sd,u-12-4
sw2602B-ms98-a-0035,142.336875,142.476250,was,I,sd,u-12-4
sw2602B-ms98-a-0035,142.556250,142.826250,brand,I,sd,u-12-4
sw2602B-ms98-a-0035,142.826250,143.052625,new,I,sd,u-12-4
sw2602B-ms98-a-0035,143.052625,143.196250,out,I,sd,u-12-4
sw2602B-ms98-a-0035,143.196250,143.286250,of,I,sd,u-12-4
sw2602B-ms98-a-0035,143.286250,143.346250,the,I,sd,u-12-4
sw2602B-ms98-a-0035,143.346250,143.686250,crate,I,sd,u-12-4
sw2602B-ms98-a-0035,143.686250,144.116250,Soviet,I,sd,u-12-4
sw2602B-ms98-a-0035,144.116250,144.356250,made,I,sd,u-12-4
sw2602B-ms98-a-0035,144.356250,144.936250,material,I,sd,u-12-4
sw2602B-ms98-a-0036,146.607500,146.687500,do,B,qy,u-12-5
sw2602B-ms98-a-0036,146.687500,146.787500,i,I,qy,u-12-5
sw2602B-ms98-a-0036,146.787500,147.127500,consider,I,qy,u-12-5
sw2602B-ms98-a-0036,147.127500,147.227500,them,I,qy,u-12-5
sw2602B-ms98-a-0036,147.227500,147.287500,a,I,qy,u-12-5
sw2602B-ms98-a-0036,147.287500,147.627500,threat,I,qy,u-12-5
sw2602B-ms98-a-0036,147.627500,148.297500,absolutely,B,na,u-12-6
sw2602B-ms98-a-0037,149.224375,149.314375,they,B,sd,u-12-7
sw2602B-ms98-a-0037,149.314375,149.404375,have,I,sd,u-12-7
sw2602B-ms98-a-0037,149.404375,149.434375,a,I,sd,u-12-7
sw2602B-ms98-a-0037,149.434375,150.054375,university,I,sd,u-12-7
sw2602B-ms98-a-0037,150.054375,150.144375,in,I,sd,u-12-7
sw2602B-ms98-a-0037,150.144375,150.624375,Moscow,I,sd,u-12-7
sw2602B-ms98-a-0037,150.624375,150.844375,called,I,sd,u-12-7
sw2602B-ms98-a-0037,150.844375,150.904375,the,I,sd,u-12-7
sw2602B-ms98-a-0037,150.904375,151.414375,Patrice,I,sd,u-12-7
sw2602B-ms98-a-0037,151.594375,151.654375,de,I,sd,u-12-7
sw2602B-ms98-a-0037,151.654375,151.994375,Lamumba,I,sd,u-12-7
sw2602B-ms98-a-0037,151.994375,152.744375,University,I,sd,u-12-7
sw2602B-ms98-a-0039,154.481375,154.701375,about,B,sd,u-12-8
sw2602B-ms98-a-0039,154.701375,154.921375,like,I,sd,u-12-8
sw2602B-ms98-a-0039,154.921375,155.001375,A,I,sd,u-12-8
sw2602B-ms98-a-0039,155.001375,155.161375,and,I,sd,u-12-8
sw2602B-ms98-a-0039,155.161375,155.261375,M,I,sd,u-12-8
sw2602B-ms98-a-0039,155.261375,155.351375,or,I,sd,u-12-8
sw2602B-ms98-a-0039,155.351375,155.751375,UT,I,sd,u-12-8
sw2602B-ms98-a-0039,155.751375,155.851375,where,I,sd,u-12-8
