sw3151A-ms98-a-0002,6.222000,6.772000,well,B,nd,u-2-1
sw3151A-ms98-a-0007,30.198250,30.449375,end,I,sd,u-4-2
sw3151A-ms98-a-0007,30.449375,30.529375,of,I,sd,u-4-2
sw3151A-ms98-a-0007,30.529375,30.729375,it,I,sd,u-4-2
sw3151A-ms98-a-0007,30.729375,30.829375,you,I,sd,u-4-2
sw3151A-ms98-a-0007,30.829375,31.108500,know,I,sd,u-4-2
sw3151A-ms98-a-0007,31.251625,31.545250,i,B,sv,u-6-1
sw3151A-ms98-a-0007,31.545250,31.722375,i,I,sv,u-6-1
sw3151A-ms98-a-0007,31.722375,31.899375,think,I,sv,u-6-1
sw3151A-ms98-a-0007,31.899375,32.019375,they,I,sv,u-6-1
sw3151A-ms98-a-0007,32.019375,32.259375,should,I,sv,u-6-1
sw3151A-ms98-a-0007,32.259375,32.639375,test,I,sv,u-6-1
sw3151A-ms98-a-0007,32.639375,32.829375,more,I,sv,u-6-1
sw3151A-ms98-a-0007,32.829375,33.049375,than,I,sv,u-6-1
sw3151A-ms98-a-0007,33.049375,33.439375,once,I,sv,u-6-1
sw3151A-ms98-a-0008,34.200500,34.470500,it,B,%,u-8-1
sw3151A-ms98-a-0010,44.827375,45.285375,um-hum,B,b,u-12-1
sw3151A-ms98-a-0012,52.871375,53.231375,that's,B,aa,u-14-1
sw3151A-ms98-a-0012,53.231375,53.791375,right,I,aa,u-14-1
sw3151A-ms98-a-0014,58.021000,58.550875,um-hum,B,aa,u-18-1
sw3151A-ms98-a-0014,58.897500,59.208375,um-hum,B,aa^r,u-18-2
sw3151A-ms98-a-0014,59.630125,59.751000,there's,B,sv,u-20-1
sw3151A-ms98-a-0014,59.751000,59.861000,so,I,sv,u-20-1
sw3151A-ms98-a-0014,59.861000,60.131000,many,I,sv,u-20-1
sw3151A-ms98-a-0014,60.131000,60.631000,jobs,I,sv,u-20-1
sw3151A-ms98-a-0014,60.631000,60.891000,that,I,sv,u-20-1
sw3151A-ms98-a-0014,60.891000,61.401500,uh,I,sv,u-20-1
sw3151A-ms98-a-0014,62.083250,62.531000,really,B,+,u-22-1
sw3151A-ms98-a-0014,62.531000,62.711000,have,I,+,u-22-1
sw3151A-ms98-a-0014,62.711000,62.901000,other,I,+,u-22-1
sw3151A-ms98-a-0014,62.901000,63.301000,people's,I,+,u-22-1
sw3151A-ms98-a-0014,63.301000,63.711000,lives,I,+,u-22-1
sw3151A-ms98-a-0014,63.711000,63.781000,in,I,+,u-22-1
sw3151A-ms98-a-0014,63.781000,63.921000,their,I,+,u-22-1
sw3151A-ms98-a-0014,63.921000,64.431000,hands,I,+,u-22-1
sw3151A-ms98-a-0014,64.431000,64.561000,or,I,+,u-22-1
sw3151A-ms98-a-0014,64.561000,64.871000,even,I,+,u-22-1
sw3151A-ms98-a-0014,64.871000,65.061000,their,I,+,u-22-1
sw3151A-ms98-a-0014,65.061000,65.321000,own,I,+,u-22-1
sw3151A-ms98-a-0014,65.321000,65.828625,life,I,+,u-22-1
sw3151A-ms98-a-0014,66.035750,66.281000,and,B,%,u-22-2
sw3151A-ms98-a-0014,66.281000,66.461000,you,I,%,u-22-2
sw3151A-ms98-a-0014,66.461000,66.681000,know,I,%,u-22-2
sw3151A-ms98-a-0014,66.681000,66.861000,and,I,%,u-22-2
sw3151A-ms98-a-0014,66.861000,67.131000,it's,I,%,u-22-2
sw3151A-ms98-a-0014,67.131000,67.512750,uh,I,%,u-22-2
sw3151A-ms98-a-0015,69.001625,69.311625,uh,B,qh,u-24-1
sw3151A-ms98-a-0015,69.311625,69.541625,how,I,qh,u-24-1
sw3151A-ms98-a-0015,69.541625,69.721625,can,I,qh,u-24-1
sw3151A-ms98-a-0015,69.721625,69.791625,you,I,qh,u-24-1
sw3151A-ms98-a-0015,69.791625,69.931625,do,I,qh,u-24-1
sw3151A-ms98-a-0015,69.931625,70.181625,anything,I,qh,u-24-1
sw3151A-ms98-a-0015,70.181625,70.391625,about,I,qh,u-24-1
sw3151A-ms98-a-0015,70.391625,70.441625,a,I,qh,u-24-1
sw3151A-ms98-a-0015,70.441625,70.901625,problem,I,qh,u-24-1
sw3151A-ms98-a-0015,70.901625,71.361625,besides,I,qh,u-24-1
sw3151A-ms98-a-0015,71.361625,71.471625,if,I,qh,u-24-1
sw3151A-ms98-a-0015,71.471625,71.551625,you,I,qh,u-24-1
sw3151A-ms98-a-0015,71.551625,71.781625,don't,I,qh,u-24-1
sw3151A-ms98-a-0015,71.781625,71.911625,know,I,qh,u-24-1
sw3151A-ms98-a-0015,71.911625,72.271625,about,I,qh,u-24-1
sw3151A-ms98-a-0015,72.271625,72.503750,it,I,qh,u-24-1
sw3151A-ms98-a-0016,73.237625,73.367625,you,B,sv,u-26-1
sw3151A-ms98-a-0016,73.367625,73.517625,know,I,sv,u-26-1
sw3151A-ms98-a-0016,73.517625,73.647625,and,I,sv,u-26-1
sw3151A-ms98-a-0016,73.647625,73.747625,i,I,sv,u-26-1
sw3151A-ms98-a-0016,73.747625,74.107625,just,I,sv,u-26-1
sw3151A-ms98-a-0016,74.107625,74.447625,um,I,sv,u-26-1
sw3151A-ms98-a-0017,76.255375,76.481000,i,I,sv,u-26-1
sw3151A-ms98-a-0017,76.481000,76.631625,i,I,sv,u-26-1
sw3151A-ms98-a-0017,76.631625,76.838375,think,I,sv,u-26-1
sw3151A-ms98-a-0017,76.838375,76.925375,there,B,+,u-28-1
sw3151A-ms98-a-0017,76.925375,77.479250,definitely,I,+,u-28-1
sw3151A-ms98-a-0017,77.479250,77.725375,needs,I,+,u-28-1
sw3151A-ms98-a-0017,77.725375,77.835375,to,I,+,u-28-1
sw3151A-ms98-a-0017,77.835375,77.965375,be,I,+,u-28-1
sw3151A-ms98-a-0017,77.965375,78.155375,some,I,+,u-28-1
sw3151A-ms98-a-0017,78.155375,78.725375,control,I,+,u-28-1
sw3151A-ms98-a-0017,78.725375,79.009875,to,I,+,u-28-1
sw3151A-ms98-a-0017,79.009875,79.261000,it,I,+,u-28-1
sw3151A-ms98-a-0017,79.704000,79.911125,i,B,sv,u-28-2
sw3151A-ms98-a-0017,79.911125,80.225375,guess,I,sv,u-28-2
sw3151A-ms98-a-0017,80.225375,80.395375,it,I,sv,u-28-2
sw3151A-ms98-a-0017,80.395375,80.595375,is,I,sv,u-28-2
sw3151A-ms98-a-0017,80.595375,81.095375,possible,I,sv,u-28-2
sw3151A-ms98-a-0017,81.095375,81.215375,to,I,sv,u-28-2
sw3151A-ms98-a-0017,81.215375,81.425375,have,I,sv,u-28-2
sw3151A-ms98-a-0017,81.425375,81.515375,a,I,sv,u-28-2
sw3151A-ms98-a-0017,81.515375,81.995375,false,I,sv,u-28-2
sw3151A-ms98-a-0018,82.995750,83.525750,positive,I,sv,u-28-2
sw3151A-ms98-a-0018,83.525750,84.285750,report,I,sv,u-28-2
sw3151A-ms98-a-0020,94.327500,94.779875,um-hum,B,b,u-32-1
sw3151A-ms98-a-0022,97.351250,97.922750,um-hum,B,b,u-34-1
sw3151A-ms98-a-0024,102.305500,102.610500,or,B,sv,u-36-1
sw3151A-ms98-a-0024,102.610500,103.044375,somebody's,I,sv,u-36-1
sw3151A-ms98-a-0024,103.044375,103.435500,test,I,sv,u-36-1
sw3151A-ms98-a-0024,103.435500,103.595500,get,I,sv,u-36-1
sw3151A-ms98-a-0024,103.595500,103.865500,mixed,I,sv,u-36-1
sw3151A-ms98-a-0024,103.865500,104.005500,up,I,sv,u-36-1
sw3151A-ms98-a-0024,104.005500,104.115500,with,I,sv,u-36-1
sw3151A-ms98-a-0024,104.115500,104.525500,somebody,I,sv,u-36-1
sw3151A-ms98-a-0024,104.525500,105.035500,else's,I,sv,u-36-1
sw3151A-ms98-a-0024,105.285500,105.377000,i,B,sv,u-38-1
sw3151A-ms98-a-0024,105.377000,105.535500,mean,I,sv,u-38-1
sw3151A-ms98-a-0024,105.535500,105.755500,those,I,sv,u-38-1
sw3151A-ms98-a-0024,105.755500,106.085500,things,I,sv,u-38-1
sw3151A-ms98-a-0024,106.085500,106.305500,do,I,sv,u-38-1
sw3151A-ms98-a-0024,106.305500,106.925500,happen,I,sv,u-38-1
sw3151A-ms98-a-0025,108.058875,108.474250,uh,B,sd,u-40-1
sw3151A-ms98-a-0025,108.624875,108.761375,i,I,sd,u-40-1
sw3151A-ms98-a-0025,108.761375,109.098875,certainly,I,sd,u-40-1
sw3151A-ms98-a-0025,109.098875,109.308875,wouldn't,I,sd,u-40-1
sw3151A-ms98-a-0025,109.308875,109.508875,want,I,sd,u-40-1
sw3151A-ms98-a-0025,109.508875,109.868875,people's,I,sd,u-40-1
sw3151A-ms98-a-0025,109.868875,110.318875,lives,I,sd,u-40-1
sw3151A-ms98-a-0025,110.738875,111.339250,ruined,I,sd,u-40-1
sw3151A-ms98-a-0025,112.043625,112.421375,uh,B,+,u-42-1
sw3151A-ms98-a-0025,112.760375,113.468875,wrongly,I,+,u-42-1
sw3151A-ms98-a-0027,124.998750,125.437625,uh-huh,B,b,u-44-1
sw3151A-ms98-a-0029,131.323750,131.735250,uh-huh,B,b,u-46-1
sw3151A-ms98-a-0031,135.998500,136.397125,uh-huh,B,b,u-48-1
sw3151A-ms98-a-0033,145.218500,145.649250,um-hum,B,b,u-50-1
sw3151A-ms98-a-0035,151.864875,152.274875,yeah,B,aa,u-52-1
sw3151A-ms98-a-0035,152.274875,152.384875,and,B,sv,u-52-2
sw3151A-ms98-a-0035,152.384875,152.464875,you,I,sv,u-52-2
sw3151A-ms98-a-0035,152.464875,152.764875,maybe,I,sv,u-52-2
sw3151A-ms98-a-0035,152.764875,152.964875,need,I,sv,u-52-2
sw3151A-ms98-a-0035,152.964875,153.064250,to,I,sv,u-52-2
sw3151A-ms98-a-0035,153.064250,153.294875,look,I,sv,u-52-2
sw3151A-ms98-a-0035,153.294875,153.394875,for,I,sv,u-52-2
sw3151A-ms98-a-0035,153.394875,153.624875,some,I,sv,u-52-2
sw3151A-ms98-a-0035,153.624875,153.824875,other,I,sv,u-52-2
sw3151A-ms98-a-0035,153.824875,154.094875,type,I,sv,u-52-2
sw3151A-ms98-a-0035,154.094875,154.164875,of,I,sv,u-52-2
sw3151A-ms98-a-0035,154.164875,154.504875,job,I,sv,u-52-2
sw3151A-ms98-a-0035,154.504875,154.644875,to,I,sv,u-52-2
sw3151A-ms98-a-0035,154.644875,155.054875,do,I,sv,u-52-2
sw3151A-ms98-a-0035,155.054875,155.354875,that,B,+,u-54-1
sw3151A-ms98-a-0035,155.354875,155.625625,uh,I,+,u-54-1
sw3151A-ms98-a-0035,156.232000,156.524875,doesn't,I,+,u-54-1
sw3151A-ms98-a-0035,156.524875,156.994875,require,I,+,u-54-1
sw3151A-ms98-a-0035,156.994875,157.064875,the,I,+,u-54-1
sw3151A-ms98-a-0035,157.064875,157.684875,testing,I,+,u-54-1
sw3151A-ms98-a-0037,160.235500,160.755500,uh,B,sv,u-56-1
sw3151A-ms98-a-0038,161.620125,161.770125,to,I,sv,u-56-1
sw3151A-ms98-a-0038,161.770125,162.378500,me,I,sv,u-56-1
sw3151A-ms98-a-0040,164.319750,164.769750,it's,I,sv,u-56-1
sw3151A-ms98-a-0040,164.919750,165.059750,to,I,sv,u-56-1
sw3151A-ms98-a-0040,165.059750,165.279750,me,I,sv,u-56-1
sw3151A-ms98-a-0040,165.279750,165.489750,it's,I,sv,u-56-1
sw3151A-ms98-a-0040,165.489750,165.709750,not,I,sv,u-56-1
sw3151A-ms98-a-0040,165.709750,165.769750,an,I,sv,u-56-1
sw3151A-ms98-a-0040,165.769750,166.269750,invasion,I,sv,u-56-1
sw3151A-ms98-a-0040,166.269750,166.339750,of,I,sv,u-56-1
sw3151A-ms98-a-0040,166.339750,167.049750,privacy,I,sv,u-56-1
sw3151A-ms98-a-0040,167.049750,167.139750,i,B,sv,u-56-2
sw3151A-ms98-a-0040,167.139750,167.399750,think,I,sv,u-56-2
sw3151A-ms98-a-0040,167.399750,167.582125,it's,I,sv,u-56-2
sw3151A-ms98-a-0040,167.838250,168.209750,people,I,sv,u-56-2
sw3151A-ms98-a-0040,168.209750,168.399750,have,I,sv,u-56-2
sw3151A-ms98-a-0040,168.399750,168.499750,a,I,sv,u-56-2
sw3151A-ms98-a-0040,168.499750,168.809750,right,I,sv,u-56-2
sw3151A-ms98-a-0040,168.809750,168.909750,to,I,sv,u-56-2
sw3151A-ms98-a-0040,168.909750,169.249750,know,I,sv,u-56-2
sw3151A-ms98-a-0040,169.249750,169.496750,if,I,sv,u-56-2
sw3151A-ms98-a-0040,169.496750,169.849750,if,I,sv,u-56-2
sw3151A-ms98-a-0040,169.849750,169.949750,uh,I,sv,u-56-2
sw3151A-ms98-a-0040,169.949750,170.311125,their,I,sv,u-56-2
sw3151A-ms98-a-0040,171.139750,171.339750,their,I,sv,u-56-2
sw3151A-ms98-a-0040,171.339750,171.639750,life,I,sv,u-56-2
sw3151A-ms98-a-0040,171.639750,171.909750,maybe,I,sv,u-56-2
sw3151A-ms98-a-0040,171.909750,171.999750,is,I,sv,u-56-2
sw3151A-ms98-a-0040,171.999750,172.179750,in,I,sv,u-56-2
sw3151A-ms98-a-0040,172.179750,172.729750,jeopardy,I,sv,u-56-2
sw3151A-ms98-a-0040,172.729750,173.219750,or,I,sv,u-56-2
sw3151A-ms98-a-0040,173.219750,173.609750,uh,I,sv,u-56-2
sw3151A-ms98-a-0042,175.527125,176.023500,yeah,B,+,u-58-1
sw3151A-ms98-a-0042,176.146125,176.307125,their,B,sv,u-58-2
sw3151A-ms98-a-0042,176.307125,176.744750,work,I,sv,u-58-2
sw3151A-ms98-a-0042,176.927125,177.062375,the,I,sv,u-58-2
sw3151A-ms98-a-0042,177.062375,177.303500,work,I,sv,u-58-2
sw3151A-ms98-a-0042,177.303500,177.416000,they're,I,sv,u-58-2
sw3151A-ms98-a-0042,177.416000,177.687125,doing,I,sv,u-58-2
sw3151A-ms98-a-0042,177.687125,177.817125,for,I,sv,u-58-2
sw3151A-ms98-a-0042,177.817125,177.927125,their,I,sv,u-58-2
sw3151A-ms98-a-0042,177.927125,178.617125,company,I,sv,u-58-2
sw3151A-ms98-a-0043,179.770000,180.070000,uh,B,sv,u-58-3
sw3151A-ms98-a-0043,180.070000,180.280000,those,I,sv,u-58-3
sw3151A-ms98-a-0043,180.280000,180.570000,things,I,sv,u-58-3
sw3151A-ms98-a-0043,180.570000,180.650000,are,I,sv,u-58-3
sw3151A-ms98-a-0043,180.650000,180.840000,all,I,sv,u-58-3
sw3151A-ms98-a-0043,180.840000,181.360000,affected,I,sv,u-58-3
sw3151A-ms98-a-0043,181.360000,181.500000,if,B,sv,u-58-4
sw3151A-ms98-a-0043,181.500000,181.740000,not,I,sv,u-58-4
sw3151A-ms98-a-0043,181.740000,182.547750,immediately,I,sv,u-58-4
sw3151A-ms98-a-0043,182.660750,182.960000,it,I,sv,u-58-4
sw3151A-ms98-a-0043,182.960000,183.380000,certainly,I,sv,u-58-4
sw3151A-ms98-a-0043,183.380000,183.738125,does,I,sv,u-58-4
sw3151A-ms98-a-0043,183.738125,184.590000,eventually,I,sv,u-58-4
sw3151A-ms98-a-0044,185.486250,185.616000,i,B,sv,u-60-1
sw3151A-ms98-a-0044,185.616000,185.816250,think,I,sv,u-60-1
sw3151A-ms98-a-0044,185.816250,186.106250,that's,I,sv,u-60-1
sw3151A-ms98-a-0044,186.106250,186.256250,where,I,sv,u-60-1
sw3151A-ms98-a-0044,186.256250,186.306250,a,I,sv,u-60-1
sw3151A-ms98-a-0044,186.306250,186.526250,lot,I,sv,u-60-1
sw3151A-ms98-a-0044,186.526250,186.596250,of,I,sv,u-60-1
sw3151A-ms98-a-0044,186.596250,186.656250,the,I,sv,u-60-1
sw3151A-ms98-a-0044,186.656250,187.146250,problem,I,sv,u-60-1
sw3151A-ms98-a-0044,187.146250,187.306250,is,I,sv,u-60-1
sw3151A-ms98-a-0044,187.306250,187.446250,at,I,sv,u-60-1
sw3151A-ms98-a-0044,187.446250,187.836250,first,I,sv,u-60-1
sw3151A-ms98-a-0044,187.836250,187.936250,it,B,sv,u-60-2
sw3151A-ms98-a-0044,187.936250,188.366250,doesn't,I,sv,u-60-2
sw3151A-ms98-a-0044,188.366250,188.676250,seem,I,sv,u-60-2
sw3151A-ms98-a-0044,188.676250,189.033750,to,I,sv,u-60-2
sw3151A-ms98-a-0045,190.195250,190.661125,uh,I,sv,u-60-2
sw3151A-ms98-a-0045,191.132000,191.715250,bother,I,sv,u-60-2
sw3151A-ms98-a-0045,191.715250,191.795250,the,I,sv,u-60-2
sw3151A-ms98-a-0045,191.795250,192.325250,quality,I,sv,u-60-2
sw3151A-ms98-a-0045,192.325250,192.495250,of,I,sv,u-60-2
sw3151A-ms98-a-0045,192.495250,192.931125,work,I,sv,u-60-2
sw3151A-ms98-a-0046,193.769875,193.989875,but,B,sv,u-62-1
sw3151A-ms98-a-0046,193.989875,194.529875,eventually,I,sv,u-62-1
sw3151A-ms98-a-0046,194.529875,194.649875,it,I,sv,u-62-1
sw3151A-ms98-a-0046,194.649875,195.129875,does,I,sv,u-62-1
sw3151A-ms98-a-0048,201.098250,201.606000,um-hum,B,aa,u-64-1
sw3151A-ms98-a-0048,201.820625,202.218250,um-hum,B,aa^r,u-64-2
sw3151A-ms98-a-0049,203.394875,203.824875,um-hum,B,b,u-66-1
sw3151A-ms98-a-0050,205.273750,205.573750,course,B,sd,u-68-1
sw3151A-ms98-a-0050,205.573750,205.729125,i,I,sd,u-68-1
sw3151A-ms98-a-0050,205.729125,205.893750,feel,I,sd,u-68-1
sw3151A-ms98-a-0050,205.893750,206.003750,the,I,sd,u-68-1
sw3151A-ms98-a-0050,206.003750,206.283750,same,I,sd,u-68-1
sw3151A-ms98-a-0050,206.283750,206.463750,way,I,sd,u-68-1
sw3151A-ms98-a-0050,206.463750,206.613750,on,I,sd,u-68-1
sw3151A-ms98-a-0050,206.613750,206.706250,the,I,sd,u-68-1
sw3151A-ms98-a-0050,206.706250,207.043750,AIDS,I,sd,u-68-1
sw3151A-ms98-a-0050,207.043750,207.703750,problem,I,sd,u-68-1
sw3151A-ms98-a-0051,208.616750,208.826750,i,B,sv,u-68-2
sw3151A-ms98-a-0051,208.826750,209.040625,i,I,sv,u-68-2
sw3151A-ms98-a-0051,209.040625,209.216750,don't,I,sv,u-68-2
sw3151A-ms98-a-0051,209.216750,209.426750,think,I,sv,u-68-2
sw3151A-ms98-a-0051,209.426750,209.686750,that's,I,sv,u-68-2
sw3151A-ms98-a-0051,209.686750,209.756750,an,I,sv,u-68-2
sw3151A-ms98-a-0051,209.756750,210.306750,invasion,I,sv,u-68-2
sw3151A-ms98-a-0051,210.306750,210.416750,of,I,sv,u-68-2
sw3151A-ms98-a-0051,210.416750,210.986750,privacy,I,sv,u-68-2
sw3151A-ms98-a-0051,210.986750,211.226750,that's,B,sd,u-68-3
sw3151A-ms98-a-0051,211.446750,211.616750,the,I,sd,u-68-3
sw3151A-ms98-a-0051,211.616750,211.856750,only,I,sd,u-68-3
sw3151A-ms98-a-0051,211.856750,212.496750,communicable,I,sd,u-68-3
sw3151A-ms98-a-0051,212.496750,213.026750,disease,I,sd,u-68-3
sw3151A-ms98-a-0051,213.026750,213.387375,that,I,sd,u-68-3
sw3151A-ms98-a-0051,214.035125,214.246750,they're,I,sd,u-68-3
sw3151A-ms98-a-0051,214.246750,214.426750,not,I,sd,u-68-3
sw3151A-ms98-a-0051,214.426750,214.746750,allowed,I,sd,u-68-3
sw3151A-ms98-a-0051,214.746750,214.816750,to,I,sd,u-68-3
sw3151A-ms98-a-0051,214.816750,215.056750,test,I,sd,u-68-3
sw3151A-ms98-a-0051,215.056750,215.496750,for,I,sd,u-68-3
sw3151A-ms98-a-0052,216.436000,216.626000,you,B,+,u-70-1
sw3151A-ms98-a-0052,216.626000,216.746000,know,I,+,u-70-1
sw3151A-ms98-a-0052,216.746000,216.886000,and,B,sv,u-70-2
sw3151A-ms98-a-0052,216.886000,217.056000,it's,I,sv,u-70-2
sw3151A-ms98-a-0052,217.056000,217.596000,destroying,I,sv,u-70-2
sw3151A-ms98-a-0052,217.596000,217.647625,a,I,sv,u-70-2
sw3151A-ms98-a-0052,217.647625,217.786000,lot,I,sv,u-70-2
sw3151A-ms98-a-0052,217.786000,217.876000,of,I,sv,u-70-2
sw3151A-ms98-a-0052,217.876000,218.206000,people's,B,+,u-72-1
sw3151A-ms98-a-0052,218.206000,218.706000,lives,I,+,u-72-1
sw3151A-ms98-a-0053,220.288250,220.849875,yeah,B,aa,u-74-1
sw3151A-ms98-a-0053,220.974250,221.118250,and,B,sv,u-74-2
sw3151A-ms98-a-0053,221.118250,221.258250,it's,I,sv,u-74-2
sw3151A-ms98-a-0053,221.258250,221.458250,you,I,sv,u-74-2
sw3151A-ms98-a-0053,221.458250,221.538250,know,I,sv,u-74-2
sw3151A-ms98-a-0053,221.538250,221.711000,it's,I,sv,u-74-2
sw3151A-ms98-a-0053,221.838250,222.048250,it's,I,sv,u-74-2
sw3151A-ms98-a-0053,222.048250,222.538250,destroying,I,sv,u-74-2
sw3151A-ms98-a-0053,222.538250,222.908250,people's,I,sv,u-74-2
sw3151A-ms98-a-0053,222.908250,223.341000,lives,I,sv,u-74-2
sw3151A-ms98-a-0053,223.341000,223.442750,and,B,sv,u-74-3
sw3151A-ms98-a-0053,223.442750,223.588250,i,I,sv,u-74-3
sw3151A-ms98-a-0053,223.588250,223.730625,i,I,sv,u-74-3
sw3151A-ms98-a-0053,223.730625,224.198250,think,I,sv,u-74-3
sw3151A-ms98-a-0054,225.167625,225.407625,that,I,sv,u-74-3
sw3151A-ms98-a-0054,225.407625,225.887625,person,I,sv,u-74-3
sw3151A-ms98-a-0054,225.887625,226.227625,plus,I,sv,u-74-3
sw3151A-ms98-a-0054,226.227625,226.777625,anybody,I,sv,u-74-3
sw3151A-ms98-a-0054,226.777625,226.917625,in,I,sv,u-74-3
sw3151A-ms98-a-0054,226.917625,227.487625,danger,I,sv,u-74-3
sw3151A-ms98-a-0054,227.487625,227.847875,should,I,sv,u-74-3
sw3151A-ms98-a-0054,227.965875,228.286000,should,I,sv,u-74-3
sw3151A-ms98-a-0054,228.286000,228.407625,b[e]-,I,sv,u-74-3
sw3151A-ms98-a-0054,228.407625,228.627625,know,I,sv,u-74-3
sw3151A-ms98-a-0054,228.627625,228.967625,about,I,sv,u-74-3
sw3151A-ms98-a-0054,228.967625,229.057625,it,I,sv,u-74-3
sw3151A-ms98-a-0054,229.057625,229.147625,and,I,sv,u-74-3
sw3151A-ms98-a-0054,229.147625,229.277625,be,I,sv,u-74-3
sw3151A-ms98-a-0054,229.277625,229.627625,aware,I,sv,u-74-3
sw3151A-ms98-a-0054,229.627625,229.727625,of,I,sv,u-74-3
sw3151A-ms98-a-0054,229.727625,229.939750,it,I,sv,u-74-3
sw3151A-ms98-a-0056,232.017375,232.786750,so,O,,
sw3151A-ms98-a-0056,232.786750,232.956250,i,B,h,u-76-1
sw3151A-ms98-a-0056,232.956250,233.112750,don't,I,h,u-76-1
sw3151A-ms98-a-0056,233.112750,233.342750,know,I,h,u-76-1
sw3151A-ms98-a-0056,233.342750,233.612750,it's,B,sv,u-76-2
sw3151A-ms98-a-0056,233.612750,233.772750,it's,I,sv,u-76-2
sw3151A-ms98-a-0056,233.772750,234.002750,kind,I,sv,u-76-2
sw3151A-ms98-a-0056,234.002750,234.082750,of,I,sv,u-76-2
sw3151A-ms98-a-0056,234.082750,234.392750,hard,I,sv,u-76-2
