sw2630B-ms98-a-0002,0.974875,2.112875,[laughter],O,,
sw2630B-ms98-a-0017,64.438750,64.667250,is,I,sd,u-24-2
sw2630B-ms98-a-0017,64.667250,64.887250,that,I,sd,u-24-2
sw2630B-ms98-a-0017,64.887250,65.007250,you,I,sd,u-24-2
sw2630B-ms98-a-0017,65.007250,65.226625,can,I,sd,u-24-2
sw2630B-ms98-a-0017,65.226625,65.657250,always,I,sd,u-24-2
sw2630B-ms98-a-0017,65.657250,66.097250,learn,I,sd,u-24-2
sw2630B-ms98-a-0017,66.097250,66.167250,a,I,sd,u-24-2
sw2630B-ms98-a-0017,66.167250,66.633625,job,I,sd,u-24-2
sw2630B-ms98-a-0018,68.014375,68.193000,[vocalized-noise],O,,
sw2630B-ms98-a-0019,68.701500,69.461500,uh,B,sd,u-26-1
sw2630B-ms98-a-0019,69.461500,69.711500,but,I,sd,u-26-1
sw2630B-ms98-a-0019,69.711500,69.871500,what,I,sd,u-26-1
sw2630B-ms98-a-0019,69.871500,70.021500,you,I,sd,u-26-1
sw2630B-ms98-a-0019,70.021500,70.431500,can't,I,sd,u-26-1
sw2630B-ms98-a-0019,70.431500,70.931500,learn,I,sd,u-26-1
sw2630B-ms98-a-0019,70.931500,71.507500,uh,I,sd,u-26-1
sw2630B-ms98-a-0019,72.015875,72.261500,on,I,sd,u-26-1
sw2630B-ms98-a-0019,72.261500,72.351500,a,I,sd,u-26-1
sw2630B-ms98-a-0019,72.351500,72.773375,job,I,sd,u-26-1
sw2630B-ms98-a-0019,73.338250,73.838750,is,I,sd,u-26-1
sw2630B-ms98-a-0020,74.661750,74.791750,a,I,sd,u-26-1
sw2630B-ms98-a-0020,74.791750,75.131750,good,I,sd,u-26-1
sw2630B-ms98-a-0020,75.131750,75.601750,solid,I,sd,u-26-1
sw2630B-ms98-a-0020,75.601750,75.731750,well,I,sd,u-26-1
sw2630B-ms98-a-0020,75.731750,75.811750,r[ounded]-,I,sd,u-26-1
sw2630B-ms98-a-0020,75.811750,76.121750,well,I,sd,u-26-1
sw2630B-ms98-a-0020,76.121750,76.511750,rounded,I,sd,u-26-1
sw2630B-ms98-a-0020,76.511750,77.409250,education,I,sd,u-26-1
sw2630B-ms98-a-0021,78.491375,78.717625,that's,B,aa,u-28-1
sw2630B-ms98-a-0021,78.717625,78.907625,right,I,aa,u-28-1
sw2630B-ms98-a-0021,78.907625,79.057625,you,I,aa,u-28-1
sw2630B-ms98-a-0021,79.057625,79.197625,know,I,aa,u-28-1
sw2630B-ms98-a-0021,79.197625,79.327625,the,B,sd,u-28-2
sw2630B-ms98-a-0021,79.327625,79.937625,Renaissance,I,sd,u-28-2
sw2630B-ms98-a-0021,79.937625,80.349125,man,I,sd,u-28-2
sw2630B-ms98-a-0021,81.613875,82.172125,and,B,sv,u-30-1
sw2630B-ms98-a-0021,82.172125,82.415125,uh,I,sv,u-30-1
sw2630B-ms98-a-0021,82.724000,82.897625,and,I,sv,u-30-1
sw2630B-ms98-a-0021,82.897625,83.007625,if,I,sv,u-30-1
sw2630B-ms98-a-0021,83.007625,83.117625,you,I,sv,u-30-1
sw2630B-ms98-a-0021,83.117625,83.337625,get,I,sv,u-30-1
sw2630B-ms98-a-0021,83.337625,83.517625,that,I,sv,u-30-1
sw2630B-ms98-a-0021,83.517625,83.627625,you,I,sv,u-30-1
sw2630B-ms98-a-0021,83.627625,83.817625,can,I,sv,u-30-1
sw2630B-ms98-a-0021,83.817625,83.977625,and,B,sv,u-30-2
sw2630B-ms98-a-0021,83.977625,84.107625,if,I,sv,u-30-2
sw2630B-ms98-a-0021,84.107625,84.257625,you,I,sv,u-30-2
sw2630B-ms98-a-0021,84.257625,84.437625,do,I,sv,u-30-2
sw2630B-ms98-a-0021,84.437625,84.807625,well,I,sv,u-30-2
sw2630B-ms98-a-0021,84.807625,84.937625,you,I,sv,u-30-2
sw2630B-ms98-a-0021,84.937625,85.222000,can,I,sv,u-30-2
sw2630B-ms98-a-0021,85.858500,85.997625,you,I,sv,u-30-2
sw2630B-ms98-a-0021,85.997625,86.167625,can,I,sv,u-30-2
sw2630B-ms98-a-0021,86.167625,86.387625,learn,I,sv,u-30-2
sw2630B-ms98-a-0021,86.387625,86.467625,a,I,sv,u-30-2
sw2630B-ms98-a-0021,86.467625,86.884000,job,I,sv,u-30-2
sw2630B-ms98-a-0023,89.737250,89.912375,that's,B,aa,u-32-1
sw2630B-ms98-a-0023,89.912375,90.312375,exactly,I,aa,u-32-1
sw2630B-ms98-a-0023,90.312375,90.552375,right,I,aa,u-32-1
sw2630B-ms98-a-0025,93.149500,93.449875,that's,B,aa,u-34-1
sw2630B-ms98-a-0025,93.449875,93.669875,right,I,aa,u-34-1
sw2630B-ms98-a-0025,93.669875,94.469875,so,B,sd(^q),u-36-1
sw2630B-ms98-a-0025,94.469875,94.559875,the,I,sd(^q),u-36-1
sw2630B-ms98-a-0025,94.559875,94.999875,advice,I,sd(^q),u-36-1
sw2630B-ms98-a-0025,94.999875,95.179875,we,I,sd(^q),u-36-1
sw2630B-ms98-a-0025,95.179875,95.449875,gave,I,sd(^q),u-36-1
sw2630B-ms98-a-0025,95.449875,95.649875,to,I,sd(^q),u-36-1
sw2630B-ms98-a-0025,95.649875,96.067500,them,I,sd(^q),u-36-1
sw2630B-ms98-a-0025,96.319875,96.671125,was,B,+,u-38-1
sw2630B-ms98-a-0025,96.980000,97.159875,number,I,+,u-38-1
sw2630B-ms98-a-0025,97.159875,97.389875,one,I,+,u-38-1
sw2630B-ms98-a-0025,97.389875,97.699875,visit,I,+,u-38-1
sw2630B-ms98-a-0025,97.699875,97.759875,the,I,+,u-38-1
sw2630B-ms98-a-0025,97.759875,98.554250,colleges,I,+,u-38-1
sw2630B-ms98-a-0025,98.554250,98.749875,that,B,+,u-40-1
sw2630B-ms98-a-0025,98.749875,98.889875,you're,I,+,u-40-1
sw2630B-ms98-a-0025,98.889875,99.249875,thinking,I,+,u-40-1
sw2630B-ms98-a-0025,99.249875,99.593250,about,I,+,u-40-1
sw2630B-ms98-a-0025,99.860625,100.439875,describe,B,+,u-42-1
sw2630B-ms98-a-0025,100.439875,100.809875,first,I,+,u-42-1
sw2630B-ms98-a-0025,100.809875,100.899875,of,I,+,u-42-1
sw2630B-ms98-a-0025,100.899875,101.189750,all,I,+,u-42-1
sw2630B-ms98-a-0026,101.916125,102.056125,the,I,+,u-42-1
sw2630B-ms98-a-0026,102.056125,102.366125,size,I,+,u-42-1
sw2630B-ms98-a-0026,102.366125,102.676125,school,I,+,u-42-1
sw2630B-ms98-a-0026,102.676125,102.796125,that,I,+,u-42-1
sw2630B-ms98-a-0026,102.796125,102.886125,you,I,+,u-42-1
sw2630B-ms98-a-0026,102.886125,103.106125,might,I,+,u-42-1
sw2630B-ms98-a-0026,103.106125,103.226125,be,I,+,u-42-1
sw2630B-ms98-a-0026,103.226125,103.816625,interested,I,+,u-42-1
sw2630B-ms98-a-0026,103.816625,103.970500,in,I,+,u-42-1
sw2630B-ms98-a-0027,104.871500,104.971500,do,B,^q,u-44-1
sw2630B-ms98-a-0027,104.971500,105.051500,you,I,^q,u-44-1
sw2630B-ms98-a-0027,105.051500,105.281500,want,I,^q,u-44-1
sw2630B-ms98-a-0027,105.281500,105.351500,to,I,^q,u-44-1
sw2630B-ms98-a-0027,105.351500,105.511500,go,I,^q,u-44-1
sw2630B-ms98-a-0027,105.511500,105.711500,away,I,^q,u-44-1
sw2630B-ms98-a-0027,105.711500,105.931500,how,B,^q,u-44-2
sw2630B-ms98-a-0027,105.931500,106.261500,far,I,^q,u-44-2
sw2630B-ms98-a-0027,106.261500,106.481500,from,I,^q,u-44-2
sw2630B-ms98-a-0027,106.481500,106.781500,home,I,^q,u-44-2
sw2630B-ms98-a-0027,106.781500,106.861500,do,I,^q,u-44-2
sw2630B-ms98-a-0027,106.861500,106.941500,you,I,^q,u-44-2
sw2630B-ms98-a-0027,106.941500,107.221500,want,I,^q,u-44-2
sw2630B-ms98-a-0027,107.221500,107.331500,to,I,^q,u-44-2
sw2630B-ms98-a-0027,107.331500,107.657125,be,I,^q,u-44-2
sw2630B-ms98-a-0028,108.612125,108.949250,what,B,^q,u-46-1
sw2630B-ms98-a-0028,108.949250,109.039250,do,I,^q,u-46-1
sw2630B-ms98-a-0028,109.039250,109.169250,you,I,^q,u-46-1
sw2630B-ms98-a-0028,109.169250,109.539250,want,I,^q,u-46-1
sw2630B-ms98-a-0028,109.539250,109.689250,in,I,^q,u-46-1
sw2630B-ms98-a-0028,109.689250,109.759250,a,I,^q,u-46-1
sw2630B-ms98-a-0028,109.759250,110.279250,college,I,^q,u-46-1
sw2630B-ms98-a-0028,110.279250,110.379250,now,B,sd,u-46-2
sw2630B-ms98-a-0028,110.379250,110.489250,my,I,sd,u-46-2
sw2630B-ms98-a-0028,110.489250,110.719250,son,I,sd,u-46-2
sw2630B-ms98-a-0028,110.719250,110.879250,is,I,sd,u-46-2
sw2630B-ms98-a-0028,110.879250,111.053500,a,I,sd,u-46-2
sw2630B-ms98-a-0028,111.204125,111.689250,national,I,sd,u-46-2
sw2630B-ms98-a-0028,111.689250,111.919250,level,I,sd,u-46-2
sw2630B-ms98-a-0028,111.919250,112.409250,competitive,I,sd,u-46-2
sw2630B-ms98-a-0028,112.409250,112.893125,swimmer,I,sd,u-46-2
sw2630B-ms98-a-0029,113.700125,113.825125,so,B,sd,u-48-1
sw2630B-ms98-a-0029,113.825125,114.045125,he,I,sd,u-48-1
sw2630B-ms98-a-0029,114.045125,114.335125,wanted,I,sd,u-48-1
sw2630B-ms98-a-0029,114.335125,114.575125,to,I,sd,u-48-1
sw2630B-ms98-a-0029,114.575125,115.025125,swim,I,sd,u-48-1
sw2630B-ms98-a-0029,115.025125,115.155125,in,I,sd,u-48-1
sw2630B-ms98-a-0029,115.155125,115.455125,school,I,sd,u-48-1
sw2630B-ms98-a-0029,115.455125,115.595125,but,B,sd,u-48-2
sw2630B-ms98-a-0029,115.595125,115.695125,he,I,sd,u-48-2
sw2630B-ms98-a-0029,115.695125,115.845125,did,I,sd,u-48-2
sw2630B-ms98-a-0029,115.845125,116.045125,not,I,sd,u-48-2
sw2630B-ms98-a-0029,116.045125,116.225125,want,I,sd,u-48-2
sw2630B-ms98-a-0029,116.225125,116.295125,to,I,sd,u-48-2
sw2630B-ms98-a-0029,116.295125,116.495125,be,I,sd,u-48-2
sw2630B-ms98-a-0029,116.495125,116.595125,in,I,sd,u-48-2
sw2630B-ms98-a-0029,116.595125,116.725125,a,I,sd,u-48-2
sw2630B-ms98-a-0029,116.725125,117.005125,swim,I,sd,u-48-2
sw2630B-ms98-a-0029,117.005125,117.595750,factory,I,sd,u-48-2
sw2630B-ms98-a-0031,122.088750,122.340625,that's,B,aa,u-50-1
sw2630B-ms98-a-0031,122.340625,122.538250,right,I,aa,u-50-1
sw2630B-ms98-a-0031,122.764250,122.980625,that's,B,sd,u-50-2
sw2630B-ms98-a-0031,122.980625,123.060625,the,I,sd,u-50-2
sw2630B-ms98-a-0031,123.060625,123.470625,University,I,sd,u-50-2
sw2630B-ms98-a-0031,123.470625,123.530625,of,I,sd,u-50-2
sw2630B-ms98-a-0031,123.530625,123.860625,Texas,I,sd,u-50-2
sw2630B-ms98-a-0031,123.860625,123.940625,at,I,sd,u-50-2
sw2630B-ms98-a-0031,123.940625,124.380625,Austin,I,sd,u-50-2
sw2630B-ms98-a-0031,124.380625,124.560625,or,I,sd,u-50-2
sw2630B-ms98-a-0031,124.560625,125.150625,Stanford,B,+,u-52-1
sw2630B-ms98-a-0031,125.150625,125.220625,or,I,+,u-52-1
sw2630B-ms98-a-0031,125.220625,125.530625,something,I,+,u-52-1
sw2630B-ms98-a-0031,125.530625,125.690625,like,I,+,u-52-1
sw2630B-ms98-a-0031,125.690625,125.830625,that,I,+,u-52-1
sw2630B-ms98-a-0031,125.830625,125.940625,so,B,+,u-54-1
sw2630B-ms98-a-0031,125.940625,126.010625,he,I,+,u-54-1
sw2630B-ms98-a-0031,126.010625,126.200625,didn't,I,+,u-54-1
sw2630B-ms98-a-0031,126.200625,126.370625,even,I,+,u-54-1
sw2630B-ms98-a-0031,126.370625,126.840625,consider,I,+,u-54-1
sw2630B-ms98-a-0031,126.840625,127.264250,those,I,+,u-54-1
sw2630B-ms98-a-0033,132.768500,133.077875,uh-huh,B,b,u-56-1
sw2630B-ms98-a-0035,137.517625,138.013625,uh-huh,B,b,u-58-1
sw2630B-ms98-a-0037,142.868250,143.058250,he,B,sd,u-60-1
sw2630B-ms98-a-0037,143.058250,143.118250,is,I,sd,u-60-1
sw2630B-ms98-a-0037,143.118250,143.318250,very,I,sd,u-60-1
sw2630B-ms98-a-0037,143.318250,143.548250,very,I,sd,u-60-1
sw2630B-ms98-a-0037,143.548250,143.818250,strong,I,sd,u-60-1
sw2630B-ms98-a-0037,143.818250,144.478250,academically,I,sd,u-60-1
sw2630B-ms98-a-0037,144.478250,144.761375,yeah,B,%,u-60-2
sw2630B-ms98-a-0037,145.040125,145.468250,so,B,%,u-60-3
sw2630B-ms98-a-0037,145.468250,145.688250,we've,I,%,u-60-3
sw2630B-ms98-a-0037,145.688250,145.948250,just,I,%,u-60-3
sw2630B-ms98-a-0037,145.948250,146.248250,but,B,sd,u-60-4
sw2630B-ms98-a-0037,146.248250,146.398250,you,I,sd,u-60-4
sw2630B-ms98-a-0037,146.398250,146.578250,know,I,sd,u-60-4
sw2630B-ms98-a-0037,146.578250,147.228250,he,I,sd,u-60-4
sw2630B-ms98-a-0037,147.228250,147.618250,had,I,sd,u-60-4
sw2630B-ms98-a-0037,147.618250,147.788250,to,I,sd,u-60-4
sw2630B-ms98-a-0037,147.788250,148.028250,look,I,sd,u-60-4
sw2630B-ms98-a-0037,148.028250,148.202625,to,I,sd,u-60-4
sw2630B-ms98-a-0037,148.202625,148.508125,see,I,sd,u-60-4
sw2630B-ms98-a-0037,149.442000,149.793125,what,B,+,u-62-1
sw2630B-ms98-a-0037,150.087000,150.358250,kind,I,+,u-62-1
sw2630B-ms98-a-0037,150.358250,150.458250,of,I,+,u-62-1
sw2630B-ms98-a-0037,150.458250,150.938250,environment,I,+,u-62-1
sw2630B-ms98-a-0037,150.938250,151.038250,he,I,+,u-62-1
sw2630B-ms98-a-0037,151.038250,151.338250,liked,I,+,u-62-1
sw2630B-ms98-a-0037,151.338250,151.448250,and,B,sd,u-62-2
sw2630B-ms98-a-0037,151.448250,151.648625,yet,I,sd,u-62-2
sw2630B-ms98-a-0037,151.648625,152.083250,he,I,sd,u-62-2
sw2630B-ms98-a-0037,152.403375,152.618250,he,I,sd,u-62-2
sw2630B-ms98-a-0037,152.618250,152.848250,did,I,sd,u-62-2
sw2630B-ms98-a-0037,152.848250,153.078250,wind,I,sd,u-62-2
sw2630B-ms98-a-0037,153.078250,153.218250,up,I,sd,u-62-2
sw2630B-ms98-a-0037,153.218250,153.478250,having,I,sd,u-62-2
sw2630B-ms98-a-0037,153.478250,153.538250,to,I,sd,u-62-2
sw2630B-ms98-a-0037,153.538250,153.678250,make,I,sd,u-62-2
sw2630B-ms98-a-0037,153.678250,153.748250,a,I,sd,u-62-2
sw2630B-ms98-a-0037,153.748250,154.168250,choice,I,sd,u-62-2
sw2630B-ms98-a-0037,154.168250,154.328250,he,B,sd,u-62-3
sw2630B-ms98-a-0037,154.328250,154.488250,did,I,sd,u-62-3
sw2630B-ms98-a-0037,154.488250,154.738250,apply,I,sd,u-62-3
sw2630B-ms98-a-0037,154.738250,154.838250,to,I,sd,u-62-3
sw2630B-ms98-a-0037,154.838250,154.898250,a,I,sd,u-62-3
sw2630B-ms98-a-0037,154.898250,155.381375,large,I,sd,u-62-3
sw2630B-ms98-a-0037,155.381375,155.538250,you,I,sd,u-62-3
sw2630B-ms98-a-0037,155.538250,155.735875,know,I,sd,u-62-3
sw2630B-ms98-a-0037,155.980750,156.398250,large,I,sd,u-62-3
sw2630B-ms98-a-0037,156.398250,156.702500,group,I,sd,u-62-3
sw2630B-ms98-a-0039,158.654750,159.004750,it's,B,sd,u-64-1
sw2630B-ms98-a-0039,159.004750,159.164750,got,I,sd,u-64-1
sw2630B-ms98-a-0039,159.164750,159.364750,about,I,sd,u-64-1
sw2630B-ms98-a-0039,159.364750,159.574750,nine,I,sd,u-64-1
sw2630B-ms98-a-0039,159.574750,159.874750,thousand,I,sd,u-64-1
sw2630B-ms98-a-0039,159.874750,160.554750,undergraduate,I,sd,u-64-1
sw2630B-ms98-a-0040,162.085375,162.414000,yeah,B,b,u-66-1
sw2630B-ms98-a-0040,162.790750,163.093250,yeah,B,b,u-68-1
sw2630B-ms98-a-0042,166.434250,166.753375,yeah,O,,
sw2630B-ms98-a-0043,167.433375,167.696000,uh,O,,
sw2630B-ms98-a-0043,168.083875,168.415250,yes,B,aa,u-70-1
sw2630B-ms98-a-0043,168.415250,168.625250,and,B,sd,u-70-2
sw2630B-ms98-a-0043,168.625250,168.725250,it,I,sd,u-70-2
sw2630B-ms98-a-0043,168.725250,168.825250,but,I,sd,u-70-2
sw2630B-ms98-a-0043,168.825250,168.905250,it,I,sd,u-70-2
sw2630B-ms98-a-0043,168.905250,169.105250,does,I,sd,u-70-2
sw2630B-ms98-a-0043,169.105250,169.272000,have,I,sd,u-70-2
sw2630B-ms98-a-0043,169.272000,169.395250,the,I,sd,u-70-2
sw2630B-ms98-a-0043,169.395250,169.665250,under,I,sd,u-70-2
sw2630B-ms98-a-0043,169.665250,169.805250,you,I,sd,u-70-2
sw2630B-ms98-a-0043,169.805250,169.965250,know,I,sd,u-70-2
sw2630B-ms98-a-0043,169.965250,170.345250,that's,B,sd,u-70-3
sw2630B-ms98-a-0043,170.345250,170.655250,total,I,sd,u-70-3
sw2630B-ms98-a-0043,170.655250,171.185250,undergraduate,I,sd,u-70-3
sw2630B-ms98-a-0043,171.185250,171.315250,with,I,sd,u-70-3
sw2630B-ms98-a-0043,171.315250,171.505250,five,I,sd,u-70-3
sw2630B-ms98-a-0043,171.505250,171.725250,hundred,I,sd,u-70-3
sw2630B-ms98-a-0043,171.725250,172.125250,graduate,I,sd,u-70-3
sw2630B-ms98-a-0043,172.125250,172.405250,school,I,sd,u-70-3
sw2630B-ms98-a-0043,172.405250,172.605250,so,I,sd,u-70-3
sw2630B-ms98-a-0043,172.605250,172.795250,that,I,sd,u-70-3
sw2630B-ms98-a-0043,172.795250,173.005375,the,I,sd,u-70-3
sw2630B-ms98-a-0043,173.005375,173.182000,uh,I,sd,u-70-3
sw2630B-ms98-a-0043,173.617250,173.722750,the,I,sd,u-70-3
sw2630B-ms98-a-0043,173.722750,174.085250,college,I,sd,u-70-3
sw2630B-ms98-a-0043,174.085250,174.175250,of,I,sd,u-70-3
sw2630B-ms98-a-0043,174.175250,174.385250,arts,I,sd,u-70-3
sw2630B-ms98-a-0043,174.385250,174.555250,and,I,sd,u-70-3
sw2630B-ms98-a-0043,174.555250,175.055250,sciences,I,sd,u-70-3
sw2630B-ms98-a-0043,175.055250,175.410000,is,I,sd,u-70-3
sw2630B-ms98-a-0043,175.839375,175.985250,you,I,sd,u-70-3
