sw2617A-ms98-a-0003,16.544750,16.928500,yeah,B,b,u-2-1
sw2617A-ms98-a-0020,128.751125,128.891125,that,I,sv,u-20-3
sw2617A-ms98-a-0020,129.461125,129.760125,the,I,sv,u-20-3
sw2617A-ms98-a-0020,129.929625,130.021125,the,I,sv,u-20-3
sw2617A-ms98-a-0020,130.021125,130.371125,time,I,sv,u-20-3
sw2617A-ms98-a-0020,130.371125,130.681125,difference,I,sv,u-20-3
sw2617A-ms98-a-0020,130.681125,131.081125,between,I,sv,u-20-3
sw2617A-ms98-a-0020,131.081125,131.151125,the,I,sv,u-20-3
sw2617A-ms98-a-0020,131.151125,131.411125,two,I,sv,u-20-3
sw2617A-ms98-a-0020,131.411125,131.933750,wars,I,sv,u-20-3
sw2617A-ms98-a-0020,132.171125,132.563125,has,I,sv,u-20-3
sw2617A-ms98-a-0020,132.563125,132.931125,allowed,I,sv,u-20-3
sw2617A-ms98-a-0020,132.931125,132.991125,a,I,sv,u-20-3
sw2617A-ms98-a-0020,132.991125,133.171125,lot,I,sv,u-20-3
sw2617A-ms98-a-0020,133.171125,133.241125,of,I,sv,u-20-3
sw2617A-ms98-a-0020,133.241125,133.501125,people,I,sv,u-20-3
sw2617A-ms98-a-0020,133.501125,133.631125,to,I,sv,u-20-3
sw2617A-ms98-a-0020,133.631125,133.941125,see,I,sv,u-20-3
sw2617A-ms98-a-0020,133.941125,134.021125,the,I,sv,u-20-3
sw2617A-ms98-a-0020,134.021125,134.501125,mistakes,I,sv,u-20-3
sw2617A-ms98-a-0020,134.501125,134.601125,that,I,sv,u-20-3
sw2617A-ms98-a-0020,134.601125,134.711125,were,I,sv,u-20-3
sw2617A-ms98-a-0020,134.711125,135.091125,made,I,sv,u-20-3
sw2617A-ms98-a-0020,135.091125,135.281125,in,I,sv,u-20-3
sw2617A-ms98-a-0020,135.901125,136.347625,in,I,sv,u-20-3
sw2617A-ms98-a-0020,136.566125,136.681125,in,I,sv,u-20-3
sw2617A-ms98-a-0020,136.681125,136.971125,every,I,sv,u-20-3
sw2617A-ms98-a-0020,136.971125,137.551125,aspect,I,sv,u-20-3
sw2617A-ms98-a-0020,137.551125,137.721125,of,I,sv,u-20-3
sw2617A-ms98-a-0020,137.721125,137.882000,it,I,sv,u-20-3
sw2617A-ms98-a-0021,138.552750,138.920250,and,B,sv,u-20-4
sw2617A-ms98-a-0021,138.920250,139.091250,i,I,sv,u-20-4
sw2617A-ms98-a-0021,139.249375,139.379875,i,I,sv,u-20-4
sw2617A-ms98-a-0021,139.379875,139.630250,agree,I,sv,u-20-4
sw2617A-ms98-a-0021,139.630250,139.750250,with,I,sv,u-20-4
sw2617A-ms98-a-0021,139.750250,139.870250,you,I,sv,u-20-4
sw2617A-ms98-a-0021,139.870250,140.180250,also,I,sv,u-20-4
sw2617A-ms98-a-0021,140.180250,140.300250,that,I,sv,u-20-4
sw2617A-ms98-a-0021,140.300250,140.370250,i,I,sv,u-20-4
sw2617A-ms98-a-0021,140.370250,140.560250,feel,I,sv,u-20-4
sw2617A-ms98-a-0021,140.560250,140.720250,like,I,sv,u-20-4
sw2617A-ms98-a-0021,140.720250,140.800250,it,I,sv,u-20-4
sw2617A-ms98-a-0021,140.800250,141.070250,was,I,sv,u-20-4
sw2617A-ms98-a-0021,141.070250,141.360250,not,I,sv,u-20-4
sw2617A-ms98-a-0021,141.360250,141.880250,worth,I,sv,u-20-4
sw2617A-ms98-a-0021,142.260250,142.660250,the,I,sv,u-20-4
sw2617A-ms98-a-0021,142.660250,143.000250,money,I,sv,u-20-4
sw2617A-ms98-a-0021,143.000250,143.540250,spent,I,sv,u-20-4
sw2617A-ms98-a-0021,143.540250,143.680250,or,I,sv,u-20-4
sw2617A-ms98-a-0021,143.680250,143.810250,the,I,sv,u-20-4
sw2617A-ms98-a-0021,143.810250,144.190250,lives,I,sv,u-20-4
sw2617A-ms98-a-0021,144.190250,144.729375,lost,I,sv,u-20-4
sw2617A-ms98-a-0021,144.891250,145.010250,to,I,sv,u-20-4
sw2617A-ms98-a-0021,145.010250,145.290250,fight,I,sv,u-20-4
sw2617A-ms98-a-0021,145.290250,145.470250,that,I,sv,u-20-4
sw2617A-ms98-a-0021,145.470250,145.871625,war,I,sv,u-20-4
sw2617A-ms98-a-0021,146.350000,146.514375,i,B,sv,u-20-5
sw2617A-ms98-a-0021,146.514375,146.660250,mean,I,sv,u-20-5
sw2617A-ms98-a-0021,146.660250,146.790250,they're,I,sv,u-20-5
sw2617A-ms98-a-0021,146.790250,147.090250,still,I,sv,u-20-5
sw2617A-ms98-a-0021,147.090250,147.300250,not,I,sv,u-20-5
sw2617A-ms98-a-0021,147.300250,147.700250,settled,I,sv,u-20-5
sw2617A-ms98-a-0021,147.700250,147.940250,over,I,sv,u-20-5
sw2617A-ms98-a-0021,147.940250,148.290250,there,I,sv,u-20-5
sw2617A-ms98-a-0022,149.011125,149.400750,and,B,sv,u-22-1
sw2617A-ms98-a-0022,149.571250,149.652250,i,I,sv,u-22-1
sw2617A-ms98-a-0022,149.652250,149.723875,have,I,sv,u-22-1
sw2617A-ms98-a-0022,149.723875,149.834500,a,I,sv,u-22-1
sw2617A-ms98-a-0022,149.834500,150.114500,feeling,I,sv,u-22-1
sw2617A-ms98-a-0022,150.114500,150.294500,that,I,sv,u-22-1
sw2617A-ms98-a-0022,150.294500,150.364500,the,I,sv,u-22-1
sw2617A-ms98-a-0022,150.364500,150.744500,Persian,I,sv,u-22-1
sw2617A-ms98-a-0022,150.744500,151.184500,Gulf,I,sv,u-22-1
sw2617A-ms98-a-0022,151.484500,152.014500,crisis,I,sv,u-22-1
sw2617A-ms98-a-0022,152.014500,152.164500,is,I,sv,u-22-1
sw2617A-ms98-a-0022,152.164500,152.304500,going,I,sv,u-22-1
sw2617A-ms98-a-0022,152.304500,152.434500,to,I,sv,u-22-1
sw2617A-ms98-a-0022,152.434500,152.554500,be,I,sv,u-22-1
sw2617A-ms98-a-0022,152.554500,152.664500,the,I,sv,u-22-1
sw2617A-ms98-a-0022,152.664500,153.014500,same,I,sv,u-22-1
sw2617A-ms98-a-0022,153.014500,153.394500,way,I,sv,u-22-1
sw2617A-ms98-a-0023,154.292375,154.429375,i,B,sv,u-24-1
sw2617A-ms98-a-0023,154.429375,154.562250,think,I,sv,u-24-1
sw2617A-ms98-a-0023,154.562250,154.692375,we're,I,sv,u-24-1
sw2617A-ms98-a-0023,154.692375,154.882375,going,I,sv,u-24-1
sw2617A-ms98-a-0023,154.882375,154.962375,to,I,sv,u-24-1
sw2617A-ms98-a-0023,154.962375,155.112375,end,I,sv,u-24-1
sw2617A-ms98-a-0023,155.112375,155.222375,up,I,sv,u-24-1
sw2617A-ms98-a-0023,155.222375,155.472375,back,I,sv,u-24-1
sw2617A-ms98-a-0023,155.472375,155.672375,there,I,sv,u-24-1
sw2617A-ms98-a-0023,155.672375,155.872375,in,I,sv,u-24-1
sw2617A-ms98-a-0023,155.872375,155.922375,a,I,sv,u-24-1
sw2617A-ms98-a-0023,155.922375,156.212375,few,I,sv,u-24-1
sw2617A-ms98-a-0023,156.212375,156.532375,years,I,sv,u-24-1
sw2617A-ms98-a-0023,156.532375,156.592375,or,I,sv,u-24-1
sw2617A-ms98-a-0023,156.592375,156.732375,if,I,sv,u-24-1
sw2617A-ms98-a-0023,156.732375,156.902375,if,I,sv,u-24-1
sw2617A-ms98-a-0023,156.902375,157.112375,not,I,sv,u-24-1
sw2617A-ms98-a-0023,157.112375,157.642375,sooner,I,sv,u-24-1
sw2617A-ms98-a-0025,179.504500,179.584500,i,B,aa,u-28-1
sw2617A-ms98-a-0025,179.584500,179.734500,think,I,aa,u-28-1
sw2617A-ms98-a-0025,179.734500,179.834500,it,I,aa,u-28-1
sw2617A-ms98-a-0025,179.834500,180.024500,would,I,aa,u-28-1
sw2617A-ms98-a-0025,180.024500,180.358625,too,I,aa,u-28-1
sw2617A-ms98-a-0027,183.592875,183.993875,no,B,aa,u-30-1
sw2617A-ms98-a-0029,185.858625,186.288125,yeah,B,aa,u-32-1
sw2617A-ms98-a-0029,186.288125,186.398125,i,B,aa,u-32-2
sw2617A-ms98-a-0029,186.398125,186.628125,agree,I,aa,u-32-2
sw2617A-ms98-a-0029,186.628125,186.768125,with,I,aa,u-32-2
sw2617A-ms98-a-0029,186.768125,187.096500,that,I,aa,u-32-2
sw2617A-ms98-a-0031,200.234625,200.684625,uh-huh,B,b,u-34-1
sw2617A-ms98-a-0033,205.760875,206.230625,yeah,B,b,u-36-1
sw2617A-ms98-a-0033,206.799750,207.138625,yeah,B,b^r,u-36-2
sw2617A-ms98-a-0035,210.464875,210.546250,well,O,,
sw2617A-ms98-a-0035,210.546250,210.636250,you,B,sv,u-38-1
sw2617A-ms98-a-0035,210.636250,210.816250,have,I,sv,u-38-1
sw2617A-ms98-a-0035,210.816250,211.152125,to,I,sv,u-38-1
sw2617A-ms98-a-0035,211.152125,211.300375,i-,I,sv,u-38-1
sw2617A-ms98-a-0035,211.534000,211.610625,you,I,sv,u-38-1
sw2617A-ms98-a-0035,211.610625,211.676250,know,I,sv,u-38-1
sw2617A-ms98-a-0035,211.676250,211.816250,you,I,sv,u-38-1
sw2617A-ms98-a-0035,211.816250,211.996250,have,I,sv,u-38-1
sw2617A-ms98-a-0035,211.996250,212.096250,to,I,sv,u-38-1
sw2617A-ms98-a-0035,212.096250,212.256250,give,I,sv,u-38-1
sw2617A-ms98-a-0035,212.256250,212.466250,Bush,I,sv,u-38-1
sw2617A-ms98-a-0035,212.466250,212.536250,a,I,sv,u-38-1
sw2617A-ms98-a-0035,212.536250,212.726250,lot,I,sv,u-38-1
sw2617A-ms98-a-0035,212.726250,212.786250,of,I,sv,u-38-1
sw2617A-ms98-a-0035,212.786250,213.096250,credit,I,sv,u-38-1
sw2617A-ms98-a-0035,213.096250,213.356000,for,I,sv,u-38-1
sw2617A-ms98-a-0035,213.747750,214.182375,he,I,sv,u-38-1
sw2617A-ms98-a-0035,214.182375,214.321750,he,I,sv,u-38-1
sw2617A-ms98-a-0035,214.321750,214.476250,said,I,sv,u-38-1
sw2617A-ms98-a-0035,214.476250,214.726250,that's,I,sv,u-38-1
sw2617A-ms98-a-0035,214.726250,214.816250,what,I,sv,u-38-1
sw2617A-ms98-a-0035,214.816250,214.896250,we,I,sv,u-38-1
sw2617A-ms98-a-0035,214.896250,214.966250,were,I,sv,u-38-1
sw2617A-ms98-a-0035,214.966250,215.216250,going,I,sv,u-38-1
sw2617A-ms98-a-0035,215.216250,215.336250,there,I,sv,u-38-1
sw2617A-ms98-a-0035,215.336250,215.466250,to,I,sv,u-38-1
sw2617A-ms98-a-0035,215.466250,215.796250,do,I,sv,u-38-1
sw2617A-ms98-a-0035,215.796250,216.086250,and,B,sd,u-38-2
sw2617A-ms98-a-0035,216.086250,216.176250,he,I,sd,u-38-2
sw2617A-ms98-a-0035,216.176250,216.406250,did,I,sd,u-38-2
sw2617A-ms98-a-0035,216.406250,216.516250,what,I,sd,u-38-2
sw2617A-ms98-a-0035,216.646250,216.796250,what,I,sd,u-38-2
sw2617A-ms98-a-0035,216.796250,216.876250,he,I,sd,u-38-2
sw2617A-ms98-a-0035,216.876250,217.226250,said,I,sd,u-38-2
sw2617A-ms98-a-0035,217.226250,217.356250,and,B,sd,u-38-3
sw2617A-ms98-a-0035,217.356250,217.436250,he,I,sd,u-38-3
sw2617A-ms98-a-0035,217.436250,217.626250,did,I,sd,u-38-3
sw2617A-ms98-a-0035,217.626250,217.886250,pull,I,sd,u-38-3
sw2617A-ms98-a-0035,217.886250,218.076250,out,I,sd,u-38-3
sw2617A-ms98-a-0035,218.076250,218.466250,before,I,sd,u-38-3
sw2617A-ms98-a-0035,218.466250,218.536250,it,I,sd,u-38-3
sw2617A-ms98-a-0035,218.536250,218.756250,got,I,sd,u-38-3
sw2617A-ms98-a-0035,218.756250,218.956250,any,I,sd,u-38-3
sw2617A-ms98-a-0035,218.956250,219.286250,further,I,sd,u-38-3
sw2617A-ms98-a-0035,219.286250,219.456250,than,I,sd,u-38-3
sw2617A-ms98-a-0035,219.456250,219.726250,that,I,sd,u-38-3
sw2617A-ms98-a-0035,219.726250,219.981750,where,I,sd,u-38-3
sw2617A-ms98-a-0035,220.083500,220.236250,where,B,+,u-40-1
sw2617A-ms98-a-0035,220.236250,220.306250,it,I,+,u-40-1
sw2617A-ms98-a-0035,220.306250,220.426250,would,I,+,u-40-1
sw2617A-ms98-a-0035,220.426250,220.546250,have,I,+,u-40-1
sw2617A-ms98-a-0035,220.546250,220.766250,turned,I,+,u-40-1
sw2617A-ms98-a-0035,220.766250,220.996250,into,I,+,u-40-1
sw2617A-ms98-a-0035,220.996250,221.196250,more,I,+,u-40-1
sw2617A-ms98-a-0035,221.196250,221.256250,of,I,+,u-40-1
sw2617A-ms98-a-0035,221.256250,221.326250,a,I,+,u-40-1
sw2617A-ms98-a-0035,221.326250,221.746250,police,I,+,u-40-1
sw2617A-ms98-a-0035,221.746250,222.222375,action,I,+,u-40-1
sw2617A-ms98-a-0036,222.903500,223.371000,uh,I,+,u-40-1
sw2617A-ms98-a-0036,223.564500,223.803500,or,I,+,u-40-1
sw2617A-ms98-a-0036,223.803500,223.983500,more,I,+,u-40-1
sw2617A-ms98-a-0036,223.983500,224.053500,of,I,+,u-40-1
sw2617A-ms98-a-0036,224.053500,224.133500,a,I,+,u-40-1
sw2617A-ms98-a-0036,224.133500,224.673500,political,I,+,u-40-1
sw2617A-ms98-a-0036,224.673500,225.033500,action,I,+,u-40-1
sw2617A-ms98-a-0036,225.033500,225.153500,i,I,+,u-40-1
sw2617A-ms98-a-0036,225.153500,225.523500,guess,I,+,u-40-1
sw2617A-ms98-a-0036,225.523500,225.683500,you,I,+,u-40-1
sw2617A-ms98-a-0036,225.683500,225.913500,getting,I,+,u-40-1
sw2617A-ms98-a-0036,225.913500,226.113500,into,I,+,u-40-1
sw2617A-ms98-a-0036,226.113500,226.273500,their,I,+,u-40-1
sw2617A-ms98-a-0036,226.273500,226.843500,governmental,I,+,u-40-1
sw2617A-ms98-a-0036,226.993500,227.543500,affairs,I,+,u-40-1
sw2617A-ms98-a-0036,227.543500,227.703500,which,I,+,u-40-1
sw2617A-ms98-a-0036,227.703500,227.823500,you,I,+,u-40-1
sw2617A-ms98-a-0036,227.823500,228.053500,really,I,+,u-40-1
sw2617A-ms98-a-0036,228.053500,228.393500,can't,I,+,u-40-1
sw2617A-ms98-a-0036,228.393500,228.693500,do,I,+,u-40-1
sw2617A-ms98-a-0036,228.883500,229.173500,as,I,+,u-40-1
sw2617A-ms98-a-0036,229.173500,229.353500,as,I,+,u-40-1
sw2617A-ms98-a-0036,229.353500,229.643500,another,I,+,u-40-1
sw2617A-ms98-a-0036,229.643500,230.173500,country,I,+,u-40-1
sw2617A-ms98-a-0037,230.723250,230.805625,i,B,sd,u-42-1
sw2617A-ms98-a-0037,230.805625,230.899625,mean,I,sd,u-42-1
sw2617A-ms98-a-0037,230.899625,231.019750,th[at]-,I,sd,u-42-1
sw2617A-ms98-a-0038,231.903500,232.226750,my,I,sd,u-42-1
sw2617A-ms98-a-0038,232.338500,232.443625,my,I,sd,u-42-1
sw2617A-ms98-a-0038,232.443625,232.713625,biggest,I,sd,u-42-1
sw2617A-ms98-a-0038,232.713625,232.983625,problem,I,sd,u-42-1
sw2617A-ms98-a-0038,232.983625,233.163625,with,I,sd,u-42-1
sw2617A-ms98-a-0038,233.163625,233.353625,all,I,sd,u-42-1
sw2617A-ms98-a-0038,233.353625,233.453625,of,I,sd,u-42-1
sw2617A-ms98-a-0038,233.453625,233.703625,these,I,sd,u-42-1
sw2617A-ms98-a-0038,233.703625,234.023625,wars,I,sd,u-42-1
sw2617A-ms98-a-0038,234.023625,234.163625,is,I,sd,u-42-1
sw2617A-ms98-a-0038,234.163625,234.313625,we,I,sd,u-42-1
sw2617A-ms98-a-0038,234.313625,234.533625,spend,I,sd,u-42-1
sw2617A-ms98-a-0038,234.533625,234.613625,all,I,sd,u-42-1
sw2617A-ms98-a-0038,234.613625,234.673625,of,I,sd,u-42-1
sw2617A-ms98-a-0038,234.673625,234.773625,that,I,sd,u-42-1
sw2617A-ms98-a-0038,234.773625,235.093625,money,I,sd,u-42-1
sw2617A-ms98-a-0038,235.093625,235.213625,on,I,sd,u-42-1
sw2617A-ms98-a-0038,235.213625,235.343625,all,I,sd,u-42-1
sw2617A-ms98-a-0038,235.343625,235.513625,these,I,sd,u-42-1
sw2617A-ms98-a-0038,235.513625,235.683625,other,I,sd,u-42-1
sw2617A-ms98-a-0038,235.683625,236.243625,countries,I,sd,u-42-1
sw2617A-ms98-a-0038,236.243625,236.363625,and,B,sv,u-42-2
sw2617A-ms98-a-0038,236.363625,236.453625,we,I,sv,u-42-2
sw2617A-ms98-a-0038,236.453625,236.623625,have,I,sv,u-42-2
sw2617A-ms98-a-0038,236.623625,236.953625,so,I,sv,u-42-2
sw2617A-ms98-a-0038,236.953625,237.183625,many,I,sv,u-42-2
sw2617A-ms98-a-0038,237.183625,237.673625,problems,I,sv,u-42-2
sw2617A-ms98-a-0038,237.673625,237.873625,here,I,sv,u-42-2
sw2617A-ms98-a-0038,237.873625,237.943625,at,I,sv,u-42-2
sw2617A-ms98-a-0038,237.943625,238.153625,home,I,sv,u-42-2
sw2617A-ms98-a-0038,238.153625,238.283625,that,I,sv,u-42-2
sw2617A-ms98-a-0038,238.283625,238.363625,we,I,sv,u-42-2
sw2617A-ms98-a-0038,238.363625,238.543625,don't,I,sv,u-42-2
sw2617A-ms98-a-0038,238.543625,238.993625,address,I,sv,u-42-2
sw2617A-ms98-a-0039,240.087750,240.308625,that's,B,aa,u-44-1
sw2617A-ms98-a-0039,240.308625,240.638625,right,I,aa,u-44-1
sw2617A-ms98-a-0039,240.858625,241.308625,and,B,sd,u-46-1
sw2617A-ms98-a-0039,241.308625,241.408625,and,I,sd,u-46-1
sw2617A-ms98-a-0039,241.408625,241.538625,tha[t's]-,I,sd,u-46-1
sw2617A-ms98-a-0039,241.538625,241.978625,that's,I,sd,u-46-1
sw2617A-ms98-a-0039,241.978625,242.078625,what,I,sd,u-46-1
sw2617A-ms98-a-0039,242.078625,242.598625,frustrates,I,sd,u-46-1
sw2617A-ms98-a-0039,242.598625,242.858625,me,I,sd,u-46-1
sw2617A-ms98-a-0039,242.858625,243.108625,more,I,sd,u-46-1
sw2617A-ms98-a-0039,243.108625,243.238625,than,I,sd,u-46-1
sw2617A-ms98-a-0039,243.238625,243.738625,anything,I,sd,u-46-1
sw2617A-ms98-a-0041,252.166125,252.731500,right,B,b,u-48-1
sw2617A-ms98-a-0043,256.456750,256.557875,i,B,sv,u-50-1
sw2617A-ms98-a-0043,256.557875,256.717875,think,I,sv,u-50-1
sw2617A-ms98-a-0043,256.717875,256.867875,there's,I,sv,u-50-1
sw2617A-ms98-a-0043,256.867875,256.937875,a,I,sv,u-50-1
