sw4147B-ms98-a-0002,1.002125,1.276375,yes,B,ny,u-2-1
sw4147B-ms98-a-0006,34.282250,34.682250,does,I,+,u-12-1
sw4147B-ms98-a-0006,34.682250,34.812250,and,I,+,u-12-1
sw4147B-ms98-a-0006,34.812250,34.902250,is,I,+,u-12-1
sw4147B-ms98-a-0006,34.902250,35.252250,trained,I,+,u-12-1
sw4147B-ms98-a-0006,35.252250,35.462250,as,I,+,u-12-1
sw4147B-ms98-a-0006,35.462250,35.762250,well,I,+,u-12-1
sw4147B-ms98-a-0006,35.762250,35.882250,is,I,+,u-12-1
sw4147B-ms98-a-0006,35.882250,36.342250,someone,I,+,u-12-1
sw4147B-ms98-a-0006,36.342250,36.492250,that,I,+,u-12-1
sw4147B-ms98-a-0006,37.362250,37.572250,has,I,+,u-12-1
sw4147B-ms98-a-0006,37.572250,37.902250,lost,I,+,u-12-1
sw4147B-ms98-a-0006,37.902250,38.042250,him,I,+,u-12-1
sw4147B-ms98-a-0006,38.042250,38.142250,and,I,+,u-12-1
sw4147B-ms98-a-0006,38.142250,38.282250,not,I,+,u-12-1
sw4147B-ms98-a-0006,38.282250,38.380250,have,I,+,u-12-1
sw4147B-ms98-a-0006,38.481875,38.612250,been,I,+,u-12-1
sw4147B-ms98-a-0006,38.612250,38.802250,able,I,+,u-12-1
sw4147B-ms98-a-0006,38.802250,38.922250,to,I,+,u-12-1
sw4147B-ms98-a-0006,38.922250,39.342250,locate,I,+,u-12-1
sw4147B-ms98-a-0006,39.342250,39.456875,him,I,+,u-12-1
sw4147B-ms98-a-0007,40.369625,40.789625,and,B,sv,u-14-1
sw4147B-ms98-a-0007,40.789625,40.949625,uh,I,sv,u-14-1
sw4147B-ms98-a-0007,40.949625,41.059625,if,I,sv,u-14-1
sw4147B-ms98-a-0007,41.059625,41.159625,they,I,sv,u-14-1
sw4147B-ms98-a-0007,41.159625,41.309625,were,I,sv,u-14-1
sw4147B-ms98-a-0007,41.309625,41.629625,local,I,sv,u-14-1
sw4147B-ms98-a-0007,41.629625,42.159625,people,I,sv,u-14-1
sw4147B-ms98-a-0007,42.159625,42.319625,they,I,sv,u-14-1
sw4147B-ms98-a-0007,42.319625,42.519625,would,I,sv,u-14-1
sw4147B-ms98-a-0007,42.519625,42.619625,have,I,sv,u-14-1
sw4147B-ms98-a-0007,43.139625,43.259625,been,I,sv,u-14-1
sw4147B-ms98-a-0007,43.259625,43.459625,able,I,sv,u-14-1
sw4147B-ms98-a-0007,43.459625,43.529625,to,I,sv,u-14-1
sw4147B-ms98-a-0007,43.529625,43.859625,find,I,sv,u-14-1
sw4147B-ms98-a-0007,43.859625,43.954625,him,I,sv,u-14-1
sw4147B-ms98-a-0009,52.686250,52.994500,uh-huh,B,b,u-16-1
sw4147B-ms98-a-0013,70.719125,70.892125,oh,B,b,u-18-1
sw4147B-ms98-a-0013,70.892125,71.122125,yeah,I,b,u-18-1
sw4147B-ms98-a-0015,73.207500,73.510875,uh-huh,B,b,u-20-1
sw4147B-ms98-a-0017,93.319500,93.599500,oh,B,ba,u-22-1
sw4147B-ms98-a-0017,93.599500,93.679500,i,I,ba,u-22-1
sw4147B-ms98-a-0017,93.679500,93.959500,think,I,ba,u-22-1
sw4147B-ms98-a-0017,93.959500,94.329500,so,I,ba,u-22-1
sw4147B-ms98-a-0019,104.700375,105.025000,uh-huh,B,b,u-24-1
sw4147B-ms98-a-0021,113.056625,113.346625,yeah,B,b,u-26-1
sw4147B-ms98-a-0023,117.733125,117.981000,well,B,sv,u-28-1
sw4147B-ms98-a-0023,118.711000,118.854125,i-,I,sv,u-28-1
sw4147B-ms98-a-0023,118.854125,119.132875,i,I,sv,u-28-1
sw4147B-ms98-a-0023,119.132875,119.532875,guess,I,sv,u-28-1
sw4147B-ms98-a-0023,119.532875,119.662875,in,I,sv,u-28-1
sw4147B-ms98-a-0023,119.662875,119.852875,one,I,sv,u-28-1
sw4147B-ms98-a-0023,119.852875,120.282875,sense,I,sv,u-28-1
sw4147B-ms98-a-0023,120.282875,120.572875,we,I,sv,u-28-1
sw4147B-ms98-a-0023,120.572875,120.982875,felt,I,sv,u-28-1
sw4147B-ms98-a-0023,120.982875,121.210250,that,I,sv,u-28-1
sw4147B-ms98-a-0023,122.192875,122.402875,it,I,sv,u-28-1
sw4147B-ms98-a-0023,122.402875,122.602875,it's,I,sv,u-28-1
sw4147B-ms98-a-0023,122.602875,122.812875,nice,I,sv,u-28-1
sw4147B-ms98-a-0023,122.812875,122.952875,to,I,sv,u-28-1
sw4147B-ms98-a-0023,122.952875,123.142875,have,I,sv,u-28-1
sw4147B-ms98-a-0023,123.142875,123.202875,a,I,sv,u-28-1
sw4147B-ms98-a-0023,123.202875,123.622875,dog,I,sv,u-28-1
sw4147B-ms98-a-0024,124.215500,124.455500,even,I,sv,u-28-1
sw4147B-ms98-a-0024,124.455500,124.645500,though,I,sv,u-28-1
sw4147B-ms98-a-0024,124.645500,124.885500,there,I,sv,u-28-1
sw4147B-ms98-a-0024,124.885500,125.135375,are,I,sv,u-28-1
sw4147B-ms98-a-0024,125.478125,125.555500,you,I,sv,u-28-1
sw4147B-ms98-a-0024,125.555500,125.675500,know,I,sv,u-28-1
sw4147B-ms98-a-0024,125.675500,126.425500,complications,I,sv,u-28-1
sw4147B-ms98-a-0024,126.425500,126.645500,come,I,sv,u-28-1
sw4147B-ms98-a-0024,126.645500,126.855500,with,I,sv,u-28-1
sw4147B-ms98-a-0024,126.855500,126.947500,it,I,sv,u-28-1
sw4147B-ms98-a-0024,127.395750,127.535500,and,B,sd,u-30-1
sw4147B-ms98-a-0024,127.535500,127.695500,then,I,sd,u-30-1
sw4147B-ms98-a-0024,127.695500,127.905500,with,I,sd,u-30-1
sw4147B-ms98-a-0024,127.905500,128.075500,our,I,sd,u-30-1
sw4147B-ms98-a-0024,128.075500,128.595875,children,I,sd,u-30-1
sw4147B-ms98-a-0024,129.194750,129.555500,uh,I,sd,u-30-1
sw4147B-ms98-a-0024,129.555500,129.735500,at,B,sd,u-30-2
sw4147B-ms98-a-0024,129.735500,129.835500,the,I,sd,u-30-2
sw4147B-ms98-a-0024,129.835500,130.285500,time,I,sd,u-30-2
sw4147B-ms98-a-0024,130.285500,130.475500,they,I,sd,u-30-2
sw4147B-ms98-a-0024,130.475500,130.789625,were,I,sd,u-30-2
sw4147B-ms98-a-0024,131.539125,131.685500,oh,I,sd,u-30-2
sw4147B-ms98-a-0024,131.685500,131.955500,grade,I,sd,u-30-2
sw4147B-ms98-a-0024,131.955500,132.385500,five,I,sd,u-30-2
sw4147B-ms98-a-0024,132.385500,132.528625,and,I,sd,u-30-2
sw4147B-ms98-a-0024,132.924125,133.115500,and,I,sd,u-30-2
sw4147B-ms98-a-0024,133.115500,133.395500,grade,I,sd,u-30-2
sw4147B-ms98-a-0024,133.395500,133.685125,eight,I,sd,u-30-2
sw4147B-ms98-a-0024,133.685125,134.055500,so,B,sd,u-30-3
sw4147B-ms98-a-0025,134.773375,134.936125,it,B,+,u-32-1
sw4147B-ms98-a-0025,134.936125,135.197625,was,I,+,u-32-1
sw4147B-ms98-a-0025,135.197625,135.355500,an,I,+,u-32-1
sw4147B-ms98-a-0025,135.355500,135.736125,age,I,+,u-32-1
sw4147B-ms98-a-0025,135.736125,135.966125,where,I,+,u-32-1
sw4147B-ms98-a-0025,135.966125,136.056125,it,I,+,u-32-1
sw4147B-ms98-a-0025,136.056125,136.486125,was,I,+,u-32-1
sw4147B-ms98-a-0025,136.486125,136.696125,uh,I,+,u-32-1
sw4147B-ms98-a-0025,138.046125,138.126125,we,I,+,u-32-1
sw4147B-ms98-a-0025,138.126125,138.316125,thought,I,+,u-32-1
sw4147B-ms98-a-0025,138.316125,138.396125,it,I,+,u-32-1
sw4147B-ms98-a-0025,138.396125,138.546125,would,I,+,u-32-1
sw4147B-ms98-a-0025,138.546125,138.676125,be,I,+,u-32-1
sw4147B-ms98-a-0025,138.676125,138.936125,good,I,+,u-32-1
sw4147B-ms98-a-0025,138.936125,139.066125,for,I,+,u-32-1
sw4147B-ms98-a-0025,139.066125,139.276125,them,I,+,u-32-1
sw4147B-ms98-a-0025,139.276125,139.386125,to,I,+,u-32-1
sw4147B-ms98-a-0025,139.386125,139.686125,have,I,+,u-32-1
sw4147B-ms98-a-0025,139.686125,139.836125,the,I,+,u-32-1
sw4147B-ms98-a-0025,139.836125,140.316125,discipline,I,+,u-32-1
sw4147B-ms98-a-0025,140.316125,140.506125,that,I,+,u-32-1
sw4147B-ms98-a-0025,140.506125,140.766125,goes,I,+,u-32-1
sw4147B-ms98-a-0025,140.766125,141.080125,with,I,+,u-32-1
sw4147B-ms98-a-0025,141.298500,141.426125,with,I,+,u-32-1
sw4147B-ms98-a-0025,141.426125,141.756125,having,I,+,u-32-1
sw4147B-ms98-a-0025,141.756125,141.816125,a,I,+,u-32-1
sw4147B-ms98-a-0025,141.816125,142.212875,pet,I,+,u-32-1
sw4147B-ms98-a-0025,142.977375,143.288250,uh,B,%,u-34-1
sw4147B-ms98-a-0027,146.275750,146.570750,yeah,B,aa,u-36-1
sw4147B-ms98-a-0028,147.237875,147.612125,right,B,aa,u-36-2
sw4147B-ms98-a-0030,148.934375,149.157625,uh,O,,
sw4147B-ms98-a-0030,149.767750,150.050250,well,B,aa,u-40-1
sw4147B-ms98-a-0030,150.271625,150.554125,that's,I,aa,u-40-1
sw4147B-ms98-a-0030,150.554125,150.712500,the,I,aa,u-40-1
sw4147B-ms98-a-0030,150.712500,151.112500,idea,I,aa,u-40-1
sw4147B-ms98-a-0030,151.112500,151.202500,i,B,sv,u-40-2
sw4147B-ms98-a-0030,151.202500,151.462500,think,I,sv,u-40-2
sw4147B-ms98-a-0030,151.462500,151.592500,the,I,sv,u-40-2
sw4147B-ms98-a-0030,151.592500,152.232500,reality,I,sv,u-40-2
sw4147B-ms98-a-0030,152.232500,152.372500,of,I,sv,u-40-2
sw4147B-ms98-a-0030,152.372500,152.482500,it,I,sv,u-40-2
sw4147B-ms98-a-0030,152.482500,152.672500,is,I,sv,u-40-2
sw4147B-ms98-a-0030,152.672500,152.822500,that,I,sv,u-40-2
sw4147B-ms98-a-0030,152.822500,152.932500,they,I,sv,u-40-2
sw4147B-ms98-a-0030,152.932500,153.642500,perhaps,I,sv,u-40-2
sw4147B-ms98-a-0030,153.862500,154.232500,uh,B,sv,u-40-3
sw4147B-ms98-a-0031,155.583375,155.692125,it,I,sv,u-40-3
sw4147B-ms98-a-0031,155.692125,156.082125,depends,I,sv,u-40-3
sw4147B-ms98-a-0031,156.082125,156.342125,on,I,sv,u-40-3
sw4147B-ms98-a-0031,156.342125,156.521375,the,I,sv,u-40-3
sw4147B-ms98-a-0031,157.194625,157.398000,on,B,+,u-42-1
sw4147B-ms98-a-0031,157.398000,157.972125,everyone's,I,+,u-42-1
sw4147B-ms98-a-0031,157.972125,158.481875,discipline,I,+,u-42-1
sw4147B-ms98-a-0032,159.343625,159.933625,and,B,sd,u-44-1
sw4147B-ms98-a-0032,159.933625,160.163625,uh,I,sd,u-44-1
sw4147B-ms98-a-0032,160.743625,160.933625,from,I,sd,u-44-1
sw4147B-ms98-a-0032,160.933625,161.118000,that,I,sd,u-44-1
sw4147B-ms98-a-0032,161.118000,161.637750,aspect,I,sd,u-44-1
sw4147B-ms98-a-0032,161.637750,161.843625,i'm,I,sd,u-44-1
sw4147B-ms98-a-0032,161.843625,162.103625,short,I,sd,u-44-1
sw4147B-ms98-a-0032,162.103625,162.253625,on,I,sd,u-44-1
sw4147B-ms98-a-0032,162.253625,162.333625,the,I,sd,u-44-1
sw4147B-ms98-a-0032,162.333625,162.915250,discipline,I,sd,u-44-1
sw4147B-ms98-a-0032,163.148750,163.423625,because,I,sd,u-44-1
sw4147B-ms98-a-0032,163.423625,163.596250,i,I,sd,u-44-1
sw4147B-ms98-a-0032,163.596250,163.833500,don't,I,sd,u-44-1
sw4147B-ms98-a-0032,164.138625,164.464500,uh,I,sd,u-44-1
sw4147B-ms98-a-0032,164.901375,165.503625,enforce,I,sd,u-44-1
sw4147B-ms98-a-0032,165.503625,165.663625,that,I,sd,u-44-1
sw4147B-ms98-a-0032,165.663625,165.733625,the,I,sd,u-44-1
sw4147B-ms98-a-0032,165.733625,166.153625,kids,I,sd,u-44-1
sw4147B-ms98-a-0032,166.153625,166.313625,look,I,sd,u-44-1
sw4147B-ms98-a-0032,166.313625,166.643625,after,I,sd,u-44-1
sw4147B-ms98-a-0032,166.643625,166.743625,the,I,sd,u-44-1
sw4147B-ms98-a-0032,166.743625,167.073625,dog,I,sd,u-44-1
sw4147B-ms98-a-0032,167.073625,167.238375,and,B,sd,u-44-2
sw4147B-ms98-a-0032,167.547250,167.633625,uh,I,sd,u-44-2
sw4147B-ms98-a-0032,167.633625,167.783625,we've,I,sd,u-44-2
sw4147B-ms98-a-0032,167.783625,167.973625,had,I,sd,u-44-2
sw4147B-ms98-a-0032,167.973625,168.073625,him,I,sd,u-44-2
sw4147B-ms98-a-0032,168.073625,168.353625,about,I,sd,u-44-2
sw4147B-ms98-a-0032,168.353625,168.613625,four,I,sd,u-44-2
sw4147B-ms98-a-0032,168.613625,168.983625,years,I,sd,u-44-2
sw4147B-ms98-a-0032,168.983625,169.203625,now,I,sd,u-44-2
sw4147B-ms98-a-0033,170.182500,170.562500,uh,B,sv,u-46-1
sw4147B-ms98-a-0034,171.634500,171.754500,but,I,sv,u-46-1
sw4147B-ms98-a-0034,171.754500,171.804500,i,I,sv,u-46-1
sw4147B-ms98-a-0034,171.804500,172.044500,think,I,sv,u-46-1
sw4147B-ms98-a-0034,172.044500,172.184500,it,I,sv,u-46-1
sw4147B-ms98-a-0034,172.184500,172.424500,does,I,sv,u-46-1
sw4147B-ms98-a-0034,172.424500,172.584500,it,I,sv,u-46-1
sw4147B-ms98-a-0034,172.584500,172.656125,it,I,sv,u-46-1
sw4147B-ms98-a-0034,173.311500,173.374500,you,I,sv,u-46-1
sw4147B-ms98-a-0034,173.374500,173.514500,know,I,sv,u-46-1
sw4147B-ms98-a-0034,173.514500,173.704500,it's,B,sv,u-46-2
sw4147B-ms98-a-0034,173.704500,174.274500,necessary,I,sv,u-46-2
sw4147B-ms98-a-0034,174.274500,174.644000,that,I,sv,u-46-2
sw4147B-ms98-a-0034,175.352000,175.884500,individuals,I,sv,u-46-2
sw4147B-ms98-a-0034,175.884500,176.194500,have,I,sv,u-46-2
sw4147B-ms98-a-0034,176.194500,176.300250,the,I,sv,u-46-2
sw4147B-ms98-a-0034,176.300250,176.914125,discipline,I,sv,u-46-2
sw4147B-ms98-a-0034,176.914125,177.188500,to,I,sv,u-46-2
sw4147B-ms98-a-0034,177.471000,177.594500,look,I,sv,u-46-2
sw4147B-ms98-a-0034,177.594500,177.964500,after,I,sv,u-46-2
sw4147B-ms98-a-0034,177.964500,178.164500,the,I,sv,u-46-2
sw4147B-ms98-a-0034,178.164500,178.444500,animal,I,sv,u-46-2
sw4147B-ms98-a-0034,178.444500,179.025750,properly,I,sv,u-46-2
sw4147B-ms98-a-0034,179.640125,179.866625,uh,I,sv,u-46-2
sw4147B-ms98-a-0035,181.315500,181.527375,yeah,B,b,u-48-1
sw4147B-ms98-a-0037,186.575500,186.879750,uh,B,%,u-50-1
sw4147B-ms98-a-0037,187.346750,188.092500,actually,B,ng,u-52-1
sw4147B-ms98-a-0037,188.092500,188.340625,no,I,ng,u-52-1
sw4147B-ms98-a-0037,188.340625,188.570625,we,B,sd^e,u-52-2
sw4147B-ms98-a-0037,188.570625,188.800625,live,I,sd^e,u-52-2
sw4147B-ms98-a-0037,188.800625,189.000625,in,I,sd^e,u-52-2
sw4147B-ms98-a-0037,189.000625,189.242875,a,I,sd^e,u-52-2
sw4147B-ms98-a-0037,189.645875,189.720625,in,I,sd^e,u-52-2
sw4147B-ms98-a-0037,189.720625,189.850625,an,I,sd^e,u-52-2
sw4147B-ms98-a-0037,189.850625,190.310625,area,I,sd^e,u-52-2
sw4147B-ms98-a-0037,190.310625,190.760500,that's,I,sd^e,u-52-2
sw4147B-ms98-a-0037,191.110750,191.290625,oh,I,sd^e,u-52-2
sw4147B-ms98-a-0037,191.290625,191.810625,probably,I,sd^e,u-52-2
sw4147B-ms98-a-0037,191.810625,192.025125,about,I,sd^e,u-52-2
sw4147B-ms98-a-0037,192.507250,192.620625,two,I,sd^e,u-52-2
sw4147B-ms98-a-0037,192.620625,192.710625,and,I,sd^e,u-52-2
sw4147B-ms98-a-0037,192.710625,192.740625,a,I,sd^e,u-52-2
sw4147B-ms98-a-0037,192.740625,192.980625,half,I,sd^e,u-52-2
sw4147B-ms98-a-0037,192.980625,193.350625,miles,I,sd^e,u-52-2
sw4147B-ms98-a-0037,193.350625,193.490625,from,I,sd^e,u-52-2
sw4147B-ms98-a-0037,193.490625,193.550625,the,I,sd^e,u-52-2
sw4147B-ms98-a-0037,193.550625,194.201375,university,I,sd^e,u-52-2
sw4147B-ms98-a-0038,195.125625,195.539750,uh,B,sd,u-54-1
sw4147B-ms98-a-0038,195.701750,195.825625,we,I,sd,u-54-1
sw4147B-ms98-a-0038,195.825625,196.095625,live,I,sd,u-54-1
sw4147B-ms98-a-0038,196.095625,196.313125,right,I,sd,u-54-1
sw4147B-ms98-a-0038,196.637125,196.915625,might,I,sd,u-54-1
sw4147B-ms98-a-0038,196.915625,197.185625,say,I,sd,u-54-1
sw4147B-ms98-a-0038,197.185625,197.355625,we,I,sd,u-54-1
sw4147B-ms98-a-0038,197.355625,197.545625,live,I,sd,u-54-1
sw4147B-ms98-a-0038,197.545625,197.770875,right,I,sd,u-54-1
sw4147B-ms98-a-0038,197.770875,197.925250,in,I,sd,u-54-1
sw4147B-ms98-a-0038,197.925250,198.106875,uh,I,sd,u-54-1
sw4147B-ms98-a-0038,198.411875,198.545625,in,I,sd,u-54-1
sw4147B-ms98-a-0038,198.545625,198.605625,the,I,sd,u-54-1
sw4147B-ms98-a-0038,198.605625,198.855625,middle,I,sd,u-54-1
sw4147B-ms98-a-0038,198.855625,198.985625,of,I,sd,u-54-1
sw4147B-ms98-a-0038,198.985625,199.025625,a,I,sd,u-54-1
sw4147B-ms98-a-0038,199.025625,199.615625,residential,I,sd,u-54-1
sw4147B-ms98-a-0038,199.615625,200.000875,area,I,sd,u-54-1
sw4147B-ms98-a-0039,200.934375,201.464375,and,B,sv,u-56-1
sw4147B-ms98-a-0039,201.464375,201.729625,uh,I,sv,u-56-1
sw4147B-ms98-a-0040,203.288500,203.478500,so,I,sv,u-56-1
sw4147B-ms98-a-0040,203.478500,203.728500,that,I,sv,u-56-1
sw4147B-ms98-a-0040,203.728500,203.895250,is,I,sv,u-56-1
sw4147B-ms98-a-0040,204.057250,204.308500,not,I,sv,u-56-1
sw4147B-ms98-a-0040,204.308500,204.568500,as,I,sv,u-56-1
sw4147B-ms98-a-0040,204.568500,204.828250,good,I,sv,u-56-1
sw4147B-ms98-a-0040,205.046750,205.318500,uh,I,sv,u-56-1
sw4147B-ms98-a-0040,205.448500,205.538500,you,I,sv,u-56-1
sw4147B-ms98-a-0040,205.538500,205.688875,know,I,sv,u-56-1
sw4147B-ms98-a-0040,205.873375,206.058500,this,B,sv,u-56-2
sw4147B-ms98-a-0040,206.058500,206.338500,dog,I,sv,u-56-2
sw4147B-ms98-a-0040,206.338500,206.558500,being,I,sv,u-56-2
sw4147B-ms98-a-0040,206.558500,206.608500,a,I,sv,u-56-2
sw4147B-ms98-a-0040,206.608500,207.024375,small,I,sv,u-56-2
sw4147B-ms98-a-0040,207.024375,207.416125,dog,I,sv,u-56-2
sw4147B-ms98-a-0040,207.416125,207.928500,it's,I,sv,u-56-2
sw4147B-ms98-a-0040,207.928500,208.184125,uh,I,sv,u-56-2
sw4147B-ms98-a-0040,209.427000,209.588500,more,I,sv,u-56-2
sw4147B-ms98-a-0040,209.588500,209.808500,you,I,sv,u-56-2
sw4147B-ms98-a-0040,210.780250,210.928500,more,I,sv,u-56-2
sw4147B-ms98-a-0040,210.928500,211.691000,acceptable,I,sv,u-56-2
sw4147B-ms98-a-0040,211.870125,211.968500,but,B,h,u-58-1
sw4147B-ms98-a-0040,211.968500,212.248500,again,I,h,u-58-1
sw4147B-ms98-a-0042,217.120750,217.377625,yeah,B,b,u-60-1
sw4147B-ms98-a-0044,223.659875,224.002500,uh-huh,B,b,u-62-1
sw4147B-ms98-a-0046,251.667000,251.917250,yeah,B,b,u-64-1
