sw2040A-ms98-a-0002,1.935250,2.485250,yes,B,o,u-1-1
sw2040A-ms98-a-0010,111.580500,112.120500,Spanish,I,sd,u-5-3
sw2040A-ms98-a-0010,112.120500,112.290500,was,I,sd,u-5-3
sw2040A-ms98-a-0010,112.290500,112.430500,no,I,sd,u-5-3
sw2040A-ms98-a-0010,112.430500,113.066375,problem,I,sd,u-5-3
sw2040A-ms98-a-0011,113.904125,114.424125,um,B,sd,u-5-4
sw2040A-ms98-a-0011,114.964125,115.074125,it,I,sd,u-5-4
sw2040A-ms98-a-0011,115.074125,115.494125,was,I,sd,u-5-4
sw2040A-ms98-a-0012,116.147625,116.207625,it,I,sd,u-5-4
sw2040A-ms98-a-0012,116.207625,116.357625,was,I,sd,u-5-4
sw2040A-ms98-a-0012,116.527625,116.647625,you,I,sd,u-5-4
sw2040A-ms98-a-0012,116.647625,116.777625,know,I,sd,u-5-4
sw2040A-ms98-a-0012,116.777625,117.057625,very,I,sd,u-5-4
sw2040A-ms98-a-0012,117.057625,117.567625,lovely,I,sd,u-5-4
sw2040A-ms98-a-0012,117.567625,117.897625,and,B,sd,u-5-5
sw2040A-ms98-a-0012,117.897625,118.269500,and,I,sd,u-5-5
sw2040A-ms98-a-0012,118.800625,118.977625,the,I,sd,u-5-5
sw2040A-ms98-a-0012,118.977625,119.640750,people,I,sd,u-5-5
sw2040A-ms98-a-0012,119.945875,120.227625,seemed,I,sd,u-5-5
sw2040A-ms98-a-0012,120.227625,120.447625,very,I,sd,u-5-5
sw2040A-ms98-a-0012,120.447625,120.937625,friendly,I,sd,u-5-5
sw2040A-ms98-a-0012,120.937625,121.287625,and,I,sd,u-5-5
sw2040A-ms98-a-0012,121.287625,121.496125,and,I,sd,u-5-5
sw2040A-ms98-a-0012,121.496125,121.857750,nice,I,sd,u-5-5
sw2040A-ms98-a-0012,121.857750,122.047500,i,B,sd,u-5-6
sw2040A-ms98-a-0012,122.047500,122.382625,have,I,sd,u-5-6
sw2040A-ms98-a-0012,122.382625,122.787625,actually,B,sd,u-5-7
sw2040A-ms98-a-0012,122.787625,122.857625,i,I,sd,u-5-7
sw2040A-ms98-a-0012,122.857625,123.227625,work,I,sd,u-5-7
sw2040A-ms98-a-0012,123.227625,123.585125,with,I,sd,u-5-7
sw2040A-ms98-a-0012,123.767875,124.134750,uh,I,sd,u-5-7
sw2040A-ms98-a-0013,124.867625,125.337625,a,I,sd,u-5-7
sw2040A-ms98-a-0013,125.337625,125.627625,girl,I,sd,u-5-7
sw2040A-ms98-a-0013,125.627625,125.807625,from,I,sd,u-5-7
sw2040A-ms98-a-0013,125.807625,126.054875,Puerto,I,sd,u-5-7
sw2040A-ms98-a-0013,126.054875,126.404875,Rico,I,sd,u-5-7
sw2040A-ms98-a-0013,126.404875,126.638375,and,B,sd,u-5-8
sw2040A-ms98-a-0013,127.139125,127.308625,i,I,sd,u-5-8
sw2040A-ms98-a-0013,127.308625,127.587625,guess,I,sd,u-5-8
sw2040A-ms98-a-0013,127.587625,127.897625,i,I,sd,u-5-8
sw2040A-ms98-a-0013,127.897625,128.147625,have,I,sd,u-5-8
sw2040A-ms98-a-0013,128.147625,128.377625,never,I,sd,u-5-8
sw2040A-ms98-a-0013,128.377625,128.667625,thought,I,sd,u-5-8
sw2040A-ms98-a-0013,128.667625,128.757625,to,I,sd,u-5-8
sw2040A-ms98-a-0013,128.757625,129.107625,ask,I,sd,u-5-8
sw2040A-ms98-a-0013,129.107625,129.247625,her,I,sd,u-5-8
sw2040A-ms98-a-0013,129.247625,129.477625,which,I,sd,u-5-8
sw2040A-ms98-a-0013,129.477625,129.677625,she,I,sd,u-5-8
sw2040A-ms98-a-0013,129.677625,130.399875,favors,I,sd,u-5-8
sw2040A-ms98-a-0014,131.403625,131.703875,uh,I,sd,u-5-8
sw2040A-ms98-a-0016,143.123500,143.233500,well,B,sv,u-7-1
sw2040A-ms98-a-0016,143.233500,143.743500,probably,I,sv,u-7-1
sw2040A-ms98-a-0016,143.743500,144.073500,more,I,sv,u-7-1
sw2040A-ms98-a-0016,144.073500,144.362500,on,I,sv,u-7-1
sw2040A-ms98-a-0016,144.577250,144.763500,in,I,sv,u-7-1
sw2040A-ms98-a-0016,144.763500,145.213500,terms,I,sv,u-7-1
sw2040A-ms98-a-0016,145.213500,145.313500,of,I,sv,u-7-1
sw2040A-ms98-a-0016,145.313500,145.373500,the,I,sv,u-7-1
sw2040A-ms98-a-0016,145.373500,146.177250,US,I,sv,u-7-1
sw2040A-ms98-a-0017,146.823500,147.573500,um,I,sv,u-7-1
sw2040A-ms98-a-0018,148.399375,148.519375,you,B,sd,u-7-2
sw2040A-ms98-a-0018,148.519375,148.669375,know,I,sd,u-7-2
sw2040A-ms98-a-0018,148.669375,148.979375,i'm,I,sd,u-7-2
sw2040A-ms98-a-0018,148.979375,149.409375,i'm,I,sd,u-7-2
sw2040A-ms98-a-0018,149.569375,149.799375,not,I,sd,u-7-2
sw2040A-ms98-a-0018,149.799375,150.079375,quite,I,sd,u-7-2
sw2040A-ms98-a-0018,150.079375,150.279375,sure,I,sd,u-7-2
sw2040A-ms98-a-0018,150.279375,150.649375,how,I,sd,u-7-2
sw2040A-ms98-a-0018,150.649375,150.849375,the,I,sd,u-7-2
sw2040A-ms98-a-0018,150.849375,151.209375,US,I,sd,u-7-2
sw2040A-ms98-a-0018,151.209375,151.859375,copes,I,sd,u-7-2
sw2040A-ms98-a-0019,152.343500,152.703500,with,I,sd,u-7-2
sw2040A-ms98-a-0019,152.703500,152.853500,this,I,sd,u-7-2
sw2040A-ms98-a-0019,152.853500,152.983500,sort,I,sd,u-7-2
sw2040A-ms98-a-0019,152.983500,153.063500,of,I,sd,u-7-2
sw2040A-ms98-a-0019,153.063500,153.233500,thing,I,sd,u-7-2
sw2040A-ms98-a-0019,153.233500,153.433500,i've,B,sd,u-7-3
sw2040A-ms98-a-0019,153.433500,153.653500,lived,I,sd,u-7-3
sw2040A-ms98-a-0019,153.653500,154.067625,[abrode/abroad],I,sd,u-7-3
sw2040A-ms98-a-0019,154.169250,154.603500,abroad,I,sd,u-7-3
sw2040A-ms98-a-0019,154.603500,154.893500,most,I,sd,u-7-3
sw2040A-ms98-a-0019,154.893500,154.953500,of,I,sd,u-7-3
sw2040A-ms98-a-0019,154.953500,155.083500,my,I,sd,u-7-3
sw2040A-ms98-a-0019,155.083500,155.443500,life,I,sd,u-7-3
sw2040A-ms98-a-0019,155.443500,155.908500,so,B,sd,u-7-4
sw2040A-ms98-a-0020,156.882750,157.077375,i,I,sd,u-7-4
sw2040A-ms98-a-0020,157.077375,157.382750,guess,I,sd,u-7-4
sw2040A-ms98-a-0020,157.382750,157.742750,i,I,sd,u-7-4
sw2040A-ms98-a-0020,157.742750,158.052750,i've,I,sd,u-7-4
sw2040A-ms98-a-0020,158.132750,158.302750,been,I,sd,u-7-4
sw2040A-ms98-a-0020,158.302750,158.502750,very,I,sd,u-7-4
sw2040A-ms98-a-0020,158.502750,158.742750,cut,I,sd,u-7-4
sw2040A-ms98-a-0020,158.742750,159.362750,off,I,sd,u-7-4
sw2040A-ms98-a-0020,159.552750,159.662750,uh,O,,
sw2040A-ms98-a-0020,159.662750,159.882750,i,B,sd,u-7-5
sw2040A-ms98-a-0020,159.882750,160.162750,lived,I,sd,u-7-5
sw2040A-ms98-a-0020,160.162750,160.472750,actually,I,sd,u-7-5
sw2040A-ms98-a-0020,160.472750,160.542750,in,I,sd,u-7-5
sw2040A-ms98-a-0020,160.542750,161.042750,Lebanon,I,sd,u-7-5
sw2040A-ms98-a-0020,161.042750,161.288875,so,B,sd,u-7-6
sw2040A-ms98-a-0020,161.646750,161.692750,i,I,sd,u-7-6
sw2040A-ms98-a-0020,161.692750,161.802750,was,I,sd,u-7-6
sw2040A-ms98-a-0020,161.802750,162.032750,very,I,sd,u-7-6
sw2040A-ms98-a-0020,162.032750,162.252750,cut,I,sd,u-7-6
sw2040A-ms98-a-0020,162.252750,162.582750,off,I,sd,u-7-6
sw2040A-ms98-a-0020,162.582750,163.002750,from,I,sd,u-7-6
sw2040A-ms98-a-0020,163.002750,163.652750,the,I,sd,u-7-6
sw2040A-ms98-a-0021,164.163250,164.392500,the,I,sd,u-7-6
sw2040A-ms98-a-0021,164.392500,165.082625,press,I,sd,u-7-6
sw2040A-ms98-a-0021,165.082625,165.260750,as,I,sd,u-7-6
sw2040A-ms98-a-0021,165.260750,165.460750,i,I,sd,u-7-6
sw2040A-ms98-a-0021,165.460750,165.542750,w[as]-,I,sd,u-7-6
sw2040A-ms98-a-0021,165.670500,165.793250,you,I,sd,u-7-6
sw2040A-ms98-a-0021,165.793250,166.063250,know,I,sd,u-7-6
sw2040A-ms98-a-0022,166.708625,167.028625,and,I,sd,u-7-6
sw2040A-ms98-a-0022,167.078625,167.348625,uh,I,sd,u-7-6
sw2040A-ms98-a-0022,167.348625,167.668625,bec[oming]-,I,sd,u-7-6
sw2040A-ms98-a-0022,167.668625,167.918625,was,I,sd,u-7-6
sw2040A-ms98-a-0022,167.918625,168.258625,becoming,I,sd,u-7-6
sw2040A-ms98-a-0022,168.258625,168.348625,an,I,sd,u-7-6
sw2040A-ms98-a-0022,168.348625,168.918625,adult,I,sd,u-7-6
sw2040A-ms98-a-0022,168.918625,169.196125,so,B,sd,u-7-7
sw2040A-ms98-a-0022,169.542625,169.608625,i,I,sd,u-7-7
sw2040A-ms98-a-0022,169.608625,169.738625,don't,I,sd,u-7-7
sw2040A-ms98-a-0022,169.738625,169.998375,know,I,sd,u-7-7
sw2040A-ms98-a-0022,170.424000,170.738625,how,I,sd,u-7-7
sw2040A-ms98-a-0022,170.738625,170.838625,the,I,sd,u-7-7
sw2040A-ms98-a-0022,170.838625,171.158625,US,I,sd,u-7-7
sw2040A-ms98-a-0022,171.158625,171.278625,would,I,sd,u-7-7
sw2040A-ms98-a-0022,171.278625,171.618625,cope,I,sd,u-7-7
sw2040A-ms98-a-0022,171.618625,171.758625,with,I,sd,u-7-7
sw2040A-ms98-a-0022,171.758625,171.910875,it,I,sd,u-7-7
sw2040A-ms98-a-0022,172.188125,172.408625,a,I,sd,u-7-7
sw2040A-ms98-a-0023,173.101875,173.461875,new,I,sd,u-7-7
sw2040A-ms98-a-0023,173.461875,174.051875,state,I,sd,u-7-7
sw2040A-ms98-a-0023,174.051875,174.331875,that,I,sd,u-7-7
sw2040A-ms98-a-0023,174.331875,174.531875,is,I,sd,u-7-7
sw2040A-ms98-a-0023,174.531875,174.771875,so,I,sd,u-7-7
sw2040A-ms98-a-0023,174.771875,175.261875,very,I,sd,u-7-7
sw2040A-ms98-a-0023,175.261875,175.561875,very,I,sd,u-7-7
sw2040A-ms98-a-0023,175.561875,176.144750,poor,I,sd,u-7-7
sw2040A-ms98-a-0024,177.810500,178.351000,um,B,sv,u-9-1
sw2040A-ms98-a-0024,178.481000,178.645125,i,I,sv,u-9-1
sw2040A-ms98-a-0024,178.645125,178.811000,guess,I,sv,u-9-1
sw2040A-ms98-a-0024,179.071000,179.201000,you,I,sv,u-9-1
sw2040A-ms98-a-0024,179.201000,179.341000,know,I,sv,u-9-1
sw2040A-ms98-a-0024,179.341000,179.581000,we'd,I,sv,u-9-1
sw2040A-ms98-a-0024,179.581000,179.711000,have,I,sv,u-9-1
sw2040A-ms98-a-0024,179.711000,179.791000,a,I,sv,u-9-1
sw2040A-ms98-a-0024,179.791000,180.051000,lot,I,sv,u-9-1
sw2040A-ms98-a-0024,180.051000,180.171000,of,I,sv,u-9-1
sw2040A-ms98-a-0024,180.171000,180.864125,aid,I,sv,u-9-1
sw2040A-ms98-a-0024,180.988500,181.221000,if,I,sv,u-9-1
sw2040A-ms98-a-0024,181.221000,181.431000,if,I,sv,u-9-1
sw2040A-ms98-a-0024,181.431000,181.821000,you,I,sv,u-9-1
sw2040A-ms98-a-0024,181.821000,182.251000,consider,I,sv,u-9-1
sw2040A-ms98-a-0024,182.251000,182.321000,the,I,sv,u-9-1
sw2040A-ms98-a-0024,182.321000,182.541000,inner,I,sv,u-9-1
sw2040A-ms98-a-0024,182.541000,183.151000,cities,I,sv,u-9-1
sw2040A-ms98-a-0024,183.151000,183.561000,of,I,sv,u-9-1
sw2040A-ms98-a-0025,184.282625,184.562625,like,I,sv,u-9-1
sw2040A-ms98-a-0025,184.562625,184.662625,New,I,sv,u-9-1
sw2040A-ms98-a-0025,184.662625,185.082625,York,I,sv,u-9-1
sw2040A-ms98-a-0025,185.082625,185.492625,and,I,sv,u-9-1
sw2040A-ms98-a-0025,185.492625,186.122875,and,I,sv,u-9-1
sw2040A-ms98-a-0025,186.442625,186.652250,how,I,sv,u-9-1
sw2040A-ms98-a-0025,186.652250,187.089125,much,I,sv,u-9-1
sw2040A-ms98-a-0025,187.089125,187.492625,aid,I,sv,u-9-1
sw2040A-ms98-a-0025,187.492625,187.602625,it,I,sv,u-9-1
sw2040A-ms98-a-0025,187.602625,188.002625,needs,I,sv,u-9-1
sw2040A-ms98-a-0025,188.002625,188.142625,i,B,sv,u-9-2
sw2040A-ms98-a-0025,188.142625,188.582625,suppose,I,sv,u-9-2
sw2040A-ms98-a-0025,188.582625,188.692625,the,I,sv,u-9-2
sw2040A-ms98-a-0025,188.692625,188.842625,whole,I,sv,u-9-2
sw2040A-ms98-a-0025,188.842625,189.342625,country,I,sv,u-9-2
sw2040A-ms98-a-0025,189.642625,189.732625,or,I,sv,u-9-2
sw2040A-ms98-a-0025,189.732625,189.812625,the,I,sv,u-9-2
sw2040A-ms98-a-0025,189.812625,190.183000,whole,I,sv,u-9-2
sw2040A-ms98-a-0025,190.849625,191.209625,um,I,sv,u-9-2
sw2040A-ms98-a-0025,191.680500,191.862625,new,I,sv,u-9-2
sw2040A-ms98-a-0025,191.862625,192.302625,state,I,sv,u-9-2
sw2040A-ms98-a-0025,192.302625,192.482625,would,I,sv,u-9-2
sw2040A-ms98-a-0025,192.482625,192.992625,require,I,sv,u-9-2
sw2040A-ms98-a-0025,192.992625,193.282625,such,I,sv,u-9-2
sw2040A-ms98-a-0025,193.282625,193.790125,aid,I,sv,u-9-2
sw2040A-ms98-a-0027,204.456625,204.648125,i,B,na,u-11-1
sw2040A-ms98-a-0027,204.648125,204.889750,think,I,na,u-11-1
sw2040A-ms98-a-0027,204.889750,205.239750,so,I,na,u-11-1
sw2040A-ms98-a-0029,223.200750,223.504000,um-hum,B,b,u-13-1
sw2040A-ms98-a-0031,300.080250,300.555250,um-hum,O,,
sw2040A-ms98-a-0031,300.898000,301.060250,yeah,B,%,u-13-2
sw2040A-ms98-a-0031,301.060250,301.380250,th[ose]-,O,,
sw2040A-ms98-a-0031,301.380250,301.600250,those,B,sd,u-13-3
sw2040A-ms98-a-0031,301.600250,301.680250,are,I,sd,u-13-3
sw2040A-ms98-a-0031,301.680250,301.890250,good,I,sd,u-13-3
sw2040A-ms98-a-0031,301.890250,302.370250,points,I,sd,u-13-3
sw2040A-ms98-a-0031,302.370250,302.699500,um,I,sd,u-13-3
sw2040A-ms98-a-0031,302.793625,302.970250,which,I,sd,u-13-3
