sw4037B-ms98-a-0003,6.928250,7.139500,yeah,B,ny,u-2-1
sw4037B-ms98-a-0006,24.966500,25.406500,person,I,+,u-8-1
sw4037B-ms98-a-0006,25.406500,25.655750,just,I,+,u-8-1
sw4037B-ms98-a-0006,25.968375,26.116500,uh,I,+,u-8-1
sw4037B-ms98-a-0006,26.116500,26.306500,i,I,+,u-8-1
sw4037B-ms98-a-0006,26.306500,26.536500,feel,I,+,u-8-1
sw4037B-ms98-a-0006,26.536500,26.876500,doesn't,I,+,u-8-1
sw4037B-ms98-a-0006,26.876500,27.236500,deserve,I,+,u-8-1
sw4037B-ms98-a-0006,27.236500,27.426500,to,I,+,u-8-1
sw4037B-ms98-a-0006,27.426500,27.709625,live,I,+,u-8-1
sw4037B-ms98-a-0006,27.709625,28.036500,doesn't,I,+,u-8-1
sw4037B-ms98-a-0006,28.036500,28.336500,deserve,I,+,u-8-1
sw4037B-ms98-a-0006,28.336500,28.436500,for,I,+,u-8-1
sw4037B-ms98-a-0006,28.436500,28.496500,the,I,+,u-8-1
sw4037B-ms98-a-0006,28.496500,28.806500,tax,I,+,u-8-1
sw4037B-ms98-a-0006,28.806500,29.126500,payers,I,+,u-8-1
sw4037B-ms98-a-0006,29.126500,29.286500,to,I,+,u-8-1
sw4037B-ms98-a-0006,29.286500,29.798750,spend,I,+,u-8-1
sw4037B-ms98-a-0006,30.265750,30.496500,however,I,+,u-8-1
sw4037B-ms98-a-0006,30.496500,30.826500,many,I,+,u-8-1
sw4037B-ms98-a-0006,30.826500,31.266500,thousands,I,+,u-8-1
sw4037B-ms98-a-0006,31.266500,31.336500,of,I,+,u-8-1
sw4037B-ms98-a-0006,31.336500,31.646500,dollars,I,+,u-8-1
sw4037B-ms98-a-0006,31.646500,31.726500,it,I,+,u-8-1
sw4037B-ms98-a-0006,31.726500,32.016500,costs,I,+,u-8-1
sw4037B-ms98-a-0006,32.016500,32.046500,a,I,+,u-8-1
sw4037B-ms98-a-0006,32.046500,32.336500,year,I,+,u-8-1
sw4037B-ms98-a-0006,32.336500,32.436500,to,I,+,u-8-1
sw4037B-ms98-a-0006,32.436500,32.686500,keep,I,+,u-8-1
sw4037B-ms98-a-0006,32.686500,32.906500,them,I,+,u-8-1
sw4037B-ms98-a-0006,32.906500,33.149500,in,I,+,u-8-1
sw4037B-ms98-a-0006,33.149500,33.336500,in,I,+,u-8-1
sw4037B-ms98-a-0006,33.336500,33.696500,prison,I,+,u-8-1
sw4037B-ms98-a-0006,33.696500,33.836500,for,I,+,u-8-1
sw4037B-ms98-a-0006,33.836500,34.368375,life,I,+,u-8-1
sw4037B-ms98-a-0008,35.752000,35.882000,uh,O,,
sw4037B-ms98-a-0008,35.882000,36.112000,i,B,sd,u-10-1
sw4037B-ms98-a-0008,36.112000,36.382000,know,I,sd,u-10-1
sw4037B-ms98-a-0008,36.382000,36.612000,there's,I,sd,u-10-1
sw4037B-ms98-a-0008,36.612000,36.642000,a,I,sd,u-10-1
sw4037B-ms98-a-0008,36.642000,36.792000,lot,I,sd,u-10-1
sw4037B-ms98-a-0008,36.792000,36.852000,of,I,sd,u-10-1
sw4037B-ms98-a-0008,36.852000,37.142000,problems,I,sd,u-10-1
sw4037B-ms98-a-0008,37.142000,37.272000,with,I,sd,u-10-1
sw4037B-ms98-a-0008,37.272000,37.512000,that,I,sd,u-10-1
sw4037B-ms98-a-0008,37.512000,37.862000,like,I,sd,u-10-1
sw4037B-ms98-a-0008,37.862000,38.292000,well,I,sd,u-10-1
sw4037B-ms98-a-0008,38.292000,38.412000,they,I,sd,u-10-1
sw4037B-ms98-a-0008,38.412000,39.007875,say,I,sd,u-10-1
sw4037B-ms98-a-0008,39.007875,39.352000,okay,I,sd,u-10-1
sw4037B-ms98-a-0008,39.352000,39.522000,if,I,sd,u-10-1
sw4037B-ms98-a-0008,39.522000,39.922000,you,I,sd,u-10-1
sw4037B-ms98-a-0008,39.922000,40.302000,declare,I,sd,u-10-1
sw4037B-ms98-a-0008,40.302000,40.882000,someone,I,sd,u-10-1
sw4037B-ms98-a-0008,40.882000,41.042000,put,I,sd,u-10-1
sw4037B-ms98-a-0008,41.042000,41.162000,them,I,sd,u-10-1
sw4037B-ms98-a-0008,41.162000,41.282000,on,I,sd,u-10-1
sw4037B-ms98-a-0008,41.282000,41.512000,death,I,sd,u-10-1
sw4037B-ms98-a-0008,41.512000,41.692000,row,I,sd,u-10-1
sw4037B-ms98-a-0008,41.692000,41.792000,and,I,sd,u-10-1
sw4037B-ms98-a-0008,41.792000,42.232000,execute,I,sd,u-10-1
sw4037B-ms98-a-0008,42.232000,42.462000,them,I,sd,u-10-1
sw4037B-ms98-a-0008,42.462000,42.772000,well,I,sd,u-10-1
sw4037B-ms98-a-0008,42.772000,43.042000,then,I,sd,u-10-1
sw4037B-ms98-a-0008,43.042000,43.262000,ten,I,sd,u-10-1
sw4037B-ms98-a-0008,43.262000,43.382000,la[te]-,I,sd,u-10-1
sw4037B-ms98-a-0008,43.382000,43.612000,years,I,sd,u-10-1
sw4037B-ms98-a-0008,43.612000,43.812000,later,I,sd,u-10-1
sw4037B-ms98-a-0008,43.812000,43.902000,you,I,sd,u-10-1
sw4037B-ms98-a-0008,43.902000,44.122000,find,I,sd,u-10-1
sw4037B-ms98-a-0008,44.122000,44.242000,out,I,sd,u-10-1
sw4037B-ms98-a-0008,44.242000,44.352000,that,I,sd,u-10-1
sw4037B-ms98-a-0008,44.352000,44.522000,he,I,sd,u-10-1
sw4037B-ms98-a-0008,44.522000,44.772000,really,I,sd,u-10-1
sw4037B-ms98-a-0008,44.772000,45.032000,didn't,I,sd,u-10-1
sw4037B-ms98-a-0008,45.032000,45.182000,do,I,sd,u-10-1
sw4037B-ms98-a-0008,45.182000,45.302000,it,I,sd,u-10-1
sw4037B-ms98-a-0008,45.302000,45.432000,then,I,sd,u-10-1
sw4037B-ms98-a-0008,45.432000,45.622000,that,I,sd,u-10-1
sw4037B-ms98-a-0008,45.622000,45.852000,life,I,sd,u-10-1
sw4037B-ms98-a-0008,45.852000,45.992000,was,I,sd,u-10-1
sw4037B-ms98-a-0008,45.992000,46.492000,wasted,I,sd,u-10-1
sw4037B-ms98-a-0008,46.492000,46.657000,but,B,sv,u-10-2
sw4037B-ms98-a-0009,47.369875,47.531500,just,B,+,u-12-1
sw4037B-ms98-a-0009,47.531500,47.701500,seems,I,+,u-12-1
sw4037B-ms98-a-0009,47.701500,47.861500,like,I,+,u-12-1
sw4037B-ms98-a-0009,47.861500,47.971500,in,I,+,u-12-1
sw4037B-ms98-a-0009,47.971500,48.151500,some,I,+,u-12-1
sw4037B-ms98-a-0009,48.151500,48.521500,cases,I,+,u-12-1
sw4037B-ms98-a-0009,48.521500,48.661500,that,I,+,u-12-1
sw4037B-ms98-a-0009,48.661500,48.811500,it's,I,+,u-12-1
sw4037B-ms98-a-0009,48.811500,49.011500,a,I,+,u-12-1
sw4037B-ms98-a-0009,49.011500,49.211500,it's,I,+,u-12-1
sw4037B-ms98-a-0009,49.211500,49.301500,a,I,+,u-12-1
sw4037B-ms98-a-0009,49.301500,49.491500,good,I,+,u-12-1
sw4037B-ms98-a-0009,49.491500,50.163125,policy,I,+,u-12-1
sw4037B-ms98-a-0011,65.354750,65.695625,uh-huh,B,b,u-14-1
sw4037B-ms98-a-0013,74.524000,75.008000,right,B,aa,u-16-1
sw4037B-ms98-a-0015,81.056500,81.447000,right,B,b,u-18-1
sw4037B-ms98-a-0017,91.203750,91.619500,right,B,b,u-20-1
sw4037B-ms98-a-0019,102.641375,102.944125,that's,B,aa,u-22-1
sw4037B-ms98-a-0019,102.944125,102.974125,a,I,aa,u-22-1
sw4037B-ms98-a-0019,102.974125,103.414125,that's,I,aa,u-22-1
sw4037B-ms98-a-0019,103.414125,103.584125,a,I,aa,u-22-1
sw4037B-ms98-a-0019,103.584125,103.854125,thought,I,aa,u-22-1
sw4037B-ms98-a-0019,103.854125,103.964125,that,I,aa,u-22-1
sw4037B-ms98-a-0019,103.964125,104.044125,i,I,aa,u-22-1
sw4037B-ms98-a-0019,104.044125,104.204125,had,I,aa,u-22-1
sw4037B-ms98-a-0019,104.204125,104.424125,never,I,aa,u-22-1
sw4037B-ms98-a-0019,104.424125,104.624125,really,I,aa,u-22-1
sw4037B-ms98-a-0019,104.624125,104.854125,had,I,aa,u-22-1
sw4037B-ms98-a-0019,104.854125,104.974125,on,I,aa,u-22-1
sw4037B-ms98-a-0019,104.974125,105.170375,that,I,aa,u-22-1
sw4037B-ms98-a-0019,105.840750,105.965125,wh[ich]-,O,,
sw4037B-ms98-a-0019,105.965125,106.254125,which,B,+,u-24-1
sw4037B-ms98-a-0019,106.254125,106.464125,seems,I,+,u-24-1
sw4037B-ms98-a-0019,106.464125,106.674125,pretty,I,+,u-24-1
sw4037B-ms98-a-0019,106.674125,107.113250,sensible,I,+,u-24-1
sw4037B-ms98-a-0021,116.454875,116.948750,right,B,aa,u-26-1
sw4037B-ms98-a-0023,125.891875,126.304875,[laughter-right],O,,
sw4037B-ms98-a-0023,126.304875,126.621375,yeah,B,b,u-28-2
sw4037B-ms98-a-0025,134.146250,134.506125,uh-huh,B,b,u-30-1
sw4037B-ms98-a-0027,137.058375,137.397875,uh-huh,B,b,u-32-1
sw4037B-ms98-a-0029,149.205500,149.537500,yeah,B,aa,u-34-1
sw4037B-ms98-a-0029,149.537500,149.837500,you're,B,aa,u-34-2
sw4037B-ms98-a-0029,149.837500,150.017500,you're,I,aa,u-34-2
sw4037B-ms98-a-0029,150.017500,150.267500,right,I,aa,u-34-2
sw4037B-ms98-a-0029,150.267500,150.737500,there,I,aa,u-34-2
sw4037B-ms98-a-0029,150.737500,151.064500,uh,B,%,u-34-3
sw4037B-ms98-a-0030,152.213500,152.323500,i,I,%,u-34-3
sw4037B-ms98-a-0030,152.323500,152.473500,ju[st]-,O,,
sw4037B-ms98-a-0030,152.473500,152.943500,basically,B,sd,u-34-4
sw4037B-ms98-a-0030,152.943500,153.083500,my,I,sd,u-34-4
sw4037B-ms98-a-0030,153.083500,153.543500,views,I,sd,u-34-4
sw4037B-ms98-a-0030,153.543500,153.683500,i,I,sd,u-34-4
sw4037B-ms98-a-0030,153.683500,153.923500,guess,I,sd,u-34-4
sw4037B-ms98-a-0030,153.923500,154.053500,they,I,sd,u-34-4
sw4037B-ms98-a-0030,154.053500,154.303500,tend,I,sd,u-34-4
sw4037B-ms98-a-0030,154.303500,154.393500,to,I,sd,u-34-4
sw4037B-ms98-a-0030,154.393500,154.523500,be,I,sd,u-34-4
sw4037B-ms98-a-0030,154.523500,154.821625,more,I,sd,u-34-4
sw4037B-ms98-a-0030,154.821625,155.433500,economically,I,sd,u-34-4
sw4037B-ms98-a-0030,155.433500,155.983500,oriented,I,sd,u-34-4
sw4037B-ms98-a-0030,155.983500,156.203500,in,B,+,u-36-1
sw4037B-ms98-a-0030,156.203500,156.443500,that,I,+,u-36-1
sw4037B-ms98-a-0030,156.443500,156.543500,i,I,+,u-36-1
sw4037B-ms98-a-0030,156.543500,156.771125,just,I,+,u-36-1
sw4037B-ms98-a-0031,157.495250,157.567125,y[ou]-,I,+,u-36-1
sw4037B-ms98-a-0031,157.567125,157.707125,you,I,+,u-36-1
sw4037B-ms98-a-0031,157.707125,157.837125,know,I,+,u-36-1
sw4037B-ms98-a-0031,157.837125,157.927125,they,I,+,u-36-1
sw4037B-ms98-a-0031,157.927125,158.077125,come,I,+,u-36-1
sw4037B-ms98-a-0031,158.077125,158.187125,out,I,+,u-36-1
sw4037B-ms98-a-0031,158.187125,158.277125,with,I,+,u-36-1
sw4037B-ms98-a-0031,158.277125,158.437125,these,I,+,u-36-1
sw4037B-ms98-a-0031,158.437125,158.747125,figures,I,+,u-36-1
sw4037B-ms98-a-0031,158.747125,158.847125,that,I,+,u-36-1
sw4037B-ms98-a-0031,158.847125,158.927125,it,I,+,u-36-1
sw4037B-ms98-a-0031,158.927125,159.187125,costs,I,+,u-36-1
sw4037B-ms98-a-0031,159.187125,159.447125,fifty,I,+,u-36-1
sw4037B-ms98-a-0031,159.447125,159.777125,thousand,I,+,u-36-1
sw4037B-ms98-a-0031,159.777125,160.198750,dollars,I,+,u-36-1
sw4037B-ms98-a-0031,160.341875,160.867125,taxpayer,I,+,u-36-1
sw4037B-ms98-a-0031,160.867125,161.287125,dollars,I,+,u-36-1
sw4037B-ms98-a-0031,161.287125,161.327125,a,I,+,u-36-1
sw4037B-ms98-a-0031,161.327125,161.647125,year,I,+,u-36-1
sw4037B-ms98-a-0031,161.647125,161.767125,to,I,+,u-36-1
sw4037B-ms98-a-0031,161.767125,161.997125,keep,I,+,u-36-1
sw4037B-ms98-a-0031,161.997125,162.257125,someone,I,+,u-36-1
sw4037B-ms98-a-0031,162.257125,162.737125,alive,I,+,u-36-1
sw4037B-ms98-a-0031,162.737125,162.997125,in,I,+,u-36-1
sw4037B-ms98-a-0031,162.997125,163.477125,jail,I,+,u-36-1
sw4037B-ms98-a-0031,163.477125,163.627125,when,B,+,u-38-1
sw4037B-ms98-a-0031,163.627125,163.717125,they're,I,+,u-38-1
sw4037B-ms98-a-0031,163.717125,163.837125,going,I,+,u-38-1
sw4037B-ms98-a-0031,163.837125,163.897125,to,I,+,u-38-1
sw4037B-ms98-a-0031,163.897125,164.007125,be,I,+,u-38-1
sw4037B-ms98-a-0031,164.007125,164.137125,there,I,+,u-38-1
sw4037B-ms98-a-0031,164.137125,164.297125,for,I,+,u-38-1
sw4037B-ms98-a-0031,164.297125,164.597125,life,I,+,u-38-1
sw4037B-ms98-a-0031,164.597125,164.727125,they're,I,+,u-38-1
sw4037B-ms98-a-0031,164.727125,165.017125,never,I,+,u-38-1
sw4037B-ms98-a-0031,165.017125,165.137125,going,I,+,u-38-1
sw4037B-ms98-a-0031,165.137125,165.197125,to,I,+,u-38-1
sw4037B-ms98-a-0031,165.197125,165.307125,be,I,+,u-38-1
sw4037B-ms98-a-0031,165.307125,166.035750,rehabilitated,I,+,u-38-1
sw4037B-ms98-a-0032,166.513500,166.603500,i,B,sv,u-40-1
sw4037B-ms98-a-0032,166.603500,166.843500,mean,I,sv,u-40-1
sw4037B-ms98-a-0032,166.843500,166.903500,i,I,sv,u-40-1
sw4037B-ms98-a-0032,166.903500,167.153500,don't,I,sv,u-40-1
sw4037B-ms98-a-0032,167.153500,167.423500,believe,I,sv,u-40-1
sw4037B-ms98-a-0032,167.423500,167.523500,that,I,sv,u-40-1
sw4037B-ms98-a-0032,167.523500,167.583500,the,I,sv,u-40-1
sw4037B-ms98-a-0032,167.583500,167.913500,prison,I,sv,u-40-1
sw4037B-ms98-a-0032,167.913500,168.193500,system,I,sv,u-40-1
sw4037B-ms98-a-0032,168.193500,168.293500,that,I,sv,u-40-1
sw4037B-ms98-a-0032,168.293500,168.403500,we,I,sv,u-40-1
sw4037B-ms98-a-0032,168.403500,168.633500,have,I,sv,u-40-1
sw4037B-ms98-a-0032,168.633500,169.013500,today,I,sv,u-40-1
sw4037B-ms98-a-0032,169.013500,169.273500,does,I,sv,u-40-1
sw4037B-ms98-a-0032,169.273500,169.553500,much,I,sv,u-40-1
sw4037B-ms98-a-0032,169.553500,169.843500,towards,I,sv,u-40-1
sw4037B-ms98-a-0032,169.843500,170.513500,rehabilitation,I,sv,u-40-1
sw4037B-ms98-a-0032,170.513500,170.593500,to,I,sv,u-40-1
sw4037B-ms98-a-0032,170.593500,170.913500,begin,I,sv,u-40-1
sw4037B-ms98-a-0032,170.913500,171.181625,with,I,sv,u-40-1
sw4037B-ms98-a-0032,171.460375,171.613500,so,B,sv,u-42-1
sw4037B-ms98-a-0032,171.613500,171.763500,to,I,sv,u-42-1
sw4037B-ms98-a-0032,171.763500,172.173500,me,I,sv,u-42-1
sw4037B-ms98-a-0032,172.173500,172.393500,i'm,I,sv,u-42-1
sw4037B-ms98-a-0032,172.393500,172.643500,paying,I,sv,u-42-1
sw4037B-ms98-a-0032,172.643500,173.253500,taxes,I,sv,u-42-1
sw4037B-ms98-a-0032,173.253500,173.333500,you,I,sv,u-42-1
sw4037B-ms98-a-0032,173.333500,173.473500,know,I,sv,u-42-1
sw4037B-ms98-a-0032,173.473500,173.733500,twenty,I,sv,u-42-1
sw4037B-ms98-a-0032,173.733500,174.003500,percent,I,sv,u-42-1
sw4037B-ms98-a-0032,174.003500,174.063500,of,I,sv,u-42-1
sw4037B-ms98-a-0032,174.063500,174.163500,my,I,sv,u-42-1
sw4037B-ms98-a-0032,174.163500,174.513500,check,I,sv,u-42-1
sw4037B-ms98-a-0032,174.513500,174.603500,or,I,sv,u-42-1
sw4037B-ms98-a-0032,174.603500,175.045125,whatever,I,sv,u-42-1
sw4037B-ms98-a-0033,175.550250,175.720000,to,B,+,u-44-1
sw4037B-ms98-a-0033,175.720000,176.040000,keep,I,+,u-44-1
sw4037B-ms98-a-0033,176.040000,176.380000,somebody,I,+,u-44-1
sw4037B-ms98-a-0033,176.380000,176.950000,alive,I,+,u-44-1
sw4037B-ms98-a-0033,176.950000,177.120000,who,I,+,u-44-1
sw4037B-ms98-a-0033,177.120000,177.405750,i,I,+,u-44-1
sw4037B-ms98-a-0033,177.405750,177.660000,in,I,+,u-44-1
sw4037B-ms98-a-0033,177.660000,177.900000,my,I,+,u-44-1
sw4037B-ms98-a-0033,177.900000,178.290000,mind,I,+,u-44-1
sw4037B-ms98-a-0033,178.290000,178.680000,shouldn't,I,+,u-44-1
sw4037B-ms98-a-0033,178.680000,178.820000,be,I,+,u-44-1
sw4037B-ms98-a-0033,178.820000,179.110000,there,I,+,u-44-1
sw4037B-ms98-a-0033,179.110000,179.200000,in,I,+,u-44-1
sw4037B-ms98-a-0033,179.200000,179.260000,the,I,+,u-44-1
sw4037B-ms98-a-0033,179.260000,179.500000,first,I,+,u-44-1
sw4037B-ms98-a-0033,179.500000,179.740000,place,I,+,u-44-1
sw4037B-ms98-a-0033,179.740000,179.840000,and,I,+,u-44-1
sw4037B-ms98-a-0033,179.840000,179.940000,is,I,+,u-44-1
sw4037B-ms98-a-0033,179.940000,180.250000,never,I,+,u-44-1
sw4037B-ms98-a-0033,180.250000,180.370000,going,I,+,u-44-1
sw4037B-ms98-a-0033,180.370000,180.430000,to,I,+,u-44-1
sw4037B-ms98-a-0033,180.430000,180.600000,be,I,+,u-44-1
sw4037B-ms98-a-0033,180.600000,180.730000,a,I,+,u-44-1
sw4037B-ms98-a-0033,180.730000,181.415750,valuable,I,+,u-44-1
sw4037B-ms98-a-0033,181.415750,181.610000,or,I,+,u-44-1
sw4037B-ms98-a-0033,181.610000,182.090000,worthwhile,I,+,u-44-1
sw4037B-ms98-a-0033,182.090000,182.270000,part,I,+,u-44-1
sw4037B-ms98-a-0033,182.270000,182.330000,of,I,+,u-44-1
sw4037B-ms98-a-0033,182.330000,182.830000,society,I,+,u-44-1
sw4037B-ms98-a-0033,182.830000,183.020000,so,B,sv,u-44-2
sw4037B-ms98-a-0033,183.020000,183.135000,i,I,sv,u-44-2
sw4037B-ms98-a-0033,183.376125,183.580000,i'm,I,sv,u-44-2
sw4037B-ms98-a-0033,183.580000,183.750000,all,I,sv,u-44-2
sw4037B-ms98-a-0033,183.750000,183.840000,in,I,sv,u-44-2
sw4037B-ms98-a-0033,183.840000,184.160000,favor,I,sv,u-44-2
sw4037B-ms98-a-0033,184.160000,184.250000,of,I,sv,u-44-2
sw4037B-ms98-a-0033,184.250000,184.315750,it,I,sv,u-44-2
sw4037B-ms98-a-0035,197.373750,197.597125,well,B,h,u-46-1
sw4037B-ms98-a-0035,197.597125,197.872875,i-,I,h,u-46-1
sw4037B-ms98-a-0035,198.437875,198.537125,i,I,h,u-46-1
sw4037B-ms98-a-0035,198.537125,199.002750,really,I,h,u-46-1
sw4037B-ms98-a-0035,199.673250,199.957125,don't,I,h,u-46-1
sw4037B-ms98-a-0035,199.957125,200.217125,know,I,h,u-46-1
sw4037B-ms98-a-0035,200.217125,200.367125,on,I,h,u-46-1
sw4037B-ms98-a-0035,200.367125,200.557125,that,I,h,u-46-1
sw4037B-ms98-a-0035,200.557125,200.937125,question,I,h,u-46-1
sw4037B-ms98-a-0035,200.937125,201.037125,it,B,sv,u-46-2
sw4037B-ms98-a-0035,201.037125,201.247125,just,I,sv,u-46-2
sw4037B-ms98-a-0035,201.247125,201.487125,seems,I,sv,u-46-2
sw4037B-ms98-a-0035,201.487125,201.707125,like,I,sv,u-46-2
sw4037B-ms98-a-0035,201.707125,202.607125,for,B,sv,u-46-3
sw4037B-ms98-a-0035,202.607125,202.927125,instance,I,sv,u-46-3
sw4037B-ms98-a-0035,202.927125,203.007125,the,I,sv,u-46-3
sw4037B-ms98-a-0035,203.007125,203.337125,Jeffrey,I,sv,u-46-3
sw4037B-ms98-a-0035,203.337125,203.637125,Dahlmer,I,sv,u-46-3
sw4037B-ms98-a-0035,203.637125,203.917125,case,I,sv,u-46-3
sw4037B-ms98-a-0035,203.917125,203.947125,i,I,sv,u-46-3
sw4037B-ms98-a-0035,203.947125,204.137125,mean,I,sv,u-46-3
sw4037B-ms98-a-0035,204.137125,204.167125,i-,I,sv,u-46-3
sw4037B-ms98-a-0035,204.167125,204.340250,i,I,sv,u-46-3
sw4037B-ms98-a-0035,204.340250,205.047125,don't,I,sv,u-46-3
sw4037B-ms98-a-0035,205.047125,205.337125,really,I,sv,u-46-3
sw4037B-ms98-a-0035,205.337125,205.577125,think,I,sv,u-46-3
sw4037B-ms98-a-0035,205.577125,205.727125,that,I,sv,u-46-3
sw4037B-ms98-a-0035,205.727125,205.897125,this,I,sv,u-46-3
sw4037B-ms98-a-0035,205.897125,206.427125,person,I,sv,u-46-3
sw4037B-ms98-a-0035,206.427125,206.587125,is,I,sv,u-46-3
sw4037B-ms98-a-0035,206.587125,206.717125,going,I,sv,u-46-3
sw4037B-ms98-a-0035,206.717125,206.857125,to,I,sv,u-46-3
sw4037B-ms98-a-0035,206.857125,207.107125,ever,I,sv,u-46-3
sw4037B-ms98-a-0035,207.107125,207.257125,be,I,sv,u-46-3
sw4037B-ms98-a-0035,207.257125,207.317125,a,I,sv,u-46-3
sw4037B-ms98-a-0035,207.317125,207.787125,worthwhile,I,sv,u-46-3
sw4037B-ms98-a-0035,207.787125,208.097125,part,I,sv,u-46-3
sw4037B-ms98-a-0035,208.097125,208.157125,of,I,sv,u-46-3
sw4037B-ms98-a-0035,208.157125,208.527125,society,I,sv,u-46-3
sw4037B-ms98-a-0035,208.527125,208.677125,i,B,sv,u-46-4
sw4037B-ms98-a-0035,208.677125,208.887125,hope,I,sv,u-46-4
sw4037B-ms98-a-0035,208.887125,208.947125,the,I,sv,u-46-4
