sw4149B-ms98-a-0003,5.411500,5.878250,right,B,b,u-2-1
sw4149B-ms98-a-0022,131.407000,131.808500,right,B,b^r,u-24-1
sw4149B-ms98-a-0024,140.013250,141.186125,[laughter],O,,
sw4149B-ms98-a-0026,152.747875,152.882875,well,B,ba,u-28-1
sw4149B-ms98-a-0026,152.882875,153.153750,that's,I,ba,u-28-1
sw4149B-ms98-a-0026,153.193250,153.611375,good,I,ba,u-28-1
sw4149B-ms98-a-0028,163.232625,163.379000,well,B,ba,u-30-1
sw4149B-ms98-a-0028,163.379000,163.851750,good,I,ba,u-30-1
sw4149B-ms98-a-0029,164.888750,166.501250,[laughter],O,,
sw4149B-ms98-a-0029,166.501250,166.674375,with,B,sv,u-32-1
sw4149B-ms98-a-0029,166.715750,166.911250,two,I,sv,u-32-1
sw4149B-ms98-a-0029,166.911250,167.251250,kids,I,sv,u-32-1
sw4149B-ms98-a-0029,167.251250,167.431250,that,I,sv,u-32-1
sw4149B-ms98-a-0029,167.431250,167.561250,could,I,sv,u-32-1
sw4149B-ms98-a-0029,167.561250,167.711250,be,I,sv,u-32-1
sw4149B-ms98-a-0029,167.711250,168.082500,hard,I,sv,u-32-1
sw4149B-ms98-a-0030,169.597500,170.253375,four,B,ba,u-34-1
sw4149B-ms98-a-0032,174.385375,174.613625,oh,B,ba,u-36-1
sw4149B-ms98-a-0032,174.613625,174.773625,my,I,ba,u-36-1
sw4149B-ms98-a-0032,174.773625,175.229125,goodness,I,ba,u-36-1
sw4149B-ms98-a-0033,176.489625,176.763125,four,B,b^m,u-38-1
sw4149B-ms98-a-0033,176.763125,177.371375,boys,I,b^m,u-38-1
sw4149B-ms98-a-0033,177.993375,178.132750,oh,B,ba,u-40-1
sw4149B-ms98-a-0033,178.132750,178.263125,my,I,ba,u-40-1
sw4149B-ms98-a-0033,178.263125,178.538625,goodne[ss]-,O,,
sw4149B-ms98-a-0033,178.568750,178.763125,it's,B,sd,u-42-1
sw4149B-ms98-a-0033,178.763125,178.963125,just,I,sd,u-42-1
sw4149B-ms98-a-0033,178.963125,179.153125,me,I,sd,u-42-1
sw4149B-ms98-a-0033,179.153125,179.253125,and,I,sd,u-42-1
sw4149B-ms98-a-0033,179.253125,179.455250,my,I,sd,u-42-1
sw4149B-ms98-a-0033,179.455250,179.883125,sister,I,sd,u-42-1
sw4149B-ms98-a-0034,180.891375,181.389125,and,B,sd,u-44-1
sw4149B-ms98-a-0034,181.389125,181.569125,my,I,sd,u-44-1
sw4149B-ms98-a-0034,181.569125,181.959125,parents,I,sd,u-44-1
sw4149B-ms98-a-0034,181.959125,182.429125,divorced,I,sd,u-44-1
sw4149B-ms98-a-0034,182.429125,182.669125,three,I,sd,u-44-1
sw4149B-ms98-a-0034,182.669125,183.029125,years,I,sd,u-44-1
sw4149B-ms98-a-0034,183.029125,183.495125,ago,I,sd,u-44-1
sw4149B-ms98-a-0034,183.864250,184.483250,and,B,sd,u-46-1
sw4149B-ms98-a-0034,184.483250,184.690500,my,I,sd,u-46-1
sw4149B-ms98-a-0034,184.690500,184.959125,sister,I,sd,u-46-1
sw4149B-ms98-a-0034,184.959125,185.069125,had,I,sd,u-46-1
sw4149B-ms98-a-0034,185.069125,185.279125,gotten,I,sd,u-46-1
sw4149B-ms98-a-0034,185.279125,185.429125,through,I,sd,u-46-1
sw4149B-ms98-a-0034,185.429125,185.859125,college,I,sd,u-46-1
sw4149B-ms98-a-0034,185.859125,185.989125,but,B,sd,u-46-2
sw4149B-ms98-a-0034,185.989125,186.089125,i,I,sd,u-46-2
sw4149B-ms98-a-0034,186.089125,186.209125,was,I,sd,u-46-2
sw4149B-ms98-a-0034,186.209125,186.409125,still,I,sd,u-46-2
sw4149B-ms98-a-0034,186.409125,186.529125,in,I,sd,u-46-2
sw4149B-ms98-a-0034,186.529125,186.749125,high,I,sd,u-46-2
sw4149B-ms98-a-0034,186.749125,187.145000,school,I,sd,u-46-2
sw4149B-ms98-a-0034,187.574375,188.269125,and,B,sd,u-46-3
sw4149B-ms98-a-0034,188.269125,188.469125,my,I,sd,u-46-3
sw4149B-ms98-a-0034,188.469125,189.021125,mother,I,sd,u-46-3
sw4149B-ms98-a-0034,189.288500,189.549125,paid,I,sd,u-46-3
sw4149B-ms98-a-0034,189.549125,189.669125,for,I,sd,u-46-3
sw4149B-ms98-a-0034,189.669125,189.789125,a,I,sd,u-46-3
sw4149B-ms98-a-0034,189.789125,189.969125,lot,I,sd,u-46-3
sw4149B-ms98-a-0034,189.969125,190.049125,of,I,sd,u-46-3
sw4149B-ms98-a-0034,190.049125,190.268875,my,I,sd,u-46-3
sw4149B-ms98-a-0034,190.268875,190.659125,sister's,I,sd,u-46-3
sw4149B-ms98-a-0034,190.659125,191.089125,college,I,sd,u-46-3
sw4149B-ms98-a-0034,191.089125,191.269125,while,I,sd,u-46-3
sw4149B-ms98-a-0034,191.269125,191.409125,my,I,sd,u-46-3
sw4149B-ms98-a-0034,191.409125,191.799125,parents,I,sd,u-46-3
sw4149B-ms98-a-0034,191.799125,191.889125,were,I,sd,u-46-3
sw4149B-ms98-a-0034,191.889125,192.454125,together,I,sd,u-46-3
sw4149B-ms98-a-0035,193.137875,193.922000,and,B,sd,u-48-1
sw4149B-ms98-a-0035,193.974750,194.552125,then,I,sd,u-48-1
sw4149B-ms98-a-0035,194.627375,195.068250,uh,I,sd,u-48-1
sw4149B-ms98-a-0035,195.230250,195.891625,before,I,sd,u-48-1
sw4149B-ms98-a-0035,195.891625,195.991625,the,I,sd,u-48-1
sw4149B-ms98-a-0035,195.991625,196.451625,divorce,I,sd,u-48-1
sw4149B-ms98-a-0035,196.451625,196.611625,she,I,sd,u-48-1
sw4149B-ms98-a-0035,196.611625,196.761625,had,I,sd,u-48-1
sw4149B-ms98-a-0035,196.761625,197.111625,saved,I,sd,u-48-1
sw4149B-ms98-a-0035,197.111625,197.261625,for,I,sd,u-48-1
sw4149B-ms98-a-0035,197.261625,197.481625,my,I,sd,u-48-1
sw4149B-ms98-a-0035,197.481625,198.105375,college,I,sd,u-48-1
sw4149B-ms98-a-0036,198.791625,199.311250,but,B,sd,u-50-1
sw4149B-ms98-a-0036,199.311250,199.733875,uh,I,sd,u-50-1
sw4149B-ms98-a-0036,199.843125,200.254625,when,I,sd,u-50-1
sw4149B-ms98-a-0036,200.254625,200.374625,we,I,sd,u-50-1
sw4149B-ms98-a-0036,200.374625,200.604625,had,I,sd,u-50-1
sw4149B-ms98-a-0036,200.604625,200.664625,the,I,sd,u-50-1
sw4149B-ms98-a-0036,200.664625,201.194625,divorce,I,sd,u-50-1
sw4149B-ms98-a-0036,201.194625,201.534625,she,I,sd,u-50-1
sw4149B-ms98-a-0036,201.534625,201.734625,just,I,sd,u-50-1
sw4149B-ms98-a-0036,201.734625,201.944625,didn't,I,sd,u-50-1
sw4149B-ms98-a-0036,201.944625,202.074625,get,I,sd,u-50-1
sw4149B-ms98-a-0036,202.074625,202.304625,much,I,sd,u-50-1
sw4149B-ms98-a-0036,202.304625,202.664625,money,I,sd,u-50-1
sw4149B-ms98-a-0036,202.664625,202.774625,out,I,sd,u-50-1
sw4149B-ms98-a-0036,202.774625,202.984625,of,I,sd,u-50-1
sw4149B-ms98-a-0036,202.984625,203.044625,it,I,sd,u-50-1
sw4149B-ms98-a-0036,203.044625,203.494625,and,I,sd,u-50-1
sw4149B-ms98-a-0036,203.494625,203.634625,had,I,sd,u-50-1
sw4149B-ms98-a-0036,203.634625,203.770500,to,I,sd,u-50-1
sw4149B-ms98-a-0036,203.804375,204.014625,spend,I,sd,u-50-1
sw4149B-ms98-a-0036,204.014625,204.174625,it,I,sd,u-50-1
sw4149B-ms98-a-0036,204.174625,204.434625,all,I,sd,u-50-1
sw4149B-ms98-a-0036,204.434625,204.764625,on,I,sd,u-50-1
sw4149B-ms98-a-0036,205.114625,205.444625,getting,I,sd,u-50-1
sw4149B-ms98-a-0036,205.444625,205.744625,another,I,sd,u-50-1
sw4149B-ms98-a-0036,205.744625,206.336875,house,I,sd,u-50-1
sw4149B-ms98-a-0037,206.900250,207.208000,so,B,sd,u-52-1
sw4149B-ms98-a-0037,207.208000,207.438000,now,I,sd,u-52-1
sw4149B-ms98-a-0037,207.438000,207.598000,my,I,sd,u-52-1
sw4149B-ms98-a-0037,207.598000,207.998000,dad's,I,sd,u-52-1
sw4149B-ms98-a-0037,207.998000,208.318000,paying,I,sd,u-52-1
sw4149B-ms98-a-0037,208.318000,208.458000,for,I,sd,u-52-1
sw4149B-ms98-a-0037,208.458000,208.688000,all,I,sd,u-52-1
sw4149B-ms98-a-0037,208.688000,208.748000,of,I,sd,u-52-1
sw4149B-ms98-a-0037,208.748000,208.938000,my,I,sd,u-52-1
sw4149B-ms98-a-0037,208.938000,209.428000,college,I,sd,u-52-1
sw4149B-ms98-a-0037,209.428000,210.828000,[laughter],O,,
sw4149B-ms98-a-0037,210.828000,211.168000,and,B,sd,u-54-1
sw4149B-ms98-a-0037,211.168000,211.868000,financial,I,sd,u-54-1
sw4149B-ms98-a-0037,211.868000,212.339875,aid,I,sd,u-54-1
sw4149B-ms98-a-0037,212.972625,213.188000,and,B,+,u-56-1
sw4149B-ms98-a-0037,213.188000,214.018000,scholarships,I,+,u-56-1
sw4149B-ms98-a-0037,214.018000,214.168000,i'm,B,sd,u-56-2
sw4149B-ms98-a-0037,214.168000,214.208000,a,I,sd,u-56-2
sw4149B-ms98-a-0037,214.208000,214.518000,music,I,sd,u-56-2
sw4149B-ms98-a-0037,214.518000,214.878000,major,I,sd,u-56-2
sw4149B-ms98-a-0037,214.878000,215.048000,so,B,sd,u-56-3
sw4149B-ms98-a-0037,215.048000,215.148000,i,I,sd,u-56-3
sw4149B-ms98-a-0037,215.148000,215.338000,have,I,sd,u-56-3
sw4149B-ms98-a-0037,215.338000,215.818000,auditions,I,sd,u-56-3
sw4149B-ms98-a-0037,215.818000,216.238000,coming,I,sd,u-56-3
sw4149B-ms98-a-0037,216.238000,216.485375,up,I,sd,u-56-3
sw4149B-ms98-a-0039,218.823500,219.047375,i'm,B,sd,u-58-1
sw4149B-ms98-a-0039,219.047375,219.137375,a,I,sd,u-58-1
sw4149B-ms98-a-0039,219.137375,219.737250,sophomore,I,sd,u-58-1
sw4149B-ms98-a-0041,221.984625,222.581125,right,B,na,u-60-1
sw4149B-ms98-a-0041,222.581125,222.924625,right,B,na^r,u-60-2
sw4149B-ms98-a-0041,222.924625,223.114625,i'll,B,sd,u-60-3
sw4149B-ms98-a-0041,223.114625,223.284625,i'll,I,sd,u-60-3
sw4149B-ms98-a-0041,223.284625,223.524625,probably,I,sd,u-60-3
sw4149B-ms98-a-0041,223.524625,223.634625,have,I,sd,u-60-3
sw4149B-ms98-a-0041,223.634625,223.894625,about,I,sd,u-60-3
sw4149B-ms98-a-0041,223.894625,224.202625,two,I,sd,u-60-3
sw4149B-ms98-a-0041,224.281750,224.384625,two,I,sd,u-60-3
sw4149B-ms98-a-0041,224.384625,224.484625,and,I,sd,u-60-3
sw4149B-ms98-a-0041,224.484625,224.544625,a,I,sd,u-60-3
sw4149B-ms98-a-0041,224.544625,224.744625,half,I,sd,u-60-3
sw4149B-ms98-a-0041,224.744625,225.024625,years,I,sd,u-60-3
sw4149B-ms98-a-0041,225.024625,225.432625,left,I,sd,u-60-3
sw4149B-ms98-a-0043,233.087000,233.247000,oh,B,na,u-62-1
sw4149B-ms98-a-0043,233.247000,233.357000,it,I,na,u-62-1
sw4149B-ms98-a-0043,233.357000,233.607000,sure,I,na,u-62-1
sw4149B-ms98-a-0043,233.607000,233.967000,is,I,na,u-62-1
sw4149B-ms98-a-0043,233.967000,234.037000,i-,O,,
sw4149B-ms98-a-0043,234.037000,234.277000,i,B,sd,u-62-2
sw4149B-ms98-a-0043,234.277000,234.437000,know,I,sd,u-62-2
sw4149B-ms98-a-0043,234.437000,234.657000,how,I,sd,u-62-2
sw4149B-ms98-a-0043,234.657000,234.907000,much,I,sd,u-62-2
sw4149B-ms98-a-0043,234.907000,235.057000,my,I,sd,u-62-2
sw4149B-ms98-a-0043,235.057000,235.417000,dad,I,sd,u-62-2
sw4149B-ms98-a-0043,235.417000,235.557000,is,I,sd,u-62-2
sw4149B-ms98-a-0043,235.557000,235.687000,going,I,sd,u-62-2
sw4149B-ms98-a-0043,235.687000,235.777000,to,I,sd,u-62-2
sw4149B-ms98-a-0043,235.777000,236.047000,give,I,sd,u-62-2
sw4149B-ms98-a-0043,236.047000,236.367000,me,I,sd,u-62-2
sw4149B-ms98-a-0043,236.367000,236.617000,every,I,sd,u-62-2
sw4149B-ms98-a-0043,236.617000,236.837000,two,I,sd,u-62-2
sw4149B-ms98-a-0043,236.837000,237.309500,weeks,I,sd,u-62-2
sw4149B-ms98-a-0043,237.810375,238.157125,and,B,sd,u-64-1
sw4149B-ms98-a-0043,238.270125,238.327000,i,I,sd,u-64-1
sw4149B-ms98-a-0043,238.327000,238.487000,and,I,sd,u-64-1
sw4149B-ms98-a-0043,238.487000,238.597000,i,I,sd,u-64-1
sw4149B-ms98-a-0043,238.597000,238.927000,don't,I,sd,u-64-1
sw4149B-ms98-a-0043,238.927000,239.397000,spend,I,sd,u-64-1
sw4149B-ms98-a-0043,239.397000,239.727000,over,I,sd,u-64-1
sw4149B-ms98-a-0043,239.727000,240.351750,[laughter-that],O,,
sw4149B-ms98-a-0045,247.272125,247.594750,oh,B,aa,u-66-1
sw4149B-ms98-a-0045,247.594750,247.844750,sure,I,aa,u-66-1
sw4149B-ms98-a-0045,247.844750,248.034750,there's,B,sd,u-66-2
sw4149B-ms98-a-0045,248.154750,248.344750,there's,I,sd,u-66-2
sw4149B-ms98-a-0045,248.344750,248.734750,always,I,sd,u-66-2
sw4149B-ms98-a-0045,248.734750,249.034750,music,I,sd,u-66-2
sw4149B-ms98-a-0045,249.034750,249.264750,books,B,+,u-68-1
sw4149B-ms98-a-0045,249.264750,249.384750,to,I,+,u-68-1
sw4149B-ms98-a-0045,249.384750,249.748000,buy,I,+,u-68-1
sw4149B-ms98-a-0047,254.011375,254.222625,oh,B,nn,u-70-1
sw4149B-ms98-a-0047,254.222625,254.409375,no,I,nn,u-70-1
sw4149B-ms98-a-0047,254.409375,254.506750,no,B,nn^r,u-70-2
sw4149B-ms98-a-0047,254.506750,254.743875,no,B,nn^r,u-70-3
sw4149B-ms98-a-0047,255.015125,255.121750,i,B,sd,u-72-1
sw4149B-ms98-a-0047,255.121750,255.291375,don't,I,sd,u-72-1
sw4149B-ms98-a-0047,255.291375,255.501000,plan,I,sd,u-72-1
sw4149B-ms98-a-0047,255.501000,255.661375,on,I,sd,u-72-1
sw4149B-ms98-a-0047,255.661375,255.871375,being,I,sd,u-72-1
sw4149B-ms98-a-0047,255.871375,255.911375,a,I,sd,u-72-1
sw4149B-ms98-a-0047,255.911375,256.341375,starving,I,sd,u-72-1
sw4149B-ms98-a-0047,256.341375,256.738375,artist,I,sd,u-72-1
sw4149B-ms98-a-0047,256.738375,257.731750,[laughter],O,,
sw4149B-ms98-a-0047,257.731750,257.961375,that's,B,sd,u-74-1
sw4149B-ms98-a-0047,257.961375,258.061375,why,I,sd,u-74-1
sw4149B-ms98-a-0047,258.061375,258.241375,i'm,I,sd,u-74-1
sw4149B-ms98-a-0047,258.241375,258.361375,in,I,sd,u-74-1
sw4149B-ms98-a-0047,258.361375,258.831375,college,I,sd,u-74-1
sw4149B-ms98-a-0047,258.831375,259.309750,[laughter],O,,
sw4149B-ms98-a-0048,261.014500,261.512375,right,B,na,u-76-1
sw4149B-ms98-a-0048,261.572625,262.091500,[laughter],O,,
sw4149B-ms98-a-0049,263.888750,264.102750,that's,B,sv,u-78-1
sw4149B-ms98-a-0049,264.102750,264.382750,usually,I,sv,u-78-1
sw4149B-ms98-a-0049,264.382750,264.582750,because_1,I,sv,u-78-1
sw4149B-ms98-a-0049,264.582750,264.712750,they're,I,sv,u-78-1
sw4149B-ms98-a-0049,264.712750,264.972750,not,I,sv,u-78-1
sw4149B-ms98-a-0049,264.972750,265.172750,real,I,sv,u-78-1
sw4149B-ms98-a-0049,265.172750,265.822750,educated,I,sv,u-78-1
sw4149B-ms98-a-0049,265.822750,265.932750,they,B,sv,u-78-2
sw4149B-ms98-a-0049,265.932750,266.242750,can't,I,sv,u-78-2
sw4149B-ms98-a-0049,266.242750,266.692750,afford,I,sv,u-78-2
sw4149B-ms98-a-0049,266.692750,266.968125,to,I,sv,u-78-2
sw4149B-ms98-a-0049,267.612750,267.810250,have,I,sv,u-78-2
sw4149B-ms98-a-0049,267.810250,267.962750,a,I,sv,u-78-2
sw4149B-ms98-a-0049,267.962750,268.232750,really,I,sv,u-78-2
sw4149B-ms98-a-0049,268.232750,268.432750,good,I,sv,u-78-2
sw4149B-ms98-a-0049,268.432750,268.875250,job,I,sv,u-78-2
sw4149B-ms98-a-0051,270.971375,271.167250,the,B,sd,u-80-1
sw4149B-ms98-a-0051,271.167250,271.707250,starving,I,sd,u-80-1
sw4149B-ms98-a-0051,271.707250,272.165500,ones,I,sd,u-80-1
sw4149B-ms98-a-0051,272.722875,272.957250,there's,B,sv,u-82-1
sw4149B-ms98-a-0051,272.957250,273.327250,enough,I,sv,u-82-1
sw4149B-ms98-a-0051,273.327250,273.567250,out,I,sv,u-82-1
sw4149B-ms98-a-0051,273.567250,273.877250,there,I,sv,u-82-1
sw4149B-ms98-a-0051,273.877250,274.027250,that,I,sv,u-82-1
sw4149B-ms98-a-0051,274.027250,274.207250,if,I,sv,u-82-1
sw4149B-ms98-a-0051,274.207250,274.347250,you,I,sv,u-82-1
sw4149B-ms98-a-0051,274.347250,274.597250,have,I,sv,u-82-1
sw4149B-ms98-a-0051,274.597250,274.997250,if,I,sv,u-82-1
sw4149B-ms98-a-0051,274.997250,275.127250,you're,I,sv,u-82-1
sw4149B-ms98-a-0051,275.127250,275.727250,educated,I,sv,u-82-1
sw4149B-ms98-a-0051,275.727250,276.107250,enough,I,sv,u-82-1
sw4149B-ms98-a-0051,276.107250,276.297250,then,I,sv,u-82-1
sw4149B-ms98-a-0051,276.297250,276.487250,you,I,sv,u-82-1
sw4149B-ms98-a-0051,276.487250,276.677250,can,I,sv,u-82-1
sw4149B-ms98-a-0051,276.677250,276.917250,make,I,sv,u-82-1
sw4149B-ms98-a-0051,276.917250,277.324750,money,I,sv,u-82-1
sw4149B-ms98-a-0053,279.784375,280.351375,[laughter],O,,
sw4149B-ms98-a-0055,286.857000,287.337250,right,B,b,u-86-1
sw4149B-ms98-a-0055,287.894625,288.077875,what,B,qw,u-88-1
sw4149B-ms98-a-0055,288.077875,288.207875,did,I,qw,u-88-1
sw4149B-ms98-a-0055,288.207875,288.317875,you,I,qw,u-88-1
sw4149B-ms98-a-0055,288.317875,288.717875,major,I,qw,u-88-1
sw4149B-ms98-a-0055,288.717875,288.974750,in,I,qw,u-88-1
sw4149B-ms98-a-0057,291.978000,292.186625,well,B,ba,u-90-1
sw4149B-ms98-a-0057,292.186625,292.612125,good,I,ba,u-90-1
sw4149B-ms98-a-0057,292.721250,292.866625,you,B,sv,u-90-2
sw4149B-ms98-a-0057,292.866625,293.006625,know,I,sv,u-90-2
sw4149B-ms98-a-0057,293.006625,293.356625,plenty,I,sv,u-90-2
sw4149B-ms98-a-0057,293.356625,293.596625,about,I,sv,u-90-2
sw4149B-ms98-a-0057,293.596625,293.910375,planning,I,sv,u-90-2
sw4149B-ms98-a-0057,293.910375,294.078000,a,I,sv,u-90-2
sw4149B-ms98-a-0057,294.078000,294.250125,b[udget]-,I,sv,u-90-2
sw4149B-ms98-a-0057,294.250125,294.449750,a,I,sv,u-90-2
sw4149B-ms98-a-0057,294.449750,295.097750,budget,I,sv,u-90-2
