sw4830B-ms98-a-0002,0.625000,0.895000,no,B,nn,u-2-1
sw4830B-ms98-a-0025,119.495375,120.105375,bargaining,I,sd,u-34-1
sw4830B-ms98-a-0025,120.105375,120.185375,is,I,sd,u-34-1
sw4830B-ms98-a-0025,120.185375,120.235375,a,I,sd,u-34-1
sw4830B-ms98-a-0025,120.235375,120.505375,different,I,sd,u-34-1
sw4830B-ms98-a-0025,120.505375,120.915375,story,I,sd,u-34-1
sw4830B-ms98-a-0026,121.815125,121.995125,plea,B,sv,u-36-1
sw4830B-ms98-a-0026,121.995125,122.305125,bargaining,I,sv,u-36-1
sw4830B-ms98-a-0026,122.305125,122.365125,is,I,sv,u-36-1
sw4830B-ms98-a-0026,122.365125,122.555125,something,I,sv,u-36-1
sw4830B-ms98-a-0026,122.555125,122.905125,completely,I,sv,u-36-1
sw4830B-ms98-a-0026,122.905125,123.325125,different,I,sv,u-36-1
sw4830B-ms98-a-0026,123.555125,123.795125,that,B,sv,u-36-2
sw4830B-ms98-a-0026,123.795125,124.105125,that,I,sv,u-36-2
sw4830B-ms98-a-0026,124.105125,124.415125,actually,I,sv,u-36-2
sw4830B-ms98-a-0026,124.415125,124.955125,prevents,I,sv,u-36-2
sw4830B-ms98-a-0026,124.955125,125.568500,trials,I,sv,u-36-2
sw4830B-ms98-a-0026,126.133500,126.225125,or,I,sv,u-36-2
sw4830B-ms98-a-0026,126.355125,126.415125,or,I,sv,u-36-2
sw4830B-ms98-a-0026,126.415125,126.495125,at,I,sv,u-36-2
sw4830B-ms98-a-0026,126.495125,126.745125,least,I,sv,u-36-2
sw4830B-ms98-a-0026,126.745125,127.135125,speeds,I,sv,u-36-2
sw4830B-ms98-a-0026,127.135125,127.205125,them_1,I,sv,u-36-2
sw4830B-ms98-a-0026,127.205125,127.485125,up,I,sv,u-36-2
sw4830B-ms98-a-0028,140.788125,141.098125,right,B,b,u-38-1
sw4830B-ms98-a-0030,146.738625,147.028625,right,B,b^r,u-40-1
sw4830B-ms98-a-0032,155.466000,155.782750,hum,O,,
sw4830B-ms98-a-0034,162.098375,162.375000,right,B,b,u-44-1
sw4830B-ms98-a-0035,163.483375,163.633375,we,B,sd,u-46-1
sw4830B-ms98-a-0035,163.633375,163.793375,do,I,sd,u-46-1
sw4830B-ms98-a-0035,163.793375,164.467000,[laughter],O,,
sw4830B-ms98-a-0037,178.254125,178.524125,right,B,b,u-48-1
sw4830B-ms98-a-0039,186.135125,186.425125,right,B,b^r,u-50-1
sw4830B-ms98-a-0040,187.197375,187.291000,when,B,sd,u-50-2
sw4830B-ms98-a-0040,187.291000,187.430000,you're,I,sd,u-50-2
sw4830B-ms98-a-0040,187.430000,187.677375,saying,I,sd,u-50-2
sw4830B-ms98-a-0040,187.677375,187.877375,as,I,sd,u-50-2
sw4830B-ms98-a-0040,187.877375,188.027375,as,I,sd,u-50-2
sw4830B-ms98-a-0040,188.027375,188.160000,far,I,sd,u-50-2
sw4830B-ms98-a-0040,188.160000,188.299375,as,I,sd,u-50-2
sw4830B-ms98-a-0040,188.299375,188.447375,the,I,sd,u-50-2
sw4830B-ms98-a-0040,188.447375,188.885875,appeal,I,sd,u-50-2
sw4830B-ms98-a-0040,189.296500,189.617375,um,I,sd,u-50-2
sw4830B-ms98-a-0040,189.617375,190.077375,procedure,I,sd,u-50-2
sw4830B-ms98-a-0040,190.077375,190.177375,is,I,sd,u-50-2
sw4830B-ms98-a-0040,190.177375,190.617375,concerned,I,sd,u-50-2
sw4830B-ms98-a-0040,191.127375,191.247375,we,B,sd,u-52-1
sw4830B-ms98-a-0040,191.247375,191.417375,just,I,sd,u-52-1
sw4830B-ms98-a-0040,191.417375,191.597375,have,I,sd,u-52-1
sw4830B-ms98-a-0040,191.597375,191.667375,the,I,sd,u-52-1
sw4830B-ms98-a-0040,191.667375,192.067375,case,I,sd,u-52-1
sw4830B-ms98-a-0040,192.067375,192.217750,i'm,B,qy^d,u-52-2
sw4830B-ms98-a-0040,192.330750,192.437375,i'm,I,qy^d,u-52-2
sw4830B-ms98-a-0040,192.437375,192.587375,sure,I,qy^d,u-52-2
sw4830B-ms98-a-0040,192.587375,192.687375,you've,I,qy^d,u-52-2
sw4830B-ms98-a-0040,192.687375,192.957375,probably,I,qy^d,u-52-2
sw4830B-ms98-a-0040,192.957375,193.197875,heard,I,qy^d,u-52-2
sw4830B-ms98-a-0040,193.197875,193.367375,of,I,qy^d,u-52-2
sw4830B-ms98-a-0040,193.367375,193.727375,Marion,I,qy^d,u-52-2
sw4830B-ms98-a-0040,193.727375,194.242875,Berry,I,qy^d,u-52-2
sw4830B-ms98-a-0041,195.272125,195.658750,um,B,sd,u-54-1
sw4830B-ms98-a-0041,195.945250,196.183000,his,I,sd,u-54-1
sw4830B-ms98-a-0041,196.183000,196.338750,fi[nal]-,I,sd,u-54-1
sw4830B-ms98-a-0041,196.338750,196.545875,his,I,sd,u-54-1
sw4830B-ms98-a-0041,196.545875,196.882125,last,I,sd,u-54-1
sw4830B-ms98-a-0041,196.882125,197.312125,appeal,I,sd,u-54-1
sw4830B-ms98-a-0041,197.312125,197.582125,was,I,sd,u-54-1
sw4830B-ms98-a-0041,198.012125,198.162125,was,I,sd,u-54-1
sw4830B-ms98-a-0041,198.162125,198.827375,denied,I,sd,u-54-1
sw4830B-ms98-a-0041,199.147500,199.292125,two,I,sd,u-54-1
sw4830B-ms98-a-0041,199.292125,199.492125,days,I,sd,u-54-1
sw4830B-ms98-a-0041,199.492125,199.802125,before,I,sd,u-54-1
sw4830B-ms98-a-0041,199.802125,200.032125,his,I,sd,u-54-1
sw4830B-ms98-a-0041,200.032125,200.372125,sentence,I,sd,u-54-1
sw4830B-ms98-a-0041,200.372125,200.507250,was,I,sd,u-54-1
sw4830B-ms98-a-0041,200.507250,200.688000,up,I,sd,u-54-1
sw4830B-ms98-a-0041,200.688000,200.962375,[laughter],O,,
sw4830B-ms98-a-0042,202.087625,202.407625,so,B,sd,u-56-1
sw4830B-ms98-a-0042,202.407625,202.477625,i,I,sd,u-56-1
sw4830B-ms98-a-0042,202.477625,202.787625,mean,I,sd,u-56-1
sw4830B-ms98-a-0042,202.787625,202.937625,his,I,sd,u-56-1
sw4830B-ms98-a-0042,202.937625,203.197625,appeal,I,sd,u-56-1
sw4830B-ms98-a-0042,203.197625,203.307625,was,I,sd,u-56-1
sw4830B-ms98-a-0042,203.307625,203.677625,denied,I,sd,u-56-1
sw4830B-ms98-a-0042,203.677625,203.767625,and,B,sd,u-56-2
sw4830B-ms98-a-0042,203.767625,203.867625,two,I,sd,u-56-2
sw4830B-ms98-a-0042,203.867625,204.057625,days,I,sd,u-56-2
sw4830B-ms98-a-0042,204.057625,204.207625,later,I,sd,u-56-2
sw4830B-ms98-a-0042,204.207625,204.327625,he,I,sd,u-56-2
sw4830B-ms98-a-0042,204.327625,204.477625,got,I,sd,u-56-2
sw4830B-ms98-a-0042,204.477625,204.577625,out,I,sd,u-56-2
sw4830B-ms98-a-0042,204.577625,204.675875,of,I,sd,u-56-2
sw4830B-ms98-a-0042,204.675875,204.921125,jail,I,sd,u-56-2
sw4830B-ms98-a-0042,204.921125,205.173375,[laughter],O,,
sw4830B-ms98-a-0043,206.242500,206.422500,for,B,+,u-58-1
sw4830B-ms98-a-0043,206.422500,206.772500,cocaine,I,+,u-58-1
sw4830B-ms98-a-0043,206.772500,207.230500,possession,I,+,u-58-1
sw4830B-ms98-a-0043,207.912250,208.192500,but,B,sv,u-60-1
sw4830B-ms98-a-0043,208.192500,208.731500,um,I,sv,u-60-1
sw4830B-ms98-a-0045,210.330000,210.490000,that,I,sv,u-60-1
sw4830B-ms98-a-0045,210.490000,210.590000,was,I,sv,u-60-1
sw4830B-ms98-a-0045,210.590000,210.990000,absurd,I,sv,u-60-1
sw4830B-ms98-a-0045,210.990000,211.320000,[laughter],O,,
sw4830B-ms98-a-0045,211.320000,211.420000,there,B,sv,u-60-2
sw4830B-ms98-a-0045,211.420000,211.510000,was,I,sv,u-60-2
sw4830B-ms98-a-0045,211.510000,211.811375,no,I,sv,u-60-2
sw4830B-ms98-a-0045,212.093875,212.220000,there,I,sv,u-60-2
sw4830B-ms98-a-0045,212.220000,212.330000,was,I,sv,u-60-2
sw4830B-ms98-a-0045,212.330000,212.430000,no,I,sv,u-60-2
sw4830B-ms98-a-0045,212.430000,212.630000,reason,I,sv,u-60-2
sw4830B-ms98-a-0045,212.630000,212.720000,the,B,+,u-62-1
sw4830B-ms98-a-0045,212.720000,212.960000,appeal,I,+,u-62-1
sw4830B-ms98-a-0045,212.960000,213.340000,process,I,+,u-62-1
sw4830B-ms98-a-0045,213.340000,213.450000,should,I,+,u-62-1
sw4830B-ms98-a-0045,213.450000,213.540000,have,I,+,u-62-1
sw4830B-ms98-a-0045,213.540000,213.820000,dragged,I,+,u-62-1
sw4830B-ms98-a-0045,213.820000,213.960000,on,I,+,u-62-1
sw4830B-ms98-a-0045,213.960000,214.120000,that,I,+,u-62-1
sw4830B-ms98-a-0045,214.120000,214.300000,long,I,+,u-62-1
sw4830B-ms98-a-0045,214.300000,214.400000,for,I,+,u-62-1
sw4830B-ms98-a-0045,214.400000,214.440000,a,I,+,u-62-1
sw4830B-ms98-a-0045,214.440000,214.700000,six,I,+,u-62-1
sw4830B-ms98-a-0045,214.700000,214.940000,month,I,+,u-62-1
sw4830B-ms98-a-0045,214.940000,215.389250,sentence,I,+,u-62-1
sw4830B-ms98-a-0047,221.550375,221.893000,well,B,%,u-64-1
sw4830B-ms98-a-0048,222.859625,223.575250,uh,I,%,u-64-1
sw4830B-ms98-a-0049,225.042375,225.312375,the,I,%,u-64-1
sw4830B-ms98-a-0049,225.312375,225.672375,the,I,%,u-64-1
sw4830B-ms98-a-0049,225.672375,225.892375,only,I,%,u-64-1
sw4830B-ms98-a-0049,225.892375,226.032375,thing,I,%,u-64-1
sw4830B-ms98-a-0049,226.032375,226.230000,i,I,%,u-64-1
sw4830B-ms98-a-0049,226.230000,226.433375,can,I,%,u-64-1
sw4830B-ms98-a-0049,226.433375,226.592375,i,I,%,u-64-1
sw4830B-ms98-a-0049,226.592375,226.732375,was,I,%,u-64-1
sw4830B-ms98-a-0049,226.972375,227.062375,you,I,%,u-64-1
sw4830B-ms98-a-0049,227.062375,227.262375,know,I,%,u-64-1
sw4830B-ms98-a-0049,227.262375,227.402375,the,B,sd,u-64-2
sw4830B-ms98-a-0049,227.402375,227.522375,the,I,sd,u-64-2
sw4830B-ms98-a-0049,227.522375,227.822375,appeal,I,sd,u-64-2
sw4830B-ms98-a-0049,227.822375,228.492375,procedure,I,sd,u-64-2
sw4830B-ms98-a-0049,228.492375,228.802375,is,I,sd,u-64-2
sw4830B-ms98-a-0049,228.802375,228.862375,the,I,sd,u-64-2
sw4830B-ms98-a-0049,228.862375,229.022375,only,I,sd,u-64-2
sw4830B-ms98-a-0049,229.022375,229.142375,thing,I,sd,u-64-2
sw4830B-ms98-a-0049,229.142375,229.272375,i,I,sd,u-64-2
sw4830B-ms98-a-0049,229.272375,229.432375,can,I,sd,u-64-2
sw4830B-ms98-a-0049,229.432375,229.832375,possibly,I,sd,u-64-2
sw4830B-ms98-a-0049,229.832375,230.092375,think,I,sd,u-64-2
sw4830B-ms98-a-0049,230.092375,230.322750,of,I,sd,u-64-2
sw4830B-ms98-a-0049,230.710750,231.119625,um,B,sv,u-64-3
sw4830B-ms98-a-0049,231.507625,231.682375,i,I,sv,u-64-3
sw4830B-ms98-a-0049,231.682375,231.902375,like,I,sv,u-64-3
sw4830B-ms98-a-0049,231.902375,231.962375,i,I,sv,u-64-3
sw4830B-ms98-a-0049,231.962375,232.152375,said,I,sv,u-64-3
sw4830B-ms98-a-0049,232.152375,232.272375,as,I,sv,u-64-3
sw4830B-ms98-a-0049,232.272375,232.492375,far,I,sv,u-64-3
sw4830B-ms98-a-0049,232.492375,232.722375,as,I,sv,u-64-3
sw4830B-ms98-a-0049,232.862375,233.332375,removing,I,sv,u-64-3
sw4830B-ms98-a-0049,233.452375,233.572375,of,I,sv,u-64-3
sw4830B-ms98-a-0049,233.572375,233.652375,the,I,sv,u-64-3
sw4830B-ms98-a-0049,233.652375,234.062375,jury,I,sv,u-64-3
sw4830B-ms98-a-0049,234.062375,234.212375,and,I,sv,u-64-3
sw4830B-ms98-a-0049,234.212375,234.532375,having,I,sv,u-64-3
sw4830B-ms98-a-0049,234.532375,234.612375,the,I,sv,u-64-3
sw4830B-ms98-a-0049,234.612375,234.952375,judge,I,sv,u-64-3
sw4830B-ms98-a-0049,234.952375,235.482375,sentence,I,sv,u-64-3
sw4830B-ms98-a-0049,235.482375,235.712375,that's,I,sv,u-64-3
sw4830B-ms98-a-0049,235.712375,236.172375,absurd,I,sv,u-64-3
sw4830B-ms98-a-0049,236.172375,236.362375,there's,B,sv,u-64-4
sw4830B-ms98-a-0049,236.362375,236.472375,no,I,sv,u-64-4
sw4830B-ms98-a-0049,236.472375,236.592375,way,I,sv,u-64-4
sw4830B-ms98-a-0049,236.592375,236.752375,that,I,sv,u-64-4
sw4830B-ms98-a-0049,236.752375,236.872375,could,I,sv,u-64-4
sw4830B-ms98-a-0049,236.872375,237.259375,work,I,sv,u-64-4
sw4830B-ms98-a-0050,238.926000,239.366000,um,B,%,u-66-1
sw4830B-ms98-a-0052,241.246875,241.681500,but,I,%,u-66-1
sw4830B-ms98-a-0054,244.015500,244.125500,oh,B,aa,u-68-1
sw4830B-ms98-a-0054,244.125500,244.885500,exactly,I,aa,u-68-1
sw4830B-ms98-a-0054,245.394000,245.945500,exactly,B,aa,u-70-1
sw4830B-ms98-a-0056,250.865750,251.135750,right,B,aa,u-72-1
sw4830B-ms98-a-0058,254.049625,254.159625,no,B,sv,u-74-1
sw4830B-ms98-a-0058,254.159625,254.279625,one,I,sv,u-74-1
sw4830B-ms98-a-0058,254.279625,254.369625,would,I,sv,u-74-1
sw4830B-ms98-a-0058,254.369625,254.619625,want,I,sv,u-74-1
sw4830B-ms98-a-0058,254.619625,254.699625,the,I,sv,u-74-1
sw4830B-ms98-a-0058,254.699625,254.972875,job,I,sv,u-74-1
sw4830B-ms98-a-0058,254.972875,255.156125,[laughter],O,,
sw4830B-ms98-a-0060,256.930750,257.450750,um,B,sd,u-76-1
sw4830B-ms98-a-0062,258.780750,259.410750,and,I,sd,u-76-1
sw4830B-ms98-a-0063,260.495375,260.595375,you,I,sd,u-76-1
sw4830B-ms98-a-0063,260.595375,260.675375,know,I,sd,u-76-1
sw4830B-ms98-a-0063,260.675375,260.805375,like,I,sd,u-76-1
sw4830B-ms98-a-0063,260.805375,260.875375,i,I,sd,u-76-1
sw4830B-ms98-a-0063,260.875375,261.125375,said,I,sd,u-76-1
sw4830B-ms98-a-0063,261.225375,261.295375,the,I,sd,u-76-1
sw4830B-ms98-a-0063,261.295375,261.405375,you,I,sd,u-76-1
sw4830B-ms98-a-0063,261.405375,261.553125,know,I,sd,u-76-1
sw4830B-ms98-a-0063,261.730125,262.025375,everyone,I,sd,u-76-1
sw4830B-ms98-a-0063,262.025375,262.245375,has,I,sd,u-76-1
sw4830B-ms98-a-0063,262.245375,262.385375,their,I,sd,u-76-1
sw4830B-ms98-a-0063,262.385375,262.775375,opinions,I,sd,u-76-1
sw4830B-ms98-a-0063,262.775375,262.945375,about,I,sd,u-76-1
sw4830B-ms98-a-0063,262.945375,263.135375,every,I,sd,u-76-1
sw4830B-ms98-a-0063,263.135375,263.645375,case,I,sd,u-76-1
sw4830B-ms98-a-0065,269.213250,269.383250,oh,B,ny,u-78-1
sw4830B-ms98-a-0065,269.383250,269.563250,yeah,I,ny,u-78-1
sw4830B-ms98-a-0065,269.563250,269.781250,i,B,sv,u-78-2
sw4830B-ms98-a-0065,269.781250,269.943250,i,I,sv,u-78-2
sw4830B-ms98-a-0065,269.943250,270.113250,feel,I,sv,u-78-2
sw4830B-ms98-a-0065,270.113250,270.233250,that,I,sv,u-78-2
sw4830B-ms98-a-0065,270.233250,270.473250,everyone,I,sv,u-78-2
sw4830B-ms98-a-0065,270.473250,270.619125,is,I,sv,u-78-2
sw4830B-ms98-a-0065,271.108750,271.444625,everyone,I,sv,u-78-2
sw4830B-ms98-a-0065,271.444625,271.610375,is,I,sv,u-78-2
sw4830B-ms98-a-0065,271.610375,271.943250,um,I,sv,u-78-2
sw4830B-ms98-a-0065,272.553250,272.913250,entitled,I,sv,u-78-2
sw4830B-ms98-a-0065,272.913250,273.013250,to,I,sv,u-78-2
sw4830B-ms98-a-0065,273.013250,273.053250,a,I,sv,u-78-2
sw4830B-ms98-a-0065,273.053250,273.273250,trial,I,sv,u-78-2
sw4830B-ms98-a-0065,273.273250,273.383250,by,I,sv,u-78-2
sw4830B-ms98-a-0065,273.383250,273.794375,jury,I,sv,u-78-2
sw4830B-ms98-a-0065,274.268875,274.493250,that,B,%,u-78-3
sw4830B-ms98-a-0065,274.493250,274.743250,that,I,%,u-78-3
sw4830B-ms98-a-0065,274.903250,275.093250,that,I,%,u-78-3
sw4830B-ms98-a-0065,275.093250,275.303250,right,I,%,u-78-3
sw4830B-ms98-a-0065,275.303250,275.582000,sh[ould]-,O,,
sw4830B-ms98-a-0067,280.084375,280.399750,well,B,qy,u-80-1
sw4830B-ms98-a-0067,280.484500,280.554375,i,I,qy,u-80-1
sw4830B-ms98-a-0067,280.554375,280.734375,mean,I,qy,u-80-1
sw4830B-ms98-a-0067,280.734375,280.884375,were,I,qy,u-80-1
sw4830B-ms98-a-0067,280.884375,281.004375,there,I,qy,u-80-1
sw4830B-ms98-a-0067,281.004375,281.534375,witnesses,I,qy,u-80-1
sw4830B-ms98-a-0069,284.513625,284.903625,right,B,aa,u-82-1
sw4830B-ms98-a-0070,285.961625,286.251625,right,B,aa^r,u-84-1
sw4830B-ms98-a-0070,286.311625,286.431625,that,B,bf,u-84-2
sw4830B-ms98-a-0070,286.431625,286.621625,you,I,bf,u-84-2
sw4830B-ms98-a-0070,286.621625,286.951625,can't,I,bf,u-84-2
sw4830B-ms98-a-0070,286.951625,287.041625,you,I,bf,u-84-2
sw4830B-ms98-a-0070,287.041625,287.321625,can't,I,bf,u-84-2
sw4830B-ms98-a-0070,287.321625,287.591625,remove,I,bf,u-84-2
sw4830B-ms98-a-0070,287.591625,287.651625,the,I,bf,u-84-2
sw4830B-ms98-a-0070,287.651625,287.981625,jury,I,bf,u-84-2
sw4830B-ms98-a-0070,287.981625,288.491625,regardless,I,bf,u-84-2
sw4830B-ms98-a-0070,288.491625,288.561625,of,I,bf,u-84-2
sw4830B-ms98-a-0070,288.561625,288.621625,the,I,bf,u-84-2
sw4830B-ms98-a-0070,288.621625,289.109000,case,I,bf,u-84-2
sw4830B-ms98-a-0070,289.628750,289.711625,i,B,sd,u-86-1
sw4830B-ms98-a-0070,289.711625,289.831625,mean,I,sd,u-86-1
sw4830B-ms98-a-0070,289.831625,289.941625,you,I,sd,u-86-1
sw4830B-ms98-a-0070,289.941625,290.041625,could,I,sd,u-86-1
sw4830B-ms98-a-0070,290.041625,290.201625,have,I,sd,u-86-1
sw4830B-ms98-a-0070,290.201625,290.531625,fifty,I,sd,u-86-1
sw4830B-ms98-a-0070,290.531625,291.166000,people,I,sd,u-86-1
sw4830B-ms98-a-0070,291.166000,291.407000,in,I,sd,u-86-1
sw4830B-ms98-a-0070,291.407000,291.911625,audience,I,sd,u-86-1
sw4830B-ms98-a-0070,291.911625,292.291625,watching,I,sd,u-86-1
sw4830B-ms98-a-0070,292.291625,292.656500,[laughter],O,,
sw4830B-ms98-a-0070,293.347875,293.411625,a,B,+,u-88-1
sw4830B-ms98-a-0070,293.411625,293.691625,murder,I,+,u-88-1
sw4830B-ms98-a-0070,293.691625,293.891625,take,I,+,u-88-1
sw4830B-ms98-a-0070,293.891625,294.441625,place,I,+,u-88-1
sw4830B-ms98-a-0070,294.441625,294.721625,and,B,sv,u-88-2
sw4830B-ms98-a-0070,294.791625,295.001625,you,I,sv,u-88-2
