sw3361B-ms98-a-0003,18.939000,19.463750,well,B,%,u-2-1
sw3361B-ms98-a-0015,113.246875,113.342250,if,B,+,u-26-1
sw3361B-ms98-a-0015,113.342250,113.481375,i,I,+,u-26-1
sw3361B-ms98-a-0015,113.481375,113.711375,ever,I,+,u-26-1
sw3361B-ms98-a-0015,113.711375,114.021375,had,I,+,u-26-1
sw3361B-ms98-a-0015,114.021375,114.101375,to,I,+,u-26-1
sw3361B-ms98-a-0015,114.101375,114.341375,put,I,+,u-26-1
sw3361B-ms98-a-0015,114.341375,114.511375,her,I,+,u-26-1
sw3361B-ms98-a-0015,114.511375,114.771375,there,I,+,u-26-1
sw3361B-ms98-a-0015,114.771375,114.920750,i,I,+,u-26-1
sw3361B-ms98-a-0015,114.920750,115.311750,think,I,+,u-26-1
sw3361B-ms98-a-0015,116.192625,116.776625,uh,I,+,u-26-1
sw3361B-ms98-a-0015,117.563750,117.741375,it,I,+,u-26-1
sw3361B-ms98-a-0015,117.741375,117.911375,would,I,+,u-26-1
sw3361B-ms98-a-0015,117.911375,118.433625,be,I,+,u-26-1
sw3361B-ms98-a-0015,118.433625,119.063875,probably,I,+,u-26-1
sw3361B-ms98-a-0015,119.576125,119.751375,when,I,+,u-26-1
sw3361B-ms98-a-0015,119.751375,119.911375,i,I,+,u-26-1
sw3361B-ms98-a-0015,119.911375,120.209000,just,I,+,u-26-1
sw3361B-ms98-a-0015,120.450125,120.591375,could,I,+,u-26-1
sw3361B-ms98-a-0015,120.591375,120.851375,not,I,+,u-26-1
sw3361B-ms98-a-0015,120.851375,121.181375,handle,I,+,u-26-1
sw3361B-ms98-a-0015,121.181375,121.251375,it,I,+,u-26-1
sw3361B-ms98-a-0015,121.251375,121.401375,any,I,+,u-26-1
sw3361B-ms98-a-0015,121.401375,121.703000,more,I,+,u-26-1
sw3361B-ms98-a-0015,121.827375,121.911375,you,I,+,u-26-1
sw3361B-ms98-a-0015,121.911375,122.041375,know,I,+,u-26-1
sw3361B-ms98-a-0015,122.041375,122.151375,if,I,+,u-26-1
sw3361B-ms98-a-0015,122.151375,122.452000,i,I,+,u-26-1
sw3361B-ms98-a-0016,123.256625,123.416625,she,B,+,u-28-1
sw3361B-ms98-a-0016,123.416625,123.566625,got,I,+,u-28-1
sw3361B-ms98-a-0016,123.566625,123.666625,to,I,+,u-28-1
sw3361B-ms98-a-0016,123.666625,123.726625,the,I,+,u-28-1
sw3361B-ms98-a-0016,123.726625,124.006625,point,I,+,u-28-1
sw3361B-ms98-a-0016,124.006625,124.116625,where,I,+,u-28-1
sw3361B-ms98-a-0016,124.116625,124.276625,she,I,+,u-28-1
sw3361B-ms98-a-0016,124.276625,124.396625,was,I,+,u-28-1
sw3361B-ms98-a-0016,124.396625,124.736625,totally,I,+,u-28-1
sw3361B-ms98-a-0016,124.736625,125.366625,bedridden,I,+,u-28-1
sw3361B-ms98-a-0016,125.366625,125.604375,and,I,+,u-28-1
sw3361B-ms98-a-0016,126.289875,126.536625,and,I,+,u-28-1
sw3361B-ms98-a-0016,126.536625,126.636625,i,I,+,u-28-1
sw3361B-ms98-a-0016,126.636625,126.836625,mean,I,+,u-28-1
sw3361B-ms98-a-0016,126.836625,126.906625,i,I,+,u-28-1
sw3361B-ms98-a-0016,126.906625,127.146625,just,I,+,u-28-1
sw3361B-ms98-a-0016,127.146625,127.326625,didn't,I,+,u-28-1
sw3361B-ms98-a-0016,127.326625,127.496625,have,I,+,u-28-1
sw3361B-ms98-a-0016,127.496625,127.596625,the,I,+,u-28-1
sw3361B-ms98-a-0016,127.596625,128.052500,skills,I,+,u-28-1
sw3361B-ms98-a-0016,128.052500,128.176625,or,I,+,u-28-1
sw3361B-ms98-a-0016,128.176625,128.434875,the,I,+,u-28-1
sw3361B-ms98-a-0016,128.434875,128.946625,strength,I,+,u-28-1
sw3361B-ms98-a-0016,128.946625,129.106625,to,I,+,u-28-1
sw3361B-ms98-a-0016,129.106625,129.376625,lift,I,+,u-28-1
sw3361B-ms98-a-0016,129.376625,129.706625,her,I,+,u-28-1
sw3361B-ms98-a-0016,129.706625,129.830500,or,I,+,u-28-1
sw3361B-ms98-a-0016,130.146875,130.406625,whatever,I,+,u-28-1
sw3361B-ms98-a-0016,130.406625,130.566625,it,I,+,u-28-1
sw3361B-ms98-a-0016,130.566625,130.956625,needed,I,+,u-28-1
sw3361B-ms98-a-0016,130.956625,131.016625,i,B,sd,u-28-2
sw3361B-ms98-a-0016,131.016625,131.256625,think,I,sd,u-28-2
sw3361B-ms98-a-0016,131.256625,131.426625,that,I,sd,u-28-2
sw3361B-ms98-a-0016,131.426625,131.586625,would,I,sd,u-28-2
sw3361B-ms98-a-0016,131.586625,131.746625,be,I,sd,u-28-2
sw3361B-ms98-a-0016,131.746625,131.903500,the,I,sd,u-28-2
sw3361B-ms98-a-0018,145.791250,145.971250,uh,B,ng,u-30-1
sw3361B-ms98-a-0018,145.971250,146.141250,i,I,ng,u-30-1
sw3361B-ms98-a-0018,146.141250,146.391250,wouldn't,I,ng,u-30-1
sw3361B-ms98-a-0018,146.391250,146.571250,say,I,ng,u-30-1
sw3361B-ms98-a-0018,146.571250,146.701250,any,I,ng,u-30-1
sw3361B-ms98-a-0018,146.701250,146.921250,more,I,ng,u-30-1
sw3361B-ms98-a-0018,146.921250,147.135000,than,I,ng,u-30-1
sw3361B-ms98-a-0018,147.489000,147.959750,usual,I,ng,u-30-1
sw3361B-ms98-a-0019,149.086125,149.224125,i,B,sd,u-32-1
sw3361B-ms98-a-0019,149.224125,149.390625,think,I,sd,u-32-1
sw3361B-ms98-a-0019,149.390625,149.530625,it's,I,sd,u-32-1
sw3361B-ms98-a-0019,149.530625,149.730625,very,I,sd,u-32-1
sw3361B-ms98-a-0019,149.730625,150.000625,hard,I,sd,u-32-1
sw3361B-ms98-a-0019,150.000625,150.160625,for,I,sd,u-32-1
sw3361B-ms98-a-0019,150.160625,150.695625,her,I,sd,u-32-1
sw3361B-ms98-a-0019,150.989500,151.492750,um,I,sd,u-32-1
sw3361B-ms98-a-0019,151.986125,152.140625,to,I,sd,u-32-1
sw3361B-ms98-a-0019,152.140625,152.450625,be,I,sd,u-32-1
sw3361B-ms98-a-0019,152.450625,152.860625,waited,I,sd,u-32-1
sw3361B-ms98-a-0019,152.860625,153.402875,upon,I,sd,u-32-1
sw3361B-ms98-a-0019,153.726750,153.930625,so,I,sd,u-32-1
sw3361B-ms98-a-0019,153.930625,154.040625,to,I,sd,u-32-1
sw3361B-ms98-a-0019,154.040625,154.350625,speak,I,sd,u-32-1
sw3361B-ms98-a-0019,154.350625,154.410625,i,B,sd,u-32-2
sw3361B-ms98-a-0019,154.410625,154.560625,mean,I,sd,u-32-2
sw3361B-ms98-a-0019,154.560625,154.610625,i,I,sd,u-32-2
sw3361B-ms98-a-0019,154.610625,154.810625,think,I,sd,u-32-2
sw3361B-ms98-a-0019,154.810625,154.940625,it's,I,sd,u-32-2
sw3361B-ms98-a-0019,154.940625,155.170625,hard,I,sd,u-32-2
sw3361B-ms98-a-0019,155.170625,155.270625,for,I,sd,u-32-2
sw3361B-ms98-a-0019,155.270625,155.440625,her,I,sd,u-32-2
sw3361B-ms98-a-0019,155.440625,155.640750,to,I,sd,u-32-2
sw3361B-ms98-a-0020,156.640375,156.950375,have,I,sd,u-32-2
sw3361B-ms98-a-0020,156.950375,157.230375,that,I,sd,u-32-2
sw3361B-ms98-a-0020,157.230375,157.786000,role,I,sd,u-32-2
sw3361B-ms98-a-0020,157.786000,157.950375,of,I,sd,u-32-2
sw3361B-ms98-a-0020,157.950375,158.190375,not,I,sd,u-32-2
sw3361B-ms98-a-0020,158.190375,158.350375,being,I,sd,u-32-2
sw3361B-ms98-a-0020,158.350375,158.550375,able,I,sd,u-32-2
sw3361B-ms98-a-0020,158.550375,158.650375,to,I,sd,u-32-2
sw3361B-ms98-a-0020,158.650375,158.810375,do,I,sd,u-32-2
sw3361B-ms98-a-0020,158.810375,158.970375,as,I,sd,u-32-2
sw3361B-ms98-a-0020,158.970375,159.250375,much,I,sd,u-32-2
sw3361B-ms98-a-0020,159.250375,159.310375,as,I,sd,u-32-2
sw3361B-ms98-a-0020,159.310375,159.500375,she,I,sd,u-32-2
sw3361B-ms98-a-0020,159.500375,159.830375,used,I,sd,u-32-2
sw3361B-ms98-a-0020,159.830375,160.229750,to,I,sd,u-32-2
sw3361B-ms98-a-0022,166.458750,166.838875,yeah,B,ny,u-34-1
sw3361B-ms98-a-0022,167.160375,167.325250,i,B,aa,u-34-2
sw3361B-ms98-a-0022,167.325250,167.518750,think,I,aa,u-34-2
sw3361B-ms98-a-0022,167.518750,167.768750,that's,I,aa,u-34-2
sw3361B-ms98-a-0022,167.768750,167.978750,very,I,aa,u-34-2
sw3361B-ms98-a-0022,167.978750,168.421625,true,I,aa,u-34-2
sw3361B-ms98-a-0023,169.393375,169.947875,um,B,sv,u-36-1
sw3361B-ms98-a-0023,169.947875,170.177625,on,I,sv,u-36-1
sw3361B-ms98-a-0023,170.177625,170.323375,the,I,sv,u-36-1
sw3361B-ms98-a-0023,170.323375,170.473375,other,I,sv,u-36-1
sw3361B-ms98-a-0023,170.473375,170.783375,hand,I,sv,u-36-1
sw3361B-ms98-a-0023,170.783375,170.893375,it,I,sv,u-36-1
sw3361B-ms98-a-0023,170.893375,171.213375,takes,I,sv,u-36-1
sw3361B-ms98-a-0023,171.213375,171.613375,on,I,sv,u-36-1
sw3361B-ms98-a-0023,171.613375,172.153375,almost,I,sv,u-36-1
sw3361B-ms98-a-0023,172.153375,172.212375,a,I,sv,u-36-1
sw3361B-ms98-a-0023,173.032125,173.248125,a,I,sv,u-36-1
sw3361B-ms98-a-0023,173.248125,173.687625,switch,I,sv,u-36-1
sw3361B-ms98-a-0023,173.687625,173.829875,of,I,sv,u-36-1
sw3361B-ms98-a-0023,173.829875,174.168875,a,I,sv,u-36-1
sw3361B-ms98-a-0023,174.168875,174.443375,mother,I,sv,u-36-1
sw3361B-ms98-a-0023,174.443375,174.863375,child,I,sv,u-36-1
sw3361B-ms98-a-0023,174.863375,175.597500,relationship,I,sv,u-36-1
sw3361B-ms98-a-0025,177.560875,177.895375,uh,B,b,u-38-1
sw3361B-ms98-a-0027,183.391625,183.758875,oh,B,b,u-40-1
sw3361B-ms98-a-0029,194.954500,195.313125,uh-huh,B,b,u-42-1
sw3361B-ms98-a-0031,205.390750,205.845000,uh-huh,B,b,u-44-1
sw3361B-ms98-a-0033,220.787250,221.219500,uh-huh,B,b,u-46-1
sw3361B-ms98-a-0035,223.802375,224.165375,yeah,B,b,u-48-1
sw3361B-ms98-a-0037,242.807250,243.264875,um,B,b,u-50-1
sw3361B-ms98-a-0039,250.316500,250.684750,uh-huh,B,b,u-52-1
sw3361B-ms98-a-0041,253.182000,254.888875,[laughter],O,,
sw3361B-ms98-a-0042,255.454625,256.010000,huh,B,b,u-56-1
sw3361B-ms98-a-0043,257.619375,258.017000,uh-huh,B,b,u-58-1
sw3361B-ms98-a-0045,261.353000,261.744875,yeah,B,b,u-60-1
sw3361B-ms98-a-0046,262.806250,262.919750,well,B,sv,u-62-1
sw3361B-ms98-a-0046,262.919750,263.149750,that's,I,sv,u-62-1
sw3361B-ms98-a-0046,263.149750,263.309750,got,I,sv,u-62-1
sw3361B-ms98-a-0046,263.309750,263.389750,to,I,sv,u-62-1
sw3361B-ms98-a-0046,263.389750,263.539750,be,I,sv,u-62-1
sw3361B-ms98-a-0046,263.539750,263.599750,a,I,sv,u-62-1
sw3361B-ms98-a-0046,263.599750,263.799750,big,I,sv,u-62-1
sw3361B-ms98-a-0046,263.799750,264.309750,adjustment,I,sv,u-62-1
