sw3435B-ms98-a-0002,0.770750,1.131375,okay,B,b^m,u-2-1
sw3435B-ms98-a-0009,20.384625,20.534625,you,I,sd,u-10-1
sw3435B-ms98-a-0009,20.534625,20.724625,know,I,sd,u-10-1
sw3435B-ms98-a-0009,20.724625,20.894625,we've,I,sd,u-10-1
sw3435B-ms98-a-0009,20.894625,21.004625,got,I,sd,u-10-1
sw3435B-ms98-a-0009,21.004625,21.044625,a,I,sd,u-10-1
sw3435B-ms98-a-0009,21.044625,21.214625,bunch,I,sd,u-10-1
sw3435B-ms98-a-0009,21.214625,21.274625,of,I,sd,u-10-1
sw3435B-ms98-a-0009,21.274625,21.504625,golf,I,sd,u-10-1
sw3435B-ms98-a-0009,21.504625,21.854625,courses,I,sd,u-10-1
sw3435B-ms98-a-0009,21.854625,22.184625,around,I,sd,u-10-1
sw3435B-ms98-a-0009,22.184625,22.425625,here,I,sd,u-10-1
sw3435B-ms98-a-0011,28.822750,29.161375,uh,B,sd,u-12-1
sw3435B-ms98-a-0011,29.161375,29.456500,well,I,sd,u-12-1
sw3435B-ms98-a-0011,29.456500,29.556500,i,I,sd,u-12-1
sw3435B-ms98-a-0011,29.556500,29.836500,mean,I,sd,u-12-1
sw3435B-ms98-a-0011,29.836500,29.956500,i'm,I,sd,u-12-1
sw3435B-ms98-a-0011,29.956500,30.107000,not,I,sd,u-12-1
sw3435B-ms98-a-0011,30.107000,30.257625,a,I,sd,u-12-1
sw3435B-ms98-a-0011,30.257625,30.866500,serious,I,sd,u-12-1
sw3435B-ms98-a-0011,30.866500,31.236500,golfer,I,sd,u-12-1
sw3435B-ms98-a-0011,31.236500,31.296500,at,I,sd,u-12-1
sw3435B-ms98-a-0011,31.296500,31.628375,all,I,sd,u-12-1
sw3435B-ms98-a-0011,31.628375,31.941750,uh,B,sd,u-12-2
sw3435B-ms98-a-0011,31.941750,32.251500,uh,I,sd,u-12-2
sw3435B-ms98-a-0011,32.658250,32.943000,a,I,sd,u-12-2
sw3435B-ms98-a-0011,32.943000,33.156500,friend,I,sd,u-12-2
sw3435B-ms98-a-0011,33.156500,33.226500,of,I,sd,u-12-2
sw3435B-ms98-a-0011,33.226500,33.496500,mine,I,sd,u-12-2
sw3435B-ms98-a-0011,33.496500,33.706500,goes,I,sd,u-12-2
sw3435B-ms98-a-0011,33.706500,34.066500,golfing,I,sd,u-12-2
sw3435B-ms98-a-0011,34.066500,34.096500,a,I,sd,u-12-2
sw3435B-ms98-a-0011,34.096500,34.436500,lot,I,sd,u-12-2
sw3435B-ms98-a-0011,34.436500,34.796500,and,B,sd,u-12-3
sw3435B-ms98-a-0011,34.796500,34.936500,he,I,sd,u-12-3
sw3435B-ms98-a-0011,34.936500,35.266500,drags,I,sd,u-12-3
sw3435B-ms98-a-0011,35.266500,35.446500,me,I,sd,u-12-3
sw3435B-ms98-a-0011,35.446500,35.546500,out,I,sd,u-12-3
sw3435B-ms98-a-0011,35.546500,35.686500,every,I,sd,u-12-3
sw3435B-ms98-a-0011,35.686500,35.826500,now,I,sd,u-12-3
sw3435B-ms98-a-0011,35.826500,35.916500,and,I,sd,u-12-3
sw3435B-ms98-a-0011,35.916500,36.166500,then,I,sd,u-12-3
sw3435B-ms98-a-0011,36.166500,36.465875,and,B,sd,u-12-4
sw3435B-ms98-a-0011,36.465875,36.722375,i,I,sd,u-12-4
sw3435B-ms98-a-0011,36.722375,36.806500,uh,I,sd,u-12-4
sw3435B-ms98-a-0011,36.806500,36.866500,i,I,sd,u-12-4
sw3435B-ms98-a-0011,36.866500,37.076500,don't,I,sd,u-12-4
sw3435B-ms98-a-0011,37.076500,37.206500,have,I,sd,u-12-4
sw3435B-ms98-a-0011,37.206500,37.276500,a,I,sd,u-12-4
sw3435B-ms98-a-0011,37.276500,37.396500,i,I,sd,u-12-4
sw3435B-ms98-a-0011,37.396500,37.646500,don't,I,sd,u-12-4
sw3435B-ms98-a-0011,37.646500,37.856500,really,I,sd,u-12-4
sw3435B-ms98-a-0011,37.856500,38.026500,even,I,sd,u-12-4
sw3435B-ms98-a-0011,38.026500,38.196500,have,I,sd,u-12-4
sw3435B-ms98-a-0011,38.196500,38.269500,a,I,sd,u-12-4
sw3435B-ms98-a-0011,38.269500,38.573625,game,I,sd,u-12-4
sw3435B-ms98-a-0012,39.204750,39.352750,i,B,%,u-12-5
sw3435B-ms98-a-0012,39.352750,39.620625,usually,I,%,u-12-5
sw3435B-ms98-a-0012,39.620625,39.730625,when,B,sd,u-12-6
sw3435B-ms98-a-0012,39.730625,39.810625,i,I,sd,u-12-6
sw3435B-ms98-a-0012,39.810625,39.870625,go,I,sd,u-12-6
sw3435B-ms98-a-0012,39.870625,39.930625,out,I,sd,u-12-6
sw3435B-ms98-a-0012,39.930625,40.020625,and,I,sd,u-12-6
sw3435B-ms98-a-0012,40.020625,40.200625,play,I,sd,u-12-6
sw3435B-ms98-a-0012,40.200625,40.450625,golf,I,sd,u-12-6
sw3435B-ms98-a-0012,40.450625,40.600625,it's,I,sd,u-12-6
sw3435B-ms98-a-0012,40.600625,40.850625,usually,I,sd,u-12-6
sw3435B-ms98-a-0012,40.850625,41.050625,like,I,sd,u-12-6
sw3435B-ms98-a-0012,41.050625,41.150625,at,I,sd,u-12-6
sw3435B-ms98-a-0012,41.150625,41.420625,a,I,sd,u-12-6
sw3435B-ms98-a-0012,41.420625,41.580625,at,I,sd,u-12-6
sw3435B-ms98-a-0012,41.580625,41.670625,one,I,sd,u-12-6
sw3435B-ms98-a-0012,41.670625,41.730625,of,I,sd,u-12-6
sw3435B-ms98-a-0012,41.730625,41.880625,these,I,sd,u-12-6
sw3435B-ms98-a-0012,41.880625,42.160625,par,I,sd,u-12-6
sw3435B-ms98-a-0012,42.160625,42.680625,threes,I,sd,u-12-6
sw3435B-ms98-a-0012,42.680625,42.860625,that,I,sd,u-12-6
sw3435B-ms98-a-0012,42.860625,43.040625,you,B,+,u-14-1
sw3435B-ms98-a-0012,43.040625,43.190625,know,I,+,u-14-1
sw3435B-ms98-a-0012,43.190625,43.418250,you,I,+,u-14-1
sw3435B-ms98-a-0013,44.512625,44.910750,but,B,sd,u-14-2
sw3435B-ms98-a-0013,44.910750,45.348875,um,I,sd,u-14-2
sw3435B-ms98-a-0014,46.131875,46.265000,i,I,sd,u-14-2
sw3435B-ms98-a-0014,46.265000,46.410875,like,I,sd,u-14-2
sw3435B-ms98-a-0014,46.410875,46.780875,watching,I,sd,u-14-2
sw3435B-ms98-a-0014,46.780875,46.880875,it,I,sd,u-14-2
sw3435B-ms98-a-0014,46.880875,47.000875,on,I,sd,u-14-2
sw3435B-ms98-a-0014,47.000875,47.690750,TV,O,,
sw3435B-ms98-a-0016,50.162000,50.310875,uh,B,o@,u-16-1
sw3435B-ms98-a-0018,68.625750,68.816375,well,B,+@,u-18-1
sw3435B-ms98-a-0018,68.816375,69.108875,i,I,+@,u-18-1
sw3435B-ms98-a-0018,69.108875,69.358000,i,I,+@,u-18-1
sw3435B-ms98-a-0018,69.358000,69.701125,i,I,+@,u-18-1
sw3435B-ms98-a-0018,70.450625,70.567500,if,I,+@,u-18-1
sw3435B-ms98-a-0018,70.567500,70.755875,i,I,+@,u-18-1
sw3435B-ms98-a-0018,70.755875,71.065125,can,I,+@,u-18-1
sw3435B-ms98-a-0018,71.317375,71.484375,i,I,+@,u-18-1
sw3435B-ms98-a-0018,71.484375,71.566375,can,I,+@,u-18-1
sw3435B-ms98-a-0018,71.566375,71.949250,hit,I,+@,u-18-1
sw3435B-ms98-a-0018,71.949250,72.116375,a,I,+@,u-18-1
sw3435B-ms98-a-0018,72.116375,72.426375,great,I,+@,u-18-1
sw3435B-ms98-a-0018,72.426375,72.796375,deal,I,+@,u-18-1
sw3435B-ms98-a-0018,72.796375,73.946375,like,I,+@,u-18-1
sw3435B-ms98-a-0018,73.946375,74.459875,um,I,+@,u-18-1
sw3435B-ms98-a-0019,75.743125,76.022375,uh,I,+@,u-18-1
sw3435B-ms98-a-0019,76.022375,76.286000,they,I,+@,u-18-1
sw3435B-ms98-a-0019,76.286000,76.641375,they,I,+@,u-18-1
sw3435B-ms98-a-0019,76.822125,77.056000,my,I,+@,u-18-1
sw3435B-ms98-a-0019,77.056000,77.386000,friends,I,+@,u-18-1
sw3435B-ms98-a-0019,77.386000,77.506000,to,B,sd,u-18-2
sw3435B-ms98-a-0019,77.506000,77.626000,get,I,sd,u-18-2
sw3435B-ms98-a-0019,77.626000,77.696000,me,I,sd,u-18-2
sw3435B-ms98-a-0019,77.696000,77.969125,they,I,sd,u-18-2
sw3435B-ms98-a-0019,77.969125,78.166000,they,I,sd,u-18-2
sw3435B-ms98-a-0019,78.166000,78.346000,say,I,sd,u-18-2
sw3435B-ms98-a-0019,78.346000,78.396000,i,I,sd,u-18-2
sw3435B-ms98-a-0019,78.396000,78.596000,hit,I,sd,u-18-2
sw3435B-ms98-a-0019,78.596000,78.926000,worm,I,sd,u-18-2
sw3435B-ms98-a-0019,78.926000,79.376000,burners,I,sd,u-18-2
sw3435B-ms98-a-0019,79.376000,79.566000,because,I,sd,u-18-2
sw3435B-ms98-a-0019,79.566000,79.706625,i,I,sd,u-18-2
sw3435B-ms98-a-0019,79.706625,79.866000,i,I,sd,u-18-2
sw3435B-ms98-a-0019,79.866000,80.136000,can't,I,sd,u-18-2
sw3435B-ms98-a-0019,80.136000,80.276000,hit,I,sd,u-18-2
sw3435B-ms98-a-0019,80.276000,80.366000,it,I,sd,u-18-2
sw3435B-ms98-a-0019,80.366000,80.466000,up,I,sd,u-18-2
sw3435B-ms98-a-0019,80.466000,80.537500,in,I,sd,u-18-2
sw3435B-ms98-a-0019,80.537500,80.639125,the,I,sd,u-18-2
sw3435B-ms98-a-0019,80.639125,81.086750,[laughter-air],O,,
sw3435B-ms98-a-0019,81.478375,81.619125,so,B,sd,u-20-1
sw3435B-ms98-a-0019,81.619125,81.717000,i'm,I,sd,u-20-1
sw3435B-ms98-a-0019,81.717000,81.916000,pretty,I,sd,u-20-1
sw3435B-ms98-a-0019,81.916000,82.246000,bad,I,sd,u-20-1
sw3435B-ms98-a-0019,82.246000,82.356000,but,B,sd,u-20-2
sw3435B-ms98-a-0019,82.356000,82.456000,i,I,sd,u-20-2
sw3435B-ms98-a-0019,82.456000,82.616000,i,I,sd,u-20-2
sw3435B-ms98-a-0019,82.616000,82.786000,i,I,sd,u-20-2
sw3435B-ms98-a-0019,82.786000,82.966000,get,I,sd,u-20-2
sw3435B-ms98-a-0019,82.966000,83.216000,great,I,sd,u-20-2
sw3435B-ms98-a-0019,83.216000,83.666000,distance,I,sd,u-20-2
sw3435B-ms98-a-0019,83.666000,83.876000,hitting,I,sd,u-20-2
sw3435B-ms98-a-0019,83.876000,84.090000,it,I,sd,u-20-2
sw3435B-ms98-a-0019,84.270750,84.416000,you,I,sd,u-20-2
sw3435B-ms98-a-0019,84.416000,84.724750,know,I,sd,u-20-2
sw3435B-ms98-a-0019,84.724750,85.268625,uh,I,sd,u-20-2
sw3435B-ms98-a-0019,85.581250,85.646000,for,I,sd,u-20-2
sw3435B-ms98-a-0019,85.646000,85.746000,it,I,sd,u-20-2
sw3435B-ms98-a-0019,85.746000,85.926000,going,I,sd,u-20-2
sw3435B-ms98-a-0019,85.926000,86.226000,across,I,sd,u-20-2
sw3435B-ms98-a-0019,86.226000,86.286000,the,I,sd,u-20-2
sw3435B-ms98-a-0019,86.286000,86.774500,ground,I,sd,u-20-2
sw3435B-ms98-a-0020,87.209500,87.363500,and,B,sd,u-20-3
sw3435B-ms98-a-0020,87.363500,87.503500,if,I,sd,u-20-3
sw3435B-ms98-a-0020,87.503500,87.673500,it's,I,sd,u-20-3
sw3435B-ms98-a-0020,87.673500,87.913500,going,I,sd,u-20-3
sw3435B-ms98-a-0020,87.913500,88.063500,over,I,sd,u-20-3
sw3435B-ms98-a-0020,88.063500,88.323500,water,I,sd,u-20-3
sw3435B-ms98-a-0020,88.323500,88.413500,or,I,sd,u-20-3
sw3435B-ms98-a-0020,88.413500,88.743500,something,I,sd,u-20-3
sw3435B-ms98-a-0020,88.743500,88.843500,one,I,sd,u-20-3
sw3435B-ms98-a-0020,88.843500,88.903500,of,I,sd,u-20-3
sw3435B-ms98-a-0020,88.903500,89.053500,them,I,sd,u-20-3
sw3435B-ms98-a-0020,89.053500,89.183500,have,I,sd,u-20-3
sw3435B-ms98-a-0020,89.183500,89.273500,to,I,sd,u-20-3
sw3435B-ms98-a-0020,89.273500,89.423500,take,I,sd,u-20-3
sw3435B-ms98-a-0020,89.423500,89.483500,the,I,sd,u-20-3
sw3435B-ms98-a-0020,89.483500,89.813500,shot,I,sd,u-20-3
sw3435B-ms98-a-0020,89.813500,89.983500,for,I,sd,u-20-3
sw3435B-ms98-a-0020,89.983500,90.135125,me,I,sd,u-20-3
sw3435B-ms98-a-0020,90.135125,90.303500,because,I,sd,u-20-3
sw3435B-ms98-a-0020,90.303500,90.560750,i'm,I,sd,u-20-3
sw3435B-ms98-a-0020,91.107000,91.216125,but,B,sd,u-20-4
sw3435B-ms98-a-0020,91.216125,91.383500,i'm,I,sd,u-20-4
sw3435B-ms98-a-0020,91.383500,91.633500,getting,I,sd,u-20-4
sw3435B-ms98-a-0020,91.633500,91.903500,better,I,sd,u-20-4
sw3435B-ms98-a-0020,91.903500,92.073500,i've,B,sd,u-20-5
sw3435B-ms98-a-0020,92.073500,92.253500,got,I,sd,u-20-5
sw3435B-ms98-a-0020,92.253500,92.413500,where,I,sd,u-20-5
sw3435B-ms98-a-0020,92.413500,92.623500,now,I,sd,u-20-5
sw3435B-ms98-a-0020,92.623500,92.723500,i,I,sd,u-20-5
sw3435B-ms98-a-0020,92.723500,92.963500,can,I,sd,u-20-5
sw3435B-ms98-a-0020,92.963500,93.153500,hit,I,sd,u-20-5
sw3435B-ms98-a-0020,93.153500,93.273500,it,I,sd,u-20-5
sw3435B-ms98-a-0020,93.273500,93.459125,in,I,sd,u-20-5
sw3435B-ms98-a-0020,93.459125,93.633500,in,I,sd,u-20-5
sw3435B-ms98-a-0020,93.633500,93.693500,the,I,sd,u-20-5
sw3435B-ms98-a-0020,93.693500,93.913500,air,I,sd,u-20-5
sw3435B-ms98-a-0020,93.913500,94.113500,some,I,sd,u-20-5
sw3435B-ms98-a-0020,94.113500,94.173500,of,I,sd,u-20-5
sw3435B-ms98-a-0020,94.173500,94.270500,the,I,sd,u-20-5
sw3435B-ms98-a-0020,94.270500,94.661500,time,I,sd,u-20-5
sw3435B-ms98-a-0021,95.860125,96.258875,yeah,B,b,u-22-1
sw3435B-ms98-a-0021,96.258875,96.949625,uh,B,sd,u-22-2
sw3435B-ms98-a-0021,96.949625,97.107875,so,I,sd,u-22-2
sw3435B-ms98-a-0021,97.107875,97.209250,i'm,I,sd,u-22-2
sw3435B-ms98-a-0021,97.209250,97.399250,kind,I,sd,u-22-2
sw3435B-ms98-a-0021,97.399250,97.469250,of,I,sd,u-22-2
sw3435B-ms98-a-0021,97.469250,97.529250,a,I,sd,u-22-2
sw3435B-ms98-a-0021,97.529250,97.919250,novice,I,sd,u-22-2
sw3435B-ms98-a-0021,97.919250,98.119250,at,I,sd,u-22-2
sw3435B-ms98-a-0021,98.119250,98.299250,it,I,sd,u-22-2
sw3435B-ms98-a-0023,117.541500,117.619125,well,B,sv,u-24-1
sw3435B-ms98-a-0023,117.619125,117.809125,that,I,sv,u-24-1
sw3435B-ms98-a-0023,117.809125,117.969125,i,I,sv,u-24-1
sw3435B-ms98-a-0023,117.969125,118.129125,i,I,sv,u-24-1
sw3435B-ms98-a-0023,118.129125,118.309125,guess,I,sv,u-24-1
sw3435B-ms98-a-0023,118.309125,118.509125,that's,I,sv,u-24-1
sw3435B-ms98-a-0023,118.509125,118.619125,what,I,sv,u-24-1
sw3435B-ms98-a-0023,118.619125,118.679125,i,I,sv,u-24-1
sw3435B-ms98-a-0023,118.679125,118.889125,need,I,sv,u-24-1
sw3435B-ms98-a-0023,118.889125,118.949125,to,I,sv,u-24-1
sw3435B-ms98-a-0023,118.949125,119.139125,do,I,sv,u-24-1
sw3435B-ms98-a-0023,119.139125,119.359125,is,I,sv,u-24-1
sw3435B-ms98-a-0023,119.359125,119.819125,is,I,sv,u-24-1
sw3435B-ms98-a-0023,119.819125,119.979125,get,I,sv,u-24-1
sw3435B-ms98-a-0023,119.979125,120.139125,some,I,sv,u-24-1
sw3435B-ms98-a-0023,120.139125,120.259125,kind,I,sv,u-24-1
sw3435B-ms98-a-0023,120.259125,120.329125,of,I,sv,u-24-1
sw3435B-ms98-a-0023,120.329125,120.649125,lessons,I,sv,u-24-1
sw3435B-ms98-a-0023,120.649125,120.739125,or,I,sv,u-24-1
sw3435B-ms98-a-0023,120.739125,121.251000,something,I,sv,u-24-1
sw3435B-ms98-a-0023,121.699250,122.109125,because,B,sd,u-24-2
sw3435B-ms98-a-0023,122.109125,122.249125,i,I,sd,u-24-2
sw3435B-ms98-a-0023,122.249125,122.624750,my,I,sd,u-24-2
sw3435B-ms98-a-0023,122.624750,123.065750,my,I,sd,u-24-2
sw3435B-ms98-a-0023,123.254125,123.479125,tee,I,sd,u-24-2
sw3435B-ms98-a-0023,123.479125,123.699125,off,I,sd,u-24-2
sw3435B-ms98-a-0023,123.699125,123.789125,is,I,sd,u-24-2
sw3435B-ms98-a-0023,123.789125,123.989125,not,I,sd,u-24-2
sw3435B-ms98-a-0023,123.989125,124.249125,bad,I,sd,u-24-2
sw3435B-ms98-a-0023,124.249125,124.299125,i,B,sd,u-24-3
sw3435B-ms98-a-0023,124.299125,124.469125,mean,I,sd,u-24-3
sw3435B-ms98-a-0023,124.469125,124.619125,i'm,I,sd,u-24-3
sw3435B-ms98-a-0023,124.619125,124.839125,i'm,I,sd,u-24-3
sw3435B-ms98-a-0023,124.839125,125.039125,good,I,sd,u-24-3
sw3435B-ms98-a-0023,125.039125,125.216000,up,I,sd,u-24-3
sw3435B-ms98-a-0023,125.216000,125.339125,to,I,sd,u-24-3
sw3435B-ms98-a-0023,125.339125,125.769125,everything,I,sd,u-24-3
sw3435B-ms98-a-0023,125.769125,126.039125,else,I,sd,u-24-3
sw3435B-ms98-a-0023,126.039125,126.379125,putting,I,sd,u-24-3
sw3435B-ms98-a-0023,126.379125,126.658250,and,I,sd,u-24-3
sw3435B-ms98-a-0023,127.155375,127.449125,stuff,I,sd,u-24-3
sw3435B-ms98-a-0023,127.449125,127.579125,like,I,sd,u-24-3
sw3435B-ms98-a-0023,127.579125,127.779125,that,I,sd,u-24-3
sw3435B-ms98-a-0023,127.779125,127.909125,it's,B,sd,u-24-4
sw3435B-ms98-a-0023,127.909125,128.253625,just,I,sd,u-24-4
sw3435B-ms98-a-0023,128.796000,129.073375,that,I,sd,u-24-4
sw3435B-ms98-a-0023,129.073375,129.299125,that,I,sd,u-24-4
sw3435B-ms98-a-0023,129.299125,129.689125,initial,I,sd,u-24-4
sw3435B-ms98-a-0023,129.689125,130.199125,tee,I,sd,u-24-4
sw3435B-ms98-a-0023,130.199125,131.247750,[laughter],O,,
sw3435B-ms98-a-0024,132.102250,132.561875,[laughter],O,,
sw3435B-ms98-a-0026,140.876500,141.346500,just,B,sd,u-26-1
sw3435B-ms98-a-0026,141.346500,142.086500,walking,I,sd,u-26-1
sw3435B-ms98-a-0026,142.086500,142.366500,around,I,sd,u-26-1
sw3435B-ms98-a-0026,142.366500,142.456500,the,I,sd,u-26-1
sw3435B-ms98-a-0026,142.456500,142.696500,hollow,I,sd,u-26-1
sw3435B-ms98-a-0026,142.696500,142.786500,and,I,sd,u-26-1
sw3435B-ms98-a-0026,142.786500,143.076500,making,I,sd,u-26-1
sw3435B-ms98-a-0026,143.076500,143.296500,sure,I,sd,u-26-1
sw3435B-ms98-a-0026,143.296500,143.527125,there's,I,sd,u-26-1
sw3435B-ms98-a-0026,143.527125,144.305750,[vocalized-noise],I,sd,u-26-1
sw3435B-ms98-a-0026,144.609500,144.886500,not,I,sd,u-26-1
sw3435B-ms98-a-0026,144.886500,145.370750,really,I,sd,u-26-1
sw3435B-ms98-a-0026,146.014875,146.556500,you,B,sd,u-26-2
sw3435B-ms98-a-0026,146.556500,146.736500,know,I,sd,u-26-2
sw3435B-ms98-a-0026,146.736500,147.176500,checking,I,sd,u-26-2
sw3435B-ms98-a-0026,147.176500,147.236500,the,I,sd,u-26-2
sw3435B-ms98-a-0026,147.236500,147.706500,ground,I,sd,u-26-2
sw3435B-ms98-a-0026,147.706500,147.936500,and,I,sd,u-26-2
sw3435B-ms98-a-0026,147.936500,148.504250,and,I,sd,u-26-2
sw3435B-ms98-a-0026,148.504250,148.963750,[vocalized-noise],I,sd,u-26-2
sw3435B-ms98-a-0026,149.318125,149.696500,so,I,sd,u-26-2
sw3435B-ms98-a-0026,149.696500,150.055625,forth,I,sd,u-26-2
sw3435B-ms98-a-0026,150.055625,150.296500,you,I,sd,u-26-2
sw3435B-ms98-a-0026,150.296500,150.611750,know,I,sd,u-26-2
sw3435B-ms98-a-0026,151.383875,151.546500,see,B,sd,u-28-1
sw3435B-ms98-a-0026,151.546500,151.666500,how,I,sd,u-28-1
sw3435B-ms98-a-0026,151.666500,151.816500,it's,I,sd,u-28-1
sw3435B-ms98-a-0026,151.816500,151.946500,going,I,sd,u-28-1
sw3435B-ms98-a-0026,151.946500,152.016500,to,I,sd,u-28-1
sw3435B-ms98-a-0026,152.016500,152.236500,break,I,sd,u-28-1
sw3435B-ms98-a-0026,152.236500,152.306500,or,I,sd,u-28-1
sw3435B-ms98-a-0026,152.306500,152.786750,whatever,I,sd,u-28-1
sw3435B-ms98-a-0027,154.148625,154.418500,yeah,B,ny,u-30-1
sw3435B-ms98-a-0027,154.418500,154.598625,if,B,sv,u-32-1
sw3435B-ms98-a-0027,154.598625,154.698625,you,I,sv,u-32-1
sw3435B-ms98-a-0027,154.698625,154.898625,get,I,sv,u-32-1
sw3435B-ms98-a-0027,154.898625,155.138625,if,I,sv,u-32-1
sw3435B-ms98-a-0027,155.138625,155.228625,you,I,sv,u-32-1
sw3435B-ms98-a-0027,155.228625,155.348625,get,I,sv,u-32-1
sw3435B-ms98-a-0027,155.348625,155.528625,down,I,sv,u-32-1
sw3435B-ms98-a-0027,155.528625,155.628625,on,I,sv,u-32-1
sw3435B-ms98-a-0027,155.628625,155.698625,the,I,sv,u-32-1
sw3435B-ms98-a-0027,155.698625,156.028625,ground,I,sv,u-32-1
sw3435B-ms98-a-0027,156.028625,156.138625,you,I,sv,u-32-1
sw3435B-ms98-a-0027,156.138625,156.388625,really,I,sv,u-32-1
sw3435B-ms98-a-0027,156.388625,156.888250,can,I,sv,u-32-1
sw3435B-ms98-a-0029,161.640625,162.081375,um,B,sd,u-34-1
sw3435B-ms98-a-0029,162.288500,162.516250,well,I,sd,u-34-1
sw3435B-ms98-a-0029,162.516250,162.626250,if,I,sd,u-34-1
sw3435B-ms98-a-0029,162.626250,162.696250,you,I,sd,u-34-1
sw3435B-ms98-a-0029,162.696250,162.826250,know,I,sd,u-34-1
sw3435B-ms98-a-0029,162.826250,162.916250,if,I,sd,u-34-1
sw3435B-ms98-a-0029,162.916250,163.046250,it's,I,sd,u-34-1
sw3435B-ms98-a-0029,163.046250,163.166250,up,I,sd,u-34-1
sw3435B-ms98-a-0029,163.166250,163.286250,on,I,sd,u-34-1
sw3435B-ms98-a-0029,163.286250,163.336250,a,I,sd,u-34-1
sw3435B-ms98-a-0029,163.336250,163.736250,slope,I,sd,u-34-1
sw3435B-ms98-a-0029,163.736250,164.044500,that,I,sd,u-34-1
sw3435B-ms98-a-0029,164.044500,164.616250,you've,I,sd,u-34-1
sw3435B-ms98-a-0029,164.616250,164.776250,got,I,sd,u-34-1
sw3435B-ms98-a-0029,164.776250,164.836250,to,I,sd,u-34-1
sw3435B-ms98-a-0029,164.836250,164.976250,hit,I,sd,u-34-1
sw3435B-ms98-a-0029,164.976250,165.194750,it,I,sd,u-34-1
sw3435B-ms98-a-0030,166.175875,166.495875,not,I,sd,u-34-1
sw3435B-ms98-a-0030,166.495875,166.845875,kill,I,sd,u-34-1
sw3435B-ms98-a-0030,166.845875,166.965875,it,I,sd,u-34-1
sw3435B-ms98-a-0030,166.965875,167.095875,but,B,sd,u-34-2
sw3435B-ms98-a-0030,167.095875,167.205875,you've,I,sd,u-34-2
sw3435B-ms98-a-0030,167.205875,167.335875,got,I,sd,u-34-2
sw3435B-ms98-a-0030,167.335875,167.395875,to,I,sd,u-34-2
sw3435B-ms98-a-0030,167.395875,167.505875,hit,I,sd,u-34-2
sw3435B-ms98-a-0030,167.505875,167.765875,enough,I,sd,u-34-2
sw3435B-ms98-a-0030,167.765875,168.332875,speed,I,sd,u-34-2
sw3435B-ms98-a-0030,168.860250,169.355875,and,I,sd,u-34-2
sw3435B-ms98-a-0030,169.355875,169.465875,the,I,sd,u-34-2
sw3435B-ms98-a-0030,169.465875,169.695875,right,I,sd,u-34-2
