sw2963A-ms98-a-0002,4.548750,4.848750,yes,B,ny,u-2-1
sw2963A-ms98-a-0020,63.814500,63.924500,to,I,sd,u-32-1
sw2963A-ms98-a-0020,63.924500,64.164500,take,I,sd,u-32-1
sw2963A-ms98-a-0020,64.164500,64.544500,charge,I,sd,u-32-1
sw2963A-ms98-a-0020,64.544500,64.664500,and,I,sd,u-32-1
sw2963A-ms98-a-0020,64.664500,64.804500,do,I,sd,u-32-1
sw2963A-ms98-a-0020,64.804500,64.924500,it,I,sd,u-32-1
sw2963A-ms98-a-0020,64.924500,65.124500,one,I,sd,u-32-1
sw2963A-ms98-a-0020,65.124500,65.224500,of,I,sd,u-32-1
sw2963A-ms98-a-0020,65.224500,65.624500,these,I,sd,u-32-1
sw2963A-ms98-a-0020,65.624500,65.872250,uh,I,sd,u-32-1
sw2963A-ms98-a-0020,66.071875,66.254500,one,I,sd,u-32-1
sw2963A-ms98-a-0020,66.254500,66.334500,of,I,sd,u-32-1
sw2963A-ms98-a-0020,66.334500,66.750750,these,I,sd,u-32-1
sw2963A-ms98-a-0021,67.969375,68.558875,days,I,sd,u-32-1
sw2963A-ms98-a-0022,69.536125,69.976125,but,B,sd,u-34-1
sw2963A-ms98-a-0022,69.976125,70.206125,uh,I,sd,u-34-1
sw2963A-ms98-a-0023,70.796250,70.911000,i,B,+,u-36-1
sw2963A-ms98-a-0023,70.911000,71.176250,still,I,+,u-36-1
sw2963A-ms98-a-0023,71.176250,71.356250,have,I,+,u-36-1
sw2963A-ms98-a-0023,71.356250,71.726250,elderly,I,+,u-36-1
sw2963A-ms98-a-0023,71.726250,72.176250,parents,I,+,u-36-1
sw2963A-ms98-a-0023,72.176250,72.576250,alive,I,+,u-36-1
sw2963A-ms98-a-0023,72.576250,72.917875,so,B,sd,u-36-2
sw2963A-ms98-a-0023,73.629750,73.806250,uh,I,sd,u-36-2
sw2963A-ms98-a-0023,73.806250,74.016250,it,I,sd,u-36-2
sw2963A-ms98-a-0023,74.016250,74.306250,takes,I,sd,u-36-2
sw2963A-ms98-a-0023,74.306250,74.466250,a,I,sd,u-36-2
sw2963A-ms98-a-0023,74.466250,74.676250,lot,I,sd,u-36-2
sw2963A-ms98-a-0023,74.676250,74.776250,of,I,sd,u-36-2
sw2963A-ms98-a-0023,74.776250,75.196250,effort,I,sd,u-36-2
sw2963A-ms98-a-0023,75.196250,75.470375,to,I,sd,u-36-2
sw2963A-ms98-a-0023,75.560750,75.826250,either,I,sd,u-36-2
sw2963A-ms98-a-0023,75.826250,75.976250,get,I,sd,u-36-2
sw2963A-ms98-a-0023,75.976250,76.436250,everybody,I,sd,u-36-2
sw2963A-ms98-a-0023,76.436250,76.826250,called,I,sd,u-36-2
sw2963A-ms98-a-0023,76.826250,76.946250,or,I,sd,u-36-2
sw2963A-ms98-a-0023,76.946250,77.236250,written,I,sd,u-36-2
sw2963A-ms98-a-0023,77.236250,77.406250,and,I,sd,u-36-2
sw2963A-ms98-a-0023,77.406250,77.706250,settle,I,sd,u-36-2
sw2963A-ms98-a-0023,77.706250,77.916250,on,I,sd,u-36-2
sw2963A-ms98-a-0023,77.916250,77.986250,a,I,sd,u-36-2
sw2963A-ms98-a-0023,77.986250,78.456250,date,I,sd,u-36-2
sw2963A-ms98-a-0023,78.456250,78.556250,you,I,sd,u-36-2
sw2963A-ms98-a-0023,78.556250,78.776250,know,I,sd,u-36-2
sw2963A-ms98-a-0023,78.776250,78.916250,that,B,+,u-38-1
sw2963A-ms98-a-0024,79.876875,80.039250,and,B,%,u-40-1
sw2963A-ms98-a-0024,80.039250,80.177375,if,I,%,u-40-1
sw2963A-ms98-a-0024,80.177375,80.257375,they,I,%,u-40-1
sw2963A-ms98-a-0024,80.257375,80.404750,are,I,%,u-40-1
sw2963A-ms98-a-0026,85.989500,86.419500,right,B,b,u-42-1
sw2963A-ms98-a-0028,92.528875,93.018875,uh-huh,B,b,u-44-1
sw2963A-ms98-a-0030,95.634125,95.784125,oh,B,ba,u-46-1
sw2963A-ms98-a-0030,95.784125,96.014125,my,I,ba,u-46-1
sw2963A-ms98-a-0030,96.014125,96.524125,gosh,I,ba,u-46-1
sw2963A-ms98-a-0032,98.348875,98.862375,yeah,B,b,u-48-1
sw2963A-ms98-a-0033,100.160875,100.443000,so,B,%,u-50-1
sw2963A-ms98-a-0033,100.443000,100.751625,the,I,%,u-50-1
sw2963A-ms98-a-0034,101.573000,101.693000,yeah,B,b,u-52-1
sw2963A-ms98-a-0034,101.693000,101.803000,and,B,sv,u-52-2
sw2963A-ms98-a-0034,101.803000,101.903000,we,I,sv,u-52-2
sw2963A-ms98-a-0034,101.903000,102.113000,need,I,sv,u-52-2
sw2963A-ms98-a-0034,102.113000,102.183000,to,I,sv,u-52-2
sw2963A-ms98-a-0034,102.183000,102.363000,have,I,sv,u-52-2
sw2963A-ms98-a-0034,102.363000,102.583000,more,I,sv,u-52-2
sw2963A-ms98-a-0034,102.583000,102.683000,and,I,sv,u-52-2
sw2963A-ms98-a-0034,102.683000,102.883000,more,I,sv,u-52-2
sw2963A-ms98-a-0034,102.883000,102.983000,of,I,sv,u-52-2
sw2963A-ms98-a-0034,102.983000,103.203000,them,I,sv,u-52-2
sw2963A-ms98-a-0034,103.203000,103.243000,i,B,sd,u-52-3
sw2963A-ms98-a-0034,103.243000,103.383000,ho[pe]-,I,sd,u-52-3
sw2963A-ms98-a-0034,103.383000,103.443000,i,I,sd,u-52-3
sw2963A-ms98-a-0034,103.443000,103.703000,think,I,sd,u-52-3
sw2963A-ms98-a-0034,103.883000,103.913000,i,I,sd,u-52-3
sw2963A-ms98-a-0034,103.913000,104.163000,hope,I,sd,u-52-3
sw2963A-ms98-a-0034,104.163000,104.323000,that,I,sd,u-52-3
sw2963A-ms98-a-0034,104.323000,104.423000,is,I,sd,u-52-3
sw2963A-ms98-a-0034,104.423000,104.623000,not,I,sd,u-52-3
sw2963A-ms98-a-0034,104.623000,104.673000,a,I,sd,u-52-3
sw2963A-ms98-a-0034,104.673000,105.083000,lost,I,sd,u-52-3
sw2963A-ms98-a-0034,105.083000,105.493000,art,I,sd,u-52-3
sw2963A-ms98-a-0034,105.493000,105.649625,that,I,sd,u-52-3
sw2963A-ms98-a-0034,105.939750,106.263000,people,I,sd,u-52-3
sw2963A-ms98-a-0034,106.263000,106.533000,getting,I,sd,u-52-3
sw2963A-ms98-a-0034,106.533000,106.863000,together,I,sd,u-52-3
sw2963A-ms98-a-0034,106.863000,107.033000,as,I,sd,u-52-3
sw2963A-ms98-a-0034,107.033000,107.299250,they,I,sd,u-52-3
sw2963A-ms98-a-0034,107.649500,107.813000,do,I,sd,u-52-3
sw2963A-ms98-a-0034,107.813000,108.173000,spread,I,sd,u-52-3
sw2963A-ms98-a-0034,108.173000,108.343000,out,I,sd,u-52-3
sw2963A-ms98-a-0034,108.343000,108.483000,all,I,sd,u-52-3
sw2963A-ms98-a-0034,108.483000,108.663000,over,I,sd,u-52-3
sw2963A-ms98-a-0034,108.663000,108.743000,the,I,sd,u-52-3
sw2963A-ms98-a-0034,108.743000,109.163000,world,I,sd,u-52-3
sw2963A-ms98-a-0036,111.145125,111.375125,yeah,B,b,u-54-1
sw2963A-ms98-a-0036,111.375125,111.445125,it,B,aa,u-56-1
sw2963A-ms98-a-0036,111.445125,111.785125,is,I,aa,u-56-1
sw2963A-ms98-a-0038,116.227375,116.697375,oh,B,ba,u-58-1
sw2963A-ms98-a-0038,116.697375,116.867375,i,I,ba,u-58-1
sw2963A-ms98-a-0038,116.867375,117.617375,see,I,ba,u-58-1
sw2963A-ms98-a-0040,122.683750,123.063750,uh-huh,B,b,u-60-1
sw2963A-ms98-a-0041,123.710500,124.170500,sure,B,bf,u-62-1
sw2963A-ms98-a-0041,124.170500,124.390500,that,I,bf,u-62-1
sw2963A-ms98-a-0041,124.390500,124.650500,makes,I,bf,u-62-1
sw2963A-ms98-a-0041,124.650500,124.720500,a,I,bf,u-62-1
sw2963A-ms98-a-0041,124.720500,124.950500,big,I,bf,u-62-1
sw2963A-ms98-a-0041,124.950500,125.400500,crowd,I,bf,u-62-1
sw2963A-ms98-a-0042,126.302875,126.662875,yeah,B,b,u-64-1
sw2963A-ms98-a-0044,131.921875,132.171875,is,B,bh,u-66-1
sw2963A-ms98-a-0044,132.171875,132.401875,that,I,bh,u-66-1
sw2963A-ms98-a-0046,135.266625,135.446625,is,B,bh,u-68-1
sw2963A-ms98-a-0046,135.446625,135.696625,that,I,bh,u-68-1
sw2963A-ms98-a-0046,135.696625,136.032000,right,I,bh,u-68-1
sw2963A-ms98-a-0048,140.035375,140.335375,that,B,ba,u-70-1
sw2963A-ms98-a-0048,140.335375,140.455375,is,I,ba,u-70-1
sw2963A-ms98-a-0048,140.455375,140.975375,wonderful,I,ba,u-70-1
sw2963A-ms98-a-0048,140.975375,141.075375,i,B,%,u-70-2
sw2963A-ms98-a-0048,141.075375,141.315375,hope,I,%,u-70-2
sw2963A-ms98-a-0049,141.842125,142.012125,well,B,sd,u-72-1
sw2963A-ms98-a-0049,142.012125,142.152125,we,I,sd,u-72-1
sw2963A-ms98-a-0049,142.152125,142.372125,need,I,sd,u-72-1
sw2963A-ms98-a-0049,142.372125,142.462125,to,I,sd,u-72-1
sw2963A-ms98-a-0049,142.462125,142.672125,have,I,sd,u-72-1
sw2963A-ms98-a-0049,142.672125,142.932125,another,I,sd,u-72-1
sw2963A-ms98-a-0049,142.932125,143.042125,one,I,sd,u-72-1
sw2963A-ms98-a-0049,143.042125,143.132125,i,B,sd,u-72-2
sw2963A-ms98-a-0049,143.132125,143.352125,hope,I,sd,u-72-2
sw2963A-ms98-a-0049,143.352125,143.512125,my,I,sd,u-72-2
sw2963A-ms98-a-0049,143.512125,143.762125,aunt,I,sd,u-72-2
sw2963A-ms98-a-0049,143.762125,143.822125,is,I,sd,u-72-2
sw2963A-ms98-a-0049,143.822125,144.492125,successful,I,sd,u-72-2
sw2963A-ms98-a-0049,144.492125,144.812125,as,I,sd,u-72-2
sw2963A-ms98-a-0049,144.812125,145.066125,uh,I,sd,u-72-2
sw2963A-ms98-a-0049,145.382500,145.856125,later,I,sd,u-72-2
sw2963A-ms98-a-0049,146.101000,146.262125,well,B,sd,u-72-3
sw2963A-ms98-a-0049,146.262125,146.372125,it,I,sd,u-72-3
sw2963A-ms98-a-0049,146.372125,146.432125,is,I,sd,u-72-3
sw2963A-ms98-a-0049,146.432125,146.702125,probably,I,sd,u-72-3
sw2963A-ms98-a-0049,146.702125,146.802125,not,I,sd,u-72-3
sw2963A-ms98-a-0049,146.802125,146.922125,going,I,sd,u-72-3
sw2963A-ms98-a-0049,146.922125,146.982125,to,I,sd,u-72-3
sw2963A-ms98-a-0049,146.982125,147.082125,be,I,sd,u-72-3
sw2963A-ms98-a-0049,147.082125,147.352125,done,I,sd,u-72-3
sw2963A-ms98-a-0049,147.352125,147.502125,because,I,sd,u-72-3
sw2963A-ms98-a-0049,147.502125,147.552125,i,I,sd,u-72-3
sw2963A-ms98-a-0049,147.552125,147.772125,have,I,sd,u-72-3
sw2963A-ms98-a-0049,147.772125,147.882125,not,I,sd,u-72-3
sw2963A-ms98-a-0049,147.882125,148.202125,heard,I,sd,u-72-3
sw2963A-ms98-a-0049,148.202125,148.462125,from,I,sd,u-72-3
sw2963A-ms98-a-0049,148.462125,148.622125,them,I,sd,u-72-3
sw2963A-ms98-a-0049,148.622125,148.742125,i,B,sd,u-72-4
sw2963A-ms98-a-0049,148.742125,148.852125,it,I,sd,u-72-4
sw2963A-ms98-a-0049,148.852125,148.942125,was,I,sd,u-72-4
sw2963A-ms98-a-0049,148.942125,149.182125,supposed,I,sd,u-72-4
sw2963A-ms98-a-0049,149.182125,149.242125,to,I,sd,u-72-4
sw2963A-ms98-a-0049,149.242125,149.342125,be,I,sd,u-72-4
sw2963A-ms98-a-0049,149.342125,149.532125,this,I,sd,u-72-4
sw2963A-ms98-a-0049,149.532125,149.972125,June,I,sd,u-72-4
sw2963A-ms98-a-0049,149.972125,150.242125,so,B,sd,u-72-5
sw2963A-ms98-a-0049,150.242125,150.292125,i,I,sd,u-72-5
sw2963A-ms98-a-0049,150.292125,150.492125,don't,I,sd,u-72-5
sw2963A-ms98-a-0049,150.492125,150.932125,imagine,I,sd,u-72-5
sw2963A-ms98-a-0049,150.932125,151.042125,there,I,sd,u-72-5
sw2963A-ms98-a-0049,151.042125,151.142125,is,I,sd,u-72-5
sw2963A-ms98-a-0049,151.142125,151.432125,anything,I,sd,u-72-5
sw2963A-ms98-a-0049,151.432125,151.812125,coming,I,sd,u-72-5
sw2963A-ms98-a-0049,151.812125,151.992125,this,B,sd,u-72-6
sw2963A-ms98-a-0049,151.992125,152.152125,is,I,sd,u-72-6
sw2963A-ms98-a-0049,152.152125,152.462125,hardly,I,sd,u-72-6
sw2963A-ms98-a-0049,152.462125,152.802125,almost,I,sd,u-72-6
sw2963A-ms98-a-0049,152.802125,153.092125,June,I,sd,u-72-6
sw2963A-ms98-a-0051,154.865500,155.445500,so,B,%,u-74-1
sw2963A-ms98-a-0053,163.487500,163.921250,uh-huh,B,b,u-76-1
sw2963A-ms98-a-0055,169.209625,169.479625,yeah,B,b,u-78-1
sw2963A-ms98-a-0055,169.479625,169.969625,that's,O,,
sw2963A-ms98-a-0056,170.206750,170.376750,we,B,sd,u-80-1
sw2963A-ms98-a-0056,170.376750,170.606750,have,I,sd,u-80-1
sw2963A-ms98-a-0056,170.606750,170.816750,it,I,sd,u-80-1
sw2963A-ms98-a-0056,170.816750,171.206750,usually,I,sd,u-80-1
sw2963A-ms98-a-0056,171.206750,171.346750,at,I,sd,u-80-1
sw2963A-ms98-a-0056,171.346750,171.656750,this,I,sd,u-80-1
sw2963A-ms98-a-0056,171.786750,171.876750,uh,I,sd,u-80-1
sw2963A-ms98-a-0056,171.876750,172.056750,at,I,sd,u-80-1
sw2963A-ms98-a-0056,172.056750,172.256750,this,I,sd,u-80-1
sw2963A-ms98-a-0056,172.256750,172.506750,one,I,sd,u-80-1
sw2963A-ms98-a-0056,172.506750,172.796750,park,I,sd,u-80-1
sw2963A-ms98-a-0056,172.796750,173.246750,because_1,I,sd,u-80-1
sw2963A-ms98-a-0056,173.246750,173.346750,there,I,sd,u-80-1
sw2963A-ms98-a-0056,173.346750,173.436750,is,I,sd,u-80-1
sw2963A-ms98-a-0056,173.436750,173.496750,a,I,sd,u-80-1
sw2963A-ms98-a-0056,173.496750,174.146750,pavilion,I,sd,u-80-1
sw2963A-ms98-a-0056,174.146750,174.416750,there,I,sd,u-80-1
sw2963A-ms98-a-0056,174.416750,174.506750,in,I,sd,u-80-1
sw2963A-ms98-a-0056,174.506750,174.776750,case,I,sd,u-80-1
sw2963A-ms98-a-0056,174.776750,174.926750,it,B,+,u-82-1
sw2963A-ms98-a-0056,174.926750,175.436750,rains,I,+,u-82-1
sw2963A-ms98-a-0056,175.436750,175.606750,and,B,sd,u-82-2
sw2963A-ms98-a-0057,176.500375,177.090375,and,I,sd,u-82-2
sw2963A-ms98-a-0057,177.090375,177.390375,uh,I,sd,u-82-2
sw2963A-ms98-a-0057,177.390375,177.530375,you,I,sd,u-82-2
sw2963A-ms98-a-0057,177.530375,177.740375,have,I,sd,u-82-2
sw2963A-ms98-a-0057,177.740375,177.860375,to,I,sd,u-82-2
sw2963A-ms98-a-0057,177.860375,178.070375,have,I,sd,u-82-2
sw2963A-ms98-a-0057,178.070375,178.380375,it,I,sd,u-82-2
sw2963A-ms98-a-0057,178.380375,178.653625,uh,I,sd,u-82-2
sw2963A-ms98-a-0057,179.177250,179.690375,fairly,I,sd,u-82-2
sw2963A-ms98-a-0057,179.690375,180.010375,early,I,sd,u-82-2
sw2963A-ms98-a-0057,180.010375,180.170375,in,I,sd,u-82-2
sw2963A-ms98-a-0057,180.170375,180.240375,the,I,sd,u-82-2
sw2963A-ms98-a-0057,180.240375,180.640375,summer,I,sd,u-82-2
sw2963A-ms98-a-0057,180.640375,180.830375,or,I,sd,u-82-2
sw2963A-ms98-a-0057,180.830375,180.900375,it,I,sd,u-82-2
sw2963A-ms98-a-0057,180.900375,181.000375,is,I,sd,u-82-2
sw2963A-ms98-a-0057,181.000375,181.210375,too,I,sd,u-82-2
sw2963A-ms98-a-0057,181.210375,181.510375,hot,I,sd,u-82-2
sw2963A-ms98-a-0057,181.510375,181.680375,up,I,sd,u-82-2
sw2963A-ms98-a-0057,181.680375,181.970375,there,I,sd,u-82-2
sw2963A-ms98-a-0059,183.760750,183.890750,in,B,na,u-84-1
sw2963A-ms98-a-0059,183.890750,184.330750,Missouri,I,na,u-84-1
sw2963A-ms98-a-0059,184.330750,184.500750,yeah,B,ny,u-84-2
sw2963A-ms98-a-0059,184.500750,184.570750,it,B,%,u-84-3
sw2963A-ms98-a-0059,184.570750,184.650750,is,I,%,u-84-3
sw2963A-ms98-a-0059,184.650750,184.800750,too,I,%,u-84-3
sw2963A-ms98-a-0059,184.800750,185.100750,mu[ggy]-,I,%,u-84-3
sw2963A-ms98-a-0059,185.100750,185.180750,it,I,%,u-84-3
sw2963A-ms98-a-0059,185.180750,185.250750,is,I,%,u-84-3
sw2963A-ms98-a-0059,185.250750,185.430750,not,I,%,u-84-3
sw2963A-ms98-a-0059,185.758125,186.020750,just,B,sd,u-84-4
sw2963A-ms98-a-0059,186.020750,186.253500,uh,I,sd,u-84-4
sw2963A-ms98-a-0059,186.404250,186.800750,very,I,sd,u-84-4
sw2963A-ms98-a-0059,186.800750,187.310750,humid,I,sd,u-84-4
sw2963A-ms98-a-0059,187.310750,187.610750,and,B,sd,u-84-5
