sw2860A-ms98-a-0002,1.466375,1.898500,yes,B,b,u-2-1
sw2860A-ms98-a-0017,74.507250,74.657250,up,I,sd,u-18-1
sw2860A-ms98-a-0017,74.657250,74.797250,to,I,sd,u-18-1
sw2860A-ms98-a-0017,74.797250,75.057250,see,I,sd,u-18-1
sw2860A-ms98-a-0017,75.057250,75.437250,that,I,sd,u-18-1
sw2860A-ms98-a-0017,75.437250,75.737250,when,I,sd,u-18-1
sw2860A-ms98-a-0017,75.737250,75.767250,w[e]-,I,sd,u-18-1
sw2860A-ms98-a-0017,75.767250,76.087250,whenever,I,sd,u-18-1
sw2860A-ms98-a-0017,76.087250,76.177250,it,I,sd,u-18-1
sw2860A-ms98-a-0017,76.177250,76.457250,was,I,sd,u-18-1
sw2860A-ms98-a-0017,76.457250,77.007250,reasonably,I,sd,u-18-1
sw2860A-ms98-a-0017,77.007250,77.527250,close,I,sd,u-18-1
sw2860A-ms98-a-0017,77.527250,77.735500,but,B,sd,u-18-2
sw2860A-ms98-a-0017,78.277875,78.397250,we,I,sd,u-18-2
sw2860A-ms98-a-0017,78.397250,78.587250,did,I,sd,u-18-2
sw2860A-ms98-a-0017,78.587250,78.617250,a,I,sd,u-18-2
sw2860A-ms98-a-0017,78.617250,78.787250,lot,I,sd,u-18-2
sw2860A-ms98-a-0017,78.787250,78.867250,of,I,sd,u-18-2
sw2860A-ms98-a-0017,78.867250,79.107250,things,I,sd,u-18-2
sw2860A-ms98-a-0017,79.107250,79.387250,um,I,sd,u-18-2
sw2860A-ms98-a-0017,79.387250,79.477250,and,B,sd,u-18-3
sw2860A-ms98-a-0017,79.477250,79.557250,we,I,sd,u-18-3
sw2860A-ms98-a-0017,79.557250,79.827250,tried,I,sd,u-18-3
sw2860A-ms98-a-0017,79.827250,79.927250,to,I,sd,u-18-3
sw2860A-ms98-a-0017,79.927250,80.117250,do,I,sd,u-18-3
sw2860A-ms98-a-0017,80.117250,80.519125,things,I,sd,u-18-3
sw2860A-ms98-a-0017,80.654750,80.887250,both,I,sd,u-18-3
sw2860A-ms98-a-0017,80.887250,81.267250,together,I,sd,u-18-3
sw2860A-ms98-a-0017,81.267250,81.397250,and,I,sd,u-18-3
sw2860A-ms98-a-0017,81.397250,81.977250,individually,I,sd,u-18-3
sw2860A-ms98-a-0017,81.977250,82.157250,with,I,sd,u-18-3
sw2860A-ms98-a-0017,82.157250,82.234625,the,I,sd,u-18-3
sw2860A-ms98-a-0017,82.234625,82.866125,children,I,sd,u-18-3
sw2860A-ms98-a-0017,82.866125,83.211375,um,I,sd,u-18-3
sw2860A-ms98-a-0018,83.638250,83.868250,we,B,sd,u-20-1
sw2860A-ms98-a-0018,83.868250,84.008250,live,I,sd,u-20-1
sw2860A-ms98-a-0018,84.008250,84.278250,near,I,sd,u-20-1
sw2860A-ms98-a-0018,84.278250,84.958250,Washington,I,sd,u-20-1
sw2860A-ms98-a-0018,84.958250,85.176250,so,B,sd,u-20-2
sw2860A-ms98-a-0018,85.365875,85.667125,we,I,sd,u-20-2
sw2860A-ms98-a-0018,86.088250,86.256000,we,I,sd,u-20-2
sw2860A-ms98-a-0018,86.256000,86.417875,would,I,sd,u-20-2
sw2860A-ms98-a-0018,86.417875,86.778250,always,I,sd,u-20-2
sw2860A-ms98-a-0018,86.778250,86.878250,go,I,sd,u-20-2
sw2860A-ms98-a-0018,86.878250,86.988250,in,I,sd,u-20-2
sw2860A-ms98-a-0018,86.988250,87.068250,for,I,sd,u-20-2
sw2860A-ms98-a-0018,87.068250,87.138250,the,I,sd,u-20-2
sw2860A-ms98-a-0018,87.138250,87.785500,museums,I,sd,u-20-2
sw2860A-ms98-a-0019,88.462750,88.669125,that's,B,sd,u-22-1
sw2860A-ms98-a-0019,88.669125,88.949125,always,I,sd,u-22-1
sw2860A-ms98-a-0019,88.949125,88.999125,a,I,sd,u-22-1
sw2860A-ms98-a-0019,88.999125,89.469125,big,I,sd,u-22-1
sw2860A-ms98-a-0019,89.469125,89.579125,uh,I,sd,u-22-1
sw2860A-ms98-a-0019,89.579125,89.929125,thing,I,sd,u-22-1
sw2860A-ms98-a-0019,89.929125,90.069125,and,B,sd,u-22-2
sw2860A-ms98-a-0019,90.399125,90.529125,one,I,sd,u-22-2
sw2860A-ms98-a-0019,90.529125,90.599125,of,I,sd,u-22-2
sw2860A-ms98-a-0019,90.599125,90.749125,my,I,sd,u-22-2
sw2860A-ms98-a-0019,90.749125,91.499125,children,I,sd,u-22-2
sw2860A-ms98-a-0019,91.499125,91.679125,is,I,sd,u-22-2
sw2860A-ms98-a-0019,91.679125,91.849125,uh,I,sd,u-22-2
sw2860A-ms98-a-0019,91.849125,92.169125,also,I,sd,u-22-2
sw2860A-ms98-a-0019,92.169125,92.199125,a,I,sd,u-22-2
sw2860A-ms98-a-0019,92.199125,92.949125,musician,I,sd,u-22-2
sw2860A-ms98-a-0019,92.949125,93.328125,so,B,sd,u-22-3
sw2860A-ms98-a-0019,93.535250,93.882750,um,I,sd,u-22-3
sw2860A-ms98-a-0019,94.236750,94.419125,one,I,sd,u-22-3
sw2860A-ms98-a-0019,94.419125,94.509125,of,I,sd,u-22-3
sw2860A-ms98-a-0019,94.509125,94.589125,the,I,sd,u-22-3
sw2860A-ms98-a-0019,94.589125,94.859125,things,I,sd,u-22-3
sw2860A-ms98-a-0019,94.859125,94.979125,that,I,sd,u-22-3
sw2860A-ms98-a-0019,94.979125,95.069125,we,I,sd,u-22-3
sw2860A-ms98-a-0019,95.069125,95.279125,did,I,sd,u-22-3
sw2860A-ms98-a-0019,95.279125,95.469125,with,I,sd,u-22-3
sw2860A-ms98-a-0019,95.469125,95.639125,him,I,sd,u-22-3
sw2860A-ms98-a-0019,95.639125,95.689125,a,I,sd,u-22-3
sw2860A-ms98-a-0019,95.689125,96.019125,lot,I,sd,u-22-3
sw2860A-ms98-a-0019,96.019125,96.199125,was,I,sd,u-22-3
sw2860A-ms98-a-0019,96.199125,96.309125,to,I,sd,u-22-3
sw2860A-ms98-a-0019,96.309125,96.595875,go,I,sd,u-22-3
sw2860A-ms98-a-0019,97.632375,97.779125,either,I,sd,u-22-3
sw2860A-ms98-a-0019,97.779125,97.859125,my,I,sd,u-22-3
sw2860A-ms98-a-0019,97.859125,98.219125,husband,I,sd,u-22-3
sw2860A-ms98-a-0019,98.219125,98.289125,or,I,sd,u-22-3
sw2860A-ms98-a-0019,98.289125,98.509125,i,I,sd,u-22-3
sw2860A-ms98-a-0019,98.509125,98.699125,or,I,sd,u-22-3
sw2860A-ms98-a-0019,98.699125,98.969125,both,I,sd,u-22-3
sw2860A-ms98-a-0019,98.969125,99.069125,of,I,sd,u-22-3
sw2860A-ms98-a-0019,99.069125,99.289125,us,I,sd,u-22-3
sw2860A-ms98-a-0019,99.289125,99.489125,would,I,sd,u-22-3
sw2860A-ms98-a-0019,99.759125,99.889125,to,I,sd,u-22-3
sw2860A-ms98-a-0019,99.889125,100.489125,concerts,I,sd,u-22-3
sw2860A-ms98-a-0019,100.489125,100.689125,with,I,sd,u-22-3
sw2860A-ms98-a-0019,100.689125,101.079125,him,I,sd,u-22-3
sw2860A-ms98-a-0020,101.700375,101.890375,and,B,sd,u-24-1
sw2860A-ms98-a-0020,101.890375,102.020375,my,I,sd,u-24-1
sw2860A-ms98-a-0020,102.020375,102.265125,other,I,sd,u-24-1
sw2860A-ms98-a-0020,102.265125,102.897875,child,I,sd,u-24-1
sw2860A-ms98-a-0020,102.897875,103.357750,um,I,sd,u-24-1
sw2860A-ms98-a-0020,103.681625,103.880375,uh,I,sd,u-24-1
sw2860A-ms98-a-0020,103.880375,104.110375,is,I,sd,u-24-1
sw2860A-ms98-a-0020,104.110375,104.368250,in,I,sd,u-24-1
sw2860A-ms98-a-0020,104.549125,104.710375,big,I,sd,u-24-1
sw2860A-ms98-a-0020,104.710375,104.910375,into,I,sd,u-24-1
sw2860A-ms98-a-0020,104.910375,105.430375,tropical,I,sd,u-24-1
sw2860A-ms98-a-0020,105.430375,105.810375,fish,I,sd,u-24-1
sw2860A-ms98-a-0020,105.810375,105.970375,so,B,sd,u-26-1
sw2860A-ms98-a-0020,105.970375,106.160375,our,I,sd,u-26-1
sw2860A-ms98-a-0020,106.160375,106.410375,whole,I,sd,u-26-1
sw2860A-ms98-a-0020,106.410375,106.850375,family,I,sd,u-26-1
sw2860A-ms98-a-0020,106.850375,107.103250,we,I,sd,u-26-1
sw2860A-ms98-a-0020,107.250125,107.530375,take,I,sd,u-26-1
sw2860A-ms98-a-0020,107.530375,107.860375,family,I,sd,u-26-1
sw2860A-ms98-a-0020,107.860375,108.230375,trips,I,sd,u-26-1
sw2860A-ms98-a-0020,108.230375,108.360375,to,I,sd,u-26-1
sw2860A-ms98-a-0020,108.360375,108.690375,different,I,sd,u-26-1
sw2860A-ms98-a-0020,108.690375,109.321625,places,I,sd,u-26-1
sw2860A-ms98-a-0020,109.728375,109.830375,to,I,sd,u-26-1
sw2860A-ms98-a-0020,109.830375,110.140375,visit,I,sd,u-26-1
sw2860A-ms98-a-0020,110.140375,110.450375,fish,I,sd,u-26-1
sw2860A-ms98-a-0020,110.450375,110.820375,stores,I,sd,u-26-1
sw2860A-ms98-a-0020,110.820375,110.880375,or,I,sd,u-26-1
sw2860A-ms98-a-0020,110.880375,111.060375,go,I,sd,u-26-1
sw2860A-ms98-a-0020,111.060375,111.120375,to,I,sd,u-26-1
sw2860A-ms98-a-0020,111.120375,111.610375,fish,I,sd,u-26-1
sw2860A-ms98-a-0020,111.610375,112.060375,shows,I,sd,u-26-1
sw2860A-ms98-a-0020,112.060375,112.310375,so,B,%,u-26-2
sw2860A-ms98-a-0021,113.695875,114.804000,[laughter],O,,
sw2860A-ms98-a-0023,119.363125,120.350375,[laughter],O,,
sw2860A-ms98-a-0025,123.589500,125.240500,[laughter],O,,
sw2860A-ms98-a-0025,125.240500,125.350500,i,B,sd,u-32-1
sw2860A-ms98-a-0025,125.350500,125.560500,don't,I,sd,u-32-1
sw2860A-ms98-a-0025,125.560500,125.730500,think,I,sd,u-32-1
sw2860A-ms98-a-0025,125.730500,126.024625,we've,I,sd,u-32-1
sw2860A-ms98-a-0025,126.239375,126.390500,we've,I,sd,u-32-1
sw2860A-ms98-a-0025,126.390500,126.620500,missed,I,sd,u-32-1
sw2860A-ms98-a-0025,126.620500,126.700500,a,I,sd,u-32-1
sw2860A-ms98-a-0025,126.700500,126.950500,fish,I,sd,u-32-1
sw2860A-ms98-a-0025,126.950500,127.180500,store,I,sd,u-32-1
sw2860A-ms98-a-0025,127.180500,127.340500,on,I,sd,u-32-1
sw2860A-ms98-a-0025,127.340500,127.400500,the,I,sd,u-32-1
sw2860A-ms98-a-0025,127.400500,128.010500,entire,I,sd,u-32-1
sw2860A-ms98-a-0025,128.010500,128.310500,east,I,sd,u-32-1
sw2860A-ms98-a-0025,128.310500,128.760500,northeast,I,sd,u-32-1
sw2860A-ms98-a-0025,128.760500,129.110500,coast,I,sd,u-32-1
sw2860A-ms98-a-0025,129.110500,129.249500,of,I,sd,u-32-1
sw2860A-ms98-a-0025,129.249500,129.323250,[laughter-the],O,,
sw2860A-ms98-a-0025,129.323250,129.790500,[laughter-United],O,,
sw2860A-ms98-a-0025,129.790500,130.253625,[laughter-States],O,,
sw2860A-ms98-a-0025,130.508750,131.430500,[laughter],O,,
sw2860A-ms98-a-0027,133.776875,134.163125,um-hum,B,b,u-34-1
sw2860A-ms98-a-0029,140.285500,140.836250,yes,B,b,u-36-1
sw2860A-ms98-a-0029,141.283375,141.383375,in,B,sd,u-36-2
sw2860A-ms98-a-0029,141.383375,141.603375,fact,I,sd,u-36-2
sw2860A-ms98-a-0029,141.603375,141.873375,it's,I,sd,u-36-2
sw2860A-ms98-a-0029,141.873375,142.183375,funny,I,sd,u-36-2
sw2860A-ms98-a-0029,142.183375,142.283375,our,B,sd,u-36-3
sw2860A-ms98-a-0029,142.283375,143.063375,vacations,I,sd,u-36-3
sw2860A-ms98-a-0029,143.063375,143.223375,have,I,sd,u-36-3
sw2860A-ms98-a-0029,143.223375,143.603375,always,I,sd,u-36-3
sw2860A-ms98-a-0029,143.603375,143.999875,been,I,sd,u-36-3
sw2860A-ms98-a-0029,144.184375,144.597750,um,I,sd,u-36-3
sw2860A-ms98-a-0029,145.226375,145.404375,uh,I,sd,u-36-3
sw2860A-ms98-a-0029,145.519750,145.726500,uh,I,sd,u-36-3
sw2860A-ms98-a-0030,146.225125,146.385125,uh,I,sd,u-36-3
sw2860A-ms98-a-0030,146.385125,146.605000,as,I,sd,u-36-3
sw2860A-ms98-a-0030,146.703875,146.915125,as,I,sd,u-36-3
sw2860A-ms98-a-0030,146.915125,147.055125,they've,I,sd,u-36-3
sw2860A-ms98-a-0030,147.055125,147.335125,gotten,I,sd,u-36-3
sw2860A-ms98-a-0030,147.335125,147.555125,older,I,sd,u-36-3
sw2860A-ms98-a-0030,147.555125,147.705125,when,B,sd,u-36-4
sw2860A-ms98-a-0030,147.705125,147.795125,they,I,sd,u-36-4
sw2860A-ms98-a-0030,147.795125,147.905125,were,I,sd,u-36-4
sw2860A-ms98-a-0030,147.905125,148.225125,younger,I,sd,u-36-4
sw2860A-ms98-a-0030,148.225125,148.315125,we,I,sd,u-36-4
sw2860A-ms98-a-0030,148.315125,148.485125,would,I,sd,u-36-4
sw2860A-ms98-a-0030,148.485125,148.595125,go,I,sd,u-36-4
sw2860A-ms98-a-0030,148.595125,148.695125,to,I,sd,u-36-4
sw2860A-ms98-a-0030,148.695125,148.775125,the,I,sd,u-36-4
sw2860A-ms98-a-0030,148.775125,149.128000,beach,I,sd,u-36-4
sw2860A-ms98-a-0030,149.128000,149.259750,but,B,sd,u-36-5
sw2860A-ms98-a-0030,149.259750,149.405125,as,I,sd,u-36-5
sw2860A-ms98-a-0030,149.405125,149.505125,they,I,sd,u-36-5
sw2860A-ms98-a-0030,149.505125,149.695125,got,I,sd,u-36-5
sw2860A-ms98-a-0030,149.695125,149.955125,older,I,sd,u-36-5
sw2860A-ms98-a-0030,149.955125,150.095125,we,I,sd,u-36-5
sw2860A-ms98-a-0030,150.095125,150.495125,tried,I,sd,u-36-5
sw2860A-ms98-a-0030,150.495125,150.709125,to,I,sd,u-36-5
sw2860A-ms98-a-0030,150.938875,151.275125,pattern,I,sd,u-36-5
sw2860A-ms98-a-0030,151.275125,151.365125,our,I,sd,u-36-5
sw2860A-ms98-a-0030,151.365125,152.063875,vacations,I,sd,u-36-5
sw2860A-ms98-a-0030,152.410375,152.515125,where,I,sd,u-36-5
sw2860A-ms98-a-0030,152.515125,152.575125,we,I,sd,u-36-5
sw2860A-ms98-a-0030,152.575125,152.735125,would,I,sd,u-36-5
sw2860A-ms98-a-0030,152.735125,153.175125,travel,I,sd,u-36-5
sw2860A-ms98-a-0030,153.175125,153.512500,and,I,sd,u-36-5
sw2860A-ms98-a-0030,153.512500,153.738500,do,I,sd,u-36-5
sw2860A-ms98-a-0030,153.738500,154.115125,things,I,sd,u-36-5
sw2860A-ms98-a-0030,154.115125,154.485125,and,B,+,u-38-1
sw2860A-ms98-a-0030,154.485125,154.655125,that,I,+,u-38-1
sw2860A-ms98-a-0030,154.655125,154.785125,there,I,+,u-38-1
sw2860A-ms98-a-0030,154.785125,154.935125,would,I,+,u-38-1
sw2860A-ms98-a-0030,154.935125,155.105125,be,I,+,u-38-1
sw2860A-ms98-a-0030,155.105125,155.258875,a,I,+,u-38-1
sw2860A-ms98-a-0030,155.564000,155.701875,a,I,+,u-38-1
sw2860A-ms98-a-0030,155.701875,156.293250,feature,I,+,u-38-1
sw2860A-ms98-a-0030,156.293250,156.785625,each,I,+,u-38-1
sw2860A-ms98-a-0030,156.883625,157.275125,day,I,+,u-38-1
sw2860A-ms98-a-0031,158.246000,158.585375,whether,B,+,u-40-1
sw2860A-ms98-a-0031,158.585375,158.675375,it,I,+,u-40-1
sw2860A-ms98-a-0031,158.675375,158.835375,would,I,+,u-40-1
sw2860A-ms98-a-0031,158.835375,159.055375,be,I,+,u-40-1
