sw2457B-ms98-a-0002,4.360375,4.957625,yeah,B,b,u-2-1
sw2457B-ms98-a-0016,60.010875,60.040875,a,I,sd,u-22-2
sw2457B-ms98-a-0016,60.040875,60.140875,two,I,sd,u-22-2
sw2457B-ms98-a-0016,60.140875,60.350875,year,I,sd,u-22-2
sw2457B-ms98-a-0016,60.350875,60.646750,old,I,sd,u-22-2
sw2457B-ms98-a-0016,61.091250,61.230875,and,B,sd,u-24-1
sw2457B-ms98-a-0016,61.230875,61.320875,when,I,sd,u-24-1
sw2457B-ms98-a-0016,61.320875,61.561250,it's,I,sd,u-24-1
sw2457B-ms98-a-0016,61.561250,61.800875,you,I,sd,u-24-1
sw2457B-ms98-a-0016,61.800875,61.920875,know,I,sd,u-24-1
sw2457B-ms98-a-0016,61.920875,62.190875,not,I,sd,u-24-1
sw2457B-ms98-a-0016,62.190875,62.560875,nice,I,sd,u-24-1
sw2457B-ms98-a-0016,62.560875,62.660875,and,I,sd,u-24-1
sw2457B-ms98-a-0016,62.660875,62.730875,they,I,sd,u-24-1
sw2457B-ms98-a-0016,62.730875,63.000875,can't,I,sd,u-24-1
sw2457B-ms98-a-0016,63.000875,63.160875,go,I,sd,u-24-1
sw2457B-ms98-a-0016,63.160875,63.410875,out,I,sd,u-24-1
sw2457B-ms98-a-0016,63.410875,63.590875,it's,I,sd,u-24-1
sw2457B-ms98-a-0016,63.590875,63.990875,really,I,sd,u-24-1
sw2457B-ms98-a-0016,63.990875,64.151000,the,I,sd,u-24-1
sw2457B-ms98-a-0016,64.151000,65.248000,[laughter-pits],O,,
sw2457B-ms98-a-0016,65.248000,65.395875,so,O,,
sw2457B-ms98-a-0016,65.395875,65.540875,i,B,sd,u-26-1
sw2457B-ms98-a-0016,65.540875,66.110875,appreciate,I,sd,u-26-1
sw2457B-ms98-a-0016,66.110875,66.190875,it,I,sd,u-26-1
sw2457B-ms98-a-0016,66.190875,66.350875,when,I,sd,u-26-1
sw2457B-ms98-a-0016,66.350875,66.450875,at,I,sd,u-26-1
sw2457B-ms98-a-0016,66.450875,66.710875,lat[ely]-,I,sd,u-26-1
sw2457B-ms98-a-0016,66.710875,66.770875,they,I,sd,u-26-1
sw2457B-ms98-a-0016,66.770875,66.930875,can,I,sd,u-26-1
sw2457B-ms98-a-0016,66.930875,66.990875,at,I,sd,u-26-1
sw2457B-ms98-a-0016,66.990875,67.220875,least,I,sd,u-26-1
sw2457B-ms98-a-0016,67.220875,67.350875,go,I,sd,u-26-1
sw2457B-ms98-a-0016,67.350875,67.570875,play,I,sd,u-26-1
sw2457B-ms98-a-0016,67.570875,67.670875,in,I,sd,u-26-1
sw2457B-ms98-a-0016,67.670875,67.730875,the,I,sd,u-26-1
sw2457B-ms98-a-0016,67.730875,68.310875,backyard,I,sd,u-26-1
sw2457B-ms98-a-0016,68.310875,68.430875,for,I,sd,u-26-1
sw2457B-ms98-a-0016,68.430875,68.520875,an,I,sd,u-26-1
sw2457B-ms98-a-0016,68.520875,69.000875,hour,I,sd,u-26-1
sw2457B-ms98-a-0016,69.000875,69.170875,or,I,sd,u-26-1
sw2457B-ms98-a-0016,69.170875,69.570875,something,I,sd,u-26-1
sw2457B-ms98-a-0016,69.570875,69.685625,you,I,sd,u-26-1
sw2457B-ms98-a-0016,69.685625,69.992000,know,I,sd,u-26-1
sw2457B-ms98-a-0017,70.723250,71.333250,yeah,B,b,u-28-1
sw2457B-ms98-a-0018,72.537500,73.033000,yeah,B,b,u-30-1
sw2457B-ms98-a-0020,86.606625,87.397875,yeah,B,b,u-32-1
sw2457B-ms98-a-0022,91.760125,92.358500,yeah,B,b,u-34-1
sw2457B-ms98-a-0022,92.531750,92.652125,well,B,sd,u-34-2
sw2457B-ms98-a-0022,92.652125,92.946125,my,I,sd,u-34-2
sw2457B-ms98-a-0022,93.096750,93.253125,three,I,sd,u-34-2
sw2457B-ms98-a-0022,93.253125,93.423125,and,I,sd,u-34-2
sw2457B-ms98-a-0022,93.423125,93.663125,half,I,sd,u-34-2
sw2457B-ms98-a-0022,93.663125,93.783125,year,I,sd,u-34-2
sw2457B-ms98-a-0022,93.783125,93.923125,old,I,sd,u-34-2
sw2457B-ms98-a-0022,93.923125,94.023125,he,I,sd,u-34-2
sw2457B-ms98-a-0022,94.023125,94.303125,really,I,sd,u-34-2
sw2457B-ms98-a-0022,94.303125,94.707875,wants,I,sd,u-34-2
sw2457B-ms98-a-0022,94.707875,94.817125,to,I,sd,u-34-2
sw2457B-ms98-a-0022,94.817125,95.063125,have,I,sd,u-34-2
sw2457B-ms98-a-0022,95.063125,95.123125,the,I,sd,u-34-2
sw2457B-ms98-a-0022,95.123125,95.503125,pool,I,sd,u-34-2
sw2457B-ms98-a-0022,95.503125,95.613125,out,I,sd,u-34-2
sw2457B-ms98-a-0022,95.613125,95.673125,in,I,sd,u-34-2
sw2457B-ms98-a-0022,95.673125,95.733125,the,I,sd,u-34-2
sw2457B-ms98-a-0022,95.733125,96.353125,backyard,I,sd,u-34-2
sw2457B-ms98-a-0022,96.353125,96.551375,[laughter-you],O,,
sw2457B-ms98-a-0022,96.551375,96.733125,[laughter-know],O,,
sw2457B-ms98-a-0022,96.733125,96.920000,so,O,,
sw2457B-ms98-a-0022,96.920000,97.189375,any,B,+,u-36-1
sw2457B-ms98-a-0022,97.189375,97.513125,day,I,+,u-36-1
sw2457B-ms98-a-0022,97.513125,97.642250,i,B,sd,u-36-2
sw2457B-ms98-a-0022,97.642250,97.793125,mean,I,sd,u-36-2
sw2457B-ms98-a-0022,97.793125,98.033125,all,I,sd,u-36-2
sw2457B-ms98-a-0022,98.033125,98.303125,Winter,I,sd,u-36-2
sw2457B-ms98-a-0022,98.303125,98.793125,long,I,sd,u-36-2
sw2457B-ms98-a-0022,98.793125,98.952500,[laughter-he's],O,,
sw2457B-ms98-a-0022,98.952500,99.133125,[laughter-been],O,,
sw2457B-ms98-a-0022,99.133125,99.329875,[laughter-wanting],O,,
sw2457B-ms98-a-0022,99.329875,99.423125,[laughter-a],O,,
sw2457B-ms98-a-0022,99.423125,99.633125,[laughter-pool],O,,
sw2457B-ms98-a-0022,99.633125,99.773125,[laughter-in],O,,
sw2457B-ms98-a-0022,99.773125,99.853125,[laughter-the],O,,
sw2457B-ms98-a-0022,99.923125,100.496125,[laughter-backyard],O,,
sw2457B-ms98-a-0022,101.034750,101.193125,so,B,sd,u-36-3
sw2457B-ms98-a-0022,101.193125,101.403125,i'm,I,sd,u-36-3
sw2457B-ms98-a-0022,101.403125,101.813125,hoping,I,sd,u-36-3
sw2457B-ms98-a-0022,101.813125,101.913125,you,I,sd,u-36-3
sw2457B-ms98-a-0022,101.913125,102.103125,know,I,sd,u-36-3
sw2457B-ms98-a-0022,102.103125,102.314875,that,I,sd,u-36-3
sw2457B-ms98-a-0023,102.501875,102.748125,it,B,sd,u-36-4
sw2457B-ms98-a-0023,102.748125,102.928125,just,I,sd,u-36-4
sw2457B-ms98-a-0023,102.928125,103.188125,seems,I,sd,u-36-4
sw2457B-ms98-a-0023,103.188125,103.470125,like,I,sd,u-36-4
sw2457B-ms98-a-0023,103.470125,103.568125,the,I,sd,u-36-4
sw2457B-ms98-a-0023,103.568125,103.908125,weather,I,sd,u-36-4
sw2457B-ms98-a-0023,103.908125,104.218125,around,I,sd,u-36-4
sw2457B-ms98-a-0023,104.218125,104.358125,here,I,sd,u-36-4
sw2457B-ms98-a-0023,104.358125,104.688125,goes,I,sd,u-36-4
sw2457B-ms98-a-0023,104.688125,105.008125,so,I,sd,u-36-4
sw2457B-ms98-a-0023,105.008125,105.578125,quickly,I,sd,u-36-4
sw2457B-ms98-a-0023,105.578125,105.798125,from,I,sd,u-36-4
sw2457B-ms98-a-0023,105.798125,106.048125,being,I,sd,u-36-4
sw2457B-ms98-a-0023,106.048125,106.368125,Winter,I,sd,u-36-4
sw2457B-ms98-a-0023,106.368125,106.660125,to,I,sd,u-36-4
sw2457B-ms98-a-0023,106.660125,106.788125,you,I,sd,u-36-4
sw2457B-ms98-a-0023,106.788125,106.888125,know,I,sd,u-36-4
sw2457B-ms98-a-0023,106.888125,107.598125,muggy,I,sd,u-36-4
sw2457B-ms98-a-0023,107.598125,107.911375,and,I,sd,u-36-4
sw2457B-ms98-a-0024,108.440375,108.920375,hot,I,sd,u-36-4
sw2457B-ms98-a-0024,108.920375,109.010375,and,B,sd,u-36-5
sw2457B-ms98-a-0024,109.010375,109.100375,it's,I,sd,u-36-5
sw2457B-ms98-a-0024,109.100375,109.240375,just,I,sd,u-36-5
sw2457B-ms98-a-0024,109.240375,109.310375,you,I,sd,u-36-5
sw2457B-ms98-a-0024,109.310375,109.550375,never,I,sd,u-36-5
sw2457B-ms98-a-0024,109.550375,109.790375,really,I,sd,u-36-5
sw2457B-ms98-a-0024,109.790375,110.080375,have,I,sd,u-36-5
sw2457B-ms98-a-0024,110.080375,110.270375,like,I,sd,u-36-5
sw2457B-ms98-a-0024,110.270375,110.600375,nice,I,sd,u-36-5
sw2457B-ms98-a-0024,110.600375,110.970375,cool,I,sd,u-36-5
sw2457B-ms98-a-0024,110.970375,111.360375,sixty,I,sd,u-36-5
sw2457B-ms98-a-0024,111.360375,111.640375,five,I,sd,u-36-5
sw2457B-ms98-a-0024,111.640375,111.710375,or,I,sd,u-36-5
sw2457B-ms98-a-0024,111.710375,112.110375,seventy,I,sd,u-36-5
sw2457B-ms98-a-0024,112.110375,112.410375,degree,I,sd,u-36-5
sw2457B-ms98-a-0024,112.410375,112.850375,weather,I,sd,u-36-5
sw2457B-ms98-a-0024,112.850375,113.101000,with,I,sd,u-36-5
sw2457B-ms98-a-0024,113.101000,113.910375,sunshine,I,sd,u-36-5
sw2457B-ms98-a-0024,113.910375,114.050375,you,B,+,u-38-1
sw2457B-ms98-a-0024,114.050375,114.390375,know,I,+,u-38-1
sw2457B-ms98-a-0024,114.390375,114.690375,and,O,,
sw2457B-ms98-a-0024,114.690375,114.770375,i,B,sd,u-38-2
sw2457B-ms98-a-0024,114.770375,115.030375,really,I,sd,u-38-2
sw2457B-ms98-a-0024,115.030375,115.270375,miss,I,sd,u-38-2
sw2457B-ms98-a-0024,115.270375,115.390375,that,I,sd,u-38-2
sw2457B-ms98-a-0024,115.390375,115.490375,i'm,B,sd,u-38-3
sw2457B-ms98-a-0024,115.490375,115.640375,from,I,sd,u-38-3
sw2457B-ms98-a-0024,115.640375,116.160375,Chicago,I,sd,u-38-3
sw2457B-ms98-a-0024,116.160375,116.790375,originally,I,sd,u-38-3
sw2457B-ms98-a-0024,116.790375,117.079375,and,B,sd,u-38-4
sw2457B-ms98-a-0024,117.741000,117.885500,i,I,sd,u-38-4
sw2457B-ms98-a-0024,117.885500,118.122875,miss,I,sd,u-38-4
sw2457B-ms98-a-0024,118.122875,118.258750,some,I,sd,u-38-4
sw2457B-ms98-a-0024,118.258750,118.492250,miss,I,sd,u-38-4
sw2457B-ms98-a-0024,118.492250,119.030375,seasons,I,sd,u-38-4
sw2457B-ms98-a-0024,119.030375,119.250375,that,I,sd,u-38-4
sw2457B-ms98-a-0024,119.250375,119.310375,you,I,sd,u-38-4
sw2457B-ms98-a-0024,119.310375,119.370375,know,I,sd,u-38-4
sw2457B-ms98-a-0024,119.370375,119.500375,that,I,sd,u-38-4
sw2457B-ms98-a-0024,119.500375,119.600375,we,I,sd,u-38-4
sw2457B-ms98-a-0024,119.600375,119.780375,used,I,sd,u-38-4
sw2457B-ms98-a-0024,119.780375,119.860375,to,I,sd,u-38-4
sw2457B-ms98-a-0024,119.860375,119.980375,get,I,sd,u-38-4
sw2457B-ms98-a-0024,119.980375,120.160375,up,I,sd,u-38-4
sw2457B-ms98-a-0024,120.160375,120.490375,there,I,sd,u-38-4
sw2457B-ms98-a-0024,120.490375,120.610375,that,I,sd,u-38-4
sw2457B-ms98-a-0024,120.610375,120.690375,you,I,sd,u-38-4
sw2457B-ms98-a-0024,120.690375,120.900375,just,I,sd,u-38-4
sw2457B-ms98-a-0024,120.900375,121.120375,don't,I,sd,u-38-4
sw2457B-ms98-a-0024,121.120375,121.440375,have,I,sd,u-38-4
sw2457B-ms98-a-0024,121.440375,121.710375,down,I,sd,u-38-4
sw2457B-ms98-a-0024,121.710375,122.119875,here,I,sd,u-38-4
sw2457B-ms98-a-0026,133.677875,134.200500,yeah,B,b,u-40-1
sw2457B-ms98-a-0028,145.243750,145.988250,oh,B,b,u-42-1
sw2457B-ms98-a-0028,145.988250,146.839250,[laughter],O,,
sw2457B-ms98-a-0029,147.893875,148.068750,oh,B,b,u-44-1
sw2457B-ms98-a-0029,148.068750,148.598750,really,I,b,u-44-1
sw2457B-ms98-a-0029,148.598750,149.234125,yeah,B,b,u-46-1
sw2457B-ms98-a-0029,149.433750,149.638750,it's,B,sd,u-48-1
sw2457B-ms98-a-0029,149.638750,149.898750,pretty,I,sd,u-48-1
sw2457B-ms98-a-0029,149.898750,150.198750,hot,I,sd,u-48-1
sw2457B-ms98-a-0029,150.198750,150.368750,here,I,sd,u-48-1
sw2457B-ms98-a-0029,150.368750,150.588750,[laughter-during],O,,
sw2457B-ms98-a-0029,150.588750,150.720000,[laughter-the],O,,
sw2457B-ms98-a-0029,150.720000,151.766750,[laughter-Summer],O,,
sw2457B-ms98-a-0029,151.766750,152.683375,[laughter-gosh],O,,
sw2457B-ms98-a-0031,157.359500,157.514000,do,B,qy,u-52-1
sw2457B-ms98-a-0031,157.514000,157.644000,have,I,qy,u-52-1
sw2457B-ms98-a-0031,157.644000,157.784000,air,I,qy,u-52-1
sw2457B-ms98-a-0031,157.784000,158.154000,conditioning,I,qy,u-52-1
sw2457B-ms98-a-0031,158.154000,158.224000,in,I,qy,u-52-1
sw2457B-ms98-a-0031,158.224000,158.324000,your,I,qy,u-52-1
sw2457B-ms98-a-0031,158.324000,158.774000,car,I,qy,u-52-1
sw2457B-ms98-a-0031,158.774000,159.020375,or,B,%,u-52-2
sw2457B-ms98-a-0033,163.365250,164.003250,yeah,B,b,u-54-1
sw2457B-ms98-a-0035,173.457125,173.768000,oh,O,,
sw2457B-ms98-a-0037,175.779375,176.517750,yeah,B,b,u-58-1
sw2457B-ms98-a-0037,176.615750,177.296000,yeah,B,b,u-60-1
sw2457B-ms98-a-0038,178.138875,178.738125,yeah,B,b,u-62-1
sw2457B-ms98-a-0038,179.258875,179.364000,i,B,sd,u-62-2
sw2457B-ms98-a-0038,179.364000,179.514000,know,I,sd,u-62-2
sw2457B-ms98-a-0038,179.514000,179.644000,my,I,sd,u-62-2
sw2457B-ms98-a-0038,179.644000,179.934000,husband,I,sd,u-62-2
sw2457B-ms98-a-0038,179.934000,180.144000,doesn't,I,sd,u-62-2
sw2457B-ms98-a-0038,180.144000,180.264000,have,I,sd,u-62-2
sw2457B-ms98-a-0038,180.264000,180.374000,air,I,sd,u-62-2
sw2457B-ms98-a-0038,180.374000,180.764000,conditioning,I,sd,u-62-2
sw2457B-ms98-a-0038,180.764000,180.864000,in,I,sd,u-62-2
sw2457B-ms98-a-0038,180.864000,181.084000,his,I,sd,u-62-2
sw2457B-ms98-a-0038,181.084000,181.364000,car,I,sd,u-62-2
sw2457B-ms98-a-0038,181.364000,181.454000,and,I,sd,u-62-2
sw2457B-ms98-a-0038,181.454000,181.544000,he,I,sd,u-62-2
sw2457B-ms98-a-0038,181.544000,181.664000,when,I,sd,u-62-2
sw2457B-ms98-a-0038,181.664000,181.734000,he,I,sd,u-62-2
sw2457B-ms98-a-0038,181.734000,181.954000,comes,I,sd,u-62-2
sw2457B-ms98-a-0038,181.954000,182.124000,home,I,sd,u-62-2
sw2457B-ms98-a-0038,182.124000,182.364000,from,I,sd,u-62-2
sw2457B-ms98-a-0038,182.364000,182.805875,work,I,sd,u-62-2
sw2457B-ms98-a-0038,182.888625,182.984000,you,I,sd,u-62-2
sw2457B-ms98-a-0038,182.984000,183.134000,know,I,sd,u-62-2
sw2457B-ms98-a-0038,183.134000,183.284000,during,I,sd,u-62-2
sw2457B-ms98-a-0038,183.284000,183.444000,the,I,sd,u-62-2
sw2457B-ms98-a-0038,183.444000,183.844000,Summer,I,sd,u-62-2
sw2457B-ms98-a-0038,183.844000,184.074000,he's,B,+,u-64-1
sw2457B-ms98-a-0038,184.074000,184.387875,just,I,+,u-64-1
sw2457B-ms98-a-0038,184.387875,184.580000,w[ell]-,I,+,u-64-1
sw2457B-ms98-a-0038,184.580000,184.869250,he,I,+,u-64-1
sw2457B-ms98-a-0038,184.869250,185.354000,feels,I,+,u-64-1
sw2457B-ms98-a-0038,185.354000,185.524000,like,I,+,u-64-1
sw2457B-ms98-a-0038,185.524000,185.794000,he's,I,+,u-64-1
sw2457B-ms98-a-0038,185.794000,186.164000,burning,I,+,u-64-1
sw2457B-ms98-a-0038,186.164000,186.324000,like,I,+,u-64-1
sw2457B-ms98-a-0038,186.324000,186.434000,he's,I,+,u-64-1
sw2457B-ms98-a-0038,186.434000,186.614000,been,I,+,u-64-1
sw2457B-ms98-a-0038,186.614000,187.084000,baking,I,+,u-64-1
sw2457B-ms98-a-0038,187.084000,187.184000,for,I,+,u-64-1
sw2457B-ms98-a-0038,187.184000,187.335250,an,I,+,u-64-1
sw2457B-ms98-a-0038,187.335250,188.527250,[laughter-hour],O,,
sw2457B-ms98-a-0038,188.527250,189.542875,gosh,B,fe,u-66-1
sw2457B-ms98-a-0040,195.151875,195.710625,yeah,B,b,u-68-1
sw2457B-ms98-a-0041,196.968750,197.098250,what,B,%,u-70-1
sw2457B-ms98-a-0041,197.098250,197.238250,i,I,%,u-70-1
sw2457B-ms98-a-0041,197.238250,197.418250,hate,I,%,u-70-1
sw2457B-ms98-a-0041,197.418250,197.528250,is,I,%,u-70-1
sw2457B-ms98-a-0041,197.528250,197.668250,i,B,sd,u-70-2
sw2457B-ms98-a-0041,197.668250,197.788250,hate,I,sd,u-70-2
sw2457B-ms98-a-0041,197.788250,198.028250,having,I,sd,u-70-2
sw2457B-ms98-a-0041,198.028250,198.128250,to,I,sd,u-70-2
sw2457B-ms98-a-0041,198.128250,198.588250,water,I,sd,u-70-2
sw2457B-ms98-a-0041,198.588250,198.808250,so,I,sd,u-70-2
sw2457B-ms98-a-0041,198.808250,199.038250,much,I,sd,u-70-2
sw2457B-ms98-a-0041,199.038250,199.408250,around,I,sd,u-70-2
sw2457B-ms98-a-0041,199.408250,199.820250,here,I,sd,u-70-2
sw2457B-ms98-a-0041,199.820250,199.918250,you,B,+,u-72-1
sw2457B-ms98-a-0041,199.918250,200.048250,know,I,+,u-72-1
sw2457B-ms98-a-0041,200.048250,200.158250,well,O,,
sw2457B-ms98-a-0041,200.158250,200.268250,we,B,sd,u-72-2
sw2457B-ms98-a-0041,200.268250,200.548250,never,I,sd,u-72-2
sw2457B-ms98-a-0041,200.548250,200.718250,used,I,sd,u-72-2
sw2457B-ms98-a-0041,200.718250,200.778250,to,I,sd,u-72-2
sw2457B-ms98-a-0041,200.778250,200.868250,have,I,sd,u-72-2
sw2457B-ms98-a-0041,200.868250,200.998250,to,I,sd,u-72-2
sw2457B-ms98-a-0041,200.998250,201.498250,water,I,sd,u-72-2
sw2457B-ms98-a-0041,201.498250,201.618250,our,I,sd,u-72-2
sw2457B-ms98-a-0041,201.618250,202.288250,lawns,I,sd,u-72-2
sw2457B-ms98-a-0041,202.288250,202.358250,you,B,sd,u-74-1
sw2457B-ms98-a-0041,202.358250,202.438250,know,I,sd,u-74-1
sw2457B-ms98-a-0041,202.438250,202.538250,in,I,sd,u-74-1
sw2457B-ms98-a-0041,202.538250,203.008250,Chicago,I,sd,u-74-1
sw2457B-ms98-a-0041,203.008250,203.068250,it,I,sd,u-74-1
sw2457B-ms98-a-0041,203.068250,203.228250,was,I,sd,u-74-1
sw2457B-ms98-a-0041,203.228250,203.568250,always,I,sd,u-74-1
sw2457B-ms98-a-0041,203.568250,203.938250,enough,I,sd,u-74-1
sw2457B-ms98-a-0041,203.938250,204.158250,rain,I,sd,u-74-1
sw2457B-ms98-a-0041,204.158250,204.328250,here,I,sd,u-74-1
sw2457B-ms98-a-0041,204.328250,204.468250,and,I,sd,u-74-1
sw2457B-ms98-a-0041,204.468250,204.891125,there,I,sd,u-74-1
sw2457B-ms98-a-0042,205.397750,205.500000,but,O,,
sw2457B-ms98-a-0042,205.500000,205.790000,here,B,sd,u-76-1
sw2457B-ms98-a-0042,205.790000,205.910000,if,I,sd,u-76-1
sw2457B-ms98-a-0042,205.910000,206.010000,you,I,sd,u-76-1
sw2457B-ms98-a-0042,206.010000,206.190000,don't,I,sd,u-76-1
sw2457B-ms98-a-0042,206.190000,206.600000,water,I,sd,u-76-1
sw2457B-ms98-a-0042,206.600000,206.800000,it,I,sd,u-76-1
sw2457B-ms98-a-0042,206.800000,207.070000,just,I,sd,u-76-1
sw2457B-ms98-a-0042,207.070000,207.366625,looks,I,sd,u-76-1
sw2457B-ms98-a-0042,207.521000,208.141875,awful,I,sd,u-76-1
sw2457B-ms98-a-0042,208.853625,209.030000,and,O,,
sw2457B-ms98-a-0042,209.030000,209.090000,i,B,sd,u-78-1
sw2457B-ms98-a-0042,209.090000,209.330000,just,I,sd,u-78-1
sw2457B-ms98-a-0042,209.330000,209.500000,hate,I,sd,u-78-1
sw2457B-ms98-a-0042,209.500000,209.580000,to,I,sd,u-78-1
sw2457B-ms98-a-0042,209.580000,209.840000,spend,I,sd,u-78-1
sw2457B-ms98-a-0042,209.840000,209.900000,the,I,sd,u-78-1
sw2457B-ms98-a-0042,209.900000,210.270000,money,I,sd,u-78-1
