sw3803A-ms98-a-0001,0.320000,0.712875,hi,B,fp,u-1-1
sw3803A-ms98-a-0006,67.801000,68.241000,safety,I,sv,u-7-2
sw3803A-ms98-a-0006,68.241000,68.981000,courses,I,sv,u-7-2
sw3803A-ms98-a-0007,69.606625,70.096625,or,B,sd,u-7-3
sw3803A-ms98-a-0007,70.096625,70.206625,i,I,sd,u-7-3
sw3803A-ms98-a-0007,70.206625,70.376625,don't,I,sd,u-7-3
sw3803A-ms98-a-0007,70.376625,70.496625,know,I,sd,u-7-3
sw3803A-ms98-a-0007,70.496625,70.836625,whether,I,sd,u-7-3
sw3803A-ms98-a-0007,71.176625,71.376625,this,I,sd,u-7-3
sw3803A-ms98-a-0007,71.376625,71.556625,could,I,sd,u-7-3
sw3803A-ms98-a-0007,71.556625,71.656625,be,I,sd,u-7-3
sw3803A-ms98-a-0007,71.656625,72.026625,something,I,sd,u-7-3
sw3803A-ms98-a-0007,72.026625,72.156625,that,I,sd,u-7-3
sw3803A-ms98-a-0007,72.156625,72.336625,was,I,sd,u-7-3
sw3803A-ms98-a-0007,72.336625,72.536625,done,I,sd,u-7-3
sw3803A-ms98-a-0007,72.536625,72.666625,in,I,sd,u-7-3
sw3803A-ms98-a-0007,72.666625,73.526625,school,I,sd,u-7-3
sw3803A-ms98-a-0007,73.986625,74.230375,but,B,%,u-7-4
sw3803A-ms98-a-0007,74.467625,75.056625,somehow,I,%,u-7-4
sw3803A-ms98-a-0007,75.056625,75.646625,people,I,%,u-7-4
sw3803A-ms98-a-0008,76.256875,76.416875,i'd,B,sv,u-7-5
sw3803A-ms98-a-0008,76.416875,76.586875,like,I,sv,u-7-5
sw3803A-ms98-a-0008,76.586875,76.686875,to,I,sv,u-7-5
sw3803A-ms98-a-0008,76.686875,76.906875,know,I,sv,u-7-5
sw3803A-ms98-a-0008,76.906875,77.066875,that,I,sv,u-7-5
sw3803A-ms98-a-0008,77.066875,77.136875,the,I,sv,u-7-5
sw3803A-ms98-a-0008,77.136875,77.496875,people,I,sv,u-7-5
sw3803A-ms98-a-0008,77.496875,77.616875,who,I,sv,u-7-5
sw3803A-ms98-a-0008,77.616875,77.906875,had,I,sv,u-7-5
sw3803A-ms98-a-0008,77.906875,78.116625,them_1,I,sv,u-7-5
sw3803A-ms98-a-0008,78.504625,78.596875,at,I,sv,u-7-5
sw3803A-ms98-a-0008,78.596875,78.886875,least,I,sv,u-7-5
sw3803A-ms98-a-0008,78.886875,79.216875,knew,I,sv,u-7-5
sw3803A-ms98-a-0008,79.216875,79.446875,what,I,sv,u-7-5
sw3803A-ms98-a-0008,79.446875,79.536875,the,I,sv,u-7-5
sw3803A-ms98-a-0008,79.536875,80.456875,responsibilities,I,sv,u-7-5
sw3803A-ms98-a-0008,80.456875,80.636875,were,I,sv,u-7-5
sw3803A-ms98-a-0008,80.636875,80.966875,whether,I,sv,u-7-5
sw3803A-ms98-a-0008,80.966875,81.346875,they,I,sv,u-7-5
sw3803A-ms98-a-0008,81.466875,81.886875,followed,I,sv,u-7-5
sw3803A-ms98-a-0008,81.886875,81.996875,them_1,I,sv,u-7-5
sw3803A-ms98-a-0008,81.996875,82.106875,or,I,sv,u-7-5
sw3803A-ms98-a-0008,82.106875,82.386875,not,I,sv,u-7-5
sw3803A-ms98-a-0008,82.466875,82.556875,you,B,sv@,u-7-6
sw3803A-ms98-a-0008,82.556875,82.756875,know,I,sv@,u-7-6
sw3803A-ms98-a-0008,82.756875,82.896875,at,I,sv@,u-7-6
sw3803A-ms98-a-0008,82.896875,83.254500,least,I,sv@,u-7-6
sw3803A-ms98-a-0008,83.510625,83.756875,there's,I,sv@,u-7-6
sw3803A-ms98-a-0008,83.756875,83.816875,the,I,sv@,u-7-6
sw3803A-ms98-a-0008,83.816875,84.166875,moral,I,sv@,u-7-6
sw3803A-ms98-a-0008,84.166875,84.466875,issue,I,sv@,u-7-6
sw3803A-ms98-a-0008,84.466875,84.676875,that,I,sv@,u-7-6
sw3803A-ms98-a-0008,84.676875,85.076875,they,I,sv@,u-7-6
sw3803A-ms98-a-0008,85.076875,85.286875,they,I,sv@,u-7-6
sw3803A-ms98-a-0008,85.286875,85.656875,knew,I,sv@,u-7-6
sw3803A-ms98-a-0008,85.656875,86.204375,better,I,sv@,u-7-6
sw3803A-ms98-a-0009,87.361375,87.571375,which,B,+@,u-9-1
sw3803A-ms98-a-0009,87.571375,87.761375,is,I,+@,u-9-1
sw3803A-ms98-a-0009,87.761375,88.061375,sort,I,+@,u-9-1
sw3803A-ms98-a-0009,88.061375,88.392000,of,I,+@,u-9-1
sw3803A-ms98-a-0009,88.572750,88.641375,you,I,+@,u-9-1
sw3803A-ms98-a-0009,88.641375,88.909500,know,I,+@,u-9-1
sw3803A-ms98-a-0009,88.909500,89.371375,flaky,I,+@,u-9-1
sw3803A-ms98-a-0009,89.371375,89.601375,but,B,%,u-9-2
sw3803A-ms98-a-0009,89.601375,90.031375,still,I,%,u-9-2
sw3803A-ms98-a-0011,117.617750,118.067750,um-hum,B,b,u-11-1
sw3803A-ms98-a-0013,128.761500,128.941500,yeah,B,b,u-13-1
sw3803A-ms98-a-0013,128.941500,129.131500,i,B,h,u-13-2
sw3803A-ms98-a-0013,129.131500,129.301500,don't,I,h,u-13-2
sw3803A-ms98-a-0013,129.301500,129.501500,know,I,h,u-13-2
sw3803A-ms98-a-0013,129.501500,129.751500,this,B,sd,u-13-3
sw3803A-ms98-a-0013,129.751500,130.041500,morning,I,sd,u-13-3
sw3803A-ms98-a-0013,130.041500,130.141500,in,I,sd,u-13-3
sw3803A-ms98-a-0013,130.141500,130.251500,our,I,sd,u-13-3
sw3803A-ms98-a-0013,130.251500,130.721500,paper,I,sd,u-13-3
sw3803A-ms98-a-0013,130.721500,130.951500,it,I,sd,u-13-3
sw3803A-ms98-a-0013,130.951500,131.071500,there,I,sd,u-13-3
sw3803A-ms98-a-0013,131.071500,131.211500,was,I,sd,u-13-3
sw3803A-ms98-a-0013,131.211500,131.301500,an,I,sd,u-13-3
sw3803A-ms98-a-0013,131.301500,131.641500,article,I,sd,u-13-3
sw3803A-ms98-a-0013,131.641500,132.027125,about,I,sd,u-13-3
sw3803A-ms98-a-0013,132.313375,132.651500,somebody,I,sd,u-13-3
sw3803A-ms98-a-0013,132.651500,132.811500,who,I,sd,u-13-3
sw3803A-ms98-a-0013,132.811500,132.941500,had,I,sd,u-13-3
sw3803A-ms98-a-0013,132.941500,133.371500,bought,I,sd,u-13-3
sw3803A-ms98-a-0013,133.371500,133.781500,three,I,sd,u-13-3
sw3803A-ms98-a-0013,133.781500,134.121500,guns,I,sd,u-13-3
sw3803A-ms98-a-0013,134.121500,134.231500,in,I,sd,u-13-3
sw3803A-ms98-a-0013,134.231500,134.857000,Virginia,I,sd,u-13-3
sw3803A-ms98-a-0013,134.970000,135.321500,because,I,sd,u-13-3
sw3803A-ms98-a-0013,135.321500,135.451500,all,I,sd,u-13-3
sw3803A-ms98-a-0013,135.451500,135.601500,you,I,sd,u-13-3
sw3803A-ms98-a-0013,135.601500,135.751500,have,I,sd,u-13-3
sw3803A-ms98-a-0013,135.751500,135.861500,to,I,sd,u-13-3
sw3803A-ms98-a-0013,135.861500,136.011500,do,I,sd,u-13-3
sw3803A-ms98-a-0013,136.011500,136.191500,is,I,sd,u-13-3
sw3803A-ms98-a-0013,136.191500,136.341500,get,I,sd,u-13-3
sw3803A-ms98-a-0013,136.341500,136.391500,a,I,sd,u-13-3
sw3803A-ms98-a-0013,136.391500,136.821500,driver's,I,sd,u-13-3
sw3803A-ms98-a-0013,136.821500,137.261500,license,I,sd,u-13-3
sw3803A-ms98-a-0013,137.261500,137.351500,so,B,sd,u-13-4
sw3803A-ms98-a-0013,137.351500,137.501500,he,I,sd,u-13-4
sw3803A-ms98-a-0013,137.501500,137.641500,went,I,sd,u-13-4
sw3803A-ms98-a-0013,137.641500,137.761500,over,I,sd,u-13-4
sw3803A-ms98-a-0013,137.761500,137.851500,there,I,sd,u-13-4
sw3803A-ms98-a-0013,137.851500,137.941500,and,I,sd,u-13-4
sw3803A-ms98-a-0013,137.941500,138.101500,got,I,sd,u-13-4
sw3803A-ms98-a-0013,138.101500,138.141500,a,I,sd,u-13-4
sw3803A-ms98-a-0013,138.141500,138.501500,driver's,I,sd,u-13-4
sw3803A-ms98-a-0013,138.501500,138.881500,license,I,sd,u-13-4
sw3803A-ms98-a-0013,138.881500,138.951500,the,I,sd,u-13-4
sw3803A-ms98-a-0013,138.951500,139.181500,same,I,sd,u-13-4
sw3803A-ms98-a-0013,139.181500,139.311500,day,I,sd,u-13-4
sw3803A-ms98-a-0013,139.311500,139.541500,bought,I,sd,u-13-4
sw3803A-ms98-a-0013,139.541500,139.731500,three,I,sd,u-13-4
sw3803A-ms98-a-0013,139.731500,140.211500,guns,I,sd,u-13-4
sw3803A-ms98-a-0014,140.646875,140.746875,and,I,sd,u-13-4
sw3803A-ms98-a-0014,140.746875,140.866875,went,I,sd,u-13-4
sw3803A-ms98-a-0014,140.866875,140.956875,up,I,sd,u-13-4
sw3803A-ms98-a-0014,140.956875,141.076875,to,I,sd,u-13-4
sw3803A-ms98-a-0014,141.076875,141.136875,New,I,sd,u-13-4
sw3803A-ms98-a-0014,141.136875,141.436875,York,I,sd,u-13-4
sw3803A-ms98-a-0014,141.436875,141.586875,and,I,sd,u-13-4
sw3803A-ms98-a-0014,141.586875,141.866875,sold,I,sd,u-13-4
sw3803A-ms98-a-0014,141.866875,142.006875,them_1,I,sd,u-13-4
sw3803A-ms98-a-0014,142.006875,142.445250,for,I,sd,u-13-4
sw3803A-ms98-a-0014,142.934875,143.006875,you,I,sd,u-13-4
sw3803A-ms98-a-0014,143.006875,143.358375,know,I,sd,u-13-4
sw3803A-ms98-a-0014,143.676875,143.946875,very,I,sd,u-13-4
sw3803A-ms98-a-0014,143.946875,144.134000,high,I,sd,u-13-4
sw3803A-ms98-a-0014,144.134000,144.626875,markups,I,sd,u-13-4
sw3803A-ms98-a-0014,144.626875,144.849125,now,B,sv,u-13-5
sw3803A-ms98-a-0014,145.316875,145.386875,in,I,sv,u-13-5
sw3803A-ms98-a-0014,145.386875,145.446875,a,I,sv,u-13-5
sw3803A-ms98-a-0014,145.446875,145.796875,sense,I,sv,u-13-5
sw3803A-ms98-a-0014,145.796875,146.006875,that's,I,sv,u-13-5
sw3803A-ms98-a-0014,146.006875,146.066875,a,I,sv,u-13-5
sw3803A-ms98-a-0014,146.066875,146.726875,legal,I,sv,u-13-5
sw3803A-ms98-a-0015,147.455875,147.971125,way,B,+,u-15-1
sw3803A-ms98-a-0015,147.971125,148.493500,of,I,+,u-15-1
sw3803A-ms98-a-0015,148.493500,148.743500,getting,I,+,u-15-1
sw3803A-ms98-a-0015,148.743500,148.803500,the,I,+,u-15-1
sw3803A-ms98-a-0015,148.803500,149.253500,guns,I,+,u-15-1
sw3803A-ms98-a-0015,149.253500,149.453500,but,B,sv,u-15-2
sw3803A-ms98-a-0015,149.453500,149.943500,certainly,I,sv,u-15-2
sw3803A-ms98-a-0015,149.943500,150.472250,the,I,sv,u-15-2
sw3803A-ms98-a-0015,150.778875,150.933375,the,B,+,u-17-1
sw3803A-ms98-a-0015,150.933375,151.423500,purpose,I,+,u-17-1
sw3803A-ms98-a-0015,151.423500,152.002125,is,I,+,u-17-1
sw3803A-ms98-a-0015,152.603500,152.933500,not,I,+,u-17-1
sw3803A-ms98-a-0015,153.143500,153.375375,very,I,+,u-17-1
sw3803A-ms98-a-0015,153.375375,153.761250,legal,I,+,u-17-1
sw3803A-ms98-a-0017,164.586250,164.956250,um-hum,B,b,u-19-1
sw3803A-ms98-a-0019,181.393875,181.793875,right,B,b,u-21-1
sw3803A-ms98-a-0021,190.450125,190.820125,um-hum,B,b,u-25-1
sw3803A-ms98-a-0023,197.056125,197.376125,right,B,b,u-27-1
sw3803A-ms98-a-0023,197.856125,197.942750,and,B,sv,u-27-2
sw3803A-ms98-a-0023,197.942750,198.074625,i,I,sv,u-27-2
sw3803A-ms98-a-0023,198.074625,198.561625,suppose,I,sv,u-27-2
sw3803A-ms98-a-0023,198.648250,198.844000,com[plete]-,I,sv,u-27-2
sw3803A-ms98-a-0023,198.934500,199.086750,uh,I,sv,u-27-2
sw3803A-ms98-a-0023,199.086750,199.188375,you,I,sv,u-27-2
sw3803A-ms98-a-0023,199.188375,199.496250,know,I,sv,u-27-2
sw3803A-ms98-a-0023,199.496250,199.744875,c[omplete]-,I,sv,u-27-2
sw3803A-ms98-a-0023,199.744875,200.036125,total,I,sv,u-27-2
sw3803A-ms98-a-0023,200.036125,200.386125,ban,I,sv,u-27-2
sw3803A-ms98-a-0023,200.386125,200.546125,would,I,sv,u-27-2
sw3803A-ms98-a-0023,200.546125,200.766125,lead,I,sv,u-27-2
sw3803A-ms98-a-0023,200.766125,200.936125,to,I,sv,u-27-2
sw3803A-ms98-a-0023,200.936125,201.805750,more,I,sv,u-27-2
sw3803A-ms98-a-0023,202.533125,203.179625,illegal,I,sv,u-27-2
sw3803A-ms98-a-0023,203.548750,204.202625,weapons,I,sv,u-27-2
sw3803A-ms98-a-0025,221.841250,222.158625,um-hum,B,b,u-29-1
sw3803A-ms98-a-0025,222.330000,222.689125,um-hum,B,b^r,u-29-2
sw3803A-ms98-a-0027,239.690750,240.080750,right,B,b,u-31-1
sw3803A-ms98-a-0029,251.526000,251.876000,um-hum,B,ny,u-33-1
sw3803A-ms98-a-0030,253.217500,253.427500,but,B,aa,u-35-1
sw3803A-ms98-a-0030,253.427500,253.847500,that's,I,aa,u-35-1
sw3803A-ms98-a-0030,253.847500,254.179875,true,I,aa,u-35-1
sw3803A-ms98-a-0030,254.179875,254.330625,i,B,sd,u-35-2
sw3803A-ms98-a-0030,254.330625,254.753375,mean,I,sd,u-35-2
sw3803A-ms98-a-0030,254.867500,255.087500,some,I,sd,u-35-2
sw3803A-ms98-a-0030,255.087500,255.357500,people,I,sd,u-35-2
sw3803A-ms98-a-0030,255.357500,255.507500,grew,I,sd,u-35-2
sw3803A-ms98-a-0030,255.507500,255.637500,up,I,sd,u-35-2
sw3803A-ms98-a-0030,255.637500,255.757500,with,I,sd,u-35-2
sw3803A-ms98-a-0030,255.757500,255.997500,guns,I,sd,u-35-2
sw3803A-ms98-a-0030,255.997500,256.087500,in,I,sd,u-35-2
sw3803A-ms98-a-0030,256.087500,256.167500,the,I,sd,u-35-2
sw3803A-ms98-a-0030,256.167500,256.437500,house,I,sd,u-35-2
sw3803A-ms98-a-0030,256.437500,256.577500,we,B,sd,u-35-3
sw3803A-ms98-a-0030,256.577500,256.877500,never,I,sd,u-35-3
sw3803A-ms98-a-0030,256.877500,257.077500,had,I,sd,u-35-3
sw3803A-ms98-a-0030,257.077500,257.307500,any,I,sd,u-35-3
sw3803A-ms98-a-0030,257.307500,257.417500,in,I,sd,u-35-3
sw3803A-ms98-a-0030,257.417500,257.497500,the,I,sd,u-35-3
sw3803A-ms98-a-0030,257.497500,257.857500,house,I,sd,u-35-3
sw3803A-ms98-a-0030,257.857500,258.167500,so,B,sd,u-37-1
sw3803A-ms98-a-0030,258.167500,258.317500,to,I,sd,u-37-1
sw3803A-ms98-a-0030,258.317500,258.703625,me,I,sd,u-37-1
sw3803A-ms98-a-0030,259.091625,259.200625,the,I,sd,u-37-1
sw3803A-ms98-a-0030,259.200625,259.268375,you,I,sd,u-37-1
sw3803A-ms98-a-0030,259.268375,259.377500,know,I,sd,u-37-1
sw3803A-ms98-a-0030,259.377500,259.447500,the,I,sd,u-37-1
sw3803A-ms98-a-0030,259.447500,259.677500,first,I,sd,u-37-1
sw3803A-ms98-a-0030,259.677500,259.807500,time,I,sd,u-37-1
sw3803A-ms98-a-0030,259.807500,259.907500,i,I,sd,u-37-1
sw3803A-ms98-a-0030,259.907500,260.117500,saw,I,sd,u-37-1
sw3803A-ms98-a-0030,260.117500,260.177500,a,I,sd,u-37-1
sw3803A-ms98-a-0030,260.177500,260.317500,gun,I,sd,u-37-1
sw3803A-ms98-a-0030,260.317500,260.437500,up,I,sd,u-37-1
sw3803A-ms98-a-0030,260.437500,260.817500,close,I,sd,u-37-1
sw3803A-ms98-a-0030,260.817500,260.957500,was,I,sd,u-37-1
sw3803A-ms98-a-0030,260.957500,260.997500,a,I,sd,u-37-1
sw3803A-ms98-a-0030,260.997500,261.237500,pretty,I,sd,u-37-1
sw3803A-ms98-a-0030,261.237500,261.667500,scary,I,sd,u-37-1
sw3803A-ms98-a-0030,261.667500,262.057500,thing,I,sd,u-37-1
sw3803A-ms98-a-0031,262.642000,262.716125,and,B,b,u-39-1
sw3803A-ms98-a-0031,262.716125,262.807500,i'm,I,b,u-39-1
sw3803A-ms98-a-0031,262.807500,262.992000,not,I,b,u-39-1
sw3803A-ms98-a-0031,262.992000,263.122000,sure,I,b,u-39-1
sw3803A-ms98-a-0031,263.122000,263.382000,that's,I,b,u-39-1
sw3803A-ms98-a-0031,263.382000,263.712000,good,I,b,u-39-1
sw3803A-ms98-a-0031,263.712000,264.048875,either,I,b,u-39-1
sw3803A-ms98-a-0033,276.574750,276.854750,um-hum,B,b,u-41-1
sw3803A-ms98-a-0035,291.374000,291.704000,um-hum,B,b,u-43-1
