sw3517B-ms98-a-0002,0.479000,1.048125,okay,B,b^m,u-2-1
sw3517B-ms98-a-0019,80.731375,80.891375,that,I,sd,u-28-1
sw3517B-ms98-a-0019,80.891375,80.999250,a[rea]-,O,,
sw3517B-ms98-a-0021,84.421625,85.125625,okay,B,aa,u-30-1
sw3517B-ms98-a-0021,85.125625,85.335000,uh,B,%,u-32-1
sw3517B-ms98-a-0021,85.335000,85.544375,you,I,%,u-32-1
sw3517B-ms98-a-0022,87.759125,87.966000,this,B,sd,u-34-1
sw3517B-ms98-a-0022,87.966000,88.076000,is,I,sd,u-34-1
sw3517B-ms98-a-0022,88.076000,88.286000,pretty,I,sd,u-34-1
sw3517B-ms98-a-0022,88.286000,88.616000,well,I,sd,u-34-1
sw3517B-ms98-a-0022,88.616000,88.956000,where,I,sd,u-34-1
sw3517B-ms98-a-0022,88.956000,90.006000,LBJ,I,sd,u-34-1
sw3517B-ms98-a-0022,90.006000,90.336000,and,I,sd,u-34-1
sw3517B-ms98-a-0022,90.336000,90.966000,Audelia,I,sd,u-34-1
sw3517B-ms98-a-0022,90.966000,91.646000,Skillman,I,sd,u-34-1
sw3517B-ms98-a-0022,91.916000,92.617875,cross,B,+,u-36-1
sw3517B-ms98-a-0023,93.609125,93.775625,we're,B,sd,u-38-1
sw3517B-ms98-a-0023,93.775625,94.075625,just,I,sd,u-38-1
sw3517B-ms98-a-0023,94.075625,94.445625,north,I,sd,u-38-1
sw3517B-ms98-a-0023,94.445625,94.785625,of,I,sd,u-38-1
sw3517B-ms98-a-0023,94.785625,95.215750,uh,I,sd,u-38-1
sw3517B-ms98-a-0024,96.108500,96.293125,White,I,sd,u-38-1
sw3517B-ms98-a-0024,96.293125,96.643125,Rock,I,sd,u-38-1
sw3517B-ms98-a-0024,96.643125,97.143125,Lake,I,sd,u-38-1
sw3517B-ms98-a-0026,100.996500,101.195875,well,B,sd,u-40-1
sw3517B-ms98-a-0026,101.195875,101.315875,we,I,sd,u-40-1
sw3517B-ms98-a-0026,101.315875,101.475875,have,I,sd,u-40-1
sw3517B-ms98-a-0026,101.475875,101.605875,some,I,sd,u-40-1
sw3517B-ms98-a-0026,101.605875,101.855875,very,I,sd,u-40-1
sw3517B-ms98-a-0026,101.855875,102.399000,nice,I,sd,u-40-1
sw3517B-ms98-a-0026,102.399000,102.720250,hou[se]-,I,sd,u-40-1
sw3517B-ms98-a-0026,102.720250,103.265875,homes,I,sd,u-40-1
sw3517B-ms98-a-0026,103.265875,103.525875,here,I,sd,u-40-1
sw3517B-ms98-a-0026,103.525875,103.605875,in,I,sd,u-40-1
sw3517B-ms98-a-0026,103.605875,103.805875,this,I,sd,u-40-1
sw3517B-ms98-a-0026,103.805875,104.375875,area,I,sd,u-40-1
sw3517B-ms98-a-0026,104.375875,104.835875,um,B,%,u-40-2
sw3517B-ms98-a-0027,105.679750,105.941375,my,I,%,u-40-2
sw3517B-ms98-a-0027,105.941375,106.391375,particular,I,%,u-40-2
sw3517B-ms98-a-0027,106.391375,106.471375,i,B,sv^t,u-40-3
sw3517B-ms98-a-0027,106.471375,106.741375,guess,I,sv^t,u-40-3
sw3517B-ms98-a-0027,106.741375,106.921375,they,I,sv^t,u-40-3
sw3517B-ms98-a-0027,106.921375,107.121375,want,I,sv^t,u-40-3
sw3517B-ms98-a-0027,107.121375,107.231375,us,I,sv^t,u-40-3
sw3517B-ms98-a-0027,107.231375,107.321375,to,I,sv^t,u-40-3
sw3517B-ms98-a-0027,107.321375,107.851375,describe,I,sv^t,u-40-3
sw3517B-ms98-a-0027,107.851375,107.941375,the,I,sv^t,u-40-3
sw3517B-ms98-a-0027,107.941375,108.561375,area,I,sv^t,u-40-3
sw3517B-ms98-a-0027,108.561375,108.881375,so,B,sd,u-40-4
sw3517B-ms98-a-0027,108.881375,109.091375,um,I,sd,u-40-4
sw3517B-ms98-a-0027,109.091375,109.271375,my,B,+,u-42-1
sw3517B-ms98-a-0027,109.271375,109.721375,particular,I,+,u-42-1
sw3517B-ms98-a-0027,109.721375,110.071375,area,I,+,u-42-1
sw3517B-ms98-a-0027,110.071375,110.181375,the,I,+,u-42-1
sw3517B-ms98-a-0027,110.181375,110.551375,homes,I,+,u-42-1
sw3517B-ms98-a-0027,110.551375,110.791375,run,I,+,u-42-1
sw3517B-ms98-a-0027,110.791375,111.281375,anywhere,I,+,u-42-1
sw3517B-ms98-a-0027,111.281375,111.451375,from,I,+,u-42-1
sw3517B-ms98-a-0027,111.451375,111.881375,about,I,+,u-42-1
sw3517B-ms98-a-0027,111.881375,112.401375,sixty,I,+,u-42-1
sw3517B-ms98-a-0027,112.401375,112.961375,five,I,+,u-42-1
sw3517B-ms98-a-0027,112.961375,113.211375,eighty,I,+,u-42-1
sw3517B-ms98-a-0027,113.211375,113.651375,thousand,I,+,u-42-1
sw3517B-ms98-a-0027,113.651375,114.051375,dollars,I,+,u-42-1
sw3517B-ms98-a-0027,114.051375,114.271375,on,I,+,u-42-1
sw3517B-ms98-a-0027,114.271375,114.531375,up,I,+,u-42-1
sw3517B-ms98-a-0027,114.531375,114.801375,to,I,+,u-42-1
sw3517B-ms98-a-0027,114.801375,115.261375,probably,I,+,u-42-1
sw3517B-ms98-a-0027,115.261375,115.561375,half,I,+,u-42-1
sw3517B-ms98-a-0027,115.561375,115.642375,a,I,+,u-42-1
sw3517B-ms98-a-0027,115.642375,116.091375,million,I,+,u-42-1
sw3517B-ms98-a-0029,117.720500,118.440500,yes,B,aa,u-44-1
sw3517B-ms98-a-0029,118.440500,118.910500,um,B,sd,u-44-2
sw3517B-ms98-a-0030,120.317875,120.469125,the,I,sd,u-44-2
sw3517B-ms98-a-0030,120.469125,120.871750,homes,I,sd,u-44-2
sw3517B-ms98-a-0030,120.871750,121.051750,that,I,sd,u-44-2
sw3517B-ms98-a-0030,121.051750,121.514500,were,I,sd,u-44-2
sw3517B-ms98-a-0031,122.493375,123.081750,here,I,sd,u-44-2
sw3517B-ms98-a-0031,123.081750,123.720000,earlier,I,sd,u-44-2
sw3517B-ms98-a-0031,123.720000,124.311750,[vocalized-noise],I,sd,u-44-2
sw3517B-ms98-a-0031,124.311750,124.501750,were,I,sd,u-44-2
sw3517B-ms98-a-0031,124.501750,125.211750,smaller,I,sd,u-44-2
sw3517B-ms98-a-0031,125.211750,125.441750,now,B,sd,u-44-3
sw3517B-ms98-a-0031,125.441750,125.641750,they've,I,sd,u-44-3
sw3517B-ms98-a-0031,125.641750,125.891750,gotten,I,sd,u-44-3
sw3517B-ms98-a-0031,125.891750,126.391750,larger,I,sd,u-44-3
sw3517B-ms98-a-0031,126.391750,126.541750,and,I,sd,u-44-3
sw3517B-ms98-a-0031,126.541750,127.001750,larger,I,sd,u-44-3
sw3517B-ms98-a-0031,127.001750,127.424500,as,I,sd,u-44-3
sw3517B-ms98-a-0032,128.404500,128.833375,as,I,sd,u-44-3
sw3517B-ms98-a-0032,128.833375,129.183375,they've,I,sd,u-44-3
sw3517B-ms98-a-0032,129.183375,129.673375,developed,I,sd,u-44-3
sw3517B-ms98-a-0032,129.673375,129.733375,the,I,sd,u-44-3
sw3517B-ms98-a-0032,129.733375,130.163375,land,I,sd,u-44-3
sw3517B-ms98-a-0032,130.163375,130.253375,and,B,sd,u-44-4
sw3517B-ms98-a-0032,130.253375,130.333375,of,I,sd,u-44-4
sw3517B-ms98-a-0032,130.333375,130.663375,course,I,sd,u-44-4
sw3517B-ms98-a-0032,130.663375,130.883375,it's,I,sd,u-44-4
sw3517B-ms98-a-0032,130.883375,131.173375,pretty,I,sd,u-44-4
sw3517B-ms98-a-0032,131.173375,131.693375,static,I,sd,u-44-4
sw3517B-ms98-a-0032,131.693375,131.913375,right,I,sd,u-44-4
sw3517B-ms98-a-0032,131.913375,132.103375,now,I,sd,u-44-4
sw3517B-ms98-a-0032,132.103375,132.193375,and,B,sd,u-44-5
sw3517B-ms98-a-0032,132.193375,132.473375,all,I,sd,u-44-5
sw3517B-ms98-a-0032,132.473375,132.553375,the,I,sd,u-44-5
sw3517B-ms98-a-0032,132.553375,133.093375,values,I,sd,u-44-5
sw3517B-ms98-a-0032,133.093375,133.303375,over,I,sd,u-44-5
sw3517B-ms98-a-0032,133.303375,133.513375,here,I,sd,u-44-5
sw3517B-ms98-a-0032,133.513375,133.643375,have,I,sd,u-44-5
sw3517B-ms98-a-0032,133.643375,134.073375,dropped,I,sd,u-44-5
sw3517B-ms98-a-0032,134.073375,134.363375,off,I,sd,u-44-5
sw3517B-ms98-a-0032,134.363375,134.733375,because,I,sd,u-44-5
sw3517B-ms98-a-0032,134.733375,134.923375,of,I,sd,u-44-5
sw3517B-ms98-a-0032,134.923375,134.983375,the,I,sd,u-44-5
sw3517B-ms98-a-0032,134.983375,135.596750,economy,I,sd,u-44-5
sw3517B-ms98-a-0033,136.779125,136.934875,how,B,qo,u-46-1
sw3517B-ms98-a-0033,136.934875,137.194875,about_1,I,qo,u-46-1
sw3517B-ms98-a-0033,137.194875,137.564125,you,I,qo,u-46-1
sw3517B-ms98-a-0035,143.678375,144.408750,okay_1,O,,
sw3517B-ms98-a-0036,145.004250,145.265625,uh,O,,
sw3517B-ms98-a-0036,145.265625,145.853750,okay,B,bk,u-50-1
sw3517B-ms98-a-0038,152.794500,153.349250,um-hum,B,b,u-52-1
sw3517B-ms98-a-0040,155.999875,156.740250,okay,B,b,u-54-1
sw3517B-ms98-a-0042,159.330625,159.647375,yes,B,aa,u-56-1
sw3517B-ms98-a-0042,159.647375,159.987375,those,B,sv,u-56-2
sw3517B-ms98-a-0042,159.987375,160.408125,are,I,sv,u-56-2
sw3517B-ms98-a-0042,160.408125,160.677375,over,I,sv,u-56-2
sw3517B-ms98-a-0042,160.677375,160.727375,a,I,sv,u-56-2
sw3517B-ms98-a-0042,160.727375,161.223875,million,I,sv,u-56-2
sw3517B-ms98-a-0044,174.257500,174.338875,well,B,sv,u-58-1
sw3517B-ms98-a-0044,174.338875,174.478875,we,I,sv,u-58-1
sw3517B-ms98-a-0044,174.478875,174.638875,have,I,sv,u-58-1
sw3517B-ms98-a-0044,174.638875,175.168875,suffered,I,sv,u-58-1
sw3517B-ms98-a-0044,175.168875,175.644125,from,I,sv,u-58-1
sw3517B-ms98-a-0044,175.794750,176.228875,real,I,sv,u-58-1
sw3517B-ms98-a-0044,176.228875,176.568875,lack,I,sv,u-58-1
sw3517B-ms98-a-0044,176.568875,176.708875,of,I,sv,u-58-1
sw3517B-ms98-a-0044,176.708875,177.068875,land,I,sv,u-58-1
sw3517B-ms98-a-0044,177.068875,177.358875,use,I,sv,u-58-1
sw3517B-ms98-a-0044,177.358875,177.918875,planning,I,sv,u-58-1
sw3517B-ms98-a-0044,177.918875,178.058875,in,I,sv,u-58-1
sw3517B-ms98-a-0044,178.058875,178.958875,Dallas,I,sv,u-58-1
sw3517B-ms98-a-0044,178.958875,179.208875,not,B,sv,u-60-1
sw3517B-ms98-a-0044,179.208875,179.328875,as,I,sv,u-60-1
sw3517B-ms98-a-0044,179.328875,179.578875,bad,I,sv,u-60-1
sw3517B-ms98-a-0044,179.578875,179.758875,as,I,sv,u-60-1
sw3517B-ms98-a-0044,179.758875,180.469500,Houston,I,sv,u-60-1
sw3517B-ms98-a-0045,181.188375,181.573000,but,B,sv,u-60-2
sw3517B-ms98-a-0045,181.708500,182.097000,[vocalized-noise],I,sv,u-60-2
sw3517B-ms98-a-0045,182.097000,182.527000,exactly,I,sv,u-60-2
sw3517B-ms98-a-0045,182.527000,182.687000,what,I,sv,u-60-2
sw3517B-ms98-a-0045,182.687000,182.777000,you're,I,sv,u-60-2
sw3517B-ms98-a-0045,182.777000,183.347000,describing,I,sv,u-60-2
sw3517B-ms98-a-0045,183.347000,183.477000,is,I,sv,u-60-2
sw3517B-ms98-a-0045,183.477000,183.690375,what,I,sv,u-60-2
sw3517B-ms98-a-0045,184.070875,184.577000,happens,I,sv,u-60-2
sw3517B-ms98-a-0045,184.577000,184.857000,all,I,sv,u-60-2
sw3517B-ms98-a-0045,184.857000,185.277375,over,I,sv,u-60-2
sw3517B-ms98-a-0047,189.221500,189.293625,well,B,qr,u-62-1
sw3517B-ms98-a-0047,189.293625,189.363625,now,I,qr,u-62-1
sw3517B-ms98-a-0047,189.363625,189.443625,do,I,qr,u-62-1
sw3517B-ms98-a-0047,189.443625,189.573625,you,I,qr,u-62-1
sw3517B-ms98-a-0047,189.573625,189.783625,live,I,qr,u-62-1
sw3517B-ms98-a-0047,189.783625,189.953625,in,I,qr,u-62-1
sw3517B-ms98-a-0047,189.953625,190.199375,a,I,qr,u-62-1
sw3517B-ms98-a-0047,190.745500,190.863625,a,I,qr,u-62-1
sw3517B-ms98-a-0047,190.863625,191.263625,home,I,qr,u-62-1
sw3517B-ms98-a-0047,191.263625,191.403625,or,I,qr,u-62-1
sw3517B-ms98-a-0047,191.403625,191.463625,a,O,,
sw3517B-ms98-a-0047,191.463625,191.853625,zero,B,+,u-64-1
sw3517B-ms98-a-0047,191.853625,192.163625,lot,I,+,u-64-1
sw3517B-ms98-a-0047,192.163625,192.513625,home,I,+,u-64-1
sw3517B-ms98-a-0047,192.513625,192.855000,or,B,%,u-64-2
sw3517B-ms98-a-0049,203.410125,203.996750,okay,B,bk,u-66-1
sw3517B-ms98-a-0051,213.045125,214.031000,[laughter],O,,
sw3517B-ms98-a-0053,217.082750,217.662750,oh,B,b,u-70-1
sw3517B-ms98-a-0055,222.122375,222.217125,well,B,qy,u-72-1
sw3517B-ms98-a-0055,222.217125,222.427125,your,I,qy,u-72-1
sw3517B-ms98-a-0055,222.427125,222.637125,was,I,qy,u-72-1
sw3517B-ms98-a-0055,222.637125,222.787125,your,I,qy,u-72-1
sw3517B-ms98-a-0055,222.787125,223.047125,house,I,qy,u-72-1
sw3517B-ms98-a-0055,223.047125,223.127125,in,I,qy,u-72-1
sw3517B-ms98-a-0055,223.127125,223.337125,good,I,qy,u-72-1
sw3517B-ms98-a-0055,223.337125,223.747125,shape,I,qy,u-72-1
sw3517B-ms98-a-0055,223.747125,223.897125,was,B,qy,u-72-2
sw3517B-ms98-a-0055,223.897125,224.037125,it,I,qy,u-72-2
sw3517B-ms98-a-0055,224.037125,224.650750,damaged,I,qy,u-72-2
sw3517B-ms98-a-0057,231.069750,231.229750,oh,B,bh,u-74-1
sw3517B-ms98-a-0057,231.229750,231.339750,it,I,bh,u-74-1
sw3517B-ms98-a-0057,231.339750,231.871125,was,I,bh,u-74-1
sw3517B-ms98-a-0057,232.646000,233.332250,oh,B,bk,u-76-1
sw3517B-ms98-a-0059,236.066875,236.404375,i,B,b,u-78-1
sw3517B-ms98-a-0059,236.404375,236.869375,see,I,b,u-78-1
sw3517B-ms98-a-0061,266.752250,267.161500,yes,B,aa,u-82-1
sw3517B-ms98-a-0061,267.161500,267.571750,i,B,sd,u-82-2
sw3517B-ms98-a-0062,268.902625,269.002625,am,I,sd,u-82-2
sw3517B-ms98-a-0062,269.002625,269.482625,familiar,B,+,u-84-1
sw3517B-ms98-a-0062,269.482625,269.662625,with,I,+,u-84-1
sw3517B-ms98-a-0062,269.662625,269.859125,that,I,+,u-84-1
sw3517B-ms98-a-0062,269.859125,270.125750,i,B,sd,u-84-2
sw3517B-ms98-a-0062,270.728500,270.892625,where,I,sd,u-84-2
sw3517B-ms98-a-0062,270.892625,271.052625,i,I,sd,u-84-2
sw3517B-ms98-a-0062,271.052625,271.342625,live,I,sd,u-84-2
sw3517B-ms98-a-0062,271.342625,271.503125,is,I,sd,u-84-2
sw3517B-ms98-a-0062,271.503125,271.877125,a,I,sd,u-84-2
