sw2528A-ms98-a-0001,0.460000,0.714875,yeah,B,o,u-1-1
sw2528A-ms98-a-0015,42.775875,43.264375,um,I,sd,u-11-2
sw2528A-ms98-a-0015,43.998750,44.262500,went,I,sd,u-11-2
sw2528A-ms98-a-0015,44.585000,44.931500,went,I,sd,u-11-2
sw2528A-ms98-a-0015,44.931500,45.478875,off,I,sd,u-11-2
sw2528A-ms98-a-0016,46.366125,46.451500,they,I,sd,u-11-2
sw2528A-ms98-a-0016,46.451500,46.821500,moved,I,sd,u-11-2
sw2528A-ms98-a-0016,46.821500,46.901500,to,I,sd,u-11-2
sw2528A-ms98-a-0016,46.901500,47.011500,a,I,sd,u-11-2
sw2528A-ms98-a-0016,47.011500,47.371500,Saturday,I,sd,u-11-2
sw2528A-ms98-a-0016,47.371500,47.571500,night,I,sd,u-11-2
sw2528A-ms98-a-0016,47.571500,47.741500,for,I,sd,u-11-2
sw2528A-ms98-a-0016,47.741500,47.801500,a,I,sd,u-11-2
sw2528A-ms98-a-0016,47.801500,48.131875,while,I,sd,u-11-2
sw2528A-ms98-a-0016,48.798625,48.911500,and,I,sd,u-11-2
sw2528A-ms98-a-0016,48.911500,49.021500,then,I,sd,u-11-2
sw2528A-ms98-a-0016,49.021500,49.291500,put,I,sd,u-11-2
sw2528A-ms98-a-0016,49.291500,49.381500,and,I,sd,u-11-2
sw2528A-ms98-a-0016,49.381500,49.471500,then,I,sd,u-11-2
sw2528A-ms98-a-0016,49.471500,49.641500,put,I,sd,u-11-2
sw2528A-ms98-a-0016,49.641500,49.997875,something,I,sd,u-11-2
sw2528A-ms98-a-0016,49.997875,50.092000,i,I,sd,u-11-2
sw2528A-ms98-a-0016,50.092000,50.231500,guess,I,sd,u-11-2
sw2528A-ms98-a-0016,50.231500,50.571500,Gabriel's,I,sd,u-11-2
sw2528A-ms98-a-0016,50.571500,50.871500,Fire,I,sd,u-11-2
sw2528A-ms98-a-0016,50.871500,51.031500,on,I,sd,u-11-2
sw2528A-ms98-a-0016,51.031500,51.181500,it,I,sd,u-11-2
sw2528A-ms98-a-0016,51.181500,51.381500,and,I,sd,u-11-2
sw2528A-ms98-a-0016,51.381500,51.491625,at,I,sd,u-11-2
sw2528A-ms98-a-0016,51.988875,52.261500,Thursday,I,sd,u-11-2
sw2528A-ms98-a-0016,52.261500,52.591500,nights,I,sd,u-11-2
sw2528A-ms98-a-0016,52.591500,52.711500,and,B,sd,u-11-3
sw2528A-ms98-a-0016,52.711500,52.841500,then,I,sd,u-11-3
sw2528A-ms98-a-0016,52.841500,52.931500,they,I,sd,u-11-3
sw2528A-ms98-a-0016,52.931500,53.361500,moved,I,sd,u-11-3
sw2528A-ms98-a-0016,53.361500,53.702000,um,I,sd,u-11-3
sw2528A-ms98-a-0017,54.908500,55.086375,no,B,t1,u-11-4
sw2528A-ms98-a-0017,55.086375,55.476375,Gabriel's,B,sv,u-11-5
sw2528A-ms98-a-0017,55.476375,55.696375,Fire,I,sv,u-11-5
sw2528A-ms98-a-0017,55.696375,55.866375,was,I,sv,u-11-5
sw2528A-ms98-a-0017,55.866375,55.976375,on,I,sv,u-11-5
sw2528A-ms98-a-0017,55.976375,56.506375,CBS,I,sv,u-11-5
sw2528A-ms98-a-0017,56.506375,56.576375,i,I,sv,u-11-5
sw2528A-ms98-a-0017,56.576375,57.216375,think,I,sv,u-11-5
sw2528A-ms98-a-0017,57.216375,57.246375,i,B,sd,u-11-6
sw2528A-ms98-a-0017,57.246375,57.306375,i,I,sd,u-11-6
sw2528A-ms98-a-0017,57.306375,57.536375,take,I,sd,u-11-6
sw2528A-ms98-a-0017,57.536375,57.643000,that,I,sd,u-11-6
sw2528A-ms98-a-0017,57.733500,57.984625,back,I,sd,u-11-6
sw2528A-ms98-a-0018,59.344125,59.414750,i'm,B,h,u-11-7
sw2528A-ms98-a-0018,59.414750,59.574750,not,I,h,u-11-7
sw2528A-ms98-a-0018,59.574750,59.754750,sure,I,h,u-11-7
sw2528A-ms98-a-0018,59.754750,59.854750,but,B,sd,u-11-8
sw2528A-ms98-a-0018,59.854750,60.074750,anyway,I,sd,u-11-8
sw2528A-ms98-a-0018,60.074750,60.184750,they,I,sd,u-11-8
sw2528A-ms98-a-0018,60.184750,60.434750,moved,I,sd,u-11-8
sw2528A-ms98-a-0018,60.434750,60.574750,it,I,sd,u-11-8
sw2528A-ms98-a-0018,60.574750,60.851375,back,I,sd,u-11-8
sw2528A-ms98-a-0018,60.851375,60.984750,and,I,sd,u-11-8
sw2528A-ms98-a-0018,60.984750,61.413000,forth,I,sd,u-11-8
sw2528A-ms98-a-0018,61.725625,61.794750,and,B,sd,u-11-9
sw2528A-ms98-a-0018,61.794750,61.974750,that's,I,sd,u-11-9
sw2528A-ms98-a-0018,61.974750,62.084750,when,I,sd,u-11-9
sw2528A-ms98-a-0018,62.084750,62.344750,Peaks,I,sd,u-11-9
sw2528A-ms98-a-0018,62.344750,62.434750,was,I,sd,u-11-9
sw2528A-ms98-a-0018,62.434750,62.624750,back,I,sd,u-11-9
sw2528A-ms98-a-0018,62.624750,62.704750,in,I,sd,u-11-9
sw2528A-ms98-a-0018,62.704750,62.844750,that,I,sd,u-11-9
sw2528A-ms98-a-0018,62.844750,63.044750,time,I,sd,u-11-9
sw2528A-ms98-a-0018,63.044750,63.254750,slot,I,sd,u-11-9
sw2528A-ms98-a-0018,63.254750,63.394750,as,I,sd,u-11-9
sw2528A-ms98-a-0018,63.394750,63.618875,well,I,sd,u-11-9
sw2528A-ms98-a-0019,64.613625,64.674750,so,B,h,u-11-10
sw2528A-ms98-a-0019,64.674750,64.794625,i,I,h,u-11-10
sw2528A-ms98-a-0019,64.794625,64.933500,don't,I,h,u-11-10
sw2528A-ms98-a-0019,64.933500,65.116500,know,I,h,u-11-10
sw2528A-ms98-a-0021,67.091125,67.428125,no,B,nn,u-13-1
sw2528A-ms98-a-0021,67.428125,67.488125,i,B,sd^e,u-13-2
sw2528A-ms98-a-0021,67.488125,67.627750,have,I,sd^e,u-13-2
sw2528A-ms98-a-0021,67.680250,67.768125,no,I,sd^e,u-13-2
sw2528A-ms98-a-0021,67.768125,68.140250,idea,I,sd^e,u-13-2
sw2528A-ms98-a-0022,68.827500,68.899500,i,B,sd,u-13-3
sw2528A-ms98-a-0022,68.899500,69.064625,don't,I,sd,u-13-3
sw2528A-ms98-a-0022,69.064625,69.323750,think,I,sd,u-13-3
sw2528A-ms98-a-0023,70.013875,70.043875,i,I,sd,u-13-3
sw2528A-ms98-a-0023,70.043875,70.183875,don't,I,sd,u-13-3
sw2528A-ms98-a-0023,70.183875,70.353875,think,I,sd,u-13-3
sw2528A-ms98-a-0023,70.353875,70.493875,that,I,sd,u-13-3
sw2528A-ms98-a-0023,70.493875,70.663875,was,I,sd,u-13-3
sw2528A-ms98-a-0023,70.663875,70.913875,on,I,sd,u-13-3
sw2528A-ms98-a-0023,70.913875,71.423875,ABC,I,sd,u-13-3
sw2528A-ms98-a-0023,71.423875,71.841625,anyway,I,sd,u-13-3
sw2528A-ms98-a-0023,71.841625,71.920750,i,I,sd,u-13-3
sw2528A-ms98-a-0023,71.920750,72.013875,don't,I,sd,u-13-3
sw2528A-ms98-a-0023,72.013875,72.073875,know,I,sd,u-13-3
sw2528A-ms98-a-0023,72.073875,72.183875,what,I,sd,u-13-3
sw2528A-ms98-a-0023,72.183875,72.433875,happened,I,sd,u-13-3
sw2528A-ms98-a-0023,72.433875,72.543875,to,I,sd,u-13-3
sw2528A-ms98-a-0023,72.543875,72.663875,it,I,sd,u-13-3
sw2528A-ms98-a-0023,72.663875,72.852000,though,I,sd,u-13-3
sw2528A-ms98-a-0025,78.765375,79.289000,[laughter],O,,
sw2528A-ms98-a-0026,80.653000,81.096250,um,B,^h,u-17-1
sw2528A-ms98-a-0027,81.907875,82.029750,it's,I,^h,u-17-1
sw2528A-ms98-a-0027,82.029750,82.129625,hard,I,^h,u-17-1
sw2528A-ms98-a-0027,82.129625,82.199625,to,I,^h,u-17-1
sw2528A-ms98-a-0027,82.199625,82.577250,say,I,^h,u-17-1
sw2528A-ms98-a-0027,82.577250,82.970625,[laughter],O,,
sw2528A-ms98-a-0028,83.980500,84.125375,i'm,B,sd,u-17-2
sw2528A-ms98-a-0028,84.125375,84.295375,sort,I,sd,u-17-2
sw2528A-ms98-a-0028,84.295375,84.405375,of,I,sd,u-17-2
sw2528A-ms98-a-0028,84.405375,84.515375,a,I,sd,u-17-2
sw2528A-ms98-a-0028,84.515375,84.705375,very,I,sd,u-17-2
sw2528A-ms98-a-0028,84.705375,84.905375,big,I,sd,u-17-2
sw2528A-ms98-a-0028,84.905375,85.105375,Twin,I,sd,u-17-2
sw2528A-ms98-a-0028,85.105375,85.365375,Peaks,I,sd,u-17-2
sw2528A-ms98-a-0028,85.365375,85.505375,fan,I,sd,u-17-2
sw2528A-ms98-a-0028,85.505375,85.825375,and,B,sd,u-17-3
sw2528A-ms98-a-0028,85.825375,86.095375,beyond,I,sd,u-17-3
sw2528A-ms98-a-0028,86.095375,86.185375,that,I,sd,u-17-3
sw2528A-ms98-a-0028,86.185375,86.225375,i,I,sd,u-17-3
sw2528A-ms98-a-0028,86.225375,86.395375,just,I,sd,u-17-3
sw2528A-ms98-a-0028,86.395375,86.515375,sort,I,sd,u-17-3
sw2528A-ms98-a-0028,86.515375,86.575375,of,I,sd,u-17-3
sw2528A-ms98-a-0028,86.575375,86.835375,watch,I,sd,u-17-3
sw2528A-ms98-a-0028,86.835375,87.185375,anything,I,sd,u-17-3
sw2528A-ms98-a-0028,87.185375,87.275375,that,I,sd,u-17-3
sw2528A-ms98-a-0028,87.275375,87.515375,happens,I,sd,u-17-3
sw2528A-ms98-a-0028,87.515375,87.615375,to,I,sd,u-17-3
sw2528A-ms98-a-0028,87.615375,87.755375,be,I,sd,u-17-3
sw2528A-ms98-a-0028,87.755375,87.976250,on,I,sd,u-17-3
sw2528A-ms98-a-0028,88.473375,88.735375,i'm,B,sd,u-17-4
sw2528A-ms98-a-0028,88.735375,89.059125,i'm,I,sd,u-17-4
sw2528A-ms98-a-0029,89.977625,90.280375,half,I,sd,u-17-4
sw2528A-ms98-a-0029,90.280375,90.370375,the,I,sd,u-17-4
sw2528A-ms98-a-0029,90.370375,90.700375,time,I,sd,u-17-4
sw2528A-ms98-a-0029,90.700375,90.830375,i'm,I,sd,u-17-4
sw2528A-ms98-a-0029,90.830375,90.870375,a,I,sd,u-17-4
sw2528A-ms98-a-0029,90.870375,91.220375,TV,I,sd,u-17-4
sw2528A-ms98-a-0029,91.220375,91.600375,addict,I,sd,u-17-4
sw2528A-ms98-a-0029,91.600375,91.690375,and,B,sd,u-17-5
sw2528A-ms98-a-0029,91.690375,91.750375,the,I,sd,u-17-5
sw2528A-ms98-a-0029,91.750375,91.890375,other,I,sd,u-17-5
sw2528A-ms98-a-0029,91.890375,92.150375,half,I,sd,u-17-5
sw2528A-ms98-a-0029,92.150375,92.210375,the,I,sd,u-17-5
sw2528A-ms98-a-0029,92.210375,92.520375,time,I,sd,u-17-5
sw2528A-ms98-a-0029,92.520375,92.560375,i,I,sd,u-17-5
sw2528A-ms98-a-0029,92.560375,92.840375,just,I,sd,u-17-5
sw2528A-ms98-a-0029,92.840375,93.060375,ignore,I,sd,u-17-5
sw2528A-ms98-a-0029,93.060375,93.140375,it,I,sd,u-17-5
sw2528A-ms98-a-0030,94.188500,94.261250,it's,B,sd,u-17-6
sw2528A-ms98-a-0030,94.261250,94.419250,really,I,sd,u-17-6
sw2528A-ms98-a-0030,94.419250,94.716750,bad,I,sd,u-17-6
sw2528A-ms98-a-0030,95.003000,95.139250,yeah,B,%,u-17-7
sw2528A-ms98-a-0030,95.139250,95.409250,there's,B,sd,u-17-8
sw2528A-ms98-a-0030,95.409250,95.529250,some,I,sd,u-17-8
sw2528A-ms98-a-0030,95.529250,95.669250,new,I,sd,u-17-8
sw2528A-ms98-a-0030,95.669250,95.979250,shows,I,sd,u-17-8
sw2528A-ms98-a-0030,95.979250,96.079250,that,I,sd,u-17-8
sw2528A-ms98-a-0030,96.079250,96.129250,i,I,sd,u-17-8
sw2528A-ms98-a-0030,96.129250,96.289250,sort,I,sd,u-17-8
sw2528A-ms98-a-0030,96.289250,96.419250,of,I,sd,u-17-8
sw2528A-ms98-a-0030,96.419250,96.729250,like,I,sd,u-17-8
sw2528A-ms98-a-0030,96.729250,97.094375,um,I,sd,u-17-8
sw2528A-ms98-a-0031,97.712500,97.837875,have,B,qy^d,u-17-9
sw2528A-ms98-a-0031,97.837875,97.917875,you,I,qy^d,u-17-9
sw2528A-ms98-a-0031,97.917875,98.501750,seen,I,qy^d,u-17-9
sw2528A-ms98-a-0031,98.603500,98.813125,this,I,qy^d,u-17-9
sw2528A-ms98-a-0031,98.986375,99.407875,Shannon,I,qy^d,u-17-9
sw2528A-ms98-a-0031,99.407875,99.817875,Steel,I,qy^d,u-17-9
sw2528A-ms98-a-0031,99.817875,100.258875,Show,I,qy^d,u-17-9
sw2528A-ms98-a-0031,100.646875,100.937875,or,B,sd,u-17-10
sw2528A-ms98-a-0031,100.937875,101.244500,uh,I,sd,u-17-10
sw2528A-ms98-a-0032,101.990000,102.106375,it's,I,sd,u-17-10
sw2528A-ms98-a-0032,102.106375,102.476875,about,I,sd,u-17-10
sw2528A-ms98-a-0032,102.476875,102.526375,a,I,sd,u-17-10
sw2528A-ms98-a-0032,102.526375,102.856375,lawyer,I,sd,u-17-10
sw2528A-ms98-a-0032,102.856375,103.046375,it's,I,sd,u-17-10
sw2528A-ms98-a-0032,103.046375,103.136375,one,I,sd,u-17-10
sw2528A-ms98-a-0032,103.136375,103.196375,of,I,sd,u-17-10
sw2528A-ms98-a-0032,103.196375,103.296375,these,I,sd,u-17-10
sw2528A-ms98-a-0032,103.296375,103.556375,lawyer,I,sd,u-17-10
sw2528A-ms98-a-0032,103.556375,103.876375,shows,I,sd,u-17-10
sw2528A-ms98-a-0032,103.876375,103.946375,you,I,sd,u-17-10
sw2528A-ms98-a-0032,103.946375,104.066375,know,I,sd,u-17-10
sw2528A-ms98-a-0032,104.066375,104.234250,they,B,sv,u-17-11
sw2528A-ms98-a-0032,104.448875,104.556375,they,I,sv,u-17-11
sw2528A-ms98-a-0032,104.556375,104.686375,seem,I,sv,u-17-11
sw2528A-ms98-a-0032,104.686375,104.756375,to,I,sv,u-17-11
sw2528A-ms98-a-0032,104.756375,104.816375,be,I,sv,u-17-11
sw2528A-ms98-a-0032,104.816375,105.206375,popular,I,sv,u-17-11
sw2528A-ms98-a-0032,105.206375,105.366375,these,I,sv,u-17-11
sw2528A-ms98-a-0032,105.366375,105.713750,days,I,sv,u-17-11
sw2528A-ms98-a-0033,106.089250,106.189250,and,B,sv,u-17-12
sw2528A-ms98-a-0033,106.189250,106.289250,then,I,sv,u-17-12
sw2528A-ms98-a-0033,106.289250,106.419250,there's,I,sv,u-17-12
sw2528A-ms98-a-0033,106.419250,106.549250,just,I,sv,u-17-12
sw2528A-ms98-a-0033,106.549250,106.629250,a,I,sv,u-17-12
sw2528A-ms98-a-0033,106.629250,106.779250,lot,I,sv,u-17-12
sw2528A-ms98-a-0033,106.779250,106.849250,of,I,sv,u-17-12
sw2528A-ms98-a-0033,106.849250,106.989250,those,I,sv,u-17-12
sw2528A-ms98-a-0033,106.989250,107.126375,sort,I,sv,u-17-12
sw2528A-ms98-a-0033,107.126375,107.229250,of,I,sv,u-17-12
sw2528A-ms98-a-0033,107.229250,107.489250,Blair,I,sv,u-17-12
sw2528A-ms98-a-0033,107.489250,107.719250,shows,I,sv,u-17-12
sw2528A-ms98-a-0033,107.719250,108.049250,floating,I,sv,u-17-12
sw2528A-ms98-a-0033,108.049250,108.394625,around,I,sv,u-17-12
sw2528A-ms98-a-0035,111.572750,112.007625,yes,O,,
sw2528A-ms98-a-0037,113.991000,114.101250,i,B,sd,u-21-1
sw2528A-ms98-a-0037,114.101250,114.354375,just,I,sd,u-21-1
sw2528A-ms98-a-0037,114.354375,114.384375,i,I,sd,u-21-1
sw2528A-ms98-a-0037,114.384375,114.484375,mean,I,sd,u-21-1
sw2528A-ms98-a-0037,114.484375,114.604375,like,I,sd,u-21-1
sw2528A-ms98-a-0037,114.604375,114.694375,i,I,sd,u-21-1
sw2528A-ms98-a-0037,114.694375,114.854375,just,I,sd,u-21-1
sw2528A-ms98-a-0037,114.854375,115.094375,finished,I,sd,u-21-1
sw2528A-ms98-a-0037,115.094375,115.334375,watching,I,sd,u-21-1
sw2528A-ms98-a-0037,115.334375,115.424375,that,I,sd,u-21-1
sw2528A-ms98-a-0037,115.424375,115.464375,a,I,sd,u-21-1
sw2528A-ms98-a-0037,115.464375,115.574375,few,I,sd,u-21-1
sw2528A-ms98-a-0037,115.574375,115.824375,minutes,I,sd,u-21-1
sw2528A-ms98-a-0037,115.824375,116.044125,ago,I,sd,u-21-1
sw2528A-ms98-a-0037,116.044125,117.117500,[laughter],O,,
sw2528A-ms98-a-0037,117.117500,117.434375,um,B,%,u-21-2
sw2528A-ms98-a-0037,117.434375,117.604375,and,I,%,u-21-2
sw2528A-ms98-a-0037,117.604375,117.804375,it,I,%,u-21-2
sw2528A-ms98-a-0037,117.804375,118.034375,and,B,sd,u-21-3
sw2528A-ms98-a-0037,118.034375,118.284375,that,I,sd,u-21-3
sw2528A-ms98-a-0037,118.284375,118.504375,that's,I,sd,u-21-3
sw2528A-ms98-a-0037,118.504375,118.654375,a,I,sd,u-21-3
sw2528A-ms98-a-0037,118.654375,119.084375,interesting,I,sd,u-21-3
sw2528A-ms98-a-0037,119.084375,119.269500,one,I,sd,u-21-3
sw2528A-ms98-a-0037,119.469125,119.534375,i,B,sd,u-21-4
sw2528A-ms98-a-0037,119.534375,119.564375,i,I,sd,u-21-4
sw2528A-ms98-a-0037,119.564375,119.904375,i,I,sd,u-21-4
sw2528A-ms98-a-0037,119.904375,120.114375,like,I,sd,u-21-4
sw2528A-ms98-a-0037,120.114375,120.334375,that,I,sd,u-21-4
sw2528A-ms98-a-0037,120.334375,120.554375,because,I,sd,u-21-4
sw2528A-ms98-a-0037,120.554375,120.812750,there's,I,sd,u-21-4
sw2528A-ms98-a-0037,120.920500,121.149125,there,I,sd,u-21-4
sw2528A-ms98-a-0037,121.149125,121.484000,are,I,sd,u-21-4
sw2528A-ms98-a-0038,122.062250,122.156875,i've,B,sd,u-21-5
sw2528A-ms98-a-0038,122.156875,122.496875,noticed,I,sd,u-21-5
sw2528A-ms98-a-0038,122.496875,122.707000,that,I,sd,u-21-5
sw2528A-ms98-a-0038,122.895250,123.146250,every,I,sd,u-21-5
sw2528A-ms98-a-0038,123.146250,123.506875,every,I,sd,u-21-5
sw2528A-ms98-a-0038,123.506875,123.786875,major,I,sd,u-21-5
sw2528A-ms98-a-0038,123.786875,124.226875,station,I,sd,u-21-5
sw2528A-ms98-a-0038,124.226875,124.386875,now,I,sd,u-21-5
sw2528A-ms98-a-0038,124.386875,124.586875,has,I,sd,u-21-5
sw2528A-ms98-a-0038,124.586875,124.706875,their,I,sd,u-21-5
sw2528A-ms98-a-0038,124.706875,124.886875,own,I,sd,u-21-5
sw2528A-ms98-a-0038,124.886875,125.146875,law,I,sd,u-21-5
sw2528A-ms98-a-0038,125.146875,125.496500,show,I,sd,u-21-5
sw2528A-ms98-a-0038,125.956000,126.261375,there's,B,sd,u-21-6
sw2528A-ms98-a-0038,126.261375,126.516875,LA,I,sd,u-21-6
sw2528A-ms98-a-0038,126.516875,126.979500,Law,I,sd,u-21-6
sw2528A-ms98-a-0038,127.213000,127.376250,and,B,sd,u-21-7
sw2528A-ms98-a-0038,127.376250,127.780875,there's,I,sd,u-21-7
sw2528A-ms98-a-0038,127.901375,128.186000,um,I,sd,u-21-7
sw2528A-ms98-a-0038,128.265125,128.556875,Equal,I,sd,u-21-7
sw2528A-ms98-a-0038,128.556875,129.191125,Justice,I,sd,u-21-7
sw2528A-ms98-a-0039,129.768250,129.954750,some,I,sd,u-21-7
sw2528A-ms98-a-0039,129.954750,130.161375,other,I,sd,u-21-7
sw2528A-ms98-a-0039,130.161375,130.436875,one,I,sd,u-21-7
sw2528A-ms98-a-0039,130.542375,130.681375,Law,I,sd,u-21-7
sw2528A-ms98-a-0039,130.681375,130.791375,And,I,sd,u-21-7
sw2528A-ms98-a-0039,130.791375,131.011375,Order,I,sd,u-21-7
sw2528A-ms98-a-0039,131.011375,131.121375,or,I,sd,u-21-7
sw2528A-ms98-a-0039,131.121375,131.478625,something,I,sd,u-21-7
sw2528A-ms98-a-0040,132.645125,132.985625,lots,B,o@,u-21-8
sw2528A-ms98-a-0040,132.985625,133.254875,of,I,o@,u-21-8
sw2528A-ms98-a-0040,133.473250,133.655625,lots,I,o@,u-21-8
sw2528A-ms98-a-0040,133.655625,133.715625,of,I,o@,u-21-8
sw2528A-ms98-a-0040,133.715625,133.845625,these,I,o@,u-21-8
sw2528A-ms98-a-0040,133.845625,134.095625,things,I,o@,u-21-8
sw2528A-ms98-a-0040,134.095625,134.185625,that,I,o@,u-21-8
sw2528A-ms98-a-0040,134.185625,134.245625,are,I,o@,u-21-8
sw2528A-ms98-a-0040,134.245625,134.575625,floating,I,o@,u-21-8
sw2528A-ms98-a-0040,134.575625,134.845625,around,I,o@,u-21-8
sw2528A-ms98-a-0040,134.845625,135.035375,now,I,o@,u-21-8
sw2528A-ms98-a-0040,135.558875,135.625625,they,I,o@,u-21-8
sw2528A-ms98-a-0040,135.625625,135.765625,seem,I,o@,u-21-8
sw2528A-ms98-a-0040,135.765625,135.825625,to,I,o@,u-21-8
sw2528A-ms98-a-0040,135.825625,135.915625,be,I,o@,u-21-8
sw2528A-ms98-a-0040,135.915625,136.295625,popular,I,o@,u-21-8
sw2528A-ms98-a-0040,136.295625,136.752625,shows,I,o@,u-21-8
sw2528A-ms98-a-0040,136.752625,136.845625,do,B,qy,u-21-9
sw2528A-ms98-a-0040,136.845625,136.915625,you,I,qy,u-21-9
