sw4321B-ms98-a-0003,2.550375,2.760375,no,B,nn,u-2-1
sw4321B-ms98-a-0028,101.051500,101.241500,did,I,sv,u-8-1
sw4321B-ms98-a-0028,101.241500,101.556250,this,I,sv,u-8-1
sw4321B-ms98-a-0029,102.794625,103.014625,and,B,sd,u-8-2
sw4321B-ms98-a-0029,103.014625,103.094625,in,I,sd,u-8-2
sw4321B-ms98-a-0029,103.094625,103.564625,civil,I,sd,u-8-2
sw4321B-ms98-a-0029,103.564625,103.944625,law,I,sd,u-8-2
sw4321B-ms98-a-0030,104.395625,104.962000,there,I,sd,u-8-2
sw4321B-ms98-a-0030,105.158375,105.268375,you,I,sd,u-8-2
sw4321B-ms98-a-0030,105.268375,105.458375,know,I,sd,u-8-2
sw4321B-ms98-a-0030,105.458375,105.598375,is,I,sd,u-8-2
sw4321B-ms98-a-0030,105.598375,105.818375,such,I,sd,u-8-2
sw4321B-ms98-a-0030,105.818375,105.858375,a,I,sd,u-8-2
sw4321B-ms98-a-0030,105.858375,106.028375,thing,I,sd,u-8-2
sw4321B-ms98-a-0030,106.028375,106.138375,as,I,sd,u-8-2
sw4321B-ms98-a-0030,106.138375,106.318375,like,I,sd,u-8-2
sw4321B-ms98-a-0030,106.318375,106.558375,let's,I,sd,u-8-2
sw4321B-ms98-a-0030,106.558375,107.168375,say,I,sd,u-8-2
sw4321B-ms98-a-0030,107.168375,107.630875,uh,I,sd,u-8-2
sw4321B-ms98-a-0032,109.529375,110.909375,misappropriations,I,sd,u-8-2
sw4321B-ms98-a-0032,110.909375,111.309375,or,I,sd,u-8-2
sw4321B-ms98-a-0032,111.309375,111.989375,misuse,I,sd,u-8-2
sw4321B-ms98-a-0032,111.989375,112.089375,of,I,sd,u-8-2
sw4321B-ms98-a-0032,112.089375,112.569375,financial,I,sd,u-8-2
sw4321B-ms98-a-0032,112.569375,112.939375,instruments,I,sd,u-8-2
sw4321B-ms98-a-0032,112.939375,112.999375,or,I,sd,u-8-2
sw4321B-ms98-a-0032,112.999375,113.289375,something,I,sd,u-8-2
sw4321B-ms98-a-0032,113.289375,113.469375,like,I,sd,u-8-2
sw4321B-ms98-a-0032,113.469375,113.781750,that,I,sd,u-8-2
sw4321B-ms98-a-0033,114.609750,114.679750,a,B,sv,u-8-3
sw4321B-ms98-a-0033,114.679750,115.179750,majority,I,sv,u-8-3
sw4321B-ms98-a-0033,115.179750,115.459750,rule,I,sv,u-8-3
sw4321B-ms98-a-0033,115.459750,115.549750,i,I,sv,u-8-3
sw4321B-ms98-a-0033,115.549750,115.839750,think,I,sv,u-8-3
sw4321B-ms98-a-0033,115.839750,116.009750,would,I,sv,u-8-3
sw4321B-ms98-a-0033,116.009750,116.379750,be,I,sv,u-8-3
sw4321B-ms98-a-0034,117.172750,117.482750,more,I,sv,u-8-3
sw4321B-ms98-a-0034,117.482750,117.632750,in,I,sv,u-8-3
sw4321B-ms98-a-0034,117.632750,118.131500,line,I,sv,u-8-3
sw4321B-ms98-a-0035,119.150125,119.864250,as,I,sv,u-8-3
sw4321B-ms98-a-0035,119.864250,120.075375,there,I,sv,u-8-3
sw4321B-ms98-a-0035,120.075375,120.255375,is,I,sv,u-8-3
sw4321B-ms98-a-0035,120.255375,120.415375,no,I,sv,u-8-3
sw4321B-ms98-a-0035,120.415375,120.585375,real,I,sv,u-8-3
sw4321B-ms98-a-0035,120.585375,121.095375,smoking,I,sv,u-8-3
sw4321B-ms98-a-0035,121.095375,121.385375,gun,I,sv,u-8-3
sw4321B-ms98-a-0036,121.997250,122.127250,in,I,sv,u-8-3
sw4321B-ms98-a-0036,122.127250,122.187250,the,I,sv,u-8-3
sw4321B-ms98-a-0036,122.187250,122.517250,civil,I,sv,u-8-3
sw4321B-ms98-a-0036,122.517250,123.059500,cases,I,sv,u-8-3
sw4321B-ms98-a-0038,125.030250,125.140250,i,B,h,u-8-4
sw4321B-ms98-a-0038,125.140250,125.280250,don't,I,h,u-8-4
sw4321B-ms98-a-0038,125.280250,125.410250,know,I,h,u-8-4
sw4321B-ms98-a-0038,125.410250,125.550250,if,I,h,u-8-4
sw4321B-ms98-a-0038,125.550250,125.640250,i'm,I,h,u-8-4
sw4321B-ms98-a-0038,125.640250,125.890250,making,I,h,u-8-4
sw4321B-ms98-a-0038,125.890250,126.030250,any,I,h,u-8-4
sw4321B-ms98-a-0038,126.030250,126.340250,sense,I,h,u-8-4
sw4321B-ms98-a-0038,126.340250,126.450250,or,I,h,u-8-4
sw4321B-ms98-a-0038,126.450250,126.814250,not,I,h,u-8-4
sw4321B-ms98-a-0040,142.764750,143.054750,yeah,B,ny,u-10-1
sw4321B-ms98-a-0040,143.054750,143.484750,often,B,sv^e,u-10-2
sw4321B-ms98-a-0040,143.484750,143.774750,there's,I,sv^e,u-10-2
sw4321B-ms98-a-0040,143.774750,144.004750,more,I,sv^e,u-10-2
sw4321B-ms98-a-0040,144.004750,144.684750,incriminating,I,sv^e,u-10-2
sw4321B-ms98-a-0040,144.684750,145.246625,evidence,I,sv^e,u-10-2
sw4321B-ms98-a-0041,145.934750,146.094750,like,B,ad,u-10-3
sw4321B-ms98-a-0041,146.094750,146.277000,for,I,ad,u-10-3
sw4321B-ms98-a-0041,146.277000,146.646000,instance,I,ad,u-10-3
sw4321B-ms98-a-0041,146.646000,147.164750,say,I,ad,u-10-3
sw4321B-ms98-a-0041,147.164750,147.674750,um,I,ad,u-10-3
sw4321B-ms98-a-0042,149.077875,149.227875,and,B,sv,u-10-4
sw4321B-ms98-a-0042,149.227875,149.467875,also,I,sv,u-10-4
sw4321B-ms98-a-0042,149.467875,149.687875,too,I,sv,u-10-4
sw4321B-ms98-a-0042,149.687875,149.807875,i,I,sv,u-10-4
sw4321B-ms98-a-0042,149.807875,150.087875,think,I,sv,u-10-4
sw4321B-ms98-a-0042,150.087875,150.357875,i'm,I,sv,u-10-4
sw4321B-ms98-a-0042,150.357875,150.827875,i'm,I,sv,u-10-4
sw4321B-ms98-a-0042,150.827875,151.307875,tempering,I,sv,u-10-4
sw4321B-ms98-a-0042,151.307875,151.497875,this,I,sv,u-10-4
sw4321B-ms98-a-0042,151.497875,151.607875,and,I,sv,u-10-4
sw4321B-ms98-a-0042,151.607875,151.667875,the,I,sv,u-10-4
sw4321B-ms98-a-0042,151.667875,151.947875,fact,I,sv,u-10-4
sw4321B-ms98-a-0042,151.947875,152.037875,that,I,sv,u-10-4
sw4321B-ms98-a-0042,152.037875,152.097875,the,I,sv,u-10-4
sw4321B-ms98-a-0042,152.097875,152.847875,consequences,I,sv,u-10-4
sw4321B-ms98-a-0042,152.847875,152.907875,are,I,sv,u-10-4
sw4321B-ms98-a-0042,152.907875,153.137875,much,I,sv,u-10-4
sw4321B-ms98-a-0042,153.137875,153.346750,more,I,sv,u-10-4
sw4321B-ms98-a-0042,153.527500,153.757875,uh,I,sv,u-10-4
sw4321B-ms98-a-0042,153.757875,154.314625,serious,I,sv,u-10-4
sw4321B-ms98-a-0043,154.935250,155.065250,in,I,sv,u-10-4
sw4321B-ms98-a-0043,155.065250,155.105250,a,I,sv,u-10-4
sw4321B-ms98-a-0043,155.105250,155.425250,criminal,I,sv,u-10-4
sw4321B-ms98-a-0043,155.425250,155.830250,case,I,sv,u-10-4
sw4321B-ms98-a-0045,165.862375,166.382375,hm,B,^h,u-12-1
sw4321B-ms98-a-0046,167.821625,168.171500,well,I,^h,u-12-1
sw4321B-ms98-a-0047,169.222875,169.347875,i,I,^h,u-12-1
sw4321B-ms98-a-0047,169.347875,169.555125,really,I,^h,u-12-1
sw4321B-ms98-a-0047,169.555125,169.805125,can't,I,^h,u-12-1
sw4321B-ms98-a-0047,169.805125,169.985125,say,I,^h,u-12-1
sw4321B-ms98-a-0047,169.985125,170.135125,for,I,^h,u-12-1
sw4321B-ms98-a-0047,170.135125,170.376000,certain,I,^h,u-12-1
sw4321B-ms98-a-0048,171.351375,171.647875,truth,I,^h,u-12-1
sw4321B-ms98-a-0048,171.718375,171.821375,be,I,^h,u-12-1
sw4321B-ms98-a-0048,171.821375,172.177250,known,I,^h,u-12-1
sw4321B-ms98-a-0048,172.921875,173.257250,um,B,sv,u-12-2
sw4321B-ms98-a-0049,173.780875,173.980875,as,I,sv,u-12-2
sw4321B-ms98-a-0049,173.980875,174.080875,it,I,sv,u-12-2
sw4321B-ms98-a-0049,174.080875,174.570875,stands,I,sv,u-12-2
sw4321B-ms98-a-0049,174.570875,174.950875,there's,I,sv,u-12-2
sw4321B-ms98-a-0049,174.950875,175.220875,there's,I,sv,u-12-2
sw4321B-ms98-a-0049,175.220875,175.460875,many,I,sv,u-12-2
sw4321B-ms98-a-0049,175.460875,175.790875,ways,I,sv,u-12-2
sw4321B-ms98-a-0049,175.790875,175.930875,and,I,sv,u-12-2
sw4321B-ms98-a-0049,175.930875,176.190875,means,I,sv,u-12-2
sw4321B-ms98-a-0049,176.190875,176.340875,by,I,sv,u-12-2
sw4321B-ms98-a-0049,176.340875,176.530875,which,I,sv,u-12-2
sw4321B-ms98-a-0049,176.530875,176.560875,a,I,sv,u-12-2
sw4321B-ms98-a-0049,176.560875,176.850875,person,I,sv,u-12-2
