sw2991B-ms98-a-0003,7.313625,7.563625,no,B,nn,u-2-1
sw2991B-ms98-a-0012,55.219500,55.589500,slows,I,sv,u-12-3
sw2991B-ms98-a-0012,55.589500,55.789500,them,I,sv,u-12-3
sw2991B-ms98-a-0012,55.789500,56.179500,down,I,sv,u-12-3
sw2991B-ms98-a-0012,56.179500,56.399500,more,I,sv,u-12-3
sw2991B-ms98-a-0012,56.399500,56.539500,than,I,sv,u-12-3
sw2991B-ms98-a-0012,56.539500,56.669500,it,I,sv,u-12-3
sw2991B-ms98-a-0012,56.669500,57.029500,helps,I,sv,u-12-3
sw2991B-ms98-a-0012,57.029500,57.169500,them,I,sv,u-12-3
sw2991B-ms98-a-0012,57.169500,57.759500,accomplish,I,sv,u-12-3
sw2991B-ms98-a-0012,57.759500,58.329500,something,I,sv,u-12-3
sw2991B-ms98-a-0013,58.784250,59.024250,they,B,sv,u-14-1
sw2991B-ms98-a-0013,59.024250,59.244250,spend,I,sv,u-14-1
sw2991B-ms98-a-0013,59.244250,59.504250,more,I,sv,u-14-1
sw2991B-ms98-a-0013,59.504250,60.204250,time,I,sv,u-14-1
sw2991B-ms98-a-0013,60.204250,60.634250,messing,I,sv,u-14-1
sw2991B-ms98-a-0013,60.634250,60.804250,with,I,sv,u-14-1
sw2991B-ms98-a-0013,60.804250,60.894250,the,I,sv,u-14-1
sw2991B-ms98-a-0013,60.894250,61.584250,PC,I,sv,u-14-1
sw2991B-ms98-a-0013,61.584250,61.734250,than,I,sv,u-14-1
sw2991B-ms98-a-0013,61.734250,61.854250,they,I,sv,u-14-1
sw2991B-ms98-a-0013,61.854250,62.104250,would,I,sv,u-14-1
sw2991B-ms98-a-0013,62.104250,62.574250,actually,I,sv,u-14-1
sw2991B-ms98-a-0013,62.574250,63.329500,accomplishing,I,sv,u-14-1
sw2991B-ms98-a-0013,63.329500,63.457625,the,I,sv,u-14-1
sw2991B-ms98-a-0013,63.457625,63.974250,task,I,sv,u-14-1
sw2991B-ms98-a-0013,63.974250,64.104250,that,I,sv,u-14-1
sw2991B-ms98-a-0013,64.104250,64.224250,they're,I,sv,u-14-1
sw2991B-ms98-a-0013,64.224250,64.624250,trying,I,sv,u-14-1
sw2991B-ms98-a-0013,64.624250,64.764250,to,I,sv,u-14-1
sw2991B-ms98-a-0013,64.764250,64.964250,do,I,sv,u-14-1
sw2991B-ms98-a-0013,64.964250,65.134250,if,I,sv,u-14-1
sw2991B-ms98-a-0013,65.134250,65.244250,they,I,sv,u-14-1
sw2991B-ms98-a-0013,65.244250,65.494250,didn't,I,sv,u-14-1
sw2991B-ms98-a-0013,65.494250,65.694250,have,I,sv,u-14-1
sw2991B-ms98-a-0013,65.694250,65.744250,a,I,sv,u-14-1
sw2991B-ms98-a-0013,65.744250,66.254250,PC,I,sv,u-14-1
sw2991B-ms98-a-0013,66.254250,66.354250,at,I,sv,u-14-1
sw2991B-ms98-a-0013,66.354250,66.774250,all,I,sv,u-14-1
sw2991B-ms98-a-0015,74.424500,74.843875,uh-huh,B,b,u-16-1
sw2991B-ms98-a-0015,75.074500,75.314500,that's,B,ba,u-16-2
sw2991B-ms98-a-0015,75.314500,75.694500,true,I,ba,u-16-2
sw2991B-ms98-a-0016,76.600125,76.770125,and,B,sv,u-18-1
sw2991B-ms98-a-0016,76.770125,76.830125,you,I,sv,u-18-1
sw2991B-ms98-a-0016,76.830125,76.940125,have,I,sv,u-18-1
sw2991B-ms98-a-0016,76.940125,77.040125,to,I,sv,u-18-1
sw2991B-ms98-a-0016,77.040125,77.180125,you,I,sv,u-18-1
sw2991B-ms98-a-0016,77.180125,77.360125,know,I,sv,u-18-1
sw2991B-ms98-a-0016,77.360125,77.600125,be,I,sv,u-18-1
sw2991B-ms98-a-0016,77.600125,78.120125,familiar,I,sv,u-18-1
sw2991B-ms98-a-0016,78.120125,78.375000,with,I,sv,u-18-1
sw2991B-ms98-a-0016,78.375000,78.691375,the,O,,
sw2991B-ms98-a-0016,78.691375,79.000125,like,B,sv,u-18-2
sw2991B-ms98-a-0016,79.240125,79.370125,there're,I,sv,u-18-2
sw2991B-ms98-a-0016,79.370125,79.560125,so,I,sv,u-18-2
sw2991B-ms98-a-0016,79.560125,79.770125,many,I,sv,u-18-2
sw2991B-ms98-a-0016,79.770125,80.220125,different,I,sv,u-18-2
sw2991B-ms98-a-0016,80.220125,80.610125,software,I,sv,u-18-2
sw2991B-ms98-a-0016,80.610125,81.270125,packages,I,sv,u-18-2
sw2991B-ms98-a-0017,82.256875,82.356875,i[t]-,I,sv,u-18-2
sw2991B-ms98-a-0017,82.356875,82.546875,you,I,sv,u-18-2
sw2991B-ms98-a-0017,82.546875,82.636875,have,I,sv,u-18-2
sw2991B-ms98-a-0017,82.636875,82.756875,to,I,sv,u-18-2
sw2991B-ms98-a-0017,82.756875,82.876875,be,I,sv,u-18-2
sw2991B-ms98-a-0017,82.876875,83.376875,familiar,I,sv,u-18-2
sw2991B-ms98-a-0017,83.376875,83.556875,with,I,sv,u-18-2
sw2991B-ms98-a-0017,83.556875,83.636875,the,I,sv,u-18-2
sw2991B-ms98-a-0017,83.636875,83.906875,one,I,sv,u-18-2
sw2991B-ms98-a-0017,83.906875,84.026875,that,I,sv,u-18-2
sw2991B-ms98-a-0017,84.026875,84.146875,you're,I,sv,u-18-2
sw2991B-ms98-a-0017,84.146875,84.396875,going,I,sv,u-18-2
sw2991B-ms98-a-0017,84.396875,84.456875,to,I,sv,u-18-2
sw2991B-ms98-a-0017,84.456875,84.576875,be,I,sv,u-18-2
sw2991B-ms98-a-0017,84.576875,85.106875,using,I,sv,u-18-2
sw2991B-ms98-a-0017,85.106875,85.656875,most,I,sv,u-18-2
sw2991B-ms98-a-0019,87.261875,87.331875,a,B,sv,u-20-1
sw2991B-ms98-a-0019,87.331875,87.531875,lot,I,sv,u-20-1
sw2991B-ms98-a-0019,87.531875,87.591875,of,I,sv,u-20-1
sw2991B-ms98-a-0019,87.591875,88.221875,times,I,sv,u-20-1
sw2991B-ms98-a-0019,88.221875,88.601875,uh,I,sv,u-20-1
sw2991B-ms98-a-0020,89.509750,90.009750,people,I,sv,u-20-1
sw2991B-ms98-a-0021,91.740250,92.110250,know,I,sv,u-20-1
sw2991B-ms98-a-0021,92.110250,92.625625,about,I,sv,u-20-1
sw2991B-ms98-a-0021,93.197875,93.916000,half,I,sv,u-20-1
sw2991B-ms98-a-0021,94.307625,94.590250,of,I,sv,u-20-1
sw2991B-ms98-a-0021,94.590250,94.680250,the,I,sv,u-20-1
sw2991B-ms98-a-0021,94.680250,95.580250,capabilities,I,sv,u-20-1
sw2991B-ms98-a-0021,95.580250,95.680250,of,I,sv,u-20-1
sw2991B-ms98-a-0021,95.680250,95.740250,a,I,sv,u-20-1
sw2991B-ms98-a-0021,95.740250,96.240250,package,I,sv,u-20-1
sw2991B-ms98-a-0021,96.240250,96.380250,that,I,sv,u-20-1
sw2991B-ms98-a-0021,96.380250,96.530250,they,I,sv,u-20-1
sw2991B-ms98-a-0021,96.530250,96.870250,should,I,sv,u-20-1
sw2991B-ms98-a-0021,96.870250,97.140250,know,I,sv,u-20-1
sw2991B-ms98-a-0021,97.140250,97.220250,to,I,sv,u-20-1
sw2991B-ms98-a-0021,97.220250,97.650250,actually,I,sv,u-20-1
sw2991B-ms98-a-0021,97.650250,97.750250,be,I,sv,u-20-1
sw2991B-ms98-a-0021,97.750250,97.990250,able,I,sv,u-20-1
sw2991B-ms98-a-0021,97.990250,98.050250,to,I,sv,u-20-1
sw2991B-ms98-a-0021,98.050250,98.400250,use,I,sv,u-20-1
sw2991B-ms98-a-0021,98.400250,98.480250,it,I,sv,u-20-1
sw2991B-ms98-a-0021,98.480250,99.140875,properly,I,sv,u-20-1
sw2991B-ms98-a-0021,99.698375,99.910250,and,B,sv,u-20-2
sw2991B-ms98-a-0021,99.910250,100.150250,so,I,sv,u-20-2
sw2991B-ms98-a-0021,100.150250,100.300250,they,I,sv,u-20-2
sw2991B-ms98-a-0021,100.300250,100.770250,waste,I,sv,u-20-2
sw2991B-ms98-a-0021,100.770250,100.990250,more,I,sv,u-20-2
sw2991B-ms98-a-0021,100.990250,101.540250,time,I,sv,u-20-2
sw2991B-ms98-a-0021,101.540250,101.790250,with,I,sv,u-20-2
sw2991B-ms98-a-0021,101.790250,101.950625,their,I,sv,u-20-2
sw2991B-ms98-a-0021,101.950625,102.511875,trying,I,sv,u-20-2
sw2991B-ms98-a-0021,102.511875,102.890250,to,I,sv,u-20-2
sw2991B-ms98-a-0021,102.890250,103.167375,uh,I,sv,u-20-2
sw2991B-ms98-a-0022,104.576125,104.686125,to,I,sv,u-20-2
sw2991B-ms98-a-0022,104.686125,105.172125,figure,I,sv,u-20-2
sw2991B-ms98-a-0022,105.172125,105.526250,out,I,sv,u-20-2
sw2991B-ms98-a-0022,105.526250,105.776125,how,I,sv,u-20-2
sw2991B-ms98-a-0022,105.776125,105.916125,to,I,sv,u-20-2
sw2991B-ms98-a-0022,105.916125,106.522375,do,I,sv,u-20-2
sw2991B-ms98-a-0022,106.883875,107.006125,you,I,sv,u-20-2
sw2991B-ms98-a-0022,107.006125,107.256125,know,I,sv,u-20-2
sw2991B-ms98-a-0022,107.256125,107.496125,other,I,sv,u-20-2
sw2991B-ms98-a-0022,107.496125,108.126125,things,I,sv,u-20-2
sw2991B-ms98-a-0023,109.786875,110.076875,than,I,sv,u-20-2
sw2991B-ms98-a-0023,110.076875,110.206875,they,I,sv,u-20-2
sw2991B-ms98-a-0023,110.206875,110.925375,would,I,sv,u-20-2
sw2991B-ms98-a-0024,112.133125,112.353125,if,I,sv,u-20-2
sw2991B-ms98-a-0024,112.353125,112.658375,they,I,sv,u-20-2
sw2991B-ms98-a-0024,112.839125,112.933125,if,I,sv,u-20-2
sw2991B-ms98-a-0024,112.933125,113.023125,they,I,sv,u-20-2
sw2991B-ms98-a-0024,113.023125,113.543125,actually,I,sv,u-20-2
sw2991B-ms98-a-0024,113.543125,114.063125,understood,I,sv,u-20-2
sw2991B-ms98-a-0024,114.063125,114.193125,what,I,sv,u-20-2
sw2991B-ms98-a-0024,114.193125,114.283125,they,I,sv,u-20-2
sw2991B-ms98-a-0024,114.283125,114.403125,were,I,sv,u-20-2
sw2991B-ms98-a-0024,114.403125,114.773125,trying,I,sv,u-20-2
sw2991B-ms98-a-0024,114.773125,114.883125,to,I,sv,u-20-2
sw2991B-ms98-a-0024,114.883125,115.336750,do,I,sv,u-20-2
sw2991B-ms98-a-0024,115.691000,115.762500,you,B,sv,u-20-3
sw2991B-ms98-a-0024,115.762500,115.989375,know,I,sv,u-20-3
sw2991B-ms98-a-0024,116.335875,116.743125,like,I,sv,u-20-3
sw2991B-ms98-a-0024,116.743125,117.147875,uh,I,sv,u-20-3
sw2991B-ms98-a-0024,117.633750,117.753125,they,I,sv,u-20-3
sw2991B-ms98-a-0024,117.753125,118.133125,want,I,sv,u-20-3
sw2991B-ms98-a-0024,118.133125,118.710750,to,I,sv,u-20-3
sw2991B-ms98-a-0024,118.710750,118.899000,to,I,sv,u-20-3
sw2991B-ms98-a-0024,118.899000,119.423125,format,I,sv,u-20-3
sw2991B-ms98-a-0024,119.423125,119.503125,a,I,sv,u-20-3
sw2991B-ms98-a-0024,119.503125,119.933125,report,I,sv,u-20-3
sw2991B-ms98-a-0024,119.933125,120.063125,a,I,sv,u-20-3
sw2991B-ms98-a-0024,120.063125,120.363125,certain,I,sv,u-20-3
sw2991B-ms98-a-0024,120.363125,120.793125,way,I,sv,u-20-3
sw2991B-ms98-a-0025,121.823000,121.973000,and,B,sv,u-22-1
sw2991B-ms98-a-0025,121.973000,122.103000,if,I,sv,u-22-1
sw2991B-ms98-a-0025,122.103000,122.253000,they,I,sv,u-22-1
sw2991B-ms98-a-0025,122.253000,122.643000,really,I,sv,u-22-1
sw2991B-ms98-a-0025,122.643000,123.123000,understood,I,sv,u-22-1
sw2991B-ms98-a-0025,123.123000,123.183000,the,I,sv,u-22-1
sw2991B-ms98-a-0025,123.183000,123.963000,capabilities,I,sv,u-22-1
sw2991B-ms98-a-0025,123.963000,124.063000,of,I,sv,u-22-1
sw2991B-ms98-a-0025,124.063000,124.123000,the,I,sv,u-22-1
sw2991B-ms98-a-0025,124.123000,124.733000,package,I,sv,u-22-1
sw2991B-ms98-a-0025,124.733000,124.873000,they,I,sv,u-22-1
sw2991B-ms98-a-0025,124.873000,125.319875,could,I,sv,u-22-1
sw2991B-ms98-a-0025,125.888625,126.013000,they,I,sv,u-22-1
sw2991B-ms98-a-0025,126.013000,126.213000,could,I,sv,u-22-1
sw2991B-ms98-a-0025,126.213000,126.393000,do,I,sv,u-22-1
sw2991B-ms98-a-0025,126.393000,126.683000,that,I,sv,u-22-1
sw2991B-ms98-a-0025,126.683000,126.953000,in,I,sv,u-22-1
sw2991B-ms98-a-0025,126.953000,127.305125,uh,I,sv,u-22-1
sw2991B-ms98-a-0025,127.817375,128.303000,about,I,sv,u-22-1
sw2991B-ms98-a-0025,128.443000,128.553000,you,I,sv,u-22-1
sw2991B-ms98-a-0025,128.553000,128.743000,know,I,sv,u-22-1
sw2991B-ms98-a-0025,128.743000,129.173000,half,I,sv,u-22-1
sw2991B-ms98-a-0025,129.263000,129.353000,the,I,sv,u-22-1
sw2991B-ms98-a-0025,129.353000,129.873000,time,I,sv,u-22-1
sw2991B-ms98-a-0025,130.563000,130.753000,that,I,sv,u-22-1
sw2991B-ms98-a-0025,130.753000,130.883000,they,I,sv,u-22-1
sw2991B-ms98-a-0025,130.883000,131.560125,spend,I,sv,u-22-1
sw2991B-ms98-a-0026,132.368000,132.698000,trying,I,sv,u-22-1
sw2991B-ms98-a-0026,132.698000,132.758000,to,I,sv,u-22-1
sw2991B-ms98-a-0026,132.758000,133.078000,figure,I,sv,u-22-1
sw2991B-ms98-a-0026,133.078000,133.148000,out,I,sv,u-22-1
sw2991B-ms98-a-0026,133.148000,133.288000,how,I,sv,u-22-1
sw2991B-ms98-a-0026,133.288000,133.388000,to,I,sv,u-22-1
sw2991B-ms98-a-0026,133.388000,133.508000,do,I,sv,u-22-1
sw2991B-ms98-a-0026,133.508000,133.628000,it,I,sv,u-22-1
sw2991B-ms98-a-0026,133.628000,134.138000,without,I,sv,u-22-1
sw2991B-ms98-a-0026,134.138000,134.508000,spending,I,sv,u-22-1
sw2991B-ms98-a-0026,134.508000,134.588000,the,I,sv,u-22-1
sw2991B-ms98-a-0026,134.588000,134.878000,time,I,sv,u-22-1
sw2991B-ms98-a-0026,134.878000,134.978000,to,I,sv,u-22-1
sw2991B-ms98-a-0026,134.978000,135.208000,learn,I,sv,u-22-1
sw2991B-ms98-a-0026,135.208000,135.268000,the,I,sv,u-22-1
sw2991B-ms98-a-0026,135.268000,135.798000,package,I,sv,u-22-1
sw2991B-ms98-a-0026,135.798000,136.438000,properly,I,sv,u-22-1
sw2991B-ms98-a-0028,138.808875,139.458875,right,B,aa,u-24-1
sw2991B-ms98-a-0028,139.458875,140.295625,exactly,B,ba,u-24-2
sw2991B-ms98-a-0029,141.521375,141.911375,uh-huh,B,b,u-26-1
sw2991B-ms98-a-0030,143.216250,143.286250,a,B,sv,u-26-2
sw2991B-ms98-a-0030,143.286250,143.426250,lot,I,sv,u-26-2
sw2991B-ms98-a-0030,143.426250,143.496250,of,I,sv,u-26-2
sw2991B-ms98-a-0030,143.496250,143.806250,times,I,sv,u-26-2
sw2991B-ms98-a-0030,143.806250,143.946250,they,I,sv,u-26-2
sw2991B-ms98-a-0030,144.156250,144.406250,they,I,sv,u-26-2
sw2991B-ms98-a-0030,144.406250,144.626250,they,I,sv,u-26-2
sw2991B-ms98-a-0030,144.626250,144.756250,do,I,sv,u-26-2
sw2991B-ms98-a-0030,144.756250,144.866250,it,I,sv,u-26-2
sw2991B-ms98-a-0030,144.866250,145.686250,manually,I,sv,u-26-2
sw2991B-ms98-a-0030,145.686250,145.846250,on,I,sv,u-26-2
sw2991B-ms98-a-0030,145.846250,145.906250,the,I,sv,u-26-2
sw2991B-ms98-a-0030,145.906250,146.633375,computer,I,sv,u-26-2
sw2991B-ms98-a-0030,147.104250,147.526250,which,I,sv,u-26-2
sw2991B-ms98-a-0030,147.756250,148.216250,just,I,sv,u-26-2
sw2991B-ms98-a-0030,148.216250,148.526250,really,I,sv,u-26-2
sw2991B-ms98-a-0030,148.526250,148.696250,is,I,sv,u-26-2
sw2991B-ms98-a-0030,148.696250,148.776250,a,I,sv,u-26-2
sw2991B-ms98-a-0030,148.776250,149.126250,waste,I,sv,u-26-2
sw2991B-ms98-a-0030,149.126250,149.216250,of,I,sv,u-26-2
sw2991B-ms98-a-0030,149.216250,149.576250,time,I,sv,u-26-2
sw2991B-ms98-a-0030,149.576250,149.706250,and,B,sv,u-26-3
sw2991B-ms98-a-0030,149.706250,149.936250,then,I,sv,u-26-3
sw2991B-ms98-a-0030,149.936250,150.106250,if,I,sv,u-26-3
sw2991B-ms98-a-0030,150.106250,150.236250,they,I,sv,u-26-3
sw2991B-ms98-a-0030,150.236250,150.466250,ever,I,sv,u-26-3
sw2991B-ms98-a-0030,150.466250,150.656250,have,I,sv,u-26-3
sw2991B-ms98-a-0030,150.656250,150.766250,to,I,sv,u-26-3
sw2991B-ms98-a-0030,150.766250,151.216250,change,I,sv,u-26-3
sw2991B-ms98-a-0030,151.216250,151.736250,anything,I,sv,u-26-3
sw2991B-ms98-a-0030,151.736250,151.846250,in,I,sv,u-26-3
sw2991B-ms98-a-0030,151.846250,152.156250,that,I,sv,u-26-3
sw2991B-ms98-a-0030,152.286250,152.396250,in,I,sv,u-26-3
sw2991B-ms98-a-0030,152.396250,152.586250,that,I,sv,u-26-3
sw2991B-ms98-a-0030,153.106250,153.272750,in,I,sv,u-26-3
sw2991B-ms98-a-0030,153.272750,153.480000,the,I,sv,u-26-3
sw2991B-ms98-a-0030,153.480000,154.216250,document,I,sv,u-26-3
sw2991B-ms98-a-0031,154.667500,154.767500,they,I,sv,u-26-3
sw2991B-ms98-a-0031,154.767500,154.887500,have,I,sv,u-26-3
sw2991B-ms98-a-0031,154.887500,154.997500,to,I,sv,u-26-3
sw2991B-ms98-a-0031,154.997500,155.197500,go,I,sv,u-26-3
sw2991B-ms98-a-0031,155.197500,155.517500,back,I,sv,u-26-3
sw2991B-ms98-a-0031,155.517500,155.807500,and,I,sv,u-26-3
sw2991B-ms98-a-0031,155.807500,156.257500,redo,I,sv,u-26-3
sw2991B-ms98-a-0031,156.257500,156.367500,it,I,sv,u-26-3
sw2991B-ms98-a-0031,156.367500,156.527500,all,I,sv,u-26-3
sw2991B-ms98-a-0031,156.527500,157.117500,manually,I,sv,u-26-3
sw2991B-ms98-a-0031,157.117500,157.427500,whereas,I,sv,u-26-3
sw2991B-ms98-a-0031,157.427500,157.557500,if,I,sv,u-26-3
sw2991B-ms98-a-0031,157.557500,157.667500,they,I,sv,u-26-3
sw2991B-ms98-a-0031,157.667500,157.807500,had,I,sv,u-26-3
sw2991B-ms98-a-0031,157.807500,158.298000,learned,I,sv,u-26-3
sw2991B-ms98-a-0031,158.298000,158.403375,the,I,sv,u-26-3
sw2991B-ms98-a-0031,158.403375,158.957500,package,I,sv,u-26-3
sw2991B-ms98-a-0031,158.957500,159.527500,properly,I,sv,u-26-3
sw2991B-ms98-a-0031,159.527500,159.607500,to,I,sv,u-26-3
sw2991B-ms98-a-0031,159.607500,159.987500,start,I,sv,u-26-3
sw2991B-ms98-a-0031,159.987500,160.137500,with,I,sv,u-26-3
sw2991B-ms98-a-0031,160.137500,160.257500,and,I,sv,u-26-3
sw2991B-ms98-a-0031,160.667500,160.867500,had,I,sv,u-26-3
sw2991B-ms98-a-0031,160.937500,161.157500,set,I,sv,u-26-3
sw2991B-ms98-a-0031,161.157500,161.297500,it,I,sv,u-26-3
sw2991B-ms98-a-0031,161.297500,161.657500,up,I,sv,u-26-3
sw2991B-ms98-a-0031,161.657500,162.404625,correctly,I,sv,u-26-3
sw2991B-ms98-a-0031,163.013250,163.137500,the,I,sv,u-26-3
sw2991B-ms98-a-0031,163.137500,163.587500,package,I,sv,u-26-3
sw2991B-ms98-a-0031,163.587500,163.817500,would,I,sv,u-26-3
sw2991B-ms98-a-0031,163.817500,163.997500,do,I,sv,u-26-3
sw2991B-ms98-a-0031,163.997500,164.277500,that,I,sv,u-26-3
sw2991B-ms98-a-0031,164.537500,164.907500,for,I,sv,u-26-3
sw2991B-ms98-a-0031,164.907500,165.437500,them,I,sv,u-26-3
sw2991B-ms98-a-0032,166.238000,166.608000,whenever,B,+,u-28-1
sw2991B-ms98-a-0032,166.608000,166.728000,they,I,+,u-28-1
sw2991B-ms98-a-0032,166.728000,167.048000,wanted,I,+,u-28-1
sw2991B-ms98-a-0032,167.048000,167.138000,to,I,+,u-28-1
sw2991B-ms98-a-0032,167.138000,167.368000,make,I,+,u-28-1
sw2991B-ms98-a-0032,167.368000,167.468000,a,I,+,u-28-1
sw2991B-ms98-a-0032,167.468000,167.858000,change,I,+,u-28-1
sw2991B-ms98-a-0032,167.858000,168.108000,so,B,sd,u-30-1
sw2991B-ms98-a-0032,168.108000,168.238000,i,I,sd,u-30-1
