text,audio_path,gender,words,starts,tts,name,phrase,long_short,phrase_idx,phones,phone_starts,phone_ends,ends,vad_list,scp
Are you a student here at this university?,dataset_phrases/audio/student_long_female_en-US-Wavenet-E.wav,female,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.06, 0.26, 0.32, 0.85, 1.03, 1.2, 1.39]",en-US-Wavenet-E,student_long_female_en-US-Wavenet-E,student,long,3,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.03, 0.06, 0.18, 0.26, 0.32, 0.43, 0.5, 0.58, 0.61, 0.66, 0.72, 0.85, 0.86, 0.95, 1.03, 1.11, 1.2, 1.21, 1.28, 1.39, 1.45, 1.49, 1.53, 1.58, 1.64, 1.74, 1.85, 1.91, 1.94]","[0.03, 0.06, 0.18, 0.26, 0.32, 0.43, 0.5, 0.58, 0.61, 0.66, 0.72, 0.85, 0.86, 0.95, 1.03, 1.11, 1.2, 1.21, 1.28, 1.39, 1.45, 1.49, 1.53, 1.58, 1.64, 1.74, 1.85, 1.91, 1.94, 2.13]","[0.06, 0.26, 0.32, 0.85, 1.03, 1.2, 1.39, 2.13]","[[[0.0, 0.06], [0.06, 0.26], [0.26, 0.32], [0.32, 0.85], [0.85, 1.03], [1.03, 1.2], [1.2, 1.39], [1.39, 2.13]], []]",0.85
Are you a student here at this university?,dataset_phrases/audio/student_long_female_en-US-Wavenet-F.wav,female,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.08, 0.33, 0.36, 0.87, 1.03, 1.21, 1.4]",en-US-Wavenet-F,student_long_female_en-US-Wavenet-F,student,long,4,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.04, 0.08, 0.22, 0.33, 0.36, 0.5, 0.56, 0.65, 0.68, 0.71, 0.77, 0.87, 0.88, 0.97, 1.03, 1.11, 1.21, 1.22, 1.28, 1.4, 1.45, 1.48, 1.52, 1.58, 1.65, 1.74, 1.87, 1.92, 1.96]","[0.04, 0.08, 0.22, 0.33, 0.36, 0.5, 0.56, 0.65, 0.68, 0.71, 0.77, 0.87, 0.88, 0.97, 1.03, 1.11, 1.21, 1.22, 1.28, 1.4, 1.45, 1.48, 1.52, 1.58, 1.65, 1.74, 1.87, 1.92, 1.96, 2.11]","[0.08, 0.33, 0.36, 0.87, 1.03, 1.21, 1.4, 2.11]","[[[0.0, 0.08], [0.08, 0.33], [0.33, 0.36], [0.36, 0.87], [0.87, 1.03], [1.03, 1.21], [1.21, 1.4], [1.4, 2.11]], []]",0.87
Are you a student here at this university?,dataset_phrases/audio/student_long_male_en-US-Wavenet-I.wav,male,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.05, 0.21, 0.26, 0.72, 0.91, 1.04, 1.23]",en-US-Wavenet-I,student_long_male_en-US-Wavenet-I,student,long,0,"['ER0', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.05, 0.14, 0.21, 0.26, 0.35, 0.42, 0.49, 0.53, 0.57, 0.62, 0.72, 0.73, 0.83, 0.91, 0.97, 1.04, 1.05, 1.13, 1.23, 1.29, 1.32, 1.36, 1.4, 1.46, 1.55, 1.65, 1.69, 1.72]","[0.05, 0.14, 0.21, 0.26, 0.35, 0.42, 0.49, 0.53, 0.57, 0.62, 0.72, 0.73, 0.83, 0.91, 0.97, 1.04, 1.05, 1.13, 1.23, 1.29, 1.32, 1.36, 1.4, 1.46, 1.55, 1.65, 1.69, 1.72, 1.83]","[0.05, 0.21, 0.26, 0.72, 0.91, 1.04, 1.23, 1.83]","[[[0.0, 0.05], [0.05, 0.21], [0.21, 0.26], [0.26, 0.72], [0.72, 0.91], [0.91, 1.04], [1.04, 1.23], [1.23, 1.83]], []]",0.72
Are you a student here at this university?,dataset_phrases/audio/student_long_male_en-US-Wavenet-J.wav,male,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.08, 0.26, 0.3, 0.8, 1.0, 1.13, 1.32]",en-US-Wavenet-J,student_long_male_en-US-Wavenet-J,student,long,1,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.04, 0.08, 0.17, 0.26, 0.3, 0.41, 0.48, 0.56, 0.6, 0.65, 0.7, 0.8, 0.81, 0.9, 1.0, 1.05, 1.13, 1.14, 1.23, 1.32, 1.37, 1.42, 1.46, 1.51, 1.57, 1.67, 1.78, 1.81, 1.84]","[0.04, 0.08, 0.17, 0.26, 0.3, 0.41, 0.48, 0.56, 0.6, 0.65, 0.7, 0.8, 0.81, 0.9, 1.0, 1.05, 1.13, 1.14, 1.23, 1.32, 1.37, 1.42, 1.46, 1.51, 1.57, 1.67, 1.78, 1.81, 1.84, 1.95]","[0.08, 0.26, 0.3, 0.8, 1.0, 1.13, 1.32, 1.95]","[[[0.0, 0.08], [0.08, 0.26], [0.26, 0.3], [0.3, 0.8], [0.8, 1.0], [1.0, 1.13], [1.13, 1.32], [1.32, 1.95]], []]",0.8
Are you a student here at this university?,dataset_phrases/audio/student_long_male_en-US-Wavenet-A.wav,male,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.09, 0.34, 0.41, 0.93, 1.15, 1.32, 1.53]",en-US-Wavenet-A,student_long_male_en-US-Wavenet-A,student,long,2,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.04, 0.09, 0.24, 0.34, 0.41, 0.52, 0.6, 0.7, 0.73, 0.77, 0.84, 0.93, 0.94, 1.05, 1.15, 1.21, 1.32, 1.33, 1.43, 1.53, 1.59, 1.63, 1.67, 1.72, 1.8, 1.9, 2.0, 2.05, 2.09]","[0.04, 0.09, 0.24, 0.34, 0.41, 0.52, 0.6, 0.7, 0.73, 0.77, 0.84, 0.93, 0.94, 1.05, 1.15, 1.21, 1.32, 1.33, 1.43, 1.53, 1.59, 1.63, 1.67, 1.72, 1.8, 1.9, 2.0, 2.05, 2.09, 2.24]","[0.09, 0.34, 0.41, 0.93, 1.15, 1.32, 1.53, 2.24]","[[[0.0, 0.09], [0.09, 0.34], [0.34, 0.41], [0.41, 0.93], [0.93, 1.15], [1.15, 1.32], [1.32, 1.53], [1.53, 2.24]], []]",0.93
Are you a student here at this university?,dataset_phrases/audio/student_long_male_en-US-Wavenet-B.wav,male,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.08, 0.29, 0.35, 0.88, 1.11, 1.3, 1.5]",en-US-Wavenet-B,student_long_male_en-US-Wavenet-B,student,long,3,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.03, 0.08, 0.18, 0.29, 0.35, 0.44, 0.52, 0.62, 0.66, 0.72, 0.77, 0.88, 0.89, 1.01, 1.11, 1.19, 1.3, 1.31, 1.41, 1.5, 1.56, 1.62, 1.66, 1.71, 1.79, 1.9, 2.0, 2.07, 2.11]","[0.03, 0.08, 0.18, 0.29, 0.35, 0.44, 0.52, 0.62, 0.66, 0.72, 0.77, 0.88, 0.89, 1.01, 1.11, 1.19, 1.23, 1.31, 1.41, 1.5, 1.56, 1.62, 1.66, 1.71, 1.79, 1.9, 2.0, 2.07, 2.11, 2.27]","[0.08, 0.29, 0.35, 0.88, 1.11, 1.23, 1.5, 2.27]","[[[0.0, 0.08], [0.08, 0.29], [0.29, 0.35], [0.35, 0.88], [0.88, 1.11], [1.11, 1.23], [1.3, 1.5], [1.5, 2.27]], []]",0.88
Are you a student here at this university?,dataset_phrases/audio/student_long_male_en-US-Wavenet-D.wav,male,"['are', 'you', 'a', 'student', 'here', 'at', 'this', 'university']","[0.0, 0.05, 0.22, 0.27, 0.73, 0.92, 1.08, 1.24]",en-US-Wavenet-D,student_long_male_en-US-Wavenet-D,student,long,4,"['ER0', 'Y', 'UW1', 'AH0', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.05, 0.14, 0.22, 0.27, 0.38, 0.44, 0.53, 0.56, 0.59, 0.65, 0.73, 0.74, 0.82, 0.92, 1.0, 1.08, 1.09, 1.15, 1.24, 1.3, 1.33, 1.37, 1.42, 1.49, 1.59, 1.69, 1.74, 1.77]","[0.05, 0.14, 0.22, 0.27, 0.38, 0.44, 0.53, 0.56, 0.59, 0.65, 0.73, 0.74, 0.82, 0.92, 1.0, 1.08, 1.09, 1.15, 1.24, 1.3, 1.33, 1.37, 1.42, 1.49, 1.59, 1.69, 1.74, 1.77, 1.92]","[0.05, 0.22, 0.27, 0.73, 0.92, 1.08, 1.24, 1.92]","[[[0.0, 0.05], [0.05, 0.22], [0.22, 0.27], [0.27, 0.73], [0.73, 0.92], [0.92, 1.08], [1.08, 1.24], [1.24, 1.92]], []]",0.73
Do you study psychology?,dataset_phrases/audio/psychology_short_female_en-US-Wavenet-G.wav,female,"['do', 'you', 'study', 'psychology']","[0.0, 0.11, 0.24, 0.6]",en-US-Wavenet-G,psychology_short_female_en-US-Wavenet-G,psychology,short,0,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.07, 0.11, 0.21, 0.24, 0.33, 0.39, 0.47, 0.51, 0.6, 0.69, 0.79, 0.89, 1.01, 1.04, 1.1, 1.18]","[0.07, 0.11, 0.21, 0.24, 0.33, 0.39, 0.47, 0.51, 0.6, 0.69, 0.79, 0.89, 1.01, 1.04, 1.1, 1.18, 1.34]","[0.11, 0.24, 0.6, 1.34]","[[[0.0, 0.11], [0.11, 0.24], [0.24, 0.6], [0.6, 1.34]], []]",1.34
Do you study psychology?,dataset_phrases/audio/psychology_short_female_en-US-Wavenet-H.wav,female,"['do', 'you', 'study', 'psychology']","[0.0, 0.09, 0.24, 0.56]",en-US-Wavenet-H,psychology_short_female_en-US-Wavenet-H,psychology,short,1,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.05, 0.09, 0.2, 0.24, 0.33, 0.39, 0.46, 0.49, 0.56, 0.65, 0.75, 0.83, 0.94, 0.98, 1.04, 1.13]","[0.05, 0.09, 0.2, 0.24, 0.33, 0.39, 0.46, 0.49, 0.56, 0.65, 0.75, 0.83, 0.94, 0.98, 1.04, 1.13, 1.27]","[0.09, 0.24, 0.56, 1.27]","[[[0.0, 0.09], [0.09, 0.24], [0.24, 0.56], [0.56, 1.27]], []]",1.27
Do you study psychology?,dataset_phrases/audio/psychology_short_female_en-US-Wavenet-C.wav,female,"['do', 'you', 'study', 'psychology']","[0.0, 0.11, 0.24, 0.57]",en-US-Wavenet-C,psychology_short_female_en-US-Wavenet-C,psychology,short,2,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.07, 0.11, 0.2, 0.24, 0.34, 0.4, 0.46, 0.51, 0.57, 0.69, 0.78, 0.92, 1.01, 1.05, 1.12, 1.21]","[0.07, 0.11, 0.2, 0.24, 0.34, 0.4, 0.46, 0.51, 0.57, 0.69, 0.78, 0.92, 1.01, 1.05, 1.12, 1.21, 1.37]","[0.11, 0.24, 0.57, 1.37]","[[[0.0, 0.11], [0.11, 0.24], [0.24, 0.57], [0.57, 1.37]], []]",1.37
Do you study psychology?,dataset_phrases/audio/psychology_short_female_en-US-Wavenet-E.wav,female,"['do', 'you', 'study', 'psychology']","[0.0, 0.09, 0.21, 0.57]",en-US-Wavenet-E,psychology_short_female_en-US-Wavenet-E,psychology,short,3,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.05, 0.09, 0.18, 0.21, 0.33, 0.38, 0.45, 0.49, 0.57, 0.69, 0.78, 0.88, 0.98, 1.03, 1.11, 1.19]","[0.05, 0.09, 0.18, 0.21, 0.33, 0.38, 0.45, 0.49, 0.57, 0.69, 0.78, 0.88, 0.98, 1.03, 1.11, 1.19, 1.4]","[0.09, 0.21, 0.57, 1.4]","[[[0.0, 0.09], [0.09, 0.21], [0.21, 0.57], [0.57, 1.4]], []]",1.4
Do you study psychology?,dataset_phrases/audio/psychology_short_female_en-US-Wavenet-F.wav,female,"['do', 'you', 'study', 'psychology']","[0.0, 0.11, 0.24, 0.59]",en-US-Wavenet-F,psychology_short_female_en-US-Wavenet-F,psychology,short,4,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.07, 0.11, 0.21, 0.24, 0.36, 0.42, 0.49, 0.52, 0.59, 0.7, 0.8, 0.93, 1.03, 1.07, 1.15, 1.25]","[0.07, 0.11, 0.21, 0.24, 0.36, 0.42, 0.49, 0.52, 0.59, 0.7, 0.8, 0.93, 1.03, 1.07, 1.15, 1.25, 1.41]","[0.11, 0.24, 0.59, 1.41]","[[[0.0, 0.11], [0.11, 0.24], [0.24, 0.59], [0.59, 1.41]], []]",1.41
Do you study psychology?,dataset_phrases/audio/psychology_short_male_en-US-Wavenet-I.wav,male,"['do', 'you', 'study', 'psychology']","[0.0, 0.09, 0.22, 0.52]",en-US-Wavenet-I,psychology_short_male_en-US-Wavenet-I,psychology,short,0,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.05, 0.09, 0.19, 0.22, 0.31, 0.36, 0.42, 0.46, 0.52, 0.62, 0.71, 0.8, 0.91, 0.95, 1.0, 1.08]","[0.05, 0.09, 0.19, 0.22, 0.31, 0.36, 0.42, 0.46, 0.52, 0.62, 0.71, 0.8, 0.91, 0.95, 1.0, 1.08, 1.22]","[0.09, 0.22, 0.52, 1.22]","[[[0.0, 0.09], [0.09, 0.22], [0.22, 0.52], [0.52, 1.22]], []]",1.22
